"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
1.27738780372122e-31,-0.741252625777043,1,1,3.43234102859891e-27,"Malat1","Down"
3.0888975932759e-23,6.85062763798057,0.477,0.019,8.29986783313235e-19,"Gm29260","Up"
1.93445810766219e-20,0.895293957624629,0.977,0.969,5.19788893528831e-16,"Mir99ahg","Up"
3.99748808715833e-17,0.880222377102267,0.958,0.925,1.07412504901944e-12,"Naaladl2","Up"
3.59945689890735e-15,-1.73877754961083,0.179,0.571,9.67174068736406e-11,"Nnat","Down"
3.97653440311501e-15,1.48427229105213,0.756,0.528,1.068494794117e-10,"Meis2","Up"
4.50334117659536e-14,-2.22479950741606,0.038,0.304,1.21004777415117e-09,"Dach1","Down"
1.38999626781092e-12,-1.48665054829055,0.145,0.478,3.73491997160795e-08,"Fbn2","Down"
3.8462589059348e-12,-1.00193633902157,0.45,0.795,1.03348976802468e-07,"Ppfibp1","Down"
6.5012570201194e-12,-1.24469892257395,0.16,0.516,1.74688776130608e-07,"Col11a1","Down"
9.44922481377841e-11,-1.50793400429525,0.103,0.385,2.53900670746226e-06,"Sulf1","Down"
1.04163670182872e-10,0.515331137518373,0.969,1,2.79887781781378e-06,"Tenm2","Up"
1.81564196043262e-10,-1.55809679554168,0.057,0.298,4.87862994768244e-06,"Nkx2-2","Down"
3.18849180894182e-10,-0.916077197959583,0.397,0.745,8.56747749062668e-06,"Plp1","Down"
9.02156959734829e-10,-0.98929862235876,0.252,0.596,2.42409575080749e-05,"Cpq","Down"
1.24934583557433e-09,-0.797993746148201,0.511,0.851,3.35699226018822e-05,"Hsp90aa1","Down"
1.75460515032888e-09,-1.65780540152049,0.092,0.342,4.7146240389337e-05,"Cox7c","Down"
1.85521421566177e-09,-1.36096652759549,0.084,0.329,4.98496059748318e-05,"Ptgds","Down"
8.01556024799441e-09,-1.28769187424198,0.107,0.366,0.00021537810386361,"Lmo4","Down"
8.9881844023344e-09,-1.50894082163669,0.118,0.366,0.000241512514890725,"Ywhah","Down"
1.03813373834303e-08,0.43268451283399,0.989,1,0.000278946535492773,"Xylt1","Up"
1.06411264241773e-08,-1.04115889498209,0.115,0.373,0.000285927067017644,"Ror1","Down"
1.6881681984107e-08,-1.34855492445341,0.092,0.323,0.000453610794912954,"Cplx2","Down"
1.84457164147384e-08,-1.04453598889283,0.115,0.366,0.000495636400064021,"Enc1","Down"
1.95532846517116e-08,-0.816764907989311,0.408,0.733,0.000525396758591489,"Enpp2","Down"
2.63768938911094e-08,-1.01076282324007,0.29,0.602,0.00070874713885411,"Camk2d","Down"
2.68846853925936e-08,-1.14268584052696,0.237,0.553,0.000722391496498991,"Nrgn","Down"
3.59239788627524e-08,-1.02731652161431,0.286,0.584,0.000965277312042157,"Rin2","Down"
4.42710360463642e-08,-0.283713866021938,1,1,0.00118956273856581,"Lrp1b","Down"
5.82007180432762e-08,-1.36812974165678,0.08,0.292,0.00156385329382283,"Megf10","Down"
6.52294395904139e-08,-0.997696177890343,0.302,0.627,0.00175271504179442,"Hspa8","Down"
6.91388337375913e-08,-1.26529317088966,0.122,0.36,0.00185776046252908,"Vwc2","Down"
6.99952558376453e-08,-0.882455084353066,0.263,0.565,0.00188077252435753,"Arhgef28","Down"
8.32346262163967e-08,-1.74610608243729,0.046,0.224,0.00223651440643458,"Ldhb","Down"
9.00382429961462e-08,-1.96010107935135,0.038,0.205,0.00241932758930645,"Elovl4","Down"
1.19806671479316e-07,0.880457582364598,0.805,0.745,0.00321920526264922,"Adam12","Up"
1.40128662745961e-07,-1.76035543224896,0.05,0.224,0.00376525716798396,"Rgma","Down"
1.69781768320059e-07,-1.60274497716119,0.05,0.224,0.00456203611475998,"Arf5","Down"
1.82116812231887e-07,-0.628555222552791,0.63,0.876,0.00489347874467082,"Nkain3","Down"
2.1676958827663e-07,-2.15847641264348,0.031,0.18,0.00582459883699304,"AI593442","Down"
2.24462045683217e-07,-1.13411584019676,0.107,0.329,0.00603129516750803,"Actg1","Down"
2.54742863622768e-07,-0.991832926039131,0.168,0.422,0.00684494074554378,"Zfp36l1","Down"
2.61218416238142e-07,-0.446537098482009,0.95,0.988,0.00701893884431888,"Brinp3","Down"
2.83179071011072e-07,-1.02231106124266,0.099,0.317,0.0076090216380675,"mt-Nd1","Down"
3.10384673419291e-07,-1.86303920952537,0.053,0.224,0.00834003617477636,"Rasgrp1","Down"
3.74793813057555e-07,-0.919060321500189,0.515,0.745,0.0100707097568565,"Trpm3","Down"
4.00169424105344e-07,-1.72083217977231,0.027,0.168,0.0107525524257106,"Rpl22l1","Down"
4.00895968127213e-07,-1.05602364523464,0.08,0.273,0.0107720746635782,"Sirpa","Down"
4.16733277823767e-07,-0.770189917945304,0.267,0.565,0.0111976231751246,"Gjc3","Down"
4.49686827588353e-07,-1.3217629706762,0.084,0.28,0.012083085057299,"Ptk2b","Down"
4.63492931158063e-07,-1.18751227972887,0.118,0.335,0.0124540550602171,"Sox4","Down"
4.73562826482752e-07,-0.769570864577718,0.263,0.578,0.0127246331475915,"Tmsb4x","Down"
5.24841990132322e-07,-0.529658660376552,0.595,0.901,0.0141025042748555,"Inpp4b","Down"
5.97635598342659e-07,-1.38336090381903,0.042,0.199,0.0160584685274673,"Zfhx4","Down"
6.08689161124296e-07,-0.812119159470818,0.21,0.491,0.0163554777594098,"Zranb2","Down"
6.32570037056841e-07,-0.938109275651395,0.092,0.292,0.0169971568957173,"Rpl19","Down"
6.91045609214742e-07,-0.643766926804761,0.607,0.845,0.0185683955196001,"Sema5a","Down"
7.47259826589632e-07,-1.08560474811231,0.103,0.311,0.0200788715404634,"Aldoa","Down"
7.71383443612101e-07,-2.17836605997802,0.027,0.161,0.0207270731298572,"Ociad2","Down"
8.8059131674982e-07,-0.585321825170445,0.24,0.522,0.0236614886810677,"Sec62","Down"
9.67098793949005e-07,-0.547748666543331,0.695,0.913,0.0259859445934098,"Cttnbp2","Down"
9.71000051262046e-07,-2.08005086162633,0.031,0.168,0.0260907713774112,"Lmcd1","Down"
1.01301113786985e-06,-1.35875062752527,0.05,0.211,0.0272196092745629,"Pebp1","Down"
1.0974695689294e-06,-1.10952124571614,0.122,0.335,0.0294890073171329,"Rpl38","Down"
1.15506845228395e-06,-0.826854158490509,0.233,0.497,0.0310366893128697,"Lpcat2","Down"
1.25847462286092e-06,-1.29534462989782,0.088,0.273,0.0338152131162729,"Rps12","Down"
1.41413570401291e-06,-1.42874527375563,0.088,0.273,0.037997826366827,"Hspa4l","Down"
1.4180401299403e-06,-1.02740888285586,0.092,0.292,0.0381027382914958,"Atp5pb","Down"
1.44632494319321e-06,-0.878580589683067,0.202,0.447,0.0388627512236017,"Kctd8","Down"
1.48279062603813e-06,-0.906097085182018,0.107,0.317,0.0398425841216445,"Ssb","Down"
1.50811163526537e-06,-0.770738928783977,0.115,0.329,0.0405229596395805,"Ccdc47","Down"
1.76959729141403e-06,-1.23134264789457,0.084,0.267,0.0475490792202951,"Rpl37","Down"
1.81416301502095e-06,-1.94944215896122,0.038,0.18,0.048746560213613,"Kit","Down"
1.97216820185928e-06,-0.642883898710791,0.34,0.671,0.0529921595839588,"Ppp3cb","Down"
2.18281035620783e-06,-1.53298187430063,0.057,0.217,0.0586521142713045,"Ndufc2","Down"
2.23644665572741e-06,-0.739801514764921,0.393,0.689,0.0600933216393955,"Eya1","Down"
2.53601047039477e-06,-1.27952981210853,0.153,0.373,0.0681426013395074,"Slc4a4","Down"
2.61681737009432e-06,-1.78213277530896,0.031,0.161,0.0703138827344344,"Hpca","Down"
2.68620356892629e-06,-0.838094278281437,0.111,0.317,0.0721782898970495,"Rps16","Down"
2.73395479471823e-06,-1.34555147294964,0.038,0.18,0.0734613653340788,"Zdhhc23","Down"
2.8173077479374e-06,0.439287620385268,0.989,0.969,0.075701059187078,"Zeb1","Up"
2.86875091060167e-06,-1.0348161364764,0.145,0.348,0.077083336967867,"Pard3b","Down"
2.98566018165168e-06,-0.741700572520918,0.134,0.348,0.0802246890809808,"Rbms1","Down"
