names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_HPF CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Shld1,-2.740696,-1.5864575,0.006130923376624898,0.04915649473728042,0.0410958904109589,0.23400818436355805,0.047617864,0.1366799
Fam216a,-2.741299,-0.6821725,0.006119678630345613,0.049099959628959876,0.0684931506849315,0.26997630842127934,0.10439215,0.16259305
Pi4kb,-2.7419748,-0.2975825,0.006107101164365335,0.0490136822838998,0.136986301369863,0.3651374829492426,0.19794385,0.23826
Rnf41,-2.742222,-0.3949812,0.006102508765928711,0.04899145818359858,0.0958904109589041,0.30605212147318545,0.14903085,0.19171087
Carnmt1,-2.742687,-0.2882023,0.0060938726882694095,0.048936748097369705,0.136986301369863,0.3661784765596956,0.20289063,0.24269207
Zfp169,-2.7427742,-1.0604937,0.0060922546497464,0.048936748097369705,0.0273972602739726,0.21878813985210713,0.058237717,0.11784507
Flot1,-2.7436755,-1.3398885,0.00607555756318756,0.04881884919941678,0.0410958904109589,0.23472611099145668,0.05856704,0.14208877
Ip6k1,-2.7441115,-0.4083432,0.006067493135447639,0.048768633128769986,0.3013698630136986,0.6301242013066265,0.5055366,0.62759835
Sh3gl1,-2.7447073,-1.2593058,0.0060564873447644,0.04869473816691186,0.0547945205479452,0.25174097207265417,0.063932456,0.14672892
Rpl41,-2.7454486,-0.2635468,0.006042822314065574,0.04859941202602274,0.2465753424657534,0.5137841912556537,0.4658344,0.5378175
Pds5b,-2.7457612,-0.49338314,0.006037069893228054,0.04856768503923288,0.3424657534246575,0.6755330605212148,0.60203654,0.771294
Ctsd,-2.7459283,-1.0119317,0.006033995042426415,0.048557486310271875,0.0958904109589041,0.29808313590351065,0.15249741,0.28684345
Chst10,-2.7463934,-1.822634,0.006025446359634259,0.0485032185989732,0.0273972602739726,0.21857276186373753,0.03613095,0.122343205
Sh3glb1,-2.7464662,-0.34752762,0.006024111614034155,0.0485032185989732,0.2328767123287671,0.5054203460406347,0.35729203,0.4359467
Taok2,-2.7475924,-0.6571436,0.006003457092163787,0.04836968277854302,0.0821917808219178,0.2883193337640893,0.11521837,0.1761152
Orc2,-2.747796,-0.37594247,0.005999732764099614,0.04835417497641171,0.1780821917808219,0.4237202957857707,0.24117838,0.30301982
Kcna4,-2.7478468,-0.3755016,0.005998802007406711,0.04835417497641171,0.1095890410958904,0.3272668533275899,0.1659165,0.21036479
Arntl2,-2.7481594,-0.4180239,0.00599308735559815,0.04832960901708352,0.0684931506849315,0.2718788139852107,0.11379972,0.14931314
Zfp668,-2.7497728,-1.7449507,0.005963661764060814,0.04810675220663887,0.0136986301369863,0.20249120539880824,0.032206282,0.104096346
Cacnb1,-2.7501216,-0.4544921,0.00595731661715045,0.04806999925009988,0.0684931506849315,0.2720941919735803,0.11826191,0.15873395
Atp6v1a,-2.7514951,-0.43116108,0.0059323916952023804,0.04788325769002342,0.3150684931506849,0.6224782827195061,0.5190771,0.65102077
Map9,-2.75228,-0.40583995,0.00591819111518853,0.047782991365719896,0.136986301369863,0.3618709167923038,0.19268104,0.24805254
Ankib1,-2.7523236,-0.4819502,0.0059174030930804035,0.047782991365719896,0.3287671232876712,0.6545696029865747,0.5620548,0.7195143
Crppa,-2.752418,-0.31226256,0.005915696036247866,0.047782991365719896,0.2054794520547945,0.46579079618063035,0.32568526,0.39069742
Mrps9,-2.7527885,-0.4309753,0.005909003406076358,0.04775185609662308,0.2191780821917808,0.4868619427094551,0.29510322,0.38033313
Ankrd45,-2.7528396,-0.29801324,0.005908085342570468,0.04775185609662308,0.0958904109589041,0.31053916289755185,0.15978946,0.19311272
Pcnx4,-2.7531228,-0.47158182,0.005902972770260806,0.047731832180832934,0.1095890410958904,0.32593868906597745,0.15080106,0.20350781
Zscan18,-2.7532756,-0.9058437,0.005900221498633355,0.04772394692001151,0.0410958904109589,0.2365568238925982,0.06838109,0.12451921
Ybx3,-2.7538497,-0.44495085,0.005889881825766037,0.04765465963816122,0.1095890410958904,0.32705147533922035,0.15284075,0.20277725
Kri1,-2.7539587,-2.5018542,0.005887920442605493,0.04765313924482217,0.0136986301369863,0.20263479072438798,0.019830767,0.10745902
Aatk,-2.7542493,-0.5587259,0.00588269296534933,0.04762517625156267,0.1917808219178082,0.4305764950822026,0.25116763,0.35105884
Gm3764,-2.7543583,-0.43775356,0.005880733740130279,0.04762366353143478,0.2602739726027397,0.5402397874937181,0.43308556,0.55051553
Ankrd28,-2.7545037,-0.7099372,0.005878122354745377,0.04761686694965579,0.3972602739726027,0.7002656328523225,0.62689203,0.8862491
Shisal1,-2.7551286,-1.5808914,0.005866905303947335,0.04754033338874092,0.0273972602739726,0.21914710316605643,0.047641262,0.13625184
Scn2b,-2.7551942,-0.6989152,0.005865732542505161,0.04754033338874092,0.0684931506849315,0.2703711680666236,0.11259381,0.17685609
Orc6,-2.755412,-1.3362399,0.005861824863704717,0.047527831649893104,0.0410958904109589,0.2363414459042286,0.05457112,0.13244548
D130040H23Rik,-2.7559717,-0.4761579,0.005851805893519503,0.0474609189130302,0.2054794520547945,0.46467800990738745,0.26753277,0.35535058
Tlk1,-2.7562551,-0.31012487,0.005846737241785335,0.04743412732088525,0.3013698630136986,0.619355301888147,0.5473793,0.64368045
Pop1,-2.7568002,-1.2736348,0.005837000956948491,0.04736943996170521,0.0273972602739726,0.2197932371311652,0.048144832,0.11265646
Traf3,-2.7569818,-0.42326805,0.005833758778196721,0.04735743153176613,0.2328767123287671,0.5129944719649652,0.36824253,0.4681172
Zup1,-2.7570763,-0.28202093,0.005832073486931681,0.04735743153176613,0.1917808219178082,0.4467657405413167,0.2835794,0.33551592
Gm20732,-2.7573307,-0.43890136,0.005827538345622824,0.047335536682855284,0.136986301369863,0.3622298801062531,0.19443066,0.2553642
Zbed6,-2.7582319,-0.41307977,0.005811496561756526,0.04721950789670331,0.1232876712328767,0.3480508292052552,0.16729201,0.21710162
Cops8,-2.758777,-1.5265924,0.005801813203073108,0.04715508795117193,0.0410958904109589,0.2358030009333046,0.050529037,0.13916798
Mapk1ip1,-2.7592566,-0.5996024,0.00579330388347654,0.04710017408442197,0.0958904109589041,0.3081700050254864,0.12528741,0.1841972
Tab2,-2.759511,-0.27257156,0.005788795932880884,0.04707776837666748,0.2602739726027397,0.5687055782898988,0.4424917,0.5142176
Clta,-2.7613423,-0.35442242,0.005756431942995354,0.04682873942121864,0.1506849315068493,0.3791370521932658,0.237006,0.2941059
Prr7,-2.7613568,-2.5267346,0.005756175739848026,0.04682873942121864,0.0136986301369863,0.20302965036973222,0.022113085,0.121199094
Vps45,-2.762832,-0.53651285,0.005730224546571939,0.046657919262541814,0.1232876712328767,0.34625601263550865,0.15808752,0.22187819
Kcnk12,-2.7634425,-26.658726,0.005719517020148272,0.04659897584335478,0.0,0.18698399023619786,0.0,0.10069936
St3gal3,-2.7636023,-0.39451584,0.00571671565146462,0.046590278906537566,0.2602739726027397,0.552875296144734,0.3970041,0.4950854
Ipo7,-2.7641838,-0.3551171,0.005706539284563967,0.046521453451527243,0.1780821917808219,0.42206906454160387,0.24829729,0.3078523
Lonrf1,-2.7642782,-0.48348838,0.005704887168986235,0.046521453451527243,0.0958904109589041,0.30928279129872926,0.13922434,0.18967323
Adam19,-2.7643292,-1.094975,0.005703997746983938,0.046521453451527243,0.0684931506849315,0.2697250341015148,0.08275258,0.1691412
Cdc16,-2.76438,-0.44212967,0.005703108450047384,0.046521453451527243,0.0684931506849315,0.27284801493287386,0.12270248,0.16327766
Bzw1,-2.7644382,-0.9040321,0.005702092263813422,0.046521453451527243,0.0821917808219178,0.286380931868763,0.110725485,0.19811778
Utp25,-2.7657752,-2.5767105,0.005678765007403606,0.046379457674448295,0.0136986301369863,0.20342451001507647,0.018582525,0.10606638
Gga3,-2.766313,-0.7004009,0.005669407689287484,0.046317112986061025,0.0684931506849315,0.2726685332758992,0.10224013,0.1612048
Gm50304,-2.7673304,-0.65541494,0.005651742692874828,0.04618683885570153,0.0684931506849315,0.27363773422356236,0.10422855,0.15958808
Vapb,-2.7686749,-0.52913266,0.005628475820637078,0.04603870480989902,0.1095890410958904,0.3266566156938761,0.15115531,0.21145543
Clint1,-2.7693217,-0.33954915,0.005617313383215472,0.04596139178045059,0.2328767123287671,0.5124201306626462,0.35125637,0.42691976
Ankfy1,-2.7698305,-0.37352914,0.005608547973945324,0.045903650338078236,0.2328767123287671,0.5139995692440232,0.3388475,0.4203664
Tnpo2,-2.7701066,-0.90594524,0.005603794778466602,0.04587872202845753,0.0684931506849315,0.27234546629334483,0.08808197,0.1591658
Shkbp1,-2.770688,-2.2142632,0.0055937999290859314,0.04581085159845748,0.0136986301369863,0.20389116232321056,0.023568088,0.10495944
Smarcc2,-2.7717636,-0.34260866,0.005575351850480584,0.04570155711483016,0.2191780821917808,0.4885131739536219,0.3200675,0.39091545
Gm1604a,-2.7718072,-0.90545076,0.005574605114642565,0.04570155711483016,0.0547945205479452,0.2545049895900639,0.089603364,0.16176826
Zfp53,-2.7722578,-3.3580217,0.005566894126996303,0.04567402906637883,0.0136986301369863,0.20320913202670687,0.011487072,0.11195261
Snapc4,-2.7729626,-1.5301926,0.005554849468973117,0.04558912804865842,0.0273972602739726,0.22079833441022328,0.040601168,0.11304217
6820431F20Rik,-2.7735877,-0.5516952,0.00554419037266073,0.04551555004992172,0.3424657534246575,0.6792303826548927,0.5773777,0.7632909
Ube2l3,-2.7739146,-0.39747444,0.00553862029753928,0.04548371864146713,0.1780821917808219,0.4227510948381075,0.24172863,0.30762205
Trappc13,-2.774336,-0.46345976,0.00553144853898441,0.04543871056022962,0.0684931506849315,0.2734582525665877,0.12081715,0.1630278
Zdhhc3,-2.776749,-0.6625012,0.005490557451007358,0.04514421013114067,0.0547945205479452,0.25558187953191186,0.09750438,0.15023465
Pdxdc1,-2.7773738,-0.329055,0.005480009768998927,0.04507127716345307,0.1780821917808219,0.4262689353148108,0.2570169,0.31345785
Ercc6l2,-2.7795613,-0.2522153,0.005443236758574311,0.04478253879451676,0.1780821917808219,0.43097135472754683,0.27927023,0.32476723
Eif4h,-2.7798011,-0.6929667,0.005439218746214916,0.04476318766027406,0.1095890410958904,0.3240361835020461,0.14560041,0.22584154
Glud1,-2.7798812,-0.5382051,0.005437880003890482,0.04476318766027406,0.1780821917808219,0.41632565151841483,0.2402814,0.33247694
Otud4,-2.779903,-0.36543837,0.00543751494397662,0.04476318766027406,0.2191780821917808,0.4885849666164118,0.3043443,0.37726134
Gemin5,-2.7801936,-1.5145036,0.005432649592126794,0.04475024357463119,0.0273972602739726,0.22076243807882834,0.043294232,0.11903431
Zcrb1,-2.780993,-0.3677298,0.005419290132828645,0.044653887111041304,0.1095890410958904,0.327733505635724,0.17568286,0.22139719
Smarcb1,-2.7812037,-1.0779086,0.005415773037527718,0.04463859555778215,0.0684931506849315,0.2715198506712614,0.0833226,0.168415
Zmat3,-2.7815526,-0.7742878,0.005409956166534446,0.044604333290819434,0.0821917808219178,0.2902577356594156,0.10567897,0.17449404
Dcbld1,-2.7821195,-3.2503815,0.0054005157809238254,0.04454016544917839,0.0136986301369863,0.2040347476487903,0.0132587785,0.119570896
Tor1aip2,-2.782323,-0.34727982,0.005397130554186251,0.0445259128004251,0.1506849315068493,0.387967549716419,0.21493429,0.26623324
Uchl5,-2.783086,-1.1572719,0.005384453010904442,0.044434966954239055,0.0410958904109589,0.23763371383444612,0.06684254,0.14338823
Pex14,-2.7836382,-0.3161547,0.005375293665447119,0.04438664437325264,0.1506849315068493,0.3889008543326872,0.21762048,0.26442435
Golga3,-2.7863054,-0.5341418,0.0053312613657043465,0.044050120816874476,0.0684931506849315,0.2729916002584536,0.11370451,0.16073999
Hook3,-2.788493,-0.56547797,0.00529539111200388,0.043767197532926565,0.3424657534246575,0.679050900997918,0.56825095,0.75723404
Prpf4b,-2.7888417,-0.49432036,0.005289691134848942,0.04373353870565879,0.3150684931506849,0.656077248905162,0.5355143,0.6920407
Sox6,-2.789772,-1.7937459,0.005274518279336449,0.04362151620984007,0.1232876712328767,0.3102160959149975,0.16117716,0.47398293
Zfp948,-2.790375,-0.54638046,0.005264700653199004,0.04356714091513928,0.0821917808219178,0.2934166128221696,0.12383104,0.17606795
Pank1,-2.7907965,-0.29540488,0.005257849944580686,0.0435238533613318,0.1506849315068493,0.3927058654605499,0.22873518,0.27414808
Trappc12,-2.7909129,-0.37328216,0.005255961511621855,0.04352162891133413,0.1232876712328767,0.3481226218680451,0.17712682,0.22394803
Fbxl20,-2.7909274,-0.61955667,0.005255725500588273,0.04352162891133413,0.3150684931506849,0.6248115442601766,0.45590404,0.63521487
Gfod2,-2.7946048,-0.5073087,0.00519632140646581,0.04308088743959775,0.0958904109589041,0.31061095556034174,0.1398049,0.19332694
Gm12296,-2.794641,-2.2517817,0.005195737448782407,0.04308088743959775,0.0273972602739726,0.22126498671835737,0.027839668,0.12615232
Cert1,-2.7950406,-0.4024134,0.00518931782667467,0.04306268375625336,0.273972602739726,0.5902433771268576,0.44514945,0.55452836
Gan,-2.7956004,-1.4691013,0.005180342396204191,0.04301477138010093,0.0410958904109589,0.2385311221193194,0.050452787,0.1338854
Acox1,-2.7959783,-0.43574747,0.0051742890043394284,0.042977788422442174,0.136986301369863,0.3642400746643693,0.19373956,0.25399232
Ppp2cb,-2.7964141,-1.4935589,0.005167312264550507,0.04293311086842057,0.0410958904109589,0.23856701845071435,0.051208045,0.13797654
Tipin,-2.7973952,-26.76315,0.00515164567116917,0.042816182859361465,0.0,0.18928135544547348,0.0,0.10786438
Calb1,-2.79834,-0.75311774,0.005136599904979375,0.04271756095536856,0.1232876712328767,0.3395792949960514,0.19333197,0.30710045
Tmed8,-2.7986672,-0.6471099,0.005131401015111416,0.04268753723716525,0.0821917808219178,0.2934525091535645,0.11357136,0.17256506
Ints10,-2.8001351,-0.2886038,0.005108122314302072,0.04252021269680814,0.2054794520547945,0.48395433986646563,0.3128293,0.37061608
Phkg2,-2.8001642,-0.7460328,0.005107662315253372,0.04252021269680814,0.0684931506849315,0.27467872783401537,0.09966352,0.16192019
Glmn,-2.8007238,-0.47211102,0.005098814628042101,0.04246904806431843,0.1232876712328767,0.3501687127575562,0.16586335,0.22334836
Unc5a,-2.8024096,-0.3170583,0.0050722403488364445,0.04227391382544518,0.0821917808219178,0.29467298442099216,0.14470257,0.17727852
Nos1,-2.8029113,-1.2651938,0.005064360982853927,0.042221340244891416,0.0273972602739726,0.22291621796252423,0.0623254,0.14372954
Grik1,-2.8029258,-0.8200708,0.005064132760535369,0.042221340244891416,0.273972602739726,0.5000358963313949,0.4956753,0.7574146
Sertad2,-2.8044155,-0.26135758,0.005040789230789042,0.04205091792340936,0.1643835616438356,0.41305908536147606,0.27586922,0.3226383
Ap3m2,-2.8050478,-0.78310144,0.005030911901741894,0.04198155366453562,0.0410958904109589,0.24018235336348626,0.08358375,0.13977501
Csnk1g2,-2.8059053,-0.26752278,0.005017543027061393,0.041896016512473475,0.0547945205479452,0.258094622729557,0.1272253,0.15127353
Camk2d,-2.8059635,-0.69722253,0.005016637826401807,0.041896016512473475,0.3150684931506849,0.5612391413597531,0.5627813,0.7997684
Txndc15,-2.8067775,-0.56901413,0.005003980511610336,0.04180875508301297,0.0684931506849315,0.27453514250843564,0.12647676,0.18233117
Marchf5,-2.8077512,-0.6034072,0.00498887488420221,0.04169551108507415,0.0958904109589041,0.3101443032522076,0.13748504,0.20206003
Gpr176,-2.8079402,-0.6055182,0.004985948722518021,0.04168402058931525,0.0958904109589041,0.3119391198219542,0.1502777,0.22052108
Slmap,-2.8083763,-0.4462261,0.004979201964178056,0.04164057167054602,0.3150684931506849,0.6337497307775145,0.51580477,0.6521426
Rnf149,-2.8088923,-0.8017414,0.004971228965558214,0.04158683757924945,0.0821917808219178,0.2929858568454304,0.10386228,0.17461671
Ptpra,-2.808943,-0.5007111,0.00497044352085441,0.04158683757924945,0.3698630136986301,0.7154497810323784,0.66523534,0.8488758
Ppia,-2.809081,-0.36452386,0.004968312165192739,0.04158683757924945,0.2602739726027397,0.5336348625170507,0.517299,0.6271347
Irak1,-2.8094373,-2.3326793,0.004962819324876325,0.04155529923945991,0.0273972602739726,0.22191112068346616,0.02696026,0.12897082
Cpeb4,-2.8100405,-0.7865693,0.004953527654802538,0.04149042646026939,0.3972602739726027,0.7304185512240648,0.6681091,0.97064966
Csad,-2.810135,-0.79155725,0.004952073758915465,0.04149042646026939,0.0821917808219178,0.29108335128149904,0.10943796,0.1824753
Rheb,-2.8104837,-0.252161,0.004946708870540055,0.04145916012208711,0.1917808219178082,0.45276042788427023,0.30812603,0.3575307
Clcn7,-2.811661,-1.6450523,0.004928641157903715,0.04132062025362647,0.0273972602739726,0.2232033886136837,0.04077327,0.122356884
Dock7,-2.8118427,-0.62622064,0.004925858253089228,0.041310178296038565,0.3424657534246575,0.6569028645272453,0.5564707,0.7650754
Hsf2,-2.8121989,-0.5142777,0.00492040788202737,0.0412773524165081,0.1232876712328767,0.34862517050757413,0.16132239,0.22317563
Psmd9,-2.8125694,-0.7719331,0.0049147408406845245,0.04124268781673741,0.0547945205479452,0.25834589704932154,0.08812661,0.14609909
Slc4a4,-2.8142338,-0.8383954,0.004889367414784625,0.041042581204393275,0.2876712328767123,0.5083279488836241,0.5001257,0.77025884
Kcnk9,-2.8150403,-0.44817775,0.0048771111963738095,0.04095249307705133,0.136986301369863,0.3719577859142796,0.19734739,0.26055413
Slc35a1,-2.8159196,-1.6750759,0.004863782481790293,0.04085334019559399,0.0273972602739726,0.223562351927633,0.039426632,0.12081691
Dtna,-2.8160868,-0.8144701,0.004861252655021458,0.040844858924461096,0.4520547945205479,0.7545408859214588,0.8099159,1.1613681
Caly,-2.816283,-0.39707893,0.004858284377434476,0.040832687276091455,0.136986301369863,0.36610668389690576,0.23303185,0.29681554
Klhdc2,-2.8163557,-0.26630995,0.004857185431549829,0.040832687276091455,0.0958904109589041,0.3129801134324072,0.17184788,0.20335564
Cadm4,-2.816472,-1.2309916,0.004855427585913043,0.040832687276091455,0.0410958904109589,0.2401464570320913,0.071298145,0.15996313
Wdr70,-2.8168862,-0.48311648,0.004849169937427912,0.04079436324943268,0.2328767123287671,0.5124201306626462,0.32382447,0.42821148
Nudt21,-2.8171406,-1.1947756,0.0048453311383566755,0.04077483485363103,0.0547945205479452,0.2573766961016584,0.07252711,0.15887377
Srsf9,-2.8175113,-1.4934013,0.004839742381812723,0.04074056322033455,0.0410958904109589,0.2404695240146457,0.050985113,0.13738713
Cyb5r4,-2.8177075,-0.25727552,0.004836785990173084,0.04072843608773136,0.1643835616438356,0.4087515255940843,0.24537314,0.28697318
Zfp131,-2.81778,-0.5809249,0.004835691445034232,0.04072843608773136,0.1095890410958904,0.3294924258740757,0.14585407,0.21097566
Hspa14,-2.8179836,-0.37529904,0.004832627910805392,0.04071894385805609,0.0821917808219178,0.29456529542680737,0.14061897,0.17885344
Numa1,-2.8185432,-0.2850873,0.004824212244309583,0.040660785133186474,0.1917808219178082,0.45240146457032093,0.28895852,0.3423377
Agap1,-2.8185868,-0.6374136,0.004823557035321816,0.040660785133186474,0.3835616438356164,0.708916648718501,0.67869556,0.92064214
Selenow,-2.8194878,-0.2632958,0.004810034064635861,0.04056673424882787,0.2602739726027397,0.5462703711680666,0.48359367,0.55755955
Tfcp2,-2.8196914,-0.36177722,0.004806985242459807,0.04055374991048509,0.1232876712328767,0.35203532199009263,0.18411577,0.23092979
Cdc23,-2.8205125,-0.6648639,0.0047946988284136415,0.04046280072847819,0.0821917808219178,0.29352430181635436,0.112166494,0.17242888
Atp5k,-2.8212466,-0.74854946,0.004783741225510647,0.040408401989773995,0.0958904109589041,0.3060162251417905,0.18233322,0.28971365
Sumo2,-2.8214066,-0.55660456,0.0047813574288054425,0.040400966701887496,0.1780821917808219,0.4174743341230526,0.24642257,0.34429967
Map4k2,-2.821937,-1.033768,0.0047734552575805405,0.04034688353922275,0.0547945205479452,0.25787924474118745,0.0755636,0.1490244
Naa20,-2.8222568,-0.25231296,0.004768698015939088,0.040319356730108016,0.1232876712328767,0.34959437145523725,0.19580008,0.22922024
Wdr48,-2.8230999,-0.73025256,0.004756176757742398,0.040226147145274865,0.0821917808219178,0.2940268504558834,0.108514614,0.1740779
Ywhaz,-2.8232524,-0.54682195,0.004753913161920043,0.04021966204684872,0.3835616438356164,0.7247469308636657,0.69492745,0.9026296
Cab39l,-2.8233542,-0.26320907,0.004752404639781346,0.04021956304596056,0.136986301369863,0.3735013281642616,0.22486256,0.26437557
Dnajc24,-2.8239937,-0.35664198,0.004742932417171089,0.040152046014299676,0.1232876712328767,0.34966616411802715,0.186375,0.23295917
Atp1a1,-2.8240445,-0.38255203,0.004742179679120898,0.040152046014299676,0.2328767123287671,0.5048460047383158,0.37998888,0.47164932
Fam227a,-2.8243062,-0.9782447,0.004738310162615533,0.040138207462004846,0.0684931506849315,0.27539665446191397,0.081971504,0.15554371
Anapc10,-2.8246768,-0.30782756,0.0047328332397099234,0.040104455739831485,0.1780821917808219,0.4344174025414603,0.2653829,0.31933874
Hdx,-2.8250692,-0.3496047,0.004727040391219495,0.040068004830305315,0.1643835616438356,0.40803359896618563,0.2386845,0.29527757
Ss18l1,-2.8260357,-1.270503,0.004712800180052434,0.03997251920391695,0.0410958904109589,0.24147462129370378,0.056976605,0.13229506
Becn1,-2.8261957,-0.6565336,0.00471044840298563,0.03996518742918342,0.1232876712328767,0.3478713475482806,0.14859967,0.22516915
Lactb2,-2.8271112,-0.9960915,0.0046969995885344775,0.03986366991279893,0.0547945205479452,0.25866896403187595,0.07928649,0.15236254
Prox1,-2.8272638,-1.4004618,0.00469476150203313,0.03985726431583893,0.1095890410958904,0.30949816928709883,0.15051283,0.3568301
Slc45a1,-2.8278453,-0.442275,0.004686244299827285,0.039797529815537025,0.0547945205479452,0.2597817503051188,0.10908379,0.14548765
Shc2,-2.8299165,-2.5458071,0.0046560153342456445,0.039565822906761694,0.0136986301369863,0.2079115514394429,0.018582525,0.10393127
Igfbp5,-2.8307595,-1.5192677,0.004643762251603897,0.03947418275880946,0.0410958904109589,0.2401464570320913,0.07220349,0.19443446
Rnf145,-2.8308685,-0.27994537,0.0046421799350006634,0.03947321989033792,0.136986301369863,0.37289109053054775,0.21184893,0.25191858
Gm55122,-2.8309557,-0.60278744,0.004640914433238729,0.03947321989033792,0.0821917808219178,0.29474477708378205,0.13770545,0.20229535
Clk2,-2.8312173,-0.7949465,0.0046371198020211,0.039455164369951536,0.0684931506849315,0.27697609304329096,0.09688783,0.1625564
Rpe,-2.831566,-0.60543954,0.004632064664037584,0.03942463652920173,0.0821917808219178,0.29467298442099216,0.116416425,0.17213899
Arhgap42,-2.8316534,-0.8881284,0.004630801659503963,0.03942463652920173,0.0684931506849315,0.2766889223921315,0.10622194,0.18848093
Kif3a,-2.8318715,-0.3832357,0.004627645512366513,0.03941199204985363,0.273972602739726,0.5739464426735588,0.42739594,0.52798396
Vps33a,-2.8320167,-0.42906025,0.0046255424965676245,0.0394065716178732,0.1232876712328767,0.35196352932730274,0.1724991,0.22592294
Mapkbp1,-2.832024,-0.27493346,0.004625437368498873,0.0394065716178732,0.1095890410958904,0.3344102232751813,0.17161936,0.20419073
Gnai3,-2.8321111,-0.4834712,0.004624176000426319,0.0394065716178732,0.1095890410958904,0.3304257304903439,0.1584109,0.21509553
Hacd3,-2.8323293,-0.39961812,0.004621023942894201,0.039405558027790284,0.2602739726027397,0.559695599109771,0.3971409,0.49663103
Anxa7,-2.8326998,-0.9869298,0.004615669910138106,0.03937239697949552,0.0547945205479452,0.25927920166558976,0.08024123,0.15322724
Hibadh,-2.8332522,-0.26189935,0.004607701774185981,0.03931690907347644,0.1643835616438356,0.4156077248905162,0.2732093,0.31969938
Gtpbp4,-2.8343933,-0.5900805,0.004591280717290355,0.03919725794157328,0.0821917808219178,0.29456529542680737,0.12219988,0.17870082
Rbm4,-2.8344223,-0.43697685,0.00459086303966069,0.03919725794157328,0.1095890410958904,0.3334051259961232,0.15572128,0.2054766
Pcgf6,-2.8345966,-0.30881462,0.004588357696466398,0.03919725794157328,0.1095890410958904,0.3321846507286955,0.17280276,0.20998226
Prkcb,-2.8362026,-0.81210583,0.004565345794819911,0.03901744322735719,0.5205479452054794,0.798908751525594,1.0980744,1.5060128
Inpp1,-2.83629,-1.1818665,0.004564099277129767,0.03901744322735719,0.0547945205479452,0.2587048603632709,0.06863135,0.14942944
Btbd3,-2.8364134,-0.38476512,0.004562333904773685,0.03901744322735719,0.2191780821917808,0.49339507502333263,0.36100262,0.4495808
Fbxo16,-2.8366532,-26.591047,0.00455890877098807,0.039012063272754596,0.0,0.1919376839686984,0.0,0.096299425
Rngtt,-2.8367333,-0.53080475,0.004557767577414323,0.039012063272754596,0.3150684931506849,0.645021178835523,0.5145474,0.6791167
