names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_HPF CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Tnik,3.0780294,0.3717188,0.0020837431128380773,0.021115009422365313,0.7808219178082192,0.8185799411300165,1.8981493,1.6835924
Kcnmb2,3.0601518,1.6989915,0.0022122475845406265,0.022130712061283184,0.410958904109589,0.2572331107760787,0.8176258,0.3290572
Kctd8,3.0350506,1.9754478,0.002404953031248268,0.02362745446056342,0.3972602739726027,0.2703711680666236,0.86237806,0.29867452
Mef2a,3.0317295,0.53643686,0.002431570116080621,0.023845360955870906,0.6575342465753424,0.750233326154067,1.2890263,1.0341763
Focad,3.014855,0.60537803,0.0025710230025697504,0.024823351807060436,0.6575342465753424,0.6957426950965612,1.2828704,0.99826574
Epb41,2.9973478,1.5514569,0.002723397419365914,0.025986395120157,0.4383561643835616,0.35878383229233973,0.71045655,0.3023822
Adgrv1,2.97886,3.1872795,0.002893230698584781,0.027228024067411274,0.2602739726027397,0.0715772848014933,0.45816693,0.061849896
Cd274,2.943766,6.152451,0.0032424499196477955,0.0297455204305006,0.2054794520547945,0.007430540598750808,0.29204795,0.0047567263
Ptprn2,2.9105763,0.54005724,0.003607628819583259,0.032301561606865106,0.8082191780821918,0.7640893100725106,1.903021,1.5941898
Ptprs,2.9057798,0.5333981,0.003663390721768077,0.032735386994981124,0.6575342465753424,0.734546629334482,1.2557386,1.0059544
Pkp4,2.878048,0.48896328,0.004001444451877897,0.03518285746791855,0.6712328767123288,0.7534639959796109,1.3768184,1.1348581
Pik3c2g,2.8379395,5.621617,0.004540577316343801,0.03889235335994833,0.2054794520547945,0.016620001435853255,0.32072568,0.007650685
Klhl32,2.8343277,1.2611225,0.004592220617792061,0.03919725794157328,0.5068493150684932,0.517768684040491,0.9338784,0.4973372
Rspo3,2.7974825,1.912187,0.005150255164577744,0.042816182859361465,0.3972602739726027,0.3187953191183861,0.72381115,0.24860565
A330076H08Rik,2.7757242,0.6699513,0.00550789039880227,0.0452728709133732,0.6027397260273972,0.6580515471318831,1.1212057,0.83296967
Ripor2,2.767367,0.9239029,0.005651112719447503,0.04618683885570153,0.5342465753424658,0.5880178045803719,0.9942237,0.6404967
Igsf9,2.7619236,4.993137,0.005746191833961183,0.04677375782445834,0.2054794520547945,0.023009548424151052,0.30120125,0.010975717
Eya4,2.7471418,2.6909933,0.00601171123214327,0.04842166690877988,0.2602739726027397,0.08826907890013641,0.42163986,0.07808648
