names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Ubb,-3.6968565,-0.6877147,0.00021828560254934888,0.04991100302290863,0.7058823529411765,1.2267983,0.91484916
Rps27,-3.700472,-0.90028167,0.00021519877377206004,0.04991100302290863,0.4588235294117647,0.73596746,0.4591091
Hectd2os,-3.7560606,-1.5223035,0.00017260899050378233,0.04266707640939441,0.1411764705882353,0.2637847,0.099919714
Tubb2a,-3.7917635,-1.0127504,0.00014958125009203695,0.03908771752405057,0.49019607843137253,0.8030924,0.4767278
Fgfr2,-3.8098412,-0.7011663,0.00013905609874199332,0.0374060905615962,0.615686274509804,0.89808166,0.6391479
Mrfap1,-3.8279188,-1.1110549,0.0001292314236671816,0.035816684874546756,0.3137254901960784,0.5198702,0.2743288
Hmgb1,-3.8866706,-0.8864618,0.00010162846834328214,0.029983676498956724,0.396078431372549,0.58819556,0.35987446
Rpl38,-3.9336722,-0.7331207,8.365781995158489e-05,0.027326229331328406,0.5725490196078431,0.8915975,0.62364584
Gm38505,-3.9666638,-1.8013927,7.288568777956134e-05,0.024689351867846963,0.18823529411764706,0.3965142,0.13068956
Actb,-3.9928763,-0.8340283,6.527664254911334e-05,0.022962314336699638,0.615686274509804,1.0144994,0.6862027
Rpl39,-3.9987514,-1.1397015,6.367750985197457e-05,0.022962314336699638,0.3215686274509804,0.52861136,0.27470535
Ppia,-4.001463,-0.72344416,6.295202153114591e-05,0.022962314336699638,0.7215686274509804,1.205038,0.8818378
Tpt1,-4.0330987,-1.0036377,5.504613119652678e-05,0.022884177996519726,0.4117647058823529,0.71936256,0.4221492
Atp1b1,-4.0385222,-0.5117672,5.378904402384442e-05,0.022884177996519726,0.9294117647058824,2.1229656,1.8179382
Mt3,-4.0932064,-0.8622119,4.254483665120343e-05,0.020479740842731922,0.6745098039215687,1.1473244,0.78051615
Rps29,-4.238279,-0.7596706,2.2523993400326677e-05,0.01144469131329932,0.5725490196078431,0.9222772,0.63912016
Ndufa4,-4.278953,-0.7777636,1.8777426787422613e-05,0.010102255611633366,0.6,1.011492,0.7033687
Ube3a,-4.3856106,-0.49760395,1.1566078842470315e-05,0.006611459818327094,0.8549019607843137,1.6451528,1.3767219
Rps28,-4.4832296,-1.1635929,7.352179670877696e-06,0.004482869017989827,0.3607843137254902,0.64012915,0.33668506
Atp6v0b,-4.5731654,-0.58480793,4.80411026811458e-06,0.0031384566080125673,0.807843137254902,1.304524,1.0263338
Calm1,-4.6170034,-0.6812646,3.8932118649720305e-06,0.002739024285925707,0.8901960784313725,1.7476267,1.3753732
Calm2,-4.693833,-0.71990305,2.681332380395301e-06,0.0020436221625912856,0.8666666666666667,1.7330086,1.3422998
Gm20642,-4.722757,-1.8912199,2.326689701930579e-06,0.0019345367285324615,0.15294117647058825,0.32441917,0.09831472
Malat1,-4.83077,-0.47034422,1.3600595205253188e-06,0.0013821227083027294,0.9803921568627451,5.1864886,4.8626223
Gm20275,-4.9225135,-1.545967,8.543960797860007e-07,0.0009767883182153453,0.25882352941176473,0.43055457,0.1691388
Nrgn,-5.271862,-0.97369593,1.350465603323954e-07,0.00017644797725715547,0.6549019607843137,1.1701956,0.75694764
Nrg3os,-5.307565,-1.5518671,1.1109927013309e-07,0.00016935232077287351,0.2627450980392157,0.50580823,0.20256035
ENSMUSG00000095041,-5.5470924,-1.14994,2.9045896025760992e-08,6.641344126290251e-05,0.596078431372549,1.2566092,0.75738317
Fth1,-5.636576,-0.9679415,1.7346410186299957e-08,5.28834225212998e-05,0.6980392156862745,1.2765584,0.8420736
