names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Cajal-Retzius (for_DEGs),mean_expr_Rest (for_DEGs)
Orc5,-2.8288348,-1.0468538,0.0046717809622816055,0.04971515027980465,0.06153846153846154,0.2794964414720504,0.084968865,0.16824044
Comt,-2.8289883,-0.3720338,0.004669541022477319,0.04971100129713374,0.16923076923076924,0.43170845105682915,0.2680338,0.3349128
Mtmr3,-2.8290036,-0.7419679,0.004669317081984684,0.04971100129713374,0.36923076923076925,0.6833088945316691,0.5281258,0.77177817
Col19a1,-2.8299475,-1.695385,0.004655563414871945,0.04960150236225581,0.06153846153846154,0.2730946675726905,0.097171694,0.2855554
Rps13,-2.8308225,-0.97735685,0.004642848877807285,0.04948566019305107,0.13846153846153847,0.3711240656628876,0.1841932,0.33518362
Gm56610,-2.8316436,-1.6567229,0.004630943671710679,0.049378355737645215,0.03076923076923077,0.24094274167590574,0.041545562,0.12553267
Fech,-2.8318892,-0.8566111,0.0046273886098681435,0.04936003650145177,0.09230769230769231,0.3191588283680841,0.11680496,0.20241469
Vps54,-2.8322115,-0.5787681,0.004622726341665507,0.049329887530004835,0.27692307692307694,0.5878545116412145,0.4052717,0.5575294
B3galnt2,-2.8324263,-0.65693384,0.004619620526492937,0.04931633037221503,0.1076923076923077,0.3410822216658918,0.14123201,0.21444708
Vps9d1,-2.8326411,-2.798636,0.004616516601048811,0.04930278261930904,0.015384615384615385,0.2214870712778513,0.018392306,0.12146902
Far1,-2.8327947,-0.695632,0.004614300667864881,0.04929871131034964,0.36923076923076925,0.6712921569328708,0.54570746,0.77728033
Gm16168,-2.8328562,-27.992384,0.004613414564326572,0.04929871131034964,0.0,0.20310432387968957,0.0,0.23666939
Ugcg,-2.8328714,-0.57659876,0.0046131930625209205,0.04929871131034964,0.12307692307692308,0.35939344086406066,0.17030764,0.24443075
Mthfd1,-2.8333473,-0.4643875,0.004606331281622538,0.04927234137627292,0.1076923076923077,0.3446586316655341,0.16181241,0.21699342
Mfsd11,-2.8337693,-0.72463274,0.004600251955934056,0.04922690962005101,0.07692307692307693,0.30088337326991166,0.116427906,0.18568493
Gm7072,-2.8346288,-1.4373686,0.004587894696849099,0.04911423526069135,0.046153846153846156,0.2597188941740281,0.057287652,0.14814433
Pex14,-2.836064,-0.39628616,0.004567329473901877,0.048913568339475265,0.13846153846153847,0.38789742856121023,0.20669267,0.264045
Htr2c,-2.8362174,-1.2002734,0.004565134934693429,0.048909559687086296,0.12307692307692308,0.34540967776545906,0.2006618,0.41250944
Mphosph8,-2.8373609,-0.50474155,0.004548815656539816,0.048754159031202574,0.18461538461538463,0.4426880297557312,0.2524579,0.34179917
Paxip1,-2.8374531,-1.9897989,0.004547503654333266,0.048754159031202574,0.03076923076923077,0.2405851006759415,0.035160195,0.13289829
Lrrc8b,-2.8374915,-0.3141231,0.004546957087922115,0.048754159031202574,0.2,0.47931046815206896,0.32064444,0.38524243
Pank2,-2.8377984,-0.45950785,0.0045425866983840905,0.048745728668362825,0.18461538461538463,0.45266621365473336,0.2569401,0.33850712
Stmn3,-2.8379903,-0.5469321,0.004539857137587968,0.048735901433075796,0.3076923076923077,0.6258717499374128,0.5065861,0.6748248
Blzf1,-2.8390262,-3.2737093,0.004525143166223762,0.04861679203375949,0.015384615384615385,0.22141554307785843,0.0130423885,0.11952631
Agtpbp1,-2.839502,-0.715781,0.004518400126211519,0.04856376455652141,0.35384615384615387,0.6839168842316083,0.5624855,0.8064939
Rab43,-2.8396556,-2.728984,0.004516226894608117,0.048559830595486235,0.015384615384615385,0.22198776867780123,0.019905822,0.12513
Flrt2,-2.8401313,-0.6685962,0.004509495893163931,0.048506867353608825,0.3076923076923077,0.6032330746396767,0.56328326,0.78953475
Tmem50a,-2.8401773,-1.0034859,0.004508844988493967,0.048506867353608825,0.07692307692307693,0.2976288401702371,0.117101885,0.22239828
Bin3,-2.8426561,-1.7695664,0.00447392999656847,0.04818216393097987,0.046153846153846156,0.2585386788741461,0.044900212,0.1454647
Desi2,-2.8427176,-0.43273845,0.00447306834643751,0.04818216393097987,0.26153846153846155,0.5798075891420192,0.42485762,0.5391458
Fbxo7,-2.843178,-2.280877,0.004466610761854495,0.04814192987205386,0.03076923076923077,0.23883265977611673,0.035838664,0.16324456
Garem1,-2.8435156,-0.68149734,0.004461880569875907,0.04811024514950467,0.3076923076923077,0.6003361825399663,0.46815398,0.67169046
Atp1a2,-2.8436923,-2.021847,0.004459409776461693,0.04810290674168032,0.1076923076923077,0.3155108901684489,0.12123105,0.4209511
Fam118b,-2.843838,-0.37716904,0.004457369621452013,0.04810020952948417,0.15384615384615385,0.41450591895854944,0.23620588,0.29716995
Abi1,-2.8440146,-0.66640246,0.004454901091742222,0.048092885630821015,0.3230769230769231,0.6765852437323415,0.5500994,0.77197236
Fam91a1,-2.8440452,-0.6111941,0.004454471908706655,0.048092885630821015,0.07692307692307693,0.30088337326991166,0.13111256,0.19392022
