names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC (for_DEGs),mean_expr_Rest (for_DEGs)
Igfbp5,14.631186,4.4500175,1.7766418855723123e-48,1.8360910563587704e-45,0.8706896551724138,0.23629523468290936,1.7052712,0.187323
Slit2,14.583145,3.3614216,3.595643690323626e-48,3.57833133181466e-45,0.9482758620689655,0.5713006091006808,2.6918015,0.8495861
Prdm6,14.373968,8.982824,7.538577248988171e-47,7.234341810011147e-44,0.7758620689655172,0.006270154066642781,1.467141,0.006573622
Egfr,14.240345,4.8690147,5.147249064564202e-46,4.769192495339314e-43,0.8275862068965517,0.11565747044070225,1.6064034,0.12783165
Mgp,13.982086,7.2026534,2.0052282702174532e-44,1.7960161206914324e-41,0.7672413793103449,0.03203152991759226,1.7807983,0.032950494
Sned1,13.978831,5.6920757,2.09905513343673e-44,1.819406820498224e-41,0.7844827586206896,0.07108563238982443,1.3795191,0.05591259
Slc26a2,13.931435,6.246332,4.0807379632366987e-44,3.4265446585053154e-41,0.7758620689655172,0.07681834467932641,1.402014,0.03955922
Gm26740,13.886143,7.057656,7.686474737018764e-44,6.258653823748309e-41,0.7586206896551724,0.02149767108563239,1.3366326,0.020845816
Hmcn1,13.870739,6.4053245,9.52905673089856e-44,7.530757481154245e-41,0.7672413793103449,0.03987817986384808,1.5251335,0.041547257
Neat1,13.866794,4.373217,1.0067697725487098e-43,7.729115368109666e-41,0.8275862068965517,0.13063418129702614,1.3849292,0.13496614
Trabd2b,13.747563,4.9541326,5.2673892147102435e-43,3.9315207833128955e-40,0.7931034482758621,0.16621282694374775,1.5471354,0.11269948
Lama2,13.684659,3.8716035,1.2539412140050482e-42,9.106324437923147e-40,0.8620689655172413,0.21938373342887854,1.7291235,0.27512833
Gmds,13.542796,2.2747376,8.739743135402411e-42,6.179918369691126e-39,0.9396551724137931,0.6640988892869939,1.9405134,0.8029491
Col25a1,13.3978,3.9746277,6.228200406550114e-41,4.2910703826667066e-38,0.8706896551724138,0.4489072017198137,2.468212,0.52298844
Slc23a2,13.287327,2.8826823,2.7420147230648845e-40,1.841948390218836e-37,0.8706896551724138,0.5608025797205303,1.7707834,0.50745654
Dock5,13.217183,5.1211886,6.98306027974735e-40,4.576459261385642e-37,0.7586206896551724,0.08896452884270871,1.4013501,0.08428587
Tcf7l2,13.154186,3.7489574,1.6100680744769763e-39,1.0300602181237228e-36,0.8189655172413793,0.16277319957004657,1.3247765,0.18680036
Nr3c2,13.115386,2.250088,2.688100579798462e-39,1.6797502925391786e-36,1.0,0.772984593335722,3.0053587,1.616355
Thsd4,13.094841,3.358493,3.5240937199809635e-39,2.152099960361102e-36,0.8448275862068966,0.37753493371551416,1.6612153,0.3477621
Pcdh7,12.877879,2.1774676,5.996084272387322e-38,3.580328542201052e-35,0.9741379310344828,0.7836617699749194,3.027241,1.6755438
Nfia,12.788795,2.1906188,1.8938736032062056e-37,1.1062692112641466e-34,0.9655172413793104,0.7373342887853815,2.5961668,1.3134502
9530026P05Rik,12.715116,3.778663,4.873898132060626e-37,2.7301743910307055e-34,0.7931034482758621,0.22622715872447152,1.4889903,0.22323367
Sh3pxd2a,12.715064,3.5746973,4.877125819481722e-37,2.7301743910307055e-34,0.8017241379310345,0.3607309208169115,1.470972,0.24799347
Tgfbr3,12.700741,3.1158206,5.857285261741179e-37,3.2119439792446014e-34,0.8189655172413793,0.3743461125044787,1.3617969,0.28886002
Mir99ahg,12.696986,1.6889969,6.145123954288792e-37,3.302389613034797e-34,0.9913793103448276,0.8731995700465783,3.189687,2.1066172
Slc24a3,12.659134,2.209927,9.959199327241415e-37,5.247131096528957e-34,0.9396551724137931,0.727660336796847,2.4496458,1.1902016
Foxd1,12.59934,8.177491,2.129179283225006e-36,1.1002124488510752e-33,0.6810344827586207,0.0051594410605517735,0.98050356,0.0057372744
Bmp5,12.519583,7.6017847,5.834096206585171e-36,2.957776699451765e-33,0.6810344827586207,0.014510927982801862,1.1561831,0.011148748
Fndc3a,12.494967,2.5444927,7.952893896684388e-36,3.9573010926649906e-33,0.8706896551724138,0.5740236474381942,1.6564227,0.54630554
Ddr2,12.366209,6.3571343,3.981753106508033e-35,1.9452673813067425e-32,0.6810344827586207,0.03084915800788248,1.0263845,0.021612028
Sema3a,12.357958,4.083203,4.4122413124519236e-35,2.1170879297425569e-32,0.7672413793103449,0.22113937656753851,1.4495728,0.17597495
Pde5a,12.225887,4.555711,2.260992066800651e-34,1.0658395935953244e-31,0.7155172413793104,0.10372626298817628,1.1276972,0.08508068
Wnk1,12.176909,2.0310087,4.126236378542044e-34,1.9115857153693916e-31,0.9310344827586207,0.7597993550698674,2.1329389,1.0368634
Plpp3,12.160568,3.4982147,5.04069744927016e-34,2.2956532281676136e-31,0.8017241379310345,0.26148333930490864,1.6070771,0.3022863
Gm6260,12.154548,6.4222865,5.426117895765733e-34,2.429996464320421e-31,0.6724137931034483,0.041024722321748475,1.1308167,0.024170397
2610307P16Rik,12.121882,5.5013056,8.087984503202305e-34,3.5626908787056713e-31,0.6810344827586207,0.045575062701540665,1.0478742,0.040064167
Pdgfd,11.972389,5.5245423,4.9579749467862085e-33,2.148722368066862e-30,0.6724137931034483,0.039985668219276245,1.1384628,0.045067374
Col12a1,11.887836,5.5791535,1.3690662081144773e-32,5.839176033656509e-30,0.6724137931034483,0.06753851666069509,1.164583,0.045082517
Car13,11.841785,9.501992,2.373454998815647e-32,9.81149781818099e-30,0.6379310344827587,0.002830526692941598,0.8874319,0.0019687228
Adamtsl1,11.805256,3.0685985,3.666726865225278e-32,1.4928022858879275e-29,0.8362068965517241,0.40827660336796845,1.8338861,0.48658317
Mllt3,11.6921835,1.7875338,1.3974682578229738e-31,5.604473445925867e-29,0.9568965517241379,0.7305983518452168,2.1174817,1.137037
Mrc2,11.684479,4.8177824,1.530156114670128e-31,6.046366882527403e-29,0.6810344827586207,0.09236832676460051,1.016277,0.060631078
Fn1,11.658501,4.821895,2.0766763459222127e-31,8.086999045642008e-29,0.6810344827586207,0.09132927266212827,1.2572428,0.08521022
Anxa3,11.651785,4.9936748,2.2470356868115686e-31,8.625406986375264e-29,0.6637931034482759,0.04740236474381942,0.9858791,0.051392425
Cald1,11.650479,3.4515796,2.2817205676810563e-31,8.63518755684366e-29,0.75,0.24231458258688643,1.1982939,0.19190356
Malat1,11.629021,1.0772696,2.934455596734291e-31,1.0951225261701444e-28,1.0,0.9936581870297384,5.723818,4.9807353
Piezo2,11.578876,5.388968,5.273341100965625e-31,1.9410229504513199e-28,0.6551724137931034,0.058402006449301325,1.1124527,0.04757755
Slc47a2,11.526079,9.813148,9.748294352022974e-31,3.5396847194440175e-28,0.6206896551724138,0.0025797205302758868,1.0141807,0.0019512894
Notch2,11.5075245,3.7735102,1.2089955542436566e-30,4.331428072336941e-28,0.7155172413793104,0.18154783231816554,1.1340393,0.14337194
Adamts12,11.475129,5.8205113,1.7591509819167243e-30,6.219524590013471e-28,0.6379310344827587,0.03199570046578287,0.9660223,0.028391285
Klf12,11.433097,1.9087564,2.857328419457446e-30,9.970962939067736e-28,0.9224137931034483,0.7145467574346113,2.1108758,1.0757824
Alcam,11.361539,2.215522,6.498958495734893e-30,2.206384138857438e-27,0.9224137931034483,0.7172339663203153,2.4672644,1.2009305
Pid1,11.300095,2.1273992,1.31076047542414e-29,4.34816468822798e-27,0.9051724137931034,0.5850949480472949,1.7698007,0.74882996
Gja1,11.236529,4.5534635,2.697809324808309e-29,8.840260555804789e-27,0.6637931034482759,0.0884270870655679,1.2640408,0.102697685
Ahnak,11.156174,5.8517413,6.680511132679191e-29,2.1369682635129746e-26,0.6206896551724138,0.02991759226083841,0.9697468,0.027956814
Slc9a2,11.07832,4.2555094,1.5984395434618555e-28,4.8806898332750064e-26,0.6724137931034483,0.16535292010032246,1.0813823,0.097152345
Afap1l1,11.061403,4.5753994,1.9305277907141867e-28,5.82845862207755e-26,0.646551724137931,0.08398423504120386,0.9526108,0.064658
Uaca,10.966805,6.4234633,5.518791022486243e-28,1.6295595030132457e-25,0.603448275862069,0.020924399856682194,0.89205337,0.016639099
Airn,10.952649,3.5654216,6.453222512279142e-28,1.8644955796230166e-25,0.7068965517241379,0.2268362594052311,1.1491253,0.16726588
Ccn3,10.896168,3.676878,1.2021485285285707e-27,3.364763641829447e-25,0.7068965517241379,0.23801504836975995,1.2057918,0.16798359
Pitpnc1,10.88047,2.4130795,1.4282448999811069e-27,3.9563856146899322e-25,0.8448275862068966,0.505087782156933,1.697366,0.6082991
Smoc1,10.864836,4.6165767,1.6952749785799724e-27,4.648167211677944e-25,0.6379310344827587,0.09036187746327481,1.0247482,0.0702905
Slc7a2,10.825299,4.8903775,2.6122400112143885e-27,7.089988798114204e-25,0.6206896551724138,0.05739878179863848,0.9432202,0.051525827
Vps13a,10.820303,1.6528312,2.7586474083178546e-27,7.412485586150075e-25,0.9051724137931034,0.7066284485847366,1.8185453,0.9714892
Zic4,10.733461,6.878466,7.089002393645885e-27,1.831552829973701e-24,0.5862068965517241,0.012540308133285561,0.8916135,0.012156615
Exoc4,10.687295,1.3081192,1.1672565797830379e-26,2.98706517131145e-24,0.9568965517241379,0.8401289860265138,2.4021058,1.6208148
Rbms1,10.677745,2.5824056,1.2937697533871982e-26,3.2489339507957022e-24,0.7758620689655172,0.39444643496954496,1.2654905,0.35409564
Rassf2,10.645188,3.771394,1.8361277163408598e-26,4.526307498906321e-24,0.6551724137931034,0.11640988892869938,0.90409774,0.10222104
Crispld1,10.625679,4.3372774,2.263595967333157e-26,5.529347603840175e-24,0.646551724137931,0.14410605517735578,1.0453823,0.08732232
Lpp,10.595112,2.169839,3.139649311057437e-26,7.532355088224404e-24,0.8362068965517241,0.5283410963812254,1.4784634,0.5610629
Lmo4,10.518926,2.236581,7.067511353169998e-26,1.665824825084893e-23,0.8275862068965517,0.5118237190970978,1.3813713,0.49004892
Abcg2,10.490406,3.8968072,9.561706896787484e-26,2.2341136027537364e-23,0.6637931034482759,0.1793264063059835,1.0611775,0.11944242
Zic1,10.478676,6.106797,1.0824888287752955e-25,2.486023489674546e-23,0.5775862068965517,0.019025438910784665,0.84383243,0.01904714
Antxr1,10.469487,3.4515235,1.1928732804160715e-25,2.7163139868457497e-23,0.6896551724137931,0.23264063059835186,1.0681397,0.16091694
Ttc28,10.4646,2.2737207,1.2560612702103e-25,2.836165237861409e-23,0.8189655172413793,0.46370476531709065,1.3658408,0.4722765
Nfat5,10.432274,1.444293,1.7661082926291336e-25,3.954610818578735e-23,0.8879310344827587,0.7516302400573271,1.7835974,1.0365381
Pals2,10.402029,2.1917536,2.4270926537154477e-25,5.389750380606123e-23,0.8103448275862069,0.5890361877463275,1.6091094,0.6287053
Pawr,10.393645,5.5580945,2.6502539803722933e-25,5.837075774803568e-23,0.5862068965517241,0.045037620924399856,0.8017406,0.025759714
Tmeff2,10.3578005,1.5838889,3.8573020278516775e-25,8.358524636159241e-23,0.9568965517241379,0.8480831243281978,3.059275,2.0510123
Slc12a2,10.334335,2.04094,4.9281875213566e-25,1.0593631895908149e-22,0.8448275862068966,0.5202436402723039,1.3448635,0.5244723
Add3,10.317471,1.9358728,5.875065479364866e-25,1.25288102722646e-22,0.8275862068965517,0.5913651021139377,1.4233612,0.60079485
Col23a1,10.21116,3.4032865,1.767396853324233e-24,3.681391740218771e-22,0.6724137931034483,0.23238982443568612,1.1560514,0.18714096
Fut8,10.106482,1.5177138,5.170777741789993e-24,1.0291762809029417e-21,0.8879310344827587,0.735614475098531,1.7741449,0.99680656
Col1a2,10.041824,6.2909193,9.981128526566232e-24,1.929445492869314e-21,0.5517241379310345,0.015012540308133286,0.8408718,0.016697703
Cpq,10.034418,3.8358605,1.0759203641769114e-23,2.0649985846738293e-21,0.6206896551724138,0.11343604442852025,0.95606947,0.10629641
Adamts2,9.942275,3.4276805,2.725302832789671e-23,5.085339383129059e-21,0.646551724137931,0.18713722680042996,0.8992843,0.12705588
Bche,9.933483,5.1660194,2.976706841727031e-23,5.5161457129107115e-21,0.5775862068965517,0.07753493371551415,1.0778061,0.05257875
Epb41l2,9.906436,2.2710009,3.9032273429974523e-23,7.134674741927996e-21,0.7758620689655172,0.335148692225009,1.192516,0.3890423
Ddx5,9.8163395,1.3898288,9.575722866964308e-23,1.7153311562355397e-20,0.9051724137931034,0.8053744177714081,1.9194599,1.169358
Zbtb7c,9.815443,4.1572104,9.661272500298371e-23,1.7191946495564054e-20,0.5948275862068966,0.1076316732353995,0.8453375,0.07183095
Kcnb2,9.778775,1.6555293,1.3888041139575123e-22,2.4390304929436833e-20,0.9396551724137931,0.7698316015764959,2.6952605,1.6833198
Adgrl2,9.766425,2.2915773,1.5689111234739851e-22,2.719783347596515e-20,0.7586206896551724,0.4346829093514869,1.3483582,0.4589062
Clic4,9.723875,3.6639984,2.385270422611622e-22,4.0823067678709736e-20,0.6120689655172413,0.12447151558581154,0.97661173,0.122748025
Nedd4,9.699795,1.4491811,3.0210678019730094e-22,5.1377273315832126e-20,0.853448275862069,0.7535292010032246,1.7154473,0.9819656
Son,9.688145,1.2497519,3.3862275819342856e-22,5.72251164318077e-20,0.896551724137931,0.7828735220351128,1.7236238,1.0771921
Mpped2,9.660091,1.7972591,4.454678310085234e-22,7.48107538699939e-20,0.8275862068965517,0.5960587603009674,1.4739804,0.67734087
Neo1,9.649724,1.7106407,4.928824614142332e-22,8.22593275664624e-20,0.8448275862068966,0.6723038337513436,1.613722,0.80140024
Slc4a4,9.632819,2.1671317,5.811287301814866e-22,9.579711030660457e-20,0.8275862068965517,0.5053744177714081,1.8168948,0.7641979
Gm5860,9.594513,9.426667,8.431434313792013e-22,1.364774939828864e-19,0.5172413793103449,0.0030096739519885345,0.73039424,0.0015621487
Arhgap31,9.563653,2.8616428,1.1367196458150985e-21,1.8180748144673628e-19,0.6637931034482759,0.20107488355428163,0.96489394,0.20171772
Gjb6,9.534966,4.915688,1.4993384432958252e-21,2.3838594065892796e-19,0.5431034482758621,0.03959154424937299,0.80103874,0.039874014
Wls,9.528636,2.4516559,1.5936342451634644e-21,2.5188795392671934e-19,0.7327586206896551,0.34048728054460764,1.0735439,0.30160287
Pdlim5,9.521379,2.8524427,1.7089523139682874e-21,2.6853537237618644e-19,0.6637931034482759,0.2390541024722322,1.0154049,0.2181382
Nfib,9.411521,1.2770983,4.890081054246251e-21,7.381824602673976e-19,0.9568965517241379,0.8160157649587961,2.4734085,1.7015198
Tfcp2l1,9.374037,7.6991167,6.98099565631345e-21,1.0306557872810021e-18,0.5086206896551724,0.007309208169115012,0.635439,0.0042633275
Ahcyl2,9.3627615,1.4345944,7.767930622675176e-21,1.1405699225753114e-18,0.9396551724137931,0.7450017914725905,2.0016944,1.2143992
Egflam,9.3593235,5.956826,8.024912696113431e-21,1.1718989355683038e-18,0.5172413793103449,0.018846291651737727,0.6642594,0.015068686
Itpr2,9.324455,2.7680347,1.1155491068288376e-20,1.620259702729236e-18,0.6637931034482759,0.22418487997133643,1.0871664,0.2535535
Galnt13,9.193231,1.790307,3.8121761068126057e-20,5.1996534005103916e-18,0.8189655172413793,0.6954496596202078,1.9967363,1.0438675
Bzw1,9.177412,2.9000726,4.4157509834381625e-20,5.962373312813237e-18,0.6551724137931034,0.2838050877821569,0.9582268,0.19498369
Ust,9.127468,1.7644068,7.011986815571927e-20,9.373735608677495e-18,0.8017241379310345,0.5889645288427087,1.5314339,0.7260767
Abcb1a,9.071136,6.0346603,1.1778244794139644e-19,1.5374532419810968e-17,0.5,0.014295951271945538,0.7763943,0.017744154
Foxn3,9.00358,1.4818939,2.184746604573773e-19,2.822314483889292e-17,0.8448275862068966,0.6978860623432461,1.6805573,0.9415787
Elf1,8.99112,2.9159508,2.447239188907778e-19,3.131300809807238e-17,0.6206896551724138,0.18169115012540307,0.82912385,0.15794097
Mir100hg,8.962916,1.372295,3.1620220989682175e-19,4.026707762998863e-17,0.9137931034482759,0.7279469724113221,2.0044577,1.2472308
Nhsl2,8.927083,2.0259333,4.373900506293471e-19,5.441051231671553e-17,0.7413793103448276,0.4892869939089932,1.1933252,0.44742244
Lhfp,8.792017,2.805826,1.4689895881825345e-18,1.7780067673182298e-16,0.6379310344827587,0.2620566105338588,1.0016279,0.22022896
Klf5,8.781,3.8176386,1.6202785277786425e-18,1.9179244071106663e-16,0.5603448275862069,0.14847724829810105,0.84880054,0.090581164
Pcsk5,8.772116,2.1190367,1.7533942782220597e-18,2.0663905375362606e-16,0.7586206896551724,0.46062343246148335,1.4598099,0.56579417
Lrrc58,8.757684,2.2839353,1.993033628240216e-18,2.3385508118259654e-16,0.7068965517241379,0.43375134360444284,1.0636824,0.32896444
Thbd,8.716141,7.327261,2.8784619321458964e-18,3.319496657371684e-16,0.47413793103448276,0.007703332139018273,0.74566495,0.006874785
Cdon,8.712478,2.4573038,2.973037078843272e-18,3.413910526005073e-16,0.6810344827586207,0.4050519527051236,1.1108003,0.31544635
F3,8.702962,4.3443522,3.2333338529677607e-18,3.697007686350797e-16,0.5172413793103449,0.06775349337155141,0.8091643,0.059532832
Aox1,8.6847,5.1629944,3.7974401473753934e-18,4.3053677957796127e-16,0.49137931034482757,0.03375134360444285,0.6797881,0.026808199
Tsc22d3,8.645606,4.0142794,5.3520525195015355e-18,6.017140217531642e-16,0.5258620689655172,0.0816194912217843,0.7521922,0.06710937
Plcb4,8.629011,2.4199598,6.18844208655406e-18,6.928476619404484e-16,0.6724137931034483,0.32923683267646003,1.0829989,0.3111817
Cfh,8.621732,3.2770448,6.5948812702176535e-18,7.322498335981338e-16,0.5517241379310345,0.09899677534933715,0.8326802,0.12579842
Sema3d,8.619904,3.2566469,6.70104530818128e-18,7.409756684396338e-16,0.5689655172413793,0.1489072017198137,0.8398632,0.12900586
Abcc4,8.598485,3.3091156,8.077518364932351e-18,8.895201576464438e-16,0.5948275862068966,0.22640630598351846,0.9041721,0.13828248
Mid1,8.549479,3.3265421,1.2364600132081588e-17,1.3450882815750295e-15,0.5775862068965517,0.18638480831243281,0.8863173,0.13292353
Akap13,8.455168,1.8107094,2.786861252187685e-17,2.995318473851324e-15,0.7586206896551724,0.5037620924399857,1.2464083,0.53433114
Zfhx3,8.436342,2.2249432,3.274222228621238e-17,3.4912044159941537e-15,0.6551724137931034,0.25496237907560015,0.98844373,0.30812576
Slc9b2,8.413371,5.044529,3.983905168318447e-17,4.197942426381046e-15,0.5,0.0771408097456109,0.7456285,0.033014487
Tll1,8.403671,3.882466,4.327324855959705e-17,4.542000737485831e-15,0.5344827586206896,0.12454317448943031,0.945299,0.101379655
Slc12a7,8.384116,7.0952663,5.110844246672538e-17,5.3022542435556404e-15,0.45689655172413796,0.008599068434252956,0.63175166,0.006421619
Samd4,8.372282,2.270381,5.651278317744478e-17,5.7957957403738215e-15,0.6724137931034483,0.34704407022572553,1.0169221,0.3117195
Mbnl1,8.368884,1.4740362,5.816635184906402e-17,5.942699141385362e-15,0.8275862068965517,0.7049802938015048,1.5977241,0.8833286
Fchsd2,8.3181925,1.4419147,8.931466898312848e-17,8.921506154560081e-15,0.8103448275862069,0.6428520243640272,1.4325328,0.77652895
Dse,8.299437,3.1867297,1.0460639853042657e-16,1.0410273809305785e-14,0.5603448275862069,0.18459333572196346,0.7041017,0.10637941
Tank,8.288167,2.3042731,1.1500744128224337e-16,1.1319596876387835e-14,0.6551724137931034,0.37678251522751705,0.9346103,0.27235442
Afdn,8.266466,1.248158,1.3798804976796663e-16,1.3385338979296978e-14,0.8275862068965517,0.6830168398423504,1.4094727,0.83396924
Gm29478,8.214044,6.8120885,2.1386101591213692e-16,2.0022458179648498e-14,0.4482758620689655,0.008455750627015406,0.6854719,0.00872506
Cntln,8.209289,1.9079248,2.2250231986524544e-16,2.0759157412427587e-14,0.7068965517241379,0.4929415979935507,1.084335,0.41977534
Ano6,8.196265,1.7283314,2.479708100554236e-16,2.2975778159273216e-14,0.7413793103448276,0.5292010032246507,1.1210424,0.48497748
Bmpr1a,8.188543,1.7720397,2.644072655719898e-16,2.4330901458627967e-14,0.7413793103448276,0.5398423504120387,1.1319407,0.47955647
Mill2,8.175997,5.093397,2.934299768800183e-16,2.690943166814366e-14,0.46551724137931033,0.035542816194912216,0.5894806,0.023249824
Anxa2,8.138467,5.9754725,4.0031460835830606e-16,3.633937002225569e-14,0.4482758620689655,0.013149408814045145,0.53727305,0.011241746
Ctnna1,8.110597,2.8042927,5.03717045156099e-16,4.496636878187502e-14,0.5775862068965517,0.19276245073450377,0.7427153,0.14644456
Rarb,8.078421,3.1935384,6.561117766393496e-16,5.799251131019514e-14,0.5603448275862069,0.19559297742744536,0.86051106,0.13900995
Gm5089,8.073826,4.0830092,6.812893723938056e-16,6.002047684007068e-14,0.4827586206896552,0.0615908276603368,0.6541868,0.053062975
Abcd3,8.051177,2.2710648,8.200158109911875e-16,7.200596353376865e-14,0.6637931034482759,0.3985668219276245,0.9612146,0.28860453
Prkag2,8.039367,1.3682988,9.030402425326089e-16,7.903808246531336e-14,0.7931034482758621,0.6619132927266212,1.5604604,0.8988667
Spats2l,7.999554,2.1678846,1.2487065615631225e-15,1.0754085035000352e-13,0.6637931034482759,0.38086707273378717,0.97513926,0.31300455
Prrx1,7.874332,3.605751,3.425687145492027e-15,2.8675455949959743e-13,0.4827586206896552,0.07051236116087424,0.6003626,0.0653982
Crim1,7.8684554,1.6346757,3.59046618490596e-15,2.9961436766591036e-13,0.7586206896551724,0.5752060193479039,1.3448019,0.649078
Tspan11,7.8617682,7.0118833,3.7874850259879186e-15,3.150765407067968e-13,0.43103448275862066,0.012898602651379433,0.64026964,0.0069262288
Cdh1,7.813411,8.405928,5.566064460887768e-15,4.559760733660193e-13,0.4224137931034483,0.003726262988176281,0.61120045,0.0024812338
Arhgef28,7.772742,1.5263032,7.680517548450859e-15,6.253803228087109e-13,0.75,0.5628806879254747,1.2303913,0.6103285
Fxyd5,7.7707353,4.4467134,7.803192946740463e-15,6.315415496352899e-13,0.47413793103448276,0.08720888570404872,0.68390596,0.044029683
Ptp4a2,7.7523527,1.8182218,9.020553373547929e-15,7.256954166084816e-13,0.7241379310344828,0.523504120386958,1.1041944,0.45228735
Nrp1,7.727363,1.5771395,1.0979696281774873e-14,8.78048925866937e-13,0.8017241379310345,0.6207452525976352,1.6816134,0.90260094
Ogn,7.679886,5.5027676,1.5923017638065387e-14,1.2510277308035584e-12,0.43103448275862066,0.024184879971336438,0.5799185,0.017184176
Tshz3,7.6699615,1.9225584,1.7204779579466973e-14,1.3438733351752256e-12,0.6724137931034483,0.3858831959871014,0.9761147,0.36209416
Trpm6,7.639855,6.258058,2.1746659538778775e-14,1.6839560282622064e-12,0.4224137931034483,0.01669652454317449,0.5544145,0.009634187
Pbx1,7.6196785,1.0428964,2.54308506517069e-14,1.941269764236831e-12,0.9482758620689655,0.8115012540308133,2.250301,1.6333317
Reps2,7.5780544,1.1954821,3.507748434252386e-14,2.6475618097854383e-12,0.8103448275862069,0.6845575062701541,1.4602188,0.8936083
Igfbp6,7.5677505,5.100224,3.797418922600315e-14,2.858169368354915e-12,0.43103448275862066,0.031709064851307776,0.5956856,0.023460966
Efna5,7.5557275,1.7892871,4.165249005292776e-14,3.1262637087211423e-12,0.7155172413793104,0.41171623074166963,1.2084823,0.51845306
Eya1,7.489845,2.8957477,6.895514036392652e-14,5.076231839941659e-12,0.5258620689655172,0.16857757076316732,0.8147892,0.15625812
Slc5a6,7.4806676,5.054513,7.394587052270595e-14,5.428758308593194e-12,0.43103448275862066,0.04270870655678968,0.5430919,0.021473205
Mef2a,7.4392853,1.01713,1.0123133173850103e-13,7.29245545258317e-12,0.8275862068965517,0.7479756359727696,1.5370109,1.0309703
Fkbp5,7.3812914,2.5530486,1.567612560705323e-13,1.1082351477735997e-11,0.5775862068965517,0.29724113221067716,0.83934724,0.2021604
Smad6,7.3809695,6.153519,1.5714089739551227e-13,1.1082351477735997e-11,0.4051724137931034,0.009996417054819061,0.4765208,0.008539035
Slc16a9,7.3766513,6.5319366,1.6232029719610284e-13,1.141766069544315e-11,0.4051724137931034,0.011823719097097814,0.56660634,0.008203906
