names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sst Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Pias1,-3.4598265,-0.2553133,0.0005405235235276556,0.004094906135782187,0.7138810198300283,0.6739761248852157,0.6648378,0.7546951
Dip2b,-3.470894,-0.26352057,0.0005187284519754988,0.003940693668244742,0.7648725212464589,0.7165840220385675,0.78435,0.88775104
Klf13,-3.4772553,-0.5701223,0.000506575193302593,0.003853815244632127,0.4348441926345609,0.4794123048668503,0.29919955,0.41727126
Tnks1bp1,-3.4797847,-0.8417315,0.0005018169698091569,0.0038222484968425943,0.13172804532577903,0.20719926538108357,0.062416185,0.109237224
Ypel2,-3.4806876,-0.5811866,0.0005001283571441446,0.0038123259450959335,0.4178470254957507,0.46853994490358125,0.32519585,0.45421958
Dgkz,-3.4879234,-0.43119898,0.00048678742668627065,0.003720130305762256,0.4943342776203966,0.5104132231404959,0.36282673,0.4635788
Tmem150c,-3.4978943,-0.47418168,0.00046894704057728995,0.0035907120456884906,0.3640226628895184,0.4183287419651056,0.2354884,0.31397158
Sorcs2,-3.4993174,-0.48032945,0.0004664511506589171,0.003572845615223803,0.42209631728045327,0.4603489439853076,0.3091724,0.40907714
Gm47591,-3.50426,-0.4723892,0.00045787782969480633,0.0035151935096855557,0.2776203966005666,0.3485032139577594,0.1604298,0.21626365
Plk2,-3.507846,-0.69768363,0.0004517502499719421,0.0034701341385780684,0.23937677053824363,0.3096418732782369,0.13737376,0.21417198
Cpped1,-3.5093353,-0.58783466,0.00044922806782925716,0.0034556994510655994,0.23796033994334279,0.31011937557392105,0.13729505,0.19982551
Pou2f2,-3.5099146,-0.55126625,0.00044825077322459945,0.003450157054295327,0.311614730878187,0.37854912764003673,0.20312952,0.28521436
Bves,-3.5104134,-1.3199182,0.00044741069389364445,0.003444677749261383,0.046742209631728045,0.12418732782369146,0.025298677,0.06200194
Gm2824,-3.5105882,-0.5186828,0.00044711641712162474,0.0034433987182740204,0.2847025495750708,0.35291092745638203,0.18732509,0.2586283
Bhlhb9,-3.5133374,-0.5772948,0.00044251516505335953,0.003410895721452602,0.25920679886685555,0.3315702479338843,0.14953002,0.21563518
Gm42722,-3.5135288,-1.2889199,0.000442196351527783,0.0034094163459258337,0.06515580736543909,0.14156106519742884,0.028803136,0.0689685
Ppp1r1a,-3.5218616,-0.68633574,0.0004285279458482457,0.0033125851280041314,0.23229461756373937,0.30350780532598715,0.14223237,0.21990326
3110082I17Rik,-3.5255916,-0.5697001,0.0004225378724735094,0.0032691023994711192,0.21813031161473087,0.29300275482093663,0.12220107,0.17640416
Foxp2,-3.527315,-1.3960301,0.00041979708097497495,0.0032488328242504545,0.13456090651558072,0.20411386593204775,0.09062921,0.22286925
Yap1,-3.5275702,-1.5546551,0.00041939245262093497,0.0032466364741931784,0.053824362606232294,0.13043158861340678,0.02785003,0.07970088
Vwa3b,-3.5359786,-2.2373495,0.00040626770584729476,0.0031495710490815954,0.029745042492917848,0.10714416896235078,0.013599321,0.062564366
Lgi1,-3.5406377,-0.27379408,0.0003991612570206732,0.003098949140752814,0.7011331444759207,0.6689072543617998,0.75146663,0.85619605
Gse1,-3.5449495,-0.36680907,0.0003926884418910571,0.003053107185651824,0.5835694050991501,0.5758677685950413,0.47166872,0.5750032
Atf7,-3.5492232,-0.37527102,0.0003863693046253281,0.003008328952559422,0.613314447592068,0.615684113865932,0.5178252,0.63122064
Rxfp1,-3.5512846,-1.2343554,0.00038335566627572404,0.002985729493573538,0.11331444759206799,0.18644628099173555,0.07758213,0.17378487
Tmem121b,-3.551788,-1.3536419,0.00038262288260575416,0.002981750828195074,0.06657223796033994,0.1447566574839302,0.029972568,0.07488132
St3gal1,-3.5666096,-1.0903324,0.00036162968509366266,0.0028288179442406743,0.11614730878186968,0.19118457300275482,0.05872299,0.121136636
Slc9a4,-3.5687773,-1.9236215,0.0003586512444619197,0.002807971718733037,0.03824362606232295,0.11617998163452709,0.01637903,0.060765363
Slc39a12,-3.5823648,-2.260339,0.00034049794821527446,0.0026728541830395632,0.04107648725212465,0.11856749311294766,0.021872208,0.100700095
2610035D17Rik,-3.5832086,-0.4938869,0.00033939931807332445,0.0026650086723057358,0.48725212464589235,0.5122865013774105,0.36123395,0.47792345
Prrt1,-3.5890782,-0.527792,0.0003318494068397839,0.0026103025649253497,0.3526912181303116,0.41134986225895315,0.21875426,0.30198133
Abcc8,-3.5896597,-0.8357257,0.00033111002781692055,0.002605391074080467,0.1529745042492918,0.22931129476584022,0.07321928,0.12714484
B3galt2,-3.5962121,-0.6841619,0.00032288436038351026,0.002547989064171783,0.26770538243626063,0.33480257116620754,0.15861735,0.24387607
Flrt3,-3.6021574,-0.6252706,0.00031558717953618414,0.0024926006802284736,0.21954674220963172,0.29325987144168963,0.12963562,0.19351089
Hgf,-3.6185935,-1.8355521,0.0002962086278103998,0.0023492106934077457,0.042492917847025496,0.12117539026629935,0.02406443,0.083356865
Sik3,-3.6212125,-0.276232,0.0002932254928599434,0.0023276127010773053,0.7776203966005666,0.7519926538108356,0.92232513,1.0419933
Ugt8a,-3.6378825,-1.1472542,0.0002748887300000955,0.002193721465726928,0.18838526912181303,0.2578145087235996,0.16164266,0.3282855
Csgalnact1,-3.6407073,-0.40308377,0.0002718900272251506,0.002171080247114352,0.42776203966005666,0.48348943985307624,0.41009262,0.513042
Sh3d19,-3.655082,-0.5404739,0.000257099741057614,0.002066488196894432,0.5297450424929179,0.5429935720844812,0.41818976,0.56256235
Syt9,-3.6649063,-1.3300709,0.00024742916697314356,0.0019959236615335837,0.07932011331444759,0.15742883379247016,0.03828249,0.09359423
Creg2,-3.6785932,-0.6263255,0.00023452409715183503,0.0018975195695482708,0.2762039660056657,0.34512396694214875,0.15996656,0.2372638
Hepacam,-3.6803517,-2.2218792,0.00023291239308501112,0.001885614944921437,0.04815864022662889,0.12749311294765842,0.027167428,0.12086581
Camkk1,-3.7037303,-0.83312124,0.00021245199290851637,0.00172985008866587,0.1388101983002833,0.22023875114784205,0.07458426,0.129233
Faah,-3.7104912,-0.43916658,0.00020685754826432856,0.0016863659957107124,0.45750708215297453,0.49142332415059686,0.3109865,0.40183505
Gatm,-3.7170272,-1.2699057,0.00020158073056452563,0.0016478473472068158,0.1529745042492918,0.22776859504132232,0.09745231,0.22060776
Plp1,-3.7378979,-0.6503083,0.0001855653308200597,0.0015239531735919837,0.7082152974504249,0.7190449954086318,0.9229139,1.2179716
Add2,-3.7436965,-0.3434964,0.0001813327501545176,0.0014936882270545336,0.6345609065155807,0.6034159779614325,0.53871655,0.6448494
Septin8,-3.7453818,-0.501067,0.0001801196192661336,0.0014846055735217823,0.415014164305949,0.4713682277318641,0.27914566,0.3754957
Mettl7a1,-3.7483437,-0.84161633,0.00017800617606222768,0.001468988314125325,0.1274787535410765,0.21039485766758495,0.06758223,0.118047334
Chd1l,-3.7573903,-1.37288,0.00017169461013868354,0.0014230121778782926,0.06940509915014165,0.15155188246097337,0.03153763,0.07971665
Rgma,-3.7582035,-1.8886412,0.00017113770952471665,0.001419280942879363,0.06940509915014165,0.1493112947658402,0.031275615,0.1112188
Zfhx3,-3.7744598,-1.0508045,0.00016035478095090567,0.0013377003924715416,0.18271954674220964,0.25895316804407714,0.16420358,0.31459254
Tom1l1,-3.7821777,-0.8907492,0.00015546225028274883,0.0012997108478834665,0.12606232294617564,0.2095500459136823,0.068104036,0.12281352
Specc1,-3.7961223,-0.30861348,0.00014697703318093143,0.0012322224279474657,0.71671388101983,0.6823140495867769,0.74577415,0.86388767
Grm2,-3.804663,-1.6740861,0.00014199742709214265,0.0011942005840268773,0.046742209631728045,0.1296969696969697,0.02455815,0.076349325
Extl1,-3.8116434,-1.3032838,0.00013804591967344802,0.0011631526690578703,0.08073654390934844,0.16385674931129476,0.03529102,0.08493815
Spidr,-3.8222382,-1.4396099,0.00013224580606015113,0.0011170841901402895,0.08356940509915015,0.1656198347107438,0.043503147,0.113869175
Crhr1,-3.826361,-1.4717274,0.00013005159894701777,0.0010995866783217016,0.06657223796033994,0.14920110192837466,0.027446304,0.07434444
Gm12216,-3.8268573,-0.93707705,0.0001297897147084152,0.0010977178577951264,0.15864022662889518,0.23911845730027548,0.09339796,0.17180085
Lrriq1,-3.8367524,-0.9005645,0.0001246720377616081,0.0010564294085948943,0.12039660056657224,0.20290174471992653,0.0627616,0.11414791
Angpt1,-3.8407922,-1.1663156,0.00012263785421727443,0.0010405049393173867,0.13031161473087818,0.20918273645546373,0.101284824,0.21449183
Actn1,-3.8419483,-0.49429065,0.00012206159133265723,0.0010362701292601895,0.40226628895184136,0.45362718089990817,0.26328504,0.35366416
Evc2,-3.8475554,-1.3726805,0.0001193023469461636,0.0010147686174243166,0.0906515580736544,0.17263544536271808,0.037944376,0.09544246
Sgk3,-3.8650339,-0.6914388,0.00011107383617949747,0.0009507976993128694,0.29603399433427763,0.3648852157943067,0.1837856,0.28202948
Zmiz1,-3.87018,-0.7206352,0.0001087550698290958,0.0009330296061008315,0.3385269121813031,0.39915518824609736,0.21447955,0.33232543
Cst3,-3.8720946,-0.78332263,0.00010790403936866122,0.0009266160235972921,0.5609065155807366,0.5875482093663912,0.54740286,0.8128219
Sdk2,-3.8762007,-0.58874303,0.0001061001903690149,0.0009120000368571434,0.32577903682719545,0.3923599632690542,0.23727004,0.3384202
Per3,-3.8791058,-0.76108533,0.00010484112241159121,0.0009024373633957026,0.1671388101983003,0.249623507805326,0.09016315,0.14833863
Sox8,-3.8822238,-1.6997871,0.00010350554571667841,0.0008916941370333917,0.07507082152974505,0.15797979797979797,0.0366015,0.11431377
Acvr1,-3.90517,-0.3954704,9.415921567913391e-05,0.0008179948675390651,0.5807365439093485,0.5810468319559229,0.46811718,0.5795622
Foxg1,-3.9148476,-0.45162663,9.046134355202835e-05,0.0007886749841800784,0.3101983002832861,0.38887052341597794,0.20380345,0.26937917
Ly6e,-3.9187598,-0.7707507,8.900577278534474e-05,0.0007774984118147638,0.2237960339943343,0.3057483930211203,0.13824053,0.22549321
Plce1,-3.9250264,-1.9543142,8.672023525238181e-05,0.0007587667604140343,0.07507082152974505,0.15768595041322314,0.032953136,0.12206817
Gm28376,-3.9369357,-0.8972046,8.252876181270352e-05,0.0007249257371387197,0.18980169971671387,0.26776859504132233,0.09523678,0.17066643
Stxbp3,-3.9372191,-0.9584654,8.243129947200763e-05,0.0007243064149159074,0.17280453257790368,0.25586776859504134,0.10362826,0.19241914
Fhip1a,-3.9402142,-1.8577309,8.14088757309021e-05,0.0007157907365475587,0.05099150141643059,0.13608815426997245,0.021365339,0.07535704
Ube2e3,-3.945599,-0.52833205,7.960069302981155e-05,0.0007008095090796318,0.4546742209631728,0.49461891643709827,0.31371793,0.42623225
Tbc1d8b,-3.9547427,-1.4350591,7.661710385671823e-05,0.000677427305241862,0.0821529745042493,0.167346189164371,0.04024119,0.10528601
Nt5dc3,-3.9674318,-0.5332023,7.265128842378124e-05,0.0006451223132673502,0.3356940509915014,0.4063544536271809,0.22471423,0.31088173
Itgbl1,-3.9689424,-1.1010381,7.219235050411743e-05,0.000641471050941017,0.1388101983002833,0.22130394857667585,0.09049916,0.1849714
Car4,-3.9743817,-1.518234,7.056235691974966e-05,0.0006280260120681263,0.06373937677053824,0.14964187327823691,0.029398266,0.08200246
Sulf1,-3.9792867,-1.5697119,6.91223690691193e-05,0.0006156175196842013,0.07790368271954674,0.16268135904499542,0.047269173,0.13425608
Onecut2,-4.000994,-0.9137593,6.307695236674951e-05,0.0005638315735510843,0.16572237960339944,0.24642791551882462,0.08928272,0.16206937
Tshz2,-4.0017695,-0.9926068,6.287056606579993e-05,0.0005621737471507635,0.35127478753541075,0.3984573002754821,0.33694544,0.5862447
Ptpn13,-4.0145745,-1.7976328,5.9553145732160576e-05,0.0005344666084913676,0.0764872521246459,0.1618732782369146,0.03595445,0.119798385
Gm13269,-4.016,-1.3987019,5.919429144076105e-05,0.000531423525229953,0.06657223796033994,0.15390266299357208,0.030783076,0.079204775
Bhlhe22,-4.0170803,-1.6147113,5.892368899777263e-05,0.0005293956580780605,0.059490084985835696,0.1465564738292011,0.034500305,0.10210619
Boc,-4.0177326,-1.3408984,5.876082953861157e-05,0.0005285917273861711,0.09490084985835694,0.18056932966023875,0.044692606,0.10955215
Gm31698,-4.0180044,-2.016926,5.8693097320647176e-05,0.0005281592515089718,0.04815864022662889,0.13472910927456383,0.020777095,0.08155113
Atp10a,-4.0248003,-1.3833479,5.702362711979131e-05,0.0005136523166975503,0.0764872521246459,0.1638200183654729,0.049715105,0.12484366
Klf10,-4.0255475,-1.5088468,5.6842899147550315e-05,0.000512367896710727,0.06515580736543909,0.1528374655647383,0.03010898,0.08341053
Ulk4,-4.032495,-0.4470782,5.5187805806983455e-05,0.0004984525519440825,0.3980169971671388,0.46123048668503214,0.27503547,0.35878074
Tesc,-4.0397615,-1.0331591,5.350559097272953e-05,0.0004845619243131926,0.1048158640226629,0.1937924701561065,0.060180776,0.1195074
Atp2b4,-4.0477347,-0.48167878,5.171569559733943e-05,0.0004693011620062514,0.38526912181303113,0.44859504132231404,0.33421335,0.44091994
Agfg2,-4.04955,-0.5645498,5.1316160291234693e-05,0.00046648204904418733,0.28895184135977336,0.3675665748393021,0.17533368,0.24953328
Il16,-4.049633,-1.77971,5.12980221791131e-05,0.00046648204904418733,0.049575070821529746,0.13770431588613408,0.024567936,0.081949055
Acvr2a,-4.0499806,-0.34527192,5.122190843717496e-05,0.00046623735762428564,0.6940509915014165,0.6440771349862259,0.688782,0.815065
Tcf7l2,-4.0555263,-1.9226624,5.002158586678369e-05,0.000456859283562365,0.08356940509915015,0.16793388429752065,0.055293784,0.19518404
Dock10,-4.057162,-0.64796793,4.9672650134035916e-05,0.0004539809894903214,0.5977337110481586,0.5923599632690542,0.7822515,1.0504801
Enpp2,-4.0598025,-0.81245,4.9114274932305686e-05,0.0004490304754784123,0.3555240793201133,0.4213406795224977,0.32849118,0.52053875
Rapgefl1,-4.061228,-0.46445748,4.8815320640506245e-05,0.00044660117998311297,0.443342776203966,0.49292929292929294,0.3093279,0.4055915
Tmsb4x,-4.0622206,-0.49705678,4.8608113876326106e-05,0.0004450085246531116,0.6968838526912181,0.7222405876951331,0.8728505,1.0875547
Rhou,-4.0634875,-0.95821613,4.8344889474526345e-05,0.00044274955016377737,0.14022662889518414,0.2287603305785124,0.07683727,0.14424981
Tspan14,-4.0678253,-0.9962059,4.74539343036699e-05,0.00043548060612691604,0.18555240793201133,0.26905417814508725,0.097341485,0.18559653
Rprml,-4.070241,-0.7513766,4.6964491221524685e-05,0.000431431069785425,0.14022662889518414,0.23033976124885217,0.09713318,0.15847161
Gm56822,-4.075517,-1.6553627,4.5912161178609044e-05,0.00042205260720808244,0.05524079320113314,0.14446280991735538,0.024064116,0.073921196
Mov10,-4.082571,-1.1514179,4.454017480994198e-05,0.0004098611291586099,0.1048158640226629,0.1925068870523416,0.044584345,0.09647044
Plxnd1,-4.0835733,-1.4458889,4.4348412244450676e-05,0.00040823632648454597,0.06373937677053824,0.15335169880624427,0.03297391,0.08739584
Rilpl1,-4.097494,-0.72897536,4.17646587086964e-05,0.00038590659542732885,0.21529745042492918,0.30145087235996326,0.12550497,0.20019221
Tns3,-4.1023684,-1.1705931,4.089422457418267e-05,0.0003782539808290149,0.19830028328611898,0.2775022956841139,0.13055772,0.2730297
4930419G24Rik,-4.103676,-0.8654187,4.066373002049752e-05,0.000376510828963049,0.15439093484419264,0.24385674931129478,0.08818319,0.15525423
Ankrd6,-4.1048765,-0.7497967,4.045307867069829e-05,0.0003747584646090187,0.254957507082153,0.3339944903581267,0.15368733,0.24635246
Foxk1,-4.1052833,-0.74780995,4.038199073866809e-05,0.0003742890966360854,0.1954674220963173,0.2822038567493113,0.101206385,0.16453773
Neurl1b,-4.106855,-1.4375792,4.0108258576182665e-05,0.00037200859783984404,0.06373937677053824,0.1535720844811754,0.02752724,0.07287653
Rin1,-4.1153035,-1.7880034,3.866701073694751e-05,0.0003595095427341798,0.060906515580736544,0.14920110192837466,0.022358382,0.075182945
Ctnnb1,-4.115396,-0.66559774,3.865155819585236e-05,0.00035949026262462893,0.29745042492917845,0.3793939393939394,0.1835737,0.2773509
Prss12,-4.1193976,-1.1004653,3.7986381196942744e-05,0.00035367084641782796,0.08923512747875353,0.17921028466483013,0.052391484,0.10915456
Map2k1,-4.1229815,-0.53959537,3.739998216869473e-05,0.0003488155226910196,0.4801699716713881,0.5216528925619834,0.33564475,0.4572613
Fermt2,-4.126506,-0.53898567,3.683164284615741e-05,0.00034411204564542753,0.43201133144475923,0.48767676767676765,0.29747552,0.40771765
Pced1b,-4.1309266,-0.59492105,3.613042300143783e-05,0.00033799308281772184,0.2535410764872521,0.33924701561065196,0.16071792,0.23376134
Kcnab2,-4.1359544,-0.54926336,3.534824414263043e-05,0.00033128961287494927,0.34277620396600567,0.4162718089990817,0.22047718,0.30819306
Nin,-4.1522484,-0.32111984,3.292244658741649e-05,0.0003097430461498183,0.6458923512747875,0.6111294765840221,0.59724134,0.70349497
Dennd4a,-4.1545415,-0.27543476,3.259405128243662e-05,0.00030676082590510396,0.7507082152974505,0.7028099173553719,0.77188903,0.8790782
Egr3,-4.15687,-1.7480325,3.2263763638421356e-05,0.0003040783335546762,0.059490084985835696,0.14945821854912764,0.027125213,0.08834103
B230208B08Rik,-4.166739,-1.4166019,3.0898788980008104e-05,0.0002919305414531708,0.07365439093484419,0.1640036730945822,0.030996755,0.08069813
Vps37b,-4.1777616,-0.9080884,2.943917959685002e-05,0.0002792201749973032,0.16855524079320114,0.25840220385674934,0.08813126,0.15947056
Ppfibp1,-4.1827683,-0.9499982,2.8798070224425604e-05,0.0002736223999046379,0.19971671388101983,0.2831588613406795,0.12648657,0.23149435
Olfml2b,-4.1906943,-1.8220872,2.7810194076901685e-05,0.00026470418520947514,0.05807365439093484,0.14905417814508723,0.026389886,0.09034775
Per2,-4.1959305,-1.0416526,2.7175365266996696e-05,0.0002590287565534591,0.11473087818696884,0.20550964187327825,0.053839784,0.10784207
Trib2,-4.196857,-1.5550531,2.7064461199833634e-05,0.0002581520555973414,0.0708215297450425,0.16191000918273646,0.037060615,0.10520982
Gm2762,-4.2001877,-1.2221977,2.6669372081611566e-05,0.00025474796581333197,0.07507082152974505,0.16727272727272727,0.038688645,0.08803852
Cfap44,-4.2009015,-1.4188676,2.6585406845639816e-05,0.0002540362311317005,0.08073654390934844,0.1711662075298439,0.034515675,0.089747235
Lmo3,-4.2223654,-0.55245996,2.417515796034982e-05,0.00023241019477445425,0.4702549575070821,0.5023691460055096,0.40052125,0.5437437
Gm10848,-4.2299585,-1.5046793,2.337346109492534e-05,0.00022494444828819623,0.06657223796033994,0.1582001836547291,0.029067794,0.08037533
Gpr22,-4.2473326,-0.62109387,2.1633053915753827e-05,0.00020939454372379782,0.2847025495750708,0.3702846648301194,0.18511018,0.27213335
Hace1,-4.2603602,-0.35943136,2.0409786122573444e-05,0.00019862765415195523,0.6345609065155807,0.6211202938475666,0.56364036,0.6786657
Arhgef2,-4.2657022,-0.6066069,1.9927428217504212e-05,0.00019414430609294352,0.3611898016997167,0.4355188246097337,0.2331318,0.3363112
Hrk,-4.267667,-1.4327033,1.9752810804291267e-05,0.0001925128858582903,0.08073654390934844,0.17366391184573002,0.038691618,0.101197995
Ppp3r1,-4.277945,-0.48934606,1.886267335322414e-05,0.00018417152361959764,0.5651558073654391,0.6013957759412305,0.48395216,0.62798727
Bmpr1b,-4.280793,-1.644278,1.8622825633502178e-05,0.00018196193628080128,0.0906515580736544,0.1806060606060606,0.067988716,0.19878365
Naf1,-4.284103,-0.82635975,1.8347812653945458e-05,0.00017960135738124386,0.17280453257790368,0.2650137741046832,0.08891407,0.15262213
Pde11a,-4.2977753,-1.3304663,1.7252088370200446e-05,0.000169493094883834,0.10764872521246459,0.19838383838383838,0.084961206,0.2013092
Ahcyl2,-4.301579,-0.30691856,1.695854347315909e-05,0.0001667310878608799,0.830028328611898,0.7450137741046832,1.0777028,1.2229893
Xylt1,-4.3037987,-0.4375777,1.6789438835881555e-05,0.00016518938905900308,0.6628895184135978,0.6413957759412305,0.76841384,0.9423753
Arhgef25,-4.311684,-0.6037099,1.6201561330634643e-05,0.00015958062791574518,0.33994334277620397,0.4107621671258035,0.21578293,0.31186786
Gpd2,-4.3174286,-0.6106332,1.578574839719538e-05,0.00015577049556835838,0.386685552407932,0.45502295684113864,0.25977066,0.3735857
Tspan9,-4.330756,-1.0081749,1.4859824578380815e-05,0.00014728273198859923,0.19263456090651557,0.27882460973370066,0.10876432,0.20791231
Cxxc5,-4.33286,-1.0494869,1.4718478967386066e-05,0.00014604340097993485,0.16005665722379603,0.25032139577594126,0.086246364,0.17095429
Gm57038,-4.3381433,-2.355502,1.4369157030543144e-05,0.00014278818395365914,0.0339943342776204,0.1287052341597796,0.013574791,0.067607865
Mgat5,-4.3570423,-0.41778407,1.318318225421564e-05,0.00013158696403074824,0.623229461756374,0.6256382001836547,0.58075464,0.7187433
Gm31816,-4.3577704,-1.3232087,1.313941575012101e-05,0.0001311988484599597,0.046742209631728045,0.14306703397612489,0.029331453,0.071837544
Tgfb2,-4.3652945,-1.0733981,1.2695158942494862e-05,0.0001269988536056727,0.1359773371104816,0.22846648301193756,0.08282984,0.16697785
Inhba,-4.3731117,-2.0301824,1.2248793513392439e-05,0.0001229914356146692,0.04815864022662889,0.14306703397612489,0.019878801,0.07881912
Ranbp9,-4.384884,-0.2927039,1.160476541752045e-05,0.00011704956710539583,0.6926345609065155,0.6621487603305786,0.64690495,0.74869263
Sidt1,-4.3888574,-0.39016497,1.1394766552557354e-05,0.00011506102114513945,0.5807365439093485,0.588613406795225,0.54585195,0.6686272
Ptpn14,-4.3951902,-1.5911773,1.1067571797633403e-05,0.00011184116367145901,0.06373937677053824,0.1595224977043159,0.031748697,0.0927541
Tle4,-4.399098,-0.5764691,1.0870181293225977e-05,0.00011009609970447718,0.5750708215297451,0.5836179981634527,0.5192455,0.70069236
Gm49678,-4.4054446,-0.57675076,1.0556701845268494e-05,0.00010712181970633098,0.5934844192634561,0.555188246097337,0.69854003,0.9193321
Kcnip2,-4.413591,-0.7089722,1.0167008432892901e-05,0.00010344093774775929,0.2719546742209632,0.3539026629935721,0.16193233,0.2525764
Calm1,-4.4373026,-0.39281106,9.109315797207652e-06,9.332705863322875e-05,0.8597733711048159,0.8365105601469238,1.1507189,1.3445773
Bmp1,-4.442865,-1.2445343,8.87689211050445e-06,9.114332862409421e-05,0.11331444759206799,0.20760330578512395,0.05616081,0.12828428
Islr2,-4.446217,-1.3999935,8.739573589129866e-06,8.980128871229743e-05,0.0679886685552408,0.1652892561983471,0.038987506,0.09977307
D16Ertd472e,-4.4474106,-1.4893847,8.69116163071669e-06,8.933875784902734e-05,0.09631728045325778,0.19067033976124886,0.046271365,0.124841094
Prkd1,-4.4513206,-0.6494906,8.534388372776669e-06,8.779441637691772e-05,0.4730878186968839,0.5080624426078971,0.43983305,0.62410617
Kcnk10,-4.4619436,-0.5770387,8.121958584656772e-06,8.384057901257298e-05,0.3881019830028329,0.45054178145087237,0.26539746,0.37392357
Sh3bp4,-4.4629483,-1.0462162,8.083956487930777e-06,8.35262869466294e-05,0.11756373937677053,0.2159044995408632,0.06817138,0.13600786
Orai2,-4.4641824,-0.8981595,8.03751353438548e-06,8.309657124622464e-05,0.17847025495750707,0.2700459136822773,0.0983052,0.17606673
Tmod1,-4.4647236,-0.89811254,8.017219726684655e-06,8.29186659184052e-05,0.21529745042492918,0.308099173553719,0.12941526,0.22911267
Pcsk5,-4.4695363,-0.51924175,7.838931952860487e-06,8.138798360639926e-05,0.3895184135977337,0.46497704315886135,0.4325901,0.5742018
Dlgap4,-4.470671,-0.3608956,7.797455043656793e-06,8.101996017906342e-05,0.6345609065155807,0.6111294765840221,0.5332491,0.6443159
Doc2b,-4.4707255,-1.436863,7.795472885453847e-06,8.101996017906342e-05,0.09773371104815864,0.19261707988980717,0.043959938,0.11481705
Kcnt2,-4.484812,-0.3064875,7.297834748263115e-06,7.618213663008154e-05,0.7719546742209632,0.6852525252525252,1.0072726,1.1472498
Map3k5,-4.4850197,-0.5922239,7.2907186062967295e-06,7.613743060675986e-05,0.4065155807365439,0.4647566574839302,0.29576042,0.41793945
Cerkl,-4.48683,-1.3196557,7.229055475513516e-06,7.555220561145397e-05,0.07507082152974505,0.17366391184573002,0.038254518,0.092885226
Cald1,-4.4924684,-1.1039404,7.040240525502313e-06,7.363614749717678e-05,0.1529745042492918,0.24752984389348026,0.09756278,0.19907455
Fbn2,-4.5013638,-0.68147707,6.751891326377118e-06,7.075792509350748e-05,0.23512747875354106,0.3290358126721763,0.18733183,0.28549698
Hsp90ab1,-4.507174,-0.43897143,6.569678480127011e-06,6.898444418257332e-05,0.8257790368271954,0.8089256198347108,0.97136045,1.1710365
Kcnc4,-4.5090084,-1.0183125,6.513136917807964e-06,6.84427019872898e-05,0.11331444759206799,0.2130394857667585,0.06320889,0.12413223
Nwd2,-4.5252576,-0.5543451,6.0322012290494775e-06,6.373780850356251e-05,0.5,0.5348025711662076,0.49780732,0.666467
Ccdc88c,-4.526813,-0.74159986,5.987990261173059e-06,6.334539303847248e-05,0.24929178470254956,0.3381818181818182,0.14901036,0.23796895
Syngap1,-4.536368,-0.63339937,5.723136654840325e-06,6.078287822749389e-05,0.3130311614730878,0.3986776859504132,0.1843064,0.27303156
Grhl1,-4.5389066,-1.2665262,5.654670551419944e-06,6.010324276766372e-05,0.11331444759206799,0.20966023875114784,0.050471026,0.11737441
Fam81a,-4.539079,-0.57720035,5.650045464265105e-06,6.00778478926804e-05,0.34560906515580736,0.42398530762167125,0.2287384,0.32458138
Tyro3,-4.540292,-1.0569472,5.61764512840306e-06,5.9756977276401516e-05,0.14589235127478753,0.24209366391184572,0.0735184,0.147316
Zfp46,-4.5460997,-1.1954701,5.464914816554784e-06,5.824762440334274e-05,0.0764872521246459,0.1767860422405877,0.0394923,0.08824421
Ccsap,-4.54909,-0.81902283,5.387839079549416e-06,5.749453378375409e-05,0.16288951841359772,0.26236914600550965,0.08934506,0.15261768
Ntf3,-4.559276,-1.5132961,5.133028980361394e-06,5.499381527205369e-05,0.06657223796033994,0.16650137741046833,0.038718767,0.10678509
Cobll1,-4.5613704,-1.455462,5.082085823374877e-06,5.446974314881649e-05,0.14872521246458922,0.23856749311294767,0.09168975,0.23376074
Adamts9,-4.562571,-1.7731327,5.05309563354302e-06,5.420226733465107e-05,0.07223796033994334,0.16980716253443526,0.04067158,0.13267538
Miat,-4.5939207,-0.34826472,4.349945416548025e-06,4.714926718138178e-05,0.6388101983002833,0.6021303948576676,0.5697863,0.6818559
Rap1gap2,-4.598618,-0.49267328,4.253032053194895e-06,4.6136040076442e-05,0.4730878186968839,0.518236914600551,0.3653361,0.48273942
Arsj,-4.5990195,-1.710033,4.244837291592881e-06,4.6084354757616446e-05,0.08356940509915015,0.18001836547291092,0.03631823,0.11422647
Gm20319,-4.607149,-1.9720328,4.0822748268244636e-06,4.44992797552833e-05,0.05240793201133145,0.15180899908172635,0.022568073,0.08576097
Rnf112,-4.617616,-0.62329364,3.88173304967242e-06,4.246830905728743e-05,0.4461756373937677,0.4839302112029385,0.3102493,0.44490302
Actr3,-4.6332955,-0.49503148,3.5988981715038556e-06,3.948648177554455e-05,0.5198300283286119,0.5644077134986226,0.39603364,0.52166545
Jam3,-4.6338654,-0.7276134,3.5890032065877518e-06,3.939400169976017e-05,0.34844192634560905,0.4233976124885216,0.22405554,0.3477394
Fgfr1op2,-4.638969,-0.63413745,3.501515029595792e-06,3.8512365470830506e-05,0.37677053824362605,0.4486317722681359,0.23667496,0.34672773
