names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DG-PIR Ex IMN (for_DEGs),mean_expr_Rest (for_DEGs)
Fmnl2,10.4590225,1.4811419,1.3322325131889405e-25,6.884055313343621e-23,0.7911392405063291,0.7181795268786231,1.7300422,0.9792249
Mtss1,10.212433,2.3930278,1.7443473930105605e-24,8.369752580391742e-22,0.6772151898734177,0.4517697043891549,1.2849063,0.40394533
Adamts18,9.8487215,4.4208875,6.942150969781984e-23,2.7431705376182634e-20,0.5126582278481012,0.11050300651712094,0.89708054,0.06560731
Nrp1,9.821403,1.7440383,9.106783354468041e-23,3.4957038390650893e-20,0.7658227848101266,0.622223022359846,1.7770444,0.90280277
Bach2,9.798164,1.7813956,1.1464975725963252e-22,4.223981629428032e-20,0.7341772151898734,0.6166780686278039,1.5644253,0.74174213
Pbx1,9.71453,1.1067191,2.614515532267419e-22,9.243688467371782e-20,0.8670886075949367,0.8131998703777049,2.2909846,1.6342416
Ank3,9.689497,0.813722,3.3417061814355383e-22,1.1661252609762716e-19,0.9367088607594937,0.8920174269974436,2.9714303,2.4454858
Fgf13,9.443734,1.7481443,3.5972630820399845e-21,1.1787616952977365e-18,0.759493670886076,0.63856983401145,1.7275758,0.8660026
Fgfr1,9.410285,2.709972,4.947923537117391e-21,1.5459384353760964e-18,0.6012658227848101,0.33745004140712204,1.0880142,0.26300442
Frmd4b,9.3576355,1.890813,8.154069775320982e-21,2.461796122054773e-18,0.7278481012658228,0.5679256832175135,1.6047148,0.7286436
C130071C03Rik,9.3051,1.0869381,1.3386587530100209e-20,3.909756597106442e-18,0.8481012658227848,0.7766535844165197,1.9641198,1.3571504
Map2,9.18964,0.8183803,3.941587153101714e-20,1.114846808461506e-17,0.8860759493670886,0.8406005833003276,2.2140317,1.7268813
Gramd1b,9.161767,1.3962067,5.105452071237113e-20,1.4289947620223043e-17,0.7341772151898734,0.6809131170561337,1.4926323,0.8373721
Cntnap5a,9.030054,1.5790359,1.7158663961219616e-19,4.390983815599724e-17,0.8037974683544303,0.704965254023692,2.3538847,1.432347
Rerg,8.886295,3.2173617,6.318036204570047e-19,1.489172217691203e-16,0.5253164556962026,0.21160839664422282,0.96566504,0.16116625
Tanc2,8.847276,0.7476728,8.968164519602419e-19,2.0596118003565553e-16,0.879746835443038,0.8530947322939546,2.3432546,1.8881791
Myt1l,8.828738,0.9404585,1.0586327827457474e-18,2.4067100582304687e-16,0.8860759493670886,0.8031541425125122,2.3037188,1.7396786
Nav1,8.819051,1.2177392,1.1543359052918016e-18,2.5847504812658927e-16,0.7531645569620253,0.6943794332625212,1.4317061,0.8627921
Pak5,8.779112,1.1524878,1.64771007268194e-18,3.629013905980634e-16,0.7911392405063291,0.741259496633421,1.7982738,1.1838375
Frmd5,8.732883,1.2386576,2.482599923230542e-18,5.423370726602006e-16,0.8227848101265823,0.7396752241385518,2.0622435,1.3631709
Ncam1,8.676465,0.77467173,4.082615364159401e-18,8.50386626627621e-16,0.8607594936708861,0.855615165808519,2.2077165,1.7460095
Pik3r1,8.651456,1.968852,5.084650680055922e-18,1.0429356013213942e-15,0.6582278481012658,0.5056709754077702,1.2578238,0.49663126
Cacna1c,8.55857,1.0028573,1.1427597311868567e-17,2.2090614371935857e-15,0.8417721518987342,0.7839268354156915,2.2329159,1.6400192
Ctnnd2,8.548339,0.7865249,1.248724264216002e-17,2.367971379976151e-15,0.9430379746835443,0.8848882007705325,2.9650364,2.456546
Klf12,8.516285,1.2258333,1.6475251895025998e-17,3.0530346097886107e-15,0.8037974683544303,0.7164872358045584,1.711126,1.0780754
Kcnb2,8.400404,1.1221311,4.4494360046577775e-17,7.917638771202284e-15,0.8670886075949367,0.7712526554567386,2.3584318,1.6861407
Zeb2,8.37545,0.95089173,5.5013185349918544e-17,9.425547650574383e-15,0.9240506329113924,0.86011593994167,2.6633034,2.067216
B3galt1,8.316206,0.81860155,9.082387291337255e-17,1.5252734157389503e-14,0.8987341772151899,0.8532027508731502,2.4018836,1.9013343
Nckap5,8.311536,1.5940816,9.447135965956927e-17,1.5766741826413826e-14,0.7088607594936709,0.5731825874050337,1.4016329,0.70021373
Rfx3,8.191148,1.1174107,2.5874665053490107e-16,4.0421642441120884e-14,0.8607594936708861,0.7953407986173622,2.1793678,1.5290871
Sh3kbp1,8.173748,1.5973186,2.9895374429498433e-16,4.517859618018106e-14,0.6645569620253164,0.574982897058294,1.3048323,0.63554525
Sema6d,8.150249,1.3875681,3.6317774835080377e-16,5.4214367212144986e-14,0.7784810126582279,0.7055413531127354,1.9171643,1.1685835
Clcn5,8.0458,2.5471892,8.56834236706112e-16,1.1867595845511974e-13,0.5316455696202531,0.26666186584092466,0.81110495,0.19386072
Igf1r,8.003566,1.2012918,1.2086750108989075e-15,1.6157759971568977e-13,0.740506329113924,0.6871061822633493,1.4249113,0.86421925
Hecw1,7.8454194,1.0174013,4.315088217875982e-15,5.130372584704762e-13,0.740506329113924,0.7144708889929068,1.7007552,1.1669543
Zfp385b,7.795981,1.2143621,6.3910055858076134e-15,7.466361743071763e-13,0.7848101265822784,0.6660425593202031,1.7827523,1.1415546
Dab1,7.711456,0.81918377,1.2439034567970022e-14,1.3811440447989856e-12,0.9177215189873418,0.8775429373852303,3.13289,2.5978544
Nedd4l,7.6937003,0.9339059,1.4293989690801032e-14,1.567671440782954e-12,0.8037974683544303,0.7496489396176143,1.6632426,1.1750898
Dcx,7.667242,1.6797429,1.7573425615299758e-14,1.8812667182593806e-12,0.620253164556962,0.48316710474201563,1.0482318,0.45632875
Nrp2,7.624126,2.0437648,2.4569334781413477e-14,2.5489499057010814e-12,0.5822784810126582,0.44226406941994023,1.1166425,0.40432918
Akt3,7.3642783,0.7435556,1.7810807103767717e-13,1.6389602290350635e-11,0.879746835443038,0.8407806142656536,2.2761097,1.8276614
Plxna4,7.220949,0.91068554,5.162586736915369e-13,4.3080343360532905e-11,0.7848101265822784,0.7464443884348108,1.8818064,1.3763456
Dpysl5,6.9127812,2.6376586,4.752431508784563e-12,3.4890118754382844e-10,0.4620253164556962,0.236488676052281,0.6796137,0.14528458
Cep170,6.8484464,1.0689607,7.465642211329412e-12,5.278994900484771e-10,0.6772151898734177,0.662369927627552,1.1715643,0.72345585
Cdh2,6.778783,0.7434379,1.2119239534908059e-11,8.29973449880032e-10,0.740506329113924,0.7653116336009793,1.6633946,1.2683038
Msra,6.7720547,0.8602846,1.26966158819022e-11,8.586189392822376e-10,0.8227848101265823,0.7411154718611601,1.8452002,1.3700739
Dscaml1,6.763347,0.84984004,1.348394146747498e-11,8.990409608710985e-10,0.7468354430379747,0.7383790011882043,1.6880528,1.2372973
Sbf2,6.689558,0.6818432,2.238454245446326e-11,1.4389297984483918e-09,0.7784810126582279,0.7856551326828215,1.587471,1.2313174
Pcdh15,6.665455,1.1199023,2.6384695923761258e-11,1.683982849100867e-09,0.7848101265822784,0.7426997443560293,2.2768118,1.6142291
Chl1,6.565643,0.9341823,5.180890308686999e-11,3.1783224336625495e-09,0.759493670886076,0.747524574226767,1.6690763,1.1799309
Enox1,6.5606313,0.70031995,5.3580527675170334e-11,3.2720654059814245e-09,0.8354430379746836,0.7864832751233212,1.986862,1.5836437
Ablim3,6.550801,2.1099708,5.722936664995301e-11,3.471225918474577e-09,0.4873417721518987,0.2989594210204155,0.7015341,0.2115192
Cracd,6.477803,1.1783271,9.30676766831654e-11,5.4128321915079096e-09,0.620253164556962,0.5568717819464948,1.0425555,0.5941353
Mllt3,6.4308925,0.9353245,1.2685671605988967e-10,7.181224972805496e-09,0.7784810126582279,0.732762035070032,1.6228939,1.1401119
Map4k4,6.376576,1.117967,1.810908050764427e-10,9.869999862888467e-09,0.6582278481012658,0.6354012890217118,1.1287391,0.6748638
Epha4,6.375087,0.9273382,1.8285918643376548e-10,9.946207164929714e-09,0.7088607594936709,0.7008605480142585,1.6171203,1.1389812
Dock7,6.322438,0.94082695,2.574690023551355e-10,1.356508253584802e-08,0.6582278481012658,0.6560688438411407,1.1614004,0.7622715
Nnat,6.2969737,1.859669,3.0351262103817134e-10,1.574398480172908e-08,0.5253164556962026,0.34144672883736005,0.8995752,0.33782196
Cblb,6.2853227,1.3586975,3.2717307807068093e-10,1.6938613887782653e-08,0.6012658227848101,0.5715263025240341,1.1024072,0.579034
Nfix,6.2526555,1.3568901,4.0353108487803555e-10,2.045826462391097e-08,0.6139240506329114,0.5932380369423541,1.1385646,0.6035437
Sorbs1,6.2380166,0.6975126,4.431536427040285e-10,2.238259093882941e-08,0.7911392405063291,0.7503690634789184,1.5879743,1.2240872
Phf14,6.2066207,0.6434043,5.413596635865017e-10,2.6838254908799447e-08,0.7784810126582279,0.7942966190184712,1.5720222,1.2364112
Plppr1,6.149113,1.743662,7.791729380512088e-10,3.765535403855392e-08,0.5506329113924051,0.4596190544773701,1.0760078,0.4556507
Rbfox1,6.0399065,0.67839175,1.5420377840848774e-09,7.033148944325191e-08,0.9746835443037974,0.9404817628632125,3.8764505,3.4186015
Ptprs,6.039867,0.76035255,1.5424160687285841e-09,7.033148944325191e-08,0.7341772151898734,0.7343463075649012,1.3690438,1.0045449
Dpf3,6.0396686,2.0663836,1.544308848958639e-09,7.033148944325191e-08,0.46835443037974683,0.285493104814028,0.80205005,0.25750425
Marchf1,6.0361314,0.74700767,1.578526666307127e-09,7.164697892512247e-08,0.8987341772151899,0.8366399020631549,2.511479,2.0472689
Tead1,6.0188107,1.565177,1.7570296819490225e-09,7.881700760262143e-08,0.5632911392405063,0.44377632952867896,0.9597051,0.43462938
Maml3,5.874468,1.3067318,4.242033710754253e-09,1.7837784946473674e-07,0.620253164556962,0.5035466100169229,1.1885685,0.65368736
Dleu2,5.8716974,1.0817238,4.313552583226009e-09,1.8110180923637947e-07,0.6582278481012658,0.6561768624203363,1.2870759,0.8059787
Xpr1,5.8714104,1.0474285,4.3210266116212115e-09,1.8113258198792817e-07,0.6329113924050633,0.6350052208979945,1.1205224,0.6930549
Gtdc1,5.8378577,0.72501016,5.287623162566818e-09,2.1527035511844002e-07,0.7468354430379747,0.7298095272386851,1.4435166,1.0843422
Sox4,5.7579193,2.6751828,8.51571270838461e-09,3.379870021776875e-07,0.3924050632911392,0.18280344219205705,0.6098861,0.12358651
Dpysl3,5.726875,1.9482985,1.022976492194758e-08,4.012755962813598e-07,0.47468354430379744,0.3419508155402729,0.72449124,0.24343434
Robo1,5.712631,0.74721086,1.11242455480034e-08,4.325737740591192e-07,0.759493670886076,0.7935404889641018,2.2076905,1.7617211
Zfp608,5.711004,1.016596,1.1231177824803411e-08,4.3610079212784343e-07,0.6772151898734177,0.6598494941129874,1.287081,0.8312144
Fam172a,5.706284,0.60392004,1.1546927595269891e-08,4.4578440299554884e-07,0.7468354430379747,0.794440643790732,1.5314273,1.219343
Sorbs2,5.63061,0.7243397,1.7957352404757734e-08,6.720251519719224e-07,0.8670886075949367,0.7818744824109747,1.9995177,1.5820543
Ezh2,5.5826454,2.2942224,2.368871189921507e-08,8.56683295736082e-07,0.4177215189873418,0.2390451157599107,0.60731894,0.15729508
Slc44a1,5.5770006,0.7506223,2.4470084000391518e-08,8.802023521961447e-07,0.6772151898734177,0.7102941705973428,1.2638981,0.9199479
Syn3,5.5219274,1.4365948,3.353014059585947e-08,1.1777187945238483e-06,0.5443037974683544,0.5093796132934865,1.0054795,0.49488923
2610307P16Rik,5.511355,4.178304,3.5608212604842536e-08,1.2393687470105167e-06,0.2911392405063291,0.04684405717783459,0.5646961,0.04106293
Rgs6,5.410573,1.3005844,6.282340189764411e-08,2.056108171729229e-06,0.5949367088607594,0.5116119972635294,1.3397498,0.76269066
Tut4,5.407565,0.78331745,6.388734384163794e-08,2.088385558424345e-06,0.6645569620253164,0.6941633961041299,1.1481448,0.811183
Fgd4,5.3642216,0.84581375,8.129904133032293e-08,2.566986181604908e-06,0.6329113924050633,0.638065747308537,1.0318544,0.6956432
Akap6,5.2925496,0.5319035,1.206225820088432e-07,3.6705875182079465e-06,0.8544303797468354,0.8260180751089188,1.9319685,1.6258636
Epb41,5.2840257,1.5543047,1.2637557085696917e-07,3.82293935844212e-06,0.4873417721518987,0.3582616209988118,0.70903885,0.30114162
Hnrnpr,5.272889,0.895946,1.3429264346160296e-07,4.02728050202374e-06,0.620253164556962,0.6480754689806647,1.0274986,0.6750445
Cbfa2t2,5.1964383,1.0588347,2.0314295283117778e-07,5.788389334648724e-06,0.6075949367088608,0.6049760558816116,0.9926599,0.5962318
Fam163a,5.1949244,3.4126334,2.0480299702291036e-07,5.8233402433921705e-06,0.2911392405063291,0.0648471537104382,0.4109978,0.04663039
Usp3,5.1706777,1.3362869,2.332466138137558e-07,6.562656034738868e-06,0.5379746835443038,0.4886400460879271,0.8492005,0.42514417
Dock11,5.1611047,1.6962588,2.45496961495277e-07,6.892897968002187e-06,0.4620253164556962,0.3223994527058654,0.72926307,0.2861428
Atp11c,5.120156,1.5608245,3.0528356797129434e-07,8.387494347023189e-06,0.5,0.4302740071292262,0.83907616,0.36843345
Aff2,5.111473,1.1408479,3.196563165435944e-07,8.728826448705673e-06,0.6012658227848101,0.60295970906996,1.2075288,0.72442025
Magi1,5.0883694,0.6719227,3.6115583824038544e-07,9.646379098925604e-06,0.7911392405063291,0.7488568033701797,1.5179638,1.174442
Pcm1,5.013615,0.68000036,5.341676057259874e-07,1.3718296064356421e-05,0.6645569620253164,0.7266049760558816,1.1900355,0.8868962
Tspan18,4.9982142,2.6505837,5.786368624844404e-07,1.4723458802042534e-05,0.34810126582278483,0.1656644942930184,0.57784706,0.11740027
Plppr3,4.99342,2.6503594,5.931928412222235e-07,1.5036878909095419e-05,0.35443037974683544,0.18024700248442732,0.49532014,0.09721958
Zfp638,4.95541,0.5137151,7.21779163405336e-07,1.790785422040755e-05,0.7278481012658228,0.7792100241241493,1.3618045,1.1097122
Sh3rf3,4.946569,0.9155521,7.55328941554952e-07,1.8585795475807287e-05,0.6012658227848101,0.6183703597018687,1.1280053,0.7456069
Fubp1,4.890803,0.684884,1.0042542371010377e-06,2.385880756048177e-05,0.6329113924050633,0.675584200482483,1.0251768,0.7476281
Tmem131l,4.872706,1.679973,1.1008012061879763e-06,2.5946077552869232e-05,0.46835443037974683,0.3986965758110395,0.73180175,0.29019526
Nhsl1,4.8484097,1.835988,1.2445530241895494e-06,2.8878359032792046e-05,0.3924050632911392,0.2150289849854175,0.56276715,0.19196022
Igsf3,4.8404245,2.6420603,1.295620700415643e-06,2.99598349571156e-05,0.33544303797468356,0.15680697079897743,0.4776416,0.09356777
Chd7,4.814847,1.6592302,1.4731280306149948e-06,3.354487303612281e-05,0.4620253164556962,0.32405573758686496,0.8147476,0.33538896
Tia1,4.808445,0.57640123,1.5210882560338046e-06,3.440373858554573e-05,0.6962025316455697,0.7269650379865337,1.2207838,0.95655257
Fut9,4.8065205,0.5960927,1.5357970640891552e-06,3.464892284809035e-05,0.7468354430379747,0.7506931192165053,1.5151966,1.2085679
Islr2,4.76103,2.6965494,1.9260743671376326e-06,4.2041931961810065e-05,0.33544303797468356,0.16184783782810644,0.5024237,0.095937245
Sgip1,4.738841,0.46779135,2.149437990841078e-06,4.6278364434214556e-05,0.8291139240506329,0.8146761242933784,1.8431506,1.5777669
Gpm6a,4.720576,0.35543412,2.3517798228010415e-06,4.987555156958484e-05,0.8860759493670886,0.8923414827350304,2.2120864,1.9958347
Rtn1,4.7132983,0.33738047,2.43739018895077e-06,5.1528461350989135e-05,0.8987341772151899,0.905303712238505,2.0517085,1.8511411
Kif21a,4.71217,0.5491331,2.4509244424642067e-06,5.177385201966449e-05,0.6962025316455697,0.7484607352464624,1.3119931,1.0489117
Pde3b,4.694944,1.104836,2.6668013204981593e-06,5.593829155486772e-05,0.5569620253164557,0.5602563640946243,1.0163243,0.598688
Hsp90ab1,4.6668477,0.54004747,3.0585554527038e-06,6.287940704984783e-05,0.7721518987341772,0.809563244878119,1.4362488,1.1644516
Ptpn4,4.6632857,0.6922882,3.112000120155783e-06,6.378294678000449e-05,0.6518987341772152,0.7080977928203651,1.1893059,0.88128555
Kitl,4.6597733,1.8968894,3.1655790522848636e-06,6.463458140949414e-05,0.41139240506329117,0.2797681201166601,0.66620547,0.22653441
Apc,4.640484,0.32806182,3.475946508565677e-06,7.011913114501482e-05,0.740506329113924,0.8144960933280524,1.5190216,1.3460219
Zfp536,4.5772967,0.96907467,4.710235283563039e-06,9.158033434829151e-05,0.5949367088607594,0.47683001476253917,1.0753093,0.68630815
Fchsd2,4.561307,0.8506294,5.083623407739728e-06,9.77088418926799e-05,0.6392405063291139,0.6449789363770568,1.1391244,0.77834636
Atrx,4.541597,0.43867633,5.5829764419332754e-06,0.00010564406830615993,0.7468354430379747,0.805206495517229,1.4119321,1.1909122
Shroom3,4.536961,3.0626376,5.707063522637181e-06,0.00010784022282226515,0.2721518987341772,0.07694523458034783,0.41300333,0.059403114
Sfpq,4.525666,0.41299722,6.0205501375268175e-06,0.00011336522928895976,0.7088607594936709,0.7642314478090232,1.2688087,1.0716438
Acaca,4.499911,0.70453143,6.798203966070819e-06,0.0001257176466402773,0.6455696202531646,0.6839736434666762,1.1124337,0.81222034
Cald1,4.4642158,1.8131154,8.036256148510628e-06,0.00014588721052404487,0.3860759493670886,0.24433802614049616,0.56199414,0.19442952
Gm26871,4.463691,0.6269283,8.055959878025e-06,0.00014596334586819404,0.8607594936708861,0.799481510819861,2.2921822,1.9111699
Myef2,4.4490175,0.79735047,8.62639554141085e-06,0.00015494067392895022,0.5759493670886076,0.63248478738343,0.9577343,0.654395
Akap9,4.422747,1.0099806,9.745368668061395e-06,0.00017277486821683048,0.5632911392405063,0.6110971087026968,1.000869,0.6175579
Rarb,4.404353,2.596656,1.0609995360755542e-05,0.00018621200218386767,0.34177215189873417,0.19688186368055305,0.6444931,0.13943076
Ptbp2,4.3938203,0.5649391,1.113758530894302e-05,0.0001945818707745767,0.6455696202531646,0.7248046664026212,1.1700172,0.9171168
Ccdc88a,4.3919554,0.36192155,1.1233583119259065e-05,0.0001960041418275916,0.7848101265822784,0.8179166816692471,1.5739211,1.3804669
Zfp292,4.3562603,0.6964685,1.323033993871632e-05,0.0002268661353881988,0.6265822784810127,0.6946674828070428,1.0852858,0.7928385
Ptk2,4.3476768,0.38615832,1.3758717866312712e-05,0.00023472809464623656,0.7531645569620253,0.7978972383249919,1.537622,1.3338286
Smyd3,4.333112,0.5623892,1.4701636469111874e-05,0.0002493895024779268,0.7088607594936709,0.7280812299715551,1.3228201,1.0525501
D430041D05Rik,4.316266,0.63571936,1.5869055935612706e-05,0.0002662219154521204,0.6455696202531646,0.6797969250711122,1.2934822,0.994243
Srrm4,4.2941318,0.9354628,1.7537815062366495e-05,0.00029029603613329785,0.5632911392405063,0.5694019371331869,0.93771344,0.5947728
Clasp2,4.281942,0.33319813,1.8526947371403784e-05,0.00030429038867336165,0.7784810126582279,0.8317070536132215,1.6072022,1.4270121
Bicd1,4.2733583,0.4182412,1.9255077912132578e-05,0.0003139465676571616,0.740506329113924,0.7644834911604796,1.3896698,1.1802342
Fbxl7,4.264181,1.4824978,2.006368483080648e-05,0.0003247657900022712,0.4620253164556962,0.38094552262989234,0.83418185,0.3827269
Kansl1,4.2573586,0.28957418,2.068564558534079e-05,0.00033342729266833056,0.7721518987341772,0.8383681993302848,1.6757958,1.5158335
Dip2c,4.2274275,0.31240532,2.3637852511175044e-05,0.0003747192312538486,0.8291139240506329,0.8393043603499802,1.9735818,1.7900856
Syt9,4.0863795,2.5319788,4.3815725687414755e-05,0.0006295874594763821,0.3037974683544304,0.15461059302199978,0.43579894,0.09024138
Asxl3,4.060203,1.0658818,4.9030057841402955e-05,0.0006930234898466583,0.5189873417721519,0.5336837936125014,0.8432639,0.49006423
Clasp1,4.0369706,0.6803938,5.4145884569159393e-05,0.0007553997499342227,0.6012658227848101,0.6695351600475282,1.0299858,0.75322354
Stau2,4.0137773,0.43675825,5.975469276776842e-05,0.0008233890229076603,0.689873417721519,0.7413315090195514,1.3346959,1.1209499
Scaper,4.012971,0.49863577,5.995927569983076e-05,0.0008257845915194529,0.6645569620253164,0.717999495913297,1.1438488,0.9217986
Rere,4.0105467,0.28018916,6.057828073049672e-05,0.0008321770977650545,0.8544303797468354,0.8534547942246067,1.8230971,1.6629206
Synpr,3.9931076,0.84734815,6.521297122300966e-05,0.0008858809589293578,0.6329113924050633,0.5459979116408022,1.259563,0.8766313
Col11a1,3.9922664,2.1071339,6.544476155059603e-05,0.0008872878741844263,0.33544303797468356,0.19947430958124798,0.56207204,0.16133577
St7,3.9879227,0.5686035,6.665435538184208e-05,0.0008986465274009516,0.6012658227848101,0.6821373276203507,1.1059058,0.8600799
Neurod1,3.9551418,2.6570835,7.648925645846084e-05,0.0010104554184065106,0.2848101265822785,0.13502322399452707,0.40774238,0.07678694
Cntnap5b,3.9280949,0.9285321,8.562143780660691e-05,0.0011108875103155614,0.5886075949367089,0.5964425881251575,1.3278332,0.8988787
Basp1,3.9019384,0.4635742,9.542544204260421e-05,0.0012123317388580497,0.6708860759493671,0.7506211068303749,1.2165518,1.0016259
Spag9,3.8999693,0.39308262,9.620485642854117e-05,0.001221079117730232,0.7088607594936709,0.784178878767148,1.287551,1.0979813
Grik2,3.8995192,0.3735035,9.638390661011505e-05,0.0012227741126599582,0.9367088607594937,0.9167896878263061,2.9124827,2.6695137
Gpr137c,3.8890705,0.96547633,0.00010062891151039044,0.001267650657423437,0.5443037974683544,0.5536672307636914,0.9140141,0.56829333
Ppp1r9a,3.8823123,0.3444311,0.00010346783197185376,0.0012961215128595386,0.7531645569620253,0.8038022539876859,1.4704379,1.29182
Eml5,3.8673766,0.49334472,0.00011001253099514456,0.001369285087773129,0.6708860759493671,0.7194037374428401,1.3140965,1.0761007
Tulp4,3.8461921,0.61507565,0.0001199677447845441,0.001475976786795192,0.6075949367088608,0.6795448817196558,1.0287042,0.7763581
E130307A14Rik,3.8421006,0.55965954,0.00012198580687748687,0.001496693438720581,0.6265822784810127,0.67853670831383,1.0266352,0.79550827
Arhgap21,3.8285646,0.49042222,0.00012889271729899077,0.0015669208298070586,0.6392405063291139,0.7137867713246678,1.157239,0.9370979
Trim2,3.8243299,0.48573565,0.0001311282621197472,0.0015886194292968807,0.7911392405063291,0.7951247614589709,1.5718092,1.3149775
Znrf1,3.779601,0.8126875,0.00015707975985787336,0.0018626359873702813,0.5569620253164557,0.6060922478666331,0.9016143,0.6060866
Thsd7a,3.7506642,0.8647182,0.0001763666815998654,0.002053281080844187,0.5822784810126582,0.5790515968746625,1.2336591,0.8486607
Nell1,3.7294254,0.83687586,0.00019191684455373327,0.0022084820613099843,0.5949367088607594,0.503906671947575,1.1316307,0.77753013
Kcnn2,3.711823,0.634143,0.0002057719154349595,0.0023349203411053045,0.6518987341772152,0.6435026824613833,1.2014213,0.91547054
Mast2,3.6981783,0.6588424,0.0002171523884884047,0.0024444426806382214,0.5886075949367089,0.6459150973967522,0.99576664,0.73287946
St8sia2,3.673778,3.8478024,0.00023899032076481216,0.002657975959830506,0.20253164556962025,0.04021891765383646,0.2835162,0.022511002
Kcnh7,3.6566355,0.5566605,0.0002555472286861723,0.0028074750281210236,0.8227848101265823,0.7969250711122313,2.192376,1.8577616
Tbc1d4,3.6516685,2.1282294,0.0002605420428540837,0.002855124262434433,0.2911392405063291,0.1532423576855219,0.40877616,0.1093092
Fnbp1l,3.6337295,0.8686111,0.00027935367968376265,0.0030315966773435793,0.5316455696202531,0.5254383754005689,0.9086777,0.5939506
Kif5c,3.6327896,0.475405,0.0002803736677358838,0.0030414374049508265,0.620253164556962,0.7073416627659957,1.1192292,0.9096616
Tbl1x,3.6157758,0.9676536,0.0002994495322722136,0.0032223503933337524,0.5253164556962026,0.5510387786699312,0.8717214,0.5372428
Stmn1,3.6032937,1.0251927,0.0003142101924894473,0.003356989213595009,0.4873417721518987,0.43535088035142044,0.7137032,0.41327086
Mndal,3.5982869,3.082447,0.00032032005809610266,0.0034141213649513205,0.22151898734177214,0.0683397544377633,0.31522325,0.042817876
Draxin,3.5960953,6.018269,0.0003230294764389919,0.003438907302660742,0.17088607594936708,0.00594102185575919,0.2276345,0.003936144
Arid2,3.595937,1.0841668,0.0003232260189949257,0.0034396368833242196,0.5,0.541965218017499,0.82492733,0.47283664
