names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DG-PIR Ex IMN (for_DEGs),mean_expr_Rest (for_DEGs)
Ercc8,-2.6745489,-0.27646133,0.007482987767481144,0.04589543056658715,0.08860759493670886,0.22813523926115292,0.10308477,0.12356258
Cpne5,-2.6746676,-1.1410117,0.007480338340924807,0.04588965552982867,0.04430379746835443,0.17264969574766859,0.04666698,0.10016793
Taf4,-2.6772106,-0.30120948,0.00742379802245285,0.04557401253445467,0.06962025316455696,0.20541533143700716,0.089365244,0.10901918
Neurl1b,-2.6774182,-1.2457582,0.007419194980495719,0.045556162962961604,0.02531645569620253,0.15201814712130488,0.030979069,0.07196209
Thap3,-2.679051,-0.3083235,0.007383117206377274,0.04536573504124339,0.10126582278481013,0.24210564217045333,0.11815795,0.1443652
Rab5if,-2.679234,-1.3135873,0.007379081950230095,0.04536168657119255,0.0379746835443038,0.1656644942930184,0.047042064,0.11307943
Dlk2,-2.6792438,-2.0424275,0.007378863884648468,0.04536168657119255,0.006329113924050633,0.13055845605444136,0.015240226,0.061340682
Zfp866,-2.679773,-0.6952207,0.007367205800454534,0.045309411732252995,0.06329113924050633,0.19544161595794476,0.068473876,0.10863222
Gm37814,-2.6807528,-2.3278582,0.007345676467021954,0.045187345849102535,0.0189873417721519,0.14416879703308969,0.012938169,0.063331
Raver1,-2.6807675,-0.3263543,0.007345350699541675,0.045187345849102535,0.08860759493670886,0.22676700392467505,0.09873182,0.12231611
Cox19,-2.682039,-0.5760372,0.007317491354207822,0.04506554955020953,0.05063291139240506,0.18175926259316602,0.06587682,0.09668434
Gm28791,-2.684587,-1.6756788,0.007261949429122048,0.04474399934889003,0.0189873417721519,0.14496093328052426,0.023031063,0.071791366
Add2,-2.6852796,-0.30944154,0.007246916197808065,0.044662275430905216,0.37341772151898733,0.6055161487775897,0.5467153,0.64270884
Nom1,-2.685344,-0.4037303,0.007245521672960838,0.044662275430905216,0.08860759493670886,0.2284592949987398,0.09985908,0.13008669
Stn1,-2.6868627,-1.1098385,0.007212659349916745,0.04448110092546774,0.04430379746835443,0.17290173909912504,0.043834012,0.09231222
Aamdc,-2.6872733,-0.343611,0.0072037977503084435,0.04443664957547931,0.0949367088607595,0.23393223634465127,0.1171861,0.14649072
Hrh2,-2.6873624,-2.2350895,0.007201877247497195,0.04443500382095285,0.012658227848101266,0.13797573182587405,0.015941735,0.07292869
Nin,-2.6914191,-0.4101008,0.0071148735055367755,0.04391836689496282,0.3987341772151899,0.6132214740935441,0.5683154,0.7015624
Errfi1,-2.691439,-0.58580714,0.007114451419864843,0.04391836689496282,0.0759493670886076,0.21135635329276636,0.085693,0.12600371
Wdr82,-2.6922503,-0.3165683,0.007097165251061128,0.04383927133241668,0.10759493670886076,0.2495949303280164,0.12208731,0.1498966
Iftap,-2.693205,-0.28675133,0.0070768706890119585,0.04374407992034767,0.06962025316455696,0.20523530047168112,0.1082094,0.13051076
Gpam,-2.6940858,-0.9557309,0.007058199629854556,0.043638707789735824,0.06329113924050633,0.1951175602203579,0.06850833,0.12886229
Mrpl21,-2.6946003,-0.31801304,0.007047311179267703,0.04358141573922283,0.06962025316455696,0.20329096604615993,0.09773502,0.12043767
Ppp1r8,-2.695743,-0.69696593,0.007023180195406169,0.04346219526728783,0.056962025316455694,0.18975263745364201,0.06432681,0.102291934
Lama4,-2.695936,-3.5323055,0.007019113462458344,0.04344703495421693,0.006329113924050633,0.13113455514348468,0.008706736,0.096378565
Sh3bgrl2,-2.6961143,-0.40431237,0.007015361432216338,0.043433816056141245,0.06962025316455696,0.2060274367191157,0.090830214,0.118528
Wars2,-2.6962428,-0.39085558,0.007012652752858075,0.043427052193891785,0.10126582278481013,0.24325784034853995,0.11842373,0.15258543
Etv3,-2.6964357,-1.1118444,0.007008591494839242,0.04341190720754506,0.04430379746835443,0.17452201778705936,0.04241628,0.089514166
Mrps21,-2.696594,-1.1622148,0.0070052607582975785,0.043411290723121755,0.04430379746835443,0.17329780722284233,0.053853482,0.11674137
Serf2,-2.6974006,-0.33033514,0.006988316871490679,0.04332627465088937,0.12658227848101267,0.2709826090087495,0.17944191,0.220839
Cluh,-2.697455,-0.6291429,0.006987174745892133,0.04332627465088937,0.06329113924050633,0.1971699132250747,0.07097939,0.107750475
Gm20045,-2.6977417,-0.77406335,0.006981155401027778,0.043311855374189884,0.056962025316455694,0.1897166312605768,0.05855576,0.098146826
Akap1,-2.698761,-0.320676,0.006959813977150789,0.0431894229944669,0.0759493670886076,0.21283260720843986,0.093270674,0.115195274
Bloc1s2,-2.6991765,-0.7284063,0.006951128481279031,0.043145489094933605,0.04430379746835443,0.17531415403449394,0.05909763,0.09609557
Zfhx3,-2.7008388,-0.6568106,0.00691648377501006,0.04294036946268954,0.12025316455696203,0.25780434234688365,0.20839663,0.3113737
Lrrc59,-2.701472,-26.101974,0.0069033266458225495,0.04286858954778181,0.0,0.12443740323335614,0.0,0.06954844
Stub1,-2.701581,-0.47344008,0.006901067529987115,0.04286446706674844,0.11392405063291139,0.2579123609260793,0.13472319,0.18251921
Plbd2,-2.701764,-1.9177464,0.006897269605646768,0.042850782497971945,0.0189873417721519,0.145789075721024,0.021022165,0.07721033
Lrrc57,-2.7020311,-1.2607262,0.006891730059050865,0.04282626889146548,0.03164556962025317,0.16026356533323732,0.036404938,0.08511237
Abhd8,-2.7026694,-1.0140872,0.0068785128736701465,0.042763915066061274,0.0379746835443038,0.16753681633240916,0.05210495,0.10257674
C030047K22Rik,-2.7029762,-3.6975667,0.006872168534687341,0.042744251973853904,0.006329113924050633,0.13145861088107155,0.005386871,0.06773209
Naa12,-2.7042031,-1.116233,0.006846843719860548,0.04261632864319039,0.0379746835443038,0.16760882871853958,0.04816925,0.10163315
Rasl10a,-2.704599,-26.374836,0.006838692330723516,0.042575454802256926,0.0,0.12458142800561696,0.0,0.08343957
Tsen15,-2.7048907,-0.5596829,0.006832686269199781,0.04254792121747349,0.056962025316455694,0.19029273034962013,0.06927459,0.10050269
Brpf3,-2.7055438,-0.38584748,0.006819266139946442,0.042474195915707204,0.0759493670886076,0.21380477442120044,0.092326224,0.11900929
Dusp7,-2.7057762,-1.9942703,0.00681449348178194,0.04245431019139363,0.02531645569620253,0.15237820905195693,0.023224564,0.08948703
Fnta,-2.707384,-0.2680038,0.006781573115877996,0.0422786240426083,0.10126582278481013,0.24365390847225724,0.12413346,0.14768481
Ndufa9,-2.7085073,-0.5193633,0.0067586643570286915,0.042145581636890445,0.0759493670886076,0.21193245238180966,0.09555107,0.1342795
Pmpcb,-2.7087297,-1.3752649,0.00675413124246228,0.042127090641820214,0.0379746835443038,0.16692471105030066,0.03667947,0.092505425
Lman1,-2.7089326,-0.38117862,0.0067500034507041754,0.042111119740056,0.08860759493670886,0.22964749936989162,0.10868071,0.13934816
Cycs,-2.7089427,-1.4968474,0.006749802153020445,0.042111119740056,0.04430379746835443,0.1732257948367119,0.05050676,0.13645545
Git1,-2.7097886,-1.1922296,0.0067326111399744135,0.04203189157321387,0.03164556962025317,0.160731645843085,0.041814998,0.09310379
Gm31508,-2.711164,-0.71837515,0.006704747160855481,0.041867663539899326,0.04430379746835443,0.1756382097720808,0.05519787,0.089266434
Nisch,-2.712386,-0.3800771,0.006680077330773568,0.04173301043429104,0.3987341772151899,0.6607136427465524,0.56829965,0.69110703
Pgk1,-2.7137365,-0.25598955,0.006652905641378363,0.041599723324714996,0.12658227848101267,0.27515932740431354,0.17954502,0.21095604
Gab2,-2.7138848,-0.25074747,0.006649925809331385,0.04159299499458434,0.3670886075949367,0.6004752817484608,0.6403028,0.7262594
Sbno2,-2.7140877,-0.75653046,0.006645855312808895,0.041586896193566605,0.056962025316455694,0.18838440211716415,0.061261177,0.10141141
Tuba4a,-2.7148051,-0.5455695,0.0066314776188209626,0.04150659296941982,0.13291139240506328,0.27699564325063913,0.16662644,0.23479052
Ripor1,-2.7156708,-0.87651026,0.006614162478502788,0.04141751242073408,0.056962025316455694,0.1897166312605768,0.056378588,0.101184405
Gxylt1,-2.717452,-0.45545614,0.006578670534458055,0.041214473597782214,0.08227848101265822,0.22078997587585064,0.09296489,0.12538804
Hnmt,-2.7183623,-1.1163034,0.006560596427753671,0.041110826962159785,0.03164556962025317,0.16087567061534583,0.042980585,0.09094552
Rbbp8,-2.7191935,-2.0982842,0.006544132997144679,0.041026797394605116,0.0189873417721519,0.14629316242393692,0.019323282,0.08023985
Naxd,-2.7194507,-0.59385765,0.00653904470904734,0.04100446472161074,0.06329113924050633,0.19767399992798762,0.07676911,0.11371184
Ubxn11,-2.7198613,-0.70019585,0.006530930390627783,0.04097699706150097,0.06329113924050633,0.1982140928239657,0.06367658,0.10149273
Tlcd5,-2.72046,-0.53433496,0.0065191173074811044,0.04092726216168628,0.05063291139240506,0.18442372087999137,0.06621554,0.09453212
Slc25a37,-2.7226863,-0.9924888,0.006475352815159859,0.04068102177772864,0.03164556962025317,0.1611637201598675,0.04520409,0.08801305
St3gal1,-2.7243733,-0.80825573,0.006442365271468828,0.04049271458347775,0.056962025316455694,0.19004068699816368,0.07018508,0.11983995
Sox5,-2.7267232,-0.47946855,0.006396666858250011,0.04023033193999228,0.4873417721518987,0.6212148489540201,0.8543365,1.0584666
4833422C13Rik,-2.7268221,-0.517047,0.006394749129598003,0.04023033193999228,0.05063291139240506,0.18388362798401325,0.07470499,0.105259895
Gabarapl2,-2.7269905,-0.55255806,0.006391490178144796,0.040219986202986106,0.08860759493670886,0.2269470348900011,0.12349899,0.17629825
Dnajb12,-2.7281184,-1.2280214,0.006369674619206618,0.04012969683894064,0.04430379746835443,0.1751341230691679,0.04440558,0.10107723
Adamts9,-2.7282372,-1.1929644,0.0063673821469021254,0.04012466188725613,0.0379746835443038,0.16807690922838728,0.059305806,0.130754
Zfp385a,-2.7287765,-1.5436964,0.006356979842536567,0.04006850771028796,0.03164556962025317,0.16087567061534583,0.03257257,0.092146814
Mtg2,-2.7295036,-0.4639796,0.006342975267301789,0.039989616478742156,0.08227848101265822,0.22129406257876355,0.0887138,0.120409295
Dtwd2,-2.7295134,-0.42314693,0.006342784920468096,0.039989616478742156,0.0759493670886076,0.21337270010441797,0.08862774,0.117126435
Tmed2,-2.7296472,-0.8004762,0.006340215741313105,0.039989616478742156,0.08227848101265822,0.2195657653116336,0.088083014,0.14873981
Cbll1,-2.730127,-0.45398945,0.006330993451850974,0.039942191606300935,0.08860759493670886,0.2300075613005437,0.0973037,0.13101904
Akain1,-2.7302408,-1.2458582,0.006328808494914634,0.03993778399679573,0.02531645569620253,0.154646599215065,0.039230894,0.09065282
Zbbx,-2.7302854,-1.0734651,0.006327953696524125,0.03993778399679573,0.02531645569620253,0.1547546177942606,0.041214455,0.08484401
Polk,-2.7330608,-0.45576876,0.0062748759295766015,0.039625362215681144,0.08227848101265822,0.22140208115795917,0.09779592,0.131823
Sec61a2,-2.7341046,-0.30852246,0.006255016574480641,0.039518527005947525,0.37341772151898733,0.6213228675332158,0.541627,0.636679
Vps26b,-2.7343965,-0.42500988,0.00624947361657719,0.03949279305678012,0.08227848101265822,0.22172613689554604,0.09817303,0.12970479
Mkln1os,-2.7349703,-0.70001256,0.006238588489544103,0.03943327986686663,0.05063291139240506,0.1846757642314478,0.05732652,0.09152975
Bmp1,-2.7349803,-0.6873292,0.006238400964712703,0.03943327986686663,0.06962025316455696,0.20599143052605048,0.08056433,0.12672235
Wdsub1,-2.7356582,-2.2607627,0.0062255675869811325,0.03937876672838583,0.012658227848101266,0.1402081157959169,0.016570669,0.077031024
Borcs7,-2.73594,-1.1319935,0.0062202351578298535,0.039354301551892665,0.0379746835443038,0.16829294638677852,0.045807466,0.09778618
Capns1,-2.73642,-0.69657624,0.006211170125782664,0.039306203787041964,0.06962025316455696,0.2035790155906816,0.081087954,0.12829693
Rpl27a,-2.7372463,-0.38542828,0.006195591181582514,0.039226092141640474,0.25316455696202533,0.42980592661937855,0.33585474,0.41961062
Gm31698,-2.7373006,-2.2025092,0.006194566259704265,0.039226092141640474,0.006329113924050633,0.13325892053433191,0.01801817,0.08036767
Gls2,-2.7383642,-3.3666258,0.0061745643244000906,0.03912061857972894,0.006329113924050633,0.1332229143412667,0.0064310697,0.064427264
Med26,-2.7386067,-0.3405898,0.006170013889227481,0.03910100783102415,0.10126582278481013,0.24567025528390884,0.10860945,0.13564551
Bcan,-2.7393587,-0.8295786,0.0061559174600188,0.03903929717977465,0.06329113924050633,0.19652180174990097,0.106549695,0.1821652
Trmt9b,-2.7398088,-1.0591071,0.006147492035820512,0.038995068697473365,0.04430379746835443,0.17607028408886327,0.05720628,0.11571246
Gas8,-2.741763,-1.1397879,0.006111040382347809,0.03878215755164989,0.0379746835443038,0.16937313217873473,0.039012045,0.08402993
Aasdhppt,-2.7421489,-0.70681226,0.006103865392320293,0.038745774413334814,0.056962025316455694,0.1920570338098153,0.06649873,0.10636625
Fxyd7,-2.7423024,-2.2663677,0.006101015901356844,0.03873683772907807,0.0189873417721519,0.14719331725056709,0.022327332,0.10312259
Sgta,-2.743089,-0.56231314,0.006086419593859004,0.038653295789882164,0.05063291139240506,0.18431570230079575,0.07429859,0.1078587
Tmem266,-2.743559,-1.3484751,0.006077713548016628,0.03861625988063533,0.03164556962025317,0.16238793072408456,0.033486623,0.08315939
Kif9,-2.7445138,-1.7608706,0.006060061063149639,0.03853143416157852,0.0189873417721519,0.14787743491880603,0.022178296,0.07325286
Kcnv1,-2.7446275,-0.76624554,0.006057960482025133,0.03852719482887936,0.056962025316455694,0.19180499045835883,0.064185366,0.106832966
Ddn,-2.7456565,-0.33825874,0.006038993688729179,0.038424759748082654,0.12025316455696203,0.2671659525438375,0.15494972,0.19217642
Crhr1,-2.7457557,-1.3244177,0.006037172780808607,0.0384222720559752,0.0189873417721519,0.14784142872574083,0.029960506,0.07340477
Atg16l2,-2.7458,-0.37301284,0.006036353533628102,0.0384222720559752,0.06962025316455696,0.20833183307528896,0.089758635,0.11477298
Rbsn,-2.7458892,-0.5003537,0.006034715339719303,0.0384222720559752,0.06329113924050633,0.20030245202174773,0.07874802,0.10965889
Inha,-2.7464135,-0.5728676,0.006025076319378927,0.03838396575008816,0.06329113924050633,0.20087855111079106,0.06919441,0.101264834
Zbtb34,-2.747106,-1.0762203,0.0060123667959275885,0.03832794681057516,0.05063291139240506,0.18373960321175242,0.05069627,0.10404418
Endod1,-2.7474575,-0.938533,0.0060059304874202964,0.03829600194517878,0.05063291139240506,0.18305548554351347,0.06820794,0.12688565
Dclk1,-2.747794,-0.3562791,0.005999771956219595,0.03827663101025713,0.7848101265822784,0.8286465272026788,1.6739178,1.8789686
Irak1,-2.7487783,-0.34538516,0.005981781872032745,0.03817826102173868,0.08227848101265822,0.22219421740539372,0.10277569,0.12885171
Phb,-2.749006,-1.2785081,0.005977630282516976,0.03816082815187245,0.03164556962025317,0.16199186260036727,0.039300364,0.09279445
Slc30a6,-2.7504802,-0.5067319,0.005950798034538745,0.038016629383750854,0.06962025316455696,0.2075396968278544,0.081187926,0.11347682
Plat,-2.750787,-1.4720142,0.005945229144897783,0.03799008492827668,0.0379746835443038,0.16930111979260432,0.03479594,0.09369633
Foxp2,-2.7519643,-1.0271555,0.005923895384424656,0.037862766170192796,0.06962025316455696,0.20311093508083392,0.11406186,0.22012669
Stk24,-2.7546804,-0.25169453,0.005874947211640947,0.03762150418894,0.12025316455696203,0.26777805782594605,0.14068632,0.16539323
6030458C11Rik,-2.7548487,-0.27114078,0.005871927835046438,0.037611132521501264,0.10759493670886076,0.2559680265005581,0.12112328,0.1444359
Gm57146,-2.7548537,-0.34364673,0.005871839051031209,0.037611132521501264,0.06962025316455696,0.2080077773377021,0.09051162,0.113519676
Sft2d3,-2.7554424,-1.1539655,0.005861282388889797,0.037560853276763374,0.03164556962025317,0.16303604219925827,0.038580246,0.0839074
Filip1,-2.756788,-0.3836541,0.005837217091243534,0.0374244865764051,0.10126582278481013,0.2450581500018003,0.12035411,0.15431556
Abhd5,-2.756882,-0.9942224,0.005835539392459886,0.0374244865764051,0.04430379746835443,0.17733050084614554,0.049674015,0.09662737
Csnk1g3,-2.756986,-0.36426446,0.005833685599556544,0.0374244865764051,0.3860759493670886,0.6340330536852339,0.53786933,0.65074027
Rpia,-2.7575748,-1.8247136,0.005823190797562651,0.037388085240264865,0.0189873417721519,0.14845353400784936,0.020857641,0.07200556
Ppp1r9b,-2.7578518,-0.2661439,0.00581825795939059,0.03736534210535974,0.12025316455696203,0.2688582436179023,0.15085772,0.17883158
2700062C07Rik,-2.7579706,-0.8824579,0.00581614503936715,0.03736534210535974,0.04430379746835443,0.17740251323227596,0.05282798,0.09531694
Pcx,-2.758579,-0.60191834,0.005805327178067084,0.037312439433554175,0.10126582278481013,0.2410254563784971,0.10615703,0.15698734
Galnt14,-2.759534,-0.35072446,0.0057883893716021645,0.03721800009929413,0.23417721518987342,0.40272926943434273,0.3139253,0.3854515
Cdv3,-2.7602758,-0.52053577,0.005775256059957938,0.03714244383223308,0.10126582278481013,0.24520217477406114,0.116466984,0.16312942
Rhot2,-2.761211,-0.38813433,0.005758746345524117,0.03704513150687887,0.056962025316455694,0.1941453930075973,0.077280626,0.09997902
Polg,-2.762527,-0.3875463,0.00573558254814763,0.0369049576314001,0.08860759493670886,0.23180787095380406,0.10129123,0.13054483
Pgm1,-2.7625813,-0.42134765,0.005734626458491657,0.0369049576314001,0.08860759493670886,0.23112375328556511,0.10574004,0.13920724
Usp35,-2.7630908,-3.526281,0.005725680953892784,0.03685889967204099,0.006329113924050633,0.1343031001332229,0.0062173554,0.06939328
Cbx4,-2.7633038,-0.88673156,0.005721950147803358,0.03684370967444914,0.05063291139240506,0.1851078385482303,0.059201676,0.106850505
Tmem243,-2.7640755,-0.57835984,0.005708433527837688,0.036765486311840526,0.0759493670886076,0.21420084254491772,0.09572526,0.13975923
Ndufs7,-2.7641547,-1.0625654,0.005707048837359093,0.03676538054659286,0.056962025316455694,0.19022071796348972,0.07894879,0.15835306
Sirt5,-2.7645307,-4.0907526,0.005700475693632227,0.03674065288747852,0.006329113924050633,0.13412306916789687,0.004020222,0.06638467
Camk1d,-2.7647285,-0.44582638,0.005697018887611981,0.036727182703966875,0.8734177215189873,0.9544521657725129,2.0517037,2.3259597
Dus4l,-2.7647483,-0.91953963,0.005696673311017063,0.036727182703966875,0.04430379746835443,0.17794260612825405,0.050824624,0.09405527
Rdh10,-2.7653816,-0.6820492,0.0056856248378584434,0.03667132486636015,0.05063291139240506,0.1856119252511432,0.06167288,0.09718472
Nudt9,-2.7656784,-2.1325636,0.005680452522366147,0.03664676093060705,0.0189873417721519,0.14838152162171894,0.021026218,0.08908659
Nelfa,-2.7657378,-0.3099535,0.0056794185687079005,0.03664676093060705,0.08860759493670886,0.2319518957260649,0.104840316,0.12841478
2900093K20Rik,-2.7664106,-0.71282977,0.005667712285535383,0.03658213526599465,0.04430379746835443,0.1782306556727757,0.058417127,0.094035335
Ap2m1,-2.767573,-0.31721482,0.005647535803382817,0.03646942730999671,0.12658227848101267,0.2764915565477262,0.16845024,0.20586629
Pde1b,-2.7687507,-0.36085135,0.005627167810970152,0.036364117143041844,0.08227848101265822,0.22514672523674073,0.10679013,0.1351674
Arhgap39,-2.769661,-0.43682253,0.005611466575297001,0.03628065372891973,0.4620253164556962,0.6834695567637634,0.6970143,0.86040264
Atf4,-2.7702892,-0.5818662,0.005600652376698809,0.03622761900864155,0.04430379746835443,0.17895077953407987,0.071981825,0.10590264
Phldb1,-2.7717092,-0.6287847,0.005576283219202828,0.03608736274084297,0.12025316455696203,0.2624491412522954,0.1720276,0.2548355
Rgma,-2.7718773,-2.4476411,0.0055734026283217565,0.036085086834252406,0.0189873417721519,0.14802145969106686,0.021030797,0.10969969
Clta,-2.7723277,-0.2752027,0.005565699416480001,0.03604491282738434,0.20253164556962025,0.37954128110034924,0.24893898,0.29421273
Mrps18a,-2.7739453,-1.0391247,0.005538097868885878,0.035890004245730384,0.0379746835443038,0.17023728081229972,0.04968172,0.09954982
Prdx5,-2.774747,-0.63515663,0.005524469517443024,0.03582487989769773,0.08227848101265822,0.22032189536600294,0.124502145,0.18724082
Tcaf1,-2.7751327,-0.4336463,0.005517918519490347,0.03579586446612883,0.4430379746835443,0.668274943290246,0.6174651,0.76720893
Elmod3,-2.7751377,-2.5677004,0.005517834577874061,0.03579586446612883,0.006329113924050633,0.13498721780146186,0.012253371,0.0705448
Cep170b,-2.7760282,-1.8187754,0.005502743847256248,0.03571466839994574,0.02531645569620253,0.15533071688330394,0.02485042,0.085045025
Jade1,-2.7760727,-0.6175295,0.005501990289459298,0.03571466839994574,0.05063291139240506,0.1862600367263169,0.06856814,0.10336034
Ccdc77,-2.7765772,-0.8354384,0.005493456474748073,0.03567162287976818,0.05063291139240506,0.18546790047888237,0.058316648,0.101793215
Ndufc2,-2.7768345,-0.53767854,0.0054891105019175285,0.03566063810119052,0.13291139240506328,0.27958808915133404,0.1693913,0.23739992
Dbpht2,-2.7783632,-1.3904259,0.005463349343936035,0.0355083491391473,0.03164556962025317,0.1631440607784539,0.03494248,0.08913025
Zfp706,-2.7786996,-0.2719737,0.005457694893509565,0.035482279648827005,0.14556962025316456,0.2998595758470457,0.19206768,0.22767869
