names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Rpl19,-3.4323921,-0.943959,0.0005982820959719988,0.04580483986282591,0.41509433962264153,1.0761069,0.69559723
Atp5b,-3.4449227,-0.9956913,0.000571222515309468,0.044405959536288335,0.3867924528301887,1.0447222,0.65443766
Rpl37a,-3.4611084,-0.8285257,0.0005379561472948466,0.04247331894188844,0.49528301886792453,1.2876958,0.90738153
Actg1,-3.4668517,-1.033677,0.0005265923755396026,0.042236051961930345,0.33490566037735847,0.92317957,0.55453825
Nrxn2,-3.5723193,-0.8310409,0.00035383382034041453,0.030303767697968043,0.4669811320754717,1.1522354,0.79621947
Cox8a,-3.5796287,-0.792764,0.0003440826480955927,0.030303767697968043,0.5471698113207547,1.3886099,1.0068858
Gja1,-3.6443713,-0.5763601,0.00026804633467634813,0.02418639516284977,0.7641509433962265,1.9181687,1.5883129
ENSMUSG00000095041,-3.7832541,-1.5897315,0.00015479124096834192,0.015336473345353565,0.1792452830188679,0.6840983,0.2823537
Actb,-3.7968292,-0.85689914,0.0001465587365725065,0.014811225918017507,0.5094339622641509,1.3453239,0.9430326
Cd81,-3.8443418,-0.6994758,0.00012087648015119685,0.013278018569652123,0.7028301886792453,1.8159381,1.4277728
Mt1,-3.912217,-0.8746133,9.145274938226835e-05,0.010269127613968932,0.5754716981132075,1.4989963,1.0634899
Eef1a1,-3.948243,-0.9918538,7.87269268036252e-05,0.009220154524717417,0.4481132075471698,1.2441474,0.8073594
Fth1,-3.952942,-0.83302224,7.719619352054568e-05,0.009220154524717417,0.6556603773584906,1.6882027,1.2457157
Gm20713,-3.9780035,-1.3380369,6.949636208122266e-05,0.00856500286820532,0.2688679245283019,0.87990206,0.443403
Ttyh1,-4.011941,-0.73709035,6.022155023227268e-05,0.007607487333091846,0.6886792452830188,1.7537174,1.3520582
Gm35188,-4.038047,-1.6448232,5.389809713671676e-05,0.007167028548206047,0.22641509433962265,0.83049124,0.34638372
Rpsa,-4.062064,-1.289642,4.864070211092526e-05,0.006827262993514037,0.32075471698113206,1.0032492,0.5344365
Rps29,-4.3246884,-1.0491802,1.527474598501227e-05,0.002584990333595879,0.5047169811320755,1.4199327,0.92261297
Tmsb4x,-4.4667044,-0.72040933,7.943382803045586e-06,0.0015437658962995902,0.8726415094339622,2.4673061,2.0214305
Ppia,-4.577393,-0.84954023,4.708067543015879e-06,0.0009962026605657398,0.6650943396226415,1.6862243,1.2358519
Olfm1,-4.6066313,-1.3533107,4.0924453253645104e-06,0.0009399602831394033,0.3584905660377358,1.1278596,0.59753585
Scd2,-4.852026,-0.84997386,1.2220659570695808e-06,0.00036324113418074067,0.7311320754716981,1.9371277,1.4574078
Nrgn,-5.098987,-0.9995236,3.4147604939377707e-07,0.00012221980492992191,0.6886792452830188,1.9207189,1.3645322
Cst3,-5.3297625,-0.9250023,9.834137109994621e-08,4.9691894816802824e-05,0.9292452830188679,3.22997,2.6237402
Rps15,-5.38354,-1.3261555,7.303488169835874e-08,4.1005028580200745e-05,0.4339622641509434,1.3727992,0.7770768
Apoe,-5.7401457,-1.0124881,9.459513716051116e-09,9.559784561441258e-06,0.8962264150943396,3.2062635,2.5448465
Calm1,-6.4220295,-1.0995522,1.3446938414811244e-10,1.6986844952510305e-07,0.8066037735849056,2.3995004,1.7360461
