names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PPP (for_DEGs),mean_expr_Rest (for_DEGs)
Gm29683,-2.8878767,-2.2543135,0.0038785173686273463,0.03379240003080959,0.02252816020025031,0.08241818782825872,0.013919105,0.06473232
Ldlr,-2.8903368,-0.88122696,0.0038482930257128147,0.03353993953970267,0.06382978723404255,0.1256473353656297,0.042803667,0.07747345
Fam122a,-2.8942697,-0.6049834,0.003800416516084275,0.033176475564387416,0.07884856070087609,0.14294634003011716,0.050774135,0.07623828
Dcakd,-2.894731,-0.34662014,0.0037948354884408835,0.033138521148653406,0.23779724655819776,0.31457744151026557,0.16213731,0.20198171
Tdp1,-2.8962107,-0.26998997,0.0037769888345242156,0.033004126823956315,0.21026282853566958,0.2868843427480075,0.13818757,0.1644023
Fgf10,-2.8984265,-0.5697701,0.0037504016375330554,0.03280380598975039,0.07634543178973717,0.1403386344437507,0.053337857,0.07818077
Selenop,-2.8995335,-1.5437801,0.003737185152625495,0.032698848925772406,0.0688360450563204,0.12781430197965254,0.04651305,0.12998883
Tor1aip1,-2.8996265,-0.44969267,0.0037360746769877595,0.032698848925772406,0.23153942428035043,0.30304477173394057,0.16014321,0.2128523
Ndufa13,-2.9005604,-0.7561519,0.003724960040869587,0.03262375368258338,0.22528160200250313,0.28809637492195245,0.1815366,0.289834
Slx4ip,-2.903759,-0.25656703,0.003687117845917965,0.03231339090665875,0.2816020025031289,0.3646380431189628,0.21511775,0.2520975
Cfap97,-2.9049659,-0.39063245,0.003672932775175147,0.03223112464694847,0.1639549436795995,0.23509751349763103,0.10723739,0.13836904
Irak2,-2.9051077,-1.1741627,0.003671267209650244,0.03222703362407777,0.06508135168961202,0.12638190031953575,0.046675716,0.10239982
Xpa,-2.9066072,-0.3300014,0.0036537165626714624,0.032114937533196664,0.15519399249061328,0.2270172990046645,0.112477675,0.13945252
Ten1,-2.908415,-0.6086967,0.0036326585845547483,0.03195074833616566,0.09887359198998748,0.16395489771183017,0.06383614,0.095779784
Idh1,-2.9087765,-0.8698677,0.0036284602569505954,0.03192427213630075,0.06382978723404255,0.12667572630109816,0.045700923,0.082000114
Clu,-2.910001,-0.8653113,0.0036142753616582005,0.031820307656538614,0.22403003754693368,0.2854519410878907,0.16576226,0.28400877
Cacng4,-2.9112632,-1.0779673,0.003599706418256827,0.03172322448624498,0.08385481852315395,0.1450398501487494,0.061332274,0.12533584
Fgf11,-2.913335,-2.0351562,0.0035759076073742352,0.031544529681597405,0.02252816020025031,0.08311602453446947,0.010985667,0.04427987
Gulp1,-2.913457,-2.3982775,0.003574510650876252,0.031542561966845614,0.016270337922403004,0.07668858118779152,0.015300666,0.07814669
Dcp1a,-2.915012,-0.26010588,0.0035567492390887316,0.03140645811840757,0.29161451814768463,0.37580343041833475,0.21246754,0.24958713
Smarcd2,-2.9172745,-0.5624064,0.0035310486294193874,0.031189768794378347,0.08635794743429287,0.15179784772468505,0.056527458,0.08239096
Lcp1,-2.9258566,-1.7791599,0.0034350913984214043,0.03041216009080169,0.03754693366708386,0.09824806258493407,0.0252765,0.08421374
Mndal,-2.9261916,-2.8995278,0.003431394951583099,0.030389447049781766,0.010012515644555695,0.07070187681345723,0.006194643,0.045323994
Frem1,-2.9263403,-2.5863738,0.0034297559663226335,0.030384946526570776,0.02002503128911139,0.08050831894810298,0.011694401,0.06826349
Slc25a13,-2.9280326,-1.7027836,0.0034111413067622986,0.03023000227991523,0.04005006257822278,0.10078231167590994,0.025394602,0.080404334
Srl,-2.9286227,-1.1303432,0.0034046734449797132,0.030182637897263245,0.04005006257822278,0.10203107209755023,0.026224002,0.05653777
mt-Cytb,-2.9297607,-0.6853469,0.0033922312315322898,0.03009219319619433,0.246558197747184,0.31185955118081315,0.20178649,0.30715168
Gcnt2,-2.9315064,-0.26070055,0.00337322392348165,0.02993346328399998,0.1739674593241552,0.24905424762184597,0.12765013,0.15110803
Gna12,-2.9370852,-0.47797,0.003313130950886973,0.029458579963710447,0.2903629536921151,0.3621037940279869,0.21516226,0.28844902
Chchd2,-2.937367,-0.5796088,0.0033101224569231946,0.029441572465251982,0.3867334167709637,0.45855217247585117,0.32587036,0.45470753
Slc35c2,-2.9391637,-0.6766143,0.0032909928965905925,0.02929081786399113,0.08886107634543179,0.1539648143387079,0.05578452,0.08773519
Xrcc4,-2.9411843,-0.2954776,0.0032695984052049684,0.02911004279253065,0.47058823529411764,0.5305762662063392,0.41702184,0.49166906
Rab3gap2,-2.9413218,-0.32497582,0.003268146973867855,0.029106764729144603,0.4355444305381727,0.5004591030961912,0.33796737,0.40791637
Coro2b,-2.9444916,-0.3238245,0.0032348560771617335,0.028820854830632348,0.39173967459324155,0.46556726778565394,0.29839626,0.3612981
Lars2,-2.9466634,-0.30127892,0.0032122273421767477,0.028646713801622706,0.8122653316645807,0.7961214970433761,1.0375885,1.1773083
Tpst2,-2.9490235,-0.38979754,0.0031877975601724835,0.02845018210894996,0.12390488110137672,0.1944026150512359,0.08809758,0.113920584
Arpc1a,-2.9517608,-0.40036356,0.0031596766707857973,0.02822490430319627,0.3591989987484355,0.4393800271789033,0.26630247,0.33841494
Msmo1,-2.9548573,-0.47194022,0.003128136779453163,0.027954867703581646,0.18272841051314143,0.2558122451977816,0.13828819,0.18705773
Gpc3,-2.956206,-1.5265708,0.0031144901487152915,0.027858305691071863,0.0425531914893617,0.10390421273001064,0.026629455,0.07487568
Slc36a1,-2.957588,-0.583287,0.0031005631652419913,0.0277429677822352,0.09637046307884856,0.16314687626253352,0.061557613,0.09087047
Csad,-2.9647238,-0.32825953,0.003029547548238727,0.027134647540391535,0.21526908635794745,0.2919161126822639,0.14829408,0.18290128
Ftl1,-2.9663165,-1.008057,0.003013901532141244,0.027012519736035766,0.1214017521902378,0.1839350644580747,0.08140102,0.15748355
Lmo1,-2.9692557,-1.0597205,0.0029852216934793292,0.026791218070738,0.052565707133917394,0.11602453446946046,0.03215357,0.0658946
Cpne2,-2.969737,-1.3034487,0.002980548492719895,0.026758215168521074,0.04005006257822278,0.10236162632680795,0.024462255,0.05932674
mt-Nd2,-2.9714406,-0.6542001,0.0029640628012001903,0.026636912196738836,0.3854818523153942,0.43849854923421605,0.33727658,0.48935866
Hes1,-2.9736366,-1.8371456,0.0029429344724159986,0.02646474205951067,0.02252816020025031,0.08476879568075807,0.014643232,0.051363602
Gm35438-1,-2.983166,-0.48624223,0.0028528332792211557,0.025749287945136867,0.13642052565707133,0.20376831821353802,0.09009782,0.12404642
Cipc,-2.9865909,-0.37325567,0.0028210707537373067,0.02547393166094536,0.30663329161451813,0.3870422742130973,0.22266556,0.2799356
Slc25a17,-2.9871697,-0.36353916,0.0028157335888731433,0.02544862480088172,0.1414267834793492,0.21449296654056635,0.09850765,0.12503664
Fads1,-2.9888022,-0.5902303,0.0028007328169761705,0.02534715082254958,0.11013767209011265,0.17758107760678737,0.07157748,0.10589877
Trp53bp2,-2.9888623,-0.8066888,0.0028001839073047417,0.02534715082254958,0.12891113892365458,0.1928600286480332,0.07997933,0.13596849
Sri,-2.9914775,-0.57114536,0.002776310450515993,0.02515153803282695,0.10262828535669587,0.1702721563154222,0.06893794,0.10078069
Folh1,-2.9918723,-1.9167643,0.002772722341888448,0.025127503988715886,0.03504380475594493,0.09677893267712197,0.024304684,0.08882825
Cdk6,-2.993629,-1.4134196,0.002756808569199926,0.02500859090290412,0.05006257822277847,0.11264553568149263,0.03390193,0.087875366
Ctss,-2.9941926,-1.4820979,0.00275172260670351,0.02497931974396058,0.07008760951188986,0.13207477871230763,0.053700235,0.14333393
Esr1,-2.9989572,-1.1605496,0.002709053700898271,0.02460172784926392,0.03754693366708386,0.10114959415286297,0.02730048,0.060030513
Ska2,-2.9998643,-0.7287858,0.0027009979704170975,0.02454373198008367,0.06758448060075094,0.13336026738164322,0.04359595,0.07124766
Lamp1,-3.0005322,-0.60657763,0.0026950834142335013,0.02449827176605351,0.2878598247809762,0.3593124472031439,0.20591263,0.29873022
Krcc1,-3.0029676,-0.5193925,0.0026736082467971904,0.024327752655415005,0.13016270337922403,0.19961802622396885,0.093051575,0.13083358
Pinx1,-3.0030165,-0.32499766,0.0026731795637239693,0.024327752655415005,0.16645807259073842,0.2406434788996217,0.10893497,0.13467832
Zfp438,-3.0041611,-0.34084445,0.002663142994800534,0.024248950277970294,0.18648310387984982,0.261321482352077,0.13384825,0.16668926
Cfap47,-3.006446,-0.5194456,0.002643211675468386,0.02407562634570696,0.08385481852315395,0.1509898262753884,0.062361997,0.0882271
Ndst1,-3.0070248,-0.30380228,0.002638182817696518,0.024037969586810932,0.23028785982478098,0.3095823998237044,0.16115376,0.19544557
Inpp5j,-3.0080695,-0.55742043,0.0026291298788121194,0.023963609173569083,0.0951188986232791,0.16270613729018987,0.058596596,0.0850847
Lyn,-3.010108,-0.88178784,0.0026115477892023438,0.02382760240946247,0.1439299123904881,0.208983729386271,0.120390214,0.2116729
Lta4h,-3.0121133,-0.38585314,0.002594357616295032,0.023678800662312337,0.17271589486858574,0.24560179233848753,0.118990585,0.15281104
Gsn,-3.0139832,-1.3071057,0.0025784206852177242,0.023541340065171678,0.08385481852315395,0.14595805634113196,0.057260267,0.13612272
Parn,-3.0142715,-0.30500442,0.002575971015136253,0.023526968448916087,0.26032540675844806,0.34197671429096116,0.1869654,0.22632623
Slc1a4,-3.0143538,-0.60075116,0.0025752741905011654,0.023526968448916087,0.11639549436795996,0.18463290116428546,0.0732358,0.10906117
Slc16a1,-3.0185595,-0.960293,0.002539796516104303,0.023228159424003615,0.06758448060075094,0.13225841995078416,0.041393835,0.07902407
Rcbtb2,-3.0204558,-0.5144904,0.0025239445995773363,0.023091042352959834,0.16270337922403003,0.23403239431446726,0.10600022,0.1481933
Unc5b,-3.0227163,-2.7570353,0.0025051703083477372,0.02292708657537592,0.01877346683354193,0.08120615565431373,0.009141198,0.060227595
Zbtb43,-3.0269065,-0.37393504,0.002470704494193443,0.022634786825427144,0.12891113892365458,0.20057296066404673,0.084479004,0.108165435
Mrnip,-3.0279822,-0.3736554,0.002461925686329739,0.02256205429457029,0.10638297872340426,0.17592830646049876,0.07172284,0.09197738
Rpl24,-3.0298831,-0.6240274,0.0024464831884837847,0.022451162320546208,0.28410513141426785,0.3529951885995519,0.23320799,0.33987966
Myo1e,-3.0306664,-0.8611637,0.0024401482083381385,0.02240067726615845,0.11514392991239049,0.17897675101920887,0.08393221,0.14759572
Wdr11,-3.0388448,-0.3048207,0.0023748723829199085,0.02184622421398766,0.2190237797246558,0.2991515774782385,0.14902613,0.18107988
Kcnmb4,-3.0408323,-0.27982685,0.0023592526708112902,0.021732300056461904,0.27409261576971217,0.3561905461490432,0.21013333,0.24989882
Kcnn2,-3.0450535,-0.2652076,0.0023263898032396656,0.021444286110823264,0.7296620775969962,0.6396958901090829,0.8125379,0.9189342
Colgalt1,-3.045781,-0.28361553,0.0023207681169525513,0.0214071538971902,0.18773466833541927,0.26664707826789585,0.12899864,0.15495063
Rfx4,-3.0484316,-2.5657415,0.0023003917414269907,0.021226485608565673,0.02127659574468085,0.08421787196532854,0.0141832465,0.08118503
Sema3c,-3.0517368,-0.6850342,0.0022752147893428925,0.02102304724540699,0.2528160200250313,0.31777279905975686,0.1932991,0.29478952
Csdc2,-3.0539727,-0.68734336,0.002258325750558801,0.0208957344757283,0.0951188986232791,0.16263268079479928,0.06092841,0.09636832
Tubb4a,-3.056069,-0.67375606,0.0022425966731213247,0.020764497796957267,0.2853566958698373,0.35358284056267675,0.21349849,0.32184067
Eif4ebp2,-3.0596335,-0.4401501,0.00221607923855754,0.020533120393117624,0.13516896120150187,0.2078084254600213,0.08977671,0.119948745
Daam2,-3.0623243,-1.4167371,0.002196253930784209,0.020363472436222115,0.0951188986232791,0.15572777022808243,0.05862866,0.14946012
Qdpr,-3.0652611,-0.9902375,0.0021748000888299848,0.020180874932910913,0.1113892365456821,0.17703015389135784,0.07563478,0.14503285
Srsf9,-3.0657847,-0.313676,0.0021709962245972567,0.020164074854797195,0.1639549436795995,0.24159841333969956,0.1123894,0.13788
Cenpp,-3.0660176,-0.42792115,0.002169305788630297,0.020155341127419117,0.14267834793491865,0.21346457560509788,0.11003653,0.14538358
Lysmd4,-3.0665765,-0.47758946,0.0021652536642629092,0.02012465097154769,0.15769712140175218,0.22947809160024976,0.10203369,0.13939151
Rcbtb1,-3.0668316,-0.4228752,0.002163406787363006,0.020114443036831825,0.24405506883604505,0.3232085797186616,0.1794448,0.23388423
Spock3,-3.0681272,-0.30010492,0.002154050133972187,0.020034381135283028,0.5256570713391739,0.5723730120835935,0.7271145,0.83998007
D030068K23Rik,-3.0682778,-1.0796993,0.002152963075524889,0.020034381135283028,0.03128911138923655,0.09633819370477835,0.021820871,0.045572948
Gm44724,-3.0731645,-3.8614798,0.0021180165108975616,0.01973339238828623,0.0050062578222778474,0.06871855143791089,0.002520451,0.036024723
Dchs2,-3.0761347,-0.50199974,0.002097030688223485,0.019551427686524996,0.10137672090112641,0.1703823410585081,0.08362475,0.11646657
Dgkh,-3.0762677,-0.3050443,0.0020960948023054896,0.019549485365480217,0.7409261576971214,0.6702537921915745,0.8858188,1.0154091
Clip4,-3.0777519,-0.31272608,0.002085685591735759,0.01945915689234022,0.3591989987484355,0.43820472325265364,0.26924956,0.32481316
Tnfrsf25,-3.0798125,-1.3368156,0.002071309573972931,0.019331743054064834,0.02753441802252816,0.09251845594446689,0.016673006,0.041590866
Masp1,-3.0831952,-1.6196971,0.0020479075714653888,0.019126616769299616,0.030037546933667083,0.09464869431079444,0.018840343,0.056802984
Gm45159,-3.0866978,-0.26104808,0.0020239327347381523,0.018929019346472033,0.41802252816020025,0.4832702831747897,0.34865484,0.4053998
Eid1,-3.0915356,-0.48031273,0.001991240845852507,0.01863623877675265,0.34668335419274093,0.42476218459617293,0.26883116,0.35786957
Cnn3,-3.0933878,-0.9985482,0.0019788535172714735,0.018526757494454527,0.07509386733416772,0.14144048187460975,0.046719067,0.09126483
Eya4,-3.0941775,-2.1509464,0.001973593752745206,0.018483954038432795,0.026282853566958697,0.09031476108274875,0.01873649,0.08065497
Slc15a2,-3.0950625,-2.1752665,0.0019677139335098604,0.018441741678901273,0.025031289111389236,0.08921291365188967,0.015398389,0.067740865
Adipor2,-3.1038356,-0.4553365,0.0019102951083665798,0.017941149794411044,0.1939924906132666,0.2693649685973482,0.13446572,0.18009926
Nrbf2,-3.1038578,-0.5687528,0.001910151898749721,0.017941149794411044,0.10763454317897372,0.1778381753406545,0.067988805,0.099257596
Fbxl4,-3.1066327,-0.41975227,0.0018923139454272227,0.017790929221004014,0.19774718397997496,0.2736621735776986,0.12869458,0.16866453
Rps29,-3.1077683,-0.65298915,0.001885057584201978,0.01772891049615231,0.46057571964956195,0.5183457597238036,0.39563596,0.5670984
Ednrb,-3.1078126,-2.4449127,0.0018847746519676562,0.01772891049615231,0.028785982478097622,0.09262864068755279,0.01790287,0.09381602
Abcd3,-3.111253,-0.34788793,0.0018629516881738283,0.017557878590400127,0.3166458072590738,0.4021008557681713,0.23703083,0.2929837
Rffl,-3.1114283,-0.6441412,0.0018618463756781562,0.01755361828577967,0.23529411764705882,0.3065706835126896,0.18010288,0.26880956
Nrros,-3.1138995,-1.6757976,0.0018463240832115627,0.01741338298206202,0.03504380475594493,0.10037830095126161,0.021933695,0.06845411
Necap1,-3.1186109,-0.5142406,0.0018170576213705847,0.017165072080384536,0.17146433041301626,0.24435303191684724,0.11377641,0.15880185
Prox1os,-3.1215522,-2.5350554,0.0017990035396089946,0.017014862762862966,0.016270337922403004,0.08098578616814192,0.009429275,0.05345593
Crppa,-3.1215544,-0.29242557,0.0017989899865994495,0.017014862762862966,0.3829787234042553,0.46611819150108347,0.3300726,0.39132702
Prdx1,-3.121907,-0.80363774,0.001796836251380115,0.017006336764559243,0.14518147684605756,0.2133911191097073,0.09852478,0.16613409
Kcnj10,-3.1268737,-2.1299584,0.001766758465396447,0.016751164419619807,0.03629536921151439,0.10052521394204282,0.020884546,0.08835308
Igf1,-3.1269445,-1.9734299,0.00176633196567935,0.016751164419619807,0.023779724655819776,0.08869871818415544,0.019239187,0.07351427
Sec14l5,-3.127315,-1.5320054,0.0017641077058085073,0.01674239119387387,0.05381727158948686,0.11833841407426451,0.04386554,0.121931866
Lmo7,-3.1313987,-0.30643085,0.0017397576571616215,0.016540003423417778,0.571964956195244,0.5643295258383223,0.56408244,0.6612278
Selenof,-3.132255,-0.511785,0.001734691569932509,0.016499526543039475,0.2002503128911139,0.27869394351195503,0.1452048,0.20116062
Nabp1,-3.1329272,-0.5134101,0.0017307243301967381,0.01647345474756867,0.0951188986232791,0.16568112535350937,0.05934625,0.08367563
Kcnc3,-3.1347792,-0.39789784,0.0017198346454538862,0.016381409756591962,0.3354192740926158,0.4104748962427003,0.24735662,0.3146369
Secisbp2l,-3.1349545,-0.4204996,0.0017188076335496111,0.016377433018963848,0.41051314142678347,0.4910566716861938,0.32765275,0.41798976
0610040J01Rik,-3.135713,-0.85845304,0.0017143680848058372,0.016340926015868337,0.1214017521902378,0.18889337789694055,0.09435357,0.16500787
Tmc7,-3.1389716,-0.58592594,0.0016954184754953664,0.016171776512801026,0.13016270337922403,0.20156462335181988,0.087435976,0.12852533
Diaph3,-3.1423612,-1.174104,0.0016759123701003769,0.016008448412583406,0.07509386733416772,0.1406324604253131,0.048909843,0.10715787
Htr2a,-3.1448987,-0.8413794,0.0016614437078216627,0.015875886354611693,0.08886107634543179,0.15514011826495758,0.05734972,0.100533724
Hectd2os,-3.1491754,-0.45587626,0.0016373192735799054,0.01566207507336848,0.14017521902377972,0.21309729312814485,0.095199965,0.12838905
Gm6145,-3.150595,-3.3582995,0.001629382700765822,0.015597261549546718,0.015018773466833541,0.07995739523267345,0.009079598,0.08941843
Cplx1,-3.1508677,-0.5044546,0.0016278614527104136,0.015588252756353818,0.26282853566958697,0.34160943181400816,0.18893427,0.25851926
Odr4,-3.153401,-0.38163146,0.0016137996231407033,0.015459107263383494,0.2928660826032541,0.37708891908767034,0.20759887,0.26281396
P2ry12,-3.1551578,-0.85766244,0.001604113210294295,0.015382770150109816,0.17146433041301626,0.24277371726594923,0.13656346,0.23519893
Jam2,-3.1561716,-2.1459036,0.0015985483329750076,0.015334878153173314,0.025031289111389236,0.09060858706431116,0.016861754,0.07256032
Lypd6b,-3.1584053,-1.8009607,0.0015863487874348714,0.015234164373972478,0.028785982478097622,0.09464869431079444,0.020000387,0.06802622
Gm34567,-3.1595497,-4.583085,0.0015801308476383663,0.015179876966765428,0.0037546933667083854,0.06919601865794983,0.0017151611,0.040321674
Colec12,-3.1613886,-2.2362342,0.0015701881405219594,0.015096533628473895,0.01877346683354193,0.08465861093767216,0.013403435,0.061638203
