names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PPP (for_DEGs),mean_expr_Rest (for_DEGs)
Gm5820,-2.7475872,-0.52859104,0.00600355254144907,0.04991196064007936,0.1214017521902378,0.18257611929334852,0.0756792,0.10742355
Hrh3,-2.7500894,-1.2275338,0.005957900520917503,0.049547752088224484,0.030037546933667083,0.08792742498255408,0.020719992,0.047861513
Gpd1,-2.755198,-0.80862904,0.005865664350159193,0.04882900210447834,0.06132665832290363,0.12083593491754509,0.03857483,0.0666167
Stk32a,-2.758006,-1.9912139,0.005815510600302569,0.048483639413630174,0.025031289111389236,0.0822345465897822,0.018407445,0.07126006
Psmc5,-2.759142,-0.66697854,0.0057953372870127974,0.04834545572866621,0.1476846057571965,0.212142358688067,0.09950812,0.1536833
Fam162a,-2.7600403,-0.36913356,0.005779424598407028,0.048242665100713525,0.16020025031289112,0.22903735262790612,0.109701514,0.13954623
Ints6l,-2.7616706,-0.3506345,0.005750646609568185,0.04804722462658493,0.45807259073842305,0.5104491864693136,0.3817875,0.46549502
Ippk,-2.761746,-0.28732148,0.005749318515305377,0.04804722462658493,0.2127659574468085,0.2858926800602343,0.14274988,0.1716442
Pcbd2,-2.7654126,-0.2560856,0.0056850823554495415,0.04752898658709682,0.15894868585732166,0.22962500459103097,0.113898404,0.13459235
Tln1,-2.7693079,-0.6133019,0.005617553332712592,0.0470669342220104,0.10387984981226533,0.16670951628897784,0.07467666,0.11208747
Las1l,-2.770348,-0.31952637,0.005599640266673648,0.0469314828339117,0.27284105131414266,0.34480478936349945,0.18937145,0.23125398
Prdm16,-2.775674,-3.1417463,0.005508740802436786,0.04622731585305323,0.012515644555694618,0.06989385536416058,0.008189745,0.070065826
A330102I10Rik,-2.7757916,-0.30604956,0.005506749385416471,0.04622504092038131,0.3579474342928661,0.4184081977448856,0.2865152,0.34371993
Wipf3,-2.7775483,-0.36095664,0.005477068151949383,0.04599025663839997,0.5181476846057572,0.5280420171153635,0.4839346,0.58744943
Fabp5,-2.7792144,-1.032723,0.00544905691150206,0.04576935267648026,0.10888610763454318,0.1672604400044074,0.076980844,0.15161684
Skp2,-2.7813926,-0.26798636,0.00541262482027273,0.04549178258389999,0.1276595744680851,0.1945862562897124,0.08436754,0.10074789
Rab22a,-2.7821622,-0.5420146,0.005399803837601856,0.04539822563090171,0.13141426783479349,0.19521063650053255,0.084437706,0.12069553
Gse1,-2.7837062,-0.29467836,0.005374170599025134,0.04519685884062766,0.5569461827284106,0.5752378154038271,0.4897664,0.57387835
Dusp10,-2.78401,-1.748437,0.005369137937381934,0.045182817531303654,0.03128911138923655,0.08917618540419436,0.020700816,0.067918845
Aamp,-2.7859333,-0.92036724,0.005337387467372979,0.04492969963919547,0.10137672090112641,0.16175120285011202,0.06399872,0.11785726
Dach2,-2.7866962,-1.6005503,0.005324836874651876,0.04483809677903351,0.04005006257822278,0.09791750835567635,0.029001947,0.085479066
Sf3b6,-2.7899148,-0.3988046,0.005272190983379893,0.044450508855794706,0.20275344180225283,0.2734785323392221,0.1366282,0.17648621
Dynll1,-2.7900412,-0.5624023,0.005270132512518322,0.0444471000035679,0.4192740926157697,0.48117677305615747,0.35836735,0.49253348
Srsf2,-2.7908132,-0.33031875,0.0052575807453096165,0.044355163148028065,0.4655819774718398,0.5240753663642708,0.37850395,0.45646128
Kif26b,-2.7926898,-0.27926528,0.005227179515907797,0.044112535676018375,0.34668335419274093,0.408014103647115,0.30966446,0.36498293
Zfp974,-2.793934,-0.47872263,0.00520710750611379,0.04398458933960312,0.10638297872340426,0.16972123259999267,0.063049175,0.08680918
Ifitm10,-2.7942204,-1.0682781,0.005202501876277964,0.043959504847669466,0.08135168961201501,0.14088955815918022,0.054621667,0.11129418
Gspt2,-2.7950034,-0.46070424,0.005189917684272594,0.043880770351291565,0.07509386733416772,0.1375105593712124,0.05209973,0.07101845
Adamts18,-2.7974722,-0.605122,0.005150419918861579,0.04357278849664357,0.05381727158948686,0.11422485033239065,0.047137775,0.0708484
Prpsap2,-2.7981932,-0.36732432,0.005138937783153034,0.043498257901371074,0.18523153942428036,0.2557755169500863,0.12660243,0.16050197
Trdmt1,-2.8027093,-0.382382,0.005067531525319119,0.04296767815882762,0.11639549436795996,0.18180482609174717,0.074393116,0.09591799
Rassf2,-2.8056285,-1.3706473,0.005021855490915533,0.042607280404452275,0.0625782227784731,0.12028501120211554,0.042902853,0.10737813
Nfkbiz,-2.8061807,-0.5456601,0.005013255136753708,0.04254774653334559,0.09261576971214018,0.15514011826495758,0.05532276,0.079762086
Itpk1,-2.8099296,-0.34638637,0.004955234327497979,0.04208190467126128,0.21151439299123906,0.2856723105740625,0.14571661,0.18185292
Abca8a,-2.810096,-1.9794955,0.004952673569845223,0.04207345520763236,0.02753441802252816,0.08579718661622654,0.017102249,0.06580983
Greb1l,-2.812718,-0.26583847,0.004912473781823449,0.04178479598531057,0.38423028785982477,0.4546957064678444,0.35759383,0.4166462
Wdr41,-2.8142927,-0.28553525,0.004888468820081858,0.04159377998594032,0.2928660826032541,0.37286517060271057,0.2113619,0.25221342
Tkt,-2.814958,-0.54955214,0.004878357807472566,0.041534053956523403,0.16896120150187735,0.23542806772688876,0.11753088,0.16766362
Slc25a5,-2.8181436,-1.0101534,0.0048302212865622115,0.04116335108465798,0.1113892365456821,0.17115363426010946,0.077640824,0.15066715
Pank3,-2.8181922,-0.29542297,0.004829487173268178,0.04116335108465798,0.2690863579474343,0.34601682153744445,0.18514852,0.22283784
Trpc7,-2.8195853,-1.0453916,0.004808574100563105,0.041004882920384206,0.03629536921151439,0.09597091122782532,0.026622865,0.05419039
Sccpdh,-2.8245385,-0.62739605,0.004734874868500044,0.04040206024661676,0.12265331664580725,0.18599184632901164,0.085044645,0.12850125
Pla2g4a,-2.8309824,-1.8531393,0.004640527165164852,0.03962216870924041,0.03754693366708386,0.09611782421860653,0.026539398,0.09273106
Gm32647,-2.8324265,-0.49977678,0.004619619076528089,0.03946873277784094,0.3404255319148936,0.3915965769273148,0.41490665,0.5464537
Wwtr1,-2.8356118,-1.7311718,0.004573800555711946,0.03910213838115813,0.03379224030037547,0.09284901017372461,0.023007805,0.0744309
Pabpc4,-2.8369982,-0.28343073,0.004553987519000265,0.03894514469622442,0.2565707133917397,0.3359165534212363,0.18208724,0.21758826
Yipf1,-2.8381805,-0.39186582,0.004537152415890204,0.038825887074831145,0.21401752190237797,0.2850479303632424,0.14174612,0.18216342
P2rx4,-2.838582,-0.54796386,0.0045314482655679925,0.03880907181995345,0.13141426783479349,0.19627575568369632,0.0841624,0.12077721
Lrp8,-2.8410442,-0.33029532,0.004496608866743506,0.0385280230387111,0.33917396745932415,0.40621441951004517,0.23563176,0.2882327
Ssh1,-2.8415298,-0.37437654,0.004489763878920997,0.038481644474196865,0.1702127659574468,0.24031292467036397,0.107133105,0.13678944
Zfp2,-2.84519,-0.31156594,0.004438494813892811,0.03810298902533541,0.13391739674593242,0.20262974253498364,0.08985169,0.11035469
Parvb,-2.8457844,-1.3599862,0.004430217741537806,0.03804408779645921,0.03879849812265332,0.0986520733095824,0.025185121,0.06341294
Extl3,-2.8507752,-0.39913702,0.004361277186125324,0.037507592516281225,0.32540675844806005,0.4035699856759834,0.24423577,0.31102043
Antxr2,-2.8577516,-0.85143775,0.004266543029876723,0.03677959936245991,0.06633291614518148,0.12748374775039484,0.046763543,0.08285042
Gm41505,-2.8583949,-0.5583268,0.004257902268260911,0.036728678635046766,0.07259073842302878,0.13560069049105666,0.04740645,0.069050185
Ivd,-2.8596127,-0.34887758,0.004241587860851964,0.03661145705785168,0.23779724655819776,0.311712638190032,0.1569683,0.19593987
Tbl1xr1,-2.8612895,-0.2620962,0.004219214905994546,0.03643004644089764,0.6207759699624531,0.6516692988577515,0.62532955,0.71390855
Ppp4r4,-2.8644948,-0.2831835,0.004176749378156058,0.03612142123947643,0.41802252816020025,0.47897307819443935,0.35107195,0.4133049
Gm20713,-2.8748627,-2.104362,0.004042032461142207,0.03505791227594936,0.026282853566958697,0.08576045836853123,0.014006992,0.058886547
Hspd1,-2.876218,-0.5961808,0.004024716438154054,0.034930274771705246,0.19774718397997496,0.26694090424945827,0.13758326,0.20128512
Atp6v1a,-2.8767948,-0.38246876,0.0040173683646504465,0.03488903941763332,0.5819774718397998,0.6213317662614317,0.5347978,0.65324074
Anln,-2.8790152,-1.2336875,0.003989191852138978,0.03467796346391923,0.0625782227784731,0.12300290153156793,0.046529524,0.10616719
Lonrf3,-2.8808918,-1.2667334,0.003965518372716851,0.03448332643200705,0.03754693366708386,0.09810114959415286,0.02579626,0.060979813
St3gal4,-2.8815928,-0.7782734,0.0039567085711407655,0.03442318688555552,0.12390488110137672,0.18555110735666802,0.089003034,0.14811514
Rhob,-2.8822093,-0.67605466,0.003948972875641626,0.034372821888075965,0.17146433041301626,0.23634627391927132,0.11687765,0.180732
