names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VIP (DG) (for_DEGs),mean_expr_Rest (for_DEGs)
Trpm3,7.4398484,1.9712417,1.0080096802153867e-13,1.0031563002736088e-10,1.0,0.6851818734575629,2.5764866,1.41071
Pdzrn4,7.420731,1.6407976,1.164755042720834e-13,1.1177488570681718e-10,0.9701492537313433,0.539075074215816,1.4971198,0.7478113
Limch1,7.381378,1.3334197,1.5665935460514206e-13,1.414585423801973e-10,1.0,0.7295682964340642,1.782758,1.0861335
Ablim1,7.380297,1.3301163,1.5793659365113208e-13,1.414585423801973e-10,0.9701492537313433,0.6116098572910333,1.3057184,0.7275719
Sorcs3,7.345049,1.7129858,2.0568407425175558e-13,1.7618996294678556e-10,0.9701492537313433,0.5824600307593262,1.7709686,0.91127366
Cntn6,7.3423805,1.7012597,2.0982801690722506e-13,1.7618996294678556e-10,0.9104477611940298,0.40695303837762437,1.1758276,0.5241923
Lrrtm4,7.31073,1.5618482,2.6569464665896304e-13,2.163398532038284e-10,1.0,0.9198469187023857,4.08579,3.035508
Negr1,7.297426,1.2144054,2.933249386755099e-13,2.3181297359443975e-10,1.0,0.901284023033728,3.346385,2.5500605
Cntn5,7.1994214,1.7694232,6.046861383468258e-13,4.605798817924674e-10,1.0,0.7654422547301406,2.91692,1.8129712
Syt17,7.196655,1.4142436,6.17077623540336e-13,4.605798817924674e-10,0.9552238805970149,0.4362816982009371,0.8278602,0.39435253
Kcnip4,7.1001167,1.3736693,1.2465171535301118e-12,8.910927869860937e-10,1.0,0.9524303444329196,4.632046,3.6952689
Auts2,7.097131,1.0298774,1.273736046033536e-12,8.910927869860937e-10,1.0,0.9043241889910225,3.3607101,2.6823747
Kcnd3,7.0924363,1.3956068,1.3177116635334358e-12,8.910927869860937e-10,1.0,0.6293858864766265,1.4770368,0.82622105
Glis3,7.091514,1.8751706,1.3265244316875232e-12,8.910927869860937e-10,0.835820895522388,0.3329518223112415,1.1782424,0.47807896
Cntnap5a,7.031396,1.6933463,2.0447703828402697e-12,1.3400726874858061e-09,1.0,0.7037805357845417,2.4276645,1.4338591
Sntg1,6.979472,1.2451383,2.9629103605606893e-12,1.895557175911089e-09,1.0,0.8131192102721843,2.678901,1.9057318
Prr16,6.9500823,1.6871965,3.650735481137587e-12,2.2812851715852783e-09,0.9253731343283582,0.5214778783218283,1.4958564,0.73016036
Cntn4,6.9022098,1.734136,5.1199694555502415e-12,3.1266722561507953e-09,0.9850746268656716,0.6494867484530921,2.2096906,1.2350789
Prkar2b,6.865737,1.3994788,6.6148872802447515e-12,3.9498226937817e-09,0.8507462686567164,0.38667334310955326,0.6309129,0.2876737
Magi3,6.856394,1.3958352,7.0620533558807764e-12,4.05193671087296e-09,0.9253731343283582,0.5516649379448478,1.2153358,0.6424851
Sorbs2,6.85588,1.2775898,7.087496293674325e-12,4.05193671087296e-09,1.0,0.7804642512250081,2.3369868,1.5803577
Rgs6,6.7945676,1.6769762,1.0863805302674982e-11,6.0814676767265995e-09,0.9104477611940298,0.5100683143173933,1.5391012,0.76302123
Itga8,6.79137,1.4093891,1.1107378167543912e-11,6.090923497181733e-09,1.0,0.5411495403984405,1.3124112,0.70416963
Egfem1,6.7597876,1.5747069,1.3819416830459125e-11,7.426554604688733e-09,1.0,0.7715225866447298,2.849427,1.8663439
Thrb,6.6998134,1.3463104,2.0868618960065002e-11,1.0994897871704835e-08,0.9701492537313433,0.6914410386637576,1.825257,1.1141142
Abtb3,6.676372,1.9074671,2.4492949943982955e-11,1.2656260865285038e-08,0.6417910447761194,0.15547766372187846,0.45163342,0.14164956
Susd1,6.6398234,1.5966887,3.140588047965121e-11,1.5922188839400528e-08,0.746268656716418,0.27729890196358953,0.46178883,0.17735352
Lrrc4c,6.630246,1.1728331,3.351276100087981e-11,1.6675701631363712e-08,1.0,0.9143030866626131,3.3911567,2.6195807
Galnt14,6.622914,1.3449419,3.521865964766426e-11,1.720591608604979e-08,0.8955223880597015,0.39954934010515397,0.78251344,0.38340428
Kctd16,6.619489,1.4208908,3.604416336998421e-11,1.729476195984778e-08,1.0,0.8028541793340248,2.862227,1.9688629
Tmem196,6.613359,1.622369,3.756960073095303e-11,1.7710441607731716e-08,0.7014925373134329,0.2254014807396545,0.44371828,0.16669933
Cdh13,6.6051345,1.6012591,3.971564444823247e-11,1.8226407381996528e-08,0.9253731343283582,0.5421867734897529,1.5677706,0.8114198
Zfp536,6.6040006,1.4262036,4.002076797684388e-11,1.8226407381996528e-08,0.9402985074626866,0.4752315891126292,1.2940756,0.68572164
Rras2,6.59016,1.2854598,4.393533021433047e-11,1.967570538098433e-08,0.9104477611940298,0.5000894166458028,0.87245554,0.45194957
Igf1,6.5843315,2.7358932,4.5693591552477865e-11,1.9864559425630735e-08,0.5522388059701493,0.085732679995708,0.39976522,0.071181394
Cdon,6.5838704,1.3296268,4.583560418269838e-11,1.9864559425630735e-08,0.8507462686567164,0.40512893880324763,0.663023,0.31791335
Adamts17,6.5711865,1.2534181,4.9915948543978936e-11,2.1289548212328795e-08,0.9850746268656716,0.504917915519153,1.0169,0.5539832
Nhs,6.543943,1.8804603,5.991761062683022e-11,2.515603433660825e-08,0.7014925373134329,0.2686433706498802,0.73612773,0.2588604
Rbms3,6.535416,1.3169847,6.343283445719357e-11,2.6222157874842943e-08,0.9402985074626866,0.5096748810758611,1.2146627,0.66830003
Zfp804a,6.515997,1.5529742,7.220850090901835e-11,2.9397612415535198e-08,0.9701492537313433,0.6592152795164348,1.9133649,1.0880386
Plpp4,6.49341,2.1170058,8.391488974702094e-11,3.3653628171678397e-08,0.6119402985074627,0.15619299688830074,0.44163164,0.12044398
Grb10,6.477785,1.2773136,9.307871335142605e-11,3.6779779819894384e-08,0.835820895522388,0.35423298401230374,0.55441093,0.26671973
Slc2a13,6.47359,1.2948263,9.570143888830168e-11,3.7268082071429944e-08,1.0,0.6608247791408849,1.5863168,0.94924825
Grm8,6.4650025,1.647492,1.0129702187233751e-10,3.888358539585298e-08,0.9253731343283582,0.5133588468829358,1.6449903,0.84781146
Rasgrf2,6.435635,1.2859614,1.2295794972080082e-10,4.653352266194251e-08,0.9402985074626866,0.4904324188991023,1.0522051,0.5678131
Pdzd2,6.4255285,1.2958968,1.3141198210216677e-10,4.90422216539614e-08,0.8955223880597015,0.46164025895060623,0.90154487,0.46751428
Sdk1,6.4203734,1.4207727,1.3594054658138365e-10,5.003729433755861e-08,0.9253731343283582,0.4621767588254229,1.1399142,0.5846003
Il1rapl1,6.416057,1.0226595,1.3984906310967344e-10,5.078032872644494e-08,1.0,0.9241031510425981,3.5346134,2.8554099
Ptprz1,6.388103,1.271741,1.679559455467229e-10,6.017301675787259e-08,0.9552238805970149,0.5655781680317608,1.4208556,0.83323056
Mamld1,6.3817534,1.1934415,1.750715775349439e-10,6.189701695215714e-08,0.8805970149253731,0.42036553524804177,0.6260187,0.32243186
Cdh9,6.3642387,1.4521719,1.962604233151e-10,6.809363903641875e-08,0.9552238805970149,0.5336385421510068,1.4636031,0.7947629
Sema5a,6.363143,1.5561593,1.976666857030392e-10,6.809363903641875e-08,0.8656716417910447,0.4338137987767803,1.2486513,0.6126156
Fat4,6.340843,1.3534706,2.2851086651518671e-10,7.772262004130465e-08,0.7910447761194029,0.3442183196823921,0.5919352,0.2746028
Cntnap5b,6.3365345,1.4059519,2.3499046472216915e-10,7.892742233855855e-08,0.9701492537313433,0.5942272613469723,1.5804968,0.8983949
Pde5a,6.3336244,2.4703693,2.394682205371341e-10,7.943840846707151e-08,0.5522388059701493,0.1051897421223935,0.41443816,0.0886172
Ppfia2,6.2870975,1.1160045,3.2345602721846124e-10,1.0521978681523548e-07,1.0,0.844665402911406,2.7539527,2.0521057
Hecw1,6.2863493,1.1970576,3.25018321759008e-10,1.0521978681523548e-07,1.0,0.7123287671232876,1.8029941,1.166391
Arfgef3,6.272176,1.082758,3.5603723781555337e-10,1.1388953071552285e-07,1.0,0.6660467112557674,1.3049107,0.81923693
Cers4,6.2701273,1.1629776,3.6075311667959726e-10,1.1395217112779275e-07,0.8955223880597015,0.47237025644694014,0.6887847,0.36651736
Grik1,6.2684264,1.5329871,3.6471480152549967e-10,1.1395217112779275e-07,0.9104477611940298,0.498265317071426,1.4516922,0.7561705
Cadm1,6.256513,1.0196917,3.9367978549977317e-10,1.2158822800435523e-07,1.0,0.8575056332486856,2.6643996,2.0267138
Zmat4,6.243277,1.3489945,4.284967942263623e-10,1.3083760069161768e-07,0.9850746268656716,0.5986980936371115,1.5031726,0.86389494
Lyst,6.2101073,1.1187196,5.294838030454515e-10,1.598565144700144e-07,0.9850746268656716,0.6312099860510032,1.19191,0.72081196
4930500G05Rik,6.2027903,1.7696885,5.547077260178368e-10,1.6561107331221416e-07,0.6268656716417911,0.18055009120497872,0.35268357,0.11691097
Cit,6.1978087,1.3148321,5.725467115631768e-10,1.6905857296376443e-07,0.8805970149253731,0.43288386566043136,0.86999744,0.443079
Nrxn3,6.1530733,1.286174,7.599555103604019e-10,2.1955602680811949e-07,1.0,0.9288243499409851,3.9657838,3.1011727
Csmd3,6.151509,0.9327363,7.674927794359808e-10,2.1955602680811949e-07,1.0,0.8991380235344612,3.1669858,2.5580359
Eml5,6.1513877,1.0837862,7.680783967236037e-10,2.1955602680811949e-07,1.0,0.7167638327551057,1.6261109,1.0739192
Rnf217,6.128816,1.1940026,8.853535943682953e-10,2.504152745334326e-07,0.8656716417910447,0.4842805536678708,0.78948694,0.42232013
Kcnk10,6.1143103,1.1573074,9.697556947021156e-10,2.714305782983942e-07,0.8805970149253731,0.446689795772381,0.6918548,0.36962405
Vip,6.1002502,3.6395357,1.0590266653157213e-09,2.9336130409312814e-07,0.47761194029850745,0.051146321399191674,0.49073622,0.04958367
Cacna1c,6.097483,1.188082,1.077513111582384e-09,2.9543650314508835e-07,1.0,0.7823598841160271,2.3474462,1.6392566
Plekha5,6.045431,1.0226445,1.4901116216664274e-09,4.044373664058273e-07,1.0,0.759862656032047,1.8187463,1.2646513
Shisa9,6.0355964,1.3384387,1.583765808901114e-09,4.2555787285172934e-07,1.0,0.6617189455989126,1.8074212,1.1034973
Slc7a14,6.016162,1.1101861,1.7860101625621084e-09,4.7514943631726586e-07,0.9850746268656716,0.5815658643012983,1.0766512,0.63989645
Stxbp6,5.9958806,1.3905224,2.0238570218294737e-09,5.331474331035094e-07,0.8805970149253731,0.4631782252584141,1.2219907,0.6487315
Gad2,5.95971,1.3253837,2.5268601169654853e-09,6.59191566435559e-07,0.6716417910447762,0.22254014807396544,0.5067877,0.233766
Tmem108,5.952113,1.2559748,2.647025084113961e-09,6.838996539436743e-07,1.0,0.6338924854250867,1.5945264,0.97223675
Shank2,5.946194,1.0740516,2.7444857930828872e-09,7.023269834298779e-07,0.9850746268656716,0.6372545513072714,1.2415485,0.7742261
Ptpro,5.9444103,1.2349316,2.7745401581184798e-09,7.033197551758826e-07,0.8208955223880597,0.411566937301048,0.7515277,0.38929904
Pitpnm2,5.9372745,1.1322268,2.897995074948983e-09,7.273514438823483e-07,0.8805970149253731,0.5046317822525841,0.816061,0.454601
Clstn2,5.935838,1.3314149,2.9234817990060896e-09,7.273514438823483e-07,1.0,0.7499552916770986,2.3926196,1.599546
Nopchap1,5.9228516,1.0581528,3.164066438413077e-09,7.799859192675171e-07,0.8955223880597015,0.4305232662112379,0.5872649,0.32479525
Grik2,5.9203115,0.92399275,3.213322730196382e-09,7.849271069125162e-07,1.0,0.9159125862870632,3.2740443,2.6669786
Dgkh,5.913758,1.2218632,3.343895512603154e-09,8.09463715528349e-07,0.9701492537313433,0.6715547766372187,1.6239617,1.0102472
Magi1,5.9055257,1.0637845,3.515236968063972e-09,8.366467477753101e-07,1.0,0.7469508923781251,1.734501,1.1731462
Itga4,5.9053745,1.3198586,3.5184623185191683e-09,8.366467477753101e-07,0.7164179104477612,0.2757609356557817,0.43394244,0.19691765
Pla2g4e,5.901731,1.4877416,3.5970704431664116e-09,8.478358141042234e-07,0.6716417910447762,0.24943667513144246,0.38706806,0.15575138
Kcnip1,5.892123,1.469874,3.81264225609493e-09,8.908321514893109e-07,0.6716417910447762,0.2303372795879681,0.5468591,0.23329343
Zfp804b,5.8572984,1.3222103,4.704575768373302e-09,1.0897581973809535e-06,0.8805970149253731,0.465359991416002,1.2634016,0.70050514
Lrrc3b,5.8332677,1.3779904,5.435225071577371e-09,1.238057963574439e-06,0.746268656716418,0.3165349261418506,0.49830022,0.22195941
Nek10,5.8332148,1.4490511,5.436949746996047e-09,1.238057963574439e-06,0.6417910447761194,0.21535104975142172,0.35045695,0.14299689
Grip1,5.8277645,1.2821635,5.61747222264253e-09,1.2684157867428973e-06,1.0,0.7791051182088058,2.407884,1.6403917
Grm7,5.8214226,1.0397685,5.834885767633858e-09,1.306528171469348e-06,1.0,0.8918416252369541,3.3697715,2.684729
Gnal,5.805722,0.99853027,6.408918104377743e-09,1.4232035492944624e-06,0.8656716417910447,0.40459243892843094,0.57236004,0.32686657
2610316D01Rik,5.799017,1.2933512,6.670471941883943e-09,1.4691441072001768e-06,0.7164179104477612,0.2957544976572839,0.4757637,0.22200088
Calb1,5.7969155,1.0187517,6.754563020271363e-09,1.4755699866235084e-06,0.7910447761194029,0.3373511212847384,0.54620874,0.30649498
Lrrtm3,5.7900143,1.2698934,7.038049151152469e-09,1.525099844286023e-06,1.0,0.6252727207696985,1.6147809,0.9820303
Zbtb16,5.787217,1.1584363,7.1561995347889695e-09,1.5377328046746451e-06,1.0,0.5770950320111592,1.1489693,0.67569965
Grid2,5.7859397,1.2283461,7.210805113100308e-09,1.5377328046746451e-06,1.0,0.8110805107478808,2.5210946,1.7721727
Sergef,5.7724166,1.0443913,7.814271197569432e-09,1.653302890383391e-06,0.9402985074626866,0.4943667513144247,0.7330479,0.42155075
Il1rap,5.7676163,1.1938037,8.040058202538223e-09,1.6877840929859536e-06,0.9552238805970149,0.6385779176651526,1.4850129,0.91343486
Gabra1,5.765893,1.0202436,8.122665740403336e-09,1.6919071972452531e-06,1.0,0.6188704889302192,1.1179221,0.70057094
Lrfn2,5.7468286,1.0681474,9.09328107483913e-09,1.8695863898299116e-06,0.9701492537313433,0.5540255373940413,0.9263266,0.5466314
Dab1,5.746428,1.1642276,9.114842466234403e-09,1.8695863898299116e-06,1.0,0.8764977288171966,3.3604903,2.5956993
Mlip,5.745022,1.1271597,9.190904717731555e-09,1.870906134586719e-06,0.9701492537313433,0.5861439965664008,1.2246891,0.74202466
Mef2c,5.7393527,1.263523,9.5039159773287e-09,1.920076859479866e-06,1.0,0.779176651525448,2.2456253,1.50809
Usp29,5.733298,1.1540895,9.849652546302696e-09,1.975075850142936e-06,0.9253731343283582,0.5574949032511892,1.085303,0.63173825
Foxo1,5.7138934,1.0307717,1.1042023703500084e-08,2.197771680837387e-06,0.7910447761194029,0.33896062090918844,0.54946095,0.30633107
Pitpnm3,5.7089043,1.2598678,1.1370582276353868e-08,2.2465260718060914e-06,0.7313432835820896,0.3174648592581995,0.4494368,0.21264702
Kirrel3,5.706077,1.3940359,1.156096223147622e-08,2.267467555910701e-06,1.0,0.7712006867198398,2.6134493,1.7598908
Dlgap3,5.6866956,1.0527647,1.2952115329810186e-08,2.5017680673051777e-06,0.8955223880597015,0.5116420472835222,0.7654189,0.44102514
Sobp,5.6856446,1.045961,1.3032008547305068e-08,2.5017680673051777e-06,0.9850746268656716,0.7379019278228836,1.7176399,1.1675189
Rgs17,5.685607,1.0494667,1.3034891307135277e-08,2.5017680673051777e-06,0.9253731343283582,0.539075074215816,0.9112509,0.5415378
Kcnc2,5.666467,1.3733935,1.4577181637004436e-08,2.777935252385172e-06,0.9701492537313433,0.6017382595944061,1.7490093,1.0413313
Gm5087,5.6632996,2.0211723,1.4848939727309763e-08,2.809795848400094e-06,0.5522388059701493,0.16034192925354984,0.40380317,0.11561654
Prkd1,5.6511145,1.23023,1.5941093760460572e-08,2.9953649604445844e-06,0.8507462686567164,0.5050252154941164,1.0991986,0.61694014
Nrxn1,5.648582,0.7406662,1.6177659642061825e-08,3.0187063512652863e-06,1.0,0.9666297077864016,4.1224823,3.6199017
Pde7b,5.642013,1.1673737,1.680732375951788e-08,3.114570961505141e-06,0.835820895522388,0.4201867019564362,0.86990803,0.48081806
Ccdc85a,5.638823,1.1321104,1.71216213549774e-08,3.1510819575907037e-06,1.0,0.6914768053220788,1.6878754,1.1023139
Gm20754,5.5976787,1.3657665,2.172409570880995e-08,3.970928242828049e-06,1.0,0.7433026932293716,2.4110506,1.5967158
4930570G19Rik,5.5961666,1.0846714,2.19142867111285e-08,3.978627594108262e-06,0.8059701492537313,0.39143030866626133,0.5145912,0.27558243
Adcyap1r1,5.5893106,1.1845481,2.2797281338854564e-08,4.111160735402833e-06,0.7014925373134329,0.30001072999749634,0.41125527,0.20197216
Nwd2,5.582326,1.2210768,2.373230419987835e-08,4.251246759004875e-06,0.8805970149253731,0.5315640759683823,1.1557041,0.6593487
Pcdh19,5.5785084,1.0182494,2.4258950315971605e-08,4.316807913842099e-06,0.9253731343283582,0.5098894810257878,0.8757672,0.5256476
Trank1,5.5724387,1.04626,2.5119807535982352e-08,4.440587029551617e-06,0.9850746268656716,0.6172609893057691,1.1626015,0.72485805
Rgs7,5.5640707,1.0451039,2.6355327966443773e-08,4.62854681345323e-06,1.0,0.8060374119246039,2.434715,1.7994034
Ppm1l,5.553148,1.0206684,2.8057101769502017e-08,4.895417691860514e-06,0.9850746268656716,0.6732358095783111,1.3909136,0.9113971
Gpc6,5.5489297,1.4046607,2.8742395175325286e-08,4.982633279748325e-06,0.8955223880597015,0.5503415715869666,1.6326877,0.93814903
Arhgap20,5.545377,1.0050799,2.933219010240198e-08,5.026612428462788e-06,0.9253731343283582,0.5291677098608677,0.82531667,0.49411526
Wnt5b,5.54515,2.7042983,2.9370232648628875e-08,5.026612428462788e-06,0.4626865671641791,0.0758610822990808,0.26492584,0.045491505
Rimklb,5.519396,1.0924716,3.4016707822940196e-08,5.784993286091159e-06,0.746268656716418,0.3275868235630745,0.41510636,0.21615405
Ahcyl2,5.517408,1.0790701,3.4403644086045935e-08,5.813999475421725e-06,0.9701492537313433,0.7452698594370328,1.7945473,1.2162758
Pgbd5,5.5085106,0.98190784,3.61882302180772e-08,6.047916553304273e-06,0.9104477611940298,0.5312064093851712,0.81335884,0.49204394
Lrfn5,5.508269,1.0469118,3.623798158101928e-08,6.047916553304273e-06,1.0,0.8571479666654744,2.9506571,2.2792583
Fnbp1l,5.497225,1.0426314,3.858146695659541e-08,6.364752685266714e-06,0.9701492537313433,0.5231589112629207,0.9819586,0.59362197
Bend6,5.495796,0.9787187,3.8895160421959445e-08,6.364752685266714e-06,0.8805970149253731,0.46503809149111197,0.6504222,0.38184452
Robo1,5.495441,1.1913172,3.8973552033879715e-08,6.364752685266714e-06,0.9850746268656716,0.791516148646232,2.4842398,1.76017
Uggt2,5.494942,0.99163246,3.908389255932295e-08,6.364752685266714e-06,0.9850746268656716,0.6072105583175363,1.0358534,0.6492167
Gm42303,5.4899077,2.392985,4.0214416168012875e-08,6.509405797798229e-06,0.4925373134328358,0.11413140670267177,0.27956536,0.059598867
Tmem117,5.48612,1.0175422,4.1085689142052195e-08,6.610613576328997e-06,0.8955223880597015,0.5171858793232949,0.8340183,0.4967718
Ryr2,5.480149,1.1286544,4.249685926575807e-08,6.7969679075649964e-06,1.0,0.8030330126256304,2.5904152,1.8933325
Dlgap1,5.47299,0.8950872,4.4250475525652333e-08,7.0355637714454335e-06,1.0,0.9182731857362567,3.5289383,2.9334276
Gabrb2,5.469384,1.1138448,4.5160132571016036e-08,7.137957424607064e-06,1.0,0.7191959655209413,1.8035417,1.2069156
Pam,5.4679027,1.1083081,4.5539144015868396e-08,7.155770758516865e-06,1.0,0.7283879967094674,1.8132415,1.217766
Sgsm2,5.446858,0.976299,5.126733465659286e-08,8.009030710596803e-06,0.8656716417910447,0.4371758646589649,0.55595636,0.3206064
Scn3a,5.4407277,1.010439,5.306339926565406e-08,8.24169675299494e-06,0.9701492537313433,0.6357881183161057,1.1669035,0.74100375
Necab1,5.4205523,1.1567259,5.9415228482666604e-08,9.175213731777308e-06,0.8059701492537313,0.4068099717443399,0.8097019,0.44431505
Gm56750,5.406802,1.3845814,6.415998704577604e-08,9.851307725257156e-06,0.582089552238806,0.17657999213133516,0.37301636,0.15969905
Ankrd13a,5.40557,1.2586768,6.460265023451968e-08,9.862915976145135e-06,0.6417910447761194,0.25025930827282805,0.32367662,0.14818875
Ptpre,5.394851,0.89935446,6.858044020779703e-08,1.0411053267703424e-05,0.9701492537313433,0.5418648735648628,0.84183013,0.53533167
Kcnh1,5.392621,1.023265,6.943729428643564e-08,1.048191065998048e-05,0.8955223880597015,0.5148252798741013,0.87843525,0.52609587
Cemip,5.3913207,0.97362435,6.994166001383539e-08,1.0499063712691378e-05,0.7761194029850746,0.34464751958224543,0.52286845,0.29993162
Mras,5.381751,0.8602875,7.376477392037524e-08,1.1011441529113792e-05,0.8805970149253731,0.43753353124217603,0.547894,0.33782685
Slc4a4,5.379521,1.159953,7.468428304179066e-08,1.1087108758745388e-05,0.8955223880597015,0.5057763153188598,1.2749945,0.7673413
Sorcs1,5.368674,1.1338384,7.931782345652747e-08,1.1704993359036063e-05,0.8805970149253731,0.46321399191673523,1.1141762,0.65899557
Ube2n,5.3677664,0.7920263,7.97176696949609e-08,1.1704993359036063e-05,0.8656716417910447,0.44085983046603955,0.5263002,0.33649465
Fgf13,5.36599,0.9461017,8.050636373674965e-08,1.1756554313078605e-05,0.9701492537313433,0.6370041846990235,1.2988387,0.86846364
Klhl32,5.356133,0.9545797,8.502196841524411e-08,1.2348866439554644e-05,0.9253731343283582,0.5153260130905969,0.8093263,0.49660304
Cd200,5.3482866,1.016409,8.879082944026276e-08,1.282693326376269e-05,0.7164179104477612,0.3079151614864623,0.37817645,0.20474462
Tsga10,5.3450737,1.0091643,9.038019007973244e-08,1.298671501306102e-05,0.835820895522388,0.5085661146679066,0.751175,0.4422465
Pcdh10,5.3329415,0.94552106,9.663450609533852e-08,1.3811538185009287e-05,0.8805970149253731,0.49951715011266495,0.82167566,0.50782627
Grm1,5.3211794,1.1398418,1.0309671222872739e-07,1.4657188664475688e-05,1.0,0.6864694731571229,1.8094857,1.1992826
Sema6a,5.3172483,0.8454091,1.0534811436834553e-07,1.4898441226723391e-05,0.8208955223880597,0.3868521764011588,0.63320655,0.39997965
Adcy8,5.313348,1.0932125,1.0762919973398029e-07,1.514134343901597e-05,0.9402985074626866,0.5553131370936013,1.1379242,0.69004893
Sncaip,5.3093266,1.1480361,1.1003104001910857e-07,1.5398614819340872e-05,0.6268656716417911,0.22386351443184663,0.3592589,0.17819302
Macrod2,5.308011,0.8924384,1.1082780127839262e-07,1.5429756582126475e-05,1.0,0.8869773597052827,3.122476,2.5409033
Pdzrn3,5.2879944,1.2640581,1.236646473460639e-07,1.7128191104065653e-05,0.7761194029850746,0.39146607532458244,0.97490156,0.52318484
Cyp7b1,5.2839956,1.0375144,1.263961700071094e-07,1.741674404149246e-05,0.8805970149253731,0.5217282449300762,0.94815767,0.5710838
A830082K12Rik,5.2824235,1.011209,1.2748610082067032e-07,1.747730371965006e-05,0.9253731343283582,0.5332808755677957,0.88632226,0.53507686
Lgi1,5.276875,0.9761097,1.314054307663292e-07,1.7923167130412518e-05,1.0,0.6676562108802174,1.2930956,0.8519005
Pcdh7,5.2755747,1.1710727,1.3234057624849107e-07,1.795955193836846e-05,1.0,0.783933617082156,2.3817532,1.6794592
Tmem164,5.274373,0.97112757,1.3321076623437032e-07,1.7984110232788673e-05,0.746268656716418,0.33184305590328694,0.5000749,0.28591585
Ercc6,5.273481,0.9709389,1.3386014315436302e-07,1.7984110232788673e-05,0.8208955223880597,0.4119603705425802,0.49676827,0.2838595
Ptprk,5.2684164,1.1870632,1.3760574321076688e-07,1.8395354826235352e-05,0.9850746268656716,0.6770986086769913,1.7688954,1.1430807
