names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VIP (DG) (for_DEGs),mean_expr_Rest (for_DEGs)
Hsp90aa1,-3.0404794,-1.0492191,0.002362017528541458,0.02886194224279626,0.8656716417910447,0.7951285811366644,0.6903789,1.1177505
Hsp90ab1,-3.0567846,-1.0277914,0.002237249437965667,0.027921454899274258,0.8955223880597015,0.8087914446153296,0.7371682,1.1701345
Hspa8,-3.094626,-1.4820669,0.0019706130839394413,0.02561701672252191,0.6865671641791045,0.6710898100790443,0.39138046,0.84935313
Cpe,-3.790591,-0.49104998,0.0001502892193234612,0.00415460012677099,1.0,0.8447727028863693,1.2680143,1.5237162
Slc8a1,-3.9520926,-0.3542508,7.74707083261032e-05,0.002573100040447952,0.9850746268656716,0.8755677957008476,2.0372953,2.2540455
