names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA3 (for_DEGs),mean_expr_Rest (for_DEGs)
Hint1,5.648564,-0.2816978,1.6179370269313098e-08,7.739712998690456e-08,0.4262295081967213,0.29318924539512775,0.21955699,0.26118377
Ndufc2,5.533765,-0.28935656,3.134291573068986e-08,1.4661980252152448e-07,0.4034608378870674,0.27324717765894235,0.19948857,0.238869
Myl6,5.4940405,-0.37579134,3.928406309518183e-08,1.8252857952058376e-07,0.5355191256830601,0.37767379679144386,0.28661057,0.35813943
Pla2g7,5.3136306,-0.2829573,1.0746231528531866e-07,4.857860719576904e-07,0.23041894353369763,0.12448009506833037,0.10832144,0.13032287
Eef2,5.3034267,-0.2768969,1.1364896612146992e-07,5.132349108712432e-07,0.43897996357012753,0.30510992275698157,0.20324625,0.24142405
Zmat2,5.2760353,-0.30204418,1.32008654912316e-07,5.933543923542875e-07,0.4553734061930783,0.31888740344622696,0.22465557,0.27045032
Rpl36,5.2592516,-0.32518286,1.4464283121014853e-07,6.484072196557709e-07,0.4371584699453552,0.30514705882352944,0.23095593,0.28178045
Rrp1,5.225005,-0.2755217,1.7415035620167884e-07,7.764095024289217e-07,0.4007285974499089,0.27833481877599525,0.18531956,0.2202972
Atp5l,5.206317,-0.2753238,1.9262569817145457e-07,8.556542420014853e-07,0.6338797814207651,0.4561423054070113,0.35336342,0.414074
Prdx5,5.1701884,-0.3373524,2.338580872575535e-07,1.03097076367686e-06,0.32786885245901637,0.21479500891265596,0.1522105,0.18873064
Rps20,5.1538787,-0.3617603,2.551532701889771e-07,1.123008742011108e-06,0.42805100182149364,0.29723707664884136,0.20925978,0.26167235
Spcs1,5.1406455,-0.35260445,2.7379652952243355e-07,1.2021099261875474e-06,0.2941712204007286,0.18363784907902556,0.13025007,0.1635029
Dad1,5.12178,-0.29337844,3.026647960289872e-07,1.3260399591225967e-06,0.3296903460837887,0.21802584670231728,0.14589393,0.1760472
Atp5md,5.1185875,-0.4003347,3.0783267888260796e-07,1.3482419040873147e-06,0.5182149362477231,0.37046939988116456,0.29191485,0.36977
Atxn7l3b,5.1112275,-0.25361156,3.2007189456625685e-07,1.3984279360968003e-06,0.575591985428051,0.41536690433749257,0.32354677,0.37530792
Rpl29,5.068137,-0.37194914,4.0172740831027114e-07,1.747800430909486e-06,0.3652094717668488,0.2454693998811646,0.17763734,0.22439308
Tmbim6,5.0493617,-0.32092103,4.432889596674918e-07,1.9236392678077365e-06,0.4872495446265938,0.3471108140225787,0.23393899,0.28459907
Tma7,5.040257,-0.28325036,4.6490660419178617e-07,2.015170262079899e-06,0.3970856102003643,0.27703505644682114,0.1869612,0.22328518
Rpl17,5.001827,-0.35486594,5.678966586983625e-07,2.4481603111222525e-06,0.6229508196721312,0.44812091503267976,0.36629,0.44835708
Ndufab1,4.999781,-0.25813207,5.739541483530361e-07,2.4730833813736498e-06,0.3679417122040073,0.2552361853832442,0.16681169,0.19647008
Hspd1,4.9226556,-0.30494565,8.537769546443953e-07,3.6362318546988273e-06,0.3761384335154827,0.26043523469994057,0.16556638,0.20085134
Uqcrh,4.905025,-0.38812357,9.341540120592501e-07,3.961603267681826e-06,0.4872495446265938,0.34759358288770054,0.24858266,0.3143151
Grcc10,4.900453,-0.31696427,9.56159756480542e-07,4.049812839948324e-06,0.37522768670309653,0.26143790849673204,0.17767979,0.21689893
Ndufa5,4.858795,-0.4422168,1.181021538678259e-06,4.968537458006078e-06,0.3806921675774135,0.2618092691622103,0.17654145,0.23296805
Rabac1,4.856179,-0.35756758,1.1967246602981177e-06,5.033024201316391e-06,0.3870673952641166,0.27061051693404636,0.18765847,0.2346615
Psmc5,4.845016,-0.29385984,1.266014787803927e-06,5.314453577299097e-06,0.3105646630236794,0.20621657754010694,0.12665686,0.15317784
Wasf2,4.830959,-0.26659122,1.3587706241171976e-06,5.6922617196802465e-06,0.42714025500910746,0.3036616161616162,0.2098204,0.24751578
Cisd1,4.79014,-0.32556558,1.6666467338437993e-06,6.941993138797533e-06,0.34972677595628415,0.24008467023172905,0.15949114,0.19613206
Naca,4.78749,-0.33222532,1.6888021318530325e-06,7.026651174185659e-06,0.40710382513661203,0.28880718954248363,0.18681902,0.2300006
Nedd8,4.779276,-0.33452,1.7592755997040247e-06,7.3119466920413214e-06,0.39617486338797814,0.2790032679738562,0.18013187,0.22224908
Pebp1,4.74173,-0.448522,2.1190078474815418e-06,8.758305008741582e-06,0.4353369763205829,0.3066325014854427,0.23141532,0.3040445
Rps18,4.7361703,-0.37845612,2.1779443949333425e-06,8.989457126245609e-06,0.3797814207650273,0.26433452168746285,0.18117668,0.2296856
Tecr,4.7233005,-0.26502246,2.3204744866231906e-06,9.5645266843941e-06,0.6366120218579235,0.4691399286987522,0.3648958,0.42472127
Ttyh2,4.707352,-0.35255134,2.509550716552459e-06,1.0315378270424441e-05,0.22495446265938068,0.1298648247177659,0.09171575,0.11568535
Mdh1,4.6626463,-0.29027975,3.1216868640413584e-06,1.2743805231964645e-05,0.644808743169399,0.46965983363042185,0.37759188,0.44533724
Ndufb9,4.6509185,-0.43954998,3.304602233937336e-06,1.345781479628618e-05,0.4089253187613843,0.28940136660724897,0.19707558,0.25883877
Rps15,4.6472993,-0.3703969,3.3630890301582938e-06,1.3687701036103204e-05,0.6493624772313297,0.47448752228163993,0.39224383,0.4829733
Rps26,4.641563,-0.3508533,3.4578396504210963e-06,1.4058428114210147e-05,0.4663023679417122,0.3381981580510992,0.24566309,0.30390108
