names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Immature GC (for_DEGs),mean_expr_Rest (for_DEGs)
Cdh9,25.323044,2.2872822,1.7809386131584863e-141,1.993909188982022e-138,0.9801192842942346,0.5265051048214221,1.9059131,0.77608466
Lrrtm4,25.072603,1.8456093,9.899229861121706e-139,1.0639692254733609e-135,1.0,0.9185771899865567,4.258951,3.015704
Frmd4b,24.994038,2.0873036,7.097717646627729e-138,7.335218198649502e-135,0.974155069582505,0.5599680267412709,1.6925479,0.7145401
Tmem108,24.991404,1.9459121,7.581341234585048e-138,7.544838480492601e-135,0.9880715705765407,0.628310867274643,1.96917,0.955532
Ppp3ca,24.98836,1.207594,8.181700669248775e-138,7.851510606525521e-135,1.0,0.9386694764378883,3.3593292,2.5667953
Pip5k1b,24.969545,2.0073137,1.309977965801525e-137,1.2137623427961025e-134,0.9701789264413518,0.585292300984631,1.7463311,0.778131
Vav3,24.740112,2.2142355,3.961336078097806e-135,3.5480366806162683e-132,0.8966202783300199,0.38789376158122296,1.1101435,0.3636004
Thsd7a,24.726248,2.1304562,5.584775215935028e-135,4.840739033941103e-132,0.9801192842942346,0.5709406678051084,1.8989992,0.83162475
Lyst,24.589163,1.7572191,1.6497056374368866e-133,1.3852372024352857e-130,0.9562624254473161,0.6261308723612978,1.4995658,0.7077262
Tiam1,24.455496,1.7977282,4.398512275209495e-132,3.58145529802664e-129,0.9642147117296223,0.5954292773316863,1.5339459,0.7158571
Chst9,24.375338,2.493889,3.123895889719487e-131,2.4687965457871357e-128,0.8628230616302187,0.323511245140428,1.2104439,0.3492984
Shisa9,24.188465,1.9101076,2.9422224215573194e-129,2.2587861847784336e-126,0.9900596421471173,0.6565418014024634,2.1260011,1.0865241
Auts2,24.155344,1.2364672,6.561167104665934e-129,4.8971822250659345e-126,1.0,0.9028085601133597,3.4856982,2.6693454
Cyp7b1,24.107803,2.0166545,2.0704476469396597e-128,1.503592656034288e-125,0.9264413518886679,0.5152054645205828,1.3904189,0.55702794
Tafa2,23.919306,2.03684,1.92883717150359e-126,1.3638909157447753e-123,1.0,0.7227773135196018,2.7714343,1.5370702
Dab1,23.593275,1.488582,4.5180989947003295e-123,3.112854358656355e-120,1.0,0.8745412927369837,3.561705,2.5799093
Ryr2,23.491383,1.4918673,4.995870701363452e-122,3.3559761436408987e-119,0.9980119284294234,0.7999491334520219,2.8086839,1.8783005
Nfia,23.364706,1.7796371,9.768798672397246e-121,6.402137081154e-118,0.9980119284294234,0.7335319550921048,2.3195114,1.3004683
Prkce,23.26446,1.299257,1.015636925929543e-119,6.497658142792101e-117,0.9980119284294234,0.8319950586781965,2.6197786,1.820305
Kif26b,23.225245,2.0314837,2.5313255792692646e-119,1.5817841468596546e-116,0.8767395626242545,0.3976674054427206,1.0018601,0.3517381
Plcl1,23.189259,1.9341836,5.844143936898377e-119,3.56891244510135e-116,0.9920477137176938,0.679141082004142,2.2753172,1.1892545
Sphkap,22.989368,1.7280163,5.9549042622658034e-117,3.555739500601825e-114,0.9781312127236581,0.6560694691712387,1.917639,1.0124363
Epha7,22.864943,1.7915349,1.0379057929523264e-115,6.062723621006307e-113,0.9940357852882704,0.7023216945827127,2.2767816,1.2602193
Itga8,22.823633,1.8671813,2.671595873207208e-115,1.5273570449590997e-112,0.9463220675944334,0.5348617519892453,1.5323405,0.690516
Plekhg5,22.698488,1.760268,4.6366109013950605e-114,2.5955361441767763e-111,0.9085487077534792,0.49296951640446174,1.0842677,0.45601654
Lrp1b,22.675726,1.3013827,7.778699598481231e-114,4.265584861452871e-111,1.0,0.93754314573266,3.938172,3.0642653
Maml3,22.495983,1.8713957,4.544083009784888e-112,2.3941080484886263e-109,0.9463220675944334,0.4947861788322494,1.4553286,0.6408336
Prdm5,22.462217,2.363143,9.72138770605309e-112,5.023340147339356e-109,0.7833001988071571,0.2645423827344403,0.82117367,0.22111095
Galnt17,22.341354,1.717116,1.4652984450423055e-110,7.428786644959763e-108,0.9940357852882704,0.712131671692766,2.291459,1.3093462
Tanc1,22.299894,1.7602028,3.7038038908290867e-110,1.842985380492177e-107,0.94831013916501,0.5368600806598118,1.4206886,0.6559319
Nrg2,22.298565,1.7186811,3.815449077289513e-110,1.8640203037594402e-107,0.9085487077534792,0.5129164698615704,1.1522992,0.5055672
Kcnj6,22.246044,1.5920925,1.2319126488926222e-109,5.910980870668706e-107,0.9602385685884692,0.624931875158958,1.5669041,0.81434786
Pitpnm2,22.066778,1.741553,6.5925096815536275e-108,3.1077321954972974e-105,0.878727634194831,0.49871016967627074,1.0549015,0.4445101
Pde7b,21.889437,1.9760422,3.2753968697045335e-106,1.5174123084303587e-103,0.882703777335984,0.41274570359335827,1.2091783,0.468454
Grm1,21.885242,1.6364658,3.590914919433169e-106,1.6353878624604958e-103,0.9920477137176938,0.681648076154489,2.086313,1.1845596
Gm20754,21.63669,1.729889,8.112230159125199e-104,3.632927072928235e-101,0.9980119284294234,0.7392726083639138,2.6236453,1.5799301
Pard3,21.554604,1.572506,4.793605093853965e-103,2.0774865947073556e-100,0.9502982107355865,0.6028775932856156,1.3815364,0.6942938
Nr3c2,21.537374,1.7439626,6.953796642484365e-103,2.9658494568818237e-100,1.0,0.7697925371507467,2.6597667,1.6031417
St18,21.298384,2.117345,1.175061017074286e-100,4.9334202388728236e-98,0.8807157057654076,0.39258075064491516,1.5529562,0.6198238
C1ql3,21.280773,1.744353,1.710943479966525e-100,7.072777124107773e-98,0.9125248508946322,0.5004541656069469,1.2929412,0.58165413
Cacna1c,21.174988,1.4052236,1.6242169390261747e-99,6.612531689641412e-97,0.9940357852882704,0.779021182283908,2.4692018,1.6258141
Cracdl,21.077654,1.548625,1.2755342537811573e-98,5.11546349240294e-96,0.9443339960238568,0.5857282999673,1.3823277,0.70314693
Kirrel3,21.071825,1.7648107,1.4426294460567792e-98,5.700507825815538e-96,1.0,0.7675762089888457,2.8337066,1.7423434
Mctp1,21.050297,1.5730311,2.2724920534472453e-98,8.849545141467752e-96,0.9900596421471173,0.7371652799476801,2.3740342,1.4525115
Cecr2,21.001795,2.2317114,6.31535166869606e-98,2.424192847683759e-95,0.7455268389662028,0.25883806271118703,0.7307152,0.20636941
F730043M19Rik,20.982737,2.0723822,9.430645063608036e-98,3.569034265621802e-95,0.7673956262425448,0.3094866111979072,0.7263192,0.22618341
Adamts17,20.753063,1.696727,1.1502266802783509e-95,4.292582069316568e-93,0.8946322067594433,0.498964502416161,1.205635,0.5432011
Slc35f3,20.72417,1.5814184,2.0970966077370956e-95,7.719039157519967e-93,0.9542743538767395,0.5827489735857283,1.433383,0.7260505
Cblb,20.717705,1.5931915,2.3984523281816944e-95,8.708974872735422e-93,0.8866799204771372,0.5644370163136286,1.1986583,0.5695645
Htr4,20.668325,1.8096989,6.679469712550368e-95,2.3930313490163785e-92,0.856858846918489,0.4135087018130291,1.04067,0.42023993
Adcy1,20.588297,1.5190688,3.494443169185435e-94,1.2354695783685872e-91,0.9383697813121272,0.6024052610543909,1.3883957,0.7176797
Vps13c,20.57494,1.3495634,4.602930666652982e-94,1.606243467700852e-91,0.9542743538767395,0.6661337790211823,1.4060249,0.79232
Cadm2,20.49451,0.9575874,2.4099314888781846e-93,8.301905013609848e-91,1.0,0.9622134215020165,4.1025476,3.4542542
Mmp16,20.380573,1.3400156,2.4872609362510478e-92,8.459835614818437e-90,0.9920477137176938,0.7834175053591541,2.3707354,1.5756174
Agap1,20.135412,1.2914718,3.61295492257896e-90,1.2135012346212082e-87,0.9642147117296223,0.7017403626058206,1.5296217,0.90722406
Slit3,19.989758,1.6436948,6.762290887641589e-89,2.2432439030978948e-86,0.9940357852882704,0.7201976528721433,2.6233025,1.6273624
Nkain2,19.975496,1.2093582,8.998513015329284e-89,2.9486590819743644e-86,1.0,0.9283508338480544,4.020045,3.2050683
Xpr1,19.949604,1.3708365,1.510825876899897e-88,4.891071242445812e-86,0.9304174950298211,0.6279475347890855,1.26331,0.68361163
Clstn2,19.920952,1.5443496,2.6785101183211527e-88,8.568043676105878e-86,0.9900596421471173,0.746175925589507,2.510604,1.5848262
Kcnd2,19.78018,1.2095569,4.411087453403055e-87,1.3944225867404717e-84,1.0,0.910729208298514,3.6524024,2.847471
Mycbp2,19.757332,0.9195545,6.937583335744837e-87,2.167591444551904e-84,0.9940357852882704,0.8771572866329979,2.4587514,1.8948638
Foxo1,19.664827,1.8002096,4.3163887955448394e-86,1.3331191601872396e-83,0.7912524850894632,0.3317952258111398,0.79264414,0.29803526
Cdh8,19.637215,1.5334249,7.436578132058185e-86,2.270691527368221e-83,0.9880715705765407,0.6840824038077244,2.0785377,1.2283851
St6galnac3,19.633867,1.4397533,7.943209641664038e-86,2.3981353154102552e-83,0.9542743538767395,0.69712604003924,1.8249328,1.0708172
Rasal2,19.591604,1.2278568,1.823503982668946e-85,5.444172446034954e-83,0.9940357852882704,0.7964248083421138,2.1940043,1.4823431
Foxn3,19.38613,1.3087757,1.0106313015532041e-83,2.984138799201604e-81,0.9681908548707754,0.6935653816807761,1.5730382,0.9331532
Slit1,19.378,1.5310901,1.1835572392780376e-83,3.456759023847921e-81,0.8648111332007953,0.5059404861388657,1.0832901,0.5165579
Pitpnc1,19.364435,1.5880773,1.5403703687007584e-83,4.404591620056901e-81,0.904572564612326,0.4992188351560513,1.2465694,0.60122424
Ptk2b,19.364418,1.4048091,1.5408694167672077e-83,4.404591620056901e-81,0.9502982107355865,0.595901609562911,1.3611892,0.7398157
Gpc4,19.224173,1.9300345,2.3231748529742544e-82,6.570916663096654e-80,0.7395626242544732,0.3123932710823675,0.7400387,0.25279504
Iqgap2,19.083826,1.5679327,3.4412049624033185e-81,9.631789306226788e-79,0.9502982107355865,0.5431457326599571,1.4835023,0.7652891
Stox2,19.081888,1.20554,3.5712187873114528e-81,9.892644207738014e-79,0.974155069582505,0.7422156014969299,1.6719122,1.0557754
Ntrk3,19.020864,1.3241374,1.145780115494012e-80,3.141542010543276e-78,0.9940357852882704,0.7729898630236529,2.4188137,1.6266353
Camk2b,18.990593,1.2676296,2.0401457629314783e-80,5.537244106057456e-78,0.9383697813121272,0.6722740980271046,1.4608146,0.86481404
Erc2,18.988554,1.2252135,2.1208826332508728e-80,5.698811635545095e-78,1.0,0.8437670312102605,3.075399,2.2860832
Pdzd2,18.98584,1.7176912,2.2333516022228013e-80,5.9415997575967e-78,0.8091451292246521,0.45634560186026235,1.0676696,0.45760247
Grin2a,18.955818,1.3759325,3.953592535848839e-80,1.0415003082182186e-77,1.0,0.8313773934527486,3.104208,2.219601
Slc2a13,18.921438,1.379387,7.595305716306894e-80,1.9814161611375362e-77,0.974155069582505,0.6559241361770156,1.6191494,0.93855655
Slc7a14,18.759607,1.3898005,1.6159042307098684e-78,4.1749371806898234e-76,0.9145129224652088,0.576463321585583,1.1950468,0.6308142
Qki,18.736427,1.4157342,2.498493271268386e-78,6.39376325704586e-76,0.9900596421471173,0.8253460741924935,2.4242768,1.5807122
Bcl11b,18.654812,1.4307425,1.154093649560682e-77,2.8981772302519183e-75,0.9145129224652088,0.5415834029720598,1.2107996,0.6280725
Cntnap5a,18.567642,1.670578,5.872627170322164e-77,1.461087889505153e-74,0.9980119284294234,0.6991243687098063,2.3951473,1.418709
Stard13,18.22992,1.6876045,2.9875989128075367e-74,7.232142593435901e-72,0.7594433399602386,0.33804454456272937,0.8080923,0.3264747
Tnik,18.210377,1.0581685,4.269928026932417e-74,1.0244014828899468e-71,0.9940357852882704,0.8136831014060967,2.3006532,1.670137
Cplx2,18.205217,1.3644589,4.691938511647444e-74,1.1156848478581133e-71,0.8727634194831014,0.5425644006830651,1.1181427,0.5876433
Tnr,18.139729,1.3203721,1.5479626901221334e-73,3.616848476833193e-71,0.9840954274353877,0.7322602913926534,2.0846193,1.3401533
Cntnap5b,18.023766,1.553341,1.2681213303480117e-72,2.9374500126250926e-70,0.9184890656063618,0.5892162918286524,1.6460181,0.88639265
Calb1,18.014172,1.6790757,1.508210259491687e-72,3.463727322439455e-70,0.7495029821073559,0.3309232278458017,0.7494955,0.29898232
Ptpro,17.972382,1.5453657,3.2064613223293914e-72,7.301492858558538e-70,0.7952286282306164,0.40555172037931914,0.8570842,0.3816317
Lgi1,17.942085,1.1972852,5.533967702670461e-72,1.2495606064769353e-69,0.9403578528827038,0.6634814518766123,1.394947,0.8430514
Dpf3,17.91322,1.7868086,9.299834252343788e-72,2.0823878863373134e-69,0.7216699801192843,0.27787668495440176,0.6885488,0.2524328
Cttnbp2,17.883223,1.1755931,1.593566340792391e-71,3.5387708741397973e-69,1.0,0.811285107001417,2.4935992,1.7776791
Carmil1,17.866491,1.3580612,2.151075493781374e-71,4.737655616221764e-69,0.8667992047713717,0.5433273989027358,1.0508496,0.5455926
Wipf3,17.855644,1.4029429,2.6125154063294386e-71,5.707177964883904e-69,0.8767395626242545,0.5213821167750609,1.1164498,0.5747767
Kcnc3,17.71168,1.4797696,3.407470260898098e-70,7.324698072826552e-68,0.7733598409542743,0.4016640627838535,0.69195896,0.30578813
Ppp1r16b,17.679876,1.4472567,5.992831890798182e-70,1.277995181791644e-67,0.7912524850894632,0.4320749918250191,0.8319238,0.389269
Epha4,17.671284,1.3158728,6.979081468850483e-70,1.4765977879371062e-67,0.9880715705765407,0.6942557134033354,1.8246647,1.1278591
Mrtfb,17.62847,1.1230791,1.489422279693048e-69,3.126623176199391e-67,0.9562624254473161,0.6999963666751444,1.5120211,0.9644601
Cemip,17.569223,1.637583,4.239323203850524e-69,8.762354960574122e-67,0.7435387673956262,0.3384078770482869,0.7218704,0.29276288
Nfib,17.567936,1.1664318,4.336617430775232e-69,8.895031325567212e-67,0.9980119284294234,0.8132834356719835,2.3929532,1.6921353
Rreb1,17.559462,1.4699186,5.035092243020297e-69,1.0249464285602681e-66,0.7654075546719682,0.3663118119391055,0.7763465,0.35321945
Cacna1e,17.5294,1.2828898,8.546663350257517e-69,1.7266830392587932e-66,0.9960238568588469,0.7690658721796316,2.4806454,1.7046915
Sipa1l2,17.508028,1.7872251,1.2443013312488386e-68,2.4951027440788277e-66,0.68389662027833,0.2802746793590815,0.6075942,0.21689701
Negr1,17.454031,1.0983742,3.2077228274931618e-68,6.384556472203057e-66,1.0,0.8997202339861207,3.2574344,2.5390728
Zfp536,17.43016,1.4760145,4.870959927261685e-68,9.623727444523639e-66,0.8846918489065606,0.4688805726119972,1.3047056,0.67589045
Gfra1,17.41931,1.7581487,5.88829897776365e-68,1.1548802447628414e-65,0.6938369781312127,0.26926570504668823,0.63681257,0.23367997
Erbin,17.415129,1.410111,6.334717581678582e-68,1.2334337784036487e-65,0.8389662027833003,0.4385059768193874,1.0313824,0.51829803
Plekha2,17.403494,2.2912652,7.762081328331827e-68,1.5004829157717712e-65,0.5805168986083499,0.13937434145986993,0.43748435,0.10626723
Ablim3,17.382511,1.7668688,1.1194221711609563e-67,2.148490981363921e-65,0.6918489065606361,0.29215565163681284,0.5788148,0.20730075
Syne1,17.338657,1.0497656,2.4028043206424026e-67,4.5789611415362665e-65,0.9880715705765407,0.8143734331286561,2.1963704,1.5811758
Sorbs1,17.32193,1.1184527,3.213945960911857e-67,6.081600561246591e-65,0.9840954274353877,0.7446499291501654,1.8135333,1.2130599
Fat4,17.257254,1.6974291,9.869560260016004e-67,1.8545110782281818e-64,0.7157057654075547,0.33851687679395415,0.69104445,0.26776457
Diaph2,17.239405,1.1143042,1.344146568189633e-66,2.5081401588371834e-64,0.9761431411530815,0.7672855430003996,1.8703672,1.263059
Add2,17.231876,1.2148442,1.5310102481280136e-66,2.837120370151705e-64,0.8886679920477137,0.5973912727536969,1.11382,0.63204163
Dtna,17.195782,1.1263041,2.855783263301071e-66,5.2558148140342315e-64,0.9701789264413518,0.7480652545144061,1.7396824,1.1477083
Ankrd6,17.132534,1.6396002,8.487562122171425e-66,1.5514339743043958e-63,0.705765407554672,0.32423791011154307,0.60562044,0.23677135
Scn3a,17.123472,1.1652509,9.917903649533453e-66,1.8006356152902966e-63,0.9165009940357853,0.6314718598989936,1.2312387,0.73308104
Kcnh1,17.107422,1.3208507,1.306544172869062e-65,2.3561638875833353e-63,0.8687872763419483,0.509283145005995,0.99222153,0.51843506
Dscam,17.091896,1.2749511,1.7053884279957308e-65,3.0549191373496857e-63,0.9920477137176938,0.7508992479017549,2.26238,1.5165132
Ptprj,17.083157,1.1262245,1.981069274123837e-65,3.525253734815066e-63,0.9542743538767395,0.7072993496348509,1.537612,0.98346424
Npnt,17.073168,2.456846,2.350889160444808e-65,4.15581524612842e-63,0.5606361829025845,0.13283435671983432,0.44393578,0.09693399
Rras2,17.014822,1.328149,6.376603749502567e-65,1.1198649852884572e-62,0.8250497017892644,0.49514951131780693,0.8787803,0.44517264
Sybu,17.010195,1.127363,6.900691289058649e-65,1.2040362008896487e-62,0.9582504970178927,0.6958543763397885,1.4992598,0.9525203
Ptchd4,16.975801,1.3944594,1.2404740436783184e-64,2.150421777653962e-62,0.8886679920477137,0.46081459143262,1.1251465,0.58303016
Gfod1,16.969782,1.2193038,1.3744072004141297e-64,2.367328299687671e-62,0.8707753479125249,0.5514660465792246,0.96046853,0.526344
Eml5,16.96706,1.1002514,1.4396119679399596e-64,2.463845450862848e-62,0.9642147117296223,0.7129310031609927,1.624615,1.0651984
Dapk1,16.946428,1.1725011,2.045078174518879e-64,3.4779272499571058e-62,0.9165009940357853,0.6411728372633797,1.3191779,0.7955981
Kalrn,16.937466,1.1623098,2.381650259307123e-64,4.024839148904553e-62,0.9980119284294234,0.8428950332449224,3.0094693,2.2630823
Pgbd5,16.911215,1.2705909,3.7196435456257946e-64,6.246676379435318e-62,0.8429423459244533,0.5264324383243105,0.91868913,0.48502925
Lingo2,16.89584,1.4498916,4.827873109061041e-64,8.0574503379174e-62,1.0,0.8806089452457945,3.5678034,2.6105251
Ccbe1,16.756443,1.5900671,5.081328432461712e-63,8.42810462841026e-61,0.7296222664015904,0.31035860916324526,0.72266275,0.30162638
Frmd5,16.660223,1.2818793,2.5507484868000427e-62,4.179183648799826e-60,0.9801192842942346,0.7343676198088871,2.0755262,1.3522099
Elmod1,16.651693,1.1142337,2.9415584940236965e-62,4.7902834384494986e-60,0.9701789264413518,0.6810304109290412,1.4469491,0.9168364
Spon1,16.636826,1.3704993,3.7708190976453055e-62,6.10372946709213e-60,0.8389662027833003,0.48690186389565093,1.0547144,0.5444626
Gabra4,16.62568,1.1761302,4.541729236017921e-62,7.307560752802487e-60,0.9085487077534792,0.6061839189041892,1.1786805,0.6910189
Btbd3,16.591755,1.3031979,7.994929311826396e-62,1.27871280124271e-59,0.8011928429423459,0.48577553319042255,0.8619481,0.44099927
Tgfbr1,16.561867,1.5756986,1.3145226355302961e-61,2.0777190127470032e-59,0.6998011928429424,0.29419031355593506,0.8004543,0.34464172
Osbp2,16.549278,1.2024423,1.6203257975571672e-61,2.5460908877404145e-59,0.8687872763419483,0.5553537041746902,1.0058045,0.56163573
Slc44a5,16.539845,1.258544,1.8951253996648428e-61,2.960582528429903e-59,0.9165009940357853,0.6024415943029466,1.37266,0.80256593
Cald1,16.535345,1.686841,2.0420582612284573e-61,3.1716823976421184e-59,0.6441351888667992,0.23711078007484648,0.5155602,0.19023
Nhsl2,16.524536,1.3145773,2.443098175096093e-61,3.7727613772891967e-59,0.8151093439363817,0.48439486974530394,0.86952174,0.44285205
Slc1a3,16.47994,1.5975409,5.113452546069366e-61,7.851341137879078e-59,0.7157057654075547,0.3072339497874505,0.8895415,0.38788208
Ralgapa2,16.447594,1.0987166,8.726606349038491e-61,1.332294957946956e-58,0.9363817097415507,0.7013043636231515,1.5165617,0.9785729
Zhx2,16.43706,1.5764834,1.0383777713024294e-60,1.5763395884122192e-58,0.6898608349900597,0.31817025760273226,0.57826626,0.23310979
Ap3b1,16.385324,1.0897707,2.4346280334983748e-60,3.654662305033594e-58,0.8886679920477137,0.6162118955055772,1.047638,0.625738
Nsf,16.383526,0.9923224,2.507733829533335e-60,3.743489333308928e-58,0.9940357852882704,0.7852341677869419,1.8892797,1.3408434
Dgki,16.342579,1.1353912,4.913007790924011e-60,7.25343512868836e-58,0.9960238568588469,0.773571195000545,2.1976476,1.535452
Ston2,16.314022,1.8172885,7.845246745996673e-60,1.1519222954367792e-57,0.6202783300198808,0.22352214511499474,0.51044095,0.17310207
Nedd4l,16.281876,1.0296147,1.327377518833302e-59,1.938404017991893e-57,0.974155069582505,0.744250263416052,1.7069016,1.166301
Phlpp1,16.278507,1.0836427,1.4024646441561373e-59,2.0369851345121842e-57,0.94831013916501,0.7430149329651564,1.6799116,1.1182854
Mkx,16.248514,1.7515488,2.288455305423924e-59,3.3059566697172496e-57,0.6600397614314115,0.2719906986883697,0.61081403,0.2231744
Chd7,16.224676,1.3844066,3.3749662094319197e-59,4.8494835319484324e-57,0.7276341948310139,0.31671692766050213,0.7048939,0.33081242
Atf6,16.11965,1.1145788,1.856608628480541e-58,2.6535677578336243e-56,0.878727634194831,0.5916869527304436,1.0145504,0.5944014
Olfm1,16.079214,0.97306174,3.56882105610998e-58,5.07376834802514e-56,0.9642147117296223,0.7431239327108237,1.5261891,1.0417747
Pakap,16.046406,1.1180472,6.057263110019995e-58,8.566245250854592e-56,0.9284294234592445,0.6587944628129201,1.3594042,0.84726757
Tspan18,16.011776,2.1978078,1.0574921605299107e-57,1.4799382475749322e-55,0.5566600397614314,0.15913962867419976,0.44065577,0.11394897
Ak5,15.986096,1.1955076,1.597322679823377e-57,2.2123742477759863e-55,0.9662027833001988,0.6638447843621699,1.6130136,1.013181
Nebl,15.935795,1.1624224,3.576240460452943e-57,4.927875957557466e-55,0.9880715705765407,0.7417796025142608,2.014085,1.3612865
Sipa1l3,15.859653,1.1809782,1.205574211811145e-56,1.6527438301717072e-54,0.8548707753479126,0.5277404352723177,0.9305872,0.51727736
Ptpre,15.832525,1.1414115,1.856182175007105e-56,2.5317571087533457e-54,0.8628230616302187,0.5370417469025905,0.9311747,0.52884394
Sez6l,15.831505,1.0899643,1.886535478545132e-56,2.560162035783217e-54,0.9204771371769384,0.6391745085928133,1.2584691,0.78108925
Cdon,15.818906,1.4037498,2.304613562528053e-56,3.111807358046672e-54,0.73558648111332,0.4001743995930676,0.6777516,0.31217715
Arhgef4,15.751922,1.491824,6.6625897487926435e-56,8.951189327502916e-54,0.6898608349900597,0.35068851506013154,0.60570586,0.25929934
Ncam2,15.725319,1.1530095,1.014383123274066e-55,1.3560435085758285e-53,0.9980119284294234,0.8564110017076627,2.7994914,2.0721047
Smoc2,15.680932,1.9554532,2.0423439110218717e-55,2.7167218261959254e-53,0.584493041749503,0.20303019292954982,0.48757452,0.15015723
Map2k6,15.669415,1.2679385,2.44822342294437e-55,3.2405794765771046e-53,0.7852882703777336,0.46848090687788396,0.77149314,0.39402536
Tle1,15.665069,1.2108043,2.6214541082419774e-55,3.4528662690422515e-53,0.8190854870775348,0.490716854994005,0.84203345,0.45154986
Dock1,15.639209,1.2837114,3.9358530109774824e-55,5.133804388590531e-53,0.6958250497017893,0.277695018711623,0.6503364,0.3194074
Grik2,15.628476,0.86276096,4.658107508523606e-55,6.017468690097562e-53,1.0,0.9145805326454238,3.224254,2.6582744
Pcdh19,15.596382,1.2324065,7.703778988257374e-55,9.904332125094529e-53,0.831013916500994,0.5050321549249719,0.95443624,0.5186635
Sntb2,15.511746,1.2597406,2.8891471055719887e-54,3.696732510796159e-52,0.8111332007952287,0.4865385314100934,0.89402735,0.47215304
Grb14,15.500865,1.2037109,3.422510077419172e-54,4.3584287099646044e-52,0.8250497017892644,0.5100461432256658,0.9536822,0.52625936
Rasa1,15.458839,1.0251786,6.577310318067036e-54,8.336430577663267e-52,0.9244532803180915,0.6712204338189878,1.2420499,0.79301494
Car12,15.416385,1.916584,1.2701851061653397e-53,1.602341493082755e-51,0.5904572564612326,0.22206881517276458,0.48305315,0.152288
Ano3,15.415482,1.2272805,1.288079235290619e-53,1.6173219183298566e-51,0.9721669980119284,0.6607927914834866,1.6985579,1.0673075
Egfem1,15.387391,1.4276562,1.9889032343277696e-53,2.485666507273822e-51,0.9980119284294234,0.7679395414744032,2.7386737,1.8527963
Znrf3,15.373711,1.1523645,2.4568519092035376e-53,3.0562782777916226e-51,0.8151093439363817,0.501326163572285,0.8446129,0.46814933
Adamts3,15.373096,1.3133316,2.480270562607556e-53,3.0711921666942415e-51,0.7673956262425448,0.43581731642626165,0.7907942,0.39537424
