names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Immature GC (for_DEGs),mean_expr_Rest (for_DEGs)
Cox7a2,2.6154077,-0.25257286,0.008912097830257771,0.04359513356982092,0.38966202783300197,0.3077789485157868,0.2478007,0.28893742
Vwa5b2,-2.5638692,-0.49658987,0.010351255942281057,0.049908172827757405,0.1749502982107356,0.24168876939287143,0.098664574,0.13654129
Kcnmb2,-2.5667999,-1.2789736,0.010264181893057655,0.04949723034214989,0.21272365805168986,0.25796606474584893,0.15105672,0.33339456
Spred3,-2.5679371,-0.68842065,0.01023056917116642,0.04935285343433424,0.11133200795228629,0.18024924608509246,0.056956377,0.090252474
A730060N03Rik,-2.5800383,-1.9595029,0.00987893254774873,0.04781965727941063,0.02385685884691849,0.0910147876321622,0.010341291,0.039632954
Egr1,-2.5852132,-0.99363697,0.00973188184400566,0.04719286503310451,0.11332007952286283,0.1799949133452022,0.06014222,0.116386175
Lgi2,-2.5877936,-1.0656232,0.009659285586924353,0.04686619785493994,0.12127236580516898,0.1855175671256767,0.05655403,0.1149194
Gng4,-2.6142204,-1.749617,0.008943130411769647,0.0436912571207728,0.039761431411530816,0.10758274897358573,0.01776862,0.05853717
Rgs6,-2.6167898,-0.595772,0.008876099092464474,0.04344276550355563,0.5506958250497018,0.510300475965556,0.5682749,0.76846945
Zbtb46,-2.6168232,-0.8367599,0.008875231515922873,0.04344276550355563,0.09741550695825049,0.16666061112524072,0.05251786,0.09194581
Fn1,-2.6220396,-2.7876482,0.008740528389779298,0.04284166323118748,0.027833001988071572,0.09497511172473931,0.013774007,0.09145553
Pip4k2c,-2.6231074,-0.6820187,0.008713182207884033,0.04273101038982369,0.16500994035785288,0.2341314536932747,0.086574875,0.13548243
Bmper,-2.627509,-0.95316297,0.008601255962966138,0.04222063349011694,0.13717693836978131,0.202267194709879,0.08062411,0.15062673
Reep1,-2.6282654,-0.2963323,0.008582154088405824,0.04213456611647442,0.6560636182902585,0.5944846128692366,0.52500343,0.6140542
Zcwpw2,-2.6288464,-0.42850512,0.008567502320371373,0.04207031932536162,0.2286282306163022,0.3001126330705228,0.14368263,0.18892935
Itprid1,-2.6306345,-2.6003404,0.008522565484486651,0.041857308456983426,0.011928429423459244,0.0804054790538822,0.006882535,0.041028347
Pbx4,-2.640906,-0.46987712,0.008268465260326065,0.040735911541063693,0.16500994035785288,0.2395087744795262,0.09835514,0.1337833
Tbc1d9,-2.645989,-0.5132013,0.008145247071860824,0.04018780551246793,0.33001988071570576,0.38604076590487957,0.20606275,0.28261206
Ly6h,-2.6463504,-0.66714,0.008136547209460155,0.04015225408965921,0.5566600397614314,0.5448897285906333,0.3838136,0.5555754
Peg3,-2.6524093,-0.30364716,0.00799195703800287,0.03948949717012451,0.7236580516898609,0.6332158558296698,0.63571763,0.7402644
