names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-in Frmd7 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Gm46218,-2.747973,-0.8640958,0.005996495039732851,0.0493698560859965,0.1038961038961039,0.3048036188698212,0.10646102,0.18604085
Snx18,-2.7481146,-0.7809321,0.005993907124453926,0.0493698560859965,0.05194805194805195,0.2437710921232139,0.096439965,0.16038309
Fam98a,-2.7483976,-1.0060809,0.005988734312619291,0.04934599539407554,0.1038961038961039,0.3040855891433905,0.0958625,0.18404101
Vps33a,-2.748631,-0.6609512,0.005984469771314626,0.04932598244025276,0.14285714285714285,0.351942270409995,0.14874244,0.22599633
Wdr44,-2.7486594,-0.6378884,0.005983953043193771,0.04932598244025276,0.22077922077922077,0.44356286350254903,0.23860191,0.35017323
Uqcc1,-2.748808,-0.87055004,0.005981240880058631,0.04932598244025276,0.14285714285714285,0.34932146190852303,0.13386472,0.2326117
Bnip1,-2.7489848,-26.55852,0.0059780135586329245,0.04931815299983625,0.0,0.1811229984921376,0.0,0.09425062
Smim14,-2.7491548,-0.6195073,0.005974916806345821,0.049307744037626604,0.36363636363636365,0.6170029439218784,0.44702807,0.6237846
Prtg,-2.7497492,-1.766594,0.005964089553279937,0.04923351345518646,0.06493506493506493,0.25030516263373304,0.05388227,0.17257714
Dgcr8,-2.75057,-0.5419244,0.00594916669785555,0.04914051926571737,0.14285714285714285,0.358404537947871,0.16366155,0.23022571
Scn9a,-2.7516103,-2.0362642,0.005930304178805766,0.04899977653275244,0.012987012987012988,0.1968119480146478,0.031129697,0.12194918
Ndel1,-2.7523959,-0.47667804,0.005916096785139013,0.04889742252128123,0.11688311688311688,0.3239750125655202,0.15323228,0.20736617
Pik3cb,-2.7524595,-1.0059334,0.0059149461798414385,0.04889742252128123,0.15584415584415584,0.36012780929130467,0.13020357,0.24628742
Sun1,-2.7534077,-0.5770611,0.0058978387846353895,0.048776524513128014,0.2077922077922078,0.4348388023264163,0.21771178,0.30957878
Pstpip2,-2.755099,-2.1491008,0.005867437009181597,0.04854003461721352,0.05194805194805195,0.23777554390751776,0.047944188,0.19707663
Pank3,-2.7564719,-0.9892315,0.005842863365596925,0.048351628775358604,0.14285714285714285,0.3452286924678682,0.11817178,0.22235064
Srgap3,-2.7566843,-0.6198958,0.005839071611571999,0.048335136846253735,0.4935064935064935,0.7514899116823437,0.8830842,1.1567785
Chfr,-2.7574484,-0.38416028,0.005825439657429435,0.04823715365027085,0.23376623376623376,0.4859266173619588,0.3032613,0.380049
Ube2l3,-2.7575192,-0.40167823,0.005824178891889336,0.04823715365027085,0.19480519480519481,0.42274000143605944,0.24111268,0.30763316
P2ry12,-2.7578235,-1.3922254,0.005818760402687731,0.04821156090663563,0.05194805194805195,0.2418683133481726,0.09529124,0.2330376
Tmem131,-2.7581916,-0.49974403,0.005812213882502075,0.04817217366527784,0.3116883116883117,0.5864148775759317,0.40877277,0.53883564
Nadk,-2.7583754,-1.2588942,0.005808943113178039,0.04815992022557665,0.1038961038961039,0.297659223091836,0.0788902,0.17935078
Tmem248,-2.7584674,-0.58646905,0.005807308350888073,0.04815992022557665,0.07792207792207792,0.2756516119767358,0.11086344,0.16215903
Dcun1d2,-2.7585523,-0.57995504,0.005805799707704837,0.04815992022557665,0.18181818181818182,0.4065125296187262,0.19284819,0.2760722
Ash2l,-2.7586443,-1.5171584,0.005804165743012159,0.04815992022557665,0.09090909090909091,0.28372944639908093,0.062689856,0.16989367
Rgl1,-2.759628,-0.6520581,0.005786720788552896,0.04803496681755215,0.3246753246753247,0.5805988367918432,0.42227137,0.60193783
Zfp942,-2.7596352,-0.5650402,0.005786595456747632,0.04803496681755215,0.11688311688311688,0.3223594456810512,0.14121746,0.20244497
6030458C11Rik,-2.75972,-1.0969104,0.005785091665980405,0.04803496681755215,0.06493506493506493,0.25565448409564157,0.07016552,0.14450899
AI480526,-2.7601588,-1.1767186,0.005777327692268697,0.048001482712201574,0.1038961038961039,0.3004595390249156,0.08735815,0.18761276
Manbal,-2.7614326,-1.272778,0.005754840328378562,0.0478590404282055,0.05194805194805195,0.24010914051841747,0.06145858,0.14250462
Zfp81,-2.7628763,-0.860073,0.005729450089153168,0.04766263897694911,0.1038961038961039,0.30387018022546136,0.10409443,0.18159547
Prr14,-2.763414,-0.8260925,0.0057200168392528335,0.04759890135358428,0.1038961038961039,0.3031880519853522,0.10869613,0.18529078
Pofut1,-2.7637184,-1.3579167,0.005714685812417968,0.047569271307209046,0.09090909090909091,0.2825087958641488,0.06761108,0.16491257
Efl1,-2.764518,-0.5992102,0.005700697723590945,0.04746753883882513,0.19480519480519481,0.4201909959072306,0.2076291,0.29978624
Rps6ka5,-2.764695,-0.53529274,0.00569760718856769,0.047456511207939804,0.2857142857142857,0.5333883822790263,0.39814943,0.535774
Antxr1,-2.765714,-2.4364164,0.005679835109141682,0.04732315329694171,0.05194805194805195,0.23554965175558268,0.032637056,0.16515625
Slc43a2,-2.766648,-0.570262,0.005663587977759167,0.04720242213473599,0.16883116883116883,0.38927981618439006,0.19179378,0.27301165
Snrnp40,-2.7667966,-1.0759883,0.005661007075602862,0.04719555076681629,0.07792207792207792,0.27112802470022257,0.07806307,0.1579981
Lactb2,-2.766825,-1.1744443,0.005660515595494051,0.04719555076681629,0.06493506493506493,0.2586702089466504,0.07039977,0.1523976
Mapk8ip2,-2.7669947,-0.5980091,0.005657567523045338,0.04719555076681629,0.1038961038961039,0.30505492927407196,0.13938771,0.20407745
Zfp236,-2.7670512,-0.60752684,0.00565658514005351,0.04719555076681629,0.24675324675324675,0.48502908020392044,0.2657138,0.3809932
Rnft2,-2.7670655,-1.2441173,0.0056563395683497,0.04719555076681629,0.07792207792207792,0.27450276441444676,0.070184745,0.15890108
Galns,-2.7675114,-26.605642,0.005648608980678875,0.047165358393673515,0.0,0.18234364902706973,0.0,0.097232595
Zfp341,-2.7679572,-1.5146183,0.0056408879252492486,0.04711552954661091,0.03896103896103896,0.22822574854598981,0.045233745,0.1241722
Heatr5b,-2.768141,-0.35277954,0.005637704234268506,0.04710357984290882,0.16883116883116883,0.3963883104760537,0.2187335,0.27172825
Me2,-2.7682898,-1.0489926,0.0056351339750175325,0.04709674958280594,0.09090909090909091,0.28760680692180657,0.08789759,0.17403741
Angpt1,-2.768785,-3.6485143,0.005626574077069613,0.04703983990381472,0.025974025974025976,0.20769009837007252,0.018671688,0.21216384
Mthfs,-2.7688274,-1.1598374,0.005625840917634911,0.04703983990381472,0.09090909090909091,0.2871400875996266,0.09398283,0.19899233
Prpf38b,-2.7691884,-0.58366317,0.005619612541340973,0.04701089320854046,0.19480519480519481,0.42345803116249014,0.21510877,0.30724323
Otud5,-2.7701085,-0.49836588,0.0056037644172646705,0.04689291494609209,0.15584415584415584,0.3736626696345229,0.18126504,0.24743228
Eef2k,-2.7709858,-0.579052,0.005588685332154826,0.04679587873948276,0.14285714285714285,0.3581173260572988,0.16573657,0.23845604
Ndufb5,-2.7718208,-0.9293576,0.00557436988672773,0.046690560740765,0.07792207792207792,0.27364112874272994,0.11778373,0.21354169
Serpinb6a,-2.7718704,-0.3341892,0.005573521705927179,0.046690560740765,0.12987012987012986,0.3423565735621455,0.1841757,0.22708882
Ice2,-2.7718847,-0.8878466,0.005573279389945493,0.046690560740765,0.1038961038961039,0.3043009980613197,0.10611749,0.18826896
Yy1,-2.772571,-0.6598493,0.00556153846947024,0.04662668913406095,0.15584415584415584,0.36221009549795363,0.16329527,0.2470569
Fbxl17,-2.7728753,-0.8004368,0.005556340875178365,0.046597652720362884,0.5454545454545454,0.8190924104257916,1.1010759,1.5032235
Plxnc1,-2.7731583,-0.25746825,0.0055515098393989805,0.04657167323904171,0.19480519480519481,0.4232785237308825,0.2828268,0.32983583
Polr1a,-2.7739227,-0.9134258,0.005538484970257012,0.046476917910932516,0.11688311688311688,0.3197745386659008,0.108230464,0.19498566
Zfp1,-2.7740004,-0.38433662,0.005537159911865643,0.046476917910932516,0.12987012987012986,0.3361097149421986,0.16506878,0.21047156
Tmem38b,-2.7740996,-0.53393894,0.005535473887677331,0.046476917910932516,0.05194805194805195,0.24413010698642923,0.0961593,0.13640037
Lrrc40,-2.7746515,-0.8040676,0.005526088802720806,0.0464308962254872,0.06493506493506493,0.26139872190708696,0.08802934,0.14899643
Zfp609,-2.7748284,-0.57232034,0.005523083802983422,0.04642016321118691,0.38961038961038963,0.6588640769727867,0.540272,0.7252922
Dclre1c,-2.7754865,-1.0717947,0.005511918146551077,0.04634081370395102,0.11688311688311688,0.3157176707115675,0.09751369,0.1949954
Galnt3,-2.7760808,-3.6882958,0.005501850552474267,0.0462706492472562,0.012987012987012988,0.1971350613915416,0.010001964,0.12184824
Lrrc4b,-2.776555,-0.28027925,0.00549383234925218,0.046217681660740785,0.22077922077922077,0.44779923888849,0.29050422,0.34315425
Ric1,-2.7768948,-0.4668275,0.005488094451187856,0.04618387031112361,0.2597402597402597,0.5000359014863215,0.30144322,0.39623803
Zfp286,-2.7770858,-3.6051412,0.005484869261098702,0.04617118955066483,0.012987012987012988,0.19738637179579235,0.008847569,0.10268648
Acap3,-2.7776945,-1.8600878,0.005474607832936979,0.04609925179286012,0.03896103896103896,0.22732821138795145,0.036976255,0.12817135
Abcc4,-2.778204,-1.0409665,0.005466030200173196,0.04604145187418614,0.03896103896103896,0.22915918719034967,0.07151567,0.14196868
Tgfb2,-2.7783384,-1.7638347,0.005463768682184287,0.04603683427102283,0.03896103896103896,0.22664608314784232,0.0515311,0.16516414
Bin3,-2.778678,-0.97348726,0.005458059135289195,0.046003152122089296,0.06493506493506493,0.259316435700438,0.07684502,0.14569268
Mthfd1l,-2.7798102,-0.9385312,0.005439066189061805,0.04585745481647025,0.06493506493506493,0.2601421698858333,0.0878766,0.16215636
Ssh1,-2.7803836,-1.8533235,0.005429473776335502,0.04579094801322503,0.05194805194805195,0.23964242119623752,0.039731756,0.13667361
Gatm,-2.7819617,-1.9326864,0.00540314388815942,0.045583195062745246,0.03896103896103896,0.22639477274359157,0.06182954,0.21792519
Oxr1,-2.782549,-0.8644671,0.005393373451360711,0.045525977804806356,0.6103896103896104,0.8566453651181158,1.549937,2.0485728
Efnb2,-2.7826054,-0.2673136,0.005392432565909193,0.045525977804806356,0.11688311688311688,0.32817548646513967,0.18236126,0.21573222
Shprh,-2.7830372,-0.51538193,0.0053852631862825046,0.04548947557856363,0.35064935064935066,0.608099375314138,0.4467549,0.59059733
Klhl28,-2.783285,-1.2151917,0.00538115349471554,0.045469054843712754,0.09090909090909091,0.28990450204638474,0.07899437,0.17465994
Wdr45b,-2.7837448,-0.92650425,0.005373528722773279,0.045418910594815357,0.1038961038961039,0.3017878940188124,0.10606156,0.19282109
Hnrnpk,-2.784863,-0.48529923,0.0053550353235253464,0.04527684051073822,0.23376623376623376,0.4550872406117613,0.28304225,0.37705553
Tpd52l2,-2.7857547,-1.1328591,0.005340328637005511,0.04516670773570604,0.05194805194805195,0.24413010698642923,0.07089635,0.1493805
Dcaf10,-2.786887,-0.5627091,0.005321706049746701,0.045023375805004366,0.18181818181818182,0.39484454656422774,0.19366525,0.27431467
1600020E01Rik,-2.7873325,-0.70980316,0.005314389513632356,0.044975636608283916,0.11688311688311688,0.32537517053206005,0.13332495,0.2096685
Dennd10,-2.7875097,-0.59856296,0.005311488645073444,0.04496524886361797,0.11688311688311688,0.32282616500323114,0.14107364,0.2065403
Dnajc5,-2.7880049,-0.3229426,0.005303373819829483,0.04491070108377504,0.2987012987012987,0.5517699432756517,0.40721014,0.4877926
Ypel4,-2.7883234,-2.2123222,0.005298163061227844,0.04488071924816903,0.03896103896103896,0.22696919652473613,0.027934304,0.1233484
Fam228b,-2.7892292,-1.2613403,0.005283366622150764,0.0447694926323529,0.11688311688311688,0.3104042507359805,0.088310316,0.1999365
Mdga1,-2.789314,-1.3282112,0.005281981371439843,0.0447694926323529,0.05194805194805195,0.24319666834206935,0.06665439,0.15962207
Slc45a1,-2.7895477,-1.4488218,0.005278173623429299,0.04475371576571324,0.06493506493506493,0.25978315502261795,0.055842914,0.14564006
Usf3,-2.7897246,-0.48936668,0.0052752906167615465,0.044743389795575364,0.19480519480519481,0.4266173619587851,0.22754946,0.30653286
Fam169a,-2.7900004,-0.71455,0.00527079596663213,0.044719383524914856,0.18181818181818182,0.3980756803331658,0.1756204,0.2738691
Rexo4,-2.7901917,-1.1210014,0.005267686312505766,0.04470711661940301,0.09090909090909091,0.2924535075752136,0.08115289,0.16878475
Scap,-2.7902198,-0.6191549,0.005267225763978595,0.04470711661940301,0.11688311688311688,0.3215337114956559,0.1378051,0.20452678
Mir670hg,-2.7906303,-1.2316774,0.00526055189646584,0.044674788071440305,0.05194805194805195,0.2462123931930782,0.080731414,0.18019663
Cwc22,-2.7906728,-0.72805333,0.005259861932546949,0.044674788071440305,0.15584415584415584,0.365261721835284,0.14939635,0.23657382
Pfn2,-2.7911963,-0.337982,0.005251359096491909,0.04462492692053687,0.16883116883116883,0.3868385151145257,0.24133612,0.2963967
Adgrl1,-2.7913027,-0.34118462,0.00524963706298459,0.04462440616336474,0.3246753246753247,0.5789473684210527,0.44320565,0.5344353
Slc25a36,-2.7921448,-0.4240975,0.005235993663740147,0.04452251574199296,0.35064935064935066,0.594708120916206,0.44962436,0.566299
Med1,-2.7922509,-0.65843207,0.00523427618288595,0.044522000960476565,0.18181818181818182,0.3989732174912041,0.18373379,0.27638072
Zfp507,-2.7922933,-1.1525619,0.005233589333063741,0.044522000960476565,0.1038961038961039,0.3032957564443168,0.08528922,0.18059176
Stard9,-2.7928452,-0.80314296,0.005224667692175543,0.04446842600214027,0.1038961038961039,0.3047318158971781,0.13773225,0.22925766
Anks6,-2.793192,-1.4785526,0.005219070101124765,0.044434858560590124,0.012987012987012988,0.19961226394772744,0.037837975,0.102071784
Gm14410,-2.7932487,-1.3834829,0.005218156723407102,0.044434858560590124,0.05194805194805195,0.24477633374021684,0.052017372,0.13041736
Cc2d2a,-2.7938714,-0.6573488,0.005208119096046509,0.0443697400478027,0.15584415584415584,0.3626050118474905,0.16409379,0.24783659
Preb,-2.7944446,-1.2473127,0.005198895338884929,0.04430520702690709,0.1038961038961039,0.3037983772528183,0.082364544,0.1854921
Fbf1,-2.7945225,-1.0772526,0.005197643868867997,0.04430520702690709,0.09090909090909091,0.29173547784878295,0.08276101,0.16725554
Scg3,-2.7945719,-0.41352692,0.005196847620586355,0.04430520702690709,0.22077922077922077,0.44166008472750773,0.30192503,0.38489178
Srrm4,-2.7946994,-0.518528,0.005194800631075723,0.04430520702690709,0.3116883116883117,0.5700797012996338,0.45122975,0.597115
Atf6,-2.7946994,-0.34873897,0.005194800631075723,0.04430520702690709,0.35064935064935066,0.5992317081927192,0.5014037,0.60380214
Cdh13,-2.7951097,-0.64778733,0.005188209730865514,0.04428436958969389,0.3116883116883117,0.5446614489839879,0.5893682,0.81442356
Ecd,-2.7955415,-0.5954209,0.00518128607518975,0.044239325338528306,0.12987012987012986,0.3364687298054139,0.14726384,0.21488716
Lrch2,-2.7957537,-0.2550224,0.005177884062284291,0.04422433081804797,0.2077922077922078,0.4502764414446758,0.28960735,0.33707967
Tasor2,-2.7977848,-0.37060577,0.005145440015468044,0.04398917378798166,0.2727272727272727,0.5373734472607166,0.37469,0.46226978
Aifm1,-2.798648,-1.0048041,0.005131704203369216,0.04388570717521669,0.1038961038961039,0.3069577080491132,0.09941734,0.19041486
Cltb,-2.798747,-0.6409251,0.005130130084149212,0.04388570717521669,0.11688311688311688,0.32986285632225176,0.14715393,0.22090444
Fech,-2.799405,-0.6004175,0.0051196845082325335,0.04381656530212786,0.11688311688311688,0.3201335535291161,0.13826555,0.20279047
Tubgcp3,-2.7994547,-0.9141179,0.0051188990605169,0.04381656530212786,0.07792207792207792,0.2756516119767358,0.088907726,0.16144925
Lias,-2.7997873,-0.9153395,0.005113628160111208,0.04380082520312023,0.11688311688311688,0.3223594456810512,0.11219047,0.20205733
Zfp738,-2.801868,-0.8526717,0.005080768164976174,0.04354712618593613,0.1038961038961039,0.30588066345946724,0.10473367,0.18181479
Phactr3,-2.8021154,-0.5041104,0.005076869001837538,0.043527590963425226,0.36363636363636365,0.6290658433259136,0.51604515,0.671857
Suclg1,-2.8024411,-0.7128458,0.0050717485012390035,0.0434975685375972,0.09090909090909091,0.29123285704028146,0.12122195,0.19163767
Mri1,-2.8025188,-0.5457267,0.005070524725597149,0.0434975685375972,0.05194805194805195,0.24836648237237022,0.09548442,0.13650046
Naa35,-2.8028445,-0.53007376,0.005065410010017862,0.04347095719232831,0.19480519480519481,0.42105263157894735,0.22138782,0.3058914
Exoc1,-2.8032265,-0.48609805,0.005059411730216926,0.04343335245716575,0.18181818181818182,0.4021325482874991,0.20606467,0.2780219
Meaf6,-2.8041606,-1.1171561,0.005044776291910762,0.04332155288067823,0.1038961038961039,0.30544984562360883,0.09141232,0.18866532
Paip2,-2.8047621,-0.28862217,0.00503537222659896,0.043254620117875335,0.36363636363636365,0.6311840310188842,0.54422045,0.6331042
Hdac6,-2.8048682,-3.5997877,0.0050337143318657076,0.043254206618878015,0.012987012987012988,0.19921734759819057,0.009216182,0.106387585
Swi5,-2.8051796,-1.1152539,0.005028854020643749,0.0432262660059813,0.05194805194805195,0.24646370359732894,0.07903337,0.16395406
Dcaf12,-2.8052504,-1.9496678,0.0050277499963618365,0.0432262660059813,0.05194805194805195,0.24269404753356788,0.039284963,0.14390318
Usp36,-2.805491,-0.34363455,0.005023997952765828,0.04321217189206716,0.09090909090909091,0.29417677891864724,0.13483071,0.16819292
Luc7l3,-2.8062341,-0.6544643,0.005012426735296036,0.04312645096938985,0.4025974025974026,0.681015294033173,0.5353832,0.7488572
Zfp711,-2.8063898,-1.5834849,0.005010005345257319,0.04311942460828449,0.05194805194805195,0.2458892798161844,0.049716525,0.14216152
Mapkapk2,-2.8072388,-3.3009028,0.004996816371639604,0.043019691094506936,0.025974025974025976,0.21153155740647664,0.012868801,0.12013204
Gpr26,-2.80806,-1.4641738,0.0049840968816939534,0.04292393692663991,0.05194805194805195,0.2473971422416888,0.05348984,0.14115201
Gcfc2,-2.8082297,-2.0087576,0.00498146892137633,0.04291505928739403,0.03896103896103896,0.2287642708408128,0.0328464,0.12608658
Fbxl4,-2.8084774,-1.0756665,0.004977638725296931,0.04289581544218363,0.07792207792207792,0.2727435915846916,0.08323892,0.16801196
Rnps1,-2.8097582,-0.25236174,0.004957873604641416,0.04273919273555176,0.15584415584415584,0.3766783944855317,0.21366134,0.24977592
Mapk9,-2.8097723,-0.40601212,0.004957655602554082,0.04273919273555176,0.19480519480519481,0.4337617577367703,0.25041515,0.3199408
Pou3f3,-2.8098643,-1.0987988,0.0049562388002820906,0.04273919273555176,0.03896103896103896,0.22973361097149422,0.07707607,0.15837654
Zranb3,-2.8104305,-1.4537753,0.004947528074380249,0.042704811872340924,0.03896103896103896,0.22915918719034967,0.0504212,0.13248073
Baalc,-2.8115416,-0.9222384,0.004930473512822514,0.04257127997735892,0.19480519480519481,0.4056149924606879,0.17190394,0.30412892
Lcmt1,-2.812228,-0.86131334,0.004919963210287409,0.04249418561890796,0.07792207792207792,0.2793494650678538,0.097354986,0.17038354
Kmt2c,-2.8129568,-0.6673469,0.004908824973910381,0.04241161641446043,0.4805194805194805,0.7892941767789187,0.86349094,1.1562632
Snx6,-2.8144994,-0.41642034,0.004885326032483928,0.0422221648416993,0.18181818181818182,0.4109643139225964,0.23544633,0.30328858
Golga4,-2.8148463,-0.3202026,0.004880058187615526,0.04219020704672754,0.2857142857142857,0.5440511237165219,0.392191,0.46972722
Gtf2i,-2.815101,-0.49845958,0.004876191209340671,0.04217034367395682,0.37662337662337664,0.6579306383284268,0.5362855,0.69440526
Eif2ak1,-2.8154054,-0.9803063,0.004871575951711002,0.042143994147609345,0.09090909090909091,0.290191713936957,0.09109752,0.17241055
Nup210,-2.8157873,-0.82203686,0.004865785644493757,0.04210745902336465,0.07792207792207792,0.2763696417031665,0.09115711,0.15591823
Arhgef1,-2.8157873,-1.3000453,0.004865785644493757,0.04210745902336465,0.1038961038961039,0.30089035686077403,0.08310184,0.19340178
Shfl,-2.8158793,-0.7405592,0.004864392611865919,0.04210745902336465,0.06493506493506493,0.2654914913477418,0.08950798,0.14535443
Amer2,-2.8165162,-1.5598704,0.004854758431092223,0.042066223490308946,0.07792207792207792,0.2736052272564084,0.06141187,0.1712052
Lats1,-2.8167357,-0.38266417,0.004851443990323552,0.04205106452257865,0.19480519480519481,0.42582752925971135,0.2409088,0.30390963
Ccdc138,-2.8178396,-1.2155112,0.004834795921923049,0.04192028603487329,0.07792207792207792,0.2768363610253464,0.07671687,0.16988266
Rrbp1,-2.8183987,-1.826976,0.004826384900820458,0.041860865811828823,0.1038961038961039,0.29238170460257057,0.07883963,0.25544775
Gm7072,-2.8195379,-0.88034874,0.004809284426211272,0.04172601631653112,0.06493506493506493,0.26046528326272705,0.083267316,0.14828429
Tent4a,-2.8200545,-1.4879211,0.004801548875519038,0.041672357327259865,0.07792207792207792,0.2746822718460544,0.05743454,0.15341729
Ezh1,-2.820175,-0.59285665,0.004799749062990879,0.04167019622699997,0.1038961038961039,0.31015294033172974,0.13631243,0.19906543
Alg6,-2.8211656,-1.2084433,0.004784950277478146,0.041555143489281764,0.05194805194805195,0.24509944711711065,0.061565135,0.13692322
Cr1l,-2.8212364,-0.5869674,0.004783894803091144,0.041555143489281764,0.15584415584415584,0.3735908666618798,0.18079652,0.2605704
Eef1g,-2.821838,-0.3814856,0.004774931774097604,0.04149496014553772,0.11688311688311688,0.32627270769009836,0.19015853,0.24124764
Tmem243,-2.8228638,-2.8993967,0.004759676970972619,0.041375774898102326,0.025974025974025976,0.21393695699001938,0.019916657,0.13984075
Cdkl4,-2.823593,-3.6592476,0.004748867609761377,0.041295169150255086,0.012987012987012988,0.20040209664680117,0.009307123,0.11166295
Gcnt2,-2.823876,-1.3810053,0.004744675792852255,0.041272074637079985,0.05194805194805195,0.248151073454441,0.06066039,0.1508998
Pcyox1,-2.8239183,-1.1334773,0.0047440473092507235,0.041272074637079985,0.06493506493506493,0.26200904717455303,0.08136876,0.17056634
Stt3b,-2.8241873,-0.57721317,0.004740068662610233,0.04125871233052704,0.23376623376623376,0.46248294679399726,0.2581533,0.36425346
Nup214,-2.8242369,-0.41211596,0.0047393360835219,0.04125871233052704,0.18181818181818182,0.4104616931140949,0.21807113,0.28084084
Sugp2,-2.8243217,-0.39020747,0.004738080472074625,0.04125871233052704,0.19480519480519481,0.4236375385940978,0.230798,0.2928435
Rcor1,-2.8248878,-0.5465663,0.004729717420969557,0.04120865989022438,0.2597402597402597,0.4922452789545487,0.29451072,0.40560725
Amy1,-2.8249445,-0.45914564,0.004728881851175137,0.04120865989022438,0.2597402597402597,0.5178071372154808,0.3508624,0.45602334
Gm26901,-2.8256733,-2.4540713,0.004718135818360642,0.041134428760334345,0.03896103896103896,0.22793853665541752,0.023724524,0.12359297
Igsf9b,-2.8257298,-0.66978204,0.004717302100861779,0.041134428760334345,0.18181818181818182,0.4058304013786171,0.21497868,0.32319793
Gm26549,-2.8262677,-1.2671388,0.004709388433311434,0.04108482701398644,0.05194805194805195,0.24427371293171538,0.059577234,0.13780382
Fam168b,-2.8270109,-0.6270835,0.004698474847997988,0.041002929251609595,0.12987012987012986,0.34314640626121923,0.15509829,0.23040862
Zfp438,-2.8277185,-1.47448,0.004688102248736542,0.04092570091733297,0.06493506493506493,0.26032167731744094,0.0629902,0.16608222
Phf6,-2.828787,-0.30705732,0.004672478906541639,0.04080257010684883,0.19480519480519481,0.4246786816974223,0.25291583,0.30456063
Acss1,-2.8288152,-2.7522154,0.0046720656848186,0.04080257010684883,0.03896103896103896,0.22678968909312847,0.029659402,0.18467188
Cdk7,-2.8290982,-0.7616231,0.00466793528696316,0.04078940525551223,0.15584415584415584,0.3715444819415524,0.15196602,0.2454915
Rad52,-2.829622,-1.4228195,0.004660302765518958,0.0407359581358147,0.06493506493506493,0.26179363825662383,0.05606266,0.14375564
Rab36,-2.8298626,-1.5827583,0.004656799721327752,0.04071858396097517,0.03896103896103896,0.23292884325411073,0.042624515,0.122605585
Usp49,-2.8305914,-1.0254941,0.004646202104506798,0.04063914405862554,0.09090909090909091,0.2927407194657859,0.087410174,0.1705406
B3galnt2,-2.8309524,-0.88989884,0.0046409628283237145,0.04060653572030551,0.12987012987012986,0.3421411646442163,0.12171241,0.21498086
Zfp142,-2.8314548,-2.878998,0.004633677841814674,0.04055600117575254,0.025974025974025976,0.21508580455230847,0.016641779,0.11640246
Oma1,-2.833401,-2.9508903,0.00460555896789395,0.040323026871068895,0.012987012987012988,0.20176635312701946,0.017111806,0.12526733
Bhlhb9,-2.834894,-0.7047414,0.004584088992023667,0.040148132730011714,0.11688311688311688,0.33032957564443166,0.1367512,0.21417777
Syncrip,-2.8350143,-0.40543523,0.004582363135698641,0.04014610285497961,0.2987012987012987,0.5459898039778847,0.38065234,0.47844103
Amd1,-2.835439,-1.5168194,0.004576276580918918,0.040105855097616216,0.06493506493506493,0.2628347813599483,0.06147407,0.16672854
Prkacb,-2.8354955,-0.56303924,0.004575465593760143,0.040105855097616216,0.36363636363636365,0.626804049687657,0.4934785,0.66401285
Tmed8,-2.8360474,-0.9086264,0.00456756528800766,0.04005563945455804,0.09090909090909091,0.29345874919221654,0.095645376,0.17262308
