names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-MGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Camkv,-3.5969183,-1.7150797,0.00032200941727710696,0.04972639679445899,0.2777777777777778,0.5565798406402973,0.19577049,0.5364783
Gabbr2,-3.609432,-1.1036702,0.0003068680874317144,0.04766211277046339,0.5833333333333334,0.725872726623075,0.6818005,1.1315696
Baiap2,-3.6216261,-2.0510688,0.0002927568988733944,0.04600220978203572,0.25,0.5362132418622932,0.14580978,0.5010969
Gm26652,-3.6332946,-1.9487274,0.00027982514930872417,0.044490542969972895,0.1111111111111111,0.4494586772430057,0.11175808,0.37600577
Chrm1,-3.6376653,-2.9198904,0.00027512075999676193,0.0441598931153107,0.08333333333333333,0.4280201522135277,0.04863347,0.32001677
Adgrb2,-3.6407883,-2.4980845,0.0002718044198083888,0.04399629373645426,0.16666666666666666,0.47614964090470574,0.079404406,0.383134
Caln1,-3.6422007,-1.3517647,0.00027031728595759734,0.04399629373645426,0.4444444444444444,0.7020402329653053,0.6413364,1.1922536
C1ql3,-3.662507,-2.1577458,0.0002497589477037893,0.0411719197840541,0.19444444444444445,0.5082716975738736,0.16734928,0.5949068
Pls3,-3.6711862,-2.330906,0.0002414274176439909,0.04004416488946935,0.25,0.5164897988351734,0.12074302,0.49815416
Nrxn1,-3.671516,-0.5414444,0.00024111598228909994,0.04004416488946935,0.9444444444444444,0.9667702862043092,3.2585592,3.6217537
Dpyd,-3.7257762,-1.6705326,0.00019471505086249605,0.03328617643552499,0.4166666666666667,0.6501232715189195,0.4618589,1.0538454
Sphkap,-3.7357748,-1.6139902,0.00018713805620171006,0.032233330577820185,0.3333333333333333,0.6623074999106728,0.46238887,1.0294164
Mlip,-3.7491956,-1.7842183,0.00017740267793344574,0.0307763710633799,0.2777777777777778,0.5875227784328438,0.27803877,0.74385655
Gabrb3,-3.7538033,-0.7202782,0.00017417163109886038,0.030588181226316197,0.7777777777777778,0.8213456247543502,1.5566168,1.9693642
Zfpm2,-3.7662551,-1.8223858,0.00016571452790443785,0.029488406389352614,0.4166666666666667,0.67309822417551,0.5413801,1.2643065
Nfib,-3.7744188,-1.4457848,0.0001603811340845918,0.028729607152353214,0.6111111111111112,0.8169507271233073,0.9761083,1.7058337
St6galnac3,-3.806713,-1.6012646,0.00014082592294689702,0.02556751722691299,0.4166666666666667,0.7021831564655019,0.49836123,1.0852215
Kcnj6,-3.8087335,-1.6691346,0.00013968041469322476,0.025532059474877206,0.3888888888888889,0.6313288312430771,0.3404941,0.82856995
Dock4,-3.816485,-1.1751636,0.00013536632819897734,0.02525898082435084,0.75,0.8590059670561332,1.3463426,2.0042882
Rras2,-3.825298,-2.4138815,0.00013061393027585853,0.02454263151407216,0.16666666666666666,0.5015542930646372,0.102251984,0.4534545
B3galt1,-3.8398423,-1.1206782,0.00012311330014455748,0.023461378545278435,0.75,0.8521813699217494,1.2868243,1.9020942
Msra,-3.8424916,-1.4017675,0.00012179161426734562,0.023461378545278435,0.5,0.74045092364312,0.74811745,1.3713995
Galnt17,-3.8702092,-1.4924867,0.00010874198906970761,0.02132771712629959,0.5277777777777778,0.7175117018615786,0.6859289,1.3279406
Ptk2b,-3.8796718,-1.8079411,0.00010459750785494675,0.020665698794576613,0.3055555555555556,0.6027084003287241,0.27764428,0.75165737
Itpr1,-3.921841,-1.5538644,8.787497031612798e-05,0.017773148251770544,0.3611111111111111,0.6694894057955479,0.42792127,0.9431397
Pex5l,-3.9262116,-1.5732112,8.629427670246548e-05,0.017700207748055325,0.6388888888888888,0.779218923071426,0.91279805,1.6933331
Gm30439,-3.9351587,-2.4398992,8.314174102098693e-05,0.017317973497937355,0.16666666666666666,0.5153464108336013,0.13837072,0.5906889
Mbnl2,-3.9493113,-1.1419171,7.83763659121334e-05,0.01661820165026732,0.6111111111111112,0.8087326258620073,0.83407986,1.3544694
Prkd1,-3.9532902,-2.7617078,7.708387895024635e-05,0.016569950619144954,0.16666666666666666,0.5063422303212206,0.11895581,0.6188014
5730522E02Rik,-3.977936,-1.4327612,6.951605245591905e-05,0.01533320248881213,0.6388888888888888,0.747882945653339,0.89456093,1.5901268
Ptprd,-4.0050044,-0.97241324,6.201633410731249e-05,0.014003184012298208,0.9444444444444444,0.9653053203272948,3.0107906,3.6603668
Nfix,-4.01223,-2.1418812,6.014781833402784e-05,0.013697568333134066,0.3333333333333333,0.5919534069389359,0.17279917,0.6056707
Ano3,-4.016848,-1.733303,5.89817303893067e-05,0.013662405996212679,0.4444444444444444,0.6667381284167649,0.4602629,1.079548
Hivep2,-4.059883,-0.8327826,4.9097286660983905e-05,0.011572316601584538,0.7777777777777778,0.8249901740093615,1.3625807,1.8207364
Sez6l,-4.062151,-1.6308619,4.862264192556561e-05,0.011561861845486264,0.3888888888888889,0.6445849858863043,0.3283914,0.79023075
Dcc,-4.075613,-1.4083421,4.5893323306511584e-05,0.011010299975410412,0.7222222222222222,0.845213849287169,1.378202,2.1835005
Crim1,-4.079468,-2.0156634,4.513889304090269e-05,0.011010299975410412,0.2777777777777778,0.5764104762925644,0.20509957,0.65260273
Phactr1,-4.093858,-1.1388974,4.24254854837623e-05,0.010555303656932342,0.8333333333333334,0.8890913638475006,1.7077087,2.392931
Foxp1,-4.0960736,-1.2513504,4.202159883246286e-05,0.01055252673484371,0.6666666666666666,0.794047236216815,0.84871817,1.4308033
Tanc1,-4.099991,-2.5083554,4.131665920865922e-05,0.010473383329591256,0.2222222222222222,0.5447171901239861,0.15516235,0.6703913
Nrg3,-4.107299,-0.7026607,4.0031284928684274e-05,0.010244196438416632,0.9166666666666666,0.9477971915532212,3.1410532,3.6112938
Slc1a2,-4.187195,-1.6971983,2.824234118313845e-05,0.007823419665885878,0.4722222222222222,0.7300175081287741,0.5443751,1.2078235
St6galnac5,-4.1877,-1.6634922,2.8179580549618476e-05,0.007823419665885878,0.5833333333333334,0.7197270161146246,0.64047366,1.3461853
Sgcd,-4.1890607,-1.9143045,2.801117012135711e-05,0.007823419665885878,0.4166666666666667,0.7048987029692357,0.58670014,1.388315
Rbfox3,-4.22387,-1.4917395,2.4014263715184954e-05,0.006864502830074678,0.5833333333333334,0.7190123986136421,0.57381153,1.1567464
Sv2b,-4.2330337,-2.163311,2.3056003644769112e-05,0.006733856716684196,0.3888888888888889,0.6205023761031908,0.3126262,0.97228986
Slit3,-4.2365074,-1.8982863,2.2702350664403856e-05,0.006703430355522326,0.5555555555555556,0.7253724943723872,0.7531264,1.6464542
R3hdm1,-4.2615037,-1.0167949,2.0305593687403535e-05,0.006200128436142421,0.8055555555555556,0.8392110622789152,1.2838843,1.8377535
Arid1b,-4.27578,-1.205034,1.9046918583153163e-05,0.005882651750911788,0.6666666666666666,0.7842569764533533,0.72206336,1.2356768
Cttnbp2,-4.287696,-1.1810958,1.8053602712670992e-05,0.005707062410464348,0.7222222222222222,0.8148783363704577,1.1645435,1.7915235
Atp2b1,-4.3069816,-1.0499301,1.6549722833509885e-05,0.005293941101623937,0.8333333333333334,0.8983099296101762,1.4242047,2.01906
Khdrbs2,-4.3369465,-1.9214162,1.4447572259425935e-05,0.004792669958157714,0.4166666666666667,0.7127237646049952,0.52105963,1.2782191
Il1rap,-4.51254,-2.3147361,6.4055845400476375e-06,0.002568926217777314,0.3333333333333333,0.639797048629721,0.26330364,0.9157378
Cacna2d1,-4.600146,-1.7026747,4.221948530356876e-06,0.0017725587032920197,0.6666666666666666,0.8264194090113267,1.0081564,1.8969442
Cnksr2,-4.678537,-1.4915329,2.8892920187681743e-06,0.0013158521448186585,0.7777777777777778,0.8605066638081966,1.3638189,2.217636
Kalrn,-4.75064,-0.96241295,2.0277387817519836e-06,0.000972952519029925,0.8611111111111112,0.8457140815378569,1.703107,2.2773595
Brinp1,-4.7578864,-1.6915033,1.9563057623285875e-06,0.0009557442878867117,0.6111111111111112,0.7796119626969664,0.7841432,1.5780146
Rgs7,-4.7589893,-1.4686414,1.9456475591703683e-06,0.0009557442878867117,0.6944444444444444,0.806695965984207,1.0398923,1.801995
Nrp1,-4.8308864,-2.6222682,1.3592666658309043e-06,0.0007023749098245461,0.25,0.6220388037303034,0.21493901,0.9068109
Prickle1,-4.836432,-1.7389685,1.3219058434902393e-06,0.0006964629414624064,0.5,0.7412370028942009,0.57135206,1.273245
Nfia,-4.88894,-2.1796117,1.0138050320119438e-06,0.0006191123002309302,0.4444444444444444,0.7387001107657126,0.47342238,1.3198895
Cdh2,-4.90771,-1.7913799,9.214583532937995e-07,0.0005758043244884742,0.5,0.7641404938006932,0.5537288,1.269906
Tafa1,-4.909473,-2.255748,9.132150926953263e-07,0.0005758043244884742,0.5277777777777778,0.790759995712295,0.8064673,1.9346888
Nell2,-4.921337,-1.952258,8.595488608916056e-07,0.0005633189729794499,0.4722222222222222,0.766820309429378,0.6529833,1.5184423
Prickle2,-4.9310884,-1.40593,8.177272299195499e-07,0.0005493082666984576,0.6666666666666666,0.8105906313645621,0.9634906,1.66677
Slc17a7,-5.010479,-2.0051742,5.429469846845525e-07,0.00039429690482361966,0.4166666666666667,0.7130453424804374,0.344187,0.97428626
Dab1,-5.013046,-1.7309809,5.357515736097801e-07,0.00039429690482361966,0.7222222222222222,0.877085789830993,1.5583925,2.5991437
Lrp1b,-5.855461,-1.8293412,4.756877881267743e-09,7.988581791854016e-06,0.8888888888888888,0.9387572801657913,1.9243641,3.081563
Celf2,-5.957117,-1.3074384,2.567266740836412e-09,4.598830488418293e-06,0.9444444444444444,0.9663415157037196,2.8366451,3.707323
Ppp3ca,-6.0974164,-1.4068373,1.077964773081038e-09,2.633173950244317e-06,0.8333333333333334,0.9399006681673634,1.7246277,2.582088
Arpp21,-6.6779933,-3.0832996,2.4223641791973967e-11,9.298417927862006e-08,0.4166666666666667,0.7985850573480544,0.5137538,1.9008737
Nlgn1,-7.076452,-1.813268,1.478923994476817e-12,9.934671932898017e-09,0.9444444444444444,0.9541572873119663,2.225444,3.4018655
