names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VIP (for_DEGs),mean_expr_Rest (for_DEGs)
Prmt5,-2.8366914,-1.1033702,0.004558365180625736,0.04142146513473571,0.043859649122807015,0.1568817900568386,0.041212108,0.086541645
Shroom2,-2.837386,-0.6990034,0.004548460218877064,0.04134544184073975,0.10526315789473684,0.226239297791208,0.10066093,0.1586426
Mfsd14a,-2.8380845,-0.32050696,0.004538516320946895,0.04126901304360172,0.17982456140350878,0.3252392258435859,0.17162806,0.21011056
Lrrc8d,-2.838972,-0.36145738,0.004525910129425585,0.04116831590306888,0.2982456140350877,0.4676595438520757,0.30521336,0.37743258
Pdia3,-2.8397284,-0.44858322,0.00451519655048239,0.04108477186300773,0.27631578947368424,0.43352039715087415,0.27927467,0.36441115
Cdc42bpb,-2.8402421,-0.34553224,0.004507931415383142,0.04103256000384316,0.25,0.4135909058205626,0.23889486,0.2948093
Phtf1,-2.8410187,-0.35874653,0.004496966642272483,0.04095823620817864,0.32456140350877194,0.5064393121807325,0.33624053,0.41377077
Trpc4ap,-2.8421695,-0.33712828,0.004480766945635283,0.04082679139681928,0.32894736842105265,0.5122310957622851,0.34627992,0.42050216
Lpgat1,-2.8430488,-0.44200888,0.004468421418284221,0.04072811516597592,0.5043859649122807,0.6570256853011008,0.593882,0.7427677
Edem1,-2.843616,-0.7981662,0.004460476638420191,0.040669496869477614,0.06578947368421052,0.18274696021296497,0.06580883,0.111795105
Sec16a,-2.8442283,-0.336049,0.004451912951874153,0.04060519382785421,0.17105263157894737,0.31099359666163034,0.15318416,0.1897601
Arhgef17,-2.8443968,-0.29447013,0.004449559116543916,0.040597505419876063,0.16666666666666666,0.3048420749694223,0.15706965,0.1894535
Suds3,-2.8448777,-0.29934552,0.00444284827404634,0.040563823691343925,0.12719298245614036,0.2576444348514282,0.1211267,0.14709176
Gm49003,-2.8451736,-1.3723282,0.004438723085049055,0.04053993517854117,0.03070175438596491,0.14339161090725952,0.027268592,0.06912152
Ctsd,-2.8453584,-0.861396,0.004436146604891499,0.04053017996376558,0.17543859649122806,0.2978991294337722,0.16819745,0.28726947
Yeats2,-2.8455188,-0.35780126,0.004433914751793626,0.040523567816562835,0.35964912280701755,0.5540326642204475,0.4004085,0.48921856
Ythdf1,-2.84669,-0.37012553,0.004417635920381165,0.040388525750473595,0.12719298245614036,0.25706885387437944,0.120512255,0.15317768
2810013P06Rik,-2.8467598,-1.5235579,0.0044166666163889335,0.040388525750473595,0.03070175438596491,0.1428879775523419,0.026851034,0.07533213
Hacd2,-2.8471544,-0.26250824,0.004411196516483292,0.04035711624034936,0.2807017543859649,0.4497805597525002,0.29965696,0.35003754
Znrf3,-2.8471873,-0.3951819,0.0044107409521011035,0.04035711624034936,0.34649122807017546,0.5082739765450752,0.3805989,0.4756793
Syn1,-2.8499777,-0.39917386,0.004372229968827059,0.040041519857662945,0.4956140350877193,0.6472408086912728,0.60292417,0.7377437
Eif2ak1,-2.8514366,-0.31254587,0.004352216931035057,0.03987182711793794,0.15350877192982457,0.2899489171882869,0.14095567,0.17226335
Gnl3,-2.851486,-0.30201018,0.004351541887334584,0.03987182711793794,0.11403508771929824,0.24390243902439024,0.1141891,0.13900681
Alkbh3,-2.8516092,-0.2767455,0.004349854693327271,0.03987182711793794,0.12280701754385964,0.2545147132887258,0.11846168,0.14180987
Cep128,-2.852649,-0.43111446,0.004335649596101034,0.03978787727023046,0.10526315789473684,0.2277142240448953,0.1175107,0.15539691
Lacc1,-2.8535366,-2.9731584,0.004323555219070945,0.03970400845401104,0.008771929824561403,0.11910928843801713,0.00925883,0.070498385
Abhd5,-2.8557515,-1.0638962,0.004293508555547062,0.03946855110761189,0.06140350877192982,0.17702712425354342,0.04737621,0.09660656
Hspbp1,-2.857523,-0.35500056,0.004269618748153686,0.03927581505062976,0.10526315789473684,0.23329016476005468,0.1030325,0.12997958
Zfp609,-2.8581188,-0.4079524,0.0042616087140647015,0.03921555689962963,0.49122807017543857,0.6578171091445427,0.5886447,0.7243995
Scrn3,-2.8588173,-1.0720911,0.004252234996315285,0.03914270447104889,0.04824561403508772,0.16249370458306353,0.04429336,0.09095441
Erich3,-2.8591955,-0.7224351,0.004247169962529344,0.039122885462174656,0.05263157894736842,0.16947262392977913,0.056574058,0.09170035
Agmo,-2.8610284,-2.344834,0.004222693034432119,0.03892410354552008,0.03508771929824561,0.145010432405209,0.037603527,0.17786464
Nek4,-2.862027,-0.34449968,0.004209410864414469,0.03882831099444448,0.12280701754385964,0.25350744657889057,0.11328682,0.14176503
Efcab14,-2.862138,-0.33008173,0.004207937409462596,0.0388280488297596,0.2412280701754386,0.3983739837398374,0.2391821,0.2924281
Camk2n1,-2.8625119,-0.49107686,0.004202974765561271,0.03879557950897676,0.4342105263157895,0.5983164256421325,0.50687695,0.65636253
Stam,-2.8643079,-0.2694423,0.004179217052353942,0.03861608053533371,0.2675438596491228,0.44593136196848693,0.27704224,0.32553536
Josd2,-2.8648791,-0.71110404,0.004171685829753281,0.03855975171842816,0.08771929824561403,0.20886394704655012,0.088002816,0.14027886
Nsmce3,-2.8659558,-1.3811476,0.004157523755999309,0.038455305791291375,0.043859649122807015,0.1575293186560184,0.03680153,0.093166664
Gm6994,-2.8661654,-1.6098403,0.004154772093643281,0.038443087519350876,0.02631578947368421,0.13918267501259082,0.023165364,0.06908779
Ufd1,-2.8684914,-0.35502115,0.004124344774347025,0.03818785116702431,0.19298245614035087,0.3411036765234909,0.17491251,0.21871063
Tgs1,-2.868697,-0.34244716,0.004121666592769345,0.03817620866863575,0.2236842105263158,0.37427153032592275,0.20761035,0.25661623
Myo18a,-2.868853,-0.45344815,0.004119632230320911,0.038170523458180304,0.3991228070175439,0.5744657889056767,0.4118026,0.52928126
Cct8,-2.870279,-0.59598047,0.004101097395682506,0.038011896178678485,0.14035087719298245,0.2700913734801065,0.12991688,0.19036898
Tmcc2,-2.8708215,-1.0069361,0.00409406657323354,0.03795982361034687,0.06578947368421052,0.1821354054248507,0.057070233,0.11156508
Tubgcp4,-2.8709652,-0.44149107,0.004092204175694557,0.03795565281357016,0.10087719298245613,0.2261673501690769,0.095539965,0.12764
Stau1,-2.872009,-0.39521655,0.004078711511141141,0.03784356985647875,0.2324561403508772,0.3882293690193539,0.21428162,0.27328992
Coq10b,-2.8725803,-0.9525615,0.004071344836088545,0.03778826796051786,0.04824561403508772,0.16454421181379955,0.047180492,0.08938071
Zbbx,-2.8732133,-1.1365308,0.004063197298941863,0.03773871808592044,0.039473684210526314,0.15447154471544716,0.039452553,0.084773794
Hdac1,-2.87429,-0.42084518,0.004049369904600724,0.037623295067988054,0.17105263157894737,0.3073242679329448,0.15510108,0.20261772
Atad2,-2.874557,-1.6036242,0.004045946063638194,0.03760448658940099,0.03070175438596491,0.1438592704511116,0.02695658,0.07976898
Syne2,-2.8752885,-1.1937468,0.004036583453960121,0.03753044893007213,0.05701754385964912,0.17235052881502266,0.052929297,0.117191926
Coq9,-2.876094,-0.57643443,0.004026296818192751,0.03744776583760444,0.07894736842105263,0.20058997050147492,0.07404434,0.10849753
Wdr1,-2.877627,-0.40231276,0.0040067864319023065,0.03729212034125908,0.14035087719298245,0.2751277070292827,0.13534793,0.17525482
Tbc1d20,-2.879649,-0.44876146,0.003981182834136519,0.03706666069066122,0.09210526315789473,0.21767753075760846,0.0948101,0.12728105
Kcns3,-2.8802118,-2.413027,0.003974079867236524,0.03701335391079563,0.017543859649122806,0.12875026980358298,0.014543168,0.075127445
Chd9,-2.8809886,-0.29223555,0.003964299770606697,0.03696069911041011,0.7719298245614035,0.7912799481977121,1.0674734,1.204905
Trpm2,-2.881716,-0.47054774,0.003955160455868234,0.03688828929162771,0.06578947368421052,0.1856248650982085,0.06872267,0.09401188
Nabp2,-2.8817983,-0.6081268,0.003954128968967737,0.03688828929162771,0.07456140350877193,0.19587740125188863,0.07580225,0.11336062
Tsen15,-2.8821392,-0.66899407,0.00394985090829337,0.03686436050915,0.07017543859649122,0.18994172242607382,0.06432997,0.10042782
Mettl2,-2.8826325,-0.6702845,0.00394367319154783,0.0368194922365845,0.05263157894736842,0.17087560256133535,0.05399686,0.08460963
Cr1l,-2.884046,-0.37721497,0.00392601233663475,0.03666734497232385,0.21929824561403508,0.37322828980502193,0.20609514,0.2602571
Vps26a,-2.88412,-0.50464255,0.003925090202800045,0.03666734497232385,0.12719298245614036,0.25494639902151234,0.11357813,0.15755852
Hpf1,-2.8843255,-0.35984513,0.003922529751943693,0.036660304151209404,0.16228070175438597,0.30200014389524427,0.15540728,0.19537288
Ergic2,-2.8850899,-0.2874022,0.003913018186957666,0.036584133153636914,0.27631578947368424,0.45179509317217065,0.279558,0.3319245
Clpx,-2.8854764,-0.39159918,0.003908219239848133,0.03655198432813064,0.2324561403508772,0.38679041657673213,0.20899102,0.2661402
Zfp523,-2.8855627,-0.29911408,0.0039071478654269225,0.03655198432813064,0.16228070175438597,0.3040506511259803,0.14788547,0.17906588
Hnrnpul2,-2.8860762,-0.40151426,0.0039007761546100282,0.03650778658111162,0.16228070175438597,0.2996618461759839,0.15654944,0.2020016
Eeig1,-2.8861544,-0.7917997,0.0038998084813197946,0.03650778658111162,0.09649122807017543,0.2176415569465429,0.08642849,0.14521153
Bcar1,-2.8875968,-0.65684557,0.0038819711666377653,0.03635711580604976,0.08333333333333333,0.2049428016404058,0.07777706,0.12002105
Gga3,-2.88802,-0.30714154,0.003876750937772803,0.03632088483192302,0.13596491228070176,0.272573566443629,0.1321492,0.16109578
Tspan18,-2.8888257,-1.3915156,0.003866834907671048,0.03624061875448938,0.05263157894736842,0.16720627383264983,0.04761914,0.12040475
Mast4,-2.888994,-0.3258965,0.0038647635523708047,0.036233843912143585,0.8070175438596491,0.7610259730915894,1.1134472,1.2706282
Ppme1,-2.8894749,-0.33694634,0.00385885815288681,0.036191105957441044,0.3333333333333333,0.5129145981725304,0.35233283,0.4275561
Sh3bgrl2,-2.8898325,-0.5855211,0.003854472273892482,0.036175225287981484,0.08333333333333333,0.20562630405065113,0.080417976,0.118368216
Crls1,-2.8905187,-0.5129828,0.0038460660904217916,0.03612156443538397,0.10087719298245613,0.2272825383121088,0.09453442,0.13232759
Magt1,-2.8920803,-1.0744734,0.003827000283855328,0.035967645200137344,0.07017543859649122,0.18735160802935463,0.058963507,0.12036485
Gm26944,-2.8921545,-0.36110052,0.0038260993005980134,0.035967645200137344,0.14912280701754385,0.2853082955608317,0.1342339,0.16933602
Pak1,-2.8928406,-0.5797145,0.003817749362535416,0.035905819170922865,0.4649122807017544,0.6120224476581049,0.4968211,0.6738277
Snx15,-2.8935227,-0.43816563,0.0038094658368837317,0.035840457646031464,0.09210526315789473,0.21807324267932945,0.09815918,0.13080034
Pde8b,-2.8937776,-0.39779446,0.003806376181340228,0.03582393274697441,0.4956140350877193,0.6382473559248867,0.62767637,0.7657009
Atm,-2.8943613,-0.37817454,0.0037993084515372047,0.03576994327007873,0.2324561403508772,0.38581912367796245,0.2097439,0.2649
AU040320,-2.8946037,-0.2912362,0.003796375368061681,0.03575485669113823,0.2719298245614035,0.45096769551766314,0.28571865,0.3398215
Rtn1,-2.8948543,-0.27506977,0.0037933450216691457,0.03573884317400068,0.9298245614035088,0.9045974530541766,1.6964271,1.8547379
Ssu72,-2.8948832,-0.31288037,0.0037929974176345725,0.03573884317400068,0.2236842105263158,0.38240161162673575,0.22726013,0.27531976
Rexo4,-2.8953476,-0.32143193,0.0037873900991105334,0.03570777963617545,0.15350877192982457,0.2921792934743507,0.13694106,0.16838096
Tjap1,-2.896149,-0.8572345,0.0037777314669029585,0.03562921885422341,0.05701754385964912,0.1753003813223973,0.054285593,0.09627342
Pmm2,-2.898442,-0.48267433,0.003750216469921646,0.03538213361895879,0.09210526315789473,0.21760558313547737,0.085021436,0.116893515
Trim39,-2.8987339,-1.2795879,0.0037467285517926887,0.03537091263412736,0.039473684210526314,0.15493920425929922,0.031930972,0.075821236
Kdm5b,-2.8997118,-0.4287688,0.0037350581544501266,0.035294696967065664,0.4342105263157895,0.6125980286351536,0.48724002,0.6125304
Fbxo31,-2.8998475,-0.51440424,0.003733442601135072,0.035294696967065664,0.09210526315789473,0.21778545219080508,0.08659048,0.1215088
Stt3a,-2.8999214,-0.32171103,0.003732561657986724,0.035294696967065664,0.14912280701754385,0.2866753003813224,0.14283498,0.17554514
Norad,-2.9002297,-0.5483324,0.0037288930950191337,0.035280055444776096,0.37719298245614036,0.5416936470249658,0.39146888,0.531046
Usp19,-2.9008873,-0.5188484,0.003721077779514989,0.035218513538417665,0.11842105263157894,0.24731995107561694,0.10604129,0.1486662
