names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VIP (for_DEGs),mean_expr_Rest (for_DEGs)
Rbms3,18.086992,2.7216678,4.035137020123803e-73,4.714092683944635e-70,0.9210526315789473,0.5073386574573711,1.9675236,0.65896064
Sdk1,17.931187,2.984357,6.732805658688957e-72,7.236419521958891e-69,0.8771929824561403,0.45988920066191813,1.9663377,0.5746054
A230057D06Rik,17.851686,1.6876146,2.8044046057010754e-71,2.8982442982764573e-68,0.9956140350877193,0.785596086049356,2.5707746,1.5579005
Cnr1,17.73832,2.7514718,2.121883777176718e-70,2.1116672997310524e-67,0.8508771929824561,0.4371177782574286,1.4912394,0.41292056
Zfp536,17.606865,2.6763942,2.1819782201129937e-69,2.0939198133727192e-66,0.9210526315789473,0.4726958774012519,1.9717499,0.67664003
Sntg1,17.427494,1.7073839,5.1033498744583305e-68,4.72851762505846e-65,0.9956140350877193,0.8120728109935966,2.9726262,1.8988422
Meg3,17.33661,1.7555085,2.489914780170766e-67,2.2301336714396163e-64,1.0,0.9125116914885963,4.42626,3.237451
Cntn6,17.32925,2.7782333,2.829911346617369e-67,2.4528941252777004e-64,0.868421052631579,0.4043816101877833,1.7283595,0.5158862
Abtb3,17.078808,3.7804844,2.1343299965799383e-65,1.7921702190032171e-62,0.7412280701754386,0.15184545650766243,1.0918989,0.13460273
Pde4d,17.052547,1.8143169,3.346216388958186e-65,2.724631344585044e-62,1.0,0.8226850852579323,3.0159323,1.8746393
Zmat4,16.899796,2.251187,4.514744786944712e-64,3.5679762478001295e-61,0.9342105263157895,0.5968774731995108,2.0075908,0.8560555
Slc35f1,16.500134,2.0643578,3.6608254730020745e-61,2.7323994572101594e-58,0.9473684210526315,0.6515216922080725,2.1476076,1.0326811
Limch1,16.462366,1.829286,6.837434704123751e-61,4.965455959454194e-58,0.9605263157894737,0.7283257788330095,2.067891,1.0797597
Sobp,16.44929,1.6959996,8.485760329841846e-61,6.000325791127642e-58,0.956140350877193,0.7367076768112814,2.0929012,1.1612549
Vip,16.444359,6.329042,9.20544121357975e-61,6.342312959202253e-58,0.6535087719298246,0.04723361392905964,1.43938,0.039247774
Usp29,16.385403,2.110541,2.431559612533536e-60,1.6334001697194027e-57,0.881578947368421,0.5557234333405281,1.5584409,0.62523055
Gad2,16.276917,3.1193292,1.4393985111346592e-59,9.433326340045926e-57,0.7631578947368421,0.2191884308223613,1.1668713,0.22677067
Snhg11,16.227968,1.642101,3.198750243865763e-59,2.046438548873168e-56,1.0,0.8259946758759623,3.2450607,2.186254
Grik1,16.15579,2.873817,1.0338350198811327e-58,6.460266740513032e-56,0.8728070175438597,0.4961867760270523,2.2109468,0.74591494
Cntnap2,15.851007,2.0367272,1.3834420448951613e-56,8.448429033257497e-54,0.9956140350877193,0.9134470105763004,4.1356516,2.7723303
Robo1,15.83491,1.7722226,1.7871297095044683e-56,1.0671150065418903e-53,0.9912280701754386,0.7903446291100079,2.8506637,1.7529718
Igf1,15.617345,4.668051,5.546769043619452e-55,3.1050350875428053e-52,0.6447368421052632,0.08227210590689978,0.9902988,0.06443473
5330434G04Rik,15.515172,1.7162324,2.7389792901752907e-54,1.5019668066736746e-51,0.9298245614035088,0.6422404489531621,1.6844567,0.8484056
Ccser1,15.327558,1.4425234,5.0045359533733455e-53,2.689437621342836e-50,1.0,0.8601338225771639,3.1815827,2.2506046
Kcnip1,15.186706,3.2074714,4.331486760142828e-52,2.2820990048046626e-49,0.7192982456140351,0.22739045974530542,1.2068968,0.22606394
Prox1,15.136005,2.5086439,9.373688193032667e-52,4.8436731105151494e-49,0.7982456140350878,0.3041225987481114,1.2156234,0.3484568
Ogt,14.894633,1.3693988,3.571396712212975e-50,1.7771005492067154e-47,0.9692982456140351,0.7708108497014173,1.847397,1.1210684
A330076H08Rik,14.881224,1.6523439,4.364442157302514e-50,2.1322283775767008e-47,0.8991228070175439,0.6542197280379883,1.6157696,0.82531226
Thsd7a,14.798634,2.444336,1.4948954870516998e-49,7.046989778434942e-47,0.8552631578947368,0.5760126627814951,2.1006336,0.84053123
Ctnna2,14.780473,1.2105502,1.957866568364311e-49,9.070323222749833e-47,1.0,0.8846679617238651,3.2552733,2.4656265
Cit,14.764158,2.26856,2.4941827433667525e-49,1.1359100053265194e-46,0.7982456140350878,0.43096625656522053,1.2924855,0.43714097
Ablim1,14.750436,1.6941917,3.0568375310815398e-49,1.368953741002683e-46,0.8859649122807017,0.6102237571048277,1.4884506,0.7227247
Aff2,14.739155,2.0117245,3.612761334711419e-49,1.5913917551425545e-46,0.8421052631578947,0.5993596661630333,1.6553733,0.71793175
Cntnap5c,14.688812,2.3112826,7.603439128872164e-49,3.295232409561211e-46,0.8640350877192983,0.5042449097057342,1.8720834,0.7459852
Magi3,14.654296,1.9885545,1.2646005453997518e-48,5.393621691252593e-46,0.8333333333333334,0.5502554140585654,1.5114034,0.63673866
Mir99ahg,14.324219,1.3128779,1.54456011342079e-46,6.384973884248712e-44,0.9912280701754386,0.8727246564501043,2.9386883,2.1043124
Lrrc4c,14.128799,1.3449665,2.5241110697963768e-45,1.0276191582640705e-42,0.9912280701754386,0.913878696309087,3.5010586,2.6142108
Kcnb2,14.108087,1.5528499,3.386399554960107e-45,1.358097851369822e-42,0.9736842105263158,0.768868263903878,2.625067,1.6798174
Rian,14.028525,1.41229,1.0429765456339668e-44,4.061562287128216e-42,0.9824561403508771,0.75875962299446,2.4043367,1.5652483
Ptprz1,13.855421,2.0426714,1.1796249814867208e-43,4.4642990496546745e-41,0.8728070175438597,0.5639974098856033,1.8396806,0.82639164
Gad1,13.757321,2.5291445,4.602656033491392e-43,1.7176856613876904e-40,0.6973684210526315,0.26163752787970357,0.94941723,0.24251452
Rev3l,13.722164,1.3747175,7.479912621663616e-43,2.7532226321109776e-40,0.9298245614035088,0.740053241240377,1.7232054,1.0205916
Klf12,13.687878,1.4634501,1.1996213598766837e-42,4.3559224243089855e-40,0.956140350877193,0.7134326210518742,1.8425651,1.0738124
Adra1b,13.333479,4.6491175,1.4783865082099132e-40,5.226874404684259e-38,0.5526315789473685,0.07219943880854737,0.7370295,0.042513367
Pcdh7,13.257407,1.6317277,4.0878875836941285e-40,1.4082248637674516e-37,0.9692982456140351,0.7829340240305058,2.6681316,1.6730428
Csmd3,13.089518,1.026728,3.779998626937724e-39,1.2539328778495883e-36,0.9824561403508771,0.8986977480394273,3.225305,2.5540326
Ttc28,13.073429,1.9103411,4.671161770056321e-39,1.5306599605050407e-36,0.7763157894736842,0.4626232103028995,1.1806648,0.47019514
Vstm2a,13.0048065,1.99921,1.1488874619455819e-38,3.637893335465006e-36,0.7368421052631579,0.4541693647024966,1.1202929,0.4165515
Gpc6,12.963522,2.111479,1.9699083958125377e-38,6.084073401779642e-36,0.8464912280701754,0.5487445139938125,2.0334427,0.93083984
Egfr,12.949101,3.8227713,2.3772020091149316e-38,7.258570225558888e-36,0.5745614035087719,0.1148643787322829,1.0664386,0.12630318
Cntn5,12.881754,1.8020649,5.702501531318438e-38,1.7025135127391826e-35,0.9736842105263158,0.7642995898985538,2.9309657,1.8064619
Bmper,12.855013,3.1726809,8.061285742996985e-38,2.354421172981837e-35,0.6052631578947368,0.19778401323836248,0.87165135,0.14344616
Grik2,12.847611,1.1131728,8.870751071035812e-38,2.562979368588519e-35,0.9956140350877193,0.9154615439959709,3.3958216,2.662464
Ubash3b,12.781948,1.9630817,2.068232389956231e-37,5.788896283137909e-35,0.7631578947368421,0.4377653068566084,1.2132744,0.47402248
Egfem1,12.762765,1.6464572,2.6463928957209914e-37,7.330781145157014e-35,0.9868421052631579,0.7703072163464998,2.8896136,1.8603204
Fgf12,12.718664,1.1831175,4.657517858290387e-37,1.2770153556353338e-34,0.9912280701754386,0.8531908770415138,2.9238617,2.1698241
Vwc2,12.6759,3.4920049,8.042992595613414e-37,2.1829819297387113e-34,0.5833333333333334,0.15738542341175624,0.9858645,0.13917825
Zbtb16,12.593256,1.6809013,2.2998573520173158e-36,6.058545789088752e-34,0.8114035087719298,0.5761925318368228,1.4024311,0.67087966
Kcnq5,12.509873,1.5630517,6.592958155347645e-36,1.703392169559531e-33,0.9868421052631579,0.7795165119792791,2.7791288,1.8102632
Gabrg3,12.492896,1.6280077,8.162704508710082e-36,2.069168586311697e-33,0.9035087719298246,0.6505863731203684,2.080943,1.1843741
Slc44a5,12.400233,1.7282342,2.605638306976276e-35,6.543317879294629e-33,0.8157894736842105,0.6063745593208144,1.6303257,0.8060917
Dlx1,12.382636,4.6890583,3.245063870628958e-35,8.073598722574084e-33,0.5087719298245614,0.05450032376429959,0.6039825,0.0316462
Grm8,12.345843,2.1276178,5.129417627005977e-35,1.2644720333729411e-32,0.7850877192982456,0.5121231743290884,1.9114238,0.84100866
Pde5a,12.19011,3.8471758,3.5094670148538587e-34,8.271875323607296e-32,0.5350877192982456,0.10274120440319448,0.8121774,0.0834678
Dlx1as,12.182885,3.311821,3.8347050029257805e-34,8.959871602488323e-32,0.5526315789473685,0.1290020864810418,0.68057066,0.093659796
Gm28175,12.166057,2.756528,4.713062771127039e-34,1.0917241091395132e-31,0.6096491228070176,0.2410245341391467,0.8647702,0.18514468
Sorcs1,11.863908,2.3294027,1.8226584827505094e-32,4.047506895165801e-30,0.7192982456140351,0.4621195769479819,1.7253418,0.6513463
Nrg3,11.862486,1.2738672,1.8538838814358465e-32,4.0831032700148524e-30,1.0,0.947262392977912,4.4702287,3.6033561
C130071C03Rik,11.79125,1.1540989,4.330645250009688e-32,9.309155029420826e-30,0.9692982456140351,0.7739405712641197,1.999825,1.3533354
Gria4,11.649736,1.3531386,2.3016936661077596e-31,4.8317585006496487e-29,0.9912280701754386,0.7894812576444349,2.501949,1.6838989
Tcf12,11.585911,1.1526132,4.857770329214056e-31,1.0040637595844746e-28,0.9649122807017544,0.8095906180300741,1.9983113,1.3528018
Pcdh10,11.557275,1.6174102,6.782718835504521e-31,1.3806943568939885e-28,0.75,0.4983811785020505,1.1016874,0.5037119
Rims2,11.517235,1.1477765,1.0802163710349656e-30,2.1823619465947013e-28,0.9868421052631579,0.8067127131448306,2.4219265,1.7288104
Macrod2,11.5031185,0.9817395,1.272333409839668e-30,2.551313337491931e-28,1.0,0.8863227570328801,3.17775,2.5370815
Kazn,11.487728,1.4668508,1.5205787512021953e-30,3.0042611062355137e-28,0.7982456140350878,0.571515936398302,1.3035634,0.6782417
Ptpn4,11.475638,1.1644715,1.7488296912049796e-30,3.4300039272027595e-28,0.8771929824561403,0.7047269587740125,1.422389,0.8771233
Rab3c,11.460252,1.3720427,2.089067869104291e-30,4.067627075567558e-28,0.8596491228070176,0.6430318727966041,1.5177362,0.86546546
Ripor2,11.439412,1.3950759,2.6568003046140572e-30,5.135843466545303e-28,0.793859649122807,0.5846463774372257,1.204557,0.63548267
Car10,11.293287,1.5373502,1.4163804753051463e-29,2.699159104358105e-27,0.881578947368421,0.6356212677171019,2.0392776,1.1948661
Trhde,11.286782,1.7002622,1.5251903276199044e-29,2.8860467678272417e-27,0.7763157894736842,0.5185984603208864,1.4475828,0.693642
Lrrtm3,11.2538395,1.4093386,2.2172538629445276e-29,4.10880077912548e-27,0.9122807017543859,0.6238218576876035,1.6873771,0.97777015
Rgs12,11.220325,3.1357443,3.2407421021319103e-29,5.964297279745509e-27,0.5263157894736842,0.14180876322037556,0.6617091,0.10141214
Apba1,11.180196,1.1556615,5.097743843492366e-29,9.318120889431284e-27,0.8728070175438597,0.7263472192244046,1.6057677,1.0250458
Sema6a,11.150743,1.7946212,7.101147136125619e-29,1.2892420509979417e-26,0.6929824561403509,0.38538743794517594,0.9873721,0.39572388
Slc35f4,11.110843,1.4620513,1.111064508540467e-28,1.9902868896321563e-26,0.8157894736842105,0.5899345276638607,1.4618218,0.7897451
Sema5b,11.06509,2.7498279,1.85276150525301e-28,3.296933883850886e-26,0.5526315789473685,0.18771134614001006,0.739326,0.15076327
Magi1,11.048993,1.1311756,2.2168740951858884e-28,3.9189083511608436e-26,0.9298245614035088,0.7460608676883229,1.7688773,1.169613
Cracd,10.975086,1.3676227,5.035777206816946e-28,8.843878009619041e-26,0.7763157894736842,0.5540686380315131,1.1249937,0.5911906
Dlc1,10.91022,1.5088971,1.0300614736184099e-27,1.7972566101380957e-25,0.7982456140350878,0.5452550543204547,1.364474,0.7049771
Snhg14,10.908503,1.0896727,1.0497096302584833e-27,1.819722436454545e-25,0.9956140350877193,0.8141592920353983,2.6697927,1.9897362
Dner,10.902774,1.4358346,1.1179607041973086e-27,1.925615648832159e-25,0.7763157894736842,0.5418015684581624,1.2021143,0.6206781
Slc24a3,10.876431,1.1679438,1.4929363746248522e-27,2.555108304851578e-25,0.8947368421052632,0.7271746168789122,1.8150373,1.1903324
Gm56750,10.717103,2.7438498,8.461223419704246e-27,1.361395648427863e-24,0.5350877192982456,0.17461687891215194,0.75410527,0.15533777
Elfn1,10.714571,3.284222,8.695914058465848e-27,1.3908286354224843e-24,0.49122807017543857,0.11461256205482409,0.60318154,0.08156602
Dscam,10.622915,1.1599278,2.3316357526893147e-26,3.6638042499860755e-24,0.956140350877193,0.7535793942010216,2.2002249,1.5244025
Plpp4,10.595779,3.135344,3.117324870222237e-26,4.8699139106320645e-24,0.5087719298245614,0.15439959709331608,0.7336199,0.11618882
Shisa6,10.5463,1.4037915,5.283689212087966e-26,8.206516134612928e-24,0.8771929824561403,0.6142887977552342,1.7642896,1.0396483
Glra2,10.5374565,2.559528,5.804767784743741e-26,8.96402933195772e-24,0.5482456140350878,0.22458450248219297,0.7280414,0.1669354
Fnbp1l,10.477633,1.3858829,1.0944857540924631e-25,1.661515944207033e-23,0.7675438596491229,0.5222318152385064,1.1319636,0.5901424
Pam,10.461298,1.2462724,1.3006221698183356e-25,1.952386463855792e-23,0.8991228070175439,0.7276422764227642,1.8889697,1.213696
Grb10,10.45088,1.9091084,1.4517229516577262e-25,2.167099761724617e-23,0.6096491228070176,0.3532987984747104,0.7569439,0.26339224
Frmpd4,10.41963,1.2402105,2.017355350055839e-25,2.994825318011072e-23,0.9736842105263158,0.8313907475357939,2.9144578,2.1260872
Galnt14,10.316496,1.7998763,5.934955389905605e-25,8.620121693338574e-23,0.6535087719298246,0.39866177422836174,0.95852447,0.37964898
Brinp3,10.2860775,1.5887036,8.142650471101852e-25,1.1637926497792912e-22,0.8245614035087719,0.628426505503993,1.9333787,1.0871563
Slc6a1,10.250706,1.7306706,1.1748239601803128e-24,1.6702391433886246e-22,0.6359649122807017,0.31020217281818835,0.78521585,0.30706486
Ftx,10.221758,1.0099094,1.584410522300007e-24,2.240690038642168e-22,0.8464912280701754,0.6903374343477948,1.3847172,0.9109195
Mast2,10.143088,1.0786041,3.5567439645517164e-24,4.977589079557532e-22,0.7982456140350878,0.6428520037412764,1.1844217,0.7295978
Kcnd3,10.098622,1.1917766,5.602361978591616e-24,7.799765096619519e-22,0.8333333333333334,0.6286063745593208,1.3660189,0.8233621
Kcnc1,10.046879,1.694221,9.48234003120402e-24,1.2999514114206735e-21,0.6271929824561403,0.3950284193107418,0.7841247,0.3132665
Cpeb2,9.978396,1.2363266,1.8950447633564858e-23,2.5587865724315965e-21,0.7456140350877193,0.5936038563925462,1.0997407,0.6153693
Ankrd55,9.948557,3.2137012,2.5586687174452083e-23,3.420469076505112e-21,0.4649122807017544,0.12702352687243687,0.55137175,0.076307125
Cdh10,9.921906,1.182813,3.343099274665837e-23,4.4250777098655684e-21,0.9254385964912281,0.752608101302252,2.1130326,1.4359971
Shtn1,9.909594,1.0735153,3.781806599389199e-23,4.956933820760379e-21,0.8157894736842105,0.6545794661486438,1.2478882,0.7792402
Cacna2d3,9.863435,1.1749285,5.996225022966131e-23,7.74608492149519e-21,0.9605263157894737,0.7433628318584071,2.2061563,1.5214819
Frmd4a,9.852857,0.90616345,6.662283699983733e-23,8.565337943471909e-21,0.9868421052631579,0.8540182746960213,2.7504845,2.176724
Peg3,9.8513975,1.0369569,6.75971546943136e-23,8.64921688874384e-21,0.8114035087719298,0.6333908914310382,1.1714257,0.73483634
Osbpl9,9.847358,1.1818845,7.036927657060689e-23,8.961243893138422e-21,0.7412280701754386,0.5906540038851716,1.0328125,0.58630973
Dpysl5,9.7718115,2.3591735,1.4876767170450207e-22,1.87670767075116e-20,0.5219298245614035,0.23487301244693862,0.58704036,0.14467196
Lingo2,9.732212,1.2787788,2.1976191078755742e-22,2.7465128106333344e-20,0.9956140350877193,0.881826030649687,3.4635353,2.6208498
Npas1,9.731172,4.273684,2.220200553264966e-22,2.761888373436557e-20,0.40789473684210525,0.045794661486437876,0.4805229,0.031396843
2610316D01Rik,9.729754,2.0271256,2.2513639536983025e-22,2.787748821929649e-20,0.5657894736842105,0.2945535650046766,0.69149756,0.21876173
Nell1,9.716505,1.5299313,2.564327361816312e-22,3.1607099179818486e-20,0.75,0.501582847686884,1.4748222,0.77339023
Vsnl1,9.623862,1.1266805,6.340457010064329e-22,7.744003630019478e-20,0.8114035087719298,0.6676019857543708,1.4170588,0.8883606
Cntn4,9.586169,1.5811259,9.14161856185607e-22,1.1064652736805073e-19,0.7982456140350878,0.6490754730556155,2.1098473,1.2302529
Arnt2,9.583757,1.2353055,9.357760498992092e-22,1.1275471955511996e-19,0.7324561403508771,0.5739981293618246,1.0639226,0.5911477
Maf,9.568054,1.9749303,1.0893646365125231e-21,1.3009434570262887e-19,0.5570175438596491,0.2255917691920282,0.7653298,0.25655064
Mtss1,9.524065,1.4451628,1.665338603905189e-21,1.9712620390719132e-19,0.6622807017543859,0.45010432405209005,0.8574305,0.40439388
Snrpn,9.522351,0.95718414,1.6930380050092096e-21,1.9952601401139235e-19,0.8421052631578947,0.6992229656809843,1.350442,0.9052805
Ap1s2,9.496601,2.4970071,2.1685332058264702e-21,2.5334124887198805e-19,0.49122807017543857,0.18015684581624578,0.5743572,0.12879917
Svil,9.444988,2.3425374,3.554430503269576e-21,4.0990363786632405e-19,0.5043859649122807,0.18584070796460178,0.64551365,0.1645142
Cdh4,9.383263,1.9282432,6.3962224796456055e-21,7.282478730003282e-19,0.5745614035087719,0.3171451183538384,0.79046136,0.27494478
Adcy2,9.372105,1.086973,7.110008928782216e-21,8.06101012305393e-19,0.8640350877192983,0.6967767465285273,1.7073082,1.1394353
Gm39185,9.368723,4.9510016,7.341543974940735e-21,8.288541454061242e-19,0.39473684210526316,0.05446434995323404,0.6014662,0.026315855
Pdzrn4,9.349017,1.2962681,8.846572321523109e-21,9.9459162459969e-19,0.7763157894736842,0.5381682135405425,1.3129828,0.7449817
Gm5087,9.329489,2.9619129,1.063828929113762e-20,1.1910451385536162e-18,0.4649122807017544,0.15878840204331246,0.6536337,0.111898296
Pbx3,9.259725,2.3294263,2.049607106701957e-20,2.2478752227380236e-18,0.5745614035087719,0.335096050075545,1.1255713,0.34659085
Cplane1,9.246327,0.9107487,2.3233941517256554e-20,2.537788652718226e-18,0.8464912280701754,0.7011295776674581,1.3141949,0.89515954
Enah,9.199922,0.9177534,3.5821095918027755e-20,3.896813147034031e-18,0.8640350877192983,0.7411324555723433,1.5297749,1.0697539
Dnm3,9.155402,0.9467893,5.415555998037876e-20,5.820639586691109e-18,0.9078947368421053,0.7251960572703072,1.6041833,1.1189225
Fgf13,9.154404,1.2176248,5.465876704011909e-20,5.851319005450198e-18,0.7631578947368421,0.6367724296711994,1.4343644,0.86486
Tmem196,9.15322,2.4332132,5.52611482228104e-20,5.8923295743925224e-18,0.5,0.2242967119936686,0.6717168,0.16322494
Chrm3,9.133815,1.2701886,6.612710163315629e-20,6.967981258364351e-18,0.9035087719298246,0.6573494496006907,1.9747962,1.2733158
Trpc4,9.102422,1.2334591,8.833970395870678e-20,9.236139476149615e-18,0.7763157894736842,0.5393553493057055,1.2139246,0.6964112
Fbln2,9.089949,4.0104566,9.908544690193534e-20,1.0240099839442317e-17,0.39473684210526316,0.06561623138355277,0.46185327,0.035775647
Garnl3,9.084376,1.2094419,1.0429473770414937e-19,1.0737163226476986e-17,0.7412280701754386,0.5179509317217066,1.0795249,0.60995257
Ppm1h,9.061009,0.9859878,1.2924889551762722e-19,1.3255411536483373e-17,0.8333333333333334,0.6724944240592848,1.2714462,0.83096385
Amy1,9.03509,1.3108906,1.638672083837403e-19,1.6615516563287178e-17,0.6622807017543859,0.5145693934815454,0.88178235,0.45134836
Olfm3,9.012574,1.5080678,2.0127622410971746e-19,2.033192534521845e-17,0.6535087719298246,0.39679113605295346,0.98019016,0.46081817
Cacna1b,8.953519,0.9376483,3.443264589246323e-19,3.4394245172137063e-17,0.8289473684210527,0.6501546873875819,1.2649279,0.8448237
Zfp608,8.925192,0.98128414,4.449281511155795e-19,4.4115200813563176e-17,0.8289473684210527,0.6568458162457731,1.2658019,0.828374
Cbln2,8.889878,4.486375,6.117605398254862e-19,6.021247511029602e-17,0.3684210526315789,0.036441470609396356,0.41425306,0.022639226
Frmpd3,8.883997,2.0240993,6.449993746868997e-19,6.325231094101093e-17,0.5263157894736842,0.30045327001942584,0.6492159,0.20271608
Reps2,8.866807,0.9690059,7.5273376627549e-19,7.354893199935424e-17,0.8157894736842105,0.684006043600259,1.3403196,0.89230883
Prr16,8.860285,1.635235,7.981025158684262e-19,7.769932826588628e-17,0.6929824561403509,0.5210446794733434,1.4618441,0.7260044
Nrxn2,8.766915,0.94585204,1.836282419103871e-18,1.7312599509235446e-16,0.7763157894736842,0.6635729189150299,1.1270878,0.73392075
Ntrk2,8.747974,0.86515903,2.1721737818286913e-18,2.040780053067725e-16,0.9078947368421053,0.7787970357579682,1.8413677,1.3641669
Arfgef3,8.672687,0.92726964,4.22043356726792e-18,3.883666094263322e-16,0.8289473684210527,0.6655155047125693,1.2248032,0.81708074
Ehbp1,8.667997,0.82616895,4.397871728904753e-18,4.033133561626987e-16,0.9254385964912281,0.7710986401899417,1.6393499,1.206489
A830082K12Rik,8.590248,1.2623428,8.678178387919563e-18,7.904496721471141e-16,0.6842105263157895,0.5329879847471041,0.98791873,0.5322096
A530058N18Rik,8.561128,3.1986816,1.1176901635786954e-17,1.0089837286462792e-15,0.40350877192982454,0.10587092596589683,0.47565484,0.064230956
Myt1l,8.560606,0.9453857,1.1227619459070988e-17,1.0089837286462792e-15,0.9868421052631579,0.8007770343190157,2.3025453,1.7357899
Ptprn2,8.519432,0.99274087,1.6033822141310595e-17,1.4079372579641035e-15,0.9649122807017544,0.7610619469026548,2.1684902,1.5876123
C130073E24Rik,8.471781,1.8074266,2.416692149013881e-17,2.1015054383172486e-15,0.5789473684210527,0.34113965033455645,1.0052018,0.4021019
Srrm4,8.428195,1.0605618,3.510386251699354e-17,3.0329285718058403e-15,0.7236842105263158,0.5668033671487157,0.988504,0.59273404
Mir124a-1hg,8.366473,1.0132338,5.936860383404731e-17,5.032285126248742e-15,0.7192982456140351,0.5845024821929635,0.94760996,0.57804984
Wnt5b,8.347294,3.8675046,6.98450668318235e-17,5.901688508714143e-15,0.37280701754385964,0.07435786747248004,0.48970178,0.04237697
Mdga2,8.322328,0.7094257,8.625248775574286e-17,7.1752456532409e-15,1.0,0.9110727390459745,3.2101707,2.7437305
Grm7,8.308203,0.6934652,9.716220764083559e-17,8.033072367105392e-15,0.9649122807017544,0.8915029858263185,3.13691,2.6826708
B830012L14Rik,8.301266,0.98912245,1.030077564519616e-16,8.464276501113786e-15,0.7763157894736842,0.6112669976257284,1.2093781,0.78143156
Zeb2,8.271652,0.92423946,1.321150794695949e-16,1.0790067432668738e-14,0.9956140350877193,0.8573638391251169,2.6397574,2.0612278
Grin3a,8.250184,1.5631582,1.5815101939895633e-16,1.2838422632175095e-14,0.6140350877192983,0.3995970933160659,0.95951796,0.43501633
Tmem130,8.228062,1.7256744,1.9026667238873584e-16,1.5398992430979916e-14,0.5394736842105263,0.3558529390603641,0.65581954,0.24701688
Asic4,8.186526,4.512724,2.688737861568309e-16,2.163065459291631e-14,0.33771929824561403,0.02982228937333621,0.34150076,0.017674495
Pak3,8.15072,0.82202,3.6176524484349274e-16,2.8930452764716224e-14,0.9035087719298246,0.7406288222174258,1.5791295,1.1563059
A230006K03Rik,8.142081,0.9609354,3.885405632616464e-16,3.097948051881436e-14,0.8333333333333334,0.6637168141592921,1.6948262,1.1890191
Parm1,8.05098,1.7742265,8.21337769099326e-16,6.434211619737285e-14,0.5614035087719298,0.3979422980070509,0.9190948,0.36504558
Frmd5,8.042029,0.9152829,8.836283135750553e-16,6.902061856326087e-14,0.9122807017543859,0.7373552054104612,1.867167,1.361075
Tenm1,8.027481,1.0106835,9.949416196201217e-16,7.739301584008374e-14,0.9517543859649122,0.7497301964170084,2.0516126,1.4736615
