names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NTS Phox2b Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Capn15,-2.9222815,-28.206974,0.003474772576724512,0.049955665669656306,0.0,0.39780747322036325,0.0,0.2699099
Klf13,-2.9223254,-1.7857281,0.0034742832207754304,0.049955665669656306,0.05555555555555555,0.4785583778167879,0.13884643,0.41446477
Iqsec3,-2.9225447,-28.310883,0.003471837381711737,0.049955665669656306,0.0,0.39784329882133773,0.0,0.2874203
Septin3,-2.9225593,-2.2761953,0.00347167438150494,0.049955665669656306,0.05555555555555555,0.47719700497975853,0.08973461,0.37484917
Stk4,-2.922808,-28.263067,0.0034689044433984318,0.049955665669656306,0.0,0.39787912442231216,0.0,0.27924445
Spen,-2.9245331,-2.2468843,0.0034497331833613187,0.049728718152853346,0.05555555555555555,0.47741195858560526,0.08973461,0.36854282
Paxbp1,-2.924767,-2.2207236,0.0034471411284024626,0.04971802582940106,0.05555555555555555,0.47802099380217106,0.08973461,0.36298805
Snrnp48,-2.925966,-28.253109,0.003433884649392134,0.049553426707393475,0.0,0.39830903163400566,0.0,0.27756697
Nt5c2,-2.9266825,-1.1953145,0.0034259852620142327,0.04946599892010877,0.16666666666666666,0.6662128757209902,0.40012005,0.7545519
Frmd6,-2.9285977,-28.403328,0.003404947653759418,0.04918867927769653,0.0,0.3986672876437502,0.0,0.30381688
Cacnb4,-2.9290657,-1.8756146,0.003399826601520855,0.04914111930224065,0.2222222222222222,0.7698921649410669,0.5948538,1.38191
Pcbp3,-2.9293141,-1.4565626,0.003397108895560128,0.04912826481361714,0.05555555555555555,0.48085121627915306,0.1591029,0.38751736
Cep70,-2.9317558,-28.208845,0.003370516388862279,0.04876993827072129,0.0,0.3990971948554437,0.0,0.2702171
Dennd4c,-2.9322822,-28.408955,0.003364808765208497,0.048713583793724306,0.0,0.3991688460573926,0.0,0.3048401
Ano3,-2.932721,-1.6477536,0.003360059136689576,0.04867104528455467,0.16666666666666666,0.6680041557697131,0.4831171,1.0805289
Tmem131l,-2.933598,-28.342167,0.003350578190107037,0.048559889950472536,0.0,0.3993479740622649,0.0,0.292882
Shisa9,-2.933832,-1.812871,0.0033480540554102476,0.048549494046882545,0.16666666666666666,0.6643499444703185,0.45564333,1.107867
Fam78b,-2.935177,-28.264627,0.0033335738557041666,0.048365620681841776,0.0,0.39956292766811163,0.0,0.27950823
Ghr,-2.935177,-28.703075,0.0033335738557041666,0.048365620681841776,0.0,0.39956292766811163,0.0,0.36256218
Pcgf5,-2.9359665,-28.449306,0.0033251011944286455,0.048294848159079834,0.0,0.399670404471035,0.0,0.31226572
Jazf1,-2.9362445,-1.5091877,0.003322124740351051,0.048277713235929005,0.16666666666666666,0.675849962383119,0.42080572,0.91198516
Nhlrc2,-2.9375455,-28.28225,0.00330821468257255,0.0481015846973617,0.0,0.39988535807688175,0.0,0.28249925
Katnbl1,-2.938072,-28.252003,0.0033026032270758628,0.04804599280537544,0.0,0.39995700927883066,0.0,0.27738082
Dnmt3a,-2.938218,-0.9940733,0.003301046028799099,0.04804599280537544,0.16666666666666666,0.6782502776484075,0.46329084,0.7764596
Phlpp1,-2.938218,-1.2949946,0.003301046028799099,0.04804599280537544,0.2222222222222222,0.7487550603661376,0.61786914,1.1307217
Slc35f1,-2.938379,-1.6788558,0.0032993338831640265,0.04804599280537544,0.16666666666666666,0.6555368466306022,0.4538801,1.0434928
Tbc1d9b,-2.9391246,-28.274298,0.0032914063175685303,0.04798702536791449,0.0,0.40010031168272847,0.0,0.28114638
Gm26691,-2.939651,-28.633753,0.0032858208398729143,0.047931599330828016,0.0,0.4001719628846774,0.0,0.3481919
Myo18a,-2.9397533,-0.7644157,0.003284735777956756,0.047931599330828016,0.1111111111111111,0.5746784652312542,0.3439659,0.5290737
Tmem87b,-2.9409668,-28.273636,0.0032718949005760014,0.047780334770911495,0.0,0.4003510908895497,0.0,0.28103405
C78859,-2.9414933,-28.22951,0.003266339595862735,0.04772514678674915,0.0,0.4004227420914986,0.0,0.2736258
Dok6,-2.9418294,-2.0224125,0.003262794873573638,0.047699291758935614,0.2777777777777778,0.8134919213269802,0.78032416,1.7583327
Csgalnact1,-2.9434962,-2.0785987,0.0032452770603831425,0.04746902265241973,0.05555555555555555,0.48235589152008024,0.14649579,0.51067454
Ptprd,-2.9437888,-1.2648702,0.0032422126102878922,0.0474500287791044,0.8333333333333334,0.965535771862573,2.8196845,3.6609921
Rpgrip1l,-2.9443882,-28.26574,0.003235938728600961,0.04738401833106694,0.0,0.4008168237022176,0.0,0.27969623
Gcc2,-2.9455872,-1.4476159,0.003223424139195242,0.047226503064436286,0.05555555555555555,0.48317988034249276,0.1591029,0.3855298
Hdac7,-2.9464936,-28.335941,0.003213991184949038,0.04711398971062774,0.0,0.40110342851001324,0.0,0.29178882
Atxn3,-2.9467568,-28.259808,0.003211257300820319,0.047099608991835136,0.0,0.4011392541109877,0.0,0.27869406
Suz12,-2.9468298,-1.5146865,0.0032104982647401525,0.047099608991835136,0.05555555555555555,0.4833231827463906,0.15543269,0.39238265
Hnrnph3,-2.946976,-1.5239743,0.003208980683040792,0.047099608991835136,0.05555555555555555,0.483359008347365,0.14649579,0.3741256
Wdr20,-2.947444,-2.3010054,0.0032041288135093837,0.047072138446690615,0.05555555555555555,0.4798839250528428,0.08973461,0.38025647
Gphn,-2.947795,-2.1813507,0.00320049429958484,0.04704446489597628,0.2777777777777778,0.881453086375524,0.84958524,1.9561285
Jph4,-2.9480872,-1.4185387,0.003197468408448353,0.04702571217022838,0.1111111111111111,0.5703077419123705,0.2362304,0.537839
Tspan7,-2.9491107,-1.4400218,0.0031868983096462185,0.04689592419506785,0.2222222222222222,0.7488267115680866,0.5403323,1.0798533
Gpc6,-2.9502366,-2.1613894,0.0031753079906692632,0.04675097299138801,0.1111111111111111,0.552359115824168,0.29966292,0.9411941
Ift74,-2.9509676,-28.29774,0.0031678023970048612,0.046666036407631915,0.0,0.40171246372657904,0.0,0.28515357
Ric8b,-2.9521518,-1.4497929,0.0031556776464915603,0.046512922853114765,0.05555555555555555,0.48425464837172644,0.15632497,0.3799548
Fam222b,-2.9521956,-1.3837702,0.0031552293951236047,0.046512922853114765,0.1111111111111111,0.5713108587396554,0.2381409,0.5316073
Sec24a,-2.9526489,-1.4344932,0.003150600861694391,0.046489096734611914,0.05555555555555555,0.4843621251746498,0.1590164,0.38244113
Stimate,-2.953336,-28.238256,0.0031435952122696067,0.046411210633892495,0.0,0.4020348941353491,0.0,0.27508163
Safb2,-2.9535992,-28.272367,0.003140915960379391,0.04639714780395504,0.0,0.4020707197363236,0.0,0.2808183
Usp16,-2.9535992,-28.251505,0.003140915960379391,0.04639714780395504,0.0,0.4020707197363236,0.0,0.27729753
Wdpcp,-2.954301,-1.7843397,0.003133781462469656,0.046342712105976694,0.05555555555555555,0.48418299716977753,0.1406465,0.41883957
Kazn,-2.9544618,-1.4307406,0.0031321485555361656,0.046342712105976694,0.1111111111111111,0.5750367212409988,0.31103387,0.68488234
Zfp236,-2.954915,-1.4537437,0.0031275508992899396,0.04630153865780754,0.05555555555555555,0.48464872998244546,0.15632497,0.38082004
Mitf,-2.9558654,-1.8576936,0.003117930621743029,0.046184562186458215,0.05555555555555555,0.4841113459678286,0.15201747,0.4668978
Nckap5,-2.9562309,-1.2989305,0.003114237704402714,0.04615530453243294,0.1111111111111111,0.5742485580195608,0.34757707,0.7044117
Galnt11,-2.956538,-1.3885179,0.0031111387361212562,0.04613482220727271,0.05555555555555555,0.48489950918926666,0.15867184,0.371695
Trip11,-2.9567428,-1.3132629,0.0031090743195480164,0.04612966701615417,0.1111111111111111,0.5717407659513488,0.24540907,0.525436
St18,-2.9567573,-29.733595,0.0031089269090243195,0.04612966701615417,0.0,0.402500626948017,0.0,0.6380038
Fndc3a,-2.9569182,-1.0250311,0.003107305813790197,0.04612966701615417,0.1111111111111111,0.5771504316984918,0.30913293,0.55225545
Ppargc1b,-2.9588628,-28.253063,0.003087766200483364,0.04588953418528096,0.0,0.4027872317558127,0.0,0.27755862
Capn7,-2.9604418,-28.246914,0.0030719819479032504,0.045680218561239806,0.0,0.40300218536165944,0.0,0.27652684
Mical3,-2.9613774,-1.1422517,0.0030626630731281717,0.045566864216475066,0.16666666666666666,0.6802923369039515,0.46744558,0.8395532
Galnt16,-2.9615822,-2.438778,0.0030606280089344857,0.04556181418286406,0.05555555555555555,0.4822125891161824,0.08973461,0.41146263
Urgcp,-2.9621377,-1.633642,0.0030551104781925994,0.04550488833095075,0.05555555555555555,0.4852577651990112,0.13884643,0.37992734
Tfdp2,-2.9626935,-1.133019,0.0030496020203561545,0.04544803454629499,0.1111111111111111,0.5776878157131086,0.29872525,0.5673163
Rnf19a,-2.9629273,-2.3649392,0.0030472853808272537,0.04543871153320105,0.05555555555555555,0.4828932755346971,0.08973461,0.394487
Lrp12,-2.9630735,-28.36576,0.0030458382963059025,0.04543871153320105,0.0,0.40336044137140403,0.0,0.2970602
Smc6,-2.9634683,-1.6236019,0.003041934298163436,0.045409319217584176,0.05555555555555555,0.48547271880485793,0.14649579,0.39619455
Sf3b3,-2.9638631,-28.272287,0.003038034864484427,0.045376318403944724,0.0,0.40346791817432737,0.0,0.28080502
Tbc1d1,-2.964126,-28.480915,0.003035437775508954,0.045362743619535933,0.0,0.40350374377530185,0.0,0.3181892
Ica1l,-2.9646525,-28.275269,0.0030302496716020744,0.04531041106062756,0.0,0.40357539497725076,0.0,0.28131044
Zmat1,-2.9649158,-28.34687,0.003027658653872332,0.04529687529484942,0.0,0.4036112205782252,0.0,0.29371083
Myo16,-2.9652228,-2.0626585,0.0030246383540144697,0.04527689836900769,0.05555555555555555,0.48586680041557695,0.15201747,0.52228314
Grik4,-2.9652667,-1.943197,0.003024207107026999,0.04527689836900769,0.1111111111111111,0.569161322681188,0.2630715,0.7688157
Ptpn9,-2.9655445,-0.9841494,0.003021477178276502,0.04527689836900769,0.1111111111111111,0.5779744205209042,0.32268798,0.5615274
Fermt2,-2.9676058,-1.3781642,0.0030012883665960755,0.04500257723796682,0.05555555555555555,0.48654748683409166,0.17574254,0.4050792
Mrps9,-2.9676352,-1.4946696,0.003001002887729704,0.04500257723796682,0.05555555555555555,0.48644001003116827,0.15201747,0.38025737
G3bp1,-2.968337,-28.300928,0.002994158822235204,0.044945836622044655,0.0,0.4040769533908931,0.0,0.28570133
Trim46,-2.9688632,-28.228271,0.002989035121196712,0.044894004307744914,0.0,0.404148604592842,0.0,0.273421
Homer2,-2.969916,-28.443563,0.0029788117089993003,0.04479052636866883,0.0,0.4042919069967399,0.0,0.31119898
Hcfc2,-2.970179,-28.28563,0.00297626084576813,0.04477722784198749,0.0,0.4043277325977143,0.0,0.28307703
Vps35l,-2.970837,-2.296646,0.0029698924047553013,0.04470644757186271,0.05555555555555555,0.4841113459678286,0.08973461,0.37930217
Rsbn1,-2.9708517,-1.6434376,0.0029697510251686745,0.04470644757186271,0.05555555555555555,0.48654748683409166,0.13884643,0.3820773
Lclat1,-2.9727523,-1.6557068,0.0029514238817208212,0.04447827240708832,0.05555555555555555,0.4869057428438362,0.13970886,0.3869088
Hip1,-2.9733372,-28.552525,0.002945805559276088,0.04441851592466245,0.0,0.4047576398094078,0.0,0.33196226
Cnot10,-2.9739952,-1.6082622,0.0029394966134650173,0.044348272882540715,0.05555555555555555,0.4870848708487085,0.13970886,0.37647608
Luzp2,-2.9742584,-2.1683288,0.00293697648946851,0.04433514509663981,0.1111111111111111,0.5594525848171104,0.29814917,0.9405554
Gak,-2.9746532,-2.3074336,0.002933200000259448,0.044303026423255405,0.05555555555555555,0.48454125317952207,0.08973461,0.38166884
Tpm3,-2.9747849,-1.5325943,0.0029319421556483673,0.044303026423255405,0.05555555555555555,0.4872998244545552,0.15495273,0.39533624
Cog3,-2.9749162,-28.235752,0.002930684803314974,0.044303026423255405,0.0,0.40497259341525454,0.0,0.27466437
Pde10a,-2.975501,-2.023382,0.002925102522233824,0.04425535178627413,0.2222222222222222,0.7457815354852577,0.58084625,1.4354827
Mapk1ip1l,-2.9764953,-28.274353,0.002915634910816576,0.044136963410502196,0.0,0.40518754702110127,0.0,0.2811554
Hnrnpm,-2.9769924,-1.0081533,0.002910911600613671,0.04409030141403007,0.1111111111111111,0.5798373517715759,0.29697147,0.5279621
