names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX-CGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Vstm2a,26.136208,2.0444717,1.4141273207250152e-150,1.0554889196633655e-147,0.779976717112922,0.44628920630245916,1.1094012,0.4005945
Maf,25.805752,2.5275578,7.642527776317697e-147,5.404071614464645e-144,0.6903376018626309,0.21370195847445148,0.9394391,0.23925447
Tcf4,25.727747,0.8035305,5.7206205137397695e-146,3.9413608513894255e-143,0.9685681024447031,0.9319319687822117,3.2922387,2.7626014
Usp29,25.331398,1.7276616,1.4408535483920635e-141,9.442862157388963e-139,0.8323632130384168,0.5497717567368576,1.331896,0.61078656
Robo1,24.539438,1.4613076,5.6073101785565056e-133,3.3481872110625178e-130,0.9185098952270081,0.7880650861434251,2.6283944,1.7346972
A330076H08Rik,24.372154,1.3885907,3.376265660143488e-131,1.972179528001207e-128,0.8556461001164144,0.6499779119422765,1.453959,0.81215847
Rab3c,24.243433,1.5284264,7.755685120436907e-130,4.433941684811483e-127,0.8719441210710128,0.6376822264762185,1.5798074,0.84844637
Vwc2,24.017038,3.0827427,1.8458871631542635e-127,1.0333122515407305e-124,0.5913853317811408,0.14725371815638344,0.7623797,0.12659283
Thrb,23.836733,1.4903878,1.3902297653750535e-125,7.471094759125538e-123,0.8952270081490105,0.6857605654542778,1.8812205,1.0917337
Fgf13,23.606089,2.0375729,3.337348209796491e-123,1.7245105076390713e-120,0.810244470314319,0.6324179060521278,1.8546585,0.83843476
Zmat4,23.594404,1.7721907,4.399181623796379e-123,2.2303020798379e-120,0.8090803259604191,0.5930275364452953,1.7025621,0.83894426
Spock3,23.58038,1.7343001,6.127765858092687e-123,3.049130900128713e-120,0.8370197904540163,0.5626932705050802,1.6414272,0.81140906
Zbtb16,22.975475,1.542391,8.200004211087828e-117,3.934537734855891e-114,0.8207217694994179,0.5704977175673686,1.309775,0.65689045
Slc35f1,22.901247,1.5032626,4.515170940152607e-116,2.128467423892992e-113,0.8824214202561118,0.6467383301428361,1.7935656,1.0179828
Elavl2,22.650217,1.6923777,1.3882789029647952e-113,6.115254774207221e-111,0.8009313154831199,0.5335002208805772,1.4332392,0.68699604
Necab1,22.603456,1.9275568,4.0074585928273605e-113,1.736780844988245e-110,0.7275902211874272,0.3976954793108526,1.1024206,0.4244543
Rian,22.552128,1.1396642,1.2798317039547034e-112,5.458583791311569e-110,0.9150174621653085,0.755742895008099,2.218666,1.5516939
Cit,22.513132,1.6510909,3.0867785589490816e-112,1.2959646856087786e-109,0.7788125727590222,0.42305993226328964,0.9831685,0.42699963
Kcnq5,22.256765,1.503845,9.699741905965316e-110,3.9489706820195156e-107,0.9336437718277066,0.7764688558386099,2.717877,1.7898921
Alk,22.25267,2.6829858,1.0627268637088343e-109,4.2620105713218475e-107,0.6146682188591386,0.22850095714916802,1.0155048,0.24230492
Pde5a,22.11435,3.7257893,2.2999758751629568e-108,8.956572719656326e-106,0.5087310826542492,0.09354292445884259,0.6782613,0.070784375
C130073E24Rik,22.052027,2.7936132,9.134022950033193e-108,3.5061599523913125e-105,0.6472642607683353,0.3334928581946694,1.4239922,0.3748932
Ptprm,21.792604,2.3478975,2.7269194592325063e-105,1.0320045897123583e-102,0.6821885913853318,0.37063760859961714,1.4676368,0.50433415
Synpr,21.78837,1.9034215,2.9910943437463104e-105,1.1162597918953245e-102,0.7753201396973225,0.5380650861434251,1.7914712,0.8484766
Kcnc1,21.571201,1.7098714,3.3488437821040643e-103,1.232649759248441e-100,0.7008149010477299,0.3873140921808276,0.7685197,0.30273077
Grik2,21.530123,0.8922267,8.13164611305704e-103,2.952666635916793e-100,0.9522700814901047,0.9150346046237667,3.236014,2.6506705
Kcnc2,21.49535,1.8201344,1.7209411285199417e-102,6.165558416444111e-100,0.8440046565774156,0.5950154616404064,1.9739252,1.0135927
Col19a1,21.492338,3.00725,1.8362771113222974e-102,6.492206050161859e-100,0.5972060535506403,0.2623693123251362,1.2076313,0.25597784
Eps8,21.429016,2.2845414,7.167798910274784e-102,2.501282554793291e-99,0.6135040745052387,0.24856427624797525,0.7894672,0.22054608
Rims2,21.418016,1.0396771,9.077395179622879e-102,3.1270462625188044e-99,0.9289871944121071,0.8044470622883227,2.339239,1.7155159
Rasgrf2,21.372532,1.7738216,2.407170415828245e-101,8.18742646497531e-99,0.7369033760186263,0.4838020910027978,1.2506185,0.54747856
Peg3,21.14236,1.2155868,3.2444210762580877e-99,1.0631413941348148e-96,0.8288707799767171,0.6287733765277573,1.2415528,0.7225571
Ttc28,21.102345,1.5063266,7.568834592407313e-99,2.4211260178331488e-96,0.7532013969732246,0.45608157855985865,0.9781203,0.46004006
Cntnap5c,21.029032,1.7254468,3.558421180135445e-98,1.1248797307086991e-95,0.7927823050058207,0.4981961419525843,1.5179163,0.7311087
Cracd,21.01906,1.3417742,4.390362003771777e-98,1.37173287257381e-95,0.7962747380675204,0.5483360329848329,1.095717,0.5797815
Cntn6,20.94603,1.7475817,2.0394125499481086e-97,6.298737381276515e-95,0.7345750873108265,0.39787954645854806,1.1660349,0.5055606
Gria4,20.83488,1.2617351,2.0903054948919513e-96,6.382557800880311e-94,0.9348079161816065,0.7866661758209395,2.4255273,1.6674999
Mtss1,20.450321,1.4729515,5.968212085661772e-93,1.7818428749081312e-90,0.7252619324796274,0.4432336916507142,0.8505877,0.39413163
Slc35f4,20.247482,1.3505529,3.7385994254334836e-91,1.0801738339935237e-88,0.8160651920838184,0.5847445147989987,1.3848665,0.7766548
Rgs12,20.131296,3.2205477,3.9258289415087956e-90,1.1222023793440568e-87,0.4970896391152503,0.13381681637461346,0.6273688,0.089494005
A530058N18Rik,20.004692,3.183942,5.012647993661297e-89,1.4177879114703058e-86,0.47497089639115253,0.09670887939920483,0.42312703,0.05634201
Pde4d,19.990162,1.1075621,6.707759100268297e-89,1.8774738231688452e-86,0.9254947613504074,0.8210131055809159,2.5441391,1.8632557
Rev3l,19.878798,0.9944797,6.210448722617996e-88,1.720358321409748e-85,0.8742724097788126,0.7374834339567075,1.5008748,1.011414
Cacna1b,19.872404,1.1279364,7.054249185432651e-88,1.9341599552303604e-85,0.8416763678696159,0.6456707406862023,1.3453755,0.83261496
Fnbp1l,19.84423,1.2995203,1.236045405315936e-87,3.3212540040839197e-85,0.79976717112922,0.5155720806950376,1.0757408,0.5793989
Rph3a,19.728008,1.51981,1.2395731533392506e-86,3.2977555079431347e-84,0.6938300349243306,0.41179502282432634,0.8221237,0.3679346
Bach2,19.684803,1.1855122,2.9107104217142642e-86,7.667724414849243e-84,0.810244470314319,0.609814460315123,1.2363595,0.72954434
Slc44a5,19.674084,1.5446017,3.596158049961819e-86,9.381433670143113e-84,0.7543655413271245,0.6035193638639376,1.5077252,0.7909117
Nrxn1,19.612358,0.67424697,1.2127598563285642e-85,3.1333516672642807e-83,0.9767171129220024,0.9664261522603446,4.0644507,3.6072705
Dpysl5,19.599768,2.1734757,1.5532992636185716e-85,3.9749667822315255e-83,0.5564610011641443,0.22713886025622146,0.5079641,0.13691264
Kcnn2,19.554525,1.2584959,3.775081988883003e-85,9.56947670200814e-83,0.8346915017462165,0.6362465027241938,1.499107,0.8975581
Ablim1,19.425337,1.1727233,4.712813359783864e-84,1.1834887381064711e-81,0.830034924330617,0.6056545427772051,1.2085899,0.71386755
Garnl3,19.270218,1.3166416,9.553373894113266e-83,2.355038133347004e-80,0.7753201396973225,0.5117434840229715,1.1115813,0.5980987
Arnt2,19.19194,1.2666808,4.3218991131436775e-82,1.0276940634528372e-79,0.7566938300349243,0.5696141952584303,1.0621219,0.58028764
Dlx1,19.09355,4.07337,2.8567813110224507e-81,6.733483669050285e-79,0.4190919674039581,0.04678986894419084,0.3657093,0.025889622
Scn1a,19.053093,1.0505978,6.193155006715959e-81,1.434569612331533e-78,0.8568102444703143,0.6773302900898248,1.4488722,0.945074
Egfem1,18.902676,1.2750181,1.084125997661317e-79,2.4686835217931854e-77,0.9220023282887078,0.7674127521719923,2.6312382,1.8447877
Sdk1,18.817978,1.7454939,5.379883761461479e-79,1.2147687115165542e-76,0.6984866123399301,0.45589751141216317,1.2651525,0.5645136
Kcnd3,18.652565,1.138511,1.2036338611099048e-77,2.6509542498379625e-75,0.8346915017462165,0.6238403769695184,1.3237798,0.8120765
Plcb4,18.608006,1.5346924,2.767255855085536e-77,6.045216652532387e-75,0.6437718277066357,0.3207922250036813,0.7039976,0.30209067
Npas1,18.52616,4.536335,1.270373550800867e-76,2.730794984801544e-74,0.39930151338766007,0.03766013841849507,0.4266343,0.022671584
Frmpd3,18.416754,1.8327353,9.641377747250059e-76,2.0239360942860087e-73,0.5844004656577415,0.293403033426594,0.56902325,0.19490239
C130071C03Rik,18.17908,0.85326445,7.55924553585446e-74,1.5387646026394647e-71,0.8952270081490105,0.7718303637166839,1.8121003,1.3444022
Ptprz1,17.92889,1.2858326,7.016567548376859e-72,1.4175576693600466e-69,0.79976717112922,0.5591591812693271,1.405698,0.81649196
Sox1ot,17.912851,3.339961,9.361357469926794e-72,1.877161755350246e-69,0.4190919674039581,0.07314828449418348,0.4389645,0.052996
Zfp608,17.853369,1.0253922,2.7211481793295522e-71,5.376268498425372e-69,0.8288707799767171,0.6529229863054042,1.2745272,0.81802905
Cntn5,17.796743,1.3416559,7.490000819544105e-71,1.458379145080798e-68,0.9010477299185099,0.7617802974525106,2.6139026,1.7904546
Plppr1,17.516872,1.5653498,1.0652343408545388e-68,2.0299891304086141e-66,0.6623981373690337,0.45258430275364453,0.9727724,0.44207293
Reln,17.49652,2.4859655,1.522957888214953e-68,2.88182242650252e-66,0.5564610011641443,0.28269032543071715,1.2172424,0.35379246
Rcan2,17.4902,1.430237,1.7015637516043116e-68,3.1972739864061434e-66,0.6449359720605355,0.3577529082609336,0.71146214,0.3255472
Abat,17.310312,1.5809495,3.932766215895646e-67,7.237906042542192e-65,0.5937136204889406,0.3334560447651303,0.61177266,0.24843358
Dnm3,17.271837,0.94936967,7.666278336866505e-67,1.401312237493898e-64,0.8812572759022119,0.7218377264025917,1.5926785,1.1080353
Aff2,17.26364,1.2045434,8.836124204921465e-67,1.604234171528647e-64,0.7962747380675204,0.595236342217641,1.2188145,0.710041
Egfr,17.212397,3.173221,2.1437289473978343e-66,3.865905826616094e-64,0.42956926658905703,0.10878368428802827,0.7405896,0.114782736
A830018L16Rik,17.209955,1.1440288,2.2360561995507307e-66,4.0055220054618756e-64,0.8440046565774156,0.683183625386541,1.7750341,1.1685877
Gm45323,17.140402,2.8449388,7.413543572272267e-66,1.3192179853440783e-63,0.46565774155995343,0.1681637461345899,0.7101306,0.13448861
Snhg14,16.978317,0.8251536,1.188442275705132e-64,2.0736002563764216e-62,0.930151338766007,0.8120674422029156,2.4896631,1.979752
Sh3rf3,16.898716,1.1360898,4.5981422250832385e-64,7.97110203793462e-62,0.7718277066356228,0.611728758651156,1.2144123,0.73119277
Ripor2,16.8209,1.0708524,1.7153367696078501e-63,2.9171581645166412e-61,0.779976717112922,0.580290089824768,1.0415747,0.62748814
Grb10,16.773823,1.4616051,3.7930264897625984e-63,6.369913861245063e-61,0.6076833527357393,0.34744514798998677,0.5920536,0.2571707
9630014M24Rik,16.768797,1.5201246,4.127766449524486e-63,6.889011459548008e-61,0.5960419091967404,0.32609335885731117,0.6349846,0.26945862
Dlc1,16.735806,1.2038739,7.187780694725494e-63,1.1776565077272807e-60,0.7764842840512224,0.5401266381976145,1.1976062,0.6950125
B830012L14Rik,16.615921,0.99031174,5.344794885026522e-62,8.651484250642329e-60,0.810244470314319,0.606390811367987,1.197531,0.7718433
Pclo,16.566322,0.85366094,1.2206646086694332e-61,1.9640274272423756e-59,0.9324796274738067,0.8284494183478133,2.213139,1.7060024
Clstn3,16.464321,1.2209871,6.620210569709363e-61,1.0525743077401809e-58,0.6647264260768335,0.4534310116330437,0.70563745,0.36448503
Ankrd55,16.365448,2.5994196,3.375383522386298e-60,5.335091485089402e-58,0.42491268917345754,0.12045354145192166,0.3689719,0.07104813
Frmd5,16.298723,0.96633524,1.0077663512759223e-59,1.5835486467125165e-57,0.8835855646100116,0.734243852157267,1.8831905,1.3488599
Sobp,16.20293,0.88808876,4.808090266883149e-59,7.424907210985646e-57,0.8766006984866124,0.7342070387277279,1.6139969,1.1548862
Grid2,15.984683,0.973996,1.6339468390896578e-57,2.4665253688954555e-55,0.9033760186263097,0.8087174201148579,2.3426988,1.7561752
Frmd3,15.961107,1.4103289,2.3846227529851095e-57,3.5795985124418935e-55,0.5972060535506403,0.35878368428802826,0.6000171,0.26950273
Gm45341,15.9104595,2.8546085,5.361831210334127e-57,7.959801360313702e-55,0.4179278230500582,0.12656457075541158,0.5428194,0.09500159
Gabrg3,15.899206,1.1484821,6.417281313457021e-57,9.47430488420825e-55,0.8183934807916181,0.647474598733618,1.7830346,1.1730993
Gng2,15.867257,1.0228051,1.0680723006058048e-56,1.5513028495825932e-54,0.7450523864959255,0.5847445147989987,0.97583896,0.59538555
Xkr6,15.755704,0.9803068,6.275631839484472e-56,8.922022620473426e-54,0.7741559953434226,0.5780076571933441,1.0465395,0.66092706
Hs3st5,15.6590185,1.7074215,2.8831339066844443e-55,4.05601089385398e-53,0.5285215366705471,0.2602709468414077,0.6295276,0.2378024
Tcerg1l,15.573693,2.3734434,1.0987608057910593e-54,1.5376928568544669e-52,0.43655413271245636,0.15862906788396408,0.4429984,0.102162905
Adra1a,15.482366,2.1189637,4.563747905958778e-54,6.256525828220018e-52,0.4668218859138533,0.19113532616698573,0.53668094,0.15145397
Cadps,15.477682,0.7521645,4.9084511275934956e-54,6.69111759425142e-52,0.930151338766007,0.8248417022529819,2.4502013,1.9861866
Tmem130,15.447729,1.4199739,7.814858220532037e-54,1.0499262019284792e-51,0.580908032596042,0.3503165954940362,0.5476076,0.24096985
Ppm1h,15.442969,0.8716595,8.413537424571179e-54,1.1247350776031223e-51,0.8125727590221188,0.6694890295979974,1.2050351,0.8229233
Arl4c,15.346961,2.7238262,3.7117359212191154e-53,4.913021881928947e-51,0.3818393480791618,0.08780002945074362,0.3261728,0.056737088
Kctd16,15.283888,0.9144789,9.792067394910072e-53,1.2897688769668314e-50,0.8870779976717112,0.8007289059048741,2.5188098,1.9537864
Gm13629,15.220631,2.2639053,2.58032301623159e-52,3.3173817916814744e-50,0.43888242142025613,0.1680901192755117,0.47800404,0.120091975
Mirg,15.201925,1.058171,3.43379476278991e-52,4.393622156007851e-50,0.6880093131548312,0.49753350022088055,0.7770212,0.44742143
Gab2,15.162381,0.9115724,6.2752413638858605e-52,7.991267082825265e-50,0.779976717112922,0.5921072007068179,1.0844116,0.71330184
Mamld1,15.032286,1.2644324,4.511666818439446e-51,5.63853429820781e-49,0.6146682188591386,0.4154027389191577,0.6334793,0.31338006
Slc24a3,14.94946,0.87997425,1.5701763326620755e-50,1.935350369661925e-48,0.8882421420256111,0.7235679575909292,1.6404766,1.1814722
Sorcs1,14.929643,1.4952291,2.1139532115432577e-50,2.5819055815530606e-48,0.6577415599534342,0.458143130614048,1.2622101,0.6411161
Bmper,14.912458,2.2400978,2.7349504436455957e-50,3.2954313193164646e-48,0.4470314318975553,0.19334413193933148,0.5281939,0.13740733
Pam,14.867984,0.9257981,5.319142402461053e-50,6.296271205027687e-48,0.8591385331781141,0.7250036813429539,1.6928697,1.204345
Syn2,14.863267,0.70634925,5.707266636514449e-50,6.726063794874703e-48,0.9220023282887078,0.797967898689442,1.8812908,1.4835854
Ogt,14.789255,0.68409693,1.71844466878129e-49,1.9989007900499247e-47,0.8684516880093132,0.7694743042261817,1.4588286,1.1166085
Amy1,14.759639,1.0079483,2.6670419112457622e-49,3.0889403515161047e-47,0.6880093131548312,0.510381387130025,0.7553786,0.44539678
Mast2,14.733677,0.837492,3.917953883395412e-49,4.498949608839091e-47,0.789289871944121,0.6395965248122515,1.0630072,0.72295237
Adra1b,14.672684,3.5141273,9.645328528294896e-49,1.0981778709969656e-46,0.3469150174621653,0.06755264320424091,0.3670731,0.03808406
Osbpl9,14.636438,0.87027705,1.6446062145544074e-48,1.856746596011636e-46,0.7520372526193247,0.5868796937122662,0.8913593,0.5804755
Fchsd2,14.5755415,0.73731583,4.0192273654514084e-48,4.4626710458545184e-46,0.7974388824214202,0.6387498159328523,1.0760956,0.7699428
Myo16,14.498563,1.1664697,1.2371223591011753e-47,1.3458088173703879e-45,0.6623981373690337,0.4788322780150199,0.912086,0.5089784
Gm14204,14.411733,3.3630707,4.3662072854446795e-47,4.7116461750963265e-45,0.3329452852153667,0.05183330879104697,0.24893254,0.027100282
Kazn,14.354573,1.0087615,9.973780806587698e-47,1.0592707125415472e-44,0.729918509895227,0.5684729789427183,1.0730743,0.6710804
Osbpl3,14.24618,1.372188,4.734864419468003e-46,4.931232827562219e-44,0.5657741559953434,0.3443528199087027,0.62217313,0.28770974
Cplane1,14.203223,0.7218861,8.7493673497381e-46,9.077046358589295e-44,0.8277066356228172,0.6984243852157267,1.2125226,0.88874024
Mir124a-1hg,14.200775,0.8650175,9.060475139473622e-46,9.363652576832932e-44,0.7462165308498254,0.5805845972610808,0.8775156,0.5717457
Adam12,14.093879,1.5082008,4.1417518106236456e-45,4.263941423427485e-43,0.5215366705471478,0.2897953173317626,0.61433375,0.261027
Ntrk2,13.989383,0.7203947,1.8097493256167219e-44,1.835017523747974e-42,0.8847497089639115,0.7766161095567663,1.7487223,1.3561617
Kcnt2,13.76753,0.96100736,3.9964457696092584e-43,3.96252759518084e-41,0.8440046565774156,0.6809380061846562,1.6209723,1.1264153
Tmem131l,13.7598,1.1833692,4.44756486709855e-43,4.3936054404021337e-41,0.580908032596042,0.3921366514504491,0.55652833,0.2835733
A330102I10Rik,13.7563,1.0878541,4.668137319615906e-43,4.594609881980929e-41,0.6076833527357393,0.4106906199381534,0.61073726,0.33363143
Hdac9,13.747685,0.76550746,5.258524654767078e-43,5.156808666919393e-41,0.8719441210710128,0.7966426152260344,2.0303671,1.5876776
Grin2d,13.659933,2.4664598,1.761455407085577e-42,1.7148661879851251e-40,0.36437718277066355,0.10955676630834929,0.28581798,0.058138955
Galnt14,13.637963,1.2745503,2.3811780629285124e-42,2.3098286841476216e-40,0.5925494761350407,0.39467677808864676,0.73905957,0.3730758
Chrna7,13.626609,1.1905731,2.782095518458804e-42,2.6890254165823044e-40,0.6344586728754366,0.46867177146222944,0.8345371,0.45184642
A230006K03Rik,13.587112,0.8652833,4.7755323787503026e-42,4.582805536322165e-40,0.8370197904540163,0.659733470770137,1.6299355,1.1794542
Ccser1,13.572811,0.69711155,5.805246903169607e-42,5.551138230895635e-40,0.9383003492433062,0.8589309380061847,2.6866312,2.2448797
Ctnna2,13.550016,0.58169407,7.921237670662035e-42,7.547647383357761e-40,0.9383003492433062,0.884000883522309,2.835199,2.460729
Fxyd6,13.45679,1.791752,2.8085603929932387e-41,2.6386719496408504e-39,0.4447031431897555,0.21624208511264909,0.43800718,0.14733374
Dzip3,13.350884,0.6894403,1.1705028110447368e-40,1.0845313976817958e-38,0.7951105937136205,0.6732439994109851,1.0650162,0.77874154
Enah,13.300623,0.6939484,2.2954872181190977e-40,2.105110633135159e-38,0.8486612339930152,0.7388087174201149,1.4026824,1.0630988
Tnrc6a,13.269303,0.663174,3.488072684384091e-40,3.1771021365898486e-38,0.8160651920838184,0.7009645118539243,1.1192225,0.83396304
Fgf12,13.239353,0.66439354,5.199467902572484e-40,4.704030388623658e-38,0.9359720605355064,0.8518259461051392,2.5805848,2.1634037
Magi3,13.229362,0.9756357,5.939001503455431e-40,5.355066120733135e-38,0.7171129220023282,0.5474156972463555,1.0061173,0.6324695
Syne1,13.2037735,0.6767075,8.344743996676644e-40,7.474109039690048e-38,0.9045401629802096,0.8147916359888088,1.9692006,1.5803689
Gnas,13.182395,0.7341284,1.1081553487901662e-39,9.892403396010553e-38,0.8149010477299186,0.7073332351641879,1.1885195,0.86374575
Klf12,13.127415,0.7444164,2.2935401637059323e-39,2.0205712852058494e-37,0.8672875436554133,0.7106832572522456,1.4359468,1.0689313
Vip,13.015911,4.3981347,9.935056698333873e-39,8.611450757555843e-37,0.2956926658905704,0.04439699602414961,0.55388784,0.03449467
Nyap2,13.014739,1.0646344,1.0088616188488376e-38,8.716434629732562e-37,0.7741559953434226,0.597150640553674,1.2874795,0.81286114
Cxcl14,12.978963,3.0985894,1.610466872555786e-38,1.3825317848426188e-36,0.309662398137369,0.05466794286555735,0.3488276,0.04757908
Ftx,12.974754,0.6938001,1.701418846163007e-38,1.4559593756815286e-36,0.8323632130384168,0.6872331026358416,1.2184627,0.90527195
Snrpn,12.957194,0.70503944,2.1392943981249527e-38,1.8190772303043506e-36,0.8416763678696159,0.6959210720070682,1.2165965,0.8990627
Ablim3,12.95508,1.3227011,2.1990545385878317e-38,1.8639935473771304e-36,0.5052386495925495,0.2928508319835076,0.45329773,0.20642413
Msi2,12.941445,0.64467,2.626424660609108e-38,2.2192462462442364e-36,0.7764842840512224,0.6478059195994699,1.0786424,0.8070721
Tbc1d9,12.927043,1.1154674,3.167700829681465e-38,2.6682169684495602e-36,0.5518044237485448,0.379804152554852,0.5200739,0.27371654
A830082K12Rik,12.895661,0.94182706,4.761590755445968e-38,3.9982482374635366e-36,0.6880093131548312,0.5293771167721985,0.84578687,0.5260691
Phf20l1,12.886111,0.74785405,5.389390353790441e-38,4.511305881817731e-36,0.860302677532014,0.7712781622735974,1.5814985,1.1939007
Nap1l5,12.874105,1.2218845,6.296441879449542e-38,5.2379378730900674e-36,0.5424912689173458,0.34928581946694154,0.56196463,0.28013295
Rfx7,12.856418,0.6577129,7.91613639697827e-38,6.544817999594035e-36,0.8160651920838184,0.7036887056398174,1.1666269,0.8761391
Csmd3,12.836033,0.52860373,1.0301984650485012e-37,8.465269955918419e-36,0.9417927823050058,0.8981372404653217,2.8914194,2.5492866
Pld5,12.833178,2.604889,1.0688852787129388e-37,8.75638641433435e-36,0.3469150174621653,0.10639081136798705,0.447642,0.0887545
Reps2,12.828106,0.73659897,1.1412049237179874e-37,9.320418328359368e-36,0.8207217694994179,0.680864379325578,1.216322,0.8859214
Hcn1,12.780602,0.8749816,2.104337600256942e-37,1.713440949057698e-35,0.9138533178114087,0.742710940951259,2.0318785,1.5291402
Dcx,12.745028,0.9930421,3.322750100876497e-37,2.6892257593539604e-35,0.6391152502910361,0.477727875128847,0.7554723,0.44918633
Kcnq4,12.705509,3.1709502,5.510979084136856e-37,4.433533173375968e-35,0.3061699650756694,0.06254601678692387,0.24395418,0.030215498
Mtus2,12.699244,0.7675805,5.970383988032325e-37,4.774530290429422e-35,0.7718277066356228,0.6162936239140038,1.0533568,0.74042827
Cpeb2,12.695003,0.8545723,6.302772505991499e-37,5.025385674658504e-35,0.7043073341094296,0.5914445589751142,0.92380553,0.60975033
Nbea,12.682796,0.55096936,7.3656736244089795e-37,5.855492612067138e-35,0.9487776484284052,0.9048372846414372,2.8866866,2.5303872
Asic2,12.670342,0.81927884,8.633616557700141e-37,6.803087299278673e-35,0.9010477299185099,0.7874760712707995,2.3096404,1.8149276
