names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX-CGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Abl1,-2.740434,-0.289232,0.006135812261335748,0.049495429439234934,0.3841676367869616,0.4534678250625828,0.3014429,0.3576083
Gm16124,-2.74134,-0.5298841,0.00611891670671337,0.04940363338623445,0.09778812572759023,0.1556471800912973,0.062719695,0.08934315
Slc29a4,-2.7469838,-0.9199021,0.006014609178113461,0.048663820721441944,0.0570430733410943,0.11235458695332057,0.033274785,0.062049117
Tnfrsf25,-2.7526214,-1.4211583,0.0059120223642809295,0.04790592307847665,0.037252619324796274,0.09236489471359152,0.015767448,0.04167913
Fam241a,-2.7549946,-1.2299883,0.005869309813375506,0.047588519820579316,0.046565774155995346,0.10193638639375645,0.022114994,0.05112268
Spata13,-2.755772,-1.0517781,0.005855377053850908,0.04748988271565768,0.0710128055878929,0.12604918274186422,0.049218863,0.09947202
Hid1,-2.757734,-0.43162036,0.005820351351175901,0.047254784111913355,0.18277066356228172,0.24363127668973641,0.11292862,0.14949273
Paqr8,-2.7578583,-0.38899502,0.005818139938351281,0.047254784111913355,0.22467986030267753,0.28788101899572965,0.17641434,0.22525446
Echdc2,-2.7589958,-0.7032465,0.005797929258679047,0.04710927099507287,0.050058207217694994,0.10650125165660433,0.033302013,0.053667877
Lin7c,-2.759362,-0.28038344,0.005791434222137236,0.04707073126098837,0.19324796274738068,0.2565896038874982,0.13562754,0.1624717
Daglb,-2.7602615,-0.2991495,0.005775509336278534,0.04695550253125695,0.21536670547147846,0.278788101899573,0.14471327,0.17528558
Taldo1,-2.761294,-0.60231376,0.0057572822990537825,0.04682148165120313,0.16065192083818394,0.21856133117361212,0.1100689,0.16266692
Dcn,-2.7626755,-1.1505244,0.005732972498395991,0.04663789616466857,0.06169965075669383,0.11658813135031659,0.044733368,0.09672753
Ndrg1,-2.7629304,-1.1281898,0.00572849756246977,0.04661560554317466,0.06868451688009314,0.12380356353997939,0.044179745,0.09415955
Ppp1r21,-2.7658284,-0.29219276,0.005677839732217294,0.046293566488255236,0.36321303841676367,0.4313429539095862,0.27255684,0.3247302
Ahr,-2.7712667,-0.37358263,0.005583866067670077,0.045618267326936746,0.11641443538998836,0.1761522603445737,0.06960921,0.08928867
Dusp5,-2.7731538,-1.406024,0.005551587857091698,0.045382161764543336,0.02677532013969732,0.08283021646296569,0.015028402,0.03934272
1700094M23Rik,-2.7752914,-1.518529,0.005515226459067049,0.04513985225559903,0.02910360884749709,0.08485495508761597,0.01406147,0.03976915
Banf2,-2.775919,-0.6576037,0.005504592109640979,0.04506654173859022,0.06519208381839348,0.12218377264025916,0.035779968,0.055873
Tmsb4x,-2.7808797,-0.31062928,0.005421182711950353,0.04445196874749793,0.6856810244470314,0.7224267412752172,0.9510021,1.0885266
Mapk8ip2,-2.7828481,-0.27436158,0.005388402908693747,0.04420958355926747,0.2409778812572759,0.30569871889265204,0.17198291,0.20454317
Pot1a,-2.7846365,-0.28512236,0.005358774590374193,0.043979924631446114,0.23282887077997672,0.3009865999116478,0.15811934,0.18957761
Fggy,-2.7863865,-0.30659974,0.005329927437079963,0.04375653841562439,0.25378346915017463,0.318730672949492,0.18761733,0.22732575
Tada1,-2.7867336,-0.45197126,0.00532422412735188,0.04372307527565557,0.11641443538998836,0.1751951111765572,0.07120926,0.09618224
Supt6,-2.786894,-0.31523916,0.005321585573182871,0.043714767456870605,0.40162980209545984,0.4675305551465174,0.30995077,0.373009
Slc25a37,-2.7878644,-0.5272601,0.005305673798720793,0.043610723454153476,0.10244470314318975,0.1617950228243263,0.062166046,0.08841035
Gm48159,-2.7883294,-0.6731551,0.0052980668352532395,0.04356152260197507,0.051222351571594875,0.1085259902812546,0.034940768,0.055150647
Otof,-2.7896338,-1.5529267,0.00527677084858142,0.0434129922539445,0.027939464493597205,0.08386099249006038,0.016712729,0.048265498
Smad7,-2.7971454,-0.64406556,0.0051556330875468705,0.04246838168681313,0.18626309662398138,0.24410985127374465,0.121862836,0.18442582
Capzb,-2.7974002,-0.33068064,0.005151567067677126,0.04244790159720466,0.37485448195576254,0.44190840818730676,0.28088513,0.34205884
Numbl,-2.7981756,-0.25464302,0.005139215976911818,0.042359120644055386,0.21653084982537835,0.28519363863937564,0.142699,0.16804647
Tuba4a,-2.8010972,-0.48586282,0.00509291764530118,0.04201617965282245,0.21653084982537835,0.27775732587247826,0.17471713,0.23693128
Nos1,-2.804895,-0.29923445,0.0050333002260707195,0.041575400268834994,0.16065192083818394,0.22375202473862466,0.118650444,0.14411129
Cdk18,-2.8062527,-1.526504,0.005012135498813093,0.04143596270660845,0.02910360884749709,0.08559122367839787,0.016800791,0.04765596
Bcap29,-2.808067,-0.30209747,0.004983985790310689,0.041231434170458194,0.2956926658905704,0.36257546753055514,0.21554267,0.259718
Cinp,-2.811132,-0.8027902,0.004936751722766331,0.040891035385552194,0.08265424912689173,0.14025916654395523,0.041851897,0.071910076
Gspt1,-2.8113656,-0.29447147,0.004933170527341766,0.04087397226940279,0.39348079161816063,0.4638123987630688,0.30310762,0.3606291
Klf6,-2.8154094,-0.41145048,0.0048715119645512854,0.0403880057042558,0.12223515715948778,0.18380945368870563,0.07954221,0.104462825
