names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CLA-EPd-CTX Car3 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Fap,12.545215,5.232625,4.222664642638818e-36,5.157409043077502e-33,0.813953488372093,0.0546238103788831,0.8021918,0.032200817
Satb2,12.502287,2.9557626,7.253444482456247e-36,8.473915358417364e-33,0.9418604651162791,0.41903393787035376,1.7757728,0.4899271
Stk32c,12.4097395,3.1243372,2.3140469163660863e-35,2.590768360114864e-32,0.8953488372093024,0.26263242952056026,0.92324644,0.16043231
Kctd16,12.372242,2.2364688,3.6936370424797225e-35,3.969921093257206e-32,0.9767441860465116,0.8039863530256779,3.4028974,1.9691663
Gng2,12.199049,2.266211,3.144765994639544e-34,3.249994702921713e-31,0.9767441860465116,0.5898365954390375,1.6089311,0.60484743
Chrm3,11.875451,2.486425,1.5877452418716236e-32,1.5801005425589083e-29,0.9883720930232558,0.6596875561142036,2.7400846,1.2768674
B130024G19Rik,11.854456,3.2846053,2.040448649554635e-32,1.9581019719118942e-29,0.8604651162790697,0.2137547135931047,0.98904234,0.15981309
Nwd2,11.661687,2.4373116,2.0003977290066823e-31,1.853471964772743e-28,0.9767441860465116,0.5325552163763692,1.7999612,0.65868986
Trhde,11.6410265,2.7304547,2.5492966934292593e-31,2.28332007174814e-28,0.9418604651162791,0.5204884180283713,2.0387897,0.6965056
Rgs12,11.629327,3.4289289,2.923958536151032e-31,2.534411802141233e-28,0.8255813953488372,0.14322140420183158,0.77954155,0.104007594
Cntn4,11.592264,2.6130412,4.510468772178639e-31,3.787384247138751e-28,0.9651162790697675,0.650529718082241,2.7665067,1.2342954
Schip1,11.54576,1.8882529,7.755295603460708e-31,6.314690692878461e-28,0.9883720930232558,0.833004130005387,3.1733718,1.9716812
Sfmbt2,11.386182,3.173361,4.899959091021291e-30,3.8724088463453555e-27,0.8372093023255814,0.21386245286406896,0.85055727,0.13857871
Gnao1,11.348263,1.6165513,7.565106238337374e-30,5.807840132117864e-27,0.9883720930232558,0.7748608367750045,1.9946926,1.121936
Pcsk2,11.344137,1.7671242,7.930470056404088e-30,5.9192147337660514e-27,0.9767441860465116,0.7696534386783983,2.5318277,1.4818534
Sh3gl3,11.321293,2.771128,1.029419537870988e-29,7.475811616917148e-27,0.8837209302325582,0.3587717723110074,1.1575888,0.27738777
Mgat5,11.2218075,1.9973124,3.186880471762962e-29,2.253459954638705e-26,0.9534883720930233,0.6245645537798528,1.6385691,0.71240413
Cpne9,11.2095585,4.3639765,3.660130510404119e-29,2.5217360721681712e-26,0.7441860465116279,0.06622373855270246,0.58968425,0.038275063
Chrm2,11.204395,3.2317145,3.879938503452565e-29,2.60634868969426e-26,0.8255813953488372,0.1725983120847549,0.93245775,0.15187667
Cpne4,11.163081,2.4565957,6.181161208830667e-29,4.0509219922263424e-26,0.9651162790697675,0.5441551445501885,1.9988047,0.7711857
Efna5,11.071291,2.6300693,1.7289265240362569e-28,1.1061013262108149e-25,0.9302325581395349,0.4123181899802478,1.6500535,0.51857144
Nav3,11.055539,1.3330634,2.0609526882176693e-28,1.2878557844746228e-25,0.9767441860465116,0.8978990842161968,3.5775888,2.695163
Pcdh15,11.039948,2.4955642,2.4517474981069467e-28,1.4972376198666742e-25,0.9767441860465116,0.7422158376728317,3.1639755,1.613202
Phactr1,11.025375,1.4357132,2.883136647348215e-28,1.7215529269832564e-25,0.9883720930232558,0.8896390734422697,3.3270087,2.3912697
Fras1,11.015664,2.363586,3.2115832197706764e-28,1.8759835025051756e-25,0.9534883720930233,0.4007900879870713,1.3745373,0.45351833
9130024F11Rik,10.950683,2.8098674,6.594885492705118e-28,3.7703100678507767e-25,0.8372093023255814,0.23411743580535105,0.82828426,0.16879481
Dner,10.912241,2.1498573,1.0074169302700442e-27,5.639436024240851e-25,0.9534883720930233,0.543508708924403,1.5759437,0.6228468
Nrg1,10.838198,2.2127373,2.2689628222661313e-27,1.2442251231487949e-24,0.9767441860465116,0.8483390195726342,3.71242,2.2637248
Gm32647,10.804833,2.968709,3.2655063220138134e-27,1.7548830974502232e-24,0.9069767441860465,0.3892978990842162,1.886071,0.53912544
Zfp385b,10.727073,1.9704953,7.596433362555494e-27,4.002277734350316e-24,0.9883720930232558,0.6657209552882025,2.236134,1.1418123
Mmp16,10.650753,1.7009329,1.7296057449494187e-26,8.937405070536708e-24,0.9767441860465116,0.7881486801939307,2.6163278,1.5896127
Sestd1,10.603451,1.8165207,2.8718260681837055e-26,1.4559616311716257e-23,0.9302325581395349,0.5499012390016161,1.20583,0.50934607
Unc5c,10.528491,1.7501119,6.385008509448757e-26,3.177132937942372e-23,0.9767441860465116,0.8070748787933202,2.8209293,1.739538
Htr2a,10.4430895,3.2657678,1.5759712503294815e-25,7.699335908427848e-23,0.7558139534883721,0.15176871969833003,0.6859222,0.09755559
Sh3d19,10.428784,2.0122905,1.832176371032822e-25,8.791174837437843e-23,0.9302325581395349,0.5414616627760819,1.3869659,0.55635566
Cux2,10.393356,2.5297842,2.6583009721644375e-25,1.2531324056501479e-22,0.8488372093023255,0.3079188364158736,1.0606542,0.28290543
Cadm2,10.379232,1.0955887,3.082438131106051e-25,1.4280191824624066e-22,0.9883720930232558,0.963081343149578,4.207447,3.464829
Slc2a13,10.376487,1.8831618,3.172361961220493e-25,1.444768913525333e-22,0.9534883720930233,0.6624528640689531,1.9241072,0.9499622
Lypd6b,10.299115,3.480969,7.111256666285629e-25,3.1846577770515807e-22,0.7209302325581395,0.09107559705512659,0.5607278,0.0651751
Caln1,10.250775,1.738244,1.1739812501667766e-24,5.171291179013327e-22,0.9767441860465116,0.7022804812354103,2.1562629,1.1907651
Kalrn,10.23943,1.4236838,1.3201131768490773e-24,5.721200171279792e-22,0.9883720930232558,0.8465792781468845,3.1978164,2.277467
Mef2c,10.202061,1.8812029,1.9410989236511788e-24,8.278940964842409e-22,1.0,0.7801041479619322,2.6353617,1.507385
Synpr,10.192404,2.2905698,2.1439733355019232e-24,9.001338050771357e-22,0.9767441860465116,0.5451607110791884,2.059968,0.8751494
Samd5,10.170317,2.0377584,2.690336427980444e-24,1.112143689535916e-21,0.9418604651162791,0.4829592386424852,1.4228833,0.56924295
Gm16083,10.141024,2.3143356,3.632744641884903e-24,1.4789674019310203e-21,0.8372093023255814,0.2845753277069492,0.7367352,0.19800612
Kcnv1,10.125385,2.8263745,4.26295798508597e-24,1.709637030735224e-21,0.7674418604651163,0.18926198599389477,0.58013403,0.105129205
Neto2,10.106205,2.1746213,5.1854154141016875e-24,2.0490016496604757e-21,0.8953488372093024,0.44693840905009874,1.2577146,0.44314522
Angpt1,10.074387,2.5905795,7.17065081315194e-24,2.7923969181071392e-21,0.813953488372093,0.20531513736757048,0.87729096,0.20957445
Lhfpl3,10.041277,2.101326,1.0036674158972823e-23,3.852649066451425e-21,0.9534883720930233,0.47405279224277247,1.5996569,0.6527597
Luzp2,10.029095,2.3840544,1.1355311601850718e-23,4.297425672418715e-21,0.9418604651162791,0.557981684323936,2.2074833,0.9362274
Nell1,10.021889,2.2660193,1.2214640117416315e-23,4.558435832708005e-21,0.9534883720930233,0.5030346561321601,1.8933973,0.776093
Cobl,9.9475975,2.0144603,2.58344600263167e-23,9.50920466996068e-21,0.9418604651162791,0.4308134314957802,1.2001147,0.45383647
Adamts3,9.9261465,2.023562,3.20398446033505e-23,1.1633927358000377e-20,0.8953488372093024,0.441515532411564,1.1006434,0.4010557
Dnah14,9.8091955,5.066884,1.0278496096436434e-22,3.6824425348166264e-20,0.6395348837209303,0.041407793140599745,0.59677136,0.024060324
Lepr,9.774658,4.054772,1.4464455048519275e-22,5.1139461467593807e-20,0.6627906976744186,0.07513018495241515,0.54091156,0.04227133
Htr2c,9.746176,2.7957737,1.9154886435871702e-22,6.684309071842501e-20,0.813953488372093,0.34419105764050995,1.5062212,0.40907198
Setbp1,9.718838,1.376893,2.5062516071087453e-22,8.633715472181023e-20,0.9883720930232558,0.7774824923684683,2.215617,1.4218369
1500009L16Rik,9.716347,3.189791,2.568312596506193e-22,8.735513856724227e-20,0.6976744186046512,0.12300233435087089,0.47966203,0.06527893
Sh3gl2,9.698405,1.5951428,3.062480566161662e-22,1.0286106601595482e-19,0.9883720930232558,0.7124797988866942,1.9398365,1.0892061
BB557941,9.624208,4.3908267,6.319185441335657e-22,2.0962532445517173e-19,0.6511627906976745,0.07042557012030885,0.51772624,0.031817406
Fat3,9.611798,1.6731989,7.129284368305003e-22,2.3361447680043346e-19,0.9883720930232558,0.7378344406536183,2.2927399,1.3327026
Frmd6,9.600353,1.9781053,7.967116548684213e-22,2.5792339959415037e-19,0.872093023255814,0.3969473873226791,0.87058663,0.30186987
Tll1,9.570852,3.6773143,1.0602807895424035e-21,3.391636287500522e-19,0.686046511627907,0.12486981504758485,0.868857,0.10273377
Fhod3,9.509453,2.045846,1.9166739292007405e-21,6.058944526779282e-19,0.8837209302325582,0.3790985814329323,1.0544058,0.3735912
Kcnip4,9.466457,1.4241209,2.894943793053466e-21,9.045016246435655e-19,0.9767441860465116,0.9527742862273298,4.6672215,3.6958022
Htr1f,9.459674,2.3852537,3.0890586270319343e-21,9.540575322798629e-19,0.8604651162790697,0.35449811456275815,1.2496291,0.38962755
4930578G10Rik,9.396279,1.7061473,5.6526884810536315e-21,1.725997039612626e-18,0.9069767441860465,0.566062129646256,1.3284997,0.61550367
Myo1b,9.3518505,2.1347291,8.612759706397093e-21,2.600279250684156e-18,0.7906976744186046,0.24137188005027832,0.6171335,0.17762302
Grin3a,9.349265,2.1817532,8.825870234956122e-21,2.6350125912585664e-18,0.8604651162790697,0.4008619141677141,1.2499104,0.43749538
Gsg1l,9.19789,2.3274305,3.6504485789447835e-20,1.0778852012774323e-17,0.7790697674418605,0.2557012030885258,0.6903309,0.18075213
Xpr1,9.147039,1.5229287,5.851506391385765e-20,1.7090214862666905e-17,0.9534883720930233,0.6340096965343868,1.3546484,0.6934376
Tpd52,9.06129,1.7513764,1.2891682735150598e-19,3.724725968747275e-17,0.8372093023255814,0.4139701921350332,0.80103356,0.31092873
Tenm3,9.027075,1.9347992,1.7632243880313136e-19,5.040195670893766e-17,0.9883720930232558,0.7350332196085473,2.6521056,1.4925294
Galnt14,8.979686,2.1359005,2.7154111847194727e-19,7.680326161411814e-17,0.8372093023255814,0.40043095708385706,1.1150645,0.38279226
Smarca2,8.958363,1.4964648,3.295364211598298e-19,9.223587121421487e-17,0.9651162790697675,0.6783264499910218,1.5274527,0.82338434
Kcnt2,8.943072,1.5850314,3.784964418229109e-19,1.0484741641011976e-16,0.9767441860465116,0.6865505476746274,2.0002131,1.1410666
Lypd6,8.935083,2.47744,4.06872304765192e-19,1.1155774315347662e-16,0.686046511627907,0.12684503501526306,0.49578792,0.10907142
Igsf21,8.915259,2.207759,4.8667438412733895e-19,1.3209031011617775e-16,0.7558139534883721,0.31341353923505116,0.7793359,0.22748639
Csmd2,8.861134,1.4254141,7.92047927551554e-19,2.1282327813310254e-16,0.9767441860465116,0.7248698150475849,1.9737846,1.1962088
Pdia5,8.8560505,3.357569,8.289924413807326e-19,2.2054482079109193e-16,0.627906976744186,0.10716466151912372,0.43184596,0.051350545
Lin7a,8.849233,1.5919756,8.812284060118917e-19,2.3214320852489733e-16,0.9534883720930233,0.5021368288741246,1.0975434,0.50824445
Gm16599,8.846755,3.2081294,9.010086443808758e-19,2.3504953664576824e-16,0.6511627906976745,0.12504938049919195,0.52690655,0.072378255
Zc3h12c,8.836281,2.0146163,9.89578781930051e-19,2.5567290260058143e-16,0.7906976744186046,0.34544801580175977,0.7167405,0.23055372
Rbms1,8.775545,1.8041476,1.7007848427545273e-18,4.352389402363252e-16,0.8488372093023255,0.39554677680014366,0.91482127,0.35660717
Ptprk,8.731524,1.6547221,2.512620295782183e-18,6.369255410157288e-16,0.9651162790697675,0.6782905369007003,2.0451035,1.1434036
Sgcd,8.69603,1.7685629,3.4369725294742125e-18,8.55106035805297e-16,0.9767441860465116,0.7045789190159814,2.4163215,1.385057
Adamtsl1,8.681806,1.992694,3.8953521597014124e-18,9.602579131300637e-16,0.8604651162790697,0.409696534386784,1.258741,0.49069145
Erc2,8.642735,1.3016472,5.488330795270117e-18,1.3406495315355275e-15,0.9883720930232558,0.8469384090500988,3.1407573,2.299963
Cdh13,8.639005,1.8673905,5.670503485532803e-18,1.3726705284348325e-15,0.9418604651162791,0.5427904471179745,1.7158886,0.8110171
B3glct,8.612411,1.8620019,7.154037523824625e-18,1.7011414890722802e-15,0.8023255813953488,0.3244388579637278,0.6718203,0.23387349
Mei4,8.588421,2.318733,8.817257397429071e-18,2.078243037446659e-15,0.7325581395348837,0.25968755611420363,0.74201566,0.1992774
Pid1,8.561419,1.5838673,1.1148730078891875e-17,2.5838194648930986e-15,0.9418604651162791,0.5866044173101095,1.4730102,0.75218606
Lnx1,8.561358,1.8963745,1.1154561143565295e-17,2.5838194648930986e-15,0.7906976744186046,0.3267372957442988,0.6741189,0.22991382
Mgat4c,8.536679,1.8919469,1.38134228039729e-17,3.172364707203007e-15,0.9534883720930233,0.7349613934279045,2.6585739,1.5210632
Ppp1r1a,8.534831,1.7425119,1.4036053188634073e-17,3.1961758404965897e-15,0.8023255813953488,0.3001616089064464,0.5933338,0.21678074
Unc5d,8.512536,1.8914138,1.701694936096799e-17,3.84239856579168e-15,0.9883720930232558,0.637349613934279,2.2561543,1.1950117
Galnt2,8.506054,1.8242309,1.7995396761410627e-17,4.029469258159197e-15,0.7790697674418605,0.3609983839109355,0.6764349,0.24140106
A830082K12Rik,8.497703,1.5555762,1.933804500300275e-17,4.294324539096562e-15,0.9069767441860465,0.5345304363440474,1.1252924,0.535314
Hs3st2,8.490168,2.020824,2.0633865783913936e-17,4.5445243738833405e-15,0.7441860465116279,0.22298437780571018,0.5865009,0.17945394
Nhs,8.430845,2.1414666,3.431778920183013e-17,7.49690240531037e-15,0.7558139534883721,0.26862991560423777,0.83300817,0.2582758
Adgrb3,8.405034,0.9557841,4.277360786190397e-17,9.21247132429542e-15,0.9883720930232558,0.9359310468665829,3.865709,3.2227051
Aopep,8.404807,1.2369593,4.285667716921948e-17,9.21247132429542e-15,0.9651162790697675,0.7110791883641587,1.572695,0.96337664
Nckap5,8.381079,1.5367354,5.244472480777536e-17,1.118404567924543e-14,0.9418604651162791,0.5728137906266835,1.3746281,0.7021109
Sergef,8.369359,1.650312,5.793251086365005e-17,1.2257059581939188e-14,0.8372093023255814,0.4956006464356258,0.97276145,0.42142147
Plcl1,8.365923,1.5830772,5.964595368771493e-17,1.2520990434288282e-14,0.9767441860465116,0.6852935895133776,2.0833414,1.2080107
Adam22,8.335907,1.1697738,7.690637237138916e-17,1.60191800435599e-14,0.9534883720930233,0.7556473334530436,1.7513187,1.1367944
Cacnb4,8.3293705,1.346989,8.127327591536761e-17,1.6798560952660983e-14,0.9651162790697675,0.7689351768719699,2.146852,1.3790387
Kcnq5,8.242502,1.6391999,1.686455680594334e-16,3.432959404361345e-14,0.9883720930232558,0.7816484108457533,2.8362625,1.8169783
Glcci1,8.221219,1.407201,2.0144480077369707e-16,4.069790824653564e-14,0.9069767441860465,0.5326988687376549,0.9822746,0.48849422
Adcy2,8.2001705,1.4379392,2.400470243440381e-16,4.8134802568091825e-14,0.9302325581395349,0.6989764769258394,1.9161552,1.1438475
Wdr17,8.189314,1.4421875,2.627189688111749e-16,5.2290805125601995e-14,0.9534883720930233,0.6239181181540672,1.4059232,0.7576272
Smoc2,8.124238,2.3176975,4.501800338610724e-16,8.894365816063983e-14,0.686046511627907,0.20897827258035553,0.6075122,0.15500437
Nr2f1,8.122256,1.5606014,4.575964905209047e-16,8.974903430873511e-14,0.8488372093023255,0.4132878434189262,0.7651368,0.32903036
Kctd1,8.108755,1.4063281,5.114115582938323e-16,9.957701863300923e-14,0.8953488372093024,0.5087807505835877,0.95992607,0.47497523
Dipk2a,8.106378,2.6330922,5.215134645022317e-16,1.0081343015233788e-13,0.627906976744186,0.15460585383372238,0.46196067,0.09043731
Tmem178b,8.074727,1.2284622,6.762790539219077e-16,1.2979727270629756e-13,0.9767441860465116,0.7849165020650027,2.2792861,1.5565964
Marchf1,8.027083,1.3753407,9.981706559464977e-16,1.9021876259065528e-13,1.0,0.8364876997665649,2.9178772,2.0472145
Tmcc3,8.012778,1.5401202,1.1214541981699497e-15,2.1220756552694754e-13,0.872093023255814,0.4855449811456276,1.1301585,0.5427743
Runx2,7.9904637,1.5374883,1.3443197003190128e-15,2.5260049194106206e-13,0.8953488372093024,0.5149937152091938,1.1605806,0.56248903
Rmst,7.9290447,1.9951015,2.208379480588849e-15,4.1207747669043315e-13,0.7441860465116279,0.24884180283713414,0.9352406,0.32806006
Il1rapl2,7.91991,2.1217697,2.376827210771924e-15,4.404506700237352e-13,0.8488372093023255,0.5024600466870174,1.8452983,0.799597
D430041D05Rik,7.8993363,1.3248787,2.803921390945208e-15,5.160367655801216e-13,0.9651162790697675,0.6787214939845574,1.6606921,0.9938827
Gfra1,7.8904157,2.0186224,3.0118115312385886e-15,5.505263662883052e-13,0.7209302325581395,0.27609983839109353,0.7403086,0.23951265
Trpc5,7.880236,1.5259916,3.26762544992381e-15,5.932506475638701e-13,0.9302325581395349,0.5615011671754354,1.3979621,0.7217477
Rasgrf2,7.8693266,1.4670044,3.5655489062548315e-15,6.429952960474316e-13,0.9186046511627907,0.4914706410486622,1.1366458,0.5684524
C030017B01Rik,7.8493896,2.0835538,4.1806749458215056e-15,7.48898238628159e-13,0.6976744186046512,0.24557371161788472,0.50061834,0.14262319
Rai14,7.820545,1.9488093,5.259510737053333e-15,9.329649325731064e-13,0.6744186046511628,0.17636918656850423,0.44796038,0.13661104
Cdh9,7.8197145,1.6379199,5.2943230935815435e-15,9.329649325731064e-13,0.9651162790697675,0.5347100017956545,1.5655209,0.79581714
Npas2,7.819286,1.4388622,5.31237940765483e-15,9.329649325731064e-13,0.8953488372093024,0.48583228586819893,1.0050992,0.49404228
Tenm4,7.7514577,1.4217732,9.084356295785832e-15,1.5748171204371953e-12,0.9767441860465116,0.7477464535823307,2.4190443,1.5728383
Lingo2,7.748739,1.4671581,9.28097458661008e-15,1.598588379116749e-12,0.9767441860465116,0.882779673190878,3.5950737,2.6254323
Hs3st5,7.722272,1.7492095,1.1427438728525765e-14,1.9557661059585176e-12,0.7441860465116279,0.2675525228945951,0.6674726,0.2487213
Fhl2,7.692403,1.8356543,1.443972459746023e-14,2.455667088188331e-12,0.7209302325581395,0.3013467408870533,0.56222236,0.19177984
Sema5b,7.656982,2.0069892,1.9035363441294643e-14,3.216856702311868e-12,0.6627906976744186,0.18972885616807325,0.51428217,0.15469074
Ccnt2,7.6370044,1.2171508,2.2233403261846827e-14,3.733822160286401e-12,0.9534883720930233,0.6121745376189621,1.0548947,0.59059924
Gabra3,7.6263695,1.4793102,2.414574306585112e-14,4.0108403684590294e-12,0.8604651162790697,0.42844316753456635,0.8259592,0.37881038
Kcnh1,7.62578,1.409257,2.4256322555456952e-14,4.0108403684590294e-12,0.8837209302325582,0.5159633686478722,1.0439142,0.52643716
Gm19410,7.625385,2.1212215,2.4330739860767468e-14,4.0108403684590294e-12,0.6511627906976745,0.1988507811097145,0.47506475,0.13083282
Gabrg3,7.6187143,1.5923563,2.562143550301549e-14,4.197853487597721e-12,0.9651162790697675,0.6529358951337763,2.06723,1.1906483
Sulf1,7.605314,2.2477965,2.8421375877383833e-14,4.628377998941234e-12,0.627906976744186,0.15909499012390016,0.5093457,0.1308921
9530059O14Rik,7.59938,1.3588637,2.9755280744853336e-14,4.816412009724152e-12,0.9186046511627907,0.6127491470641049,1.4393239,0.81297255
Rxfp1,7.5875797,2.3107114,3.25936062994863e-14,5.2442527021987845e-12,0.6395348837209303,0.18319267372957443,0.6515875,0.16987
Sorbs2os,7.5660887,2.0598958,3.84629362805362e-14,6.151780344392903e-12,0.686046511627907,0.2552343329143473,0.51030797,0.1481458
Slc35f4,7.547712,1.37754,4.429714830051711e-14,7.042984466478668e-12,0.9302325581395349,0.5920991201292871,1.4237553,0.79452324
Iqcj,7.4244986,1.582503,1.1320789735997234e-13,1.7849033278310345e-11,0.813953488372093,0.3784162327168253,0.82977617,0.35884172
Klf7,7.4235144,1.1114856,1.1405295386230198e-13,1.7849033278310345e-11,0.9302325581395349,0.6326449991021728,1.1292118,0.67741185
Pitpnm3,7.42328,1.6085823,1.1425506973834683e-13,1.7849033278310345e-11,0.7558139534883721,0.31793858861555035,0.54390293,0.21268383
Celf2,7.39623,0.87544256,1.4010504821877047e-13,2.176082454126221e-11,0.9767441860465116,0.9666008260010774,4.302319,3.7067363
Antxr1,7.3657117,1.8618377,1.762045095088454e-13,2.7054943831443866e-11,0.6744186046511628,0.23368647872149398,0.49878886,0.1637594
C130073E24Rik,7.355251,1.5579801,1.9056919822685832e-13,2.909428611565729e-11,0.7790697674418605,0.3423594900341174,0.9058493,0.4058784
Rasgef1b,7.346618,1.4441359,2.032846479856712e-13,3.0860217465395394e-11,0.9186046511627907,0.5441192314598671,1.3859657,0.7429162
Kcnh7,7.334014,1.4171046,2.2335952445997818e-13,3.37172495631439e-11,0.9651162790697675,0.7965523433291435,2.736429,1.8569467
Auts2,7.3317704,0.9202586,2.2713163774840377e-13,3.40951234988805e-11,0.9883720930232558,0.9051894415514455,3.2900486,2.6848762
Sgcz,7.326366,1.6795983,2.3647733093245084e-13,3.530081045641641e-11,0.9767441860465116,0.7472436703178309,2.7283697,1.6986374
Camkk2,7.319093,1.4770868,2.4965254991440777e-13,3.7061679647514566e-11,0.8023255813953488,0.4686658286945592,0.823406,0.37786388
Aff3,7.2953787,1.1819049,2.9782048457847185e-13,4.396943088254692e-11,0.9418604651162791,0.6970012569581613,1.6655266,1.061331
Pcdh9,7.2537293,0.7663599,4.0545005619370884e-13,5.95324754640708e-11,0.9883720930232558,0.9714850062847908,4.35958,3.8373024
Gm2694,7.194668,2.7088547,6.261312314699625e-13,9.09413307545832e-11,0.5348837209302325,0.08927994253905548,0.2670178,0.045750216
Kcnma1,7.1842,0.9962472,6.760183909138724e-13,9.765921593470834e-11,0.9651162790697675,0.857173639791704,2.853432,2.2186484
Gm40841,7.180818,1.2974079,6.929556161554441e-13,9.957068131602558e-11,0.8255813953488372,0.4919015981325193,0.8489332,0.4343945
Brinp3,7.1637135,1.5423732,7.852037162121893e-13,1.1222565880117834e-10,0.9534883720930233,0.6301669958699946,1.9132054,1.0927906
Cntnap4,7.13142,1.3810138,9.933856513440659e-13,1.4122895477045e-10,0.813953488372093,0.3503681091757946,0.8913302,0.43971354
Grid1,7.1117373,1.0892464,1.145911482230278e-12,1.620560080396188e-10,0.9651162790697675,0.7836954569940744,2.163379,1.530243
St6gal2,7.105328,1.372106,1.2003688272608401e-12,1.688686407774805e-10,0.813953488372093,0.39755790985814327,0.6550343,0.30559522
Cacna1b,7.1030445,1.1470442,1.2203803852497817e-12,1.7078969245657101e-10,0.9418604651162791,0.6521098940563835,1.3751637,0.847862
Usp28,7.100721,1.5694194,1.2410800327382736e-12,1.7278663460972754e-10,0.7325581395348837,0.33866044173101095,0.5343074,0.21347444
Lingo1,7.0917196,1.245724,1.3245553132501228e-12,1.834577384898495e-10,0.8837209302325582,0.5166098042736578,0.88553905,0.47038966
Satb1,7.0892153,1.3073938,1.3487480813243877e-12,1.8585056894967332e-10,0.872093023255814,0.46453582330759563,0.9374304,0.48714
Nbea,7.073102,0.7542074,1.5150823033744994e-12,2.077054157738408e-10,0.9883720930232558,0.907021009157838,3.0330722,2.5428393
Rasa3,7.050111,1.4261385,1.787755348872579e-12,2.438425696660213e-10,0.7558139534883721,0.36943796013646973,0.62220705,0.2785081
Inpp5a,7.032236,1.4025143,2.0324946084498275e-12,2.758238895406407e-10,0.7325581395348837,0.367247261626863,0.56170696,0.25082743
Arpp21,7.02945,1.2317014,2.0734905256155676e-12,2.799733187100015e-10,0.9767441860465116,0.798814868019393,2.6635718,1.8996439
Slit2,7.0154667,1.3875544,2.291828446637498e-12,3.079071518057479e-10,0.9534883720930233,0.5726342251750763,1.5131128,0.85584396
Lmo4,6.987138,1.1672453,2.8055056429714206e-12,3.7461504584247363e-10,0.8837209302325582,0.5132698868737655,0.88874876,0.49327084
Mgat5b,6.9866023,1.4684774,2.816235179016735e-12,3.7461504584247363e-10,0.7325581395348837,0.3366493086730113,0.54796624,0.23404284
Tmtc1,6.983421,1.4922093,2.880775557623958e-12,3.813125085386983e-10,0.8372093023255814,0.5108277967319088,1.097259,0.536197
Rims1,6.9773197,0.9902135,3.0086412344394143e-12,3.9628524494797577e-10,0.9767441860465116,0.8439217094630993,2.8012643,2.1730862
Trpc3,6.954148,2.5555897,3.5469925465250117e-12,4.6491555963476616e-10,0.5581395348837209,0.14372418746633148,0.45946822,0.09458702
Gpd2,6.8829713,1.222542,5.8616899419657605e-12,7.608869987469564e-10,0.8255813953488372,0.452145807146705,0.7147287,0.3696465
Atp6v1h,6.861125,1.1345563,6.8320242902275544e-12,8.825792917231461e-10,0.9302325581395349,0.6063566169868917,1.0320308,0.600447
Rasgrp1,6.859277,1.1529707,6.921001252024697e-12,8.897957112052803e-10,0.8953488372093024,0.49940743400969656,0.92156273,0.5190866
Epha5,6.8563433,1.0348436,7.064539914476465e-12,9.039247023903933e-10,0.9767441860465116,0.8528999820434549,2.6525736,2.0065854
Dgki,6.8332253,1.087725,8.30265192370651e-12,1.0573092757819619e-09,0.9767441860465116,0.7786676243490752,2.1832404,1.5486728
Stmn2,6.821967,1.1203675,8.980212676071987e-12,1.1381995971983692e-09,0.9302325581395349,0.5682528281558629,1.0214062,0.5974236
Pparg,6.8188734,1.9561361,9.175733316122073e-12,1.157520911756808e-09,0.6511627906976745,0.2591488597593823,0.60941905,0.19582875
Garem1,6.8143325,1.3231983,9.470238872988123e-12,1.189090273444817e-09,0.872093023255814,0.6005027832644999,1.2218205,0.6711598
Pde1a,6.811721,1.3401624,9.64381958067618e-12,1.2052531727105534e-09,0.9767441860465116,0.7625426467947567,2.4304578,1.6279769
Rgs20,6.8092694,1.4187834,9.809551528172653e-12,1.2202900442685147e-09,0.7093023255813954,0.29692943077751843,0.67809254,0.3095779
Vsnl1,6.77494,1.1139597,1.2445769364353385e-11,1.5410959576966612e-09,0.9534883720930233,0.6690967857784162,1.4147149,0.8917328
Gnai1,6.7579093,1.1045964,1.399969112117931e-11,1.725558258835266e-09,0.8953488372093024,0.5559705512659364,0.9252921,0.53535926
Nlk,6.7331905,0.9808186,1.6598249151569658e-11,2.036506642477976e-09,0.9418604651162791,0.7557550727240079,1.6738255,1.1616684
Pcdh10,6.7301636,1.117808,1.694726269000281e-11,2.0698770385471614e-09,0.9069767441860465,0.5002334350870893,0.89049405,0.50793386
Slitrk1,6.728737,1.3103442,1.71142128053314e-11,2.0808094935712886e-09,0.7558139534883721,0.3672831747171844,0.5266132,0.24647766
Cask,6.6910057,0.97064817,2.2164235194817484e-11,2.682671169751107e-09,0.9418604651162791,0.7357514814149757,1.4792814,1.0042009
Lrrcc1,6.682239,1.2619761,2.3531885348961975e-11,2.835433898325598e-09,0.7674418604651163,0.40840366313521276,0.5879763,0.28797185
Cd46,6.6744165,1.2177308,2.482172960527172e-11,2.9774994397037995e-09,0.8255813953488372,0.49538516789369724,0.77534103,0.40787834
Fnbp1l,6.643396,1.1987804,3.065372049721856e-11,3.644537476815321e-09,0.9069767441860465,0.5242952056024421,1.0520263,0.59432185
Adam10,6.6410584,1.0303701,3.114383545459007e-11,3.6864971747349564e-09,0.9069767441860465,0.6083677500448914,1.000133,0.6105379
Samd12,6.635694,1.0833199,3.229789553520196e-11,3.806335320310862e-09,0.9767441860465116,0.7502962829951517,1.980108,1.3728441
