names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MEA Slc17a7 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Myo5b,-2.6300535,-0.37327993,0.00853714423434384,0.04242520169721083,0.2454434993924666,0.29028331119964584,0.17039178,0.21561596
4930503L19Rik,-2.6302357,-0.39318302,0.00853257200198834,0.042410323657681596,0.16889428918590524,0.21683635827062123,0.0921849,0.11940028
Gm20033,-2.6308916,-0.65916604,0.008516119092873073,0.04233637743302488,0.13122721749696234,0.18016821602478972,0.06346178,0.09845556
Gcnt2,-2.6317275,-0.35330486,0.008495195120772547,0.04224017263048822,0.20534629404617255,0.24889331562638337,0.12054065,0.15156506
Ankrd16,-2.6317472,-0.30325347,0.00849470140998613,0.04224017263048822,0.1433778857837181,0.1925999704884167,0.081985764,0.100231685
Adipor1,-2.6329322,-0.33666727,0.008465125674408495,0.04210624340454577,0.13487241798298907,0.18470562195661797,0.08622646,0.10770807
Npr3,-2.6361618,-0.54288995,0.008384971504091478,0.0417307250073973,0.2065613608748481,0.24708573114947616,0.11503647,0.16349174
4933407K13Rik,-2.6370726,-0.86799675,0.008362496703897855,0.041626581406768316,0.1166464155528554,0.1638630662535045,0.048497576,0.086815804
Soat1,-2.6373181,-0.42452434,0.008356440456787182,0.04160414212967789,0.17253948967193194,0.2181643795189612,0.10520905,0.13880478
Rcc2,-2.637329,-0.5765502,0.008356170180123104,0.04160414212967789,0.11786148238153099,0.16681422458314887,0.061538093,0.0904375
Neurl4,-2.6422331,-0.2852814,0.008236136618146667,0.04102799238591045,0.1166464155528554,0.16755201416555998,0.07512427,0.09082429
Pls1,-2.6429987,-0.44426766,0.008217533044751387,0.04095809922323684,0.21628189550425272,0.25959126457134424,0.1383356,0.18387324
Mkx,-2.6441133,-0.45690513,0.008190521121013091,0.04083103942887231,0.24301336573511542,0.28083960454478385,0.17441009,0.23233232
2410002F23Rik,-2.6470754,-0.7603912,0.008119123242841458,0.04049765018287543,0.11057108140947752,0.15928877084255572,0.053673174,0.089295715
Tctn2,-2.647692,-0.39195725,0.008104332145493293,0.04043888667584119,0.20413122721749696,0.24848753135605725,0.10525368,0.13596456
Poc5,-2.6484709,-0.38735825,0.008085680371891587,0.040353311960016146,0.15066828675577157,0.198871181938911,0.08417326,0.10873298
Cnih4,-2.649059,-0.73383284,0.008071625062027563,0.0402906493436152,0.13001215066828675,0.177327726132507,0.06344381,0.103394836
Rfx3,-2.6514945,-0.33682582,0.008013643529702767,0.040008658796565094,0.6330498177399757,0.8006492548325218,1.3595027,1.5380275
Dhps,-2.6516414,-0.41954324,0.008010155707911172,0.03999867754535834,0.12393681652490887,0.1734912203039693,0.07295591,0.09642442
Zfp935,-2.6521263,-0.45089462,0.007998660735868713,0.03994870148193166,0.14823815309842042,0.19669470267079828,0.07714228,0.10401655
Nnat,-2.6523018,-0.2748971,0.007994503302687118,0.039935360428184206,0.29526123936816523,0.3439206138409326,0.2908945,0.3425209
Extl1,-2.6547506,-0.7496805,0.007936708544804725,0.03966140200835093,0.11421628189550426,0.1631990556293345,0.05121474,0.084669
Polr1f,-2.654994,-0.46142438,0.007930980651292182,0.03964015068828515,0.1324422843256379,0.18145934779400916,0.073603846,0.09999754
Hsf1,-2.65583,-0.38578555,0.007911348196577213,0.03954938158921483,0.17861482381530985,0.2263907333628449,0.09426052,0.121464565
Ercc4,-2.6561987,-0.42098743,0.007902705202917942,0.03951943985012248,0.18955042527339003,0.23561310314298362,0.09830635,0.12953916
Ints4,-2.6563017,-0.45458096,0.007900288737008753,0.039516150104881825,0.17496962332928312,0.22122620628596723,0.10191455,0.1371735
Pcyt1a,-2.6590884,-0.6295036,0.007835242798415626,0.0392053955295024,0.15552855407047386,0.2028183562048104,0.07791974,0.11810754
9530077C05Rik,-2.6594393,-0.35455385,0.007827082156302397,0.039171856498388044,0.1433778857837181,0.19337464954994835,0.08147156,0.10303466
Bcor,-2.660973,-0.26488492,0.007791519579279635,0.03900840899855483,0.181044957472661,0.23059613398258816,0.12317165,0.14625926
Shkbp1,-2.6613898,-0.7062321,0.007781878127331434,0.0389673994188214,0.15674362089914945,0.20481038807732035,0.06623737,0.10591582
Lig3,-2.6616774,-0.7128956,0.007775236827332592,0.03894140047538243,0.15795868772782504,0.20429393536963258,0.06890336,0.11057547
Atg16l2,-2.6630223,-0.50617856,0.007744227034123094,0.03880055573501539,0.16038882138517618,0.20897889921794305,0.08276147,0.11559904
Samd4b,-2.664014,-0.31813192,0.007721432772846578,0.03870078317597231,0.18347509113001215,0.2327726132507009,0.110970214,0.1365536
Nr4a3,-2.6649444,-0.43663985,0.007700105218246878,0.03860108716684582,0.18469015795868773,0.23159214991884314,0.1156062,0.15346768
Iffo2,-2.6654425,-0.6043098,0.007688708640715988,0.03855114782161571,0.12029161603888214,0.16928581968422607,0.057254564,0.08579357
Kcnma1,-2.6666296,-0.26260152,0.007661608558679788,0.03842243784466702,0.7764277035236938,0.8599675372583739,2.064653,2.2253385
Tlcd3b,-2.6675818,-0.34546167,0.007639930304957746,0.038320874984919664,0.15795868772782504,0.20495794599380257,0.08647396,0.10863972
Efcab7,-2.6676102,-0.7404169,0.007639281805307599,0.038320874984919664,0.15309842041312272,0.19990408735428655,0.06862039,0.11213716
Gclm,-2.6676893,-0.30554166,0.007637486217627227,0.038320874984919664,0.19319562575941676,0.24029806699129408,0.11856334,0.14459434
Zfp458,-2.6681082,-0.78593224,0.007627965954041822,0.03828945361201266,0.12879708383961117,0.1758521469676848,0.05240354,0.08870998
Gm3510,-2.6687138,-0.6290239,0.007614227715865445,0.03823477830784985,0.1543134872417983,0.20071565589493875,0.07186144,0.10905674
Nabp1,-2.6692252,-0.45479167,0.0076026471260410705,0.038183762294714686,0.11543134872417983,0.16563376125129115,0.061858766,0.08384458
Gm44644,-2.6698723,-0.74465585,0.007588007657816612,0.03812448873701054,0.13608748481166463,0.18241847425114358,0.055331163,0.09105049
Mettl6,-2.669947,-0.691366,0.007586322022301189,0.03812314807167252,0.15674362089914945,0.20211745610151985,0.068558834,0.10848907
Unc45a,-2.6716058,-0.3882252,0.007548928036747927,0.03795653000513039,0.17861482381530985,0.2250258226353844,0.094594896,0.12208397
Dnajc27,-2.6716366,-0.31942773,0.007548237116815059,0.03795653000513039,0.20291616038882138,0.24907776302198614,0.11641162,0.14328247
Nbdy,-2.673927,-0.2769804,0.007496873717243866,0.037715970189541786,0.15795868772782504,0.20853622546849637,0.10473626,0.12556438
Gm12905,-2.675202,-0.46138757,0.007468425244233251,0.03757988507725608,0.2077764277035237,0.25320938468348825,0.10520871,0.14215297
Cnot9,-2.6752677,-0.46367922,0.007466958936201968,0.03757954422471378,0.1701093560145808,0.217352810978309,0.08776422,0.11911685
Mplkip,-2.6757374,-0.69816005,0.00745650675967993,0.03753397089408013,0.12150668286755771,0.17017116718311937,0.059233014,0.09440512
Gm14443,-2.6776395,-0.5918237,0.007414294933344755,0.03734247513757705,0.14945321992709598,0.1950346761103733,0.064184375,0.09522597
Hivep2,-2.678671,-0.30899078,0.0073915016404034395,0.03723465487019881,0.7132442284325637,0.829718164379519,1.6515756,1.8280864
Efcab6,-2.6797416,-0.49196473,0.0073679019450477645,0.03712969341024633,0.2077764277035237,0.25025822635384387,0.113391176,0.15602976
Dgkq,-2.6804965,-0.8430823,0.007351306736190089,0.03705301294343044,0.14702308626974483,0.19171462298952338,0.056223165,0.09871047
9430015G10Rik,-2.681181,-0.5361662,0.0073362842753757025,0.03699117254256805,0.1166464155528554,0.16773646156116276,0.058776204,0.08414528
Cbfb,-2.68255,-0.46563584,0.007306321953133015,0.0368470103004287,0.19319562575941676,0.23823225616054303,0.12951492,0.17475091
Gm12743,-2.6826684,-0.5436385,0.007303734228947696,0.03684087455074612,0.181044957472661,0.227460528257341,0.09410262,0.1343818
Arl6ip6,-2.6828506,-0.5816669,0.007299758404391453,0.03682773344461103,0.15188335358444716,0.1991294082927549,0.07723276,0.11347625
Glod4,-2.6857293,-0.45790315,0.007237169076062228,0.03653940869481249,0.1859052247873633,0.23255127637597758,0.10575418,0.14255539
Kit,-2.6866727,-0.4112389,0.007216760843124695,0.036443218164773646,0.21385176184690158,0.25641876936697655,0.15393771,0.19992216
Ccdc59,-2.686732,-0.41024733,0.00721548112101716,0.036443218164773646,0.14823815309842042,0.19706359746200383,0.0903877,0.11841712
Hfm1,-2.6868417,-0.47986203,0.0072131118030571125,0.03643848733749664,0.19076549210206561,0.2359451084550686,0.09845239,0.13478334
Dpysl4,-2.6884851,-0.506255,0.007177702898998729,0.03626643040543359,0.13122721749696234,0.1797993212335842,0.066503435,0.09319016
Abraxas2,-2.6922393,-0.30022418,0.007097400175379388,0.03588092995530464,0.16646415552855406,0.21495499483547292,0.09925659,0.12087972
Plekhm1,-2.6934175,-0.49935207,0.0070723638681422715,0.03576781801938318,0.14702308626974483,0.19684226058728052,0.075603284,0.10527397
Gm56829,-2.6936414,-1.0336584,0.0070676173399086915,0.03575054177773843,0.10085054678007291,0.150730411686587,0.037614316,0.07554424
Tmem169,-2.6941547,-0.3233824,0.007056739051938167,0.03570896013664379,0.1591737545565006,0.20886823078058137,0.08818343,0.10916978
Zfyve27,-2.696055,-0.35225078,0.007016610748646442,0.03551927860138091,0.23693803159173754,0.2830529732920171,0.12857749,0.16139996
Dis3,-2.6960988,-0.5951752,0.0070156864238690225,0.03551927860138091,0.15795868772782504,0.2033716983916187,0.072139755,0.107063994
Gpr19,-2.697073,-0.6012061,0.006995194553771489,0.03542421365620805,0.14702308626974483,0.19507156558949387,0.073543146,0.10954363
Pdxk,-2.6980867,-0.515009,0.006973929015434424,0.035329840242217754,0.12879708383961117,0.17817618415227976,0.076170266,0.107149065
Cdan1,-2.7017574,-0.77822053,0.006897406973340472,0.0349553612549337,0.10935601458080195,0.15943632875903793,0.047124706,0.07950783
Nadk2,-2.704373,-0.41475102,0.006843346665737471,0.03470102376077861,0.1433778857837181,0.19392799173675668,0.09188042,0.12069958
Ubqln4,-2.7045417,-0.41417918,0.006839867641310982,0.03468992893960477,0.16767922235722965,0.21499188431459348,0.0887149,0.11655437
Gm41077,-2.7051384,-0.8110901,0.006827590819156129,0.034634201493435,0.12150668286755771,0.1721263095765088,0.054077208,0.0930284
Man1b1,-2.7067952,-0.35830945,0.0067936173028323565,0.034468371776266125,0.17739975698663427,0.22513649107274605,0.09764833,0.12353813
Tbkbp1,-2.7076092,-0.6141283,0.006776978763772584,0.034390447475461626,0.1117861482381531,0.16312527667109342,0.054919373,0.08288087
Arhgap1,-2.7080786,-0.36479223,0.00676739799502513,0.034348315853102614,0.15309842041312272,0.2027076877674487,0.08521704,0.10844635
Crebl2,-2.708309,-0.44850615,0.006762701603658727,0.03433096393166635,0.17618469015795868,0.22432492253209385,0.09479008,0.12723345
Sfxn4,-2.7104943,-0.47559327,0.006718298440311153,0.03411844246667184,0.13730255164034022,0.1866607643500074,0.07231511,0.099191956
Ralgds,-2.7112074,-0.3107717,0.00670386626736756,0.03405802355911634,0.17375455650060753,0.22406669617824995,0.10702435,0.13112822
Zfp512b,-2.7126842,-0.66193044,0.0066740691422821005,0.03392553381389923,0.14580801944106925,0.19237863361369337,0.06442139,0.10010064
Phactr1,-2.7131207,-0.29005983,0.0066652812396344645,0.033900455595112254,0.7910085054678008,0.8929467315921499,2.2184353,2.3994846
Cux2,-2.715238,-0.48752993,0.006622813897689929,0.03369083858972518,0.275820170109356,0.31060941419507154,0.2131469,0.28749064
Inha,-2.7160323,-0.51302385,0.006606945999590273,0.03362116040216566,0.1543134872417983,0.20149033495647042,0.072516836,0.10195075
Derl2,-2.7186806,-0.27537638,0.006554285117080716,0.03336117467246805,0.17375455650060753,0.22303379076287444,0.10509763,0.12586199
Trmt61b,-2.7209384,-0.4245462,0.006509688716277777,0.03314045771246379,0.17132442284325639,0.21879150066401062,0.094226934,0.12453063
Fbxo7,-2.7213356,-0.48798555,0.006501872544766344,0.03310693865413524,0.19441069258809235,0.2403718459495352,0.12002638,0.16454275
Rnf114,-2.72134,-0.53424734,0.006501786225404968,0.03310693865413524,0.17861482381530985,0.22377158034528552,0.09104829,0.12931071
Yipf4,-2.7214408,-0.3593534,0.006499801164575804,0.03310693865413524,0.17861482381530985,0.22675962815405046,0.1113676,0.14074151
Plch2,-2.7257085,-0.4118081,0.006416364844733067,0.03269632531347952,0.19562575941676794,0.24269588313413015,0.1095588,0.14326532
Ppp4r1l-ps,-2.7260067,-0.2680836,0.0064105669434641336,0.03267297681541754,0.2187120291616039,0.2662313708130441,0.14073023,0.16718483
Ipmk,-2.7260792,-0.25463417,0.006409160810645212,0.0326720073955676,0.21992709599027946,0.26752250258226357,0.13083845,0.15423664
Mok,-2.7261167,-0.35116127,0.006408436547503358,0.0326720073955676,0.19805589307411908,0.24391323594510844,0.10707911,0.13467942
Snrpb,-2.7261758,-0.35226607,0.006407286398578766,0.0326720073955676,0.1822600243013366,0.23063302346170872,0.1134409,0.1426689
Ecsit,-2.7263863,-0.31846297,0.006403198484238598,0.03266020183589429,0.1859052247873633,0.23598199793418917,0.1102143,0.1356642
Flt3,-2.7279992,-0.7208098,0.006371978074462973,0.0325133024802165,0.1336573511543135,0.18300870591707244,0.062310006,0.10071405
Mxd4,-2.7317708,-0.27999023,0.00629949472074136,0.032174001738513654,0.21020656136087484,0.26043972259111703,0.1365585,0.16353148
Cadm4,-2.7327516,-0.34506604,0.00628076850817688,0.032096662193745296,0.1919805589307412,0.24107274605282572,0.12859157,0.16067679
Ccdc82,-2.7350314,-0.45861757,0.006237435040113022,0.031893411898732044,0.1968408262454435,0.24214254094732182,0.113900624,0.15339668
Thoc5,-2.7380767,-0.253143,0.006179965859795572,0.031611590072854946,0.17496962332928312,0.22432492253209385,0.102644734,0.12118247
Gon7,-2.7389235,-0.722645,0.0061640687553068075,0.03153627712397066,0.14580801944106925,0.19510845506861443,0.06467118,0.10458273
Prr12,-2.7390597,-0.5377881,0.006161518769577422,0.031529234305569476,0.14702308626974483,0.1971004869411244,0.0772222,0.110242784
Tubgcp2,-2.7396324,-0.33206654,0.0061507945655858015,0.03148035237662676,0.14702308626974483,0.1978382765235355,0.09207209,0.114582054
Cep44,-2.7399373,-0.25728422,0.00614509007027146,0.03145714806404918,0.20899149453219928,0.2585583591559687,0.12210565,0.14429784
Arhgef10,-2.7409246,-0.73302615,0.006126654944922735,0.03136875350039518,0.1822600243013366,0.2297476759628154,0.10739055,0.17263573
Atat1,-2.7411222,-0.55791664,0.006122973902342409,0.03135588121897094,0.18347509113001215,0.23185037627268704,0.099031284,0.14258522
Tarbp1,-2.7419581,-0.50091916,0.0061074128765449785,0.031288118969068364,0.16160388821385177,0.21100782056957357,0.078731924,0.10967746
Mex3c,-2.742792,-0.35940155,0.006091928180913102,0.031214742605098218,0.19076549210206561,0.24169986719787517,0.1122494,0.14184399
Cluh,-2.7445736,-0.6264139,0.006058958286051491,0.031057651496795798,0.14945321992709598,0.1978382765235355,0.07170066,0.1086306
Ssrp1,-2.7461927,-0.33622372,0.006029132561073094,0.030910664361006302,0.13608748481166463,0.18669765382912792,0.088162616,0.11006836
Dcbld1,-2.7473052,-0.5464362,0.006008719246019391,0.03081188666804218,0.15674362089914945,0.20495794599380257,0.08395571,0.12036589
Gm57286,-2.7494512,-0.7417263,0.005969517910421788,0.030616710489221884,0.15674362089914945,0.20344547734985982,0.06397523,0.104786955
Fem1c,-2.7504735,-0.3206561,0.00595092034476255,0.030527153429509304,0.18833535844471447,0.23860115095174855,0.1173817,0.14457503
Gm35438-1,-2.7525337,-0.6769944,0.0059136043699544415,0.030341521753041025,0.15674362089914945,0.20381437214106538,0.07973163,0.124599814
Ntan1,-2.755713,-0.34652993,0.005856434625524154,0.030065418110017963,0.16889428918590524,0.21786926368599677,0.10136728,0.12720281
Sppl2b,-2.7559984,-0.90123606,0.005851329958553139,0.030044952414737792,0.10085054678007291,0.1523535487678914,0.043745417,0.080210604
Rtcb,-2.7569242,-0.46072873,0.005834787054995192,0.029965735506062845,0.14823815309842042,0.20053120849933598,0.08787762,0.1190386
Denr,-2.7571986,-0.30916312,0.005829895006563437,0.02994633508437384,0.1968408262454435,0.24682750479563229,0.13413844,0.16369767
Zbtb41,-2.7573016,-0.41448385,0.005828056553109001,0.029942615598860203,0.16038882138517618,0.20971668880035413,0.091485694,0.120167665
Ehd3,-2.757521,-0.34838876,0.005824146688957251,0.02992825043646612,0.1859052247873633,0.23601888741330973,0.11736746,0.14716685
Gpr85,-2.7579007,-0.40737674,0.005817388207819158,0.029899238933454628,0.15066828675577157,0.2013427770399882,0.08892807,0.11631173
Pgap2,-2.7580914,-0.4347895,0.005813992106725006,0.029887501034570673,0.1968408262454435,0.2442083517780729,0.112016946,0.14861068
Lpcat1,-2.7583306,-0.2635666,0.005809739744069963,0.029871356089391485,0.19805589307411908,0.24833997343957503,0.12846363,0.15234038
Shc2,-2.759092,-0.5736824,0.005796221072068338,0.029807552192627033,0.16038882138517618,0.20883134130146083,0.071531065,0.104685076
Kcnv1,-2.760086,-0.4326804,0.005778615459742026,0.02972270241257049,0.1433778857837181,0.19248930205105505,0.08064347,0.107379526
Gm11508,-2.7603755,-0.56935054,0.005773494427524488,0.029702047724982385,0.18347509113001215,0.23251438689685702,0.09374211,0.13612734
Cops7b,-2.7610755,-0.46041846,0.005761135489831804,0.029649820075039374,0.181044957472661,0.2292681127342482,0.092584334,0.12528728
Iglon5,-2.7612445,-0.68030304,0.005758155874410132,0.02964016251827591,0.09477521263669501,0.14766858491958093,0.045684997,0.07223421
Sp1,-2.7653058,-0.33114806,0.005686945948273257,0.029284828982388354,0.21385176184690158,0.26268998081747086,0.13404433,0.16589898
Ppm1f,-2.7658608,-0.4398106,0.005677274722920324,0.029246236925780118,0.16038882138517618,0.2104913678618858,0.08181788,0.109433964
Per3,-2.7664971,-0.49180064,0.005666207378458029,0.029194821142697457,0.19927095990279464,0.24900398406374502,0.10749745,0.1480635
Slc25a44,-2.7668812,-0.43974903,0.005659538227490173,0.02916605143319159,0.16038882138517618,0.20997491515419803,0.08797706,0.117548205
Naxd,-2.7673354,-0.39509162,0.005651658716448511,0.02913103197985258,0.14823815309842042,0.1983916187103438,0.08806537,0.114275105
2610020C07Rik,-2.768812,-0.44118837,0.005626109131686312,0.029010468694763234,0.17861482381530985,0.22867788106831932,0.10059511,0.13425651
Gm8098,-2.7691147,-0.70002544,0.005620883029905934,0.028994649071524752,0.1227217496962333,0.17404456249077763,0.05244983,0.08386371
Slc25a40,-2.7696085,-0.5852169,0.005612371602772877,0.028956302796948392,0.1859052247873633,0.23387929762431756,0.0932861,0.13687865
Vstm2b,-2.7701833,-0.47947347,0.005602475173343892,0.028910794681726595,0.181044957472661,0.2269809650287738,0.10064454,0.13769594
Sft2d3,-2.773358,-0.86769426,0.005548101233530689,0.02863570498366685,0.11300121506682867,0.1637892872952634,0.047333766,0.084753595
Slc4a10,-2.7736018,-0.2933659,0.0055439499164845205,0.028619776033801933,0.6281895504252734,0.7788106831931533,1.251043,1.4002837
Lhfp,-2.7744026,-0.57380193,0.00553031894514504,0.02855527954781399,0.22235722964763063,0.2654566917515125,0.15706132,0.22564825
Dynlt2a2,-2.7749774,-0.71007234,0.005520553177075339,0.028520912106905282,0.12515188335358446,0.1756308100929615,0.056350335,0.09059867
Nol8,-2.77548,-0.41607362,0.005512030197945262,0.028482356042074844,0.16403402187120292,0.21296296296296297,0.09185944,0.1207772
Sf3a1,-2.7761075,-0.5836262,0.005501402456893512,0.028438377071321404,0.17375455650060753,0.2209310904530028,0.085286915,0.12523991
Grk4,-2.7858603,-0.4492822,0.005338587032970949,0.027639274292086593,0.23086269744835966,0.2759701933008706,0.1363854,0.18191415
Stat5b,-2.7867446,-0.62304455,0.005324042907262913,0.027569287515543356,0.22114216281895505,0.26604692341744135,0.13397466,0.19950475
Cnnm3,-2.7910845,-0.5610869,0.005253175139932292,0.0272128043204127,0.17618469015795868,0.22506271211450493,0.08646948,0.1250925
Mycbp2,-2.7915804,-0.4292586,0.005245132497895564,0.027176380682308873,0.7217496962332929,0.8854581673306773,1.6667345,1.9144516
Xrcc6,-2.7931294,-0.45230022,0.005220079739504041,0.02705701053249876,0.21506682867557717,0.26139884904825145,0.1143466,0.15336195
Klf3,-2.7935946,-0.40097517,0.005212577949484967,0.02702333966865928,0.23693803159173754,0.283311199645861,0.15842108,0.20429413
Stk10,-2.7936254,-0.5480884,0.005212082891286313,0.02702333966865928,0.16767922235722965,0.21716836358270622,0.090331,0.12947106
Dzip1l,-2.7944613,-0.5620249,0.005198626534494204,0.026961415746353842,0.14702308626974483,0.19732182381584773,0.07109524,0.10326201
Tor1b,-2.7945688,-0.30061638,0.005196898206985134,0.02695765537098273,0.1798298906439854,0.2309650287737937,0.107259646,0.13054904
Hars2,-2.795429,-0.7593981,0.00518309026660399,0.026891221367763896,0.11421628189550426,0.16603954552161723,0.049663093,0.08267729
Atg4a,-2.795499,-0.34159365,0.005181964552652601,0.026890573103471493,0.20291616038882138,0.2520658108307511,0.11902189,0.14855927
Psmd5,-2.7989461,-0.3997395,0.0051269699553021415,0.026615471927930553,0.17375455650060753,0.22465692784417884,0.09842312,0.12791039
Nup155,-2.7990031,-0.33201817,0.005126064250468033,0.026615471927930553,0.2174969623329283,0.26582558654271804,0.12220679,0.1515398
Zfp956,-2.800506,-0.9832287,0.0051022544425674094,0.026497405657477057,0.12515188335358446,0.17522502582263538,0.04574913,0.0885067
