names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Garnl3,43.808155,1.5584462,0.0,0.0,0.8872909698996656,0.4758747403738616,1.1500365,0.5497269
Ank1,43.706142,2.184682,0.0,0.0,0.6745819397993311,0.2344623741811791,0.5488245,0.14914262
Utrn,43.09849,2.0010867,0.0,0.0,0.7488294314381271,0.33044416040901103,0.9951559,0.35484898
Dcx,43.05872,1.5398941,0.0,0.0,0.8354515050167224,0.4404857005911487,0.8985671,0.40597263
Abat,42.931572,1.7557337,0.0,0.0,0.7260869565217392,0.29545454545454547,0.60179806,0.21866855
Gm56750,42.638855,2.806012,0.0,0.0,0.5866220735785953,0.12869467966128775,0.5901685,0.10885963
Esrrg,42.024727,1.6130109,0.0,0.0,0.8411371237458194,0.4876577728071577,1.1245215,0.5185393
Arnt2,41.845695,1.3940771,0.0,0.0,0.874247491638796,0.5395830004793098,1.0579531,0.53970265
Ankrd55,41.808384,3.34383,0.0,0.0,0.5351170568561873,0.08136283751397987,0.3793709,0.04443915
Kazn,41.372383,1.4476717,0.0,0.0,0.8792642140468228,0.5368269691644033,1.2078706,0.6206856
Osbpl9,41.25829,1.2572424,0.0,0.0,0.8916387959866221,0.5560792458859243,0.9991351,0.5410726
Cadps,40.96903,1.187531,0.0,0.0,0.9956521739130435,0.8079964850615114,2.6590984,1.921616
Pde4d,40.725994,1.4069462,0.0,0.0,0.9933110367892977,0.8039223518133887,2.6571708,1.7915796
Amy1,40.62594,1.3809522,0.0,0.0,0.8327759197324415,0.477911806997923,0.8396729,0.408891
Hcn1,40.613598,1.4665592,0.0,0.0,0.9836120401337792,0.7197635405016776,2.3082342,1.4532721
Fstl5,40.4154,1.7599895,0.0,0.0,0.7966555183946489,0.43137881450710974,1.1863645,0.5138648
Spats2l,40.25774,1.69804,0.0,0.0,0.7287625418060201,0.34062949352931776,0.6965597,0.27026537
Adra1a,39.94158,2.503604,0.0,0.0,0.5809364548494983,0.15401821377216807,0.5383234,0.118449956
Xkr6,39.875507,1.2926263,0.0,0.0,0.9103678929765886,0.5449752356606486,1.1299042,0.61806905
Frmpd3,39.788147,1.9409927,0.0,0.0,0.6608695652173913,0.2594663684294616,0.53093857,0.16758323
Mast2,39.517815,1.1784309,0.0,0.0,0.91438127090301,0.6118389519092506,1.1666129,0.6815467
Grik2,39.4263,1.0082347,0.0,0.0,0.9989966555183947,0.9062150503275284,3.2586575,2.59795
Epb41l3,38.958378,1.2212816,0.0,0.0,0.8946488294314381,0.5923070778079566,1.1856766,0.68049264
Limch1,38.727707,1.1994275,0.0,0.0,0.9638795986622074,0.7023086755072695,1.6278952,1.0232956
Pclo,38.69601,1.0589864,0.0,0.0,0.9926421404682274,0.812390158172232,2.2837381,1.6544328
Klhl32,38.258823,1.3809811,0.0,0.0,0.8187290969899665,0.48018852851893273,0.90593237,0.4485533
Tox3,38.174347,1.8565223,0.0,0.0,0.6625418060200668,0.27855887521968364,0.6892993,0.24217744
Sh3rf3,37.996025,1.3048323,0.0,0.0,0.8678929765886287,0.586555360281195,1.2361019,0.68738675
Dnm3,37.848198,1.13508,0.0,0.0,0.9662207357859531,0.6980747723278479,1.639139,1.0612139
Ccdc136,37.769608,1.7207229,0.0,0.0,0.6505016722408027,0.2694919316184694,0.49524465,0.17768335
Cacna1b,37.623055,1.1715995,9.02589528875416e-310,2.0907397104208976e-307,0.9317725752508361,0.6181498641955584,1.3146421,0.7925388
Cacna2d2,37.57129,2.854266,6.329493988358614e-309,1.441300876840644e-306,0.508695652173913,0.10556798210576769,0.41997916,0.06969022
Reln,37.566017,2.4734852,7.71634727977563e-309,1.7423382471224465e-306,0.6207357859531772,0.25167758427863873,1.0730171,0.29747972
Cux2,37.330788,1.6304995,5.198062805681669e-305,1.1639328965722203e-302,0.6759197324414715,0.26513820099057356,0.62027043,0.24496469
E230016M11Rik,37.309723,1.8072368,1.1415320311614827e-304,2.534955841099921e-302,0.6337792642140468,0.25203706662406133,0.5138132,0.17556317
Cdc14b,37.26052,1.5028567,7.158013078511446e-304,1.5765230444229718e-301,0.7076923076923077,0.332081802204825,0.5706786,0.24020468
Gm45323,37.10044,3.0208056,2.7636299586441068e-301,6.037295690143671e-299,0.5240802675585284,0.13584438408691485,0.60661656,0.097837895
St8sia4,36.91211,1.867684,2.9547693802747672e-298,6.402794616772823e-296,0.6224080267558528,0.23993449432816744,0.5489642,0.18267937
Frmd3,36.851025,1.5382888,2.8160503257298496e-297,6.053381780188885e-295,0.7020066889632107,0.3259306598498163,0.58698046,0.24289502
Dpysl5,36.808174,2.01213,1.36623076463287e-296,2.913541321086129e-294,0.5836120401337793,0.1958379932896629,0.40702406,0.117368385
Gab2,36.68317,1.116757,1.3547846048548174e-294,2.8663828608227516e-292,0.8973244147157191,0.5620306758268094,1.1299986,0.67618585
Mfn1,36.67553,1.2019168,1.7933344200145033e-294,3.764601239514821e-292,0.8053511705685619,0.4635724556638441,0.7254295,0.38064137
Bach2,36.658897,1.1614782,3.301822084908627e-294,6.877516234224404e-292,0.9113712374581939,0.58060393034031,1.1752516,0.69361526
Dpp6,36.599976,1.0814872,2.8627769739241e-293,5.917139791487736e-291,0.9953177257525083,0.7998881610480908,2.418068,1.7632467
Msi2,36.55837,1.0028981,1.312877502267112e-292,2.692902174497504e-290,0.9103678929765886,0.6207860680619908,1.2003487,0.7693248
Slc44a5,36.405926,1.3653004,3.4306383576091657e-290,6.98342823249684e-288,0.8769230769230769,0.575970602332641,1.3528557,0.74829715
Grb10,36.40334,1.4930948,3.7693040257483814e-290,7.615127757282632e-288,0.6919732441471572,0.31518613196996326,0.55354923,0.23323411
Cntn5,36.33139,1.5087674,5.1703145499530835e-289,1.0367638205764132e-286,0.948494983277592,0.7442083399904138,2.639218,1.7172439
Apba1,36.32115,1.119779,7.501744495758044e-289,1.4931249970445826e-286,0.9364548494983278,0.7025882728870426,1.518907,0.9713526
Clstn3,36.27007,1.190878,4.796819383806327e-288,9.477245356093825e-286,0.7702341137123746,0.4227911806997923,0.6567212,0.34124443
C130071C03Rik,36.221058,1.0444422,2.838220927242069e-287,5.566642066787912e-285,0.9779264214046822,0.7513580444160409,1.8698052,1.2975423
Cacng2,36.051247,1.3713106,1.318438522408482e-284,2.5671335577620227e-282,0.7240802675585284,0.37242370985780476,0.6086188,0.28056496
Tnrc6a,35.737827,0.98481077,1.0225453029917705e-279,1.9766757044164658e-277,0.9387959866220735,0.676425946636843,1.2269895,0.7967106
Dock7,35.658146,1.0473176,1.7619915386718664e-278,3.381765188865218e-276,0.9193979933110368,0.6230228471001757,1.1525925,0.7169828
Igf1,35.60323,4.0317836,1.2486601027102085e-277,2.37953879147683e-275,0.43578595317725755,0.04517494807477233,0.41517085,0.030978689
Slc8a3,35.56668,1.3328103,4.589371480321509e-277,8.68425434339711e-275,0.7424749163879598,0.38288864035788467,0.6877263,0.33124548
Nyap2,35.563835,1.3503033,5.078194157920764e-277,9.54203335827489e-275,0.8916387959866221,0.5679821057676945,1.3657556,0.7630171
Rph3a,35.53271,1.3439221,1.536651706831354e-276,2.8673494001776725e-274,0.7451505016722408,0.3816104809074932,0.71133655,0.34246188
Dlgap1,35.49555,0.9570732,5.75793688312463e-276,1.067005269307302e-273,0.9989966555183947,0.9088512541939607,3.5024848,2.86705
Iqsec1,35.494785,1.0803399,5.9161175106727994e-276,1.0888087500806721e-273,0.9240802675585285,0.6640437769611759,1.3426734,0.8493019
Sox1ot,35.33489,3.7189138,1.7110061927545667e-273,3.1275330883887897e-271,0.4334448160535117,0.041979549448793736,0.34746152,0.031065023
Rev3l,35.158447,0.9862457,8.634988962668617e-271,1.567717252884498e-268,0.9581939799331104,0.7157293497363796,1.4523696,0.9754231
Tbc1d9,35.06217,1.316215,2.5444063407031285e-269,4.588469689576716e-267,0.6959866220735786,0.34789902540341905,0.5363335,0.25077227
Nek1,35.021755,1.0660017,1.0498102164959701e-268,1.8805600344831143e-266,0.8605351170568561,0.5523645949832242,0.9081472,0.5346062
Cntn6,34.99886,1.5401675,2.341537713146489e-268,4.1666965796189506e-266,0.7274247491638796,0.3700271608883208,1.0068643,0.4682928
Wwox,34.838768,1.0934683,6.29879515571227e-266,1.1134778015393993e-263,0.9050167224080268,0.6293337593864835,1.2956274,0.80800056
Pknox2,34.730938,1.1939318,2.688923085245402e-264,4.722311326832938e-262,0.831438127090301,0.5280795654257868,0.98103523,0.5474039
Bend6,34.730118,1.2209351,2.766696967090557e-264,4.82734724063138e-262,0.7588628762541806,0.4310592746445119,0.67699826,0.34731337
Epb41l1,34.661583,1.0303063,2.9888653332937815e-263,5.181342677780897e-261,0.8678929765886287,0.5763300846780636,0.9607289,0.5822315
Rab3b,34.518826,2.3438072,4.1865276370103995e-261,7.211025487594194e-259,0.5010033444816053,0.12921393193800926,0.36035642,0.08200579
Tmem130,34.413,1.3623532,1.6116217165440493e-259,2.7582341097795288e-257,0.6722408026755853,0.31973957501198275,0.49291128,0.22137272
Hmgcll1,34.33172,1.1188071,2.6399624154850862e-258,4.489606968612928e-256,0.8578595317725752,0.5266416360440965,0.95209605,0.54966694
Eps8,34.310364,1.7420328,5.497484276809116e-258,9.290402674079303e-256,0.5909698996655518,0.2201629653299249,0.55457675,0.2001468
Grk3,34.150658,1.1862844,1.3074098609930912e-255,2.1819939729741838e-253,0.7568561872909699,0.42370985780476117,0.6720112,0.35139745
Clmp,34.117104,1.4693251,4.1138168651865706e-255,6.823349331331058e-253,0.6408026755852843,0.27831922032273526,0.49262974,0.20694436
Cplane1,33.999607,0.9744808,2.2576789815785317e-253,3.699014282622875e-251,0.9394648829431438,0.6739894551845342,1.2918876,0.85159427
Ablim1,33.934544,1.0883003,2.0622147256136302e-252,3.358285434984136e-250,0.9043478260869565,0.577608244128455,1.1242787,0.68174124
Fchsd2,33.930603,0.92963225,2.3572924347217957e-252,3.8156896217454614e-250,0.9060200668896321,0.6121984342546732,1.1247568,0.73798084
Prkn,33.914467,0.9431491,4.0769999674395294e-252,6.55981970808983e-250,0.9879598662207358,0.8131890078287266,2.1585765,1.6060988
Arhgap18,33.880955,1.7309108,1.271024455955937e-251,2.032882567353335e-249,0.5862876254180602,0.22895031155136603,0.47526732,0.16830812
Gpr176,33.81327,1.8090326,1.2587792109606613e-250,2.0013844614504717e-248,0.6083612040133779,0.27508387921393196,0.53258675,0.1829208
Tox2,33.806908,2.0031197,1.561266190258607e-250,2.467718972485222e-248,0.5364548494983278,0.17726473877616233,0.39008144,0.11245139
Mir124a-1hg,33.573765,1.0517277,4.0522382640237074e-247,6.367464453468832e-245,0.8638795986622073,0.5523645949832242,0.9121522,0.5415139
Aff2,33.479153,1.1790248,9.694368903632218e-246,1.51446332814301e-243,0.8652173913043478,0.5698194599776322,1.1564943,0.67409253
Pde5a,33.472313,3.4182265,1.21907811897613e-245,1.8934467662941397e-243,0.431438127090301,0.06742291100814826,0.42876548,0.048865672
Gnal,33.397667,1.2556614,1.4822521609385092e-244,2.2889721588745828e-242,0.7093645484949833,0.36942802364594984,0.5985835,0.29507318
Ctnna2,33.384132,0.93817884,2.3300211797338567e-244,3.5775810913970706e-242,0.9993311036789297,0.8720242850295574,3.0136611,2.4073646
Magi1,33.35287,1.0538485,6.61858607859395e-244,1.0047537171289234e-241,0.9682274247491639,0.721201469883368,1.6608742,1.1164011
Sox6,33.318626,1.8418089,2.0749646807965607e-243,3.1322640996069435e-241,0.6210702341137124,0.27164882569100496,1.0274761,0.40578333
Plppr1,33.27457,1.3315673,9.008010972519355e-243,1.3522081275508104e-240,0.7461538461538462,0.4246684773925547,0.82892084,0.41402787
Mtus2,33.268333,1.080172,1.1087553392813612e-242,1.6551253314716764e-240,0.8826086956521739,0.5897507589071737,1.1484666,0.7023447
Grin3a,33.141224,1.6547632,7.577697921141695e-241,1.1249322825473886e-238,0.6812709030100335,0.36791020929861,0.90518796,0.383641
Atp11b,33.086777,1.0176445,4.6053154518037603e-240,6.799166274174014e-238,0.8842809364548495,0.6021728710656654,1.0569891,0.65618914
Gm16083,33.06348,1.8569955,9.957884867114022e-240,1.4621222206522065e-237,0.579933110367893,0.2503594823454226,0.49732935,0.16370426
Col25a1,32.992615,1.9787011,1.0365949519494202e-238,1.505584127507077e-236,0.6889632107023411,0.42219204345742134,1.181863,0.45331374
Las1l,32.840706,1.4495836,1.5461455489495127e-236,2.2335984354985702e-234,0.6397993311036789,0.30727752037066625,0.47469744,0.20084336
Stau2,32.829067,0.9374486,2.266399865713822e-236,3.256586331108577e-234,0.9588628762541807,0.7133727432497204,1.5413581,1.0704846
Zfp804b,32.775467,1.8209844,1.3171106072531626e-235,1.8725270908408719e-233,0.7153846153846154,0.4366112797571497,1.3936948,0.61922807
Neto1,32.773537,1.227585,1.4031981750890577e-235,1.9844176297180516e-233,0.9040133779264214,0.6650023965489695,1.6701549,1.0444344
Csrnp3,32.75977,0.98900074,2.204003619417026e-235,3.1006061389390304e-233,0.9565217391304348,0.6889678862438089,1.4977282,1.0112549
Atp8a2,32.66208,0.9774195,5.399131093025313e-234,7.555971482791153e-232,0.8969899665551839,0.6078846461096021,1.1395433,0.73209655
Slc35f1,32.250923,1.1547363,3.4147449245880126e-228,4.754103426097404e-226,0.9324414715719064,0.6206662406135165,1.5501049,0.9810382
Zfp385b,32.24799,1.2042063,3.753879688746056e-228,5.199316867866316e-226,0.9274247491638796,0.6338872024285029,1.6970427,1.076608
Fnbp1l,32.230396,1.1038345,6.62319321779002e-228,9.126420603180403e-226,0.8337792642140468,0.4872583479789104,0.9493591,0.5521755
Tmem131l,32.13803,1.2507882,1.2981372183478775e-226,1.7796401559697687e-224,0.6836120401337793,0.3637561910848378,0.5388705,0.26241526
Ppip5k2,32.08854,1.1204497,6.371497427966208e-226,8.690463750733604e-224,0.7578595317725753,0.45578367151302124,0.6743542,0.36660194
Gm26691,32.049397,1.3233829,2.2382685683936885e-225,3.037488708724162e-223,0.6892976588628763,0.3643153858443841,0.64916444,0.31130615
Apc,32.03549,0.8064325,3.4967265320000534e-225,4.7214593927056e-223,0.9712374581939799,0.7937769611759067,1.7340244,1.2992439
Gm45341,31.94978,3.0108356,5.440690834049467e-224,7.309568135545458e-222,0.44214046822742475,0.09885764499121265,0.44941983,0.06802742
Vwa8,31.752207,0.96559775,2.9602478655976894e-221,3.9573064750552197e-219,0.8464882943143812,0.5695798050806838,0.90464675,0.56148964
Ptpn4,31.72822,0.9062835,6.34303880106865e-221,8.437497652708644e-219,0.9347826086956522,0.6788224956063269,1.241537,0.8385694
Mkx,31.620634,1.6182443,1.921820349789249e-219,2.543808512257986e-217,0.5789297658862876,0.24312989295414603,0.51099104,0.19658993
Neto2,31.529526,1.2393602,3.4224510439153826e-218,4.507904879902271e-216,0.7304347826086957,0.4134446397188049,0.7789616,0.40510938
Slc38a1,31.478426,1.0541952,1.7146243105489036e-217,2.247412449973124e-215,0.7267558528428094,0.4130452148905576,0.5848834,0.32406628
Dlgap2,31.457342,1.0856591,3.331336307466343e-217,4.34529158163207e-215,0.9889632107023412,0.7908212174468765,2.735076,2.0528548
Ripor2,31.392946,1.0118678,2.5254932408322245e-216,3.2782610329063706e-214,0.8578595317725752,0.5539223518133887,0.9772881,0.5998449
Gm14204,31.371311,4.3038955,4.9834715104357364e-216,6.4377826675677035e-214,0.3712374581939799,0.023326409969643712,0.21608524,0.012138142
Tmtc2,31.298603,1.3188909,4.875115981200443e-215,6.237826972135996e-213,0.7658862876254181,0.4882968525323534,1.0681416,0.56848764
Rab27b,31.279612,1.1894786,8.836929803920667e-215,1.125347411522978e-212,0.7307692307692307,0.42063428662725677,0.6977383,0.36637476
Tenm3,31.193735,1.282497,1.2956547646157073e-213,1.642181298359625e-211,0.9334448160535117,0.7110960217287107,2.1515868,1.41673
Acadsb,31.180471,1.0235027,1.96029788485062e-213,2.4729203833772846e-211,0.7638795986622073,0.46001757469244287,0.6474132,0.37014186
Sdk1,31.158697,1.3810273,3.8670171917946585e-213,4.855455698295443e-211,0.7321070234113712,0.4311791020929861,1.0396136,0.53174454
A330102I10Rik,31.15088,1.1821146,4.934759766535381e-213,6.16730208961887e-211,0.7020066889632107,0.38260904297811155,0.60296714,0.31093222
Ablim3,31.13804,1.3817613,7.363862941248736e-213,9.160509131081181e-211,0.6020066889632107,0.2631810193321617,0.43117607,0.18802814
Sgcz,31.078226,1.3650153,4.742841750680822e-212,5.8728183336771286e-210,0.9180602006688964,0.7265937050647068,2.429792,1.6135755
Olfm2,31.039766,1.3436669,1.5680304092569418e-211,1.9327053714098177e-209,0.5986622073578596,0.2631810193321617,0.42116246,0.18760721
Lrrc4c,31.026709,0.9293176,2.352398166996589e-211,2.8862529108309747e-209,0.9916387959866221,0.9052963732225595,3.1633368,2.5567071
Syt1,30.880436,0.7710936,2.1872262430134466e-209,2.6713985977168776e-207,0.9996655518394649,0.9447994887362199,3.5971537,3.0818546
Nipal2,30.843758,1.4475807,6.792572796405068e-209,8.25866203798209e-207,0.5986622073578596,0.2788784150822815,0.44083592,0.18491688
Hs3st5,30.72527,1.7754788,2.617100572474898e-207,3.1676347920000226e-205,0.5535117056856187,0.23442243169835436,0.58671665,0.20954391
Tenm1,30.604156,1.1517403,1.077597470169816e-205,1.2984324674198634e-203,0.9648829431438127,0.7258747403738617,2.0625422,1.4085968
Elavl4,30.573559,1.0107236,2.7503313158787e-205,3.299169752574137e-203,0.8244147157190636,0.5039942482824732,0.91490924,0.55545485
Synpr,30.503986,1.3828157,2.3071688421233755e-204,2.7552723016824488e-202,0.777257525083612,0.5175746924428822,1.446898,0.80926067
Carmil1,30.455742,0.96498823,1.00554011648784e-203,1.1955249084083301e-201,0.8321070234113712,0.5153379134046973,0.8462209,0.5198401
Rnf144b,30.419207,2.106342,3.06114664919403e-203,3.623480637173726e-201,0.479933110367893,0.1603291260584758,0.38591588,0.10379569
Efna5,30.39861,1.3116851,5.730341080280738e-203,6.753257229260676e-201,0.7040133779264214,0.37821536986739096,0.91824996,0.47390276
Tm6sf1,30.23432,2.0721197,8.387011269493425e-201,9.798217078751666e-199,0.44782608695652176,0.11922831123182617,0.2838971,0.07517441
Vezt,30.229504,0.8887403,9.703234523635254e-201,1.1286836002167934e-198,0.8775919732441472,0.6046493050007988,0.96853703,0.6326266
Gabrb2,30.110157,1.0080792,3.5676603938601483e-199,4.1320273613371627e-197,0.9354515050167224,0.6941204665281994,1.67802,1.1522504
Fhod3,30.105875,1.149418,4.0590216106236897e-199,4.6809403724231137e-197,0.68561872909699,0.3431059274644512,0.6451972,0.34259272
