names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CGE-derived (for_DEGs),mean_expr_Rest (for_DEGs)
Cd46,11.882197,0.7388552,1.4646590514375332e-32,7.142538786229858e-31,0.8807531380753139,0.48823871061420065,0.60548973,0.40455538
Tle2,11.863061,1.2212371,1.8411939194333013e-32,8.962478372313914e-31,0.4707112970711297,0.1342021199361115,0.16360885,0.073474504
Fam110b,11.861036,0.77277386,1.8862575003396528e-32,9.165233098395384e-31,0.9058577405857741,0.5305648322927254,0.7304944,0.4884792
Sox11,11.86003,0.7075739,1.909068290759838e-32,9.259325807349612e-31,0.702928870292887,0.3162117032089444,0.3442153,0.22442573
Zdhhc2,11.858564,0.7032763,1.9427735474936513e-32,9.400742437868388e-31,0.8786610878661087,0.47074197763903003,0.61718947,0.4215551
Vps35l,11.8584585,0.67203945,1.945222476909127e-32,9.400742437868388e-31,0.8702928870292888,0.47611441846958036,0.5467606,0.37616313
Dlgap3,11.844098,0.79219604,2.3088923329487128e-32,1.113822926145995e-30,0.8744769874476988,0.5062799477276028,0.66854507,0.43786615
Tfg,11.843944,0.6782524,2.313136097938895e-32,1.113870375477027e-30,0.698744769874477,0.31759111369246407,0.3081325,0.20336767
Disp1,11.843707,0.9906134,2.3196740287152214e-32,1.1150204141606081e-30,0.5188284518828452,0.17235370988819515,0.19191156,0.10117677
Letm2,11.83721,0.69374853,2.506539884717477e-32,1.2026915482564038e-30,0.7154811715481172,0.326593582111224,0.32535097,0.2132757
Kif5a,11.835129,0.66922206,2.5695001665092945e-32,1.2307035556881417e-30,0.9121338912133892,0.5290765209815594,0.6882063,0.48405933
Sfxn1,11.83258,0.6581043,2.648747761391606e-32,1.2664030667009334e-30,0.6903765690376569,0.3072092347901844,0.29942906,0.19985111
Pigu,11.824548,0.6650775,2.9146754798081884e-32,1.3910715833471761e-30,0.8138075313807531,0.41222593291709014,0.4395626,0.29872593
Ttc39b,11.817272,0.7257586,3.1783897415417203e-32,1.5142434814756387e-30,0.7761506276150628,0.39393059387251345,0.4575055,0.30069068
Cox16,11.808827,0.78655,3.51430084151506e-32,1.6713144002037108e-30,0.9832635983263598,0.7221213881225498,1.3477025,0.9750893
Zkscan2,11.803424,0.7456285,3.74746105513438e-32,1.7790508577996607e-30,0.7175732217573222,0.3303688108029621,0.32666278,0.20734969
Apex2,11.801936,0.7735731,3.8143435016794767e-32,1.8076086400375225e-30,0.9100418410041841,0.5189487440104544,0.67194587,0.44495758
Ppip5k1,11.801081,0.73542726,3.853316639453903e-32,1.8228629947557462e-30,0.8619246861924686,0.4656962392914186,0.54360944,0.36032033
Epb41l5,11.799464,0.9100743,3.9280588995443493e-32,1.8549550550220856e-30,0.50418410041841,0.16055612022651372,0.18952155,0.10530197
Smarcd3,11.786609,0.73600847,4.5760094942088467e-32,2.1571469317437143e-30,0.6317991631799164,0.26052708000580804,0.24282297,0.15273412
Ankrd44,11.768741,0.4493836,5.656274018596611e-32,2.6617177386986155e-30,0.7405857740585774,0.34503412225932917,0.43881086,0.33891752
Eif2ak4,11.768193,0.6872259,5.693091629393328e-32,2.6743596517796978e-30,0.8410041841004184,0.44787280383330913,0.5093274,0.34534803
Gm26901,11.767252,0.9243946,5.756928696777345e-32,2.6996278199372993e-30,0.5774058577405857,0.22066937708726586,0.21920013,0.121450216
Plxna2,11.766391,0.82150763,5.815971890350897e-32,2.7225638448384775e-30,0.9497907949790795,0.6511543487730507,1.1696464,0.8138894
Slc38a1,11.765604,0.6086513,5.870457552230649e-32,2.74329033788587e-30,0.8410041841004184,0.4396689414839553,0.4933489,0.34943727
Hdx,11.759785,0.7202447,6.28941939032088e-32,2.9339704690611467e-30,0.797071129707113,0.39952083635835633,0.44373953,0.29193896
Ugdh,11.758645,0.7523702,6.374942646059508e-32,2.9687124592654935e-30,0.5983263598326359,0.2367140990271526,0.23434132,0.1456255
Gfod2,11.758188,0.75795734,6.409474373262736e-32,2.979629349646535e-30,0.6736401673640168,0.3030347030637433,0.30459633,0.19108288
Gm11508,11.757566,0.8284085,6.456822950930661e-32,2.9964565231693756e-30,0.5815899581589958,0.22433570495135763,0.22527489,0.1330344
Vat1l,11.7506275,0.98490644,7.009652805025053e-32,3.2474029460521235e-30,0.5230125523012552,0.17903296065050095,0.22348571,0.11914284
Ndufaf5,11.749518,0.6645271,7.102259783802987e-32,3.284642347517836e-30,0.7301255230125523,0.34169449687817627,0.33009756,0.22053722
Adam19,11.744563,0.6826292,7.531077528710488e-32,3.476976859045547e-30,0.6338912133891214,0.26205169159285613,0.25595734,0.16698472
Ipcef1,11.74166,0.87136734,7.794086756344977e-32,3.592231752023834e-30,0.6234309623430963,0.26524611587048064,0.3453926,0.20335588
Dzip1,11.735015,0.73314935,8.431171401032395e-32,3.879205060714734e-30,0.7803347280334728,0.39284158559605054,0.446896,0.2918981
Man1c1,11.733002,0.65625733,8.634139153483902e-32,3.965800325711324e-30,0.702928870292887,0.3203862349353855,0.3545376,0.23901945
Dip2a,11.731254,0.66482604,8.814300508036033e-32,4.0416425708349525e-30,0.8158995815899581,0.43698272106868014,0.5396156,0.37240157
Slc6a7,11.728312,0.7335095,9.126075967712424e-32,4.1774729344537106e-30,0.7259414225941423,0.33737476404820677,0.35412854,0.22759363
Depdc5,11.726764,0.70605767,9.29449190094016e-32,4.24732988738541e-30,0.9058577405857741,0.5511833889937564,0.71809304,0.4971087
Mcph1,11.7235565,0.73630387,9.653302169414266e-32,4.4038069489331295e-30,0.8556485355648535,0.46747495280964135,0.5548942,0.3682885
Tmem29,11.721169,0.75446963,9.929148507758275e-32,4.521969837346862e-30,0.7280334728033473,0.3459053288804995,0.35494527,0.22520374
Pcbp3,11.720229,0.69862473,1.0040043682955092e-31,4.564737288680259e-30,0.8661087866108786,0.4724480906054886,0.56420726,0.3832748
Vwa8,11.712745,0.76626205,1.0967092830600167e-31,4.977435409869022e-30,0.9330543933054394,0.5933280092928707,0.8662853,0.59344697
Zbtb16,11.712607,0.8803717,1.0984812795133344e-31,4.977435409869022e-30,0.9330543933054394,0.5719471467983157,1.0152526,0.6709588
Epg5,11.69638,0.66624826,1.3300836776939811e-31,6.016725323171258e-30,0.801255230125523,0.39708871787425587,0.40568066,0.27404648
Pitpnc1,11.695473,0.65303135,1.3443658447188107e-31,6.071110965982259e-30,0.897489539748954,0.4997095977929432,0.84080154,0.6088504
Evi5l,11.692929,0.5651025,1.38524545523783e-31,6.2452257352752504e-30,0.799163179916318,0.3886307535937273,0.39774913,0.28530028
Csgalnact1,11.690717,0.7515394,1.421811234225561e-31,6.393145742758285e-30,0.8619246861924686,0.47419050384782924,0.74526596,0.5053252
Mdga2,11.690658,0.70329535,1.4228139762446795e-31,6.393145742758285e-30,1.0,0.910265718019457,3.2018983,2.7396426
Frmpd4,11.683473,1.0503104,1.5483838754336498e-31,6.945755381118892e-30,0.997907949790795,0.8296791055612023,2.7851932,2.1211762
Shank3,11.682178,0.7375412,1.5721486127595245e-31,7.040605537474736e-30,0.8075313807531381,0.4108828227094526,0.4400957,0.28636727
Slc6a17,11.671914,0.6995385,1.7738684875113515e-31,7.930756449156409e-30,0.8807531380753139,0.5002178016552926,0.61922103,0.42396614
Negr1,11.670637,0.85576326,1.80070508585648e-31,8.037366388199937e-30,1.0,0.8998112385654131,3.0998044,2.5424585
Gm17494,11.664,0.91652143,1.9467853597466343e-31,8.674978875023559e-30,0.5648535564853556,0.21442572963554524,0.20713063,0.11504702
Ece2,11.663786,0.98734236,1.9516822167253304e-31,8.682400854869143e-30,0.5418410041841004,0.1992522143168288,0.21816307,0.11597597
Nt5c3,11.652775,0.69500333,2.221075900708476e-31,9.864513959014338e-30,0.6506276150627615,0.2799840278786119,0.27263552,0.17697668
Dclk2,11.649798,0.75171477,2.3000347795283855e-31,1.0198339030681142e-29,0.9330543933054394,0.5600043560331058,0.7928524,0.5414123
Lrrcc1,11.642075,0.7037249,2.518156524258545e-31,1.114709486109178e-29,0.7803347280334728,0.4018440540148105,0.43079087,0.28564087
Pacs2,11.63767,0.4808365,2.6516266828422075e-31,1.1718619896047716e-29,0.6882845188284519,0.30143749092493105,0.30225772,0.22544637
Rps6kl1,11.636877,0.7667194,2.6763775558216583e-31,1.1808582089479139e-29,0.6610878661087866,0.28934949905619284,0.27434716,0.17019531
Akap7,11.636429,0.64933044,2.6904567668836037e-31,1.1851241528879087e-29,0.7468619246861925,0.3646362712356614,0.39213285,0.26706326
N4bp2l1,11.625792,0.740509,3.0475505217383746e-31,1.3402239364829807e-29,0.7907949790794979,0.40953971250181503,0.4521457,0.29428503
Kcnb2,11.619932,1.0309316,3.2639354615278934e-31,1.433038330902851e-29,0.997907949790795,0.7665892260781182,2.2913027,1.6770314
Sntg2,11.619154,0.9075943,3.2938061699887426e-31,1.44379399327239e-29,0.5836820083682008,0.23308407143894294,0.27995965,0.15890218
Cdin1,11.61508,0.67571765,3.4546470332410886e-31,1.5118300616154406e-29,0.8221757322175732,0.41930448671409903,0.47704783,0.32403314
Trmt1,11.613595,0.71447885,3.5152076443451376e-31,1.5358313724155097e-29,0.6861924686192469,0.3083345433425294,0.28767684,0.18493296
Cfap54,11.611208,0.7670064,3.614713899712688e-31,1.5767428974883104e-29,0.6903765690376569,0.3125090750689705,0.34093076,0.21408692
Fhl1,11.608411,0.7643472,3.7349037681847853e-31,1.6265294043942494e-29,0.6506276150627615,0.28797008857267314,0.29669356,0.18510568
Elp3,11.6081295,0.67244625,3.7472512260496996e-31,1.6292660266012206e-29,0.6401673640167364,0.2686220415275156,0.24793702,0.16258556
Cadm4,11.606482,0.6010493,3.820153627154936e-31,1.6582799347601476e-29,0.5920502092050209,0.23293887033541455,0.23143646,0.15843977
Wwp2,11.600271,0.6351656,4.1077347314170795e-31,1.7802392295673697e-29,0.7050209205020921,0.32626687962828516,0.32463557,0.22069238
Kcnn2,11.597363,0.91367406,4.249705520416249e-31,1.8388017283991077e-29,0.9707112970711297,0.6365616378684478,1.3323685,0.9086738
Kifc2,11.589785,0.7050186,4.6429634891463125e-31,2.0057303690251032e-29,0.7238493723849372,0.3467765355016698,0.34381688,0.22450684
Zfp318,11.586073,0.6633329,4.848573800189548e-31,2.0886732473500114e-29,0.8598326359832636,0.45763757804559313,0.50961274,0.3504237
Amn1,11.586039,0.6579558,4.850510258081158e-31,2.0886732473500114e-29,0.7740585774058577,0.3865616378684478,0.40653014,0.2760404
Atcay,11.579122,0.65742564,5.258189055337471e-31,2.2606006386706855e-29,0.8096234309623431,0.4285610570640337,0.46174985,0.3163184
Zfat,11.5695505,0.74604183,5.878969861792723e-31,2.5234492042551194e-29,0.7594142259414226,0.3811891970378975,0.41681045,0.26874647
Smad2,11.5643215,0.63631576,6.248302149234442e-31,2.6777014154693697e-29,0.696652719665272,0.32753738928415854,0.3269257,0.22217034
Pcdh10,11.563407,0.6849791,6.315273588495281e-31,2.7020923777526784e-29,0.8702928870292888,0.494010454479454,0.7207334,0.5048955
Kif26b,11.560011,0.7390187,6.57004218023533e-31,2.806630101477318e-29,0.7845188284518828,0.3997023377377668,0.5445726,0.36026236
Alms1,11.5598,0.6283981,6.58620407933709e-31,2.809068311298216e-29,0.7677824267782427,0.36721359082329025,0.38423195,0.26471618
Kantr,11.558237,0.6317328,6.707124144092577e-31,2.8561081735620846e-29,0.8430962343096234,0.44351677072745754,0.4858794,0.33915713
Platr25,11.557363,0.7193813,6.775826318617051e-31,2.880798309829749e-29,0.6276150627615062,0.26844054014810514,0.26983532,0.17237897
Bcat1,11.556305,0.8209655,6.8597835524095845e-31,2.911886004000719e-29,0.5627615062761506,0.21388122549731378,0.21335794,0.12630269
Inpp5a,11.553018,0.6466219,7.127355058593872e-31,3.020694486189548e-29,0.7510460251046025,0.3607158414403949,0.3669487,0.24934465
Gabrb2,11.548071,0.9238275,7.549633275819885e-31,3.194624348366619e-29,0.9874476987447699,0.7152243357049514,1.6867439,1.2000403
Cr1l,11.547386,0.62167954,7.609969001983264e-31,3.2150922497372686e-29,0.7510460251046025,0.36539857702918543,0.37334388,0.2578467
Man2a1,11.54301,0.73992306,8.00734812595998e-31,3.3776678829598844e-29,0.8472803347280334,0.465841440394947,0.6565298,0.4419357
Ccdc138,11.542656,0.7429318,8.040334129140751e-31,3.3862661136365513e-29,0.6380753138075314,0.26920284594162913,0.26653397,0.16763307
Prim2,11.541544,0.74822116,8.144962231628661e-31,3.424962991609736e-29,0.5794979079497908,0.22506171046899956,0.22793922,0.14185682
Bcl9,11.532886,0.68230075,9.007321745366455e-31,3.7816677390311976e-29,0.8389121338912134,0.45941629156381586,0.5503396,0.37659147
Tmem200a,11.531862,0.7737146,9.115070725632596e-31,3.8209352636154113e-29,0.8075313807531381,0.42260781181936985,0.6163755,0.4044392
Pik3c2b,11.52974,0.5330969,9.34246240335354e-31,3.9101552146123e-29,0.6401673640167364,0.2663351241469435,0.26103494,0.18741447
Gm3764,11.527882,0.5699088,9.546359799344137e-31,3.989279748186267e-29,0.9184100418410042,0.5313634383621315,0.7310974,0.5456756
Taf1b,11.523745,0.70400536,1.001611597525483e-30,4.1790844138990263e-29,0.8619246861924686,0.46511543487730506,0.5308217,0.35760975
Gm44643,11.522356,0.81043255,1.0178867560511573e-30,4.240405757379007e-29,0.6548117154811716,0.2885871932626688,0.29435375,0.17827988
Gkap1,11.507653,0.58994174,1.2071881856333987e-30,5.0212301157847403e-29,0.702928870292887,0.32136634238420214,0.33014292,0.23101664
Lrch2,11.507483,0.66970336,1.2095846648541256e-30,5.023421938891863e-29,0.8326359832635983,0.44188325831276315,0.48885146,0.3338396
Azin2,11.506259,0.8286598,1.2268576319856788e-30,5.087293915348023e-29,0.5774058577405857,0.22618701902134455,0.21309642,0.12551063
Cep126,11.504508,0.7363342,1.252006105090946e-30,5.183575353435087e-29,0.7384937238493724,0.3632205604762596,0.39325777,0.25402707
4930570G19Rik,11.503391,0.70398635,1.2683287445789772e-30,5.243075902590326e-29,0.7719665271966527,0.38583563235080587,0.41407594,0.27376053
Slx4ip,11.500637,0.63130593,1.3094595908523636e-30,5.404789432596469e-29,0.7447698744769874,0.35563380281690143,0.36335427,0.24909441
Myo9b,11.497618,0.65323216,1.3560727286427564e-30,5.588600340280806e-29,0.8305439330543933,0.42794395237403804,0.45297512,0.31066787
Gm9801,11.488548,0.7615325,1.5062233270391649e-30,6.197889861798217e-29,0.9121338912133892,0.5471177580949615,0.72997576,0.49110976
Hipk2,11.477933,0.5901852,1.7030266154795842e-30,6.996991614363369e-29,0.9456066945606695,0.5603673587919268,0.80655444,0.60092115
Dpy19l4,11.476419,0.588685,1.7331017668366562e-30,7.109686179374191e-29,0.7866108786610879,0.40075504573834764,0.4234202,0.3005083
Adam12,11.474201,0.8092336,1.778121158993157e-30,7.283249320449105e-29,0.6380753138075314,0.2909467111950051,0.432397,0.26904187
Sema6a,11.471316,0.58527845,1.8384221131835985e-30,7.518782675988324e-29,0.7698744769874477,0.38126179758966167,0.5500262,0.39794326
Gm10125,11.46733,0.68330663,1.925075214875204e-30,7.861211401777619e-29,0.7615062761506276,0.3777769711049804,0.4273053,0.2866765
Sobp,11.466381,0.8715867,1.9463064805252638e-30,7.935850551094665e-29,0.9916317991631799,0.7341004791636416,1.6121432,1.1611419
Tbc1d8,11.462213,0.7543926,2.0423039135653616e-30,8.314652448106254e-29,0.6108786610878661,0.2535937273123276,0.25529292,0.15905996
Rpgrip1l,11.46102,0.6868472,2.0706043354324895e-30,8.417116262189257e-29,0.7824267782426778,0.39284158559605054,0.4141964,0.27670503
Plppr3,11.455606,0.97738457,2.2041551108539634e-30,8.94647248166858e-29,0.5104602510460251,0.17503993030347031,0.18429632,0.09783846
Sh3bgrl2,11.446643,0.8325647,2.4443079079018463e-30,9.900459227073654e-29,0.5460251046025104,0.19870771017859737,0.1991319,0.11665279
Map3k10,11.446563,0.6751827,2.4465593326300357e-30,9.900459227073654e-29,0.7071129707112971,0.32971540583708436,0.31892917,0.21127704
Il1rapl2,11.4439,1.0419466,2.522851498174539e-30,1.0193837557285693e-28,0.805439330543933,0.4974952809641353,1.2522429,0.7944825
Max,11.4436655,0.65594083,2.529661216354717e-30,1.0206005538055743e-28,0.6652719665271967,0.2929432263685204,0.27031666,0.17980704
Pacrg,11.438395,0.72400695,2.688149367430804e-30,1.082917143971e-28,0.9163179916317992,0.5419994191955859,0.7864777,0.5445671
Rundc3b,11.424969,0.7686902,3.1377005741968215e-30,1.262125964501027e-28,0.9142259414225942,0.5572455350660666,0.77520555,0.523155
Chchd6,11.421656,0.68674654,3.259654559884362e-30,1.3092214951284426e-28,0.897489539748954,0.5074415565558298,0.63449365,0.4385608
Zdhhc1,11.415081,0.713392,3.5157760519233596e-30,1.4099836196295623e-28,0.6422594142259415,0.273268476840424,0.2509937,0.16041787
Ccdc82,11.41347,0.7184063,3.581516422119404e-30,1.4342078429560117e-28,0.5836820083682008,0.23428198054305213,0.2368656,0.15052015
Pdgfc,11.409726,0.7763504,3.739039724555052e-30,1.495059485101105e-28,0.7217573221757322,0.35646870916218965,0.47762898,0.3056121
Ttc17,11.407939,0.7180441,3.8166692306988216e-30,1.5238321282151163e-28,0.9372384937238494,0.5692609263830405,0.7564643,0.5231853
Ptprt,11.404751,1.0440196,3.959079563892629e-30,1.5783452207981446e-28,0.9309623430962343,0.614128067373312,1.6746262,1.1324446
Lpin1,11.4039955,0.7770991,3.993600993009265e-30,1.5897490175134661e-28,0.5711297071129707,0.22422680412371135,0.21294239,0.12969549
Zfp612,11.397301,0.74533445,4.3128212672352496e-30,1.7142826545948396e-28,0.6694560669456067,0.30717293451430233,0.30103192,0.19023345
Mindy2,11.388913,0.6423702,4.7487547599459405e-30,1.884771645491099e-28,0.8284518828451883,0.4450413823145056,0.5070599,0.3528331
Mapk8,11.383886,0.7341713,5.030659297726944e-30,1.9937140904118434e-28,0.9476987447698745,0.5944896181210977,0.8646052,0.60214835
Gpsm1,11.380069,0.857349,5.255807511723837e-30,2.079875520471569e-28,0.5230125523012552,0.18542180920574997,0.18451351,0.106022336
Slc9a7,11.379411,0.73802286,5.295648420583593e-30,2.092559897957076e-28,0.9037656903765691,0.53150863946566,0.6984887,0.47373578
Mtpap,11.379071,0.61388636,5.31628935155038e-30,2.097631349135957e-28,0.7343096234309623,0.34870045012342094,0.3299822,0.22749834
Dchs2,11.3777,1.1883215,5.400537107425453e-30,2.1277482709167434e-28,0.4874476987447699,0.1628793378829679,0.24176398,0.113339946
Hs3st2,11.3746,1.0798222,5.595838526682162e-30,2.2014667820197616e-28,0.5481171548117155,0.21841875998257587,0.3442778,0.17766461
Syt16,11.373309,0.86646265,5.679283641837066e-30,2.2310285300608475e-28,0.9665271966527197,0.6634964425729636,1.3155133,0.91450864
Lrrtm4,11.370903,1.0819865,5.838060466023777e-30,2.2900537915629036e-28,1.0,0.9186510817482213,3.7496932,3.02567
Fchsd2,11.367921,0.6149938,6.040963559666942e-30,2.3661908286917016e-28,0.9644351464435147,0.6379773486278496,1.0269861,0.7749454
B3glct,11.36534,0.72457546,6.2221524673053526e-30,2.4336133449271446e-28,0.6778242677824268,0.31907942500363,0.36016145,0.23299901
Spg11,11.363586,0.63497835,6.348348394882967e-30,2.479362229222461e-28,0.6736401673640168,0.30441411354726294,0.28420213,0.19199756
Ssh1,11.360835,0.7842522,6.551501514989756e-30,2.5549905037412877e-28,0.5794979079497908,0.2323943661971831,0.22142833,0.1344607
Map3k13,11.358823,0.64530563,6.704203987530822e-30,2.6107530600717854e-28,0.805439330543933,0.40492957746478875,0.4256725,0.29211396
Igdcc4,11.35265,0.8280694,7.19484759850776e-30,2.7977649055268234e-28,0.5397489539748954,0.20059532452446638,0.21234924,0.12509967
Tenm4,11.350911,1.0550994,7.339412530975656e-30,2.8498557038629463e-28,0.9916317991631799,0.7427036445476985,2.1783166,1.5621365
Tmem164,11.348219,0.5449011,7.568834665260418e-30,2.934698231681781e-28,0.702928870292887,0.32641208073181355,0.39224756,0.2845917
Sap130,11.347054,0.63748115,7.670431280017898e-30,2.969805309712982e-28,0.8326359832635983,0.4374546246551474,0.47627905,0.3308668
Adam22,11.345999,0.7687117,7.76350554729452e-30,3.0015164612345864e-28,0.9832635983263598,0.7508712066211704,1.5202804,1.1305773
Prkar1b,11.343652,0.5948412,7.974571304772752e-30,3.0786886632075265e-28,0.8640167364016736,0.47821983447074196,0.55067927,0.39627576
Septin11,11.341594,0.71087205,8.164417876378843e-30,3.1474592301047273e-28,0.8870292887029289,0.5253738928415856,0.69394195,0.4774259
Taf1,11.340182,0.6111051,8.297160712193773e-30,3.1935359440060706e-28,0.8765690376569037,0.48424568026717,0.55485415,0.39580524
Adarb1,11.340071,0.7230708,8.307709805955502e-30,3.1935359440060706e-28,0.895397489539749,0.517641934078699,0.6703707,0.4564901
Cdc42bpb,11.339883,0.59959626,8.325592449156592e-30,3.195838130126252e-28,0.801255230125523,0.40551038187890226,0.4149996,0.2922611
Mtm1,11.332093,0.6932162,9.1003196481792e-30,3.4882394999511424e-28,0.7196652719665272,0.3470306374328445,0.35337913,0.23281977
Sec22a,11.331176,0.6211278,9.196218956907549e-30,3.5199772560129037e-28,0.7866108786610879,0.3864527370408015,0.39043996,0.27043724
Mtss2,11.317217,0.6130109,1.0784190115616955e-29,4.121923021431402e-28,0.5543933054393305,0.2093073907361696,0.21851689,0.14814821
Zfp326,11.315702,0.5873679,1.0971986712135187e-29,4.187745496520916e-28,0.797071129707113,0.40688979236242195,0.42230397,0.2999056
Ctif,11.3136215,0.7027047,1.12354710300999e-29,4.282228462110416e-28,0.9225941422594143,0.5422535211267606,0.7164989,0.49680033
Gm28905,11.309635,0.78414756,1.1757711233583109e-29,4.474924941166829e-28,0.6380753138075314,0.28876869464207927,0.40959314,0.25769946
Cxadr,11.308791,0.7424321,1.1871338362353997e-29,4.511780223429305e-28,0.7050209205020921,0.34071438942935967,0.35460034,0.2266577
Avl9,11.308632,0.56112146,1.1892957645817683e-29,4.5136125980666824e-28,0.7552301255230126,0.3635109626833164,0.35213378,0.25160545
Rnf8,11.307301,0.60694546,1.2074775169183127e-29,4.576152451282802e-28,0.702928870292887,0.3238347611441847,0.30009073,0.20684588
Pkd2,11.303617,0.5956242,1.2592288578188563e-29,4.765560480224319e-28,0.8368200836820083,0.44239146217511255,0.48103642,0.34273952
Macir,11.301963,0.6091558,1.283171021835268e-29,4.849339712617954e-28,0.6297071129707112,0.26815013794104836,0.25239456,0.17245597
Flot2,11.298339,0.65307695,1.3372285224802524e-29,5.04653516840511e-28,0.6673640167364017,0.30564832292725425,0.29575935,0.19790852
Trpc6,11.294804,0.64786685,1.3921440154538368e-29,5.246410896948752e-28,0.694560669456067,0.31958762886597936,0.5347433,0.37241167
Armc2,11.293942,0.8847116,1.4058539892241708e-29,5.290657799783399e-28,0.5669456066945606,0.2248076085378249,0.22038876,0.12534232
Gas6,11.289843,0.57968163,1.4729954656192587e-29,5.535578763802725e-28,0.6255230125523012,0.26179758966168143,0.23686194,0.16452326
Miga1,11.28066,0.6582455,1.6351533927228834e-29,6.136392690288251e-28,0.8723849372384938,0.4923406417888776,0.5732519,0.39908552
Pgr,11.27482,0.7622473,1.747345858679408e-29,6.548282178900376e-28,0.6631799163179917,0.3063743284448962,0.30484945,0.19073401
Cyth3,11.273129,0.6646852,1.7812344808097757e-29,6.6659847492143e-28,0.8138075313807531,0.43531290837810366,0.49533883,0.33960578
Adar,11.268688,0.69558156,1.873410238618186e-29,7.001186802735835e-28,0.8849372384937239,0.525918396979817,0.6537073,0.45088673
Fbxo8,11.265258,0.65481657,1.9478079200631312e-29,7.269110946124491e-28,0.8493723849372385,0.458327283287353,0.50964814,0.3521988
Fam78b,11.259208,0.72825545,2.0862551669608672e-29,7.774989783112136e-28,0.7573221757322176,0.3919703789748802,0.4232067,0.27613446
Ankrd42,11.252955,0.756589,2.2395973074308684e-29,8.334900228624299e-28,0.700836820083682,0.33751996515173516,0.3373387,0.2130738
Steep1,11.252602,0.6726795,2.2485943580755603e-29,8.356809184161868e-28,0.6359832635983264,0.2752286917380572,0.25926036,0.17031169
Tbc1d23,11.246723,0.61052954,2.4035732273277282e-29,8.920443731808848e-28,0.8640167364016736,0.47291999419195585,0.52905726,0.37618855
Gnai3,11.23827,0.5561468,2.6451709957869946e-29,9.803550987144352e-28,0.7050209205020921,0.322455350660665,0.29952136,0.21309695
Ythdc2,11.237945,0.65840924,2.6549262338438476e-29,9.826152603771926e-28,0.8807531380753139,0.49045302744300856,0.5750242,0.40038565
Afg3l1,11.236248,0.6569975,2.706424072507469e-29,1.0002973153820591e-27,0.6297071129707112,0.2694932481486859,0.24779187,0.16409977
Mipol1,11.2359915,0.54043144,2.7142994885645224e-29,1.001830044749021e-27,0.7322175732217573,0.34198489908523305,0.34331816,0.24813974
Pcdh15,11.233839,1.0651056,2.7812673044638136e-29,1.0251392657193782e-27,0.9853556485355649,0.737621605924205,2.2331831,1.6056243
Pcdh7,11.233399,1.0217932,2.795126951123589e-29,1.0288364544752168e-27,0.997907949790795,0.7807463336721359,2.2786999,1.6707706
Gdap1,11.231333,0.64209646,2.86130160084565e-29,1.0517534064941533e-27,0.8640167364016736,0.47070567736314795,0.52195626,0.3640481
Slc25a12,11.229807,0.7223289,2.911128566645391e-29,1.06860689324811e-27,0.9665271966527197,0.6510091476695223,1.0043479,0.71718645
Gap43,11.226968,0.67166793,3.0061949389405414e-29,1.1019980628831152e-27,0.8786610878661087,0.49273994482358063,0.67587787,0.4739253
Mblac2,11.226686,0.6593749,3.0158109772415767e-29,1.1040169067912965e-27,0.8577405857740585,0.4538623493538551,0.51505846,0.35527885
Ccdc30,11.22443,0.7278519,3.0937463320172095e-29,1.1310063121265635e-27,0.899581589958159,0.5223609699433716,0.69903016,0.47681108
6030443J06Rik,11.220448,0.61178803,3.236301499719529e-29,1.1815138763242355e-27,0.7092050209205021,0.33668505880644695,0.3518918,0.24372223
Chrna7,11.219911,0.7764051,3.2559767623069226e-29,1.187084065172144e-27,0.8493723849372385,0.46718455060258457,0.6927533,0.45954996
Zfp426,11.2194605,0.6971768,3.27260411190243e-29,1.1915294374907627e-27,0.6297071129707112,0.2718890663569043,0.25509563,0.16485873
Zmat1,11.21487,0.6401123,3.446912579059264e-29,1.2532955480287202e-27,0.7740585774058577,0.3958182082183825,0.42255008,0.29074037
Tfcp2,11.214326,0.6099884,3.4681932318925685e-29,1.2593290829858556e-27,0.7175732217573222,0.34412661536227673,0.33086166,0.22868724
Arntl2,11.210063,0.77257276,3.639327845913768e-29,1.3196860893347227e-27,0.6213389121338913,0.26455641062872076,0.24008332,0.1474228
9130024F11Rik,11.207777,0.8701533,3.7345601531550485e-29,1.3523939530360666e-27,0.5669456066945606,0.22952664440249745,0.28923452,0.16847253
Limch1,11.206303,0.8146272,3.797257056132488e-29,1.3732476056296091e-27,0.9895397489539749,0.7257151154348773,1.4872434,1.0808666
Lrrc49,11.206178,0.6815052,3.802640939651577e-29,1.373346264091907e-27,0.897489539748954,0.527769711049804,0.6580822,0.4577704
Rps6kc1,11.202776,0.64685994,3.9515396573055444e-29,1.4252063166684561e-27,0.8723849372384938,0.4814868593001307,0.5534511,0.3867115
Thsd7b,11.200572,0.91899234,4.051091870775951e-29,1.4591533320073698e-27,0.8891213389121339,0.5488964716131842,1.2484156,0.8390483
Zfp948,11.197065,0.7106108,4.214653885071376e-29,1.5160341350986327e-27,0.6422594142259415,0.28590097284739363,0.27053043,0.17381226
Ubr4,11.196572,0.5956239,4.2381785177600514e-29,1.522457978238136e-27,0.8158995815899581,0.43934223900101643,0.46283838,0.32894087
Pou6f1,11.195215,0.6291832,4.3035797631449096e-29,1.5438876934005838e-27,0.7468619246861925,0.36859300130680994,0.37497967,0.2578553
