names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CGE-derived (for_DEGs),mean_expr_Rest (for_DEGs)
Arhgap31,5.3101077,-0.34174028,1.0956053723372216e-07,3.9884726127491054e-07,0.3807531380753138,0.19990561928270656,0.16558068,0.20555824
Clta,5.304497,-0.323551,1.1298433966528198e-07,4.109216576619013e-07,0.6380753138075314,0.373130535792072,0.24189374,0.2945028
Mdh2,5.2712297,-0.39526096,1.3551258980719148e-07,4.9000447962848e-07,0.4665271966527197,0.26190649048932774,0.15386082,0.19782726
Cct6a,5.208269,-0.43165687,1.9061051474251855e-07,6.832583419332275e-07,0.4769874476987448,0.2693480470451575,0.15749396,0.20706803
Gnai2,5.2066298,-0.3691847,1.9230144693073857e-07,6.891357534047673e-07,0.38702928870292885,0.20658487004501233,0.1250171,0.15871406
Tns3,5.198353,-0.42102596,2.0106225362078097e-07,7.19667344450564e-07,0.4769874476987448,0.27127196166690865,0.20823845,0.26999694
Cx3cr1,5.17537,-0.30064374,2.2745972164288172e-07,8.113424559331252e-07,0.3368200836820084,0.17347901844054014,0.14895609,0.1805175
Atp6v0e2,5.171179,-0.35448477,2.326217160149277e-07,8.290947750790698e-07,0.5460251046025104,0.31802671700304924,0.19941752,0.24854639
Tspyl4,5.1682906,-0.43911305,2.3624460665563943e-07,8.41560729263825e-07,0.5083682008368201,0.2949760418179178,0.18243514,0.24007066
Eif4a1,5.167701,-0.2703383,2.3699159963392945e-07,8.441097934999581e-07,0.5460251046025104,0.32122114128067375,0.19805889,0.23442003
Ctnna1,5.143754,-0.31252894,2.6930195262372197e-07,9.551403731519812e-07,0.36610878661087864,0.19137505445041383,0.121981874,0.14937973
Eef1a2,5.121028,-0.34591636,3.0387458747124275e-07,1.0750638795723887e-06,0.5564853556485355,0.328444896181211,0.20546706,0.2545685
Tomm20,5.072488,-0.27855325,3.9264815062090096e-07,1.3809497129821477e-06,0.6234309623430963,0.3767605633802817,0.25218126,0.29856035
Nedd8,5.061688,-0.4373899,4.155609207177395e-07,1.4596237829654459e-06,0.48535564853556484,0.2800929287062582,0.16814612,0.22150908
Gm12216,5.060559,-0.27516112,4.1802939799296283e-07,1.4677185318268538e-06,0.4205020920502092,0.2333744736459997,0.14279093,0.17036797
Ctsb,5.0560627,-0.3434712,4.280007610585915e-07,1.5019433785613628e-06,0.7280334728033473,0.4398141425874837,0.32888004,0.4015142
Tceal3,5.047441,-0.2923724,4.477671796919209e-07,1.5686446047355822e-06,0.4560669456066946,0.26245099462755916,0.15814328,0.19047582
Npm1,5.036042,-0.38756788,4.752558410662582e-07,1.6612624495187144e-06,0.5627615062761506,0.33182082183824596,0.20922986,0.26578334
Wscd1,5.0302887,-0.26086798,4.897419399978321e-07,1.7105636198806377e-06,0.4246861924686193,0.2412153332365326,0.15821736,0.18680854
Rack1,5.0255985,-0.48981532,5.018646457213616e-07,1.7519946772161865e-06,0.41841004184100417,0.23163206040365908,0.13749823,0.1881283
Atp5pb,5.0254846,-0.2803769,5.021629969912396e-07,1.7528084865100818e-06,0.7531380753138075,0.4549876579062001,0.34009162,0.40009797
Ap1s1,5.019959,-0.27082103,5.168248073707201e-07,1.8025808117927376e-06,0.4686192468619247,0.26923914621751127,0.15516236,0.18440895
Cdk5r1,5.000395,-0.25076807,5.72130332929118e-07,1.9877349425659946e-06,0.6422594142259415,0.38641643676491944,0.26159835,0.30436814
Tmem151a,4.9978204,-0.267699,5.798198801943205e-07,2.0131490090220174e-06,0.5585774058577406,0.33316393204588357,0.20718856,0.24463351
Wasf2,4.9610524,-0.28574386,7.01122698237501e-07,2.419309991221478e-06,0.5083682008368201,0.3050312182372586,0.20664364,0.24672255
Ndufs2,4.9571238,-0.37747654,7.154447093182105e-07,2.4684128581638825e-06,0.38284518828451886,0.20861768549440976,0.119787894,0.15299286
Sst,4.93123,-0.5155534,8.171351943577372e-07,2.8066499645139202e-06,0.4351464435146444,0.2509801074488166,0.20190267,0.27750325
Elf1,4.9301095,-0.4198081,8.218359831657062e-07,2.8216416249950808e-06,0.3472803347280335,0.1806664730651953,0.12302153,0.16137303
Smc1a,4.914984,-0.37532267,8.878960103984286e-07,3.03998035160624e-06,0.47489539748953974,0.27835051546391754,0.16787642,0.21277231
Hsph1,4.897738,-0.41395298,9.69462256908068e-07,3.3103889748531944e-06,0.6317991631799164,0.372005227239727,0.23333475,0.30021048
Psmc3,4.8845,-0.4662461,1.0369152778993616e-06,3.53308566030381e-06,0.39748953974895396,0.21896326412080733,0.12169242,0.16447742
Ndufab1,4.8837934,-0.39708278,1.040642471888301e-06,3.5448863108061164e-06,0.4435146443514644,0.25646144910701324,0.15227433,0.1960549
Igsf8,4.883314,-0.33750838,1.0431746678973742e-06,3.552611321470525e-06,0.5481171548117155,0.3290983011470887,0.20888534,0.25737724
Prdm5,4.8730073,-0.28740874,1.0991209824474448e-06,3.7384026327041574e-06,0.4686192468619247,0.2704733555975025,0.19433598,0.23253217
Cct7,4.863376,-0.36204177,1.1540011216265143e-06,3.919111493693686e-06,0.41841004184100417,0.2390736169594889,0.14148417,0.17842548
Dstn,4.833973,-0.27742267,1.33834799206309e-06,4.522310179418414e-06,0.6192468619246861,0.38042689124437346,0.25435102,0.30086935
Acot13,4.8314953,-0.29651585,1.3551141119195925e-06,4.577811942076873e-06,0.37447698744769875,0.20476985625090752,0.11262183,0.13663453
Erp29,4.8277006,-0.30634797,1.3811861167767201e-06,4.660614210447127e-06,0.602510460251046,0.3645273704080151,0.23036234,0.27789155
Ifnar2,4.8072267,-0.2681137,1.530384205880187e-06,5.150478909318716e-06,0.37447698744769875,0.20640336866560186,0.116676256,0.13891858
Wipf1,4.8014445,-0.44192198,1.5752504776700973e-06,5.298157508448556e-06,0.39748953974895396,0.22215768839843184,0.18325604,0.24153914
Arpc5,4.8003497,-0.30264997,1.5838870634018756e-06,5.325872280516631e-06,0.5627615062761506,0.3345433425294032,0.20408496,0.24627073
Cox7a2l,4.795383,-0.28588152,1.6236414853565946e-06,5.454769531324293e-06,0.4790794979079498,0.2884419921591404,0.1766481,0.21151945
Psma4,4.7928686,-0.33406264,1.6441337460018788e-06,5.521544026380513e-06,0.399581589958159,0.22618701902134455,0.12657909,0.1570881
P2ry12,4.7815895,-0.3065112,1.7391449448413089e-06,5.826059676834057e-06,0.401673640167364,0.2379483084071439,0.19247095,0.23307955
Tmbim6,4.776566,-0.40820706,1.7831412935134897e-06,5.966750505193957e-06,0.5753138075313807,0.348736750399303,0.22088423,0.2836856
Gab1,4.766356,-0.27593872,1.8758759923852126e-06,6.2723728117708635e-06,0.41422594142259417,0.24237694206475968,0.24361883,0.28818494
Tmed7,4.761016,-0.25261784,1.9262079897343208e-06,6.43426264099468e-06,0.3723849372384937,0.2058588645273704,0.113432206,0.13374582
Arf1,4.7609677,-0.38257802,1.9266707079662154e-06,6.4350083185894605e-06,0.602510460251046,0.3635472629591985,0.23026784,0.29085356
Itgb8,4.7558556,-0.33991003,1.9760780944139204e-06,6.5901971449549515e-06,0.48326359832635984,0.2838318571221141,0.19891842,0.24572921
Selenof,4.7453237,-0.273755,2.0817337720574805e-06,6.9296563993043235e-06,0.4602510460251046,0.273268476840424,0.16826136,0.20010848
Psma7,4.7428913,-0.40138793,2.1068913145042685e-06,7.007323879283289e-06,0.4665271966527197,0.2764629011180485,0.1660128,0.21391481
Rrp1,4.707458,-0.4771583,2.5082499698313627e-06,8.3041740622682e-06,0.4769874476987448,0.2797662262233193,0.16270734,0.21990223
Arl8a,4.7066426,-0.31157726,2.518299262455499e-06,8.33641754123189e-06,0.4372384937238494,0.25591694496878176,0.15052333,0.18365505
Pdia6,4.705944,-0.35984713,2.5269386465303783e-06,8.363986379929942e-06,0.4707112970711297,0.27678960360098737,0.1577828,0.1983013
Rac1,4.6928062,-0.33417088,2.694828590363583e-06,8.90214460573758e-06,0.5334728033472803,0.32220124872949035,0.19585815,0.24117811
Prdx1,4.692444,-0.46347392,2.6996040632708637e-06,8.916823746784033e-06,0.37656903765690375,0.20858138521852765,0.122259125,0.16493449
Maged1,4.672013,-0.32209665,2.982620700500482e-06,9.820244850195804e-06,0.6673640167364017,0.40928561057064033,0.28663635,0.34711078
Ndufb3,4.669541,-0.47391734,3.018733089742496e-06,9.933058795172774e-06,0.497907949790795,0.293161028023813,0.16745473,0.22568463
Naca,4.658091,-0.4880636,3.1915505113044522e-06,1.0491431641638197e-05,0.4895397489539749,0.29003920429795266,0.16871895,0.22934292
Ndufb5,4.648041,-0.46457922,3.3510246806827966e-06,1.0999515412893567e-05,0.4560669456066946,0.2694932481486859,0.16000107,0.2146534
Brk1,4.6475077,-0.2928128,3.359694748432346e-06,1.102528064122828e-05,0.6401673640167364,0.39019166545665745,0.25559065,0.3050979
Mertk,4.6371126,-0.37112203,3.5330993165309814e-06,1.1581600419078622e-05,0.3493723849372385,0.19319006824451865,0.23111062,0.2898831
Atpif1,4.635285,-0.3180242,3.564459320453046e-06,1.1678700395143683e-05,0.6820083682008368,0.4279802526499201,0.31410065,0.37846226
Pja1,4.6305294,-0.2561659,3.64731961411291e-06,1.1942904951403107e-05,0.3179916317991632,0.1671264701611732,0.09362151,0.11083759
Fkbp8,4.6296854,-0.27584,3.6622154753315225e-06,1.1988758506598198e-05,0.399581589958159,0.2311964570930739,0.12876621,0.15390444
Zrsr2,4.627333,-0.32140416,3.704041104083748e-06,1.2119774046119132e-05,0.36401673640167365,0.20135763031799042,0.10786776,0.13306451
Smim10l1,4.6180186,-0.26955608,3.874212304210827e-06,1.2655006639210422e-05,0.35355648535564854,0.1949324814868593,0.10937451,0.13043532
Itpr2,4.609511,-0.44426003,4.036170565526608e-06,1.3161638725206306e-05,0.3912133891213389,0.22313779584724844,0.19588643,0.2580644
Cdipt,4.604918,-0.27285036,4.126285535525198e-06,1.344733685137199e-05,0.3723849372384937,0.21090460287498186,0.124608025,0.14870626
Skp1,4.592775,-0.47714627,4.373904153898948e-06,1.4231872682885048e-05,0.5899581589958159,0.3555975025410193,0.21866876,0.29284033
Ly6e,4.585445,-0.3362351,4.530207834101881e-06,1.4726189753486274e-05,0.49581589958158995,0.2994772760272978,0.181149,0.22371645
Cox7b,4.5795946,-0.3460568,4.658784639363966e-06,1.5125851046364157e-05,0.698744769874477,0.4319369827210687,0.31252763,0.38276184
Map1a,4.5780606,-0.41035196,4.693069398023624e-06,1.5233483296073298e-05,0.6673640167364017,0.4129882387106142,0.2844247,0.36272445
Polr1d,4.5747304,-0.30073923,4.768335546828691e-06,1.5466583310391953e-05,0.33263598326359833,0.1794685639610861,0.097509585,0.118814394
Abtb2,4.5696898,-0.25802836,4.884469444376231e-06,1.5835629098743886e-05,0.2928870292887029,0.1485407289095397,0.13337897,0.15753902
Cacybp,4.5682044,-0.36753005,4.919205721060166e-06,1.594632135660353e-05,0.3158995815899582,0.16556555829824307,0.09420928,0.11996103
Ugt8a,4.562653,-0.41977656,5.051122566760986e-06,1.6356189849224836e-05,0.4246861924686193,0.25272252069115725,0.2525418,0.32520735
Pnma8a,4.550567,-0.3223496,5.3501470474261845e-06,1.7301534620813768e-05,0.4246861924686193,0.25007260055176417,0.14212799,0.17476094
Cox14,4.5482693,-0.36639416,5.40888907625863e-06,1.7483080654284783e-05,0.32217573221757323,0.17209960795702048,0.1026445,0.13045907
Ik,4.5410333,-0.357407,5.597921367206428e-06,1.8074519002263485e-05,0.3682008368200837,0.20752867721794685,0.11412414,0.14399326
Dock1,4.520762,-0.57816243,6.161747843786213e-06,1.9842541294647116e-05,0.4790794979079498,0.2818353419485988,0.23038177,0.32699436
Nsg1,4.5195503,-0.3777831,6.197117566317271e-06,1.9954050210538654e-05,0.5439330543933054,0.3378829679105561,0.21867514,0.2758077
Selenos,4.4825287,-0.49680555,7.376378338310742e-06,2.3649121339984447e-05,0.41841004184100417,0.24401045447945405,0.13306437,0.18301333
Hspd1,4.470728,-0.5471413,7.795386761852283e-06,2.4941895962249447e-05,0.4456066945606695,0.2618338899375635,0.14143029,0.20047618
Prdx2,4.467033,-0.40137887,7.931199103062687e-06,2.5370395226106477e-05,0.38284518828451886,0.22179468563961086,0.12983972,0.16815445
Pdia3,4.4654703,-0.33597845,7.989303806322412e-06,2.555017772862214e-05,0.6924686192468619,0.4277261507187455,0.29922298,0.36483753
BC031181,4.4610143,-0.42576027,8.15727346072207e-06,2.607183750322375e-05,0.4581589958158996,0.2719616669086685,0.15353534,0.2012383
Jund,4.458927,-0.46558505,8.237094416880797e-06,2.631443668785959e-05,0.37656903765690375,0.2134456221867286,0.11886814,0.16066949
Tagln3,4.4572735,-0.36186948,8.300870116709695e-06,2.651187210697605e-05,0.38493723849372385,0.22415420357194715,0.13005105,0.1642273
Pdcd5,4.454063,-0.48724276,8.426033005637296e-06,2.6898836504868024e-05,0.3200836820083682,0.17057499636997242,0.08980596,0.12373195
Otub1,4.4404407,-0.30964378,8.97749293012577e-06,2.8611699090556214e-05,0.33263598326359833,0.1825903876869464,0.100751236,0.12343685
Plk2,4.4389153,-0.28425986,9.041345054109467e-06,2.8804949206061344e-05,0.5,0.30365180775373896,0.17771235,0.21255742
Srp19,4.437638,-0.29921678,9.095147353759208e-06,2.8969489022701507e-05,0.3054393305439331,0.16048351967474953,0.08820064,0.10747113
Ube2m,4.411234,-0.31584868,1.027832803905547e-05,3.262980557767256e-05,0.3054393305439331,0.1618629301582692,0.09413389,0.115883015
Pgrmc1,4.409848,-0.32296148,1.0344314213962703e-05,3.2835407315909964e-05,0.6589958158995816,0.41538405691883257,0.29716173,0.3596652
Higd2a,4.385226,-0.413363,1.1586543395633105e-05,3.6687534885772043e-05,0.3117154811715481,0.16556555829824307,0.09364779,0.12287669
Eif1ax,4.3834352,-0.32101393,1.1682225902579757e-05,3.696872099897752e-05,0.3598326359832636,0.20531436038913894,0.112710185,0.13892661
Nnat,4.381394,-0.31924206,1.1792236259102476e-05,3.730367180151678e-05,0.5376569037656904,0.338209670393495,0.28227672,0.34140602
Scn1b,4.3780613,-0.38419437,1.1973976102299335e-05,3.786075992807521e-05,0.5794979079497908,0.3567228110933643,0.22189468,0.28084368
Laptm4a,4.3706083,-0.43148977,1.2390085193192141e-05,3.9130417153393615e-05,0.5125523012552301,0.31261797589661683,0.18626916,0.24382916
Taldo1,4.362628,-0.42983565,1.2850928870477892e-05,4.052869234151889e-05,0.3682008368200837,0.21413532742848845,0.122476615,0.16170631
B3galt5,4.353875,-0.25462386,1.3375186046949598e-05,4.2147443307322113e-05,0.38284518828451886,0.22099607957020473,0.123458154,0.14562893
Smpd1,4.3507333,-0.2866319,1.3568300697408204e-05,4.273593245098563e-05,0.2824267782426778,0.14501960214897633,0.08061614,0.09749624
Gnb2,4.3431807,-0.40313673,1.4043451991471036e-05,4.418589637129119e-05,0.39539748953974896,0.23210396399012634,0.13138263,0.17030597
Gde1,4.3416724,-0.3481632,1.4140220981443649e-05,4.447474397417662e-05,0.5606694560669456,0.35258457964280526,0.22159936,0.2744291
Atp6v1g2,4.337356,-0.36675245,1.442070125789736e-05,4.5322732954338964e-05,0.5313807531380753,0.32888049949179615,0.20029323,0.25149718
Ncbp2as2,4.331243,-0.31754157,1.4826984635990721e-05,4.657482781962481e-05,0.301255230125523,0.1596123130535792,0.09083482,0.11198798
Slc48a1,4.325236,-0.36709014,1.5236874852870317e-05,4.7828834964559045e-05,0.3598326359832636,0.20527806011325686,0.113304116,0.14387038
Abca9,4.322154,-0.2635205,1.545134084132123e-05,4.847373361427922e-05,0.23430962343096234,0.10643240888630753,0.09361057,0.11136076
Clic4,4.3114934,-0.37162864,1.6215552302830115e-05,5.079411172499943e-05,0.25732217573221755,0.12421954406853492,0.0993432,0.12674956
Htatsf1,4.2982845,-0.2652467,1.721252541342377e-05,5.385428014190693e-05,0.3472803347280335,0.19976041817917817,0.10780255,0.1282198
Coro1a,4.2824407,-0.2831375,1.8485435735141013e-05,5.771597236849164e-05,0.301255230125523,0.1629519384347321,0.08815095,0.10628165
Eif3c,4.269973,-0.5184832,1.9549674444715603e-05,6.0939646441938316e-05,0.5690376569037657,0.35505299840278787,0.21935324,0.30109555
Mrps26,4.2607126,-0.28077397,2.0377624563213215e-05,6.343955184955845e-05,0.29497907949790797,0.15554668215478437,0.0825073,0.09937903
Tceal9,4.251606,-0.33322096,2.1224296648637355e-05,6.599130420607332e-05,0.2907949790794979,0.1540946711195005,0.088612705,0.11040644
Golm1,4.2491627,-0.3823601,2.145710822768956e-05,6.66765928157764e-05,0.38702928870292885,0.22549731377958473,0.12927912,0.16542068
Dock2,4.239609,-0.33820167,2.239098546306784e-05,6.952227633379164e-05,0.2217573221757322,0.09695803688108029,0.099838324,0.12462986
Ehd3,4.23907,-0.27591217,2.2444793335713075e-05,6.968129369504452e-05,0.39330543933054396,0.2311238565413097,0.122506,0.1465159
Ppfibp2,4.229858,-0.4048545,2.338390646212686e-05,7.250468112593454e-05,0.26359832635983266,0.13169740090024684,0.0972365,0.12681217
Stard13,4.2239304,-0.35743085,2.4007825747128754e-05,7.437056465590842e-05,0.5502092050209205,0.3420574996369972,0.2715132,0.33622265
Omg,4.219038,-0.35510436,2.4534706810104107e-05,7.595893213359803e-05,0.3200836820083682,0.17881515899520836,0.10230543,0.12908307
Snrnp27,4.215454,-0.38468754,2.492761711430722e-05,7.71043020445994e-05,0.3158995815899582,0.17351531871642226,0.0924298,0.11905098
Cox17,4.2127,-0.4502685,2.5233627101771787e-05,7.797005062380497e-05,0.32426778242677823,0.18157397996224772,0.10572951,0.14182155
Aspa,4.1866035,-0.31341496,2.831596097020837e-05,8.717344996213323e-05,0.28870292887029286,0.15482067663714244,0.15472405,0.18891582
Rassf2,4.171165,-0.29701155,3.030463908049453e-05,9.307185416537754e-05,0.24267782426778242,0.11648758530564832,0.08699473,0.10586179
Ppp1r1a,4.1707,-0.35344335,3.0366511956116583e-05,9.324756427652679e-05,0.48535564853556484,0.2977711630608393,0.1748576,0.21842933
P4hb,4.162817,-0.28265786,3.143454147693142e-05,9.639878218273764e-05,0.2698744769874477,0.13917525773195877,0.07716134,0.09310592
Pfdn2,4.1591644,-0.33756965,3.194136055414995e-05,9.789715502338419e-05,0.34518828451882844,0.2006316248003485,0.11319307,0.14101599
Plekhg1,4.1196513,-0.47606137,3.7944641318372554e-05,0.00011578157077273114,0.4435146443514644,0.2735588790474808,0.23346348,0.31171933
Tesc,4.1105847,-0.34299877,3.946585563627467e-05,0.00012025941720874353,0.33263598326359833,0.18861623348337447,0.09457446,0.1185054
Sub1,4.1016808,-0.50135463,4.10160102001959e-05,0.00012486972513927756,0.6129707112970711,0.3819878031073036,0.23728776,0.32142383
Ston2,4.0989804,-0.36321568,4.149737192877779e-05,0.00012627795965189796,0.38284518828451886,0.2280020328154494,0.14247972,0.17979288
Pld1,4.0989037,-0.473405,4.151117435367202e-05,0.00012630565676403208,0.2719665271966527,0.14167997676782343,0.107044354,0.14571324
Aamp,4.0978346,-0.4156783,4.170332564319717e-05,0.00012686158270493693,0.2907949790794979,0.15776099898359228,0.08881558,0.11679908
Tspyl1,4.089441,-0.37625048,4.324143132093577e-05,0.00013133234538188583,0.2719665271966527,0.1419340786989981,0.07734702,0.09928232
Atp6v1e1,4.0784783,-0.40778786,4.533142271119389e-05,0.00013754012288276648,0.6882845188284519,0.437309423551619,0.30351546,0.3855657
Agmo,4.0693917,-0.31421915,4.713600813991831e-05,0.0001428036671786414,0.2698744769874477,0.1419340786989981,0.14496458,0.17727466
H2az2,4.0648813,-0.27808425,4.805688737179216e-05,0.00014546452221246537,0.2803347280334728,0.15093654711775809,0.08640478,0.10384878
Hpgds,4.0587173,-0.40951923,4.934299716362293e-05,0.00014929020761024077,0.25523012552301255,0.13068099317554813,0.10028171,0.13112156
Tecr,4.052271,-0.34319723,5.0722865855210264e-05,0.0001533959938693866,0.7447698744769874,0.4710323798460868,0.34774625,0.42367265
Ets2,4.051598,-0.25778496,5.0868984090478406e-05,0.00015382057196839465,0.3305439330543933,0.18974154203571947,0.09802367,0.1161263
Ttyh2,4.0491004,-0.31267568,5.141485147127653e-05,0.0001554362127625113,0.25732217573221755,0.13144329896907217,0.09369673,0.115111455
Lama2,4.047011,-0.53476673,5.187587181699866e-05,0.00015674178294419812,0.3682008368200837,0.21950776825903878,0.20321174,0.2824988
Degs1,4.0420814,-0.41048312,5.297889391952487e-05,0.00015998458975248744,0.3493723849372385,0.20553216204443153,0.11828091,0.15433875
Rab24,4.029103,-0.2848321,5.599010803568116e-05,0.00016881218614438429,0.2803347280334728,0.1498475388412952,0.07512823,0.09080208
Jpt1,4.02851,-0.41505343,5.613150463569761e-05,0.00016918155126878238,0.3702928870292887,0.21932626687962828,0.11080842,0.14517593
Med28,4.0192924,-0.27126676,5.8373228761242566e-05,0.00017578041654315677,0.25523012552301255,0.13053579207201974,0.07536202,0.090267256
Qdpr,4.0184083,-0.49173886,5.859257789495984e-05,0.00017642117526194204,0.3075313807531381,0.1728619137505445,0.10429175,0.14372692
Polr2g,4.0037966,-0.31626144,6.233399407231814e-05,0.00018749741640246149,0.27615062761506276,0.14727021925366632,0.07595944,0.09372881
Ap2s1,4.0028443,-0.6251853,6.258551482374268e-05,0.00018821183920693518,0.399581589958159,0.23921881806301729,0.12593465,0.1881411
Atp5g2,3.999594,-0.5719245,6.345125420126751e-05,0.00019070863539016308,0.42677824267782427,0.2596195731087556,0.14047348,0.20228183
Cuedc2,3.9984992,-0.43525282,6.374541528632367e-05,0.00019157133528056338,0.3158995815899582,0.17906926092638303,0.09265841,0.12334615
Bcl6,3.996532,-0.32049033,6.427723246487968e-05,0.00019310478939303633,0.38284518828451886,0.22647742122840134,0.12707862,0.15633212
Higd1a,3.9718754,-0.42888007,7.13089862760574e-05,0.0002137119424089252,0.3284518828451883,0.19010454479454045,0.098057285,0.12988041
Ndufa8,3.9718668,-0.56481576,7.131154728836707e-05,0.0002137119424089252,0.29497907949790797,0.1628067373312037,0.09204918,0.13332614
Hnrnpab,3.9475214,-0.39052042,7.896447541997506e-05,0.0002357790259511868,0.25313807531380755,0.12941048351967474,0.06970823,0.09042434
Irak2,3.9446616,-0.36939925,7.991271522133076e-05,0.00023853084403434318,0.24267782426778242,0.12258603165384056,0.07920712,0.10118603
Arpc4,3.9423096,-0.391526,8.070073105237154e-05,0.00024085623052062905,0.34309623430962344,0.2027370408015101,0.105976745,0.13684613
Cend1,3.9287412,-0.51124215,8.539170268635626e-05,0.0002544610237531765,0.3117154811715481,0.17681864382169304,0.09475732,0.1324843
Park7,3.9275322,-0.6270155,8.582191388832532e-05,0.00025568630958856873,0.3577405857740586,0.20985189487440103,0.107321665,0.16123848
Atp5d,3.9274552,-0.66129,8.584937865796196e-05,0.0002557397787737736,0.38702928870292885,0.23130535792072018,0.12124963,0.18553774
Psmd2,3.9257445,-0.48639384,8.646185401151512e-05,0.0002574216085639237,0.34518828451882844,0.20331784521562363,0.10573592,0.14517698
Tma7,3.914993,-0.49514005,9.040679622686348e-05,0.00026880940739358437,0.4456066945606695,0.27889501960214896,0.16308908,0.22288185
Prkd3,3.9040534,-0.3332166,9.459489502790611e-05,0.0002810753985845225,0.2594142259414226,0.1367068389719762,0.104345955,0.1297647
Htra1,3.9034348,-0.33300787,9.483714245004126e-05,0.0002817328930494869,0.24476987447698745,0.12472774793088427,0.09258323,0.11528236
Psmc5,3.8857665,-0.5652556,0.00010200755845552076,0.00030239884109662876,0.3514644351464435,0.20785537970088572,0.105878256,0.15294164
Atp5l,3.8826957,-0.4057903,0.00010330478715167534,0.0003060756015840243,0.7196652719665272,0.45865398577029187,0.326546,0.41317314
Ubc,3.8802266,-0.6678787,0.00010435914655866171,0.00030912986386215434,0.4246861924686193,0.26147088717874256,0.15102124,0.23031628
Il18,3.880201,-0.68154913,0.00010437015723697299,0.00030912986386215434,0.3054393305439331,0.17024829388703355,0.093434215,0.14589931
Phb2,3.8760128,-0.27504337,0.00010618211229023647,0.0003143580164432188,0.27824267782426776,0.15191665456657472,0.07476777,0.089785166
