names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SST (for_DEGs),mean_expr_Rest (for_DEGs)
Gm10754,-2.7024276,-0.5372844,0.006883517652397022,0.04982761835126831,0.25,0.32107896454209267,0.2400901,0.33204395
Car2,-2.7044144,-1.116473,0.00684249153405794,0.049570705721255555,0.16891891891891891,0.23979406859546082,0.113796,0.23215473
Selenow,-2.7052422,-0.6198585,0.006825462259588159,0.049460671767835446,0.4864864864864865,0.545826988615764,0.39824566,0.5606321
Rgs14,-2.7089612,-2.2425392,0.0067494211439045795,0.048975680836272226,0.015765765765765764,0.09100137771010079,0.009904488,0.046028126
Gemin8,-2.711161,-1.2404709,0.006704808439375539,0.04867824986923014,0.04954954954954955,0.1262780073961279,0.028926685,0.067046136
Aagab,-2.7139075,-0.39874253,0.006649474751527127,0.04836799853100539,0.2905405405405405,0.3800667101733014,0.19536366,0.25032252
4933424G05Rik,-2.713993,-1.1780446,0.006647754062694778,0.04836799853100539,0.0472972972972973,0.12395765354216517,0.02757034,0.061331443
Lpl,-2.7145104,-1.5731117,0.006637379089797227,0.048306169052776675,0.038288288288288286,0.1137335943731419,0.023071961,0.06714238
Fancl,-2.716639,-0.53700304,0.006594846483683773,0.048022635505849044,0.240990990990991,0.3174534116452759,0.14717218,0.20705803
Gm12339,-2.7200952,-2.261631,0.006526311866687837,0.04756224568969411,0.013513513513513514,0.08929736784859692,0.009505389,0.044780992
Cplx2,-2.7204146,-0.6456098,0.006520012621005219,0.04752922928008959,0.5135135135135135,0.5490537306939308,0.42231637,0.59997886
E130114P18Rik,-2.7207546,-2.357655,0.006513311103238968,0.047499208135549885,0.02252252252252252,0.0975998839823073,0.012790144,0.063890055
Fn1,-2.721068,-3.0282626,0.006507139540016031,0.047474026456755566,0.02027027027027027,0.09495323036763106,0.0116528785,0.09132351
Zbtb46,-2.7221737,-0.5198589,0.006485406399448772,0.04732831883573833,0.08558558558558559,0.16670292219563485,0.0648056,0.09166366
Lhfpl2,-2.7265372,-1.240065,0.006400271952832954,0.046808739078013466,0.09009009009009009,0.16623160031904866,0.058364972,0.13275129
Dusp5,-2.7270222,-3.358679,0.0063908749142256955,0.04675273861836222,0.006756756756756757,0.08230005075774055,0.003884868,0.039151993
Frem1,-2.731655,-4.5956664,0.00630171143053742,0.046150718489653984,0.0045045045045045045,0.07997969690377782,0.002891737,0.06767712
Tnfrsf25,-2.7336504,-2.1603663,0.006263649660168502,0.045896991101371055,0.015765765765765764,0.09187151040533681,0.009408143,0.041387107
Zfp189,-2.7342596,-1.062946,0.006252075057461127,0.0458246745209985,0.05630630630630631,0.13389166847944312,0.031579625,0.064877905
Wfs1,-2.7359684,-0.9956256,0.006219701480843096,0.04563718699897706,0.0945945945945946,0.17206874048292364,0.063184895,0.12226435
Slco5a1,-2.738431,-1.5810673,0.006173310910910008,0.045333933909852936,0.02702702702702703,0.10343702414618229,0.01747483,0.051398803
Jarid2,-2.739182,-0.26236048,0.006159227524126251,0.04524287686530135,0.7522522522522522,0.7288448988470742,0.82702935,0.9333814
Ankrd13b,-2.7397645,-0.45776147,0.006148324511444373,0.045189120208161404,0.18243243243243243,0.2698136465811036,0.11262769,0.15163177
Egfr,-2.742969,-1.8990686,0.006088640626632943,0.044785593659355916,0.04504504504504504,0.1197882677108259,0.038166445,0.1354934
Dclk3,-2.7432942,-1.0366913,0.006082613403299411,0.04475351099306002,0.04504504504504504,0.12297875426002465,0.03105804,0.062708065
Camk2n1,-2.7436194,-0.53969026,0.006076591554695516,0.044741357056323976,0.5630630630630631,0.597527372924371,0.4947203,0.65772927
Ttyh1,-2.7442434,-0.65298563,0.006065055581802052,0.04467325753372289,0.33783783783783783,0.4062432020883185,0.22304268,0.33139208
Sox10,-2.749024,-2.2774339,0.005977302424976773,0.04408732258005102,0.036036036036036036,0.11112319628743383,0.023748897,0.110213265
Spata13,-2.7516522,-1.7012542,0.005929546107908848,0.04379519074203153,0.04954954954954955,0.12555289681676457,0.03149774,0.09899037
Thra,-2.7524621,-0.40182242,0.00591489654132846,0.04371102037004832,0.6644144144144144,0.6714161409614966,0.6089144,0.74560684
Sirpa,-2.7548304,-0.5228523,0.005872257493858047,0.0434627439258544,0.4572072072072072,0.5229497498368502,0.35466215,0.47725257
Folh1,-2.7574942,-2.7346325,0.005824626483195141,0.0431745416837113,0.02027027027027027,0.09622217388151694,0.013753024,0.088167645
Colgalt2,-2.7582214,-1.5983965,0.005811682462510914,0.04309048227584665,0.03153153153153153,0.1086940758465666,0.0202838,0.06019898
Tnpo1,-2.759936,-0.2614199,0.005781266635980002,0.042884557554495446,0.6891891891891891,0.6663766224349214,0.6530348,0.74402994
Zfp277,-2.7705114,-0.39046648,0.005596836336451977,0.04161233878264101,0.35135135135135137,0.4333260822275397,0.25438115,0.32186338
Arhgap31,-2.7742217,-1.0959264,0.005533397337143823,0.04116345139785563,0.12837837837837837,0.20419113914872017,0.101947576,0.20653334
Slc39a11,-2.7815475,-0.45340836,0.005410039108089457,0.04034630886327053,0.26126126126126126,0.34866942208686824,0.17501459,0.23261185
Ldha,-2.7831647,-0.7897364,0.005383145506191343,0.04016804214144998,0.1373873873873874,0.21988978319193678,0.091987714,0.15406646
Bbx,-2.7841995,-0.3583787,0.005366000925016277,0.04006236311619543,0.4436936936936937,0.5217895729098687,0.39287034,0.48052508
Gm34237,-2.7866445,-1.1801292,0.005325686459599504,0.03980561757147112,0.0518018018018018,0.13073743745921254,0.03044381,0.06770126
Septin7,-2.7922292,-0.4111142,0.005234625917872953,0.039146784974463195,0.8018018018018018,0.7639402508882605,0.9218458,1.1029644
Sema3c,-2.7925959,-0.7841021,0.0052286979012618855,0.039124230745448865,0.24324324324324326,0.31709085635559425,0.1808471,0.29368368
Tspan18,-2.7988694,-0.8540416,0.0051281879181834114,0.03847931007025643,0.08783783783783784,0.1675367993619027,0.0685307,0.120638125
Tnxb,-2.7994518,-2.9498386,0.005118946033964081,0.038448505625736845,0.009009009009009009,0.08665071423392068,0.0055802315,0.042328246
Gm11639,-2.8057964,-3.1802187,0.005019241256019923,0.03774615520550107,0.009009009009009009,0.08672322529185701,0.005639441,0.049992077
Zfand5,-2.8066003,-0.45071438,0.005006730114754448,0.03767315547002297,0.4594594594594595,0.5340076861721412,0.3645299,0.47071162
Iqcm,-2.8069906,-1.5026678,0.0050006687000336844,0.03764863210140238,0.03153153153153153,0.11039808570807048,0.020555206,0.057182755
Prkd3,-2.8092878,-1.5538685,0.004965123300721161,0.037401980120655334,0.06306306306306306,0.14001885287506344,0.04644695,0.13066539
Mmp17,-2.8163507,-0.4464009,0.004857260479221969,0.036671702466056284,0.27702702702702703,0.36280907838445364,0.19366659,0.25555947
C2cd2l,-2.8337433,-0.60927725,0.004600625060849998,0.034871310404806614,0.14864864864864866,0.23475455006888551,0.09499568,0.14151837
Camta2,-2.835535,-0.514918,0.0045748995527919965,0.034715490252335765,0.28153153153153154,0.36875498513523314,0.18786025,0.25874728
Gm40578,-2.8381782,-2.3196895,0.004537185900529295,0.03446824573005998,0.02702702702702703,0.10546733376839969,0.015123246,0.07331807
Ncor2,-2.8400407,-0.45331797,0.0045107785669431764,0.034296723286294045,0.40540540540540543,0.4801682256544123,0.29038122,0.37934688
Arrdc3,-2.8419032,-0.83259106,0.004484510552035912,0.03410665115573308,0.13513513513513514,0.21800449568559205,0.089046724,0.15345618
Mapk11,-2.844218,-0.6988543,0.004452056370460846,0.03392704329956975,0.06981981981981981,0.15165687767384525,0.045017827,0.07208194
Soat1,-2.844972,-0.7952017,0.004441533035210956,0.03385645181733855,0.13513513513513514,0.21756942933797405,0.08214545,0.13851522
Sipa1l3,-2.8455248,-0.42314437,0.004433830254467503,0.03380732659975647,0.5180180180180181,0.5338626640562686,0.4165731,0.52643555
Spsb1,-2.8493772,-2.6177368,0.004380493137941562,0.033438593925139135,0.024774774774774775,0.10321949097237329,0.012995535,0.07722526
Sec14l2,-2.8522508,-0.6955593,0.004341084687293183,0.03315660760306078,0.11486486486486487,0.19926038720904937,0.0696304,0.11045503
Rab26,-2.8525789,-0.64358866,0.004336604848416883,0.0331318090068131,0.08558558558558559,0.17072728591110145,0.05553993,0.08546159
Bicc1,-2.853995,-0.5814158,0.0043173209603028975,0.033031439123957534,0.2747747747747748,0.35120730911464,0.20627019,0.29474512
Myo18a,-2.85908,-0.37795785,0.00424871524438125,0.032543608499579296,0.5315315315315315,0.5737074903922849,0.4303016,0.5299036
Gm11613,-2.8602035,-0.38778096,0.0042336921601990535,0.03244703603666531,0.18018018018018017,0.27293162207236604,0.120922595,0.15544373
Celf5,-2.868029,-0.3752174,0.004130374195923542,0.031722684935908185,0.5067567567567568,0.5417301138423609,0.39733914,0.49028048
Prrg1,-2.8719494,-1.057985,0.004079482517546006,0.03137255158742449,0.11711711711711711,0.19505474584874194,0.07552078,0.15128273
Me1,-2.8732119,-0.51696235,0.004063215872218094,0.03125640151345553,0.25675675675675674,0.3402943948952215,0.17193826,0.23779601
Tafa2,-2.8752637,-0.29645008,0.004036903375628083,0.031071782785198107,0.7837837837837838,0.726850844753825,1.4030008,1.5617399
Spef2,-2.8798933,-2.8221684,0.0039780970526404015,0.030645489622834744,0.013513513513513514,0.09335798709303168,0.008178884,0.056456175
Myh9,-2.8871188,-0.5381542,0.003887873058866373,0.030002053156731608,0.2635135135135135,0.34903197737654995,0.17682806,0.24754488
Slc25a25,-2.8874528,-0.5012453,0.0038837468055730124,0.02997882121969171,0.2072072072072072,0.2983467478790516,0.1324425,0.18269224
Cblb,-2.8900251,-0.37569392,0.003852111281973576,0.02976027318764519,0.5382882882882883,0.570734537016895,0.47582254,0.58254564
Cldn11,-2.8903236,-1.2577348,0.0038484538597604646,0.029749124054017168,0.14864864864864866,0.22485679066057573,0.10687474,0.23879269
Sertm1,-2.895589,-0.5867147,0.0037844762935110372,0.02928937490146288,0.1463963963963964,0.23192661880936843,0.09707001,0.14244702
Il18,-2.8979926,-1.3759167,0.00375559407252289,0.029081502227288204,0.0945945945945946,0.1738090058733957,0.058969177,0.14638947
Usp3,-2.898649,-0.44046965,0.0037477423124913168,0.029029067724601235,0.42342342342342343,0.48876078601986805,0.33221146,0.42836127
Slitrk1,-2.899193,-0.46628958,0.0037412458589133413,0.028987103872261093,0.28153153153153154,0.3690087738380103,0.18578559,0.24847065
Fbxl16,-2.9037902,-0.51909924,0.0036867512046008344,0.028589611794408203,0.26126126126126126,0.35450656225074323,0.17758729,0.24567965
Trpc5,-2.909094,-0.33381715,0.003624778080843084,0.028141516045146968,0.5202702702702703,0.5618881879486621,0.61152655,0.72405475
Meis1,-2.91378,-2.0595632,0.003570814698195328,0.02774661392148885,0.05405405405405406,0.13305779131317527,0.030137675,0.12004206
Slc16a1,-2.9143121,-1.4307476,0.0035647328012979665,0.027707367767103374,0.04954954954954955,0.13171633674135305,0.029929694,0.07872428
Xrcc4,-2.9143505,-0.37225774,0.0035642939182688716,0.027707367767103374,0.4527027027027027,0.5300920890435792,0.39862755,0.49100438
Tgfa,-2.9162457,-1.467439,0.0035427144792494073,0.02755216731039988,0.08333333333333333,0.16235225871945472,0.04584734,0.12198163
Efcab7,-2.9184039,-0.653643,0.0035182836438655725,0.02737008729318701,0.11261261261261261,0.1994779203828584,0.07231671,0.11152224
Kank1,-2.9193735,-1.8880582,0.0035073564972324064,0.02730088907318504,0.04954954954954955,0.12939598288739032,0.037937015,0.13375814
Wnt4,-2.9198022,-1.6719509,0.00350253574979365,0.027279169738247937,0.03153153153153153,0.11333478355449206,0.020733915,0.06462358
Gm46218,-2.9282842,-0.4283642,0.003408382954717276,0.026599840253631487,0.21396396396396397,0.3046914654484809,0.14138885,0.18596151
Ankrd27,-2.9283848,-0.3881272,0.0034072811153015243,0.026598966754256815,0.2545045045045045,0.3502284098324995,0.17546114,0.22394481
Diaph3,-2.928704,-1.3520191,0.0034037833054643596,0.026579383149615617,0.05855855855855856,0.14005510840403163,0.043082636,0.106502004
Fgf5,-2.9353442,-3.6100924,0.003331778758271839,0.026070150039244122,0.006756756756756757,0.08799216880574287,0.0033702073,0.04039553
Gm29865,-2.9411123,-2.524794,0.003270360487251112,0.025634360061971232,0.013513513513513514,0.0950257414255674,0.008397149,0.047387574
Lhpp,-2.9423392,-1.5053815,0.003257429895049688,0.025568793037317353,0.036036036036036036,0.1187731128997172,0.021785865,0.06065159
Mrtfa,-2.9429216,-0.27415422,0.0032513080769117552,0.025529704274289557,0.6621621621621622,0.6384236096004641,0.6121565,0.70365405
Gm33524,-2.9494317,-3.9489322,0.0031835903078989325,0.025034554162494678,0.006756756756756757,0.08824595750852005,0.00262772,0.039830845
Rskr,-2.9539106,-1.3020617,0.0031377488925184312,0.02473197792372257,0.033783783783783786,0.11728663621202233,0.025161307,0.060935315
Jun,-2.9583452,-1.2812362,0.0030929549683881273,0.024429071134799817,0.08783783783783784,0.17047349720832428,0.05635817,0.13182662
Rtn4rl2,-2.9589512,-3.6912994,0.0030868786304669217,0.02440259747003418,0.0045045045045045045,0.08643318106011166,0.0028315089,0.035974067
Tpd52,-2.9591997,-0.55519736,0.003084391959435481,0.02439011534727233,0.3400900900900901,0.4154883619752012,0.22356816,0.3134397
Ets2,-2.9611037,-0.7482466,0.00306538808268396,0.024261260024070103,0.10585585585585586,0.1935320136320789,0.07100184,0.11653893
Serinc2,-2.9614022,-3.5622516,0.003062417366362945,0.024244889403115005,0.009009009009009009,0.09078384453629179,0.0037538726,0.043467667
Gng12,-2.963924,-0.5017114,0.003037432578238869,0.024054174293332866,0.2905405405405405,0.3763686462185483,0.22885345,0.3105006
Fbxo32,-2.9702625,-2.070699,0.002975452556865273,0.023619028124954176,0.0472972972972973,0.12852585019215432,0.023439385,0.09497345
Matn4,-2.9720306,-2.0135646,0.002958372224575531,0.023511227942722424,0.033783783783783786,0.11616271481400914,0.023239603,0.09069525
Gm56681,-2.9736152,-1.0460756,0.002943138846884402,0.023397083081592863,0.060810810810810814,0.14585599303893843,0.033224847,0.06743299
1700047M11Rik,-2.9760928,-2.8679996,0.0029194658748533026,0.02322950786417182,0.03153153153153153,0.1125009063882242,0.017028714,0.1181235
Phldb1,-2.9816034,-1.1853312,0.0028674310154898084,0.022876446373578132,0.18693693693693694,0.26212747443985207,0.120739095,0.25606996
Pde8a,-2.986053,-1.7082202,0.002826037211339803,0.02257301422969694,0.08558558558558559,0.16496265680516278,0.06044787,0.18532565
Shisa4,-2.9871528,-0.748681,0.002815890111303025,0.02249865218278688,0.2072072072072072,0.2906605757378,0.13195698,0.21270186
