names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SST (for_DEGs),mean_expr_Rest (for_DEGs)
Arfgef3,7.9460597,0.60010093,1.9253776865648265e-15,6.316837416116836e-14,0.8626126126126126,0.6636937132912769,1.0693406,0.8163904
Hook3,7.9452143,0.52873933,1.9385568115908807e-15,6.352319698469142e-14,0.8243243243243243,0.6739902835182365,0.9620872,0.7518634
Gapvd1,7.9440227,0.5452676,1.9572783145748576e-15,6.405854849284583e-14,0.8671171171171171,0.6802987455586977,1.0068071,0.78399163
Pakap,7.9244037,0.60490495,2.2924361025826826e-15,7.475456077232606e-14,0.8468468468468469,0.6606845043869191,1.1137276,0.852318
Rufy3,7.908019,0.5135401,2.6151645557470584e-15,8.51751171065739e-14,0.8400900900900901,0.6827278659995649,0.9915793,0.78284746
Dnaaf9,7.9073305,0.5287163,2.629670991814674e-15,8.554389776036356e-14,0.9572072072072072,0.7975491262417519,1.5978217,1.3171223
Zfp385a,7.905725,1.5395325,2.6637860499815207e-15,8.654888895163659e-14,0.3536036036036036,0.15658762961351605,0.24016716,0.089275636
Atp1a3,7.895339,0.44071442,2.895270196488974e-15,9.384307621189231e-14,0.8490990990990991,0.7033210064534842,1.0516865,0.8638251
Ttc17,7.8862953,0.6149571,3.112893808293466e-15,1.0077524895041618e-13,0.7072072072072072,0.5734174461605395,0.72027713,0.5240558
Zranb2,7.8800573,0.56015563,3.2723104265050997e-15,1.055545992319232e-13,0.8130630630630631,0.6478137916032195,0.91471386,0.70045805
Tenm2,7.8754573,0.700774,3.394994378468987e-15,1.0938069418400682e-13,0.9977477477477478,0.9388369226307012,3.8354776,3.3631523
Npas1,7.8727903,2.9786046,3.4681752071594345e-15,1.1160463211541797e-13,0.25900900900900903,0.04535566673917772,0.22783753,0.031947244
Mir124-2hg,7.8678737,0.83064616,3.6071912412673326e-15,1.156625640248845e-13,0.5585585585585585,0.3841998404756725,0.47434503,0.29362524
Zfp961,7.8603406,0.9604558,3.830896397005752e-15,1.225430787946959e-13,0.5202702702702703,0.35987238053803206,0.41521242,0.23467478
Aak1,7.855847,0.58551246,3.970793837373401e-15,1.2686709917981365e-13,0.9481981981981982,0.7709375679791168,1.5464659,1.241931
Daam1,7.851525,0.4957052,4.110093828134622e-15,1.3116178285270463e-13,0.8063063063063063,0.6317525922703212,0.8774876,0.69131625
Cyth3,7.8505726,0.7929006,4.141414663687702e-15,1.3200452196119637e-13,0.5900900900900901,0.4393807555652237,0.53046674,0.33923247
Bcat1,7.8362103,1.4313688,4.6434745136640235e-15,1.4783194334378237e-13,0.39864864864864863,0.2169530853455152,0.30662072,0.124908775
Phtf2,7.8219695,0.76111174,5.2003296293916785e-15,1.645852263153762e-13,0.6171171171171171,0.4733159306794286,0.575257,0.37761968
Rps6kc1,7.8075686,0.6719475,5.830178621296213e-15,1.8408566340097442e-13,0.6418918918918919,0.48567906605757377,0.5609919,0.3867957
Large1,7.8011384,0.6742133,6.135124489794033e-15,1.9326001763278508e-13,0.9932432432432432,0.8419621492277573,2.3410263,1.9294372
Chd2,7.79315,0.54449373,6.5358959172770655e-15,2.056434699030852e-13,0.8378378378378378,0.680371256616634,1.0355537,0.8089591
Rnpc3,7.792878,0.841901,6.549985958569898e-15,2.0584575755178147e-13,0.5472972972972973,0.390363280400261,0.4386749,0.26789695
Macf1,7.785153,0.44010073,6.962898201359768e-15,2.1856667601698244e-13,0.972972972972973,0.8755347690522804,2.0781562,1.8167793
Brinp3,7.7794323,0.806538,7.285080864815073e-15,2.2841321217920773e-13,0.7837837837837838,0.6275469509100138,1.4908444,1.087653
Trp53bp1,7.7708025,0.61473495,7.799053449938383e-15,2.4424308414900273e-13,0.7027027027027027,0.5379232833007034,0.6361822,0.4578846
Phka1,7.7679434,0.91988045,7.977066038865212e-15,2.495270831947709e-13,0.44594594594594594,0.24867667319266187,0.35697183,0.20436603
Acsl1,7.765738,0.9271489,8.117122195799145e-15,2.5361287604781747e-13,0.5427927927927928,0.39203103473279677,0.47312853,0.276245
Masp1,7.7519345,2.074335,9.050316965200362e-15,2.82113708648415e-13,0.29504504504504503,0.08955115655137408,0.20739625,0.053279094
Pcdh7,7.745575,0.7705204,9.515021035190238e-15,2.959127490920853e-13,0.9099099099099099,0.7824305706620259,2.127284,1.6739578
Snx8,7.735331,2.3823154,1.0313438633035714e-14,3.20372365398462e-13,0.2702702702702703,0.06134435501413966,0.18353909,0.03791279
Ralgapb,7.7276797,0.55547214,1.0952441577795134e-14,3.3982922077985597e-13,0.75,0.6107968965267203,0.7954753,0.6027104
Laptm4b,7.707665,1.3916616,1.2814083412573063e-14,3.966756005712422e-13,0.38513513513513514,0.1987890653324632,0.2993431,0.12487083
Acbd6,7.707399,0.5678609,1.284081912964984e-14,3.970458112930854e-13,0.7522522522522522,0.5991226161989703,0.7819195,0.5877131
Supt3,7.688386,0.605682,1.4900287318689642e-14,4.586147998318336e-13,0.7274774774774775,0.5650061634399246,0.74714434,0.5481679
1500004A13Rik,7.683632,0.5937747,1.546405820968668e-14,4.754224760804132e-13,0.7815315315315315,0.6182292799651947,0.8596349,0.64325756
Hdx,7.6834636,0.8396422,1.5484423095918073e-14,4.755045126712213e-13,0.5563063063063063,0.40388659270538757,0.47375023,0.29164293
Lurap1l,7.6791945,0.9349032,1.6009226118344235e-14,4.904993224628387e-13,0.5382882882882883,0.3800667101733014,0.50141937,0.29308438
Slc25a12,7.678257,0.5390663,1.6126757185907612e-14,4.93537546224758e-13,0.8175675675675675,0.6537959538829672,0.9276153,0.71877563
Siah3,7.676711,1.9246248,1.6322523164626322e-14,4.989604066365294e-13,0.34684684684684686,0.16557900079762164,0.3151863,0.09312309
Prdm2,7.6677117,0.6449767,1.7509213653203603e-14,5.340210792980486e-13,0.6396396396396397,0.4941266043071568,0.5709336,0.4003618
Phf20l1,7.654629,0.5810074,1.9387065839568157e-14,5.906241032984085e-13,0.9346846846846847,0.7713363787977666,1.4985719,1.2009369
Acyp2,7.6502743,0.5810533,2.005507705967456e-14,6.102830357796777e-13,0.7680180180180181,0.5963671959973896,0.85338694,0.64229137
Bpnt2,7.63985,0.6897077,2.1747478560731774e-14,6.610347838539172e-13,0.581081081081081,0.43147705025016314,0.49927148,0.33750707
Fbxl2,7.634626,0.76563776,2.2647675788950503e-14,6.876192637842938e-13,0.5833333333333334,0.4282140526430281,0.4747992,0.30560026
Lpgat1,7.631794,0.5274695,2.3150948849641465e-14,7.021060898305487e-13,0.7837837837837838,0.6537234428250308,0.9456413,0.7382707
Immp2l,7.6143537,0.6086661,2.6501390923172577e-14,8.028098918891174e-13,0.8400900900900901,0.6660503226742078,1.1919235,0.9178944
Ecpas,7.6095734,0.51322,2.750023690053442e-14,8.293281318937822e-13,0.9121621621621622,0.7497280835327388,1.3260385,1.077758
Pstpip2,7.5937653,1.1895578,3.1074118130346703e-14,9.33961469980331e-13,0.4166666666666667,0.23359437314190415,0.395487,0.19284022
Acer3,7.584606,0.5892148,3.3349840865309436e-14,1.0012404737998487e-12,0.6869369369369369,0.5437241679356102,0.67097205,0.49197805
L3mbtl4,7.5799084,2.8778162,3.45798933942388e-14,1.0370108655169603e-12,0.27927927927927926,0.08418533826408528,0.34899995,0.05526456
Fbxo3,7.5718346,0.7698098,3.679903434293511e-14,1.1023300477086582e-12,0.5495495495495496,0.39986222898992096,0.43662962,0.27846217
Prepl,7.559923,0.5636752,4.033082008402587e-14,1.2054384156371247e-12,0.7162162162162162,0.5578275687042274,0.68367183,0.50911504
Kcna6,7.5557985,0.9948323,4.16297191453376e-14,1.2414989494286584e-12,0.4527027027027027,0.28185048219853526,0.3594002,0.1963986
Zkscan2,7.5552163,0.9590113,4.1816431768414234e-14,1.2456846137663976e-12,0.4864864864864865,0.33456602131825103,0.3692367,0.20681138
2610316D01Rik,7.554161,1.1666884,4.215688972169704e-14,1.254435910101882e-12,0.4594594594594595,0.2941411065187441,0.43826517,0.21913604
Whrn,7.5516715,1.7038743,4.297070706851907e-14,1.2744182107407366e-12,0.32882882882882886,0.13574070045681966,0.2772344,0.093550965
Usp33,7.541374,0.5647953,4.6504423548305594e-14,1.3761826660164882e-12,0.7207207207207207,0.5722572692335581,0.70689934,0.5275486
Samd5,7.5396566,0.7118693,4.712106273751918e-14,1.3928965409869529e-12,0.6824324324324325,0.4799506924806033,0.8109531,0.5671257
Pou6f2,7.5266304,1.9259348,5.2066415400383337e-14,1.5357020656512627e-12,0.35135135135135137,0.17464288303966355,0.43262506,0.13317786
Ppfia4,7.5211406,1.1133416,5.43004709168877e-14,1.5980872437423576e-12,0.43243243243243246,0.26484663911246464,0.3146562,0.15779382
N4bp2l2,7.518116,0.523149,5.557117251011405e-14,1.6336951918454755e-12,0.8333333333333334,0.682764121528533,0.9856375,0.77412546
Apex2,7.5150504,0.6238014,5.688909386722261e-14,1.670611969630898e-12,0.6779279279279279,0.5231672830106592,0.62385577,0.44601136
Rps6ka5,7.5145,0.7141119,5.712870965542366e-14,1.6758170616170674e-12,0.6734234234234234,0.5291131897614386,0.76502764,0.53088564
C130071C03Rik,7.510249,0.6225931,5.901501798453537e-14,1.7276516796322051e-12,0.9481981981981982,0.7727503444275252,1.6898797,1.3532609
Tmem241,7.510228,1.2160304,5.902434841467675e-14,1.7276516796322051e-12,0.4009009009009009,0.22148502646653614,0.2915862,0.1360453
Arl4c,7.5085697,1.7566706,5.977685042363639e-14,1.7477736353461477e-12,0.29504504504504503,0.09361177579580886,0.19817847,0.062845275
Sgsm1,7.5065536,0.727803,6.070436795919633e-14,1.7729634424604405e-12,0.5900900900900901,0.4290841853382641,0.49348816,0.32588175
Itfg1,7.5022163,0.51988184,6.274769553345266e-14,1.8306520944450303e-12,0.7927927927927928,0.6327677470814299,0.8551815,0.6641236
Timp2,7.4989524,0.72971606,6.432986092934232e-14,1.872744705494505e-12,0.545045045045045,0.3902182582843884,0.4901114,0.32310504
Gaa,7.490914,0.96110463,6.839567561683186e-14,1.988952168640987e-12,0.4391891891891892,0.26890725835689944,0.34327146,0.19092725
Slc9a7,7.4848266,0.6287495,7.164165794386652e-14,2.0788459491918937e-12,0.6801801801801802,0.5355666739177725,0.6622357,0.47459638
Galk2,7.477226,0.96793205,7.590803258794293e-14,2.197897452196149e-12,0.47072072072072074,0.30911463998259736,0.3602345,0.20024867
Rufy2,7.470287,0.64746976,8.002017762261624e-14,2.314469507771473e-12,0.6463963963963963,0.5036255528968168,0.57498795,0.4028669
Sorbs1,7.467916,0.6397328,8.147493883819353e-14,2.3540124801959784e-12,0.954954954954955,0.7456312087593358,1.5500882,1.218585
Agbl4,7.465988,0.82843655,8.267674384415086e-14,2.3861698250186184e-12,0.9774774774774775,0.7483866289609166,2.0822191,1.6002944
Zbed5-ps,7.456427,0.9540688,8.890023542814535e-14,2.560288666617648e-12,0.46396396396396394,0.29182075266478136,0.35896617,0.20123254
Tm6sf1,7.4555936,1.5656326,8.94642483710454e-14,2.573773397997848e-12,0.33783783783783783,0.15133057791313176,0.25814512,0.09485541
Gm48893,7.450192,1.9056256,9.320448850483518e-14,2.6756459467146594e-12,0.3153153153153153,0.12790950619969546,0.22785076,0.066067845
Ccnc,7.4477797,0.69358015,9.492425889132422e-14,2.7221076162325316e-12,0.5968468468468469,0.45478935537669496,0.49808225,0.33587492
Nmt2,7.4319954,0.5794318,1.0697171644688621e-13,3.064317719539267e-12,0.7387387387387387,0.5759553331883113,0.7604851,0.56671
Crppa,7.425234,0.7257378,1.1258087452726638e-13,3.211303713957163e-12,0.6013513513513513,0.46153288376477414,0.57685554,0.38656595
Igsf3,7.421083,1.475114,1.1616651461418757e-13,3.3100681311593e-12,0.34459459459459457,0.154412297875426,0.24047828,0.09329772
D3Ertd751e,7.4128256,1.1897897,1.2363638134983038e-13,3.5117437281923277e-12,0.42117117117117114,0.25502139076209124,0.32647285,0.15635455
Gm9801,7.409701,0.603355,1.2658476987031143e-13,3.591692467175574e-12,0.7027027027027027,0.5509390182002756,0.67614347,0.49227077
Nktr,7.4083114,0.52135324,1.2791787417071916e-13,3.6218685763616687e-12,0.8918918918918919,0.7400841128272061,1.2794174,1.0323527
Dennd4c,7.3956666,0.7512742,1.407007153115822e-13,3.97542399623787e-12,0.5540540540540541,0.39540279892683633,0.4651235,0.30145168
Ubr5,7.3802075,0.52339727,1.5804322314345912e-13,4.4467239851986875e-12,0.9279279279279279,0.7519759263287651,1.301443,1.051101
Tox,7.3790603,0.9224762,1.5941070179189808e-13,4.480507904966843e-12,0.5855855855855856,0.4103400768617214,0.90677196,0.5759991
Tnks,7.3770027,0.54872406,1.6189289666729324e-13,4.540774669572202e-12,0.777027027027027,0.6317525922703212,0.84648526,0.6472097
Crtc3,7.3553495,0.6417835,1.9042799067317595e-13,5.318919032628106e-12,0.6509009009009009,0.5008338771662678,0.58652085,0.41295466
Firre,7.3383737,0.70184875,2.1620461385657289e-13,6.032625103142382e-12,0.5743243243243243,0.4230295120005801,0.46045056,0.3071306
Slc25a26,7.3350744,0.85840946,2.215982913619512e-13,6.170306827871117e-12,0.5427927927927928,0.41153650931767094,0.46778855,0.28441438
Ptpn9,7.328724,0.5458056,2.323543128603588e-13,6.463105990225509e-12,0.7274774774774775,0.5739975346240301,0.7375106,0.5579903
Dclk2,7.3100305,0.5681371,2.6708176372783114e-13,7.398440197285383e-12,0.7184684684684685,0.5639184975708795,0.7268959,0.54278374
Phf8,7.302249,0.67640334,2.8299656528883847e-13,7.831223181576817e-12,0.6036036036036037,0.4589587412080342,0.51398903,0.35097608
Magi1,7.2909527,0.6055058,3.077709590790826e-13,8.499286403345272e-12,0.9391891891891891,0.7444710318323544,1.4768075,1.1696225
Vps13b,7.284422,0.5700008,3.2305260956239616e-13,8.90299858352983e-12,0.963963963963964,0.7988543252846059,1.7044762,1.3938308
Lmbrd2,7.2815247,0.5565436,3.3006850980505735e-13,9.0870295680962e-12,0.6666666666666666,0.5184540642447973,0.59054345,0.43652704
Tcaf1,7.278308,0.5284439,3.380329457710104e-13,9.29677098553434e-12,0.8423423423423423,0.6626785584801682,0.97362417,0.7618463
Copg2,7.277273,0.5678036,3.406349323765662e-13,9.358753203433878e-12,0.7252252252252253,0.5811761293597274,0.75428367,0.5651465
Ptpn5,7.2657757,0.66727436,3.709037168188281e-13,1.017996207448612e-11,0.5990990990990991,0.4401421216735552,0.5012825,0.34346938
Pkn2,7.2477355,0.54368055,4.23797153355739e-13,1.159616039782964e-11,0.7252252252252253,0.5845478935537669,0.7194035,0.5437883
Samd12,7.2447495,0.6972315,4.33239148053185e-13,1.1842457688900386e-11,0.972972972972973,0.746102530635922,1.747398,1.366903
Nrg3,7.243957,0.6906264,4.3577903195408916e-13,1.1899779053461764e-11,1.0,0.9468493945326663,4.0712714,3.6029916
Gm27008,7.226316,2.2328746,4.962716733228854e-13,1.3524158075239279e-11,0.28378378378378377,0.0982887390327025,0.21433553,0.049600873
Zzef1,7.2246695,0.5321191,5.023222632523115e-13,1.367517650819616e-11,0.7815315315315315,0.6188093684286854,0.80399877,0.6171721
A330102I10Rik,7.2202024,0.8162174,5.19103099905531e-13,1.4117712848645363e-11,0.5608108108108109,0.414364440577188,0.5367518,0.33895567
Zfp398,7.2169266,0.7053175,5.317568872669006e-13,1.4447227058505179e-11,0.5968468468468469,0.45972010731636576,0.5113294,0.34315494
Atp2c1,7.212424,0.5655295,5.496455851449211e-13,1.4918158457418214e-11,0.8536036036036037,0.7150315423102023,1.1864116,0.9311548
Ric8b,7.192642,0.6563139,6.354923560312447e-13,1.7178752119275195e-11,0.6081081081081081,0.48067580305996666,0.54267323,0.37652946
Bach1,7.1899223,1.6407424,6.482812300209766e-13,1.750685090518959e-11,0.3063063063063063,0.11928069030527155,0.21610655,0.07451538
Kif16b,7.1897364,0.5979079,6.491661744485883e-13,1.751314769822647e-11,0.6576576576576577,0.5124719019650497,0.61286503,0.44389868
Pitpna,7.1834655,0.5025189,6.796613139208881e-13,1.8317451860636175e-11,0.7274774774774775,0.5790370531506055,0.7061869,0.5448802
Dhx57,7.166271,0.5971753,7.706813681253507e-13,2.074970777708234e-11,0.6396396396396397,0.4972808353273874,0.55630994,0.400095
Ahi1,7.158812,0.61295545,8.137923667522267e-13,2.186660089463233e-11,0.9481981981981982,0.754767602059314,1.626063,1.3002565
Htr2a,7.1549745,1.6426034,8.36884875817513e-13,2.2442212188838894e-11,0.3310810810810811,0.15038793415995938,0.27477992,0.09647786
Epb41l5,7.1507587,1.4996852,8.629963174703081e-13,2.309632574743743e-11,0.34234234234234234,0.16358494670437243,0.2702284,0.10410668
Retreg1,7.1484466,0.57202184,8.776532681548433e-13,2.346521722917477e-11,0.5788288288288288,0.419548981219636,0.49591818,0.3589749
Suco,7.1358166,0.60587615,9.621408536922043e-13,2.567301364320708e-11,0.6103603603603603,0.45761728663621204,0.49975538,0.3548671
Smyd3,7.1355505,0.5283807,9.64004017863165e-13,2.5697210277761157e-11,0.9076576576576577,0.7233703139728809,1.3006779,1.0481732
Cd99l2,7.134123,0.83298796,9.740636538396808e-13,2.5939633675591895e-11,0.4954954954954955,0.3513523312305126,0.38435563,0.23356454
Smc5,7.121753,0.6259816,1.0656286331375385e-12,2.8349941952876887e-11,0.6126126126126126,0.4712131099992749,0.52680504,0.3711363
Prkar1b,7.115462,0.5827547,1.1153876565595388e-12,2.961508530805811e-11,0.6148648648648649,0.48270611268218405,0.54745245,0.39651796
Prpf4b,7.113818,0.47359815,1.1287599025727988e-12,2.994055141375233e-11,0.7905405405405406,0.6514030889710681,0.8642436,0.687602
Ppargc1a,7.1136613,0.69757503,1.130042777868021e-12,2.994501917289322e-11,0.6148648648648649,0.47269958668696976,0.61166614,0.41878352
Dvl1,7.1081004,0.99834764,1.1765109582412583e-12,3.1145664480731634e-11,0.4527027027027027,0.3004133130302371,0.34607378,0.18813056
Tiam1,7.106918,0.5596735,1.1866316638493577e-12,3.135584010099478e-11,0.8130630630630631,0.5986512943223842,0.9461011,0.7270693
Sesn3,7.1068997,0.6288466,1.1867841229144657e-12,3.135584010099478e-11,0.6148648648648649,0.4605539844826336,0.54978806,0.38794684
Zmym4,7.1023293,0.5011143,1.2267151107101716e-12,3.237901279448164e-11,0.9256756756756757,0.7561453121601044,1.3088765,1.0678568
Arl5a,7.101945,0.9092344,1.2301322941781149e-12,3.2437345186031355e-11,0.47072072072072074,0.3190486549198753,0.35911298,0.20706065
Mcc,7.0971675,0.9309933,1.273398210553925e-12,3.3446930515722345e-11,0.4797297297297297,0.31194257124211444,0.47391963,0.27610832
Schip1,7.094959,0.62938684,1.293899278727039e-12,3.3952220331440956e-11,0.918918918918919,0.8308679573634979,2.3520215,1.9664979
Gprasp1,7.093386,0.45125294,1.3086968735091502e-12,3.430700974750328e-11,0.9031531531531531,0.7490392284823436,1.2186586,1.0089378
Mta3,7.0897617,0.56111896,1.343433250139004e-12,3.5183285995355787e-11,0.6576576576576577,0.5074686389674425,0.57495666,0.42308876
Senp7,7.085806,0.5018413,1.3823756107510131e-12,3.6167899377682304e-11,0.8333333333333334,0.6696396200420565,0.9484887,0.7500354
Il34,7.077989,1.44804,1.4626134976385825e-12,3.819283253794822e-11,0.3738738738738739,0.2181857733304329,0.30439055,0.12257771
Zfp704,7.076925,0.5293321,1.4738860024711952e-12,3.844982221980681e-11,0.7477477477477478,0.5995214270176202,0.7799056,0.5979972
Arrb1,7.07466,0.9136291,1.4981557764279471e-12,3.904504918779722e-11,0.4572072072072072,0.3084620404611703,0.3519153,0.20204698
Scmh1,7.068939,0.47962955,1.5612236662734372e-12,4.0649302241053543e-11,0.8490990990990991,0.6977739105213545,1.0478402,0.84493154
Nlk,7.0677185,0.5500205,1.5750181958583261e-12,4.096876952827998e-11,0.9301801801801802,0.7519759263287651,1.4332111,1.1569657
Pnpla8,7.0667515,0.574108,1.5860250133690912e-12,4.121517612110975e-11,0.6734234234234234,0.5435066347618012,0.6493115,0.4787681
Tubb3,7.06355,0.74645805,1.6230203503778415e-12,4.209513206047548e-11,0.5022522522522522,0.34990211007178595,0.4002307,0.25724682
Gnas,7.0568447,0.3739198,1.7032594463647093e-12,4.4133636763567734e-11,0.8378378378378378,0.7085418026249003,1.029955,0.8711919
Fsd1l,7.0544944,0.66639596,1.7322965891343286e-12,4.479962401351242e-11,0.6058558558558559,0.45859618591835255,0.5092243,0.34950992
Mtss2,7.0521026,1.0235941,1.7623434918658439e-12,4.553285541003387e-11,0.38963963963963966,0.21238488869552608,0.27954328,0.14725256
Syngr3,7.043097,0.9783198,1.8801301699918686e-12,4.848281925881143e-11,0.4166666666666667,0.2561815676890726,0.30421394,0.16591376
Spock2,7.0408,0.4640264,1.911391716783929e-12,4.924170223392538e-11,0.713963963963964,0.5667464288303966,0.6879118,0.5408064
Mafg,7.038266,0.8823753,1.9464634302152487e-12,5.009719575659361e-11,0.48423423423423423,0.33982307301863535,0.37032187,0.21763813
Bmerb1,7.031691,0.50807345,2.0404492938239604e-12,5.236568531523382e-11,0.7454954954954955,0.5923065767529548,0.7650773,0.5922469
Zmynd8,7.0313954,0.520213,2.044778250800805e-12,5.2426709541047355e-11,0.8378378378378378,0.6841780871582916,1.057153,0.83706987
Hectd4,7.028986,0.50496167,2.0803967740813635e-12,5.328909563352358e-11,0.8806306306306306,0.6984265100427816,1.0829744,0.8656528
Psmd1,7.0288234,0.4716995,2.0828222786388724e-12,5.3300413930501435e-11,0.7207207207207207,0.5740700456819665,0.6808693,0.532694
Adcyap1r1,7.0137043,0.9531371,2.3208962481757442e-12,5.933632938961204e-11,0.4572072072072072,0.2984555144659561,0.35671413,0.1999895
Arfgef2,7.013172,0.585382,2.3297448302950817e-12,5.95059349715103e-11,0.6373873873873874,0.49974621129722285,0.5679436,0.41185015
Ubr1,7.011413,0.516938,2.359230415077678e-12,6.020182455188719e-11,0.7274774774774775,0.5901312450148648,0.72881854,0.55939376
Agps,7.009793,0.5340889,2.386710484098791e-12,6.084526632612384e-11,0.6621621621621622,0.5250163149880357,0.6177413,0.46390653
Ncoa7,7.003552,0.5235408,2.495533571795611e-12,6.343896601149296e-11,0.8243243243243243,0.6586541947647017,0.9907221,0.77835524
Nfyc,7.0004005,0.5951438,2.5523207892345984e-12,6.476001851438494e-11,0.6463963963963963,0.5162787325067073,0.60428303,0.43786922
Nbas,6.9993834,0.4747897,2.5709151516967944e-12,6.51702737038612e-11,0.7635135135135135,0.6237763758973244,0.8268169,0.655127
Dtd1,6.9757614,0.58216053,3.042185248252661e-12,7.682661430502726e-11,0.6801801801801802,0.5332100645348415,0.6560694,0.48201603
Pcca,6.975247,0.5121029,3.053337972590626e-12,7.703586039766208e-11,0.8400900900900901,0.6755492712638678,1.0074006,0.79706514
Cep120,6.960199,0.67163616,3.397928941132291e-12,8.556921335353764e-11,0.581081081081081,0.44373141904140384,0.48666006,0.33185288
Npffr1,6.944917,3.555889,3.786828916830886e-12,9.527349531390065e-11,0.21621621621621623,0.027082880139221232,0.170507,0.015683899
Camk1g,6.941768,2.0081658,3.872216731535865e-12,9.733064880857691e-11,0.28378378378378377,0.10680878834022188,0.18729214,0.049936417
Anapc1,6.937751,0.5790574,3.983921891504766e-12,1.0004484226610567e-10,0.6283783783783784,0.5018127764484084,0.5538259,0.40231764
Dhtkd1,6.9331975,1.12866,4.114325621046558e-12,1.032230900443707e-10,0.40540540540540543,0.25114204916249727,0.29839787,0.14757147
Cept1,6.931474,0.6150788,4.164777007759243e-12,1.0439137891650267e-10,0.6058558558558559,0.46367195997389604,0.51320064,0.36315024
Pacs1,6.9288044,0.51401824,4.244119918406209e-12,1.0628098994182183e-10,0.7905405405405406,0.6163077369298818,0.8519916,0.6633995
Gm38505,6.9224095,3.090659,4.440248919080153e-12,1.1098557065644996e-10,0.22522522522522523,0.03640055108404032,0.18722804,0.023882708
Atp6v0a1,6.9059544,0.45927918,4.986709324550054e-12,1.2441307293468892e-10,0.8918918918918919,0.7388876803712566,1.2117614,0.9992021
9330159M07Rik,6.896118,2.010525,5.344276048506448e-12,1.3308683727837653e-10,0.268018018018018,0.08592560365455731,0.17736897,0.047041204
Tshz3,6.8939805,0.9194583,5.42524152794361e-12,1.3497799986652297e-10,0.5202702702702703,0.3849249510550359,0.59988266,0.360849
Flywch1,6.8836274,0.56285405,5.834744872365565e-12,1.4476416871695544e-10,0.5833333333333334,0.4530128344572547,0.49050257,0.3567018
Cspp1,6.881247,0.49460512,5.933075919939878e-12,1.4706803502655397e-10,0.8400900900900901,0.6793561018055253,1.0138172,0.80933154
Vegfc,6.879071,1.5159422,6.024398765908722e-12,1.4919409662669803e-10,0.3490990990990991,0.18642592995431803,0.30984357,0.11956221
Prpf6,6.876088,0.65248376,6.151837772461195e-12,1.5214868402337352e-10,0.5540540540540541,0.4220868682474077,0.4461458,0.30580184
Pals2,6.876014,0.5553528,6.155028639129401e-12,1.5214868402337352e-10,0.7252252252252253,0.5877746356319339,0.8279525,0.6296218
Marchf4,6.874758,0.8936955,6.2095222056683715e-12,1.5335465226682827e-10,0.48873873873873874,0.3435573925023566,0.389113,0.2279497
Pacrg,6.8647532,0.586519,6.660623982939626e-12,1.641935471757686e-10,0.6846846846846847,0.5461895439054456,0.7370673,0.54566073
Cacnb4,6.8580866,0.61363494,6.9788960014678164e-12,1.7188170078775455e-10,0.954954954954955,0.7650279167573055,1.707329,1.3737769
Mef2a,6.8513727,0.41924307,7.31447623130314e-12,1.799816633105452e-10,0.8986486486486487,0.745884997462113,1.2262052,1.029955
Galnt1,6.8400407,0.62134415,7.917078463435614e-12,1.9427570622147486e-10,0.5653153153153153,0.4243709665724023,0.47820684,0.33547562
Hacd1,6.8228664,0.79650456,8.924151861653832e-12,2.183897636818201e-10,0.5225225225225225,0.388840548183598,0.4392946,0.2758022
Cdin1,6.808383,0.7121104,9.870178327509901e-12,2.4110153787290093e-10,0.5585585585585585,0.4240446668116888,0.48673823,0.32406566
1700025G04Rik,6.808067,0.5208558,9.891900290024508e-12,2.414126801025963e-10,0.795045045045045,0.6156551374084548,0.84741193,0.65724194
Htt,6.80035,0.47704995,1.0436498665315826e-11,2.5447252190293666e-10,0.777027027027027,0.6217098107461387,0.7947168,0.62703943
Xrn1,6.7987275,0.46327043,1.0554736333619123e-11,2.571221806748376e-10,0.8423423423423423,0.6726850844753824,0.93058646,0.7486397
Rnf11,6.7974353,0.64081943,1.064978975651253e-11,2.592027633672932e-10,0.5247747747747747,0.38238706402726413,0.40834737,0.28024295
Slc30a9,6.790532,0.5515323,1.1172071459525522e-11,2.71668380196788e-10,0.6441441441441441,0.512761946196795,0.57472503,0.42520142
Man2a1,6.786857,0.7216945,1.1460249507940735e-11,2.784239640853233e-10,0.5990990990990991,0.4703067217750707,0.65094244,0.44228998
Eif2ak4,6.7797174,0.6567667,1.2041112093377864e-11,2.9227161874350784e-10,0.5743243243243243,0.45265027916757306,0.5013997,0.34567794
Rbm28,6.7772813,0.5871954,1.2245825751551447e-11,2.96972326664429e-10,0.6126126126126126,0.49477920382858387,0.54778236,0.3957679
Zdhhc2,6.7736716,0.5800762,1.255545231441131e-11,3.039324357551639e-10,0.6373873873873874,0.475128707127837,0.5798411,0.42239767
Ube2o,6.771147,0.70796144,1.2776557357212588e-11,3.0900638720819285e-10,0.5405405405405406,0.4150532956275832,0.44152096,0.29252428
Eea1,6.7640867,0.53063977,1.3415263037211865e-11,3.235799980340061e-10,0.6756756756756757,0.541295047494743,0.6397915,0.48261964
Klhdc10,6.7617455,0.4837068,1.3633921837515261e-11,3.285591746852332e-10,0.8400900900900901,0.6756942933797404,0.99137175,0.7939447
Fam219a,6.756477,0.5444851,1.413874559491121e-11,3.404194391893048e-10,0.6959459459459459,0.5559785367268508,0.6720441,0.50500953
