names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_1 (for_DEGs),mean_expr_Rest (for_DEGs)
Ppp3ca,2.9841821,-0.4826053,0.002843374213649197,0.005923053346829516,0.743831438868866,0.9687128875056309,2.3143935,2.6204102
Ptger1,-2.2315495,-2.536422,0.0256447473274064,0.049810203895287695,0.0008317161075686166,0.023833899832097955,0.0020007363,0.011551885
Mns1,-2.2333598,-0.98999405,0.0255252333560746,0.04958165403583637,0.0033268644302744664,0.026413858061345673,0.0071939914,0.014238215
Ecm1,-2.2334125,-0.2946574,0.025521746908092748,0.04957846583432996,0.0038813418353202105,0.02698718211228961,0.009574172,0.011730937
Gm56728,-2.2360759,-2.1036496,0.025346793798612707,0.04924572302015354,0.0013861935126143609,0.02444817560096646,0.00243419,0.010420305
Fcgr3,-2.2368069,-0.4375362,0.025298964937747973,0.049156351715763116,0.010257831993346272,0.03358040869814489,0.023388678,0.031545535
Zbtb12,-2.2368917,-1.3355529,0.02529341521876798,0.04914912257219378,0.00249514832270585,0.025594823702854336,0.0050498643,0.012695761
Rfc4,-2.237304,-0.6581886,0.025266474425723176,0.049100323122816356,0.0036041031327973387,0.02674147180474221,0.00824268,0.0129769705
Sp9,-2.2373426,-0.53806114,0.02526395449983935,0.04909897710188654,0.0038813418353202105,0.027028133830214178,0.009119671,0.013214816
Gins3,-2.237572,-1.6526912,0.025248983427331007,0.049073431080823446,0.0022179096201829776,0.025308161677382365,0.0043100156,0.013489398
Pou5f1,-2.238669,-23.13686,0.02517747317424513,0.04893798496759018,0.0,0.023055817191531186,0.0,0.009181083
Ctsh,-2.2391815,-0.5109509,0.02514411396374693,0.048876679606878394,0.009426115885777655,0.03276137433965355,0.023006428,0.032625888
Loxhd1,-2.2392333,-2.989568,0.025140744302656535,0.04887366512895247,0.0005544774050457444,0.023629141242475123,0.0011267302,0.008914106
4933411O13Rik,-2.2394867,-2.452755,0.025124260108464618,0.04884515368746431,0.0008317161075686166,0.02391580326794709,0.0019051809,0.01038594
5830408C22Rik,-2.2406266,-1.5020112,0.025050268438524925,0.048708351757953884,0.0022179096201829776,0.025349113395306933,0.0054235295,0.0152857825
Gm43463,-2.2432008,-2.834549,0.024883872674506674,0.04838830936199119,0.0005544774050457444,0.023670092960399687,0.0014810872,0.010517221
Pla2g4b,-2.2432184,-3.0921562,0.024882735799282935,0.04838830936199119,0.0005544774050457444,0.023670092960399687,0.0012373741,0.010503141
1700026F02Rik,-2.24371,-2.0441585,0.024851063499754134,0.04833150522860405,0.0011089548100914888,0.024243417011343627,0.0024475867,0.01005628
Megf6,-2.243776,-2.3483589,0.02484680531785186,0.04832672159903579,0.0011089548100914888,0.024243417011343627,0.002407397,0.012199594
Ropn1l,-2.2441335,-1.3538307,0.02482382205315157,0.04828551459158699,0.0016634322151372332,0.024816741062287564,0.004180885,0.010651359
Lrrc2,-2.24455,-1.2093475,0.024797031517746395,0.048236895452243946,0.0022179096201829776,0.0253900651132315,0.005160165,0.011891866
Haus5,-2.244831,-2.2855935,0.024778972685684228,0.04820525601392523,0.0013861935126143609,0.024530079036815595,0.0025482809,0.012363617
Lrrc43,-2.2474327,-2.2721596,0.024612379824880178,0.047895035189348956,0.0008317161075686166,0.023997706703796223,0.0019712236,0.009486167
Gm35077,-2.247671,-2.0979006,0.024597180925554754,0.04786892528932108,0.0011089548100914888,0.02428436872926819,0.002568544,0.010949545
Gm44129,-2.2476907,-2.433643,0.024595914717745766,0.04786892528932108,0.0011089548100914888,0.02428436872926819,0.0021672524,0.011653251
Txnrd3,-2.24833,-1.3283389,0.02455514490401039,0.04779404154804485,0.0019406709176601053,0.0251443548056841,0.004600856,0.011513449
Mad2l1,-2.249565,-0.30412006,0.02447658266991407,0.04764803132221916,0.0047130579428888274,0.028010975060403783,0.010687941,0.01317957
Zfp960,-2.2508812,-3.875347,0.02439306967905238,0.047492339850455575,0.0002772387025228722,0.023465334370776855,0.00070785,0.010338186
Gm10570,-2.2518644,-1.6512299,0.0243308410009166,0.04737804896692724,0.0013861935126143609,0.024611982472664728,0.0030911784,0.00967747
Myocd,-2.2524543,-1.2675992,0.024293583796713397,0.047308928585134725,0.0022179096201829776,0.025471968549080633,0.005856205,0.0140417535
Etohd2,-2.2527034,-1.0963341,0.024277860102598355,0.04728173522916705,0.00249514832270585,0.0257586305745526,0.0058326577,0.01242973
Akap14,-2.2527652,-0.75440127,0.024273965330020526,0.04727757671916871,0.0027723870252287217,0.02604529260002457,0.006610517,0.011126305
Gm31718,-2.2551274,-2.8857214,0.02412532710726138,0.04699148527525286,0.0005544774050457444,0.02379294811417339,0.0014373611,0.010574716
Myrfl,-2.2556102,-1.9492359,0.024095044795539502,0.046935903556339455,0.0011089548100914888,0.024366272165117327,0.0028991809,0.011149623
Tmem74b,-2.2568736,-0.7182264,0.02401596887093924,0.04678525944770082,0.003049625727751594,0.026372906343421106,0.0069230907,0.01136428
Gm35552,-2.2575176,-1.772815,0.023975758521450157,0.046710312606682555,0.0033268644302744664,0.026659568368893074,0.008089814,0.027378416
Fmo1,-2.2575836,-1.0846399,0.023971630630449166,0.046705656953097606,0.0038813418353202105,0.02723289241983701,0.0095304,0.02010567
Ogfod3,-2.257663,-0.37306443,0.02396667797482119,0.04669939355935064,0.0049902966454117,0.028379540521724887,0.011650229,0.01506244
4930568G15Rik,-2.2585504,-23.23826,0.02391136493028369,0.046594994247350995,0.0,0.02326057578115402,0.0,0.009846304
Efhb,-2.259223,-3.523137,0.02386952446685815,0.0465202090682874,0.0005544774050457444,0.023833899832097955,0.0010844454,0.01239706
Zfp953,-2.2596197,-2.460685,0.023844861543376495,0.04647551354058657,0.0011089548100914888,0.024407223883041895,0.002589149,0.014170295
Gm17501,-2.2605689,-1.0795839,0.023785965683068174,0.0463640839973915,0.00249514832270585,0.025840534010401737,0.0059230817,0.012476986
Celsr1,-2.2614906,-1.5884372,0.023728900714124708,0.04625620735552313,0.003049625727751594,0.026413858061345673,0.0061175604,0.01828514
Gm44718,-2.2641275,-1.5046959,0.0235662795356249,0.04594253291172032,0.0016634322151372332,0.025021499651910396,0.0035485786,0.010036972
6330415G19Rik,-2.2641826,-1.1506891,0.02356289060830463,0.04593925922544952,0.0019406709176601053,0.025308161677382365,0.004822716,0.010676058
Syne3,-2.2645528,-1.4085215,0.02354012798465831,0.045898210503429994,0.00249514832270585,0.025881485728326305,0.0056430222,0.014910882
D930020B18Rik,-2.2649784,-1.6200542,0.023514001621669816,0.045853924346779006,0.0019406709176601053,0.025308161677382365,0.0041166083,0.012600272
Gm42705,-2.266782,-3.8411083,0.02340354832047947,0.045648471499076894,0.0002772387025228722,0.023629141242475123,0.00067378307,0.009613171
Loxl3,-2.2675855,-2.7029474,0.023354475663934775,0.04555606251106552,0.0011089548100914888,0.024489127318891028,0.0025946416,0.016774973
Tfap2d,-2.2689779,-0.62638664,0.02326966819010192,0.045397225315329894,0.0036041031327973387,0.027069085548138746,0.009075553,0.013975526
9330198N18Rik,-2.2749937,-2.72624,0.022906309557928505,0.044704571311849135,0.0005544774050457444,0.023997706703796223,0.0014805488,0.009756733
Gm13684,-2.2756848,-1.8381191,0.02286487764058547,0.04462695301827061,0.0013861935126143609,0.024857692780212128,0.0036293531,0.012916329
Ccdc7b,-2.2770221,-0.46584645,0.022784907848060462,0.044474100964505645,0.0038813418353202105,0.027437651009459847,0.009381308,0.01293375
P2ry13,-2.2779129,-0.41874972,0.02273177355461893,0.04437361099982642,0.010535070695869144,0.03431753962078709,0.025454387,0.03388283
Gm17473,-2.2787075,-4.1415224,0.02268445133970714,0.044284452738879015,0.0002772387025228722,0.023751996396248823,0.0006743077,0.011834636
9430037G07Rik,-2.2789679,-2.7741525,0.02266898029055128,0.04425746569840245,0.0005544774050457444,0.02403865842172079,0.0014262084,0.009715934
Gm10814,-2.2792213,-2.5095425,0.022653911396595644,0.044234474182583014,0.0008317161075686166,0.02432532044719276,0.0017527653,0.009940123
Rslcan18,-2.2793493,-2.941231,0.022646314735526887,0.04422285442904124,0.0008317161075686166,0.02432532044719276,0.0014753625,0.011276314
Cth,-2.2797284,-2.875347,0.022623799721833357,0.04418209888259774,0.0011089548100914888,0.024611982472664728,0.0020905796,0.0152395815
Ppef1,-2.2798696,-1.3789341,0.02261542700972838,0.04416895797001028,0.0016634322151372332,0.025185306523608664,0.003984007,0.010328597
Mfsd9,-2.2803612,-1.0235069,0.02258627437659025,0.044115228065637856,0.00249514832270585,0.02604529260002457,0.0058688344,0.011894531
Gm38155,-2.282683,-3.8607123,0.022449057245587458,0.04385040478256288,0.0002772387025228722,0.02379294811417339,0.0007003956,0.010127107
Gm36756,-2.2826872,-4.128935,0.022448797315308716,0.04385040478256288,0.0002772387025228722,0.02379294811417339,0.00061965117,0.010786273
Platr31,-2.28319,-2.2959967,0.02241918240847557,0.04379841728338945,0.0008317161075686166,0.024366272165117327,0.0020855393,0.010200429
Gm49163,-2.283416,-1.9424263,0.022405879760039115,0.04377561180486083,0.0011089548100914888,0.024652934190589296,0.0025948489,0.009936766
Gm56764,-2.2836275,-3.9425755,0.02239342691802201,0.04375446344439001,0.0005544774050457444,0.02407961013964536,0.00072128995,0.011033224
Gm42556,-2.2840233,-1.1381836,0.02237015884099666,0.0437121786093797,0.0019406709176601053,0.0255129202670052,0.004944213,0.01085027
Gna15,-2.2856064,-1.4706409,0.022277296609280687,0.04354972425546541,0.0038813418353202105,0.027519554445308982,0.009429368,0.025917822
Dcdc2c,-2.2863846,-23.313465,0.022231764540629823,0.0434670387256584,0.0,0.023547237806625987,0.0,0.010370472
Gm48302,-2.286658,-4.012392,0.022215789491238334,0.043438965480248434,0.0002772387025228722,0.023833899832097955,0.0006785477,0.010894589
9230117E06Rik,-2.286916,-2.7897623,0.0222007254135189,0.043412669519049034,0.0005544774050457444,0.024120561857569923,0.0013206397,0.009096968
Or10h1b,-2.286916,-2.6710792,0.0222007254135189,0.043412669519049034,0.0005544774050457444,0.024120561857569923,0.0013944457,0.008848237
Trim14,-2.2873404,-3.3255403,0.022175959830616754,0.043370553944877516,0.0008317161075686166,0.024407223883041895,0.0019086862,0.018971888
Gm30094,-2.2875972,-1.7998899,0.022160983502032706,0.04334441888918466,0.0013861935126143609,0.024980547933985832,0.003142725,0.010900358
Gins1,-2.2919903,-1.925247,0.021906201708828444,0.04284921306808039,0.0016634322151372332,0.025308161677382365,0.00372739,0.01408347
Mki67,-2.2923508,-1.1840701,0.02188540849744496,0.04281165742038046,0.00249514832270585,0.026168147753798273,0.006093762,0.013792775
Slc9b1,-2.2946086,-3.874793,0.02175557085778723,0.0425669692673664,0.0002772387025228722,0.02391580326794709,0.0006657997,0.009723103
Gm50023,-2.2948642,-2.9023645,0.02174090504427004,0.04254137187150714,0.0005544774050457444,0.02420246529341906,0.0014053863,0.01045988
Stpg4,-2.295107,-2.2240267,0.021727005756409744,0.04251727075047191,0.0008317161075686166,0.024489127318891028,0.0021536788,0.010022349
3110083C13Rik,-2.2953296,-1.8271791,0.02171425049425376,0.042495405009511905,0.0011089548100914888,0.024775789344362996,0.0029574924,0.010455133
Ccdc160,-2.2966082,-0.5244283,0.02164112855795189,0.04235847351050169,0.0033268644302744664,0.027069085548138746,0.008064603,0.011579432
Esrrb,-2.2968464,-1.3010244,0.02162753644630833,0.04233495332645915,0.0022179096201829776,0.02592243744625087,0.004755333,0.011676786
Vmn2r56,-2.302559,-3.7480876,0.021303671894978733,0.04170404078523084,0.0002772387025228722,0.023997706703796223,0.0007320611,0.009791877
Axdnd1,-2.3030617,-2.5740442,0.02127537606147471,0.041651683407783274,0.0008317161075686166,0.02457103075474016,0.0019453269,0.011528527
A930006K02Rik,-2.303366,-2.3716817,0.021258265543031715,0.041621217949669345,0.0011089548100914888,0.024857692780212128,0.0026138772,0.0134547455
Gm35154,-2.304303,-3.5150037,0.021205645381750935,0.04152121922375921,0.0011089548100914888,0.024857692780212128,0.002285111,0.02581708
Gm43434,-2.307254,-2.0922222,0.021040663485203736,0.04120418539810688,0.0011089548100914888,0.024898644498136696,0.0024199646,0.010278335
Nkapl,-2.3078592,-1.3935754,0.02100696748862019,0.04114119653201345,0.0019406709176601053,0.0257586305745526,0.004372257,0.011446577
Bag3,-2.308365,-1.515698,0.02097883152675474,0.04108908835366279,0.0027723870252287217,0.02661861665096851,0.006768814,0.019234044
Trim45,-2.3087137,-0.48656812,0.020959480326286115,0.04105417964479574,0.0038813418353202105,0.027765264752856383,0.008333042,0.01165608
Gm54798,-2.3089395,-0.37386364,0.02094693486161349,0.041032597487173174,0.0047130579428888274,0.028625250829272288,0.010387724,0.013440035
Gm10309,-2.3110054,-2.5793297,0.020832553968767657,0.040817465738718604,0.0008317161075686166,0.024652934190589296,0.0015603019,0.009289334
Gm16178,-2.315198,-2.1509883,0.02060210754641996,0.0403747815456425,0.0011089548100914888,0.024980547933985832,0.002477821,0.01095818
Zfp41,-2.31663,-0.6921156,0.02052390429399384,0.04022445721222571,0.0036041031327973387,0.027560506163233547,0.008556456,0.013788068
Fhod1,-2.3192954,-2.8184764,0.020379023506432895,0.03994633510489144,0.0011089548100914888,0.025021499651910396,0.002672816,0.018703718
Gm7467,-2.3200362,-0.93858945,0.020338917625635607,0.03987062935732317,0.00249514832270585,0.02645480977927024,0.006127875,0.011712217
Gm32849,-2.3224373,-4.3056116,0.020209404441618388,0.03961963354343252,0.0002772387025228722,0.02420246529341906,0.0006968993,0.013691896
Cd59b,-2.3224373,-4.188065,0.020209404441618388,0.03961963354343252,0.0002772387025228722,0.02420246529341906,0.00058882986,0.010679002
Pcdha10,-2.324223,-0.54638875,0.020113539553969058,0.03944320594184415,0.003049625727751594,0.027069085548138746,0.0074029295,0.010793081
Gm17638,-2.3264103,-4.3443456,0.019996675462449636,0.03921975691065852,0.0002772387025228722,0.024243417011343627,0.00053688395,0.01084971
Gm56765,-2.3264103,-3.6131153,0.019996675462449636,0.03921975691065852,0.0002772387025228722,0.024243417011343627,0.0007821589,0.00952907
Gm38572,-2.3266573,-2.7736015,0.01998351843787058,0.03919967443609158,0.0005544774050457444,0.024530079036815595,0.0014395168,0.009802491
Gm34589,-2.3267982,-3.980324,0.019976003531270943,0.03918779403411333,0.0005544774050457444,0.024530079036815595,0.0013426042,0.02098324
Lrrc19,-2.3273141,-1.9063418,0.019948548148033898,0.039136790941710776,0.0013861935126143609,0.0253900651132315,0.0032163123,0.012003665
Gm56507,-2.3276913,-1.3898436,0.019928505435522898,0.039100324282767454,0.0019406709176601053,0.025963389164175437,0.0045418167,0.0118583245
Efcab11,-2.32798,-1.2315282,0.01991316297095391,0.0390730749985053,0.00249514832270585,0.026536713215119374,0.006511998,0.015224598
Aard,-2.3279822,-0.8755386,0.019913045892572194,0.0390730749985053,0.00249514832270585,0.026536713215119374,0.0059946794,0.010971027
Sel1l2,-2.3283305,-0.5606257,0.01989455505483325,0.039042265141934665,0.0033268644302744664,0.02739669929153528,0.008245919,0.0121382885
Kmo,-2.330403,-4.402298,0.01978485584390756,0.03883265716039416,0.0002772387025228722,0.02428436872926819,0.0005259158,0.011062431
D430018E03Rik,-2.3306468,-3.184115,0.019771995109568646,0.03881024973293225,0.0005544774050457444,0.02457103075474016,0.0010928661,0.00988939
A930009A15Rik,-2.3318198,-1.7707967,0.01971017948834178,0.03869173895760839,0.0022179096201829776,0.026291002907571973,0.0057055154,0.019337118
Lmf2,-2.3326786,-0.364539,0.019665028703788587,0.0386087477181645,0.005267535347934572,0.029444285187763628,0.012753051,0.016389275
Gm16169,-2.3343828,-5.0030117,0.019575690109951208,0.03843896472189338,0.0002772387025228722,0.02432532044719276,0.00035056632,0.011180824
Gm49223,-2.3346055,-2.9694257,0.01956404337684438,0.038418902692085685,0.0005544774050457444,0.024611982472664728,0.0012668283,0.009879443
Tmem98,-2.338294,-0.9225399,0.019372001380123866,0.038044560523602416,0.005267535347934572,0.029485236905688193,0.012526925,0.023612512
4930563F08Rik,-2.3385794,-2.7972856,0.01935720512505611,0.0380182809524346,0.0005544774050457444,0.024652934190589296,0.0015274859,0.010570098
Gm16364-1,-2.3396897,-1.6223618,0.019299770627626774,0.037908248301486216,0.0019406709176601053,0.026086244317949137,0.0045251227,0.013866866
Zfp677,-2.3436737,-1.7072088,0.019094869768437977,0.03750852771971112,0.0019406709176601053,0.026127196035873705,0.004488569,0.014582556
Wnt2b,-2.3462863,-4.002471,0.018961534043185402,0.037249336141277366,0.0002772387025228722,0.02444817560096646,0.00069231685,0.011038769
Cxcl17,-2.3473392,-1.4144322,0.018908036493475635,0.03714827675069377,0.0016634322151372332,0.025881485728326305,0.004348681,0.011549904
Anxa4,-2.347519,-1.6907352,0.018898918697270405,0.03713447498322894,0.0019406709176601053,0.026168147753798273,0.0050330567,0.0161575
Zfp114,-2.3475618,-1.8331611,0.01889673770880596,0.03713290494629341,0.0016634322151372332,0.025881485728326305,0.0032972682,0.011699418
Ifih1,-2.3477635,-1.8035916,0.018886506779192517,0.0371155150410958,0.0022179096201829776,0.02645480977927024,0.0057024523,0.019766793
Il17rb,-2.350729,-2.7058992,0.0187366757118837,0.03682914969848683,0.0008317161075686166,0.025062451369834964,0.0021049462,0.0136548495
Gm46378,-2.3507311,-2.4595654,0.018736564701269505,0.03682914969848683,0.0008317161075686166,0.025062451369834964,0.0020276916,0.011102801
6330576A10Rik,-2.35115,-2.1083505,0.018715483121497335,0.03679287616876158,0.0013861935126143609,0.0256357754207789,0.0032064547,0.013753354
Tafa4,-2.3515954,-1.9107485,0.018693092834009044,0.03675154784882,0.0019406709176601053,0.026209099471722837,0.0046226205,0.017271478
Gm39363,-2.3522944,-0.3580078,0.018658002843376452,0.03668792802060192,0.004158580537843083,0.028502395675498587,0.009958388,0.012745416
9830144P21Rik,-2.354476,-2.7139993,0.01854884158294865,0.03647861914175732,0.0005544774050457444,0.024816741062287564,0.0015103022,0.009868305
Dlec1,-2.3546999,-2.2374535,0.018537675808713478,0.03645932872054832,0.0008317161075686166,0.025103403087759532,0.00222418,0.010445365
Gm26903,-2.354715,-2.4780643,0.018536905972170836,0.03645932872054832,0.0008317161075686166,0.025103403087759532,0.0018356054,0.010184429
Slc25a10,-2.355283,-1.3770062,0.018508606421424836,0.036410151148962976,0.0016634322151372332,0.025963389164175437,0.004382049,0.011341852
1700113A16Rik,-2.358891,-2.2847836,0.018329635298521253,0.036060719027036614,0.0011089548100914888,0.02543101683115607,0.002657071,0.01288156
Lrrc9,-2.359301,-2.1814897,0.018309390134467626,0.036026165268976645,0.0016634322151372332,0.026004340882100005,0.003889652,0.017524235
A530065N20Rik,-2.3630714,-1.7535392,0.018124180637477814,0.03566435252501127,0.0013861935126143609,0.0257586305745526,0.003387589,0.011376843
Gm49654,-2.3632555,-1.7019657,0.018115178945679974,0.035649249909947334,0.0016634322151372332,0.02604529260002457,0.003001559,0.009732554
Atp8b5,-2.3664005,-3.18002,0.01796199923164309,0.03535816259005493,0.0005544774050457444,0.024939596216061264,0.0013821819,0.012457734
Or10ag58,-2.3664138,-3.0047126,0.017961357346234143,0.03535816259005493,0.0005544774050457444,0.024939596216061264,0.001356069,0.010832549
Piwil2,-2.367192,-1.4591229,0.017923628437186076,0.03528780012508718,0.0016634322151372332,0.026086244317949137,0.004177679,0.011444453
Gm56624,-2.3703747,-3.025164,0.017770067555833494,0.034990599093158874,0.0005544774050457444,0.024980547933985832,0.0012803116,0.010375385
Gm13919,-2.3707979,-2.3219695,0.01774972953409549,0.03495311341745297,0.0011089548100914888,0.02555387198492977,0.0026010515,0.012938489
4930412C18Rik,-2.3711662,-1.5170083,0.0177320562822524,0.03492087014835254,0.0016634322151372332,0.026127196035873705,0.004485054,0.012782869
Fbxo5,-2.3712456,-1.9635803,0.017728248500559703,0.034915930309319006,0.0016634322151372332,0.026127196035873705,0.0037853678,0.014683668
Gm42875,-2.374567,-2.3880706,0.017569544505184793,0.03460589802479954,0.0008317161075686166,0.025308161677382365,0.0018540403,0.00966723
6230426M11Rik,-2.3747854,-2.122508,0.017559158982031496,0.03458797755642448,0.0011089548100914888,0.025594823702854336,0.002587911,0.011220476
Nlrp1b,-2.3754644,-2.859417,0.017526882873212114,0.03452693129055788,0.0013861935126143609,0.025881485728326305,0.0032625797,0.023439089
Lrrc69,-2.378551,-2.5533214,0.01738082792219035,0.03425176723646899,0.0008317161075686166,0.025349113395306933,0.0020081257,0.0117301475
9330199G10Rik,-2.3787506,-2.0495374,0.01737142334615071,0.034235744851919436,0.0011089548100914888,0.0256357754207789,0.0026587434,0.010960844
Prom1,-2.380456,-0.48418537,0.01729122469271091,0.03408518872372843,0.009148877183254783,0.03394897415946599,0.023695426,0.032990634
Cfap276,-2.382297,-3.1410506,0.017205014208013295,0.03391773527287727,0.0005544774050457444,0.025103403087759532,0.001133749,0.009957491
Klhdc9,-2.3837125,-0.6819436,0.01713898683771553,0.033790048890558096,0.003049625727751594,0.027683361317007247,0.0075969384,0.012159952
Igsf9,-2.3872092,-1.5279479,0.016976824570910144,0.03347770998241271,0.0019406709176601053,0.02657766493304394,0.004445102,0.012765293
D630003M21Rik,-2.3873305,-1.8490689,0.016971225274833808,0.03346912463374564,0.0019406709176601053,0.02657766493304394,0.0043466245,0.015571702
Arrdc2,-2.3877594,-0.86964524,0.016951437125253325,0.03343255398969149,0.0033268644302744664,0.028010975060403783,0.008213924,0.014957978
Gm39397,-2.3908405,-1.5602273,0.016809851957597988,0.033160613912389544,0.0013861935126143609,0.02604529260002457,0.0035644118,0.010475166
Gm34933,-2.390856,-1.9487861,0.016809145386225466,0.033160613912389544,0.0013861935126143609,0.02604529260002457,0.0031368847,0.012055987
Gm17259,-2.391482,-1.4417027,0.016780500753620347,0.03311000552575846,0.0022179096201829776,0.026905278676440478,0.004820626,0.013041018
Depdc1b,-2.3919473,-2.4088092,0.01675924675658755,0.03307049719831883,0.0016634322151372332,0.02633195462549654,0.0037184898,0.019590132
Eva1a,-2.3919628,-1.3526438,0.016758542052897143,0.03307049719831883,0.005267535347934572,0.030017609238707565,0.010931285,0.02768272
Arhgef19,-2.392073,-1.6291997,0.016753509211607107,0.03306403176760066,0.003049625727751594,0.027765264752856383,0.00708801,0.02176544
