names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_1 (for_DEGs),mean_expr_Rest (for_DEGs)
Hsp90ab1,62.293934,3.0119922,0.0,0.0,0.8131411144995842,0.8083869118309513,2.6292217,0.9534203
Calm1,61.103306,2.7367153,0.0,0.0,0.813418353202107,0.840001638068717,2.7179859,1.1387446
Rtn1,57.866814,1.6153888,0.0,0.0,0.8145273080121985,0.9181375158687907,2.717747,1.7257867
Hsp90aa1,56.446335,2.8672624,0.0,0.0,0.7779317992791793,0.7978623203243376,2.479105,0.9154923
Atp1b1,53.564255,2.0180783,0.0,0.0,0.7754366509564735,0.872148736639502,2.5272803,1.3465075
Tmsb4x,53.129807,2.9266386,0.0,0.0,0.7538120321596895,0.7164912568082231,2.4631577,0.8807803
Camk1d,51.342705,1.0798858,0.0,0.0,0.8483504297199889,0.9690814529669519,2.9270003,2.2364194
Calm2,50.692276,1.9830959,0.0,0.0,0.7601885223177155,0.8709611368196896,2.397435,1.2607836
Hspa8,50.07691,3.0506973,0.0,0.0,0.7172165234266704,0.6643187681723248,2.1587946,0.6546768
Atp6v0c,41.37789,2.6297438,0.0,0.0,0.6656501247574161,0.6836070273147958,2.0101492,0.7151437
Ubb,39.604755,3.170668,0.0,0.0,0.6016079844746327,0.4650477087513821,1.7679602,0.4315198
Nrgn,38.004276,2.2404306,0.0,0.0,0.6628777377321874,0.7452803145091936,2.0475156,0.8871358
Fth1,36.891685,2.741701,6.281953609653231e-298,6.489661418353799e-297,0.6146382034932076,0.5747983127892216,1.8258667,0.5758645
Ppia,31.662352,2.7494702,5.127299112912415e-220,4.077257388693596e-219,0.5644579983365677,0.5277038371759696,1.6359947,0.47923017
Map1b,31.440567,0.6984669,5.648889286678215e-217,4.436879717423083e-216,0.6742445245356252,0.8835333142225317,2.023434,1.6184143
Cpe,31.388863,0.93263626,2.8713785406841596e-216,2.2487304397605177e-215,0.6714721375103965,0.8707973299479913,1.9837372,1.4550654
Rplp1,30.377283,2.285455,1.0963401339844983e-202,8.126526731079578e-202,0.5955087330191294,0.6619026168147754,1.746167,0.67841613
Ttc3,29.540506,0.2702034,8.696397060841996e-192,6.181803942455674e-191,0.6903243692819517,0.9252221630697408,2.0374095,1.8766166
Cmss1,29.308817,1.2194166,8.007586982307393e-189,5.628141831404646e-188,0.6504019961186581,0.8690773577951595,1.9641594,1.2898077
App,28.831463,0.422662,8.653802923973282e-183,5.9561394612490295e-182,0.6770169115608539,0.9311192104508784,2.0281336,1.7789758
mt-Co3,27.703875,2.311499,6.270790070207142e-169,4.1176962166780525e-168,0.5672303853617965,0.6135386379458618,1.7085189,0.6474786
Cst3,26.764355,2.229799,8.405046100843044e-158,5.3177204786826603e-157,0.5738841142223454,0.5880257176788566,1.7071275,0.6740381
Atp2b1,26.713936,0.29852408,3.242310577007702e-157,2.0465324219919415e-156,0.722206820072082,0.924157418403702,2.1760402,1.9948673
Cox4i1,25.40802,2.5261111,2.0563857496788763e-142,1.2240825231251972e-141,0.5212087607429997,0.5283590646627626,1.4673632,0.45708105
Cck,24.903442,2.3174267,6.828164760245999e-137,3.9876719649600086e-136,0.5417244247296923,0.6043654531307588,1.5670644,0.5658148
Actb,24.693842,1.9709398,1.2454685643306508e-134,7.195386008076669e-134,0.5713889658996396,0.6991686801261313,1.6507417,0.72954166
Cox8a,22.894405,2.589822,5.282500717475004e-116,2.838815885571067e-115,0.4799001940670918,0.4593144682419428,1.3478109,0.38746163
Gapdh,22.852982,2.864616,1.364959854523086e-115,7.322114452193116e-115,0.43055170501802054,0.3375240591342807,1.1678027,0.2655162
Mt3,22.670778,2.4330885,8.704349575999635e-114,4.636912630989496e-113,0.49542556140837263,0.5012899791146238,1.4152087,0.45567372
Pcsk1n,22.599007,2.27622,4.43233973612797e-113,2.352300389290116e-112,0.5123371222622678,0.5593595151316598,1.4354413,0.5073658
Chgb,22.158123,2.4812562,8.710648862762583e-109,4.533316578393e-108,0.5040199611865817,0.5476063720873091,1.4544339,0.46233505
Aldoa,21.958052,2.5845633,7.254398908634841e-107,3.7471299245486003e-106,0.47407818131411145,0.4636963020598714,1.3046665,0.37009114
Lars2,20.247025,1.1324683,3.773524283087653e-91,1.808357365553152e-90,0.5841419462156917,0.8279618329988943,1.6828806,1.0980585
Ndufa4,19.543688,2.5616148,4.6684102180471465e-85,2.1687445117380156e-84,0.4344330468533407,0.40390679389000367,1.18931,0.32715353
mt-Co1,17.508791,2.16608,1.2277518027441267e-68,5.2174111876853844e-68,0.4679789298586083,0.5210696588721897,1.3563087,0.49598753
Slc25a4,17.213552,2.38419,2.101394436700753e-66,8.830852129206949e-66,0.44136401441641254,0.4661534051353454,1.1879075,0.3624033
Olfm1,17.056051,1.1805676,3.15153384594219e-65,1.3151376679681106e-64,0.5450512891599667,0.7769359924648839,1.5573466,0.97559804
Serinc1,15.808973,1.6054819,2.6982865342610453e-56,1.0673186983011082e-55,0.5200998059329083,0.7282443998525738,1.4654548,0.73915595
Rps21,15.731029,2.2135522,9.26927631515787e-56,3.6557383617832375e-55,0.43193789853063486,0.46316392972685205,1.1940984,0.40280253
Ckb,15.509352,2.0339532,2.99893297120669e-54,1.1700497885338139e-53,0.4668699750485168,0.5619804250788321,1.2698219,0.48561043
Rps8,15.468225,2.0111072,5.685365779582822e-54,2.213355237574477e-53,0.46520654283337953,0.5563700397231663,1.2828441,0.4987872
Rps29,14.931523,2.0891147,2.0551605262843659e-50,7.861925304849219e-50,0.45134460770723595,0.5263524304844588,1.2497667,0.4606498
Eef1a1,14.737068,1.9645675,3.72610738207999e-49,1.41373207224639e-48,0.46215691710562795,0.5633727834882674,1.254056,0.49573246
Cox6c,14.621058,2.3270843,2.0616960004338197e-48,7.788242869626984e-48,0.4116994732464652,0.43617674761456243,1.1266857,0.34754866
Eif1,13.576492,2.2427983,5.520784078034102e-42,1.998699382602753e-41,0.3936789575824785,0.411728572013596,1.052527,0.332181
Sparcl1,13.044192,1.668979,6.858015940829226e-39,2.4291443228326037e-38,0.4765733296368173,0.6070273147958557,1.3208795,0.6226041
Cox7c,13.01599,2.164939,9.92467239104279e-39,3.5107418002543416e-38,0.41419462156917103,0.47004381833817926,1.1311542,0.3839762
Dynll1,12.970237,2.142938,1.804712496394396e-38,6.368876382731471e-38,0.42084835042971996,0.4880625742249887,1.1390759,0.39263973
Ptgds,12.874036,2.1497412,6.302107682059896e-38,2.2126961115503647e-37,0.3739950097033546,0.36381506204185265,1.0535722,0.35131362
mt-Nd2,12.668871,2.0917017,8.797118375057515e-37,3.061502017067678e-36,0.40116440255059604,0.4422785535853229,1.1139866,0.39211714
Tuba1a,12.506314,2.2470691,6.895030274853795e-36,2.3807435554526017e-35,0.38730246742445246,0.4154961300626561,1.020965,0.31779173
Itm2b,12.390292,1.3012624,2.9496852269967567e-35,1.0132708009384155e-34,0.5123371222622678,0.7543715958884475,1.4123343,0.8154233
Rps23,12.221109,2.212823,2.397910547414703e-34,8.178707338034153e-34,0.3726088161907402,0.38650231377206273,0.9912066,0.31153533
Rpl38,12.219308,2.0899565,2.4516360410082106e-34,8.360891029558398e-34,0.4166897698918769,0.488226381096687,1.1387471,0.4045544
Tubb2a,12.122127,2.3926525,8.06392983528396e-34,2.736176217629499e-33,0.36540060992514556,0.37507678447110854,0.97464097,0.27326933
Rpl37,11.77174,2.1545334,5.458717701260627e-32,1.8259149089116524e-31,0.38757970612697534,0.4263073835947418,1.0623698,0.3543313
Plp1,11.761186,1.1782562,6.18597696060808e-32,2.0684071793372214e-31,0.5600221790962018,0.7416356116139072,1.7505007,1.1321307
Tpt1,11.580916,2.251356,5.149234528551121e-31,1.70941353820322e-30,0.3612420293873025,0.37200540562676604,0.95480967,0.28942552
mt-Nd4,11.526969,2.0494828,9.648071567973433e-31,3.194229707139553e-30,0.38868866093706683,0.43171301036078463,1.0747921,0.38259375
Rpl19,11.345546,2.1769428,7.803800913893897e-30,2.565306221633582e-29,0.37704463543110617,0.411441909988124,0.9988349,0.321568
Chchd2,11.042064,2.1226597,2.394678005994922e-28,7.770196597160192e-28,0.3978375381203216,0.4651705639051558,1.0619745,0.3607911
Selenow,10.58375,1.903625,3.544808268619854e-26,1.1288101229890434e-25,0.43249237593568063,0.5614890044637373,1.1721814,0.4673458
mt-Atp6,10.563364,2.1876495,4.405814587544741e-26,1.4018263820879478e-25,0.3523703909065706,0.36872926819280066,0.9621381,0.30380738
Aplp1,10.328562,1.6786857,5.233930591795955e-25,1.649298874182682e-24,0.4585528139728306,0.6345878209590893,1.2497054,0.57525176
Fau,10.272288,2.0773947,9.394932766513289e-25,2.9539181305430853e-24,0.3737177710008317,0.4202055776239813,1.0023427,0.3426285
Pebp1,9.789356,2.3331656,1.250893821511914e-22,3.853647900025811e-22,0.31549764347102854,0.311110201072935,0.8194492,0.22464682
Rps16,9.730116,2.1007655,2.243363112913539e-22,6.8898350490326645e-22,0.3717771000831716,0.42524263892870307,1.001701,0.33766535
Syt11,9.692376,0.8342966,3.2488127370767395e-22,9.953888055330901e-22,0.5195453285278625,0.8325074736885212,1.445668,1.0366681
Psap,9.685399,1.5908861,3.4784777531911536e-22,1.0655118243074134e-21,0.45910729137787637,0.6481837913100454,1.2439501,0.59868735
mt-Nd1,9.550661,2.1475408,1.2887073734210013e-21,3.919806104122969e-21,0.33518159135015246,0.3509152708956141,0.90046537,0.28494307
Calm3,9.514051,2.024619,1.8337870394331568e-21,5.568296728395177e-21,0.38924313834211255,0.47135427331176544,1.030474,0.3667072
Atp5h,9.318634,2.2994394,1.1784796442906697e-20,3.546790775323733e-20,0.3221513723315775,0.33002989475408495,0.8425269,0.23791403
Rpl13,9.273398,1.943488,1.803076542864069e-20,5.413258849917042e-20,0.3897976157471583,0.47319710061837095,1.0509198,0.39450422
Ndufa13,9.2403755,2.2887187,2.4563463973502216e-20,7.362189369414439e-20,0.2974771278070419,0.2846553912936648,0.77472395,0.21466607
Cfl1,9.187212,2.2307286,4.031534798775998e-20,1.2049759737832156e-19,0.334072636540061,0.3559113804824112,0.87281024,0.2599873
Rpl41,9.115627,1.8689297,7.821649882362947e-20,2.332346380413854e-19,0.41059051843637373,0.5272533682787993,1.1255863,0.45108053
Rpl37a,9.047456,1.9248655,1.463382125212627e-19,4.350157949381932e-19,0.3939561962850014,0.48683402268725173,1.0711421,0.4090046
Rpl9,8.920874,2.1251729,4.626236652392339e-19,1.3679649922942903e-18,0.33656778486276684,0.3640198206314755,0.908775,0.29232937
Cox5b,8.749154,2.4104986,2.1495727435071963e-18,6.2945749365778515e-18,0.2722484058774605,0.2483312174945739,0.70734483,0.17686473
Apoe,8.728075,1.8629048,2.5904487534427814e-18,7.578980619012145e-18,0.33739950097033544,0.3480486506408944,0.9554779,0.3645395
Sst,8.527002,2.3594365,1.5018939840975683e-17,4.3599709758752874e-17,0.27363459939007484,0.25123878946721817,0.76901793,0.20341977
Rnasek,8.328804,2.211013,8.166293968480899e-17,2.3498427814637157e-16,0.3069032436928195,0.3158196486342602,0.8080166,0.23788606
Rpl35a,8.084619,1.9864174,6.235921062443581e-16,1.7719881445416562e-15,0.3728860548932631,0.45476882755231585,1.0057205,0.36295304
Elob,7.7851825,2.315714,6.9612567669843e-15,1.9480209261494288e-14,0.28056556695314666,0.2763012408370531,0.73538685,0.19737077
Atp5md,7.73101,2.1775265,1.0669656178239105e-14,2.976779789318708e-14,0.3360133074577211,0.3822023833899832,0.9148233,0.2857593
Atp1a3,7.4351387,1.0939789,1.044584513162131e-13,2.870524224653964e-13,0.47296922650401996,0.7399975428969245,1.2908512,0.804164
Rpl24,7.0316153,2.095027,2.041561735259033e-12,5.497771479896795e-12,0.3179927917937344,0.3559113804824112,0.8291776,0.2641146
Actg1,6.9960775,1.9772257,2.632280265180178e-12,7.072937072539139e-12,0.3498752425838647,0.42241697039190795,0.9099691,0.3198825
Chchd10,6.676809,2.3945599,2.442012815112111e-11,6.455813099376468e-11,0.21901857499306904,0.19120357098980303,0.5561069,0.13231657
Uqcr11,6.6595984,2.1799505,2.7457712024338994e-11,7.250994811734533e-11,0.28139728306071526,0.2932552520578238,0.73511404,0.21478947
mt-Co2,6.627779,2.0415828,3.407754837076185e-11,8.985023302152594e-11,0.31411144995841417,0.3525123878946722,0.84584874,0.27993456
Rps27a,6.5045934,1.9899015,7.790381760653111e-11,2.0398319811805602e-10,0.3382312170779041,0.40488963512019327,0.8947203,0.31057027
Rpl21,6.353563,1.9807117,2.1038449087847984e-10,5.459755910667136e-10,0.3191017466038259,0.36762357180883737,0.83652174,0.28629297
Rpl23,6.242338,2.0812724,4.31077972952126e-10,1.1124726405324268e-09,0.2988633213196562,0.33072607395880255,0.78133035,0.24676257
Rps14,6.2152047,1.8561597,5.125770600494529e-10,1.320512521910719e-09,0.36928195176046574,0.4764322863344117,0.9863176,0.3814491
Cox6b1,6.1780844,2.1219995,6.488412792437277e-10,1.6689991550142604e-09,0.3110618242306626,0.35566567017486383,0.8196798,0.25596136
Atp5k,6.1595716,2.140678,7.294194086655853e-10,1.8744739394457036e-09,0.28555586359855833,0.3077931119210451,0.7420986,0.22276571
Atp5g1,5.7619276,2.2814147,8.315873190561205e-09,2.0902480133805386e-08,0.2553368450235653,0.26164052582005815,0.6595308,0.1757137
Stmn3,5.7209263,1.418971,1.0594486081147167e-08,2.6557873029240078e-08,0.4336013307457721,0.65342561120439,1.1655025,0.601893
Cox6a1,5.5268793,2.0299797,3.259773125118428e-08,8.086982168953205e-08,0.3202107014139174,0.3837175969531922,0.8318475,0.27590227
Mt1,5.490507,2.0355668,4.0078182361165943e-08,9.926825137613533e-08,0.25977266426393125,0.2706089520455383,0.6831603,0.21435711
Rpl17,5.404504,1.8238995,6.498799561996503e-08,1.5999884939604734e-07,0.3598558358746881,0.4690200253900651,0.95070106,0.37046432
Atp5e,5.3999586,2.1795423,6.665620919073847e-08,1.6406085380188172e-07,0.24452453562517326,0.24812645890495105,0.6323758,0.1779075
Ly6h,5.238088,1.6333761,1.6224849909515644e-07,3.952867141796041e-07,0.39811477682284446,0.566812727793931,1.0634557,0.47701636
Rpl27a,5.1758,1.8459657,2.2693660321298247e-07,5.508388914483142e-07,0.34599390074854447,0.44059953315041567,0.91342586,0.34731597
Rps15,5.163023,1.7786009,2.4299303811324745e-07,5.892800482042381e-07,0.370945383975603,0.4976452762193374,0.9948296,0.4032848
Rps3,5.089562,2.087826,3.5889130639324937e-07,8.675251351913108e-07,0.2572775159412254,0.2735574757361071,0.6654899,0.20081753
Cox7a2,5.0869794,2.115184,3.638117063059843e-07,8.791816304021764e-07,0.2800110895481009,0.313567304148409,0.73240674,0.22258355
Rps7,5.073005,2.0047903,3.9158157187644135e-07,9.452696825370568e-07,0.29276406986415304,0.33670502477578934,0.7644487,0.25153768
Rpl32,4.8070283,2.0230627,1.531902842810168e-06,3.639132648422705e-06,0.2783476573329637,0.31393586960973013,0.7240597,0.23228878
Dbi,4.7889833,2.0769958,1.6762841786084296e-06,3.976494736400503e-06,0.22567230385361797,0.2255211106105901,0.58741254,0.17348805
Atp5b,4.7807593,1.8360609,1.7463419234600196e-06,4.140858408345458e-06,0.3617965067923482,0.4847864367910234,0.95486355,0.36995205
Ywhah,4.7067947,1.5544499,2.5164220569554046e-06,5.93854388462952e-06,0.40864984751871364,0.6018673983373602,1.100354,0.52039754
Gpx4,4.68897,1.993992,2.7458353928837083e-06,6.474253861599267e-06,0.2999722761297477,0.35615709078995866,0.76951283,0.25532955
Calr,4.46184,1.7203711,8.125880472430942e-06,1.888121828901932e-05,0.36678680343775993,0.49834145542405506,0.9599766,0.39816013
Rps3a1,4.332692,1.8992071,1.4729716482756626e-05,3.396442820661379e-05,0.30385361796506793,0.36774642696261106,0.7821401,0.27611113
Rab3a,4.248615,2.074789,2.150963853486376e-05,4.9301713506081144e-05,0.2789021347380094,0.3242147508087964,0.7118833,0.22021848
