names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_1 (for_DEGs),mean_expr_Rest (for_DEGs)
Malat1,18.622808,1.5741434,2.099137691633375e-77,3.558878042395224e-73,0.9965397923875432,0.946955997588909,4.669535,3.596796
Meg3,17.064651,2.3442717,2.7200497345347166e-65,1.1528930799825396e-61,0.9342560553633218,0.6205545509342978,3.3210354,1.8335029
Csmd1,16.98912,2.260439,9.886012821499776e-65,3.352149227514144e-61,0.9965397923875432,0.6977094635322484,3.736323,2.2560453
Lsamp,16.402243,1.7727394,1.8430551974388048e-60,5.207859636229582e-57,0.9896193771626297,0.8342374924653405,4.173128,2.9809172
Opcml,16.316229,2.2057483,7.566842348533046e-60,1.832689216814704e-56,0.9653979238754326,0.6410488245931284,3.3532972,1.9433706
Rbfox1,16.191933,2.0900004,5.74937422861069e-59,1.2184361333983205e-55,0.9896193771626297,0.713381555153707,3.6579914,2.289963
Nrg3,16.02703,1.9994149,8.274389253076203e-58,1.5587110599628217e-54,0.986159169550173,0.7438215792646172,3.8050106,2.483732
Dlg2,16.008715,2.045178,1.1108195682404305e-57,1.8832834959948258e-54,0.9930795847750865,0.7399035563592525,3.8254356,2.4738019
Tenm2,15.809652,2.0251484,2.6693421898352462e-56,3.4812328835743664e-53,0.9792387543252595,0.7139843279083785,3.6033556,2.2799304
Dab1,15.187792,2.449589,4.260291377924097e-52,4.815265334755009e-49,0.8858131487889274,0.4511754068716094,2.690507,1.2570775
Adgrb3,15.172774,2.1095438,5.356415871812583e-52,5.675792168169408e-49,0.986159169550173,0.6564195298372514,3.37172,2.0172954
Celf2,15.083962,1.6900674,2.0649598453110094e-51,2.0593723069060502e-48,0.9896193771626297,0.8028933092224232,3.7945676,2.671973
Pcdh9,14.886168,1.6700693,4.053509964500514e-50,3.6170109441127217e-47,0.9930795847750865,0.8140446051838457,3.8901894,2.776233
Nlgn1,14.602622,1.8204571,2.7024676131545047e-48,1.9920711266704987e-45,0.9688581314878892,0.7269439421338155,3.4946318,2.3068457
Kcnip4,14.465164,1.8495764,2.011247937997942e-47,1.3639479016326845e-44,0.9930795847750865,0.78541289933695,4.0475993,2.8100443
Nkain2,13.991834,1.9732512,1.7484450043776593e-44,1.0978939483044014e-41,0.9619377162629758,0.6567209162145871,3.3168104,2.049933
Frmd4a,13.976698,2.6627905,2.1629227700140016e-44,1.3096497372434782e-41,0.7785467128027682,0.3037974683544304,2.1864393,0.8100701
Nrxn3,13.906349,1.807432,5.796327973231095e-44,3.3886532571779304e-41,0.9619377162629758,0.7013261000602773,3.3659825,2.1959682
Auts2,13.721923,2.2286139,7.504799721196766e-43,4.1043991765538704e-40,0.8512110726643599,0.45750452079566006,2.5517044,1.2595587
Ctnna2,13.585407,2.3502364,4.8880626453453166e-42,2.5897566902870155e-39,0.8269896193771626,0.3782399035563592,2.3211606,1.0302603
Nalf1,13.486259,2.0375824,1.8842067784972936e-41,9.395541683130328e-39,0.8996539792387543,0.5599758890898131,2.8871474,1.6344436
Fgf14,13.448332,1.9329269,3.148972004967155e-41,1.52536203920609e-38,0.9342560553633218,0.6256781193490054,3.1424923,1.9175173
Lrrtm4,13.444916,1.8543394,3.297811075546799e-41,1.5530858048561232e-38,0.9584775086505191,0.6883664858348403,3.3954797,2.1942105
Magi2,13.2869625,2.1216898,2.7553887962717995e-40,1.2625638284322186e-37,0.916955017301038,0.5165762507534659,2.771041,1.4908758
