names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astrocytes (for_DEGs),mean_expr_Rest (for_DEGs)
C030018K13Rik,12.009772,6.348624,3.157131212764857e-33,3.973401203137785e-32,0.23265306122448978,0.009021666789913481,0.3168951,0.0045648464
Ttc23,11.874418,3.6944263,1.6074835130057898e-32,1.976800091279889e-31,0.2755102040816326,0.06891961842786364,0.3933568,0.036551476
Rapgef3,11.873492,3.219307,1.6253889832964587e-32,1.997904939669526e-31,0.28775510204081634,0.08271093692228056,0.42883962,0.05590295
Ttc28,11.860049,1.3372418,1.9086178975877343e-32,2.3428306490718325e-31,0.5275510204081633,0.46291503364638026,0.90711975,0.46035242
Aldh1l1,11.85971,4.600371,1.9163751762340573e-32,2.351278583808636e-31,0.24591836734693878,0.0289876506692302,0.34137717,0.016634274
Tox,11.815803,1.3222381,3.234455078385237e-32,3.934350744962033e-31,0.5285714285714286,0.4089329290837832,1.0625539,0.5637995
Abr,11.747225,0.6248888,7.297594122780403e-32,8.765594728614637e-31,0.6561224489795918,0.7080159727871035,1.1918416,0.91109216
Zfp608,11.740592,0.7622634,7.89324066590305e-32,9.476826483146335e-31,0.6418367346938776,0.6588404939732307,1.1494936,0.8204265
Cecr2,11.667032,1.971341,1.8786244917813446e-31,2.227654020042574e-30,0.4010204081632653,0.26273755823411965,0.6272057,0.20087256
Nol4,11.620559,0.5927963,3.240105479935259e-31,3.805141356899493e-30,0.7122448979591837,0.7310508023367596,1.4013464,1.1083639
Hapln1,11.617813,3.017516,3.345896310246786e-31,3.925949076695683e-30,0.2836734693877551,0.08145381941876803,0.40305108,0.059493724
Ttll8,11.4894085,5.7990623,1.4912915708574248e-30,1.711704592436523e-29,0.22551020408163266,0.012090512460252903,0.31441367,0.0066135433
Fgd4,11.353277,0.8223947,7.143428331638579e-30,7.944698645328171e-29,0.5908163265306122,0.638098055165274,1.0076617,0.6848691
Clybl,11.323792,2.0568924,1.0004828531062568e-29,1.108576258266603e-28,0.4091836734693878,0.305294683132441,0.65755,0.20173527
Kidins220,11.315141,0.42163846,1.1042468626817241e-29,1.2220392586597167e-28,0.7295918367346939,0.7828514382903202,1.3476597,1.139935
Map4k4,11.314478,0.8877649,1.1126280686321854e-29,1.2308075835383624e-28,0.5948979591836735,0.6357686903793537,1.010924,0.6651524
Maob,11.293339,4.459603,1.4155509331683355e-29,1.558846457960376e-28,0.24081632653061225,0.03645640760186349,0.34715107,0.01868709
Gm4876,11.285164,1.9809508,1.5535176912327053e-29,1.70728099645901e-28,0.37857142857142856,0.2240996820232197,0.6157406,0.19522525
Epas1,11.15369,2.9678059,6.869686450520843e-29,7.359987038496614e-28,0.26326530612244897,0.06178362789321896,0.3802414,0.057452235
Ppp2r5a,11.122563,1.6916707,9.743119241750282e-29,1.0368222337656637e-27,0.45510204081632655,0.3929601419803298,0.72123617,0.2830756
Phactr3,11.093493,0.86566794,1.3491452300092276e-28,1.4289133752600687e-27,0.5693877551020409,0.6285957258004881,0.9917603,0.65790236
Zhx3,11.045568,1.4554319,2.3030562627772554e-28,2.4163655517698108e-27,0.4887755102040816,0.4765214819196924,0.81322694,0.37685707
Tlr3,11.02144,4.3883905,3.012043147412241e-28,3.140613091616877e-27,0.22653061224489796,0.022665089107446572,0.31482816,0.017513936
C030037D09Rik,10.975803,4.428155,4.995976784310103e-28,5.1611647902503836e-27,0.23265306122448978,0.033202691710419285,0.3271813,0.017819187
Rfx3,10.970164,0.531767,5.317558879156737e-28,5.480736750400518e-27,0.8408163265306122,0.7923907416993271,1.8184373,1.5196823
Calm1,10.931084,0.47474772,8.186464218073247e-28,8.370254700899093e-27,0.7663265306122449,0.8391259335946166,1.5854397,1.3331677
Atf7,10.908601,0.9613118,1.0485800829419881e-27,1.0680571201156642e-26,0.5663265306122449,0.6158766545884788,0.9757963,0.6147002
Sox2,10.879729,2.5759635,1.43990682686829e-27,1.455069441066226e-26,0.3010204081632653,0.12223619019448348,0.4478402,0.09052053
Lix1,10.856546,1.732783,1.856381200144457e-27,1.867501416992945e-26,0.4357142857142857,0.36855727279449824,0.7032491,0.26771924
Lypd6,10.855391,2.5062387,1.880011591519306e-27,1.889858266521652e-26,0.3010204081632653,0.1221252680618206,0.4592732,0.097673416
Mfn1,10.853399,1.3084954,1.921440200830525e-27,1.9307815331457073e-26,0.5,0.500036974044221,0.8024594,0.40347406
Pacrg,10.758627,1.1867638,5.396832785423441e-27,5.347083220661056e-26,0.5275510204081633,0.5491385047696518,0.95783544,0.5338678
Lgi4,10.757789,4.9134083,5.4461244024526345e-27,5.39393154050506e-26,0.22040816326530613,0.02270206315166753,0.30290267,0.011671226
Tiparp,10.731578,2.6253877,7.235019972886125e-27,7.134127951245879e-26,0.3183673469387755,0.16043037787473194,0.49611723,0.09902828
Slc38a3,10.689539,4.2470484,1.139357734415876e-26,1.118135220005646e-25,0.22346938775510203,0.026843156104414703,0.30525365,0.0186248
Ptar1,10.672837,1.833714,1.363965463546234e-26,1.3332030558562135e-25,0.42142857142857143,0.34604007986393553,0.64876163,0.22807689
Fam107a,10.657496,3.6810834,1.608701143800608e-26,1.5684252443368047e-25,0.24285714285714285,0.05309472750129409,0.3436645,0.03147214
Id2,10.649508,2.554376,1.7528898543980676e-26,1.7052914695031166e-25,0.30714285714285716,0.14046439399541522,0.47300145,0.09799798
Shc3,10.630497,1.327564,2.149631657827057e-26,2.082213505616908e-25,0.4806122448979592,0.4649855801227538,0.78313303,0.38762346
Scara3,10.623526,4.6642146,2.3164252603652358e-26,2.2389333361875497e-25,0.22040816326530613,0.025733934777785995,0.3152579,0.014510995
Rab31,10.607473,1.6253494,2.750872596267506e-26,2.6521688791427298e-25,0.42346938775510207,0.3077349700510242,0.66991234,0.26944867
Nnat,10.547994,1.799478,5.18934449851193e-26,4.949864631700942e-25,0.4326530612244898,0.33831250462175555,0.8429687,0.32218695
Pdgfd,10.497577,3.6877625,8.862590170435256e-26,8.370397113518288e-25,0.22857142857142856,0.03586482289432818,0.39620402,0.037033617
Tnfrsf19,10.489939,1.855973,9.609098682591286e-26,9.062705566908664e-25,0.41020408163265304,0.33102861791022703,0.63075024,0.21738783
Cxcl14,10.477943,3.1894772,1.0909043829845217e-25,1.0274308016401718e-24,0.24387755102040817,0.05590475486208681,0.3568566,0.0459351
Fchsd2,10.468286,0.7726002,1.2081176526041575e-25,1.1362310579444772e-24,0.610204081632653,0.6447533831250463,1.0898633,0.7679894
Hipk2,10.440836,0.98846185,1.6138302422591435e-25,1.5125084970178998e-24,0.560204081632653,0.5671818383494787,0.95598114,0.5916895
Trp53bp2,10.416938,2.3199487,2.0752710390211533e-25,1.9368715810523927e-24,0.3326530612244898,0.18590549434297124,0.49687666,0.12123714
Tnfaip8,10.39186,3.438968,2.7003402052585233e-25,2.5045958341489998e-24,0.2336734693877551,0.044331879020927306,0.36171362,0.039396644
Sugct,10.367912,2.8658848,3.4702429963955023e-25,3.205411801758238e-24,0.28775510204081634,0.12208829401759964,0.46954015,0.07900046
Ccdc190,10.354957,5.735214,3.973684578959434e-25,3.655354489443341e-24,0.20408163265306123,0.011720772018043333,0.29801995,0.006496549
Pnisr,10.257602,0.46055138,1.093899774117263e-24,9.896662266172006e-24,0.65,0.7397027286844635,1.1683581,0.95969355
Abi1,10.251803,0.65902334,1.1615526161239122e-24,1.0501655045507913e-23,0.6071428571428571,0.6782518671892331,1.0311434,0.7620475
Limch1,10.249598,0.51878375,1.1883756876910823e-24,1.0740549858143081e-23,0.7040816326530612,0.7311617244694225,1.3302714,1.0790132
Zcchc24,10.244063,2.4018302,1.2583834154122515e-24,1.1357998781366207e-23,0.27755102040816326,0.10008873770613029,0.39339286,0.087283604
Psap,10.202293,0.86652,1.9364464023643897e-24,1.7303729574835767e-23,0.5948979591836735,0.6248983213783924,1.0077857,0.66991955
Vegfa,10.146148,3.0153499,3.447029072034461e-24,3.0527907437562944e-23,0.27653061224489794,0.11306662722768616,0.41088185,0.060950357
Mmp14,10.077991,4.0299654,6.912549001580241e-24,6.056087110285656e-23,0.21428571428571427,0.029135546846114028,0.2990534,0.021114044
Itpkb,10.038152,2.4795828,1.035966008584686e-23,9.017300502322809e-23,0.2897959183673469,0.12833690749094137,0.42661664,0.09111716
Angpt1,10.013661,1.8955148,1.3274690071448573e-23,1.152474708303144e-22,0.34591836734693876,0.20158248909265694,0.59438246,0.19739355
Syt11,9.967284,0.43739483,2.1194555930311273e-23,1.8270699963024188e-22,0.6989795918367347,0.7956074835465503,1.2923092,1.0819534
Itih3,9.965359,4.4972034,2.1609237017379324e-23,1.862220008521432e-22,0.20408163265306123,0.019596243437107152,0.2865294,0.014585076
Pantr1,9.93965,1.5206373,2.798084795165147e-23,2.3982308914222485e-22,0.4336734693877551,0.36530355690305405,0.69713724,0.30108058
Igsf11,9.905654,1.2971426,3.933887158466666e-23,3.351412427013295e-22,0.4663265306122449,0.42653257413295864,0.7420953,0.37001747
Nipbl,9.894328,0.35478333,4.4056054959613025e-23,3.7437893635825487e-22,0.7112244897959183,0.7987502773053317,1.3274044,1.1528131
Abtb2,9.869356,1.9315269,5.652606007435156e-23,4.785303195330265e-22,0.30918367346938774,0.1452710197441396,0.46927133,0.1458166
Pcsk6,9.846305,2.6658223,7.111066539659597e-23,5.991670050820112e-22,0.2683673469387755,0.10319455742069067,0.3942972,0.0734049
Tnrc6b,9.844811,0.30536702,7.217449073910966e-23,6.077494723158498e-22,0.7357142857142858,0.8068475929897212,1.4145085,1.2585545
Ngef,9.809137,1.9238076,1.0284422295839092e-22,8.59273716073372e-22,0.3795918367346939,0.29349996302595577,0.57847273,0.18768045
Rbm39,9.803402,0.28068095,1.0885659326846585e-22,9.086600376277345e-22,0.8275510204081633,0.8582784885010722,1.6851983,1.5296912
Sorbs1,9.7970915,0.45956138,1.158739746535762e-22,9.660358979030694e-22,0.746938775510204,0.7490201878281446,1.4498463,1.2156473
Pik3r1,9.796585,1.1659106,1.1645618732608216e-22,9.70588633204661e-22,0.5112244897959184,0.5049914959698292,0.87747914,0.48619008
Bmp2k,9.794416,1.6443926,1.1898199331305252e-22,9.913321427354174e-22,0.3826530612244898,0.2587443614582563,0.5888178,0.22832888
Gm12239,9.791316,4.486989,1.2268845250017385e-22,1.02158001818397e-21,0.21326530612244898,0.03641943355764254,0.38881573,0.02097135
Gk,9.775368,1.7060633,1.4363449481378156e-22,1.1937701440291713e-21,0.41836734693877553,0.3710345337573024,0.64862245,0.24670415
Vcam1,9.739382,4.2686133,2.0479565906314341e-22,1.6916259941674341e-21,0.2010204081632653,0.020594542631072986,0.2746591,0.016266052
Itgb5,9.7161875,2.077485,2.5723298783422995e-22,2.1137157134879995e-21,0.2724489795918367,0.09953412704281595,0.4020269,0.11086477
Csrp1,9.708205,2.2802603,2.781919187320627e-22,2.2824478950627555e-21,0.2724489795918367,0.10567181838349479,0.38757154,0.092993036
Ctnna1,9.670075,2.1374426,4.0408032045340565e-22,3.2901933971463665e-21,0.32551020408163267,0.18960289876506692,0.49628913,0.13632548
Ddo,9.654272,3.8503692,4.714963798670463e-22,3.8298390952320234e-21,0.21836734693877552,0.045588996524439845,0.30609402,0.024524687
Srgap3,9.632699,0.40401167,5.818084823678253e-22,4.711631682104722e-21,0.7142857142857143,0.7504991495969829,1.3464215,1.1471188
Gm9750,9.623047,4.573993,6.390943969919202e-22,5.164651563059518e-21,0.20408163265306123,0.028543962138578717,0.31910568,0.015658664
Lars2,9.618419,0.44853386,6.6850839681124e-22,5.3926210214103926e-21,0.7112244897959183,0.7996746284108556,1.3894124,1.1654953
Ccdc50,9.613478,1.0522327,7.01394376936121e-22,5.656202553503473e-21,0.5224489795918368,0.559195444797752,0.8639997,0.5079693
Chd7,9.613157,1.3589827,7.035750634434922e-22,5.67208579499749e-21,0.4275510204081633,0.3203431191303705,0.68549985,0.32491758
Adgrg1,9.601514,3.0534225,7.877850613227444e-22,6.333867324279516e-21,0.23979591836734693,0.07198846409820306,0.34476548,0.048396584
Acaca,9.581634,0.6014961,9.552224469997077e-22,7.641210821935739e-21,0.6010204081632653,0.6850181172816683,1.0549207,0.8036193
Ehbp1,9.490581,0.38100928,2.2975079268991815e-21,1.8114447768715084e-20,0.7255102040816327,0.7740516157657324,1.3951728,1.2032994
Cdh19,9.439493,1.894089,3.745879753388182e-21,2.938738364190962e-20,0.29897959183673467,0.1392812245803446,0.5020114,0.16163175
2900052N01Rik,9.431487,4.770467,4.043171808285219e-21,3.1645798569363197e-20,0.19285714285714287,0.01856097019892036,0.27618706,0.011587342
Pcdh11x,9.411459,1.0961926,4.8929686094369095e-21,3.81859037280191e-20,0.503061224489796,0.43736596908969905,0.92631143,0.5384806
Mras,9.391468,1.3966092,5.916994117730692e-21,4.5990636952104045e-20,0.45102040816326533,0.43814242401833914,0.69913733,0.32525584
Yap1,9.389247,2.7601588,6.043070095681634e-21,4.6916293981787195e-20,0.27040816326530615,0.12290172299046069,0.38493037,0.06700761
Ckap5,9.363014,0.6656871,7.749402191884634e-21,5.976648590583815e-20,0.5775510204081633,0.6688604599571101,0.9761991,0.7143615
Cyp2d22,9.317605,4.6317616,1.1899582424889087e-20,9.106857868321554e-20,0.19285714285714287,0.02114915329438734,0.27080676,0.012467556
Alpk1,9.28047,3.3841307,1.6873280075407866e-20,1.2836495912406832e-19,0.22959183673469388,0.06888264438364268,0.33210438,0.037033334
Rhoq,9.277232,1.8627094,1.7393774912127458e-20,1.3217498073780112e-19,0.363265306122449,0.2647711306662723,0.5488764,0.18322107
Pou3f2,9.2674055,3.3923957,1.9072872295240977e-20,1.4456645375828632e-19,0.22653061224489796,0.06507431782888412,0.3232311,0.03569467
Klf7,9.255241,0.7496216,2.1374673429545525e-20,1.6178520423996852e-19,0.5653061224489796,0.6344745988316202,0.95427555,0.6676776
Pdgfrb,9.248234,3.8391829,2.2823220399887016e-20,1.7239326064289304e-19,0.2,0.03042963839384752,0.2841253,0.022699645
Vav3,9.20312,1.3511107,3.477019875213535e-20,2.6089786106391427e-19,0.4418367346938776,0.39540042889891297,0.7505416,0.36346358
Cdc14a,9.18031,2.2853014,4.298528447277258e-20,3.2155194704437614e-19,0.27346938775510204,0.12316054130000739,0.39724758,0.09535837
Nfat5,9.098318,0.41830388,9.174112025136428e-20,6.768489569341456e-19,0.6653061224489796,0.7553427493899283,1.2288398,1.0327749
Cables1,9.0547905,2.168448,1.3682988007777335e-19,9.99624490943385e-19,0.32755102040816325,0.21470827479109664,0.52592325,0.14318173
Gm35188,8.931535,2.3697827,4.2014009181333835e-19,3.004035196121448e-18,0.2969387755102041,0.17174443540634474,0.45079038,0.104534626
Hsp90aa1,8.914859,0.44927436,4.884378924779912e-19,3.478485600552246e-18,0.7081632653061225,0.798454484951564,1.3280741,1.1090713
Tead1,8.906963,1.1117357,5.244945864717998e-19,3.730325446928867e-18,0.47244897959183674,0.4421356207942025,0.76256126,0.42478383
Diaph3,8.874767,2.3261623,7.007963397179834e-19,4.95015711046851e-18,0.27346938775510204,0.1338830141240849,0.40411597,0.09467696
Fut8,8.861209,0.4590755,7.915144650835267e-19,5.577758635403714e-18,0.6540816326530612,0.7392220661095911,1.2043451,0.99262124
Mt2,8.848418,2.9184694,8.876880114655492e-19,6.242391224307591e-18,0.2173469387755102,0.05941728906307772,0.31883892,0.04847621
Cyp4f15,8.836706,5.5298147,9.858223114900286e-19,6.916199871994013e-18,0.17448979591836736,0.010019965983879317,0.23673469,0.005764867
Shroom2,8.813083,1.9906838,1.217502005600264e-18,8.501631728294983e-18,0.3295918367346939,0.22147452488353175,0.4861565,0.14628626
Sybu,8.795375,0.47128314,1.4257152416017983e-18,9.929748196433468e-18,0.6489795918367347,0.7024328921097389,1.1680942,0.954877
Fam171b,8.779822,0.6148323,1.637330244299258e-18,1.1382940146008036e-17,0.5806122448979592,0.6776602824816979,1.0039498,0.7556888
Nrf1,8.757743,0.8198407,1.991987052479666e-18,1.3773724163697536e-17,0.5377551020408163,0.6111070028839755,0.9040528,0.60569775
Gm5089-1,8.731066,5.0716558,2.522841242692285e-18,1.733284177733104e-17,0.17551020408163265,0.013384604007986394,0.25215173,0.008491806
Slc1a4,8.702692,2.491328,3.2410193405429554e-18,2.2187564249780692e-17,0.29489795918367345,0.17862160763144272,0.44781074,0.09572835
Epb41l2,8.699656,1.0698464,3.3289244178525964e-18,2.276614892025942e-17,0.42959183673469387,0.333616801005694,0.6812145,0.38190192
Gabbr1,8.698237,0.8128898,3.3708000436464704e-18,2.3046665947272433e-17,0.5448979591836735,0.6237891000517637,0.9095695,0.612115
Gm10561,8.690259,4.5668755,3.616144194883317e-18,2.4698981829312333e-17,0.1826530612244898,0.02303482954965614,0.2716113,0.01308132
Mfap3l,8.686055,1.8941491,3.752437899826872e-18,2.557788086462406e-17,0.3622448979591837,0.2937957553797234,0.53520006,0.17430466
Hsp90ab1,8.672641,0.42429626,4.222121244200996e-18,2.8677552535814145e-17,0.7112244897959183,0.8125415957997486,1.3727218,1.1617217
Ubr5,8.671568,0.3372811,4.2621108545251465e-18,2.893454236005323e-17,0.6632653061224489,0.758078828662279,1.2075436,1.0495418
Igdcc4,8.645067,2.2579985,5.377363173498202e-18,3.63039569024866e-17,0.30918367346938774,0.2026547363750647,0.4578799,0.114583485
Pou3f3,8.621109,1.9575144,6.6308826990511706e-18,4.4654591008397236e-17,0.32755102040816325,0.22509798121718552,0.47810236,0.14655013
Lcat,8.574558,4.5791283,9.946744683576512e-18,6.658421266758866e-17,0.17551020408163265,0.016490423722546773,0.257754,0.012225454
Kcnn2,8.566688,0.58797145,1.0650475758835582e-17,7.11709235612813e-17,0.6265306122448979,0.6428307328255565,1.1690483,0.90672696
Dbi,8.560909,1.6344475,1.1198053263486877e-17,7.471857243354666e-17,0.33877551020408164,0.2214375508393108,0.55619216,0.21482393
Tmem44,8.534441,1.6490887,1.4083440789681283e-17,9.348370899672334e-17,0.3622448979591837,0.2825926199807735,0.5607572,0.21492416
Slc14a1,8.516401,5.054517,1.6458805394217743e-17,1.0887447093614741e-16,0.1704081632653061,0.011942616283369074,0.23926666,0.00810125
Gm41492,8.515049,5.2597647,1.6652035549294538e-17,1.1009847323069494e-16,0.1704081632653061,0.01223840863713673,0.24214187,0.007125503
A830019P07Rik,8.507849,2.9952438,1.7719081004446518e-17,1.1700951255578224e-16,0.22857142857142856,0.08563188641573616,0.34335062,0.050100673
Myorg,8.505749,5.0783324,1.8042805606086788e-17,1.1905947608928093e-16,0.17142857142857143,0.013569474229091178,0.24348518,0.00812682
C030005K06Rik,8.488973,5.6745915,2.0847256394802584e-17,1.3722826539155937e-16,0.1673469387755102,0.009243511055239222,0.23696528,0.005221557
Foxo1,8.465518,1.3795596,2.5501613584080116e-17,1.67210433627192e-16,0.4010204081632653,0.3378318420468831,0.6378964,0.2949193
Sh3pxd2b,8.459659,2.5629046,2.6816210471015367e-17,1.7553022542172543e-16,0.26326530612244897,0.13576869037935368,0.37083933,0.073229864
Gpld1,8.45627,2.5834725,2.7606567679355125e-17,1.8052773753815337e-16,0.2683673469387755,0.14405087628484803,0.3897819,0.076521344
AW047730,8.4531975,4.161217,2.8343172540915144e-17,1.8507437331090885e-16,0.17857142857142858,0.02270206315166753,0.2518592,0.0158815
Magi3,8.448014,0.79158896,2.9629801122375777e-17,1.9333481208310762e-16,0.5336734693877551,0.5532426236781779,0.92847925,0.6335406
Pon2,8.445656,3.086725,3.0234416906886756e-17,1.9708849643087024e-16,0.2,0.04677216593951047,0.29116186,0.03901184
Fgf1,8.432527,2.571955,3.3828027148702733e-17,2.200869466066931e-16,0.25510204081632654,0.12234711232714635,0.3732908,0.073344134
Pard3,8.422014,0.6780892,3.700648267234065e-17,2.4041687364743555e-16,0.573469387755102,0.6104044960437772,0.9607707,0.6974188
Cyp2j6,8.356136,2.4996781,6.480587819578493e-17,4.171859001247583e-16,0.24693877551020407,0.11051541817644014,0.353814,0.07237347
Xpr1,8.308113,0.6833902,9.723590844863269e-17,6.213381471681454e-16,0.5704081632653061,0.6356577682466908,0.9475196,0.68482935
Utp14b,8.299448,2.9311817,1.0459654958392469e-16,6.674091493633607e-16,0.23061224489795917,0.09347038379057901,0.3214665,0.048513077
Cdk19,8.295029,0.99687093,1.0855912560671543e-16,6.922125545924167e-16,0.4928571428571429,0.4741921171337721,0.8012024,0.47960964
Arhgef19,8.288059,4.3694215,1.1511119742200458e-16,7.312146275955704e-16,0.17244897959183675,0.01922650299489758,0.2282251,0.012327004
Myh14,8.2852335,2.9814878,1.1787728043873096e-16,7.482547898390505e-16,0.20816326530612245,0.061635731716335136,0.28643334,0.04113629
Ncan,8.272628,1.7829168,1.3103845777587589e-16,8.290565953467824e-16,0.37857142857142856,0.3315092804850995,0.6011288,0.2147099
Nr2f1,8.27204,1.376776,1.31685178365079e-16,8.329521522292073e-16,0.42653061224489797,0.4128521777712046,0.67711794,0.3168752
Hspa8,8.242655,0.66771436,1.684312955657094e-16,1.0601426357110828e-15,0.6193877551020408,0.6730015529098573,1.1263704,0.8381815
Abhd3,8.179063,2.3892918,2.8605935272118094e-16,1.7829772228295365e-15,0.28469387755102044,0.17584855431487095,0.4179166,0.0944237
Foxn3,8.163009,0.4824016,3.267816398795826e-16,2.0304721086806696e-15,0.6408163265306123,0.7005841898986911,1.1533968,0.93707323
Amot,8.154645,2.849431,3.5020838804424147e-16,2.172229775334434e-15,0.23877551020408164,0.10877763809805517,0.3497019,0.056462888
Lrp1,8.150865,0.9558208,3.6133184310318436e-16,2.2396739617491496e-15,0.5061224489795918,0.5603046661243807,0.82574576,0.50787127
Hes5,8.096215,3.7406425,5.669527708722238e-16,3.4844512702050902e-15,0.17755102040816326,0.028950676625009244,0.25476235,0.021474017
Ccdc80,8.071357,4.5462875,6.952110577828403e-16,4.251324788945134e-15,0.1704081632653061,0.02211047844413222,0.24159376,0.011628035
Prxl2a,8.06277,1.6523868,7.458475516882793e-16,4.55475538951456e-15,0.363265306122449,0.2956074835465503,0.5509002,0.21006224
Ltbp1,8.043821,2.2596111,8.707927064588728e-16,5.293710412341609e-15,0.24897959183673468,0.11927826665680692,0.36032322,0.08671713
Astn2,7.978076,0.5664714,1.486321124845368e-15,8.934552265010075e-15,0.6704081632653062,0.6325889225763514,1.3030559,1.0332081
Epb41l5,7.970287,2.292054,1.5830677411419956e-15,9.49699267793825e-15,0.27448979591836736,0.16250092435110552,0.401333,0.096063934
Kcnj16,7.9482436,3.320173,1.891746684462272e-15,1.1313428313265358e-14,0.19183673469387755,0.05006285587517563,0.26155496,0.029492024
Ephb1,7.9476466,1.0518067,1.9008804627221173e-15,1.1362994000743781e-14,0.4602040816326531,0.4235007025068402,0.780841,0.45157602
Slc30a10,7.937824,3.029744,2.0575954254727744e-15,1.2294327125295408e-14,0.21428571428571427,0.08015972787103454,0.2935263,0.04092439
Cpt1a,7.9110518,3.703744,2.552230758190062e-15,1.5189023360479948e-14,0.17448979591836736,0.02935739111143977,0.24377239,0.020965034
Wwox,7.9059734,0.63396597,2.6584736748351802e-15,1.580030693271871e-14,0.5857142857142857,0.6613917030244768,1.1250681,0.85042155
Itgav,7.897232,1.4845567,2.8516540662101163e-15,1.6914778092509013e-14,0.3673469387755102,0.2953856392812246,0.55811673,0.23671688
Sesn3,7.863503,1.2266715,3.735374968769117e-15,2.2064085603610944e-14,0.44387755102040816,0.46369148857502035,0.73030347,0.3781986
Fam13c,7.860629,0.60290277,3.822085042946123e-15,2.2556429849321836e-14,0.560204081632653,0.6351031575833764,0.9627766,0.72559625
Rgs12,7.7996745,2.150237,6.2067145217512785e-15,3.6278968718611454e-14,0.2602040816326531,0.1407601863491829,0.37092677,0.09636976
Plce1,7.7838426,2.1966069,7.035418830431849e-15,4.104248892177677e-14,0.26632653061224487,0.15122384086371368,0.42320383,0.10879272
Lfng,7.7810917,4.903675,7.190138970198623e-15,4.1908684192893056e-14,0.15714285714285714,0.01246025290246247,0.222427,0.008287578
Itsn1,7.754758,0.6164351,8.851213804762469e-15,5.144540664805701e-14,0.5489795918367347,0.645714708274791,0.9297058,0.6933682
Crlf3,7.7103057,1.7731837,1.255166289023677e-14,7.235854577572667e-14,0.32142857142857145,0.23315832285735413,0.46966884,0.16159253
Gm38604,7.6965704,2.5066245,1.3976699729805866e-14,8.036677118336906e-14,0.27653061224489794,0.17618132071285958,0.46467873,0.09901683
Fzd2,7.688699,4.696196,1.4863908526545724e-14,8.532220083492492e-14,0.15612244897959185,0.013162759742660653,0.22159936,0.009523814
Dach1,7.6716895,1.7361926,1.697454905143101e-14,9.700258039386457e-14,0.31326530612244896,0.21574354802928344,0.5506421,0.19920169
Tjp1,7.6486797,0.26580524,2.030533786463484e-14,1.1527665929066936e-13,0.7397959183673469,0.7986763292168897,1.4604044,1.3220547
Scrg1,7.6474056,3.007358,2.0507472924306723e-14,1.1639961923872447e-13,0.1846938775510204,0.046513347629963765,0.27282366,0.038267426
2310022B05Rik,7.647086,3.010411,2.05584757662556e-14,1.1666446543596367e-13,0.2010204081632653,0.06858685202987502,0.2816317,0.039575398
Ppara,7.644357,4.092196,2.099919957323398e-14,1.1911515569617838e-13,0.16428571428571428,0.02362641425719145,0.22931917,0.014998665
Gng12,7.6343412,1.2955189,2.2697802623375093e-14,1.2858738277252557e-13,0.4051020408163265,0.373918509206537,0.6164838,0.29807305
Btbd17,7.599909,4.413555,2.9633932489483624e-14,1.6689661831742298e-13,0.15816326530612246,0.017488722916512607,0.22554688,0.011802017
Smpdl3a,7.5996275,3.0691876,2.969842604765164e-14,1.672247920998323e-13,0.19693877551020408,0.06429786290024403,0.28170213,0.038035817
Tbl1x,7.5665436,0.8585171,3.8328546856086334e-14,2.1505284068136142e-13,0.4969387755102041,0.5515418176440139,0.8161196,0.52818674
Crot,7.550487,2.1971989,4.336336753280309e-14,2.424919220825014e-13,0.2714285714285714,0.16682688752495747,0.38847396,0.09850481
Daam1,7.527413,0.6097708,5.175551966476547e-14,2.8834145000875975e-13,0.5540816326530612,0.6374325223692967,0.91818494,0.686151
Atp13a5,7.521573,3.4715226,5.4121093870251073e-14,3.011459499469137e-13,0.1653061224489796,0.026695259927530874,0.22935015,0.02297326
Nr2e1,7.5130987,3.98301,5.774402226745653e-14,3.2083992521227404e-13,0.16428571428571428,0.026658285883309915,0.23533967,0.016640887
Ppp1r3c,7.5057034,4.8561664,6.10996845707193e-14,3.392042405816586e-13,0.1540816326530612,0.015048435997929453,0.22126408,0.008514153
Eci2,7.502022,2.7493298,6.284097187720666e-14,3.4865515472652136e-13,0.20918367346938777,0.08171263772831472,0.28505868,0.047888614
Usp54,7.467553,1.2476947,8.169971512687412e-14,4.5077440358503235e-13,0.4275510204081633,0.4201360644827331,0.6746397,0.34051862
Fabp7,7.453104,2.695488,9.11692106076712e-14,5.015799936585023e-13,0.18877551020408162,0.05486948162390002,0.2759377,0.047889914
Tmsb4x,7.4422565,0.5521715,9.897984050619915e-14,5.43216567483981e-13,0.6653061224489796,0.7233232270945796,1.3429226,1.0750686
Ogt,7.440211,0.2687252,1.0052485323406871e-13,5.514705607185436e-13,0.689795918367347,0.7754196554019078,1.2518178,1.1224545
Gm14964,7.372367,3.900901,1.676249581745773e-13,9.10835718129604e-13,0.1653061224489796,0.031095171189824744,0.2397832,0.01797749
Arhgap26,7.362341,0.43643636,1.807125909837042e-13,9.803648939495521e-13,0.613265306122449,0.67233602011388,1.0903606,0.90004146
Gpd2,7.320642,1.1744292,2.4678741621019885e-13,1.3302262534740307e-12,0.4357142857142857,0.4526732233971752,0.6802837,0.35888553
Eya4,7.3123446,2.3982604,2.6252120849574696e-13,1.4116359560297619e-12,0.21020408163265306,0.08407897655845596,0.32377222,0.07001647
