names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-HYa GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Ap2a2,-3.8103797,-0.58900875,0.00013875348476836825,0.0023355914864170535,0.25,0.5610358024249794,0.37001517,0.51493037
Tmcc1,-3.8120892,-0.9531378,0.00013779716348259917,0.002321385443747611,0.453125,0.8109732107729175,0.9007235,1.3426995
Hipk3,-3.812499,-1.1172444,0.00013756874430783682,0.002318991317159081,0.15625,0.4596015594263028,0.1750131,0.34706444
Fam78b,-3.8138373,-1.6190221,0.00013682562946004567,0.002307912532072459,0.125,0.39886977359705283,0.099665746,0.27908245
Arid4a,-3.8145025,-0.9442819,0.00013645762848101228,0.002303151053570854,0.21875,0.5250903108122608,0.25927204,0.45078707
Pdcd4,-3.8154073,-0.62700677,0.0001359584729489312,0.002296168553197851,0.265625,0.5846060302585929,0.39632615,0.5602476
Fam135a,-3.815531,-0.7770262,0.00013589034621673567,0.002296168553197851,0.28125,0.6318537859007833,0.44339988,0.670993
Kazn,-3.8159025,-1.0948095,0.00013568615893191308,0.0022944538014477685,0.265625,0.5741263993705068,0.3782764,0.68410045
Pnpt1,-3.8160028,-2.083098,0.00013563090797168165,0.0022944538014477685,0.09375,0.3716155799563647,0.062429883,0.2413432
Plxna2,-3.8161807,-0.97219634,0.00013553320819191278,0.0022944538014477685,0.328125,0.657069280017168,0.4998736,0.820778
Cdc37l1,-3.8169851,-0.7364303,0.0001350922624105488,0.0022887320876238625,0.28125,0.6047426588933796,0.4114965,0.61418283
Elmo1,-3.8174958,-1.2659938,0.00013481313283193893,0.002285444087819684,0.265625,0.5724095997710934,0.40869445,0.79486
Parp6,-3.8179133,-1.0087686,0.00013458515834032992,0.002283019699876682,0.140625,0.43735469795057047,0.16872066,0.31467932
Trpc1,-3.8192978,-0.9509017,0.00013383205988662955,0.0022716787423586455,0.21875,0.5441897063557352,0.28376967,0.49121332
Enox2,-3.8196228,-1.5394037,0.00013365593123945514,0.002270123181039292,0.171875,0.44447226295647196,0.1569784,0.40149692
Pstk,-3.8200946,-2.3415132,0.00013340051424710726,0.002267218101087775,0.09375,0.3672162809828678,0.05184892,0.23879683
Jakmip2,-3.8233123,-0.8487037,0.00013167087818255222,0.002239238289091885,0.375,0.7126506670481777,0.66726816,0.9965316
Miga2,-3.823753,-1.6443236,0.0001314355375471475,0.0022366516110778043,0.078125,0.3607067491684252,0.080430165,0.23255025
Dnajc5,-3.8239,-0.70620006,0.00013135717878966924,0.0022366516110778043,0.21875,0.5507350048284989,0.32596776,0.48780215
B3glct,-3.8254006,-2.1946008,0.00013055961009074686,0.002224563553036378,0.046875,0.32587002396366105,0.056415096,0.23560219
Mrtfa,-3.8272493,-0.8452142,0.00012958331196825885,0.002209329690727865,0.28125,0.639686684073107,0.44947737,0.70285803
Slc12a6,-3.8284636,-0.8733386,0.0001289457266829405,0.002199855032362293,0.3125,0.6556028470260024,0.44729424,0.7096725
Kpna3,-3.8287265,-0.78904456,0.00012880804089523057,0.0021989021974935484,0.25,0.5819592975428306,0.35060954,0.5455837
Snx32,-3.8296237,-1.6071657,0.0001283393314196569,0.0021922936015551053,0.078125,0.3716871132730069,0.08843242,0.24817452
Fubp1,-3.830753,-0.87372875,0.00012775168854928698,0.0021836436840453827,0.328125,0.6745591759361923,0.4748342,0.74841005
Ip6k2,-3.831225,-1.8402972,0.0001275069184281734,0.00218084716624126,0.0625,0.3406774205086019,0.0654978,0.21703535
Oga,-3.8321066,-0.6423065,0.00012705066364333066,0.0021744276000613344,0.328125,0.6577846131835903,0.4962033,0.69453996
Lmo7,-3.832795,-0.99446446,0.000126695534790339,0.0021697316888568577,0.28125,0.5652205014485496,0.38408834,0.65905315
Cdc123,-3.8354557,-2.0410523,0.0001253316796251552,0.002147743770107092,0.09375,0.37980614471189955,0.07129204,0.2655217
Lrrc49,-3.835626,-0.93418545,0.00012524492884698532,0.0021476268271336924,0.21875,0.5348546085339246,0.2677809,0.4616791
Pabpn1,-3.8366005,-0.7326423,0.00012474917285277385,0.0021404918739170073,0.328125,0.6627204120319039,0.49208552,0.72094274
Mindy2,-3.8370104,-0.9758961,0.00012454119375152414,0.0021382887387242514,0.140625,0.4523409277871169,0.19664168,0.35586488
Atp9a,-3.8374746,-0.80423456,0.00012430614018032064,0.002135617638519959,0.3125,0.627669086877213,0.4122152,0.6370267
Scn3a,-3.837606,-0.9602801,0.00012423961773630737,0.002135617638519959,0.28125,0.637469151257198,0.44868785,0.7427733
Mcts1,-3.8381553,-1.2061368,0.00012396215129026217,0.0021324347024131527,0.078125,0.37204477985621803,0.122388504,0.26265636
Luzp1,-3.8382711,-0.87670374,0.00012390360640894405,0.0021324347024131527,0.234375,0.5389320075825316,0.3092489,0.51008403
Lamc1,-3.8387198,-1.4110857,0.00012367747801678432,0.0021302652784044836,0.15625,0.44057369719947065,0.14220206,0.34101692
Taf3,-3.8388667,-1.4526803,0.00012360348611048204,0.0021302652784044836,0.140625,0.43760506455881826,0.13480161,0.33289334
Dhx36,-3.839238,-0.6271854,0.00012341674502355768,0.0021285031699505744,0.203125,0.5127150470331557,0.2958253,0.42637053
Golgb1,-3.8403287,-0.9401199,0.00012286973002237348,0.0021204300871555397,0.21875,0.5233735112128474,0.25705853,0.44622874
Srsf5,-3.8409164,-0.7706663,0.00012257583388578227,0.0021167176455726025,0.25,0.582388497442684,0.35013565,0.5395786
Map3k5,-3.840994,-1.1204401,0.00012253721271598904,0.0021167176455726025,0.15625,0.46292785865016634,0.21231636,0.41493243
Dipk1a,-3.8417053,-0.92149097,0.0001221824358254594,0.002112639672220138,0.171875,0.47755642190350156,0.22249117,0.38660458
Akap8l,-3.842301,-0.79982775,0.00012188624764002381,0.002108875385761391,0.3125,0.6513466146857899,0.465504,0.7090372
Sbf1,-3.842355,-0.82200575,0.00012185935503400079,0.002108875385761391,0.15625,0.4530562609535391,0.2277827,0.37310785
Retreg1,-3.843469,-1.2087427,0.00012130737533998133,0.002101566199474725,0.125,0.42279766801387747,0.17267483,0.36161447
Prkcz,-3.8436546,-0.6907449,0.00012121560821819307,0.0021013312211760307,0.25,0.5751636324618191,0.36329135,0.5347797
Fndc3a,-3.844606,-1.1107905,0.00012074632809243747,0.0020945473439921204,0.265625,0.5760220322615258,0.29324403,0.5515492
Rnf150,-3.8446832,-1.0860844,0.00012070825062508413,0.0020945473439921204,0.3125,0.6727708430201367,0.54623544,0.9332843
Lemd3,-3.8454335,-1.157236,0.00012033948625542976,0.002090188749633741,0.171875,0.4660395579241032,0.17255744,0.35069478
Qki,-3.8455806,-1.1365906,0.00012026737857827873,0.002090188749633741,0.46875,0.8292142065166851,1.0267404,1.5973265
Diaph1,-3.8463306,-1.553196,0.00011989988436233844,0.0020852491215637764,0.109375,0.3955077077148682,0.10711926,0.28654233
Unc79,-3.8469727,-1.2765955,0.00011958627140240285,0.002081141912294407,0.359375,0.7400479273221503,0.75570023,1.3178661
Sema4d,-3.8470733,-1.4697354,0.000119537221414966,0.002081141912294407,0.140625,0.4330626989520369,0.13590184,0.3387445
Cnot7,-3.8490458,-1.2968967,0.0001185789140615908,0.0020662875621497694,0.171875,0.4714403233305912,0.16127838,0.35767695
Luc7l,-3.849703,-1.0455955,0.00011826109139094582,0.0020620866487181793,0.21875,0.5215494116384706,0.2307174,0.4289684
Arhgap12,-3.8497262,-1.219347,0.00011824988880920462,0.0020620866487181793,0.25,0.5344254086340713,0.28288475,0.56604046
Samd12,-3.850291,-1.2770083,0.00011797760088513124,0.0020598168523609335,0.34375,0.7507063915018419,0.79680276,1.374397
Phf12,-3.850778,-1.0109447,0.00011774308807919491,0.002057059022553945,0.234375,0.5215136449801495,0.24197926,0.43935487
Tex2,-3.85084,-1.4131266,0.00011771334014922009,0.002057059022553945,0.15625,0.44822776208018883,0.14338039,0.34399486
Synj2,-3.8510566,-2.8297684,0.00011760927819831595,0.002057059022553945,0.0625,0.34164312028327193,0.040732943,0.2589541
Iqcb1,-3.851134,-1.6110611,0.00011757213424411746,0.002057059022553945,0.171875,0.45674022676061377,0.13040283,0.35451603
Chd6,-3.8528666,-0.83303833,0.00011674300321690588,0.002044905147612947,0.359375,0.7218426982367038,0.59740645,0.8985891
Rspry1,-3.8532765,-0.98598886,0.0001165476331848336,0.0020428146795019434,0.171875,0.4922922851318001,0.22096677,0.39863124
Dpp8,-3.8534932,-1.0281267,0.00011644454334498704,0.0020423399997909933,0.1875,0.49393755141457135,0.21433857,0.39709464
Tbk1,-3.8535318,-1.7800443,0.00011642614349655416,0.0020423399997909933,0.125,0.41206767051754356,0.095724285,0.29639584
Rheb,-3.8536325,-0.8563059,0.00011637831672188746,0.0020423399997909933,0.140625,0.45158982796237346,0.21276087,0.3571315
Ndufaf5,-3.8539495,-2.3402808,0.00011622759976964841,0.0020423399997909933,0.0625,0.3490110518974212,0.048113845,0.22282855
N4bp2l1,-3.8542898,-1.0143905,0.0001160660595303973,0.0020410307719776017,0.125,0.41675310275760935,0.1582079,0.29732695
Vps50,-3.8551562,-0.8860276,0.00011565582112377914,0.0020351486009141753,0.1875,0.5008405164705462,0.24025545,0.4067252
Fyn,-3.8553958,-0.7470028,0.0001155425148587321,0.0020344871390918294,0.328125,0.6767767087521013,0.5441804,0.7946843
Epb41l1,-3.8563936,-0.8984842,0.00011507213788086512,0.0020275333408910465,0.296875,0.6082120247505276,0.38117296,0.6232313
Pxdn,-3.856703,-1.9638548,0.00011492665177080316,0.0020262986437542528,0.109375,0.39504274115669374,0.080045044,0.2814844
Pdxdc1,-3.8568733,-1.369087,0.00011484670837425043,0.002026218682873348,0.140625,0.4252655674380343,0.13325575,0.3134932
Ccpg1,-3.857314,-0.80488396,0.00011463982621075241,0.0020238975888849653,0.15625,0.46264172538359744,0.21893434,0.35598046
Garre1,-3.857577,-1.3712153,0.00011451659022893983,0.0020230511370490554,0.109375,0.406523838477771,0.12627852,0.29876333
Rgl1,-3.8581648,-1.0268645,0.00011424157321662553,0.002019520442322847,0.25,0.5791337315354627,0.33937508,0.6006644
Lrrc28,-3.8587217,-1.1725771,0.0001139816055080412,0.002016251310073119,0.15625,0.455559927036017,0.16905612,0.34725806
Cwc27,-3.8591394,-0.87722623,0.00011378699600845744,0.0020141347712432484,0.265625,0.5948710611967524,0.36259952,0.58934677
Pnpla8,-3.8594255,-0.97184575,0.00011365383344518833,0.002013103826415432,0.234375,0.5462641725383598,0.2742662,0.48176736
Zyg11b,-3.8600135,-0.8575004,0.0001133807712488338,0.0020095919020159396,0.25,0.5748774991952502,0.32411474,0.52686054
Aopep,-3.8601758,-0.86873925,0.00011330542903964977,0.0020095820978847452,0.390625,0.7110411674237276,0.6359565,0.9643396
Pbx3,-3.860586,-2.755595,0.00011311548958884243,0.0020075384446844096,0.0625,0.3377087878679495,0.060924403,0.3536341
Mthfd1,-3.8609107,-2.6084468,0.00011296518487771981,0.0020061959799499876,0.0625,0.3447905862155299,0.039027173,0.21729581
Rnf13,-3.8617926,-0.8199744,0.00011255816400972474,0.002000289594537899,0.25,0.5597482027254194,0.33299038,0.529191
Usp37,-3.8621948,-1.5209798,0.00011237296513505392,0.001998320035194506,0.203125,0.4883937193747988,0.15090564,0.38353544
Aff2,-3.8623881,-0.9241098,0.00011228402956417116,0.00199806084396641,0.265625,0.6021674594942594,0.4462924,0.7262748
Ltn1,-3.8629296,-0.9465444,0.00011203536305463331,0.001994957061151754,0.15625,0.447333595622161,0.18622148,0.3325277
Mrtfb,-3.8637571,-0.9733409,0.00011165626223426972,0.001989525043922299,0.328125,0.7054973353839551,0.610391,0.9751259
Glcci1,-3.8638885,-1.1154214,0.00011159614277825358,0.001989525043922299,0.234375,0.5331378089345112,0.25576836,0.48947537
Usp8,-3.8643372,-1.0019745,0.0001113912590707307,0.0019874389981610454,0.15625,0.4623555921170285,0.19177571,0.35303193
Kcnk2,-3.8658223,-1.2963591,0.00011071555202647377,0.0019766956032899337,0.09375,0.38499231016846097,0.1476908,0.3299475
Fbxo8,-3.8661935,-1.0636282,0.00011054723046867473,0.0019750027145567085,0.171875,0.4657176579992131,0.185739,0.3553094
Ror1,-3.8674312,-3.282512,0.00010998790048171559,0.001966317289383698,0.0625,0.3339175220859115,0.039207432,0.3286453
Adam11,-3.868777,-4.4668193,0.00010938266011944662,0.0019567989862912987,0.015625,0.29586179763224724,0.009069545,0.1835433
Pogz,-3.8690941,-1.5851972,0.00010924050414915849,0.0019555578590858685,0.15625,0.45230516112879576,0.12670681,0.34026456
Fam13a,-3.8707802,-1.7262648,0.00010848757312470874,0.0019433740599072826,0.109375,0.3922529418076469,0.09607202,0.28791478
Gpc4,-3.870935,-1.8734893,0.00010841874263893877,0.0019433740599072826,0.03125,0.3207553918237419,0.07857084,0.26198676
Gphn,-3.8713682,-1.4219,0.00010822623641162518,0.001941281022950847,0.46875,0.880718194499088,1.1826196,1.9548918
Ypel2,-3.8723967,-1.3436189,0.00010777032585842718,0.0019343945596632852,0.171875,0.4667548910905254,0.20244515,0.45074368
Akap11,-3.8737116,-0.90134716,0.00010719022119794399,0.0019252682109550502,0.28125,0.6414392503308416,0.4139541,0.67181677
Tmem63b,-3.873959,-0.8148883,0.00010708135505654379,0.0019245993380396869,0.21875,0.522300511463214,0.26882935,0.43345904
Sarnp,-3.8745625,-0.8757536,0.00010681643076054034,0.0019211228209743767,0.171875,0.49336528488143355,0.23592241,0.3975952
Chic1,-3.8758388,-1.2493819,0.00010625805053140255,0.001912360226241652,0.171875,0.4803462212525484,0.17638151,0.37746465
Il1rapl2,-3.8783834,-1.2662456,0.00010515288550129733,0.0018937386282974927,0.1875,0.5035230158446297,0.41378564,0.80326533
Zbtb11,-3.8786929,-1.0726748,0.00010501926094481136,0.0018926006315138036,0.234375,0.5387174076326049,0.25331575,0.47397617
1700087I21Rik,-3.8792188,-2.7447073,0.00010479246689153052,0.0018897809297821644,0.046875,0.33220072248649807,0.036944993,0.2249467
Gk,-3.8799922,-1.6775286,0.00010445978572048054,0.0018850466368766365,0.09375,0.3733681462140992,0.089204215,0.26117876
G2e3,-3.880116,-1.9517618,0.00010440664931815171,0.0018850466368766365,0.078125,0.36056368253514076,0.06814994,0.24124022
Foxn2,-3.880201,-3.821038,0.00010437013283958721,0.0018850466368766365,0.03125,0.3102757609356558,0.01643548,0.21042994
Dync1i2,-3.8803945,-0.8622258,0.00010428718566361347,0.0018850466368766365,0.390625,0.7345398619406989,0.68106085,1.0203499
Traf3,-3.881833,-1.0660142,0.00010367200911135874,0.001875869956109232,0.234375,0.5116062806252012,0.25054222,0.46756554
Sf3b3,-3.8820264,-1.4786801,0.00010358958566905464,0.0018756416219187992,0.109375,0.4028398726706964,0.1099483,0.2805811
Ntng2,-3.882336,-2.4827144,0.00010345783678876806,0.001874519268047335,0.0625,0.3412854537000608,0.05204635,0.26129892
Ttc13,-3.882939,-1.879967,0.00010320138120517436,0.001871134354239565,0.125,0.4062377052112021,0.08277954,0.27584985
Pum2,-3.8855226,-0.75367177,0.00010210999526183427,0.0018525966054594779,0.34375,0.6809971744339927,0.5099121,0.75212014
Cdc42bpb,-3.8859324,-1.4585645,0.00010193781598355419,0.0018507223753230413,0.125,0.4129618369755714,0.117557235,0.2947907
Zfyve1,-3.887139,-1.5295503,0.00010143261313783319,0.0018427953448367667,0.109375,0.4076326048857255,0.10964277,0.2885855
Cacng8,-3.8873403,-0.937079,0.00010134864277625725,0.001842515582813283,0.234375,0.5208698451303695,0.2767212,0.47647536
Chd7,-3.8881292,-3.583492,0.0001010198538040819,0.001837781632847448,0.046875,0.32476125755570656,0.033024892,0.33825937
4632427E13Rik,-3.8888254,-0.82376355,0.00010073058225864827,0.0018337606675405684,0.265625,0.5885761293322365,0.35043588,0.55552304
D430041D05Rik,-3.8891501,-1.0370344,0.00010059585661924787,0.0018325496049892817,0.34375,0.6788154082764047,0.6047129,0.99497724
Ccdc85a,-3.8898232,-1.0791162,0.00010031732298691247,0.0018287153790083705,0.375,0.6929790049715655,0.6705667,1.1047244
Dmxl2,-3.8899932,-0.88984925,0.00010024700460608682,0.0018286741437648017,0.390625,0.7265281304767696,0.6691432,1.0170718
Pex5l,-3.8926153,-1.1827811,9.916932750419099e-05,0.0018102444497538125,0.46875,0.7797489180585858,1.0837309,1.6937237
Plxna4,-3.8944252,-1.1400713,9.843183458786806e-05,0.0017980036678286982,0.4375,0.7458421259701706,0.8526418,1.3777902
Rsf1,-3.8947036,-0.8610312,9.83188347585082e-05,0.0017971612856878334,0.34375,0.6859329732823062,0.5055219,0.7861269
Brwd1,-3.896127,-0.7581176,9.774319022274241e-05,0.001787855358260782,0.375,0.6970921706784935,0.567214,0.8290039
Uba2,-3.8962584,-2.528959,9.769016655461519e-05,0.001787855358260782,0.0625,0.3495475517722379,0.043996006,0.23078957
Ubap2,-3.89919,-1.2674326,9.65150786691567e-05,0.0017677983393594005,0.125,0.41593046961622376,0.13414374,0.29683182
Zfp280c,-3.9006517,-1.3165767,9.593408444184316e-05,0.0017583552857792127,0.171875,0.4725490897385457,0.1675905,0.37462106
Cacnb2,-3.9007368,-1.2963878,9.590037186263449e-05,0.0017583552857792127,0.421875,0.7813584176830358,1.0573982,1.7253982
Ppm1a,-3.9010694,-0.69366807,9.576869363080975e-05,0.0017577218564616517,0.203125,0.5185807789978182,0.2885909,0.43248984
Nexmif,-3.901928,-0.9873406,9.542956878598718e-05,0.0017526948142716854,0.296875,0.6239135877534961,0.41418815,0.7017688
Daam1,-3.902508,-0.95547915,9.520107265737809e-05,0.0017496941329027012,0.296875,0.6353589184162524,0.41710123,0.6949745
Lrfn5,-3.90257,-1.0626304,9.517673025289212e-05,0.0017496941329027012,0.625,0.8581136664401445,1.6513182,2.2825491
Ccnh,-3.9027324,-0.9907625,9.511285940198982e-05,0.0017496941329027012,0.1875,0.5039164490861618,0.22621016,0.40841866
Hspa9,-3.9033744,-0.9251077,9.486081336941969e-05,0.0017470253976945218,0.078125,0.377409778604385,0.15396993,0.27465066
Nt5dc3,-3.9063678,-0.7079686,9.369391466981984e-05,0.0017267184411372148,0.109375,0.40419900568689865,0.1997968,0.30840808
Eea1,-3.9070482,-1.0497254,9.343047168202415e-05,0.0017230451435113169,0.234375,0.5441897063557352,0.2639307,0.4856678
Zfp398,-3.9074504,-1.3533678,9.327512980495036e-05,0.0017213617705075662,0.15625,0.46264172538359744,0.15011224,0.3463046
Lgr4,-3.9083786,-1.3127183,9.291757898084079e-05,0.0017159418193918845,0.109375,0.41371293680031473,0.13814235,0.3133428
Mtx2,-3.908456,-1.3402096,9.288784158119143e-05,0.0017159418193918845,0.140625,0.4377481311921027,0.13970989,0.3218159
Rnf112,-3.9090981,-1.4201199,9.264136783699298e-05,0.0017131958388024787,0.203125,0.4823491541185307,0.18833238,0.44120264
Slc25a36,-3.909191,-0.79493594,9.260578422745069e-05,0.0017131958388024787,0.28125,0.5934046282055867,0.36357978,0.56573814
Ncoa5,-3.9115345,-1.5266973,9.171156442286354e-05,0.001698338894584661,0.140625,0.45105332808755677,0.12780415,0.33131745
Camta2,-3.9120913,-1.7890447,9.150027904047428e-05,0.0016955948260810648,0.078125,0.3680746807825745,0.08175624,0.25805444
Lnpep,-3.9134216,-0.8297733,9.099740124080954e-05,0.0016874397317740181,0.3125,0.6833935405415072,0.51013964,0.780656
Pitpna,-3.915394,-0.7132999,9.025665746345505e-05,0.001674859382626407,0.25,0.5821738974927573,0.36804795,0.54780567
Shc3,-3.9156415,-1.398972,9.016410464303283e-05,0.0016742981974832703,0.1875,0.46621839121570874,0.1719715,0.40202153
Rsbn1,-3.9162605,-0.90868556,8.99331146571676e-05,0.0016711637557663163,0.171875,0.48578275331735754,0.22124016,0.38176668
Dlg2,-3.9178305,-1.1335751,8.934948391977003e-05,0.001661467566037523,0.796875,0.9556135770234987,2.9629903,3.7202058
Elp4,-3.9179697,-0.9612716,8.929790646838575e-05,0.001661467566037523,0.296875,0.6449443828463106,0.418001,0.69831145
Ube2l3,-3.91814,-1.4850146,8.923490555653676e-05,0.001661467566037523,0.125,0.4217604349225652,0.1209719,0.30745405
Cramp1,-3.9188669,-1.2166293,8.89661925195347e-05,0.0016577819646323838,0.09375,0.391001108766408,0.12182184,0.2631988
Nrg3os,-3.9191146,-4.068824,8.8874890279918e-05,0.0016572299110488525,0.015625,0.3010837297471297,0.012262989,0.18818964
Ist1,-3.9193466,-2.4858494,8.878937482817552e-05,0.001656785070578525,0.078125,0.3644622482921421,0.0467708,0.237612
Ccnl2,-3.9205298,-0.9332256,8.835445381692013e-05,0.0016498152703687589,0.1875,0.4935798848313602,0.22340268,0.3906931
Ift80,-3.920971,-2.4389024,8.819293960081019e-05,0.0016479445668106882,0.09375,0.3719374798812547,0.05083463,0.24901938
Syn1,-3.9225178,-0.6934209,8.762842671741186e-05,0.0016385357173951682,0.328125,0.6468042490790086,0.5152919,0.73723274
Tasor,-3.922657,-0.7807463,8.757778835412641e-05,0.0016385357173951682,0.328125,0.6639007117565006,0.4895197,0.734763
L3mbtl3,-3.923647,-3.0806434,8.72184898430208e-05,0.001633143430022278,0.046875,0.3323080224614614,0.03209983,0.24370445
Rnf103,-3.924026,-3.2732556,8.708131485976976e-05,0.0016317119458033567,0.03125,0.31878822561608067,0.023211129,0.20460145
Rnf38,-3.9243045,-1.2887284,8.698066315983561e-05,0.001630963307121272,0.203125,0.49239958510676346,0.18549421,0.4040923
Adamtsl1,-3.9245906,-1.4736613,8.687733012517935e-05,0.0016301633103795875,0.109375,0.41078007081798346,0.20649678,0.4928664
Dpy19l4,-3.9250934,-1.3699313,8.66960799210185e-05,0.0016278991386986493,0.109375,0.4080260381272578,0.12830237,0.30293134
Pik3cb,-3.926331,-2.6563568,8.625144651823841e-05,0.0016206827747867595,0.078125,0.3591687828606173,0.04325276,0.24581723
Rab12,-3.9266095,-1.1050901,8.615170137248052e-05,0.0016199413687043747,0.140625,0.4461890625558854,0.16704772,0.33009237
Kcnq5,-3.9278083,-1.3132232,8.572348664772127e-05,0.001613018267664055,0.46875,0.782002217532816,1.1252786,1.8199266
Reep1,-3.929015,-0.9529413,8.529454045175639e-05,0.001606071690216324,0.3125,0.5963017275295969,0.36262128,0.6130933
Ube2q2,-3.9290228,-0.99045193,8.529179735032282e-05,0.001606071690216324,0.15625,0.460924925784184,0.1970675,0.35961673
Prpf38b,-3.9291773,-1.0795215,8.523695282437433e-05,0.001606071690216324,0.109375,0.42251153474730857,0.15699722,0.30693412
Xkr6,-3.9293165,-1.115226,8.51876212449303e-05,0.001606071690216324,0.265625,0.5847490968918774,0.367146,0.6734464
Dnajc6,-3.9295022,-1.0387399,8.512188777203731e-05,0.001606071690216324,0.359375,0.7063199685253406,0.57925767,0.960169
Mcf2l,-3.9301054,-1.0501806,8.490858484331366e-05,0.0016044259316032618,0.203125,0.5096748810758611,0.22003543,0.41188738
Tbc1d1,-3.930531,-1.5694134,8.475848268138553e-05,0.0016027166992602598,0.109375,0.4028398726706964,0.11872404,0.31781602
Add3,-3.9311962,-0.8485032,8.452427996092169e-05,0.0015994136637675815,0.265625,0.593154261597339,0.3794086,0.6047783
Btaf1,-3.9326658,-0.90651447,8.400902155352558e-05,0.0015907839387901566,0.3125,0.6468042490790086,0.43096307,0.69807005
Cdc40,-3.9334314,-1.1857839,8.37417224815934e-05,0.001586840679182239,0.203125,0.49976751672091274,0.21404219,0.4336991
AW554918,-3.9337409,-1.1113453,8.363395100234521e-05,0.0015859169113853322,0.234375,0.5890053292320898,0.3117569,0.58241105
Chaserr,-3.9340966,-1.1085203,8.351017584473288e-05,0.001584688153211845,0.1875,0.5073500482849888,0.21378842,0.41473147
Ptchd4,-3.9353032,-1.5598103,8.309170443251763e-05,0.0015778615534287976,0.171875,0.4692227905146822,0.24289219,0.59362423
Heatr6,-3.9368038,-3.4074879,8.257406217719488e-05,0.0015691407713587175,0.03125,0.31868092564111733,0.020240447,0.19635597
Cadps,-3.937701,-1.2392375,8.226600175087088e-05,0.0015643931118513098,0.53125,0.8287492399585107,1.3117481,2.001986
Tbc1d22a,-3.9387374,-1.5110652,8.191149103877569e-05,0.0015587547905183447,0.09375,0.39236024178261025,0.10620406,0.27714798
Copb1,-3.9400136,-2.0493753,8.147695017871978e-05,0.0015515844445798729,0.078125,0.37000608033191457,0.0689338,0.25881958
Zmiz1,-3.941692,-2.0068252,8.09087795807046e-05,0.001541857381087612,0.109375,0.39729604063092383,0.09263313,0.32935908
BC005537,-3.942226,-0.9883279,8.072890319163698e-05,0.0015395213830796917,0.25,0.5495189384455811,0.27176976,0.48214066
5330438D12Rik,-3.9429452,-3.0003967,8.048705913265453e-05,0.0015359994878511559,0.046875,0.33431095532744376,0.030762458,0.22313821
Sptlc2,-3.9432003,-1.7634788,8.040140824086102e-05,0.0015354554651257537,0.125,0.420437068564684,0.103802055,0.31580666
Dtnb,-3.944376,-1.0677563,8.000800622873295e-05,0.001529029251327208,0.34375,0.7269573303766229,0.6368306,1.0531282
Gpbp1l1,-3.9448016,-1.2704266,7.986610567862424e-05,0.0015274037434766074,0.109375,0.41081583747630457,0.13407922,0.29723325
2610008E11Rik,-3.9448633,-1.7816377,7.984548542856175e-05,0.0015274037434766074,0.0625,0.3599198826853607,0.07548411,0.2386806
Tox,-3.945312,-1.9255595,7.9696139055484e-05,0.0015263259133434463,0.125,0.41382023677527807,0.18892553,0.5821998
Nckap1,-3.9461937,-1.0742757,7.940336545717015e-05,0.0015218034449601726,0.390625,0.7887978826138274,0.75174844,1.211895
Atl1,-3.9467971,-1.0448421,7.920363283025826e-05,0.0015190589679864664,0.21875,0.5353553417504202,0.25275162,0.46579805
Styx,-3.947965,-2.474612,7.881831993685715e-05,0.0015127487547881083,0.078125,0.36442648163382096,0.04735809,0.23866843
Dgkg,-3.949775,-1.0722024,7.822471164704597e-05,0.0015024288791680666,0.359375,0.6576057798919847,0.5841103,0.9814158
Sirpa,-3.9500766,-0.9622875,7.812618879539055e-05,0.0015016099377197026,0.203125,0.5226939447047463,0.2721177,0.4758267
Ireb2,-3.9502854,-1.1464036,7.805804940443461e-05,0.001501374221544136,0.203125,0.5215494116384706,0.21890813,0.43289214
U2surp,-3.950533,-0.93964505,7.797736436560186e-05,0.001500896690905245,0.28125,0.6002718266032404,0.337267,0.5706168
Dixdc1,-3.9511209,-2.2530506,7.778605330331202e-05,0.0014982876360286695,0.09375,0.38409814371043316,0.0668737,0.28493878
Cfdp1,-3.951987,-1.1928219,7.750492990545108e-05,0.001493943663242088,0.140625,0.44951536177974893,0.16561492,0.34483
Cask,-3.9532788,-0.983788,7.70875382813957e-05,0.0014869649344013657,0.375,0.7356843950069745,0.6290189,1.0050194
Zfp318,-3.9534645,-0.6821631,7.70277288118936e-05,0.0014868786445226877,0.15625,0.46525269144103865,0.2344639,0.35344842
St8sia5,-3.9544544,-1.391622,7.670948528645304e-05,0.001481800050069729,0.078125,0.36939804714045565,0.10749538,0.26063722
Hnrnpdl,-3.9561253,-0.8365275,7.617526673958891e-05,0.0014725391491314777,0.21875,0.5505204048785722,0.29693782,0.4808119
Suco,-3.9571462,-1.117564,7.585053371973933e-05,0.0014673173801651518,0.15625,0.46078185915089953,0.18076116,0.35760465
Swt1,-3.9587705,-1.4590421,7.533660946961175e-05,0.0014584255738101352,0.109375,0.4121034371758647,0.119795084,0.30002043
Edrf1,-3.9589946,-2.4876082,7.526589827969686e-05,0.0014581072002706956,0.0625,0.35391108408741373,0.04492639,0.22929537
Nbeal1,-3.9594975,-0.8599066,7.510763560498295e-05,0.0014560910308123317,0.25,0.6098930576916198,0.39639518,0.63280344
Sdk2,-3.9598224,-2.3173573,7.500554099245903e-05,0.0014551616508789705,0.109375,0.3902857755999857,0.07697425,0.3356193
