names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-HYa GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Anapc5,-2.9652684,-0.3146091,0.0030241889345085176,0.0279339830423664,0.21875,0.47240602310526125,0.3070107,0.36943763
Sin3b,-2.965957,-2.0958116,0.003017428172469664,0.02788111932402334,0.078125,0.2941807646911549,0.046581835,0.18551056
B830012L14Rik,-2.9669855,-0.6888956,0.0030073507043553364,0.02779756223805569,0.34375,0.6132551235738045,0.554033,0.7854211
Iars2,-2.9675114,-0.51489395,0.003002210184995653,0.027759596583218582,0.09375,0.318895525591044,0.14555995,0.20203313
Dctn2,-2.9682,-1.3435072,0.0029954942637002635,0.02771657398954066,0.078125,0.30694946171179227,0.081514664,0.19517423
Lta4h,-2.9682617,-3.6506948,0.0029948912572437167,0.02771657398954066,0.03125,0.2440359097249544,0.013002614,0.15218093
Dtx4,-2.9686563,-3.5458512,0.002991049693666096,0.027694522835564436,0.03125,0.2443578096498444,0.013637763,0.14873628
Bcl7a,-2.969569,-0.7916983,0.0029821785978849887,0.027621902421637246,0.109375,0.3481168854393934,0.14193976,0.23428686
Cdh9,-2.9698706,-0.9776106,0.002979251907716715,0.027604309917361427,0.3125,0.5352122751171358,0.48190457,0.79716694
Trim24,-2.9707832,-0.4240624,0.002970412746005148,0.027531904272217425,0.203125,0.45942272613469726,0.2801352,0.36031616
Plppr5,-2.9712706,-0.541882,0.0029657033366417727,0.027497739356647493,0.296875,0.6070674916842519,0.47628587,0.63562757
Gcnt2,-2.971526,-1.8983225,0.002963239222998161,0.027484376224356434,0.03125,0.24739797560713903,0.04267579,0.15059868
Npat,-2.9718816,-0.4792971,0.0029598075148198066,0.02746202621657742,0.203125,0.445116062806252,0.24807268,0.3311038
Bmp2k,-2.972663,-2.3588407,0.0029522853960834722,0.02740169554154159,0.046875,0.2636002718266032,0.0518568,0.24139303
Pdcd10,-2.9727633,-0.6476589,0.0029513184707686347,0.02740169554154159,0.15625,0.4011946063879252,0.18859978,0.2815366
Hmgcs1,-2.974295,-0.78191334,0.002936627129225266,0.027275206001480434,0.078125,0.309381594477628,0.14353286,0.23537457
Dennd10,-2.974612,-1.0050514,0.002933593335915944,0.027256449839578634,0.09375,0.32175685825673306,0.1079023,0.20593847
Mrpl3,-2.9750452,-1.5425917,0.002929454239458038,0.02722740761474835,0.125,0.3472942522980078,0.08149689,0.22102684
Usp14,-2.9752076,-0.4108724,0.0029279034528329204,0.02722241030367494,0.25,0.5124646804249079,0.3414206,0.4324508
Eif4enif1,-2.9758728,-1.0887096,0.002921560425947629,0.027172837883424297,0.140625,0.3675381809077578,0.12292491,0.24544457
Stk32c,-2.975981,-1.5426394,0.0029205290279616805,0.02717265061680414,0.046875,0.2644229049679888,0.058924954,0.1628182
Gdi2,-2.9761667,-0.314958,0.002918761690233612,0.02716561365312683,0.21875,0.47394398941306914,0.3260056,0.3916738
Spink10,-2.976329,-1.0628889,0.0029172160704790924,0.02716063611010853,0.203125,0.42215386816409745,0.17021057,0.32760695
Hsd17b4,-2.9772418,-1.0473106,0.002908545042505265,0.027089291262432053,0.109375,0.33788762115955506,0.11259804,0.2201876
Cald1,-2.9773579,-3.724378,0.0029074444800304927,0.027088430366997,0.03125,0.24493007618298224,0.016294504,0.19650155
Camkk2,-2.9784563,-0.51017964,0.0028970446370418287,0.027000898160705493,0.21875,0.4690081905647555,0.28011152,0.37872538
Abhd12,-2.9786108,-0.3500983,0.002895582601539068,0.026996635844328504,0.296875,0.5829607639758217,0.46476832,0.5619788
Psen1,-2.9788196,-0.9414478,0.0028936099219203848,0.026987607984033577,0.203125,0.4240137343967953,0.17290941,0.30932182
Fbf1,-2.9789047,-1.2984707,0.0028928065893863266,0.026987607984033577,0.0625,0.29078293215064915,0.07116911,0.16672777
Gm30092,-2.9794,-2.2447104,0.0028881366911283793,0.026955273668155456,0.015625,0.2345219786115383,0.040885806,0.18047903
B930095G15Rik,-2.9801888,-1.8687557,0.00288070826231779,0.026895285270493053,0.015625,0.23459351192818054,0.04122077,0.14296636
Nipsnap2,-2.9804363,-1.2041088,0.0028783813715695244,0.026882901443890554,0.171875,0.4067026717693766,0.13917825,0.29568467
Lhfp,-2.9805136,-2.0438447,0.0028776545701557524,0.026882901443890554,0.046875,0.2641367717014199,0.05906817,0.22386341
Zxdc,-2.9812484,-3.0286179,0.0028707583076150755,0.02683035677412768,0.03125,0.24907900854823134,0.018120904,0.13908313
Cltc,-2.9812794,-0.46326345,0.0028704682699436756,0.02683035677412768,0.359375,0.6884366393647842,0.6185027,0.7794773
Dock11,-2.9812949,-0.9477127,0.0028703232611397814,0.02683035677412768,0.09375,0.3229013913230087,0.15990499,0.288523
Vps53,-2.9836385,-0.76942486,0.002848431522137137,0.026649496866234287,0.171875,0.4144998032833792,0.18143326,0.29199865
Sil1,-2.9841025,-0.32961506,0.0028441146485041354,0.026618377083004567,0.203125,0.46385779176651526,0.320186,0.38814902
Dctn4,-2.9843655,-0.3678361,0.0028416710724555954,0.026604774117380436,0.234375,0.5032726492363818,0.33538982,0.41489476
Ttc39c,-2.9851081,-1.0210538,0.0028347819072671605,0.02654952591434946,0.140625,0.369183447190529,0.1338633,0.2551726
Glrx3,-2.9851158,-0.45948657,0.0028347102254532505,0.02654952591434946,0.15625,0.389749275725169,0.20872526,0.27699372
Tbl1xr1,-2.985255,-0.43764535,0.0028334202357828244,0.02654952591434946,0.375,0.6514896813190744,0.5687851,0.7117863
Eif2ak1,-2.985487,-2.45008,0.0028312714440942247,0.02654440464159519,0.078125,0.28935226581780465,0.03384066,0.17234331
Dcaf17,-2.985812,-0.8133636,0.0028282656354927964,0.02652547910146298,0.140625,0.3809149111198541,0.15685856,0.26116595
Irak1bp1,-2.98657,-1.5007155,0.00282126341043681,0.026469046032973842,0.078125,0.29321506491648486,0.066474326,0.1777312
Ylpm1,-2.9873357,-0.7763987,0.002814205811081287,0.026412053839942082,0.390625,0.743767659787546,0.71939504,1.031035
Zfp106,-2.9877534,-0.6559669,0.002810363010396663,0.02638520408433205,0.234375,0.4883937193747988,0.26400146,0.38937432
Gm39469,-2.9881556,-1.3968563,0.0028066670652418277,0.02635971480008665,0.109375,0.3398547873672163,0.085919715,0.21208577
Cwc22,-2.9884493,-0.62842447,0.002803968989919282,0.026343582782912975,0.125,0.3642118816838943,0.15884124,0.23596115
Ccz1,-2.9890604,-1.1438622,0.0027983674126708545,0.026300151234160848,0.125,0.35394685074573484,0.11181238,0.23223512
Sacm1l,-2.9892306,-0.3841473,0.0027968093000938976,0.02629470465133766,0.28125,0.558997102900676,0.40239882,0.49868366
Aggf1,-2.9892926,-2.2788525,0.002796242910170693,0.02629470465133766,0.046875,0.26939447047462356,0.035366025,0.16101229
Phkg2,-2.9897566,-0.99876004,0.0027919983236530136,0.026267855376945544,0.046875,0.2739368360814049,0.084163964,0.16166264
Hmox2,-2.9900274,-1.541938,0.002789525033163867,0.026253778508270792,0.078125,0.30276476268822206,0.0758796,0.20664819
2510009E07Rik,-2.990182,-1.0570574,0.002788112622896604,0.026249679809821916,0.09375,0.3237240244643943,0.10952485,0.21578398
Nfx1,-2.9909167,-0.52366495,0.0027814125895360923,0.026195778577229163,0.265625,0.543796273114203,0.34274608,0.46229157
Etv5,-2.9915202,-1.2614884,0.002775922506825894,0.026153239045726428,0.140625,0.3674666475911156,0.1364839,0.3005428
Trim3,-2.9917598,-1.5397252,0.0027737433008415903,0.02614187390165329,0.078125,0.30144139633034084,0.06647765,0.18219283
Grk3,-2.9918063,-0.5388682,0.0027733216995682966,0.02614187390165329,0.21875,0.4598519260345506,0.2807596,0.3858857
AI480526,-2.9934075,-1.9740946,0.0027588122505030088,0.026019405114431675,0.078125,0.299581530097643,0.051054526,0.18713705
Rps6kc1,-2.9934306,-0.38856,0.00275860247933541,0.026019405114431675,0.21875,0.48882291927465216,0.31050372,0.38977817
Nsun2,-2.9936936,-0.382379,0.0027562260908489526,0.026013275399055624,0.171875,0.4128187703422869,0.23969918,0.30237746
4930447C04Rik,-2.9938946,-27.325098,0.0027544101145328547,0.02600527047698447,0.0,0.21631674952609178,0.0,0.1554139
Sipa1l1,-2.9939952,-0.93733186,0.0027535025362994715,0.02600527047698447,0.421875,0.7530669909510355,0.8601063,1.2839607
Chsy3,-2.9941113,-0.8726075,0.0027524556701023985,0.02600509277624875,0.390625,0.7036374691512572,0.86202955,1.2541052
Lsm14a,-2.9951322,-1.1974081,0.002743258913275777,0.025927318677354955,0.171875,0.40691727171930325,0.13688585,0.28999174
Txnl1,-2.995279,-0.539668,0.0027419374513064395,0.025923947683534142,0.171875,0.4129976036338925,0.21468097,0.29869378
Ptprt,-2.9955885,-0.9164768,0.0027391573267790174,0.02590677837752629,0.359375,0.6201938552881004,0.7567025,1.1426951
Marchf4,-2.9966946,-1.5862846,0.002729239428107594,0.025822064589172907,0.125,0.34640008583997994,0.08294676,0.23086543
Gm46218,-2.996981,-1.3133389,0.002726678606767975,0.025806922917877947,0.078125,0.3038019957795343,0.07883336,0.18551897
Miga1,-2.998025,-0.54247427,0.0027173536757507566,0.025727728424039052,0.234375,0.49948138345434384,0.2927384,0.4023494
Rnpc3,-2.9980328,-0.9905639,0.002717284711035737,0.025727728424039052,0.15625,0.3934332415322436,0.1454888,0.27091798
Rufy1,-2.9983964,-1.0476829,0.002714045172758632,0.025714525314536125,0.140625,0.36714474766622557,0.13067316,0.253535
Cand1,-2.9985433,-0.7897062,0.002712736574099457,0.02571119285575041,0.125,0.3618155155763797,0.14948758,0.24587297
Ctxnd1,-2.9985664,-2.286343,0.0027125300059662174,0.02571119285575041,0.03125,0.2511534747308559,0.052540686,0.23361304
Rap1gap,-2.9996803,-0.6453337,0.002702631621094275,0.025633502173950995,0.171875,0.4136414034836725,0.1988029,0.29565883
Alkbh1,-3.0008945,-1.0844098,0.0026918772498497785,0.025540516138228653,0.125,0.3577023498694517,0.11626527,0.23225853
Ablim1,-3.000918,-0.6988033,0.002691672133604743,0.025540516138228653,0.328125,0.6131835902571623,0.50786936,0.72953844
Ccdc66,-3.0009952,-1.490633,0.0026909885159346054,0.025540516138228653,0.09375,0.32415322436424765,0.077532716,0.20420107
Wasf2,-3.0020006,-1.296244,0.002682115912554668,0.025474886733949778,0.078125,0.30905969455273796,0.10774386,0.24638188
Eefsec,-3.0034857,-0.5843748,0.002669060653227621,0.02535985139753401,0.234375,0.4957974176472692,0.28503227,0.40179583
Snx10,-3.005288,-0.4454968,0.002653295567169293,0.025218978383388362,0.265625,0.5297042097356844,0.36482805,0.46971968
Fbxo41,-3.0063632,-0.30955192,0.0026439312238682538,0.0251388648214225,0.203125,0.4687578239565077,0.29343948,0.3525204
Tenm1,-3.0071597,-0.9159227,0.0026370116755397833,0.0250819482200899,0.390625,0.752280124467971,1.0286341,1.4795517
Ogfod1,-3.007353,-0.3080225,0.002635334671993978,0.02507487345484355,0.1875,0.42540863407131874,0.2520617,0.30373266
Kdm5a,-3.007678,-0.31534928,0.0026325195005596803,0.025056960318823453,0.3125,0.5808862977931972,0.444776,0.5288565
Galc,-3.0077553,-1.0619949,0.002631849626958025,0.025056960318823453,0.125,0.3585965163274795,0.11948745,0.23505916
Cnst,-3.0078094,-1.4954877,0.002631380808153053,0.025056960318823453,0.0625,0.2912478987088236,0.066404946,0.17696689
Mrpl41,-3.0084128,-1.5119083,0.0026261619894159096,0.025023039948796275,0.078125,0.2987946636145785,0.071382,0.19145817
Stk4,-3.0087066,-0.8439462,0.0026236229172138907,0.025007714716402,0.15625,0.39704567402267604,0.16467492,0.27862728
Lhx2,-3.0092404,-1.8000476,0.0026190182329653908,0.024972682725259068,0.015625,0.23673951142744734,0.045193084,0.14927056
Heca,-3.0104392,-1.8133609,0.0026087013045266094,0.02488313952880014,0.109375,0.3308415894702958,0.06663608,0.21686694
Snx7,-3.011267,-1.3310418,0.0026016009883192263,0.024824225339537504,0.125,0.35666511677813945,0.10962871,0.25579992
Cdkl2,-3.0114062,-0.8948013,0.0026004082802678825,0.024821659144155597,0.15625,0.39350477484888585,0.15250391,0.26721665
Zbtb4,-3.012017,-1.123145,0.0025951795269231323,0.02478055219915585,0.109375,0.33974748739225297,0.107380524,0.22067432
Poglut1,-3.0133011,-2.0352325,0.002584223834335465,0.02468471184806041,0.0625,0.28634786651883115,0.04486917,0.172357
Rnpep,-3.014353,-1.2527307,0.0025752796206210513,0.02460802397087043,0.09375,0.32057655853213635,0.09243194,0.2076307
Phkb,-3.0149255,-0.6473843,0.0025704248164813946,0.02457037168938281,0.265625,0.5357487749919525,0.35845643,0.51597637
Btbd1,-3.0150492,-0.576171,0.0025693762301151435,0.02456908871999783,0.1875,0.4376765978754605,0.2364509,0.33481857
Ldlrad3,-3.0155907,-1.0588304,0.0025647932625262547,0.02453399607122836,0.09375,0.32533352408884436,0.11974442,0.23507756
Hspa4l,-3.0166967,-0.35159436,0.0025554541406281506,0.024453366367050713,0.234375,0.4976572838799671,0.3500099,0.42835805
Pigb,-3.016805,-1.9435331,0.0025545414944310777,0.024453341629983277,0.03125,0.25412210737150825,0.039707042,0.14479657
Ube2f,-3.0170834,-1.1012213,0.0025521960585094946,0.024439596611600185,0.09375,0.32225759147322863,0.09783989,0.19927123
Nova2,-3.0172768,-0.45129865,0.0025505684424577736,0.024432718020976962,0.25,0.5221216781716084,0.3384158,0.43866375
Clip4,-3.0177796,-0.5699919,0.0025463410824390913,0.0244009218563261,0.203125,0.4365320648091849,0.22894612,0.3234801
Zmynd11,-3.0180967,-0.5682681,0.0025436778905968682,0.0243840973672272,0.421875,0.7263135305268429,0.7075227,0.9265106
Ddx5,-3.0183055,-0.7244266,0.002541925472803694,0.024375994808792028,0.4375,0.8066812117743839,0.8548682,1.1731884
Rbm39,-3.018522,-1.0539869,0.0025401093170079945,0.02436727502606384,0.46875,0.8581136664401445,1.0140036,1.5362582
Becn1,-3.018754,-0.5210722,0.0025381647528580436,0.02435731675331987,0.109375,0.34686505239815446,0.1617428,0.22468543
Tmem229b,-3.019636,-26.92226,0.002530787820067236,0.024295201402360356,0.0,0.21817661575878966,0.0,0.119716115
Nr1d2,-3.019868,-1.0232747,0.002528849784075463,0.024285272944284376,0.1875,0.41857720233198614,0.16134186,0.30444247
Eif2ak3,-3.0201619,-1.6728532,0.0025263968872512974,0.024270391262224654,0.046875,0.27465216924782715,0.057167817,0.17192383
Ppp4r3b,-3.0207186,-0.42823657,0.0025217552604706807,0.024234464895868096,0.3125,0.5762008655531313,0.40931785,0.5191428
Setd3,-3.020773,-0.64451325,0.0025213044075117932,0.024234464895868096,0.234375,0.48521048678421974,0.26549935,0.38889158
Cttnbp2nl,-3.0209894,-2.588168,0.0025195017328961135,0.02423014014420851,0.0625,0.28305733395328875,0.038222898,0.21050179
Gm5468-1,-3.021616,-27.003925,0.0025142934891665843,0.024188709650521344,0.0,0.2183196823920741,0.0,0.1262655
Numa1,-3.022111,-0.5662405,0.002510185300669641,0.02415783632843598,0.203125,0.45105332808755677,0.24301809,0.34168485
Syt16,-3.0224435,-0.7111506,0.002507428561262208,0.024139951788289333,0.390625,0.6693372438213098,0.65488344,0.92195225
Sugp1,-3.0224822,-1.0868438,0.0025071081899757813,0.024139951788289333,0.15625,0.395758074323116,0.13263084,0.2633301
Wasf3,-3.0227916,-0.569844,0.0025045465674169622,0.024129496689312937,0.203125,0.4455810293644265,0.23953211,0.33772033
Gnl3l,-3.0241606,-0.74755096,0.0024932401016954076,0.024029182759166285,0.1875,0.4245860009299331,0.19823575,0.313428
Orc3,-3.0244856,-0.9524538,0.0024905640754838824,0.02401200455983205,0.203125,0.4398941306913695,0.18446839,0.3307574
Mxi1,-3.0245783,-1.1595554,0.002489799979357661,0.02401200455983205,0.140625,0.37397617940555816,0.13619414,0.282117
Gmds,-3.0284147,-0.60686564,0.0024584043523704128,0.023718967665419387,0.34375,0.6660467112557674,0.5970708,0.8082259
Glyr1,-3.0291882,-0.304445,0.0024521186379735825,0.023666820331303937,0.21875,0.4902535856074967,0.32538486,0.38860005
Faf2,-3.0292268,-0.7398032,0.002451804738650323,0.023666820331303937,0.171875,0.41789763582388495,0.18930772,0.29865086
Lzts1,-3.0301628,-0.8278775,0.002444219578351323,0.023607541362437114,0.15625,0.39586537429807933,0.17820969,0.29734045
Abca5,-3.030186,-0.49589545,0.002444031789639733,0.023607541362437114,0.265625,0.5347473085589614,0.35850638,0.47503057
Ccni,-3.0302634,-0.36408684,0.0024434059226218223,0.023607541362437114,0.171875,0.42240423477234523,0.25020844,0.3118172
Phyhipl,-3.030511,-0.5867105,0.0024414041336700294,0.023605803912095605,0.21875,0.47147608998891233,0.3047542,0.42858556
Rffl,-3.031029,-1.5381606,0.0024372177480965363,0.02357380881618212,0.078125,0.30508959547909437,0.10006021,0.2666896
Plaa,-3.0312223,-0.6638195,0.0024356573476984967,0.023567199471609148,0.1875,0.431810865910798,0.20658672,0.31009156
Slc2a13,-3.031292,-0.76127887,0.0024350958274124536,0.023567199471609148,0.359375,0.6623985121070138,0.6615882,0.9515353
Ptpa,-3.0314157,-1.4672709,0.0024340978616481193,0.023567199471609148,0.109375,0.3388533209342251,0.08659138,0.22321995
Lrrtm3,-3.0314777,-0.8729711,0.0024335990191442255,0.023567199471609148,0.34375,0.6268822203941485,0.6498541,0.9844125
Prkci,-3.0318568,-1.7762022,0.0024305456498350834,0.023551663040414242,0.078125,0.30061876318895525,0.05603076,0.18015008
Ptpn5,-3.0320578,-0.8878086,0.002428926918859953,0.023548088504042157,0.1875,0.44329196323187525,0.20185733,0.34633663
Fancc,-3.0328157,-1.5563822,0.0024228344126975324,0.023502368472629133,0.0625,0.28191280088701315,0.06250197,0.17369623
Ap2b1,-3.0328546,-0.50660205,0.002422523945882365,0.023502368472629133,0.359375,0.6566400801173147,0.5664358,0.7335855
Smad4,-3.0329397,-0.5514364,0.0024218410470572727,0.023502368472629133,0.1875,0.431810865910798,0.22561026,0.3154748
Arhgap35,-3.0336897,-0.45863485,0.0024158267439745723,0.023459799281025213,0.328125,0.622268321470725,0.48807403,0.6230669
Cmtm4,-3.0337903,-1.594616,0.002415021743025518,0.023459799281025213,0.078125,0.30441002897099323,0.06812165,0.1930196
Gm19938,-3.033922,-1.3322453,0.002413969419940052,0.02345871910082792,0.125,0.35648628348653383,0.097474955,0.22936174
Ppp2r5a,-3.0342157,-0.74137914,0.0024116186857908303,0.023444353866570046,0.15625,0.3957223076647949,0.18913852,0.29867887
Catsper2,-3.0349815,-26.927532,0.002405504241625046,0.023393376392495474,0.0,0.21928538216674417,0.0,0.120129354
Qser1,-3.03526,-0.72623086,0.0024032843279699354,0.023380249780069577,0.1875,0.42844880002861335,0.20259416,0.31591883
Slc1a3,-3.0355616,-1.6804565,0.002400881537811581,0.02336533390836551,0.09375,0.3150684931506849,0.14170656,0.39741316
Actr1b,-3.0359561,-1.0101702,0.002397742745651709,0.023343241875239642,0.109375,0.34640008583997994,0.12205238,0.2322729
Ythdf1,-3.039189,-2.5065973,0.002372158173705291,0.02311091012598302,0.03125,0.25655424013734396,0.02871947,0.15321262
Fbrsl1,-3.040798,-0.38031322,0.00235952044518684,0.022996124179242072,0.1875,0.4431846632569119,0.26175013,0.32890654
Sec23a,-3.0408986,-0.68881834,0.0023587326377187082,0.022996124179242072,0.1875,0.45373582746164026,0.22410265,0.33998373
Snx1,-3.0423064,-0.7988407,0.0023477285923859024,0.022897810264032377,0.140625,0.38313244393576307,0.16615874,0.27343357
Gm50304,-3.0425384,-2.0332828,0.0023459192582308093,0.02288847148462667,0.046875,0.27289960299009264,0.04137642,0.15949708
Slc16a10,-3.0428865,-1.7027433,0.0023432076509932644,0.022870319499523797,0.046875,0.2719339032154226,0.061849672,0.18870886
Tyw1,-3.0429096,-1.1965663,0.0023430269792654827,0.022870319499523797,0.046875,0.27586823563074503,0.0739862,0.16212095
Pitpnm3,-3.045315,-1.5542107,0.0023243664011164066,0.022702917193019936,0.09375,0.31900282556600734,0.077944875,0.21354562
Clasrp,-3.0454621,-1.0349928,0.0023232307894034414,0.022700076840461988,0.109375,0.34707965234808114,0.11779098,0.22805639
Nav2,-3.0462666,-1.1142019,0.0023170238071060596,0.02264766449506723,0.5,0.8194499087950213,1.0856953,1.6574906
Osbpl3,-3.0469317,-1.0960853,0.002311902586578113,0.02260583060456838,0.125,0.3516577846131836,0.15064639,0.2982995
Invs,-3.0471172,-1.9304258,0.0023104752601768364,0.022600098376757045,0.109375,0.3305554562037269,0.06475477,0.22712827
Pcsk7,-3.0471559,-1.3923906,0.0023101780021158253,0.022600098376757045,0.109375,0.3427161200329053,0.08638539,0.2125732
Cpne1,-3.0472488,-0.59616953,0.0023094647256773335,0.022600098376757045,0.21875,0.47948782145284163,0.2604181,0.3713489
Cwf19l2,-3.0472875,-0.9754802,0.0023091675866970867,0.022600098376757045,0.1875,0.4300225329947423,0.18278521,0.33243006
Ncs1,-3.0477903,-0.2710606,0.0023053079650383716,0.022590672874026642,0.15625,0.4043778389785042,0.23988277,0.28302264
A630089N07Rik,-3.048463,-1.6139555,0.0023001512567572433,0.022548363469196326,0.09375,0.3248685575306699,0.074017316,0.21119629
Gm49336,-3.049484,-0.5966323,0.0022923474592306033,0.022480064317345366,0.21875,0.45588182696090707,0.2335313,0.33488736
Htr4,-3.0501106,-0.8896767,0.0022875707801123003,0.02244141177861172,0.171875,0.4220823348474552,0.25579718,0.43182337
Nek4,-3.0501416,-3.166274,0.0022873351311360358,0.02244141177861172,0.03125,0.25297757430523266,0.016832132,0.14183395
Dcp1b,-3.0508454,-0.73552245,0.0022819801206356094,0.022402925042557115,0.140625,0.38112951106978077,0.16189176,0.2566526
Mtor,-3.0508919,-0.33669224,0.0022816274469163746,0.022402925042557115,0.1875,0.4537715941199614,0.27427372,0.3354188
Lrrtm1,-3.0515106,-1.1739281,0.0022769298993105896,0.02236969155191062,0.03125,0.25952287277799635,0.07725328,0.16654138
Pde2a,-3.0517504,-0.6165566,0.0022751119826732334,0.022360006940171828,0.25,0.5069923817017776,0.3120663,0.44566718
Zc3h7b,-3.0520675,-1.0986776,0.0022727096835364596,0.022344569775567022,0.109375,0.34164312028327193,0.1076592,0.21787383
Ammecr1l,-3.052346,-0.9926633,0.0022706022639514636,0.022332021534544593,0.109375,0.33638542151006834,0.112409,0.2124737
Mtmr12,-3.0524232,-0.42184708,0.0022700171874191757,0.022332021534544593,0.234375,0.483064487284953,0.31459987,0.40231377
Man2a2,-3.052663,-0.8511924,0.002268204327780834,0.022324780325080958,0.1875,0.43967953074144284,0.19489226,0.32799646
Gse1,-3.0537229,-0.5661689,0.0022602085302057475,0.02225423349455054,0.3125,0.5753782324117458,0.4194685,0.5718895
Zcwpw2,-3.0538542,-0.74224675,0.002259218154040615,0.022252636289982156,0.0625,0.2994026968060374,0.11677255,0.18830088
Epha6,-3.053947,-0.9423763,0.0022585193043814936,0.022252636289982156,0.6875,0.8858685932973283,1.9733977,2.5576186
Dhx15,-3.05421,-0.5477702,0.0022565403057888964,0.022242567137398257,0.28125,0.5668657677313209,0.37420407,0.5088798
Ankrd17,-3.0544267,-0.85695004,0.0022549117353338676,0.02223467094620955,0.453125,0.8070746450159162,0.9394836,1.3410469
Mphosph8,-3.054767,-0.71717113,0.002252354728823404,0.02221761070612513,0.203125,0.44268393004041634,0.22150534,0.34190354
Fzd3,-3.0556178,-0.49098745,0.0022459738312641288,0.022162804570718744,0.21875,0.48653385314210096,0.3031119,0.4038686
Cryzl1,-3.0560741,-0.7689874,0.002242558178465114,0.022137229337016024,0.234375,0.4859615866089631,0.23925671,0.37885994
Shisa4,-3.0577757,-1.548312,0.0022298637670960927,0.022020007137769942,0.0625,0.28988876569262134,0.0775501,0.21175177
Trim23,-3.0590289,-0.66185063,0.00222055819853475,0.021936176027437033,0.15625,0.4056654386780643,0.18910328,0.28468332
Hmgn1,-3.0591602,-2.7984436,0.0022195837542967295,0.021934614004396145,0.03125,0.2533710075467649,0.024291791,0.15791366
Ppp6c,-3.0596862,-1.2941574,0.0022156898948495632,0.02190418965217357,0.140625,0.36696591437462,0.10915246,0.2490715
Gna12,-3.059903,-0.93845594,0.002214088361352882,0.021896413054674987,0.125,0.360635215851783,0.15976347,0.28668004
Cecr2,-3.0602741,-2.0994742,0.0022113453433868398,0.021877337767601025,0.046875,0.2681068707750635,0.054781094,0.2161719
Slc4a8,-3.0611172,-0.30628315,0.0022051279693502024,0.021823863181009186,0.09375,0.3440394863907865,0.1844512,0.22351755
Gramd4,-3.0614808,-2.9986565,0.0022024520301290634,0.021805411219442863,0.03125,0.255302407096105,0.019765418,0.14802977
Mau2,-3.061852,-0.73447686,0.002199722228197744,0.021786412190074964,0.171875,0.40852677134375337,0.18141942,0.28589913
Chic2,-3.062138,-0.85091054,0.0021976201227562678,0.02177361825164488,0.234375,0.4733001895632891,0.22225544,0.37080994
Dcaf1,-3.0622077,-0.886575,0.002197109078287274,0.02177361825164488,0.21875,0.4668979577238099,0.20822465,0.3562558
Txndc16,-3.0625944,-0.70530295,0.0021942719253165927,0.021756489532567102,0.25,0.5060982152437498,0.28667432,0.4326299
Hdac1,-3.0629349,-1.3986332,0.0021917780088719276,0.021739784089475342,0.078125,0.3067706284201867,0.08171658,0.2025287
Gm11906,-3.0640023,-1.2651231,0.0021839730229642517,0.021670367476753855,0.0625,0.2894237991344469,0.087163515,0.19794655
Caskin1,-3.0672817,-0.8215225,0.0021601516022835884,0.021441918564226087,0.109375,0.3495475517722379,0.13440959,0.22653146
Aebp2,-3.067916,-0.6233517,0.002155572209768019,0.02140437002086721,0.203125,0.4460817625809221,0.23372667,0.3404637
Puf60,-3.0681326,-1.9630662,0.0021540105543684405,0.02139677027574122,0.03125,0.2569834400371973,0.0451052,0.16541883
Trappc11,-3.0682254,-1.9311035,0.002153341591069481,0.02139677027574122,0.078125,0.3084158947029579,0.05285849,0.18813533
Abhd2,-3.0683491,-0.71993995,0.0021524499363009997,0.02139677027574122,0.1875,0.4335276655102114,0.21116608,0.32733423
Srpk1,-3.0686197,-0.89694154,0.0021505006215267746,0.021385622390978694,0.15625,0.39711720733931827,0.15534028,0.27226725
Ube2d3,-3.0688906,-0.41130447,0.002148552925419456,0.021374164052580816,0.296875,0.5871096963410709,0.4384073,0.5491356
Stub1,-3.0689216,-2.0121005,0.002148330434590832,0.021374164052580816,0.03125,0.2569476733788762,0.04837969,0.18227673
Ppfia1,-3.0695944,-0.8391608,0.0021434964822818984,0.021339663015529683,0.171875,0.41864873564862837,0.17429775,0.29315004
Aifm1,-3.0702286,-1.3933845,0.002138949474911961,0.021302287765338913,0.078125,0.30601952859544335,0.076626495,0.18996401
Klhl8,-3.071853,-1.9689826,0.0021273449979395845,0.021194571781474464,0.078125,0.3056618620122322,0.049926437,0.18267094
Ddx46,-3.0720232,-0.45264068,0.0021261326376044967,0.02119035013814274,0.21875,0.4755177223791981,0.28480956,0.37221566
Shank1,-3.0720463,-0.2743966,0.0021259673648375563,0.02119035013814274,0.3125,0.5856790300082263,0.51179,0.5923713
Edem3,-3.0721624,-0.41878748,0.0021251411777018425,0.02119035013814274,0.203125,0.4774133552702171,0.2863276,0.36685613
Oaz2,-3.0736086,-0.8302255,0.0021148660630587557,0.0211015414461154,0.0625,0.29793626381487176,0.11186674,0.19098939
Cops3,-3.0736241,-1.9139658,0.002114756415447524,0.0211015414461154,0.109375,0.3332379555778104,0.063305855,0.22016084
Bbs9,-3.074444,-0.6853245,0.0021089525468180395,0.021058177232627543,0.21875,0.49450981794770915,0.30168056,0.44868323
Pfkfb2,-3.0748308,-2.0050137,0.002106219946495253,0.02103871002317006,0.0625,0.29110483207553917,0.045545526,0.17146578
