names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Cox6c,-2.3641508,-0.84194374,0.018071461630996443,0.0499940690046179,0.4722222222222222,0.5227272727272727,0.92436904,0.61418504
C1ql3,-2.420445,-0.58224005,0.015501520651061527,0.04453943073254833,0.6527777777777778,0.6789772727272727,1.2977259,1.0214881
Atp5h,-2.4857638,-1.0932504,0.012927373774294646,0.038653203221283336,0.3333333333333333,0.4147727272727273,0.71087897,0.39573425
Rpl35a,-2.5998566,-1.0400941,0.009326270254546803,0.030123298611918446,0.4791666666666667,0.5369318181818182,0.918228,0.54916173
Chgb,-2.6679685,-0.8862079,0.007631138387619471,0.025808147911455193,0.5659722222222222,0.5994318181818182,1.1542506,0.77699894
mt-Nd4,-2.6840835,-0.94339395,0.007272895251620803,0.024916400399071267,0.4166666666666667,0.4971590909090909,0.897763,0.5631225
Atp1a2,-2.8624208,-1.5273196,0.004204184304776005,0.016392548219743217,0.2013888888888889,0.3153409090909091,0.49534157,0.20081359
Rpl37,-2.9187152,-1.0168073,0.003514772541522475,0.014463297325384724,0.4236111111111111,0.5085227272727273,0.90567803,0.54712105
Rplp1,-2.9217231,-0.83804494,0.003481007198429765,0.014351520905806927,0.65625,0.6846590909090909,1.4064841,1.0020425
Mt3,-2.9292436,-0.9626935,0.003397881472237337,0.014136162392872558,0.5277777777777778,0.5852272727272727,1.1686504,0.75981045
Ndufa4,-2.9771583,-0.96519595,0.0029093385169956473,0.012529320656402752,0.4479166666666667,0.5340909090909091,0.95427114,0.59767276
Aldoa,-2.9939177,-1.1373683,0.0027542031662728303,0.01198588414952065,0.4722222222222222,0.5369318181818182,1.0275536,0.5964336
Rpsa,-3.0319486,-1.1944755,0.002429806068995844,0.010879075061750187,0.3159722222222222,0.42613636363636365,0.6748985,0.3514612
Ywhae,-3.083301,-0.98502684,0.0020471790673060658,0.009595807002817381,0.625,0.6335227272727273,1.1122856,0.70867574
Ywhah,-3.0848053,-0.9578942,0.002036855453203039,0.009576707612281615,0.5659722222222222,0.6051136363636364,1.04307,0.6658652
Fau,-3.0878131,-1.1968161,0.0020163513894538424,0.00953872433694296,0.4201388888888889,0.4943181818181818,0.880163,0.47974238
Sparcl1,-3.1146712,-0.9763243,0.0018415001165592096,0.008885595734451902,0.4930555555555556,0.5710227272727273,0.9968126,0.6253818
Calm2,-3.140455,-0.5533432,0.001686856345690752,0.008300631536944589,0.8784722222222222,0.8295454545454546,1.9613537,1.6414936
Atp2b1,-3.1787007,-0.29025602,0.0014793670992251755,0.007548765802677758,0.8541666666666666,0.8465909090909091,2.1623495,1.9864761
Plp1,-3.2046993,-0.8109685,0.0013520361827353512,0.007073378224358531,0.6666666666666666,0.6988636363636364,1.5372949,1.1254584
Rps29,-3.2294087,-1.0216298,0.0012404646045196146,0.006662038132364453,0.5034722222222222,0.5738636363636364,1.0265584,0.6325435
Slc25a4,-3.256052,-1.1759661,0.0011297309535431349,0.006205313102373694,0.4930555555555556,0.5596590909090909,1.016591,0.57695985
Ckb,-3.2783978,-1.1650269,0.0010439816579902261,0.005841325943516741,0.5069444444444444,0.5681818181818182,1.0039536,0.5715901
Ttc3,-3.3501625,-0.27033368,0.0008076418692224699,0.004859824258054932,0.8680555555555556,0.8494318181818182,2.209647,2.044629
Tmsb4x,-3.4444878,-0.74772364,0.0005721424513915217,0.003920235315090056,0.7951388888888888,0.8125,1.8769921,1.457597
Ubb,-3.4945512,-1.0003638,0.0004748595948242138,0.003409499733275425,0.5659722222222222,0.6392045454545454,1.3035233,0.85048646
Apoe,-3.5916698,-1.2935039,0.00032856602751876816,0.00260641604830321,0.2743055555555556,0.42329545454545453,0.76437545,0.38403413
Gapdh,-3.6026278,-1.2821037,0.000315016381946908,0.002519841252096012,0.4166666666666667,0.5170454545454546,0.99657434,0.5322313
Tubb2a,-3.6395845,-1.2663325,0.00027307833350377397,0.0022787102781336994,0.3368055555555556,0.46875,0.7466126,0.3793798
Olfm1,-3.8765798,-0.83609664,0.0001059351266923873,0.0011586238070318336,0.7222222222222222,0.7272727272727273,1.5027976,1.0842847
Atp6v0c,-3.9498484,-0.91376084,7.82007163179282e-05,0.000961747140571974,0.75,0.7784090909090909,1.6881293,1.2061155
Cplx2,-4.037298,-1.3385929,5.4070344930255096e-05,0.0007596827348235122,0.4861111111111111,0.5710227272727273,1.0438352,0.546723
Fth1,-4.0920887,-1.0817506,4.2750548952874506e-05,0.0006685539984626688,0.6111111111111112,0.6818181818181818,1.3788545,0.8768667
Atp1b1,-4.1524653,-0.69364727,3.289126367878735e-05,0.0005651967147965533,0.8645833333333334,0.8551136363636364,2.078295,1.6719155
Cst3,-4.3164067,-1.2403839,1.5858968314164308e-05,0.0003438746371363059,0.5590277777777778,0.6505681818181818,1.3526236,0.7946759
Ppia,-4.3400416,-1.1532547,1.4245565536545803e-05,0.0003276856940218671,0.5972222222222222,0.6875,1.3888855,0.85590136
Map1b,-4.3875265,-0.6527472,1.1464691062401015e-05,0.00028727806567025024,0.8125,0.8153409090909091,2.0201414,1.6408383
Camk1d,-4.396551,-0.49170595,1.0998451760617303e-05,0.00028154766045407077,0.9340277777777778,0.9261363636363636,2.8322625,2.5150685
Actb,-4.4229794,-1.1302271,9.734906489711275e-06,0.0002620588604583268,0.6388888888888888,0.7017045454545454,1.3763925,0.85548973
Gpm6a,-4.431144,-0.26565984,9.373439728003237e-06,0.0002579179064398359,0.8506944444444444,0.8380681818181818,2.197532,2.0355997
Nrgn,-4.5635004,-0.9388472,5.030769137581357e-06,0.00017927269529208976,0.7777777777777778,0.8096590909090909,1.8094146,1.2985541
Rtn1,-4.6174316,-0.5554856,3.885190434274711e-06,0.0001516444590806736,0.9027777777777778,0.9176136363636364,2.5370378,2.1884816
Hspa8,-4.7295904,-1.1157831,2.249731401448592e-06,0.00010689297560434704,0.7118055555555556,0.7784090909090909,1.6832008,1.1060444
Ppp3ca,-4.818974,-0.2936383,1.4429834477334056e-06,8.094671663252878e-05,0.8854166666666666,0.875,2.6071684,2.4201438
Cmss1,-5.374613,-1.0675484,7.674742339997881e-08,1.2833054739669534e-05,0.7951388888888888,0.8210227272727273,1.9401597,1.3464154
Hsp90ab1,-6.432819,-1.2857841,1.252588358740237e-10,1.81520929654106e-07,0.8263888888888888,0.8806818181818182,2.0556755,1.333415
Hsp90aa1,-6.752752,-1.4002117,1.4506708234525299e-11,3.153395702479937e-08,0.7743055555555556,0.8522727272727273,2.005729,1.2345204
Calm1,-8.085554,-1.4379398,6.188211571128016e-16,2.690324980547905e-12,0.8541666666666666,0.9375,2.4320555,1.5752659
