names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SI-MA-LPO-LHA Skor1 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Vcpip1,-3.0164979,-28.38979,0.002557130931107224,0.04804902665653924,0.0,0.41063303836921866,0.0,0.30136722
Arhgap44,-3.0165563,-1.5425136,0.0025566376972339542,0.04804902665653924,0.1111111111111111,0.5845305054992298,0.24471702,0.5920347
Asxl1,-3.0174773,-1.3972074,0.002548880731691367,0.047961082115229016,0.1111111111111111,0.5835632142729195,0.2431193,0.5451736
Kdm3b,-3.0182085,-2.1231961,0.0025427397367321445,0.04787905867273491,0.05555555555555555,0.4917421989753878,0.10554853,0.39539772
Skic3,-3.0184863,-1.5570596,0.002540409708889506,0.04786872992837379,0.05555555555555555,0.4937126070289829,0.15068634,0.39106116
Klhl15,-3.018603,-28.364716,0.0025394292288820042,0.04786872992837379,0.0,0.4109196431770143,0.0,0.29687285
Azin1,-3.0191295,-28.383598,0.0025350213505277216,0.04783428629823026,0.0,0.4109912943789632,0.0,0.30025166
Arhgap39,-3.0193343,-1.3910811,0.0025333090663315727,0.04783428629823026,0.16666666666666666,0.6825493497653423,0.41840088,0.8597629
Clasp2,-3.0197144,-1.9591496,0.0025301319162406933,0.047809173410258386,0.2777777777777778,0.831762977823953,0.59661454,1.4285673
Sarnp,-3.0198898,-1.2706679,0.002528666768880609,0.047809173410258386,0.05555555555555555,0.4940708630387275,0.18445712,0.39792806
Taf1,-3.0200944,-2.050993,0.002526958411152011,0.047809173410258386,0.05555555555555555,0.4923154085909791,0.11182846,0.3989854
Cacng2,-3.0201821,-28.468536,0.00252622658106402,0.047809173410258386,0.0,0.411134596782861,0.0,0.31585774
Adamtsl1,-3.0217612,-29.248606,0.002513086746716139,0.04762104434715279,0.0,0.4113495503887078,0.0,0.49337438
Uhrf2,-3.0224924,-1.2397484,0.0025070246877252522,0.04753969891261646,0.1111111111111111,0.5856410991294378,0.26728323,0.54442054
Tef,-3.0240421,-1.5778592,0.0024942173394660147,0.047330240050460326,0.05555555555555555,0.4944649446494465,0.15292554,0.40097368
Klf8,-3.0241299,-28.490067,0.002493494188318051,0.047330240050460326,0.0,0.41167198079747785,0.0,0.31992123
Jpx,-3.025709,-28.404985,0.0024805102249478303,0.04713671127605955,0.0,0.41188693440332463,0.0,0.30411813
Farsb,-3.027054,-1.5804216,0.0024694986345015282,0.0469606711316745,0.05555555555555555,0.49482320065919105,0.14737342,0.38856378
Rbpj,-3.027288,-28.487268,0.002467588147394485,0.04695757331479448,0.0,0.41210188800917136,0.0,0.31939146
Ago3,-3.0273464,-1.1968585,0.0024671107369776553,0.04695757331479448,0.16666666666666666,0.6914699244079819,0.44125596,0.82044095
Ccnl2,-3.0304022,-2.0048912,0.0024422833032140432,0.046541952026497406,0.05555555555555555,0.4943932934474976,0.11264789,0.39107674
Ralgps1,-3.0311916,-1.20558,0.0024359058373766944,0.04645336398176847,0.16666666666666666,0.6927954716440369,0.4517115,0.8402267
Lmtk3,-3.0312355,-28.303738,0.002435551980995358,0.04645336398176847,0.0,0.4126392720237882,0.0,0.286186
Cacng3,-3.0312355,-1.9647797,0.002435551980995358,0.04645336398176847,0.05555555555555555,0.49532475907283346,0.14427345,0.4736383
Apbb2,-3.0312793,-1.4862326,0.0024351981716585615,0.04645336398176847,0.16666666666666666,0.6820119657507254,0.38297686,0.83609474
Sertad2,-3.0314987,-28.504786,0.0024334298304475623,0.04645336398176847,0.0,0.4126750976247627,0.0,0.322724
Bbs9,-3.0330777,-1.8925686,0.002420732425477809,0.04632840475255607,0.05555555555555555,0.4953605846738079,0.14221087,0.44942796
Pak2,-3.033341,-28.467346,0.002418622096491922,0.046321009075365606,0.0,0.4129258768315838,0.0,0.31563452
Exoc4,-3.0345836,-2.0236986,0.002408679386102751,0.046163491515392945,0.2777777777777778,0.842761437323111,0.69630754,1.6276672
Slc7a14,-3.034759,-1.5609376,0.002407278727048837,0.046163491515392945,0.1111111111111111,0.584315551893383,0.26650396,0.6424068
Zbtb20,-3.0350077,-1.6720432,0.002405295736254186,0.046163491515392945,0.5,0.8687708236305665,1.3492563,2.312188
A830018L16Rik,-3.03549,-1.7289029,0.0024014506689444054,0.04612364508544401,0.16666666666666666,0.6898577723641314,0.52443147,1.1895242
Ube2e3,-3.0358558,-2.2442997,0.002398541485914573,0.04610072226503904,0.05555555555555555,0.4938917350338552,0.10554853,0.42359313
Pibf1,-3.0359142,-1.368678,0.002398076316124809,0.04610072226503904,0.1111111111111111,0.586751692759646,0.25403935,0.5578261
Heatr3,-3.0367622,-28.332989,0.002391340627870769,0.04602816810235499,0.0,0.41339160964425176,0.0,0.29126984
Camsap2,-3.0381072,-1.0850594,0.002380691949206011,0.04585605209689284,0.1111111111111111,0.5888295776161645,0.3020553,0.5585323
Cdc42bpb,-3.0383413,-28.35428,0.0023788444426394934,0.045853335849155796,0.0,0.41360656325009854,0.0,0.29502037
Nsun2,-3.0383413,-28.39853,0.0023788444426394934,0.045853335849155796,0.0,0.41360656325009854,0.0,0.30294633
Cert1,-3.038809,-0.80621904,0.00237515336670942,0.04584796764617968,0.1111111111111111,0.5897252176405259,0.35324076,0.5543721
Tle4,-3.0393062,-1.6732117,0.0023712373443164915,0.045805282129248115,0.1111111111111111,0.5837065166768173,0.27428,0.6963768
Fam120c,-3.0394962,-1.2674468,0.0023697416044764458,0.045805282129248115,0.1111111111111111,0.5884354960054455,0.27271256,0.5623325
Wac,-3.0398033,-0.9869594,0.0023673272340074803,0.045795595952326136,0.16666666666666666,0.6958406477268656,0.48433992,0.8042386
Ash1l,-3.0398033,-1.661403,0.0023673272340074803,0.045795595952326136,0.2222222222222222,0.7835417189123347,0.507913,1.1293027
Abhd12,-3.0420842,-1.324639,0.0023494622973115366,0.045515538521096605,0.1111111111111111,0.5841005982875362,0.263708,0.56291884
Lamp2,-3.042201,-2.196069,0.0023485494830119843,0.045515538521096605,0.05555555555555555,0.494035037437753,0.10554853,0.4121766
Rasa1,-3.0425227,-1.6553209,0.0023460409178859038,0.045514887699346016,0.16666666666666666,0.6776412424318418,0.33002487,0.802734
Gm33228,-3.0428152,-28.679146,0.002343762533523464,0.045503539939144126,0.0,0.4142155984666643,0.0,0.35754612
Lgr4,-3.0433414,-28.457151,0.0023396665469338548,0.045456861978389496,0.0,0.4142872496686132,0.0,0.3137265
Ercc6,-3.0443943,-28.298674,0.002331494232169198,0.04533086108421588,0.0,0.414430552072511,0.0,0.28531334
Cd46,-3.0447598,-2.0953333,0.002328662742709131,0.045308593697751164,0.05555555555555555,0.49668613190986277,0.11182846,0.40920147
Phc3,-3.0454762,-1.2683715,0.00232312215642659,0.04523354517621918,0.1111111111111111,0.5891878336259091,0.26475397,0.5482138
Maged1,-3.0459733,-28.622458,0.0023192847657973964,0.0451915748056389,0.0,0.41464550567835773,0.0,0.34589583
Atg3,-3.0459733,-28.380457,0.0023192847657973964,0.0451915748056389,0.0,0.41464550567835773,0.0,0.29968727
Mon2,-3.0463095,-1.1674329,0.0023166921766641117,0.0451915748056389,0.1111111111111111,0.5900118224483216,0.28287923,0.55063707
Vps54,-3.0466166,-1.3291767,0.0023143273484250116,0.0451915748056389,0.1111111111111111,0.5889370544190878,0.26056945,0.5584263
Agpat5,-3.0475523,-28.39407,0.002307133882550402,0.045085590853912214,0.0,0.4148604592842045,0.0,0.30213976
Nr2f1,-3.0478156,-28.545483,0.0023051144132906977,0.045078911415663066,0.0,0.41489628488517893,0.0,0.33058608
Eipr1,-3.0478156,-28.300293,0.0023051144132906977,0.045078911415663066,0.0,0.41489628488517893,0.0,0.28559202
Slain1,-3.048064,-2.0450284,0.0023032086235317533,0.045078911415663066,0.05555555555555555,0.4957904918855014,0.12437875,0.4360419
Atxn10,-3.0485027,-1.2023119,0.002299848985355473,0.045074356117068975,0.16666666666666666,0.6909683659943395,0.42652848,0.7993141
Nxpe4,-3.048751,-1.7798135,0.0022979471834895016,0.0450699568031846,0.05555555555555555,0.49811915594884104,0.15292554,0.44941685
Zfp326,-3.0493946,-28.398834,0.0022930315599258293,0.04500639738145145,0.0,0.4151112384910257,0.0,0.3030016
Zmynd8,-3.0501401,-1.444287,0.002287345958675099,0.044927621278947304,0.16666666666666666,0.6886755275319744,0.39608458,0.8426588
Sik2,-3.050418,-1.2257569,0.002285231097261637,0.04491891703249465,0.1111111111111111,0.5911940672804786,0.2980598,0.5945
Scn1a,-3.051383,-1.5545566,0.00227789864684169,0.04480756708684935,0.16666666666666666,0.6843764554150396,0.43835735,0.9616658
Ythdc2,-3.0523334,-1.5368631,0.0022706983655443338,0.04469865573785806,0.05555555555555555,0.49869236556443236,0.15850048,0.40437353
Iqsec1,-3.0523624,-1.4308853,0.00227047714944148,0.04469865573785806,0.16666666666666666,0.6936194604664493,0.43480948,0.9036109
Tpd52,-3.0525527,-28.451315,0.0022690397259609073,0.04469865573785806,0.0,0.41554114570271916,0.0,0.31263924
Gabrg3,-3.052845,-2.1005728,0.0022668299331009543,0.04469865573785806,0.16666666666666666,0.6542112993945474,0.42932218,1.1938388
Ap1b1,-3.0541315,-28.352007,0.002257130248345018,0.04456215266203574,0.0,0.4157560993085659,0.0,0.29461858
Slc4a7,-3.0546725,-1.75788,0.002253063339055254,0.0445145675885402,0.1111111111111111,0.5860710063411314,0.21737699,0.5994914
Sidt1,-3.0568511,-1.8281217,0.002236753652915608,0.044224849634909774,0.1111111111111111,0.5887221008132412,0.23620722,0.6658007
Ehmt1,-3.056968,-1.276639,0.002235881032902545,0.044224849634909774,0.16666666666666666,0.69225808762942,0.4091604,0.79968023
Rbm28,-3.0582108,-2.0408583,0.0022266286914912163,0.044089545276616786,0.05555555555555555,0.49833410955468777,0.11264789,0.39921397
Pxk,-3.0599215,-28.395645,0.0022139504965913723,0.04387083321785411,0.0,0.41654426253000393,0.0,0.30242404
Fbxl5,-3.0616174,-1.0601546,0.0022014460062826967,0.04365524294377569,0.1111111111111111,0.593343603338946,0.311426,0.5663679
Ust,-3.06422,-1.6285788,0.002182383910485153,0.043309199168933575,0.1111111111111111,0.5917672768960699,0.2990231,0.7312707
Cep295,-3.0643954,-28.361595,0.0021811042851604943,0.043309199168933575,0.0,0.4171532977465697,0.0,0.29631817
Gpc5,-3.0647025,-2.3068676,0.0021788665956625802,0.043303362001075096,0.16666666666666666,0.6143732311109519,0.38061365,1.1914543
Tmem150c,-3.0649219,-28.448896,0.002177269534665819,0.043303362001075096,0.0,0.41722494894851864,0.0,0.31218874
Stard7,-3.0662377,-28.38983,0.002167709682079155,0.04314545122775326,0.0,0.4174040769533909,0.0,0.30137327
N4bp2l1,-3.066501,-28.369524,0.0021658023352896434,0.04313944310543567,0.0,0.41743990255436536,0.0,0.2977301
Sorcs3,-3.066647,-2.125907,0.0021647433631045753,0.04313944310543567,0.1111111111111111,0.5849962383118977,0.29495978,0.91526604
Erp44,-3.0672026,-2.0416653,0.0021607235964652342,0.043102184882717776,0.05555555555555555,0.49951635438684483,0.11264789,0.39939815
Usp15,-3.067539,-0.9936693,0.0021582939054493578,0.04308570374400018,0.16666666666666666,0.6989933006126178,0.4988176,0.8276281
S100pbp,-3.06808,-28.396955,0.0021543905274201834,0.04303975722808946,0.0,0.4176548561602121,0.0,0.30266142
Nek9,-3.0701852,-28.342651,0.0021392605347715955,0.04276929357835772,0.0,0.4179414609680077,0.0,0.29296792
Agpat4,-3.0704339,-1.4102874,0.0021374807995904353,0.04276553170885703,0.05555555555555555,0.5013434600365421,0.18067259,0.42286208
Rab3gap2,-3.0709748,-2.0719922,0.0021336119503343764,0.04271993524998859,0.05555555555555555,0.5000895640024361,0.11264789,0.4063685
Celf4,-3.071808,-2.0372138,0.002127664395046301,0.04263261916099485,0.2777777777777778,0.7927488983627701,0.6696813,1.5921165
Dnm1,-3.071969,-1.2977364,0.0021265183727218104,0.04263261916099485,0.16666666666666666,0.6922939132303945,0.42618155,0.83569324
A330102I10Rik,-3.0720274,-28.609148,0.0021261017776906437,0.04263261916099485,0.0,0.4181922401748289,0.0,0.34320727
Rnf169,-3.0729778,-1.564309,0.002119342589083042,0.04256108771947783,0.1111111111111111,0.5910865904775553,0.23601992,0.5806779
Ube2o,-3.07308,-28.35572,0.002118615853024574,0.04256108771947783,0.0,0.41833554257872674,0.0,0.29527542
Cyb5b,-3.07308,-28.40563,0.002118615853024574,0.04256108771947783,0.0,0.41833554257872674,0.0,0.30423465
Ctnna2,-3.074089,-1.8591412,0.002111464530620091,0.04249816624551449,0.5,0.8868269265216924,1.3863966,2.4752915
Mvb12b,-3.074133,-2.1793694,0.0021111541063159683,0.04249816624551449,0.05555555555555555,0.4994805287858704,0.10554853,0.40828156
Tbc1d5,-3.074396,-1.6329342,0.0021092924392556215,0.04249816624551449,0.2222222222222222,0.7801741124207359,0.5456039,1.1788263
Stx5a,-3.0770278,-28.341673,0.0020907584008360144,0.04217618485770549,0.0,0.41887292659334363,0.0,0.2927949
Ppm1l,-3.0773787,-1.7600513,0.0020882985134743908,0.042158212664956334,0.16666666666666666,0.6759216135850679,0.36571375,0.91450995
Shank3,-3.0786068,-28.324867,0.002079709797983885,0.0420163926855842,0.0,0.41908788019919035,0.0,0.28985095
Relch,-3.0788991,-1.085124,0.0020776696471627365,0.04200675953292907,0.16666666666666666,0.7019309998925232,0.48022068,0.8362907
Phc2,-3.0790746,-1.4280887,0.0020764464380237184,0.04200675953292907,0.1111111111111111,0.5932361265360226,0.25292194,0.5734601
Mmp16,-3.0793524,-2.0288324,0.0020745110411631335,0.042006112792805875,0.2777777777777778,0.789058861462401,0.6732923,1.5933678
Cyfip2,-3.0798204,-1.1700964,0.002071255165423464,0.04197181470205768,0.16666666666666666,0.6997098126321069,0.476339,0.86417365
Cdc40,-3.0802882,-2.2884696,0.0020680039778220743,0.04193755991251255,0.05555555555555555,0.5007344248199763,0.10554853,0.43427318
Ccnt1,-3.0806243,-1.5957899,0.002065670079101892,0.04192186935458296,0.05555555555555555,0.502597356070648,0.15292554,0.40509886
Vldlr,-3.080712,-28.532495,0.0020650616334752197,0.04192186935458296,0.0,0.419374485006986,0.0,0.3280604
Nr1d2,-3.0809753,-28.409235,0.0020632372829128796,0.04192186935458296,0.0,0.41941031060796047,0.0,0.30489132
Mapkap1,-3.0810046,-0.99784845,0.0020630346685886615,0.04192186935458296,0.1111111111111111,0.596639558628596,0.32102007,0.5630033
Mnat1,-3.081794,-1.2070946,0.0020575709767905116,0.041884039504818976,0.1111111111111111,0.5958155698061836,0.29441732,0.58242714
Dync1li1,-3.0827153,-1.662831,0.00205121344930048,0.0417862815638392,0.05555555555555555,0.5025257048686992,0.15068634,0.41538465
Stxbp4,-3.0830808,-28.451982,0.0020486956195403336,0.041766655005348076,0.0,0.4196969154157561,0.0,0.31276307
Arfgef2,-3.0838702,-1.2322434,0.0020432667815290175,0.04168760700051989,0.05555555555555555,0.5033138680901372,0.19790936,0.4148568
Cdh8,-3.083885,-1.9494524,0.002043166372084543,0.04168760700051989,0.16666666666666666,0.6909683659943395,0.4950358,1.245314
Ptpn12,-3.084265,-1.2292364,0.0020405573150535064,0.04168760700051989,0.1111111111111111,0.5963529538208003,0.29289722,0.58657646
Scmh1,-3.0848644,-1.092872,0.0020364492431968616,0.041643372271460935,0.16666666666666666,0.702074302296421,0.4871219,0.84960246
Vgll4,-3.084923,-28.643044,0.002036048862251965,0.041643372271460935,0.0,0.4199476946225773,0.0,0.3500892
E2f3,-3.084923,-28.47767,0.002036048862251965,0.041643372271460935,0.0,0.4199476946225773,0.0,0.31757692
Reep1,-3.0851862,-1.1942425,0.0020342480416593715,0.041643372271460935,0.1111111111111111,0.5971411170422384,0.3147,0.61318856
Mllt10,-3.085464,-1.6779028,0.0020323487610745166,0.041643372271460935,0.2222222222222222,0.7908859671120984,0.5589337,1.222573
Sfxn5,-3.0859756,-28.607147,0.002028854345025228,0.041643372271460935,0.0,0.4200909970264751,0.0,0.34280413
Adcy9,-3.0879202,-1.6317707,0.0020156257849506215,0.041406624496653825,0.16666666666666666,0.6978468813814351,0.43087497,0.9817395
Fam120a,-3.0883734,-1.1252126,0.0020125538327029255,0.04137515033261485,0.1111111111111111,0.5971769426432129,0.2980598,0.5638649
Ryr3,-3.0884757,-2.1233172,0.002011860760961994,0.04137515033261485,0.2222222222222222,0.7202737075914448,0.55594444,1.4445049
Tsc22d1,-3.089046,-1.2850217,0.0020080033692931477,0.0413448663087409,0.16666666666666666,0.7025400351090889,0.46894163,0.8993397
Ppwd1,-3.0891337,-28.348276,0.002007410527213783,0.0413448663087409,0.0,0.42052090423816857,0.0,0.2939598
Dctn4,-3.0902157,-1.5610319,0.0020001120038459566,0.041245594430806484,0.05555555555555555,0.5041736825135241,0.16095543,0.41559944
Tmeff1,-3.0902302,-2.0198326,0.0020000135421434848,0.041245594430806484,0.05555555555555555,0.5027764840755203,0.1304714,0.44800076
Naa35,-3.0904496,-28.41452,0.0019985371503315856,0.041245594430806484,0.0,0.42070003224304087,0.0,0.3058555
Trak1,-3.0919993,-1.5332197,0.0019881324578200337,0.04109316857048024,0.05555555555555555,0.5044602873213199,0.16006465,0.40707314
Disp2,-3.0920286,-28.410944,0.001987936621635295,0.04109316857048024,0.0,0.4209149858488876,0.0,0.30520287
Tnik,-3.0923064,-2.1413245,0.0019860770607572995,0.04109316857048024,0.2777777777777778,0.8188299358721742,0.69083905,1.684794
Kcnma1,-3.0937831,-2.0033097,0.0019762188007304018,0.040941402602641404,0.3888888888888889,0.8578081897323827,1.1151922,2.2213151
Foxn3,-3.094719,-1.1930255,0.001969995252572907,0.040843960213452164,0.16666666666666666,0.7005696270554939,0.52470815,0.9468144
Lrrn2,-3.0950112,-1.8298368,0.0019680540865922133,0.04083522263068168,0.05555555555555555,0.5043169849174219,0.14427345,0.43937185
Dag1,-3.0962102,-1.6968044,0.001960113649853526,0.040701896268596785,0.05555555555555555,0.5045677641242432,0.14649579,0.41307768
Mirg,-3.0962393,-1.8678493,0.0019599203486020717,0.040701896268596785,0.05555555555555555,0.5049618457349622,0.14792155,0.45860776
Rora,-3.0972922,-2.0831141,0.0019529731478405853,0.040616399754238794,0.2777777777777778,0.8023143338229499,0.6826586,1.6387599
Zer1,-3.098608,-28.373356,0.001944320940778295,0.04046777976662493,0.0,0.421810625873249,0.0,0.2984146
Fbxw4,-3.0992658,-2.064117,0.0019400080476626148,0.040409314915267024,0.05555555555555555,0.5044244617203454,0.11264789,0.4045487
Cnot2,-3.0992806,-1.3808304,0.001939912305438932,0.040409314915267024,0.16666666666666666,0.6983484397950775,0.39798206,0.8210878
Lin7a,-3.0999093,-2.4812834,0.0019357994915687273,0.04038426423792834,0.05555555555555555,0.5038154265037796,0.11264789,0.51031506
Fam81a,-3.1020293,-28.502905,0.0019219896478053777,0.040127320774304975,0.0,0.42227635868591695,0.0,0.32236692
Ube2l3,-3.1028187,-28.42431,0.001916869832703376,0.040051549303841145,0.0,0.42238383548884034,0.0,0.307648
Crtc3,-3.1029942,-2.127816,0.0019157337981624686,0.040051549303841145,0.05555555555555555,0.5048901945330133,0.11182846,0.41681936
Dnajb4,-3.103082,-28.370428,0.0019151660127767782,0.040051549303841145,0.0,0.42241966108981477,0.0,0.29789203
Bmerb1,-3.103579,-1.4593662,0.0019119514802312244,0.040042195069222915,0.1111111111111111,0.5966037330276215,0.25975,0.59643286
Slc8a3,-3.1041346,-28.738579,0.0019083646314595841,0.03999825089494464,0.0,0.4225629634937126,0.0,0.37010887
Schip1,-3.1045148,-2.0382915,0.0019059140334925333,0.039978071881299274,0.3333333333333333,0.833805037079497,0.9214332,1.9760603
Arpc2,-3.1048803,-1.2047889,0.0019035604150833873,0.03995989715100829,0.1111111111111111,0.5977143266578296,0.30608103,0.6018071
Pcmtd2,-3.1048949,-1.7176828,0.0019034663258925724,0.03995989715100829,0.05555555555555555,0.505964962562247,0.14427345,0.4124176
Yme1l1,-3.1055968,-1.3764153,0.0018989550644292425,0.03992560452364143,0.1111111111111111,0.5967112098305449,0.25347006,0.5590348
Mamld1,-3.1057136,-28.510456,0.001898204142912274,0.03992560452364143,0.0,0.42277791709955936,0.0,0.32381156
Lrch3,-3.1060061,-1.3129884,0.0018963280321310897,0.03992560452364143,0.1111111111111111,0.5963887794217748,0.27412742,0.57862675
Mtdh,-3.1062107,-1.2275032,0.0018950157680661323,0.03992560452364143,0.16666666666666666,0.6983126141941031,0.4238001,0.80459994
Phf14,-3.106547,-1.7979066,0.0018928617161910882,0.03992244451652632,0.2222222222222222,0.7945760040124673,0.53355926,1.2387639
Plxnc1,-3.1067665,-28.542059,0.001891458111580382,0.03992244451652632,0.0,0.4229212195034572,0.0,0.3299188
Ascc3,-3.1068394,-1.3787923,0.0018909904558544442,0.03992244451652632,0.16666666666666666,0.7038297567441694,0.4334284,0.8799883
Rdx,-3.1083455,-28.653936,0.0018813803444930495,0.039773949533067066,0.0,0.4231361731093039,0.0,0.35232562
Anapc1,-3.1088426,-2.080204,0.0018782179363956441,0.03973835901649682,0.05555555555555555,0.5054275785476301,0.11182846,0.40569082
Nf1,-3.1092665,-1.6752648,0.0018755244476283007,0.039712641377283246,0.2222222222222222,0.7973704008884749,0.56275827,1.2275664
Mrtfb,-3.110173,-1.3679563,0.001869777852222125,0.03962218524385529,0.16666666666666666,0.7066599792211514,0.4955005,0.9765484
Tnrc6a,-3.110714,-1.061368,0.00186635614347514,0.03958089153526205,0.16666666666666666,0.7064092000143303,0.49190935,0.8441917
Pitpnm2,-3.111021,-1.7376101,0.001864416652434314,0.03957099166738548,0.05555555555555555,0.5071830329953785,0.16006465,0.4567168
Pik3r1,-3.111138,-1.9248705,0.0018636782858613761,0.03957099166738548,0.05555555555555555,0.5068247769856339,0.15815948,0.5011581
Osbpl10,-3.112293,-28.59892,0.0018564013268038242,0.039463214913938886,0.0,0.42367355712392074,0.0,0.34115243
Pdcd6ip,-3.1133456,-28.436092,0.001849791908044391,0.03935384684810197,0.0,0.42381685952781856,0.0,0.3098178
Nfatc3,-3.113872,-28.510414,0.001846495312488832,0.03931484076590722,0.0,0.42388851072976746,0.0,0.3238032
Far2,-3.1159775,-28.543419,0.0018333628372615115,0.039066185120711194,0.0,0.42417511553756315,0.0,0.33018428
Naa16,-3.116767,-28.421532,0.0018284603249514272,0.038992642009083214,0.0,0.4242825923404865,0.0,0.30713865
Tsc1,-3.1179073,-1.668721,0.0018214001831005288,0.038872933216768234,0.05555555555555555,0.5080428474187655,0.14792155,0.4100243
Prkd1,-3.1183314,-2.4001496,0.0018187816532918356,0.03884790383461973,0.05555555555555555,0.5074696378031741,0.15068634,0.61975104
Exoc6b,-3.118346,-1.7870797,0.001818691420894134,0.03884790383461973,0.2222222222222222,0.8201913087092036,0.6909427,1.4897405
Nipa1,-3.118536,-1.6908238,0.0018175187740218717,0.03884790383461973,0.05555555555555555,0.5079711962168165,0.14833675,0.4162291
Map3k3,-3.1185799,-1.573515,0.0018172482618982392,0.03884790383461973,0.1111111111111111,0.5971769426432129,0.23601992,0.583494
Pde2a,-3.1192086,-1.8191639,0.0018133749851646718,0.03884790383461973,0.05555555555555555,0.508007021817791,0.14792155,0.44632748
Slc6a17,-3.1192963,-1.6224308,0.0018128351315266143,0.03884790383461973,0.05555555555555555,0.5082936266255866,0.16006465,0.42817974
Chaserr,-3.1195157,-1.7056514,0.0018114861435606507,0.03884790383461973,0.05555555555555555,0.5081861498226633,0.14649579,0.41515726
Tln2,-3.1200128,-1.5307212,0.0018084318522472685,0.038842976714535654,0.1111111111111111,0.5989323970909612,0.25623485,0.611849
Rufy2,-3.120583,-2.0842276,0.001804934228843452,0.038798866183218844,0.05555555555555555,0.5075054634041486,0.11182846,0.4066244
Uimc1,-3.1212409,-28.43956,0.001800906235522248,0.038743275058833314,0.0,0.4248916275570523,0.0,0.31045845
Raph1,-3.1212702,-1.4605883,0.0018007274054992785,0.038743275058833314,0.1111111111111111,0.6016909683659943,0.2921338,0.65947527
Gnl3l,-3.122557,-28.453415,0.001792875023522433,0.03863235916764055,0.0,0.42507075556192453,0.0,0.31302956
Aatf,-3.12282,-28.448364,0.001791272736792719,0.038628810945120676,0.0,0.425106581162899,0.0,0.31208983
Plcb1,-3.1241357,-2.1800444,0.0017832810280813782,0.038487358413290464,0.3888888888888889,0.8722817325260631,1.0636328,2.2613487
Dpy19l1,-3.124399,-28.841408,0.0017816866245413349,0.03848385820050295,0.0,0.42532153476874573,0.0,0.3927054
Slc9a9,-3.125598,-1.659673,0.0017744397993157141,0.03835816364248852,0.16666666666666666,0.6873858058968939,0.4008435,0.9391797
Gpr155,-3.1267676,-28.512575,0.001767395848170472,0.03823665574906649,0.0,0.42564396517751585,0.0,0.32421818
Vwa8,-3.126987,-1.5163227,0.0017660779726228026,0.03823665574906649,0.1111111111111111,0.6010461075484541,0.25238577,0.599529
Ankrd13c,-3.1275864,-2.1995902,0.001762480387516014,0.03819181291335104,0.05555555555555555,0.5077920682119442,0.10554853,0.4130012
Gpr45,-3.1291947,-2.0845954,0.001752861590455634,0.03801403626758909,0.05555555555555555,0.5093325690538458,0.12437875,0.44582158
Vmp1,-3.129341,-1.3489087,0.0017519895519980712,0.03801403626758909,0.1111111111111111,0.6004012467309139,0.2864843,0.6124778
Zfp704,-3.1300719,-1.181047,0.0017476353398684365,0.037961973793261834,0.1111111111111111,0.6037688532225128,0.31075102,0.60232514
