names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Mir99ahg,7.0976477,0.6656816,1.2689802219807417e-12,6.412157061668688e-09,0.9811320754716981,3.2145174,3.6609724
Grik2,6.6763,1.221138,2.450499857883986e-11,4.895294165509722e-08,0.8773584905660378,1.6561306,2.387147
Macf1,6.6512384,0.6970853,2.906368988032687e-11,4.895294165509722e-08,0.9669811320754716,2.6062121,3.0607023
Ptprz1,5.651908,0.4161578,1.5867647607174247e-08,1.3363203893175244e-05,0.9764150943396226,3.0849009,3.3618321
Syne1,5.611183,0.7681814,2.009481433084904e-08,1.4505585259111457e-05,0.9339622641509434,2.1578493,2.6414227
Slc7a11,5.534954,1.3536822,3.113100222183926e-08,1.9663119278369226e-05,0.8018867924528302,1.1520439,1.8767233
Meis2,5.301568,1.3842047,1.1481222635801163e-07,5.274056179882116e-05,0.6839622641509434,0.9009329,1.5719361
Luzp2,5.2216845,1.1390865,1.7730306560898125e-07,7.465936587684852e-05,0.8820754716981132,2.3877287,3.125843
Hdac8,5.112562,0.9612984,3.178186341683879e-07,0.00012221980492992191,0.8773584905660378,1.6702659,2.2405825
Grm3,5.0875006,0.77541107,3.6281359072804843e-07,0.00012221980492992191,0.9198113207547169,2.2689176,2.7624378
Gm28175,4.8943176,2.1314464,9.864751232995406e-07,0.00031154117487703617,0.4528301886792453,0.27280626,0.86468565
Mdga2,4.7648325,0.6464311,1.8901050774186801e-06,0.0005305944975664773,0.9716981132075472,2.8781705,3.305724
Grid2,4.6405687,0.95505625,3.474512433201238e-06,0.000897234330654155,0.9339622641509434,2.0236654,2.6195261
Maml2,4.629082,0.83880013,3.672896472459637e-06,0.000897234330654155,0.8820754716981132,1.6034778,2.0920017
Gm29260,4.62595,3.8615892,3.7288582908642896e-06,0.000897234330654155,0.32075471698113206,0.058943424,0.6326408
Adgrl3,4.576349,0.6821908,4.731617623902188e-06,0.0009962026605657398,0.9433962264150944,2.3531132,2.7894928
Gpc5,4.4990754,0.55047876,6.8249636787635016e-06,0.001379461658751679,0.9905660377358491,4.2795677,4.6567287
Naaladl2,4.432245,1.2979034,9.325715209784124e-06,0.001699340175849165,0.5849056603773585,0.6693163,1.2068423
Mctp1,4.430156,3.1632757,9.416490188754526e-06,0.001699340175849165,0.330188679245283,0.09768671,0.651965
Npas3,4.323644,0.47182062,1.5347261034608422e-05,0.002584990333595879,0.9905660377358491,3.3265617,3.643535
Pcdh11x,4.238539,1.3292475,2.249786554958346e-05,0.0036671520845821043,0.5707547169811321,0.6324095,1.1683149
Adcy2,4.215566,0.89714473,2.4915214109237882e-05,0.003934268027936844,0.7783018867924528,1.185022,1.654222
Frmd4a,4.193115,0.7835866,2.7514945787379537e-05,0.004108078980546716,0.9339622641509434,2.148871,2.6419055
Dpp10,4.192071,1.4399456,2.7641932582344815e-05,0.004108078980546716,0.4811320754716981,0.40982807,0.8647228
Fars2,4.183195,1.0898881,2.874404742096838e-05,0.0041498191890900924,0.6320754716981132,0.820232,1.3098116
Fgf14,4.0531883,1.0558335,5.052432662303397e-05,0.006899984389897045,0.7877358490566038,1.457011,2.0600173
Negr1,4.0176845,0.55040723,5.8772867623903785e-05,0.007607487333091846,0.9198113207547169,2.1261222,2.4690635
Rora,3.9435437,0.45893374,8.028632477489933e-05,0.009220154524717417,0.9764150943396226,2.7918427,3.093104
Slc4a4,3.8344214,0.54038894,0.0001258601604553634,0.01353130618682875,0.9528301886792453,2.7280798,3.0820239
Fam172a,3.8213687,0.8184563,0.00013271312515836413,0.013919397522178675,0.6981132075471698,1.0379069,1.4387504
Tead1,3.8171916,1.3716749,0.0001349793149785781,0.013919397522178675,0.46226415094339623,0.4161933,0.8483201
Sox6,3.7613251,0.59085846,0.00016901549971680074,0.016423756155172962,0.8820754716981132,1.8468812,2.2019725
Nr2f1,3.6871848,1.1523662,0.00022674876088674275,0.02161814129737191,0.5377358490566038,0.5530998,0.9714688
Nlgn1,3.6767423,0.48426914,0.00023623137796356555,0.021792195747755833,0.9905660377358491,2.9528894,3.2735653
Nfia,3.6756983,0.38734937,0.0002371998349745836,0.021792195747755833,0.9764150943396226,2.7964036,3.050418
Rabep1,3.5738854,0.78537387,0.0003517227771853669,0.030303767697968043,0.7028301886792453,1.055529,1.4419756
Brinp3,3.5305498,1.3604845,0.00041469684966074106,0.03492438635559541,0.4386792452830189,0.40976846,0.8331122
Psd3,3.4793825,0.71710604,0.0005025707629565941,0.04163098467573229,0.75,1.1486826,1.5131422
Celf2,3.473117,0.5191595,0.0005144508945632471,0.041927747906904636,0.9528301886792453,2.3519063,2.6825697
Dtna,3.4062862,0.43003744,0.0006585310663192812,0.04966503698673624,0.9669811320754716,2.6531353,2.9328938
Gm38604,3.4021094,1.5028666,0.0006686789683083365,0.0496887474538533,0.3867924528301887,0.32068622,0.72826284
