names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SCig Foxb1 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Ftx,-3.9052076,-3.1162975,9.414456072031756e-05,0.022789768887882277,0.06666666666666667,0.6934374552228113,0.1596178,0.9165831
Ppp1r12b,-3.9058642,-2.8744342,9.388925008174758e-05,0.022789768887882277,0.06666666666666667,0.6940464249892535,0.16821043,0.85157245
Kpna3,-3.907834,-29.435734,9.31272356608542e-05,0.022789768887882277,0.0,0.5827124229832354,0.0,0.54590636
Pitpna,-3.9102364,-29.443785,9.220585395791842e-05,0.022789768887882277,0.0,0.5830706404929072,0.0,0.5482568
Stk3,-3.9123983,-29.57917,9.138397802107906e-05,0.022789768887882277,0.0,0.583393036251612,0.0,0.5889413
Srsf5,-3.912879,-29.416916,9.120228099014474e-05,0.022789768887882277,0.0,0.5834646797535463,0.0,0.5404405
Asxl1,-3.9135995,-29.433558,9.09303751326794e-05,0.022789768887882277,0.0,0.5835721450064479,0.0,0.54527175
Ablim2,-3.9196053,-29.579048,8.869408431185344e-05,0.022789768887882277,0.0,0.5844676887806276,0.0,0.58890414
Arhgap44,-3.920086,-29.589481,8.851744381449674e-05,0.022789768887882277,0.0,0.5845393322825619,0.0,0.5921289
Wac,-3.920214,-2.7836812,8.847039584140539e-05,0.022789768887882277,0.06666666666666667,0.6958375125376128,0.16499825,0.8043758
Npas3,-3.9241698,-30.756903,8.702936057638298e-05,0.022789768887882277,0.0,0.5851483020490041,0.0,1.0347751
Copg2,-3.9246502,-29.515606,8.68558541776782e-05,0.022789768887882277,0.0,0.5852199455509385,0.0,0.56956947
Uhrf2,-3.927533,-29.43103,8.582165978465523e-05,0.022789768887882277,0.0,0.5856498065625447,0.0,0.5445344
Usp15,-3.9282537,-2.3757913,8.556493526165829e-05,0.022789768887882277,0.06666666666666667,0.6989898266227254,0.22169222,0.8277417
Acin1,-3.9424272,-29.411001,8.066111238247265e-05,0.022343959687804536,0.0,0.5878707551225104,0.0,0.53873026
Hmg20a,-3.9469917,-29.47144,7.913931229516206e-05,0.0221507637642813,0.0,0.588551368390887,0.0,0.55639136
Ankrd28,-3.948497,-2.8687425,7.864336629232458e-05,0.0221507637642813,0.06666666666666667,0.6998137268949707,0.17825486,0.88595146
Negr1,-3.949298,-2.2108572,7.838076380020985e-05,0.0221507637642813,0.5333333333333333,0.9026723026221521,1.271011,2.5550568
Hdgfl3,-3.951556,-29.485249,7.764468280293749e-05,0.0221507637642813,0.0,0.5892319816592635,0.0,0.5604887
Gigyf2,-3.959612,-2.8330083,7.507169910640586e-05,0.021925832119447018,0.06666666666666667,0.7025361799684768,0.16977893,0.84093493
Cdk8,-3.9606848,-2.9443743,7.473512451178586e-05,0.021925832119447018,0.06666666666666667,0.7007450924201175,0.15705319,0.83681893
Rnf169,-3.9640481,-29.552536,7.368941138401388e-05,0.021925832119447018,0.0,0.5910947127095573,0.0,0.5807677
Hectd4,-3.9672031,-2.9607692,7.272102559877256e-05,0.021925832119447018,0.06666666666666667,0.7032884367387878,0.16414112,0.870776
Tsc22d1,-3.9696054,-3.107849,7.199176107272194e-05,0.021925832119447018,0.06666666666666667,0.7025361799684768,0.1562809,0.89946145
Smg7,-3.9743779,-29.47131,7.056342947685598e-05,0.021793555747622075,0.0,0.5926350480011463,0.0,0.556354
Orc4,-3.9791825,-29.47988,6.915261876048158e-05,0.021606172861559768,0.0,0.59335148302049,0.0,0.5588927
Nfix,-3.9813447,-29.636732,6.852649868289112e-05,0.021606172861559768,0.0,0.5936738787791948,0.0,0.60689545
Lrp6,-3.9830263,-29.471106,6.804322878129852e-05,0.021606172861559768,0.0,0.593924631035965,0.0,0.55629337
Slc25a36,-3.985909,-29.504652,6.722226049247842e-05,0.021606172861559768,0.0,0.5943544920475713,0.0,0.56628156
Dennd4a,-3.9890962,-3.052191,6.632554692831126e-05,0.021606172861559768,0.06666666666666667,0.7043630892678034,0.1562809,0.8767554
Dscam,-3.9912102,-3.2155771,6.573699951944289e-05,0.021606172861559768,0.13333333333333333,0.7571285284424702,0.33020744,1.533536
Kansl1,-3.9959667,-2.776256,6.443078867714385e-05,0.021606172861559768,0.13333333333333333,0.838372259636051,0.4184866,1.5173277
Ppig,-3.9986413,-29.535727,6.37071498384027e-05,0.021606172861559768,0.0,0.5962530448488322,0.0,0.57565165
Ptpn12,-3.999362,-29.5719,6.351347714702202e-05,0.021606172861559768,0.0,0.5963605101017337,0.0,0.5867022
Pcmtd1,-3.9995222,-2.601441,6.347051452331736e-05,0.021606172861559768,0.06666666666666667,0.7102378564264221,0.20744677,0.87508786
Bmerb1,-4.001044,-29.60367,6.30637393488651e-05,0.021606172861559768,0.0,0.596611262358504,0.0,0.5965363
Tsc22d2,-4.002725,-29.555283,6.26170173265687e-05,0.021606172861559768,0.0,0.5968620146152744,0.0,0.58160704
Abr,-4.0065527,-3.1632285,6.161133696365043e-05,0.021606172861559768,0.06666666666666667,0.7079810861154894,0.1562809,0.9224099
Clk1,-4.0072894,-29.475477,6.141953821963632e-05,0.021606172861559768,0.0,0.597542627883651,0.0,0.5575879
Flnb,-4.00777,-29.625965,6.129475678702705e-05,0.021606172861559768,0.0,0.5976142713855853,0.0,0.6035084
Tlk2,-4.014016,-29.497118,5.969428536893428e-05,0.021606172861559768,0.0,0.5985456369107321,0.0,0.56402653
Slc44a1,-4.024218,-3.0782046,5.716498349623653e-05,0.021606172861559768,0.06666666666666667,0.7104527869322252,0.16499825,0.9222999
Acyp2,-4.029391,-29.761242,5.5921581461835924e-05,0.021606172861559768,0.0,0.6008382289726322,0.0,0.6470875
Jakmip2,-4.030528,-3.2626688,5.565172013594607e-05,0.021606172861559768,0.06666666666666667,0.7136409227683049,0.16414112,0.9976944
Vwa8,-4.0308323,-29.613577,5.557971323660461e-05,0.021606172861559768,0.0,0.6010531594784353,0.0,0.5996274
U2surp,-4.0320334,-29.52113,5.529633637965389e-05,0.021606172861559768,0.0,0.6012322682332712,0.0,0.57123494
Kif2a,-4.034916,-29.573969,5.462180604135769e-05,0.021606172861559768,0.0,0.6016621292448775,0.0,0.5873369
Gas7,-4.0404415,-29.785368,5.33506873157924e-05,0.021606172861559768,0.0,0.6024860295171228,0.0,0.6550895
Arid4b,-4.0439806,-2.622644,5.2551217288040485e-05,0.021606172861559768,0.06666666666666667,0.7173305631179252,0.20444635,0.8742577
Fip1l1,-4.0442853,-29.545729,5.248301712073259e-05,0.021606172861559768,0.0,0.6030591775325977,0.0,0.5786922
Zfp704,-4.04909,-29.622623,5.141722728901387e-05,0.021606172861559768,0.0,0.6037756125519416,0.0,0.60246056
Ptk2b,-4.051732,-30.065197,5.083981933824144e-05,0.021606172861559768,0.0,0.6041696518125806,0.0,0.7530079
Ppp2r3a,-4.0541344,-29.784203,5.032024076213954e-05,0.021606172861559768,0.0,0.6045278693222524,0.0,0.6546999
Csde1,-4.0550957,-29.542084,5.0113821920630846e-05,0.021606172861559768,0.0,0.6046711563261212,0.0,0.577582
Srcin1,-4.057738,-29.65051,4.955030059255621e-05,0.021606172861559768,0.0,0.6050651955867603,0.0,0.6112535
Rbm26,-4.0677476,-3.152016,4.746974473285149e-05,0.021606172861559768,0.06666666666666667,0.7180469981372689,0.14942952,0.8889833
Ntrk2,-4.0689807,-3.088389,4.721922785364168e-05,0.021606172861559768,0.13333333333333333,0.7815231408511248,0.2965705,1.3702683
Arfgef1,-4.078446,-3.5765245,4.5337741094661194e-05,0.021606172861559768,0.06666666666666667,0.7086975211348331,0.10995475,0.8698704
Syt14,-4.079839,-29.795986,4.506684890449738e-05,0.021606172861559768,0.0,0.6083607966757415,0.0,0.65863425
Ralgapa1,-4.0854445,-3.064651,4.399248431711271e-05,0.021606172861559768,0.13333333333333333,0.7955652672302622,0.27409586,1.2915298
Rps6kb1,-4.0918508,-29.582067,4.279439300159984e-05,0.021606172861559768,0.0,0.6101518842241008,0.0,0.58983636
Med13l,-4.099634,-3.1535094,4.138034944342954e-05,0.021606172861559768,0.06666666666666667,0.7236351912881501,0.1562809,0.91835755
Kcnq2,-4.1153936,-29.811754,3.8651954435353166e-05,0.021606172861559768,0.0,0.6136624158188853,0.0,0.66391957
Mga,-4.128366,-29.668085,3.653504153336019e-05,0.02088716097875294,0.0,0.6155967903711134,0.0,0.616842
Kcnt2,-4.1309123,-4.1094337,3.6132635076682465e-05,0.02088716097875294,0.06666666666666667,0.6877776185699958,0.11688257,1.1442636
Soga3,-4.166803,-29.723541,3.089014649140782e-05,0.018444849693869517,0.0,0.6213282705258633,0.0,0.6347218
Mcu,-4.168965,-29.934826,3.0598610406526364e-05,0.018444849693869517,0.0,0.621650666284568,0.0,0.7062181
Mboat2,-4.183619,-29.788376,2.8690482752310164e-05,0.017928215617548236,0.0,0.6238357930935664,0.0,0.65609336
Pds5a,-4.189865,-29.69827,2.791204955605371e-05,0.017857065989789603,0.0,0.6247671586187132,0.0,0.62652916
Prkacb,-4.200916,-29.811691,2.6583769749962524e-05,0.017422094955646172,0.0,0.6264149591632039,0.0,0.66389936
Camkmt,-4.2040386,-29.94009,2.6219420373766817e-05,0.017422094955646172,0.0,0.6268806419257773,0.0,0.7080675
Arhgap32,-4.2168508,-3.7460637,2.4773765906546903e-05,0.01706848948484398,0.06666666666666667,0.7271815446339017,0.11688257,0.97969157
Rsrp1,-4.2201343,-29.781244,2.4415709014516937e-05,0.01706848948484398,0.0,0.6292806992405788,0.0,0.65371835
Sorl1,-4.2350283,-30.023626,2.2852286121402776e-05,0.016595700758975474,0.0,0.6315016478005445,0.0,0.7378689
Cap2,-4.253286,-30.18466,2.106563422775956e-05,0.015723155324997205,0.0,0.6342241008740507,0.0,0.79767
Fam13c,-4.255688,-30.018702,2.084069660936797e-05,0.015723155324997205,0.0,0.6345823183837226,0.0,0.7360863
Tnks,-4.265778,-29.776258,1.9920687793009557e-05,0.015723155324997205,0.0,0.6360868319243445,0.0,0.6520587
Atp6v0b,-4.2665467,-3.4967,1.9852200725574856e-05,0.015723155324997205,0.06666666666666667,0.742155036538186,0.13304602,0.95792603
Daam1,-4.26842,-29.905794,1.9686201632121418e-05,0.015723155324997205,0.0,0.6364808711849835,0.0,0.6960776
Scn3a,-4.282354,-30.040283,1.8492661384088462e-05,0.015723155324997205,0.0,0.6385585327410804,0.0,0.7439094
Zfp950,-4.3227124,-29.913044,1.5412245077391037e-05,0.013804234174316574,0.0,0.6445765869035679,0.0,0.698599
Cacna1e,-4.3347883,-3.78188,1.459005311326076e-05,0.013518438867355745,0.13333333333333333,0.7746453646654249,0.2882096,1.7218091
5330434G04Rik,-4.3364058,-30.338076,1.4483148640471102e-05,0.013518438867355745,0.0,0.6466184267086975,0.0,0.85751164
Pcnx,-4.3412104,-29.927513,1.4169997579832504e-05,0.013518438867355745,0.0,0.6473348617280412,0.0,0.70365715
Syn1,-4.3455343,-30.024834,1.389369196659403e-05,0.013518438867355745,0.0,0.6479796532454506,0.0,0.7383058
Marchf6,-4.369077,-29.840767,1.2477269299185185e-05,0.013410569042764236,0.0,0.651490184840235,0.0,0.67372745
Vps13d,-4.3820496,-29.95523,1.1756803571244331e-05,0.013162721331638965,0.0,0.6534245593924631,0.0,0.7134053
Prpf4b,-4.396223,-29.894053,1.1015066309491295e-05,0.01286847094504483,0.0,0.6555380426995272,0.0,0.69200325
Pbrm1,-4.40343,-29.898901,1.0655260781650322e-05,0.01286847094504483,0.0,0.6566126952285428,0.0,0.6936841
Hdac8,-4.4445095,-30.140966,8.809257504075966e-06,0.011271654720691486,0.0,0.6627382146439318,0.0,0.7811358
Ttll7,-4.4675717,-30.16557,7.911247938241804e-06,0.010628761605027863,0.0,0.6661771027367818,0.0,0.7904195
Trerf1,-4.484628,-30.30031,7.304120208341003e-06,0.010329563684111724,0.0,0.6687204470554521,0.0,0.8425228
Fmn2,-4.4985137,-4.2140326,6.84302589875303e-06,0.010215116994416329,0.06666666666666667,0.7554449061470124,0.11688257,1.1942388
Ak5,-4.5014443,-30.738739,6.749325559183255e-06,0.010215116994416329,0.0,0.6712279696231552,0.0,1.026676
Fubp1,-4.531473,-30.055883,5.857378550286578e-06,0.009836735102887522,0.0,0.6757056884940535,0.0,0.7496005
Ppp1r12a,-4.539865,-4.024422,5.629020348240993e-06,0.009836735102887522,0.06666666666666667,0.7772245307350624,0.12201834,1.1352178
6820431F20Rik,-4.5516524,-30.092903,5.322618985453608e-06,0.009836735102887522,0.0,0.6787147155752973,0.0,0.76321507
Mbtd1,-4.557658,-30.12924,5.17271027636879e-06,0.009836735102887522,0.0,0.679610259349477,0.0,0.7767417
Abcc5,-4.5684686,-30.139626,4.91300465422155e-06,0.009836735102887522,0.0,0.6812222381430004,0.0,0.78063357
Cop1,-4.568949,-30.130861,4.901756986728005e-06,0.009836735102887522,0.0,0.6812938816449348,0.0,0.7773473
Srsf11,-4.6066656,-30.157888,4.091776667836672e-06,0.009836735102887522,0.0,0.6869178965467833,0.0,0.7875173
Lncpint,-4.624715,-4.4586616,3.7511433512928458e-06,0.009836735102887522,0.06666666666666667,0.75,0.10995475,1.2685361
Rbm5,-4.66312,-30.190166,3.1145161257680848e-06,0.009836735102887522,0.0,0.6953360080240722,0.0,0.79977006
Cnot2,-4.6835394,-30.245985,2.819634698268503e-06,0.009836735102887522,0.0,0.6983808568562831,0.0,0.82125616
Tnik,-4.710445,-4.401004,2.471764153438617e-06,0.009836735102887522,0.06666666666666667,0.8188852271099011,0.18888089,1.6849568
Oxct1,-4.7777095,-30.37442,1.7730311748658866e-06,0.009528269533729275,0.0,0.7124229832354205,0.0,0.8720905
Atp2c1,-4.823834,-30.53264,1.4082463767232514e-06,0.009459895035638441,0.0,0.7193007594211205,0.0,0.937363
Pam,-4.901909,-31.156322,9.490980333314761e-07,0.00850075471853892,0.0,0.7309428284854563,0.0,1.2217902
Cpeb3,-5.0138564,-30.882135,5.334976983536072e-07,0.007167541577380713,0.0,0.7476357644361656,0.0,1.0915902
Mapt,-5.4152822,-31.397354,6.119212851272318e-08,0.0016442324931368719,0.0,0.8074939103023355,0.0,1.342454
