names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DG-IMN Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Zfp951,-2.5519593,-0.33670935,0.010711901859772548,0.0427109071037377,0.08217413704276147,0.10894329149579554,0.04847631,0.06083884
Glrx,-2.5532343,-0.31495062,0.01067276431897998,0.042567489572657276,0.08371973209685729,0.11060022368584566,0.044827674,0.05546598
Anxa5,-2.554675,-0.82199025,0.010628694902738076,0.04239801544485928,0.04044307058217414,0.06602874777349738,0.022820123,0.03999564
Cfap52,-2.5552115,-1.8610574,0.010612324695426154,0.042338999935575466,0.012364760432766615,0.03786090054264529,0.005934365,0.021391649
Dera,-2.5568938,-0.79850227,0.010561141877646235,0.04216610434656082,0.04868624420401855,0.07418913880949422,0.023979023,0.041344073
A830009L08Rik,-2.5572958,-2.257034,0.010548947769835712,0.04212367760075577,0.0072127769191138585,0.03272441075348991,0.003680687,0.017472856
2310014F06Rik,-2.5581253,-0.78910863,0.010523820794613612,0.042042085154812336,0.030396702730551263,0.05612857793794789,0.01558088,0.026773103
Coq10a,-2.562239,-0.32903808,0.01039997499134252,0.04159061289140847,0.09685729005667182,0.12356571807298786,0.052072015,0.064986326
Hapln4,-2.5640986,-0.8953317,0.01034441547062096,0.041393066819893555,0.032199896960329724,0.057868356737500515,0.019392775,0.035775654
Prune1,-2.5669577,-0.30441636,0.010259515811148801,0.04108393291290138,0.11360123647604328,0.14054927302100162,0.06344967,0.077788785
Tln1,-2.5724726,-0.30561557,0.010097497081509779,0.04049548456420414,0.1409067490984029,0.16875854355660494,0.09305508,0.11380369
Septin10,-2.5736,-0.55343986,0.01006465307916128,0.04036979075042,0.08475012879958783,0.11051737707634315,0.04850572,0.070403345
Mboat1,-2.5757442,-1.1692921,0.010002465106930283,0.04012634180698965,0.04714064914992272,0.07224224348618533,0.02811293,0.062151417
Mrps12,-2.5797596,-0.32936934,0.009886914518064489,0.03968056655719086,0.12982998454404945,0.1580299076260304,0.08694464,0.10807622
Gm45847,-2.581616,-0.285756,0.00983389438498876,0.039491367826131815,0.12596599690880989,0.15343192079864132,0.06813719,0.082462244
Gm16226,-2.5822775,-1.8019928,0.009815061367920335,0.03942752264255037,0.013910355486862442,0.03960067934219792,0.0048953434,0.01696723
Vegfc,-2.5856838,-0.25183523,0.00971860500029643,0.03905757049924694,0.16512107161257084,0.19286690692183422,0.1061938,0.12522636
Ncapg2,-2.585705,-0.32595018,0.009718002366104024,0.03905757049924694,0.0695517774343122,0.09647487676566836,0.037914366,0.047301207
Gm45321,-2.58668,-1.1436296,0.009690557610673514,0.03895650553542749,0.021895929933024215,0.04780249368294603,0.012019534,0.026365094
Mafb,-2.5896575,-1.2318496,0.00960714609365423,0.038655887322025934,0.03709428129829984,0.06271488339339712,0.021327097,0.04938857
Trib1,-2.5933886,-1.6538512,0.009503531143225335,0.03825043166843391,0.020350334878928386,0.04610413818814465,0.008510167,0.026538175
Dmc1,-2.5939925,-0.36422822,0.00948685563346788,0.03820048117357739,0.05821741370427615,0.08495919804482002,0.030584367,0.039197806
Cd55,-2.5951095,-0.8097812,0.009456082072909626,0.0380844046809009,0.032715095311695,0.05882109274677934,0.01564423,0.027264025
Clrn1,-2.599096,-1.3549114,0.009346964394185838,0.03767105643794412,0.017001545595054096,0.042997390331800674,0.007992936,0.020318571
Zfpm1,-2.601212,-0.8684207,0.009289498972753983,0.03745068828175537,0.04662545079855744,0.07257362992419535,0.022202985,0.04017074
Gm49171,-2.6033978,-1.177862,0.00923047820608253,0.03723671756378601,0.02344152498712004,0.04945942587299615,0.011539614,0.025919763
Psd2,-2.6043983,-0.50812316,0.009203576113949482,0.03713772190746697,0.09041731066460587,0.11668944948427985,0.05239511,0.07371774
Gt(ROSA)26Sor,-2.604797,-0.3059332,0.009192875029610683,0.03710011295368565,0.09763008758371973,0.12493268712977922,0.050491672,0.062055413
Dnah14,-2.6071332,-1.5109727,0.009130383322823267,0.03687006310253399,0.020865533230293665,0.046725487759413445,0.010030032,0.0283247
Alg14,-2.6088305,-0.42142996,0.009085224870215743,0.036698736058733764,0.0824317362184441,0.10944037115281056,0.047486227,0.06309706
Zfp90,-2.6097538,-0.31637043,0.00906073888465159,0.03661380898888829,0.1437403400309119,0.17190671471770017,0.08232315,0.10151453
Htra1,-2.6137083,-0.82804435,0.008956545055909104,0.03621161084145014,0.10587326120556415,0.1301520235284371,0.07056451,0.122038014
Col8a1,-2.6188781,-1.2274873,0.0088219471189968,0.035683534410273075,0.02369912416280268,0.04979081231100617,0.016210735,0.037554134
A330049N07Rik,-2.6241364,-1.3404859,0.0086868963106798,0.035163739660736104,0.04791344667697063,0.0732364028002154,0.029927805,0.07411776
Tns1,-2.6254907,-1.3564811,0.008652418525642453,0.035034732637735495,0.03760947964966512,0.06337765626941717,0.02146272,0.05406332
Mndal,-2.628322,-0.3688081,0.008580728476782942,0.03475492525944493,0.04585265327150953,0.07269789983844911,0.03550438,0.045613628
Ldb3,-2.6320446,-0.4233793,0.008487276123508896,0.03439715074489955,0.08887171561051005,0.11606809991301106,0.046190277,0.06146861
Gm19705,-2.6331518,-1.5148023,0.008459655377432955,0.034293619094951135,0.01854714064914992,0.044778592436104554,0.008559776,0.02426851
Map2k3,-2.6339478,-0.32056877,0.00843984268480631,0.03422039730507704,0.09788768675940238,0.1254711900915455,0.049962804,0.06201629
Cldn11,-2.6346512,-0.63444215,0.00842237821253694,0.03415989472767813,0.2058217413704276,0.22654405368460295,0.1666273,0.24800074
Gm48239,-2.6361036,-0.45937088,0.008386410252866223,0.03401914907827829,0.04301906233900051,0.06975684520111014,0.020909026,0.028637381
Arhgef40,-2.636185,-1.0974314,0.00838440286221093,0.034016141462721985,0.05461102524471922,0.08023694130317717,0.0283781,0.05976907
Gucy1a1,-2.6429162,-0.32927594,0.008219539678009617,0.03337247373045005,0.17697063369397217,0.20334700302390124,0.11248199,0.13939235
Gusb,-2.6430135,-0.68709236,0.008217178976279561,0.03336793094946831,0.06646058732612056,0.09278820264280685,0.037944097,0.060403563
Oser1,-2.6464336,-0.50586003,0.00813455013970215,0.03305237596458442,0.06388459556929418,0.0907998840147467,0.032850362,0.046331085
Selenop,-2.647283,-0.9366203,0.008114137720007221,0.0329744223437075,0.10587326120556415,0.12940640404291454,0.07353313,0.1363206
Hapln1,-2.647763,-0.80853677,0.008102629467765849,0.0329376178213114,0.06646058732612056,0.09208400646203554,0.0440566,0.07593011
Gm54109,-2.6545038,-1.022905,0.00794251271955618,0.03233075545742684,0.07573415765069552,0.10041009071703741,0.051595382,0.10219017
Llgl1,-2.6554272,-0.4112509,0.007920800340396553,0.032252145044166604,0.10407006697578568,0.13160183919473095,0.05670342,0.07472262
4930420G21Rik,-2.6583323,-1.1551245,0.007852843054549724,0.0320142456191399,0.061823802163833076,0.08711320989188517,0.047922324,0.10375008
Ccdc60,-2.663784,-0.47584412,0.007726712846406072,0.03153325099227633,0.0667181865018032,0.09398947848059318,0.040269714,0.055574056
Gm35256,-2.6650207,-0.50196016,0.0076983580357567055,0.03142258551128402,0.04559505409582689,0.07261505322894661,0.024027133,0.03385803
Sugct,-2.6717658,-0.5930227,0.007545328577543371,0.03082605730250728,0.10510046367851623,0.13156041588997971,0.065383084,0.09705393
Pip5kl1,-2.6726336,-1.7994083,0.007525838499277011,0.03075578410274879,0.01184956208140134,0.03852367341866534,0.0046261903,0.016011173
Gm42567,-2.6734576,-0.914341,0.007507374318937454,0.030686460284919018,0.02472952086553323,0.0515305911105588,0.011950135,0.022404779
Reep5,-2.6789277,-0.27741697,0.007385833072058593,0.03020199888087268,0.425296239052035,0.4506855556936332,0.33597067,0.3947116
Jam2,-2.6792784,-0.9506543,0.007378104316453609,0.030174986755419856,0.06646058732612056,0.09233254629054306,0.04002029,0.07595851
Cmklr2,-2.6808965,-1.4595962,0.007342523462797243,0.030052338986346065,0.015455950540958269,0.04221034754152686,0.0065982463,0.018043501
Wnt5b,-2.6822367,-0.70193195,0.007313169566889,0.029945880259418994,0.05358062854198867,0.08052690443643594,0.030139677,0.04857482
Lcp2,-2.6856632,-1.5718538,0.007238600974685909,0.029676717758591757,0.03142709943328181,0.05803404995650553,0.018308712,0.053475033
Zfp110,-2.6926146,-0.53300846,0.007089416758890331,0.02910506162129613,0.10407006697578568,0.1309390663187109,0.055718992,0.07965251
Gm29502,-2.7000716,-1.4471515,0.006932457443450787,0.028491148899590493,0.02009273570324575,0.04697402758792096,0.00948638,0.025657505
Bcl10,-2.7048693,-0.5477574,0.0068331273183651,0.028121631343922537,0.05409582689335394,0.08164533366471977,0.030249396,0.043915953
Gas2l3,-2.7059755,-0.69279164,0.006810407612688274,0.028032422266074438,0.032715095311695,0.06006379188931693,0.016395727,0.026369898
Rapgef3,-2.7060566,-1.1238527,0.00680874198416868,0.02802986013706334,0.06800618238021638,0.09340955221407564,0.03484511,0.0744354
Adgrg1,-2.710379,-1.0189122,0.006720639259355832,0.027688374256193072,0.05512622359608449,0.08152106375046601,0.031650264,0.06312653
Slc32a1,-2.7120836,-0.80472857,0.006686173265671969,0.027563282548113806,0.04636785162287481,0.0733192494097179,0.03144082,0.054292947
E2f6,-2.7180603,-0.2896645,0.006566588579559568,0.027086925872392628,0.11360123647604328,0.14282755478232054,0.060025178,0.07289629
Oprk1,-2.7195213,-2.3156211,0.006537649479981578,0.02697583561534168,0.011076764554353425,0.03810944037115281,0.0046835393,0.023101356
Ntn1,-2.7217305,-1.3675103,0.006494109346631107,0.026808529442921777,0.0381246780010304,0.06474462532620852,0.021310339,0.054086618
C1qa,-2.7219892,-0.8102684,0.006489028854020392,0.026791672604106934,0.11385883565172591,0.13926515057371278,0.09400535,0.15942667
Gpat3,-2.7242186,-1.5835682,0.006445383863858106,0.026623745491447706,0.014683153013910355,0.04187896110351684,0.0064971563,0.019347668
Kyat1,-2.726244,-0.2589256,0.0064059642574192405,0.026473125130245308,0.08526532715095311,0.11412120458970217,0.046200037,0.05503669
Neu2,-2.7308075,-1.3997974,0.006317934137973014,0.026125406323074005,0.01648634724368882,0.04382585642682573,0.00803965,0.021075621
Ints4,-2.7317042,-0.37692627,0.0063007658824345844,0.026061720451048837,0.19448737764039156,0.22335445921875646,0.109797224,0.140372
Piezo1,-2.732863,-1.4687382,0.006278646429931968,0.025982940023451716,0.018289541473467286,0.04556563522637836,0.010683928,0.029296124
Tcof1,-2.7342234,-0.47515148,0.006252759616535529,0.025891763121638108,0.07444616177228233,0.10243983264984881,0.040396072,0.055721115
Zfhx2os,-2.7357786,-0.38163847,0.006223289482168121,0.025777676643418748,0.09994848016486348,0.12853651464313823,0.056602303,0.07312925
1810034E14Rik,-2.739625,-0.55415326,0.006150930438280128,0.025497608897961592,0.05100463678516229,0.07882854894163456,0.025395267,0.037069857
Acat2,-2.7407804,-0.44136754,0.006129345034922563,0.025415972390180442,0.0973724884080371,0.1254711900915455,0.049350683,0.06643734
Tmem63a,-2.7486222,-1.1066372,0.005984633805583896,0.02483891108372556,0.06388459556929418,0.0900956878339754,0.041653942,0.087638356
Fyb,-2.751648,-1.1773543,0.005929624777561444,0.02462305317923892,0.06156620298815044,0.08794167598691023,0.051319793,0.11252082
Hepacam,-2.7528074,-1.0862836,0.005908663269199893,0.024553940928456718,0.10484286450283359,0.12837082142413322,0.061910395,0.12716681
Eya4,-2.75718,-1.042194,0.005830227063606292,0.02425049554165651,0.06594538897475528,0.0921254297667868,0.04208551,0.08481781
Gm26542,-2.7572825,-0.51897883,0.005828397793476824,0.024246640147193414,0.10278207109737249,0.13122902945196968,0.06360675,0.08993747
Nherf2,-2.7596307,-0.86817074,0.0057866753543920025,0.024076798818908812,0.04070066975785677,0.0684727227538213,0.02210969,0.039996687
Chkb,-2.7629523,-0.39580405,0.005728112351311447,0.02385529740851497,0.07444616177228233,0.10310260552586885,0.04019027,0.052549098
Limd1,-2.7691245,-0.7442063,0.005620713407278022,0.023451641188441064,0.0783101494075219,0.10567085042044655,0.04097257,0.0677116
Zfp973,-2.7696824,-0.29556185,0.00561109575333988,0.023415148764131474,0.06568778979907264,0.09456940474711073,0.0334568,0.04090991
Gyg,-2.770872,-0.26124486,0.005590638708062727,0.02334791142145562,0.12725399278722307,0.15691147839774658,0.0696048,0.08286408
Gm3364,-2.7710633,-2.636711,0.00558735495999875,0.023337824930074056,0.007985574446161773,0.035582618781326375,0.002413196,0.014914319
Sall1,-2.77168,-1.3237424,0.005576781760242222,0.02330090590852255,0.05641421947449768,0.08284660950250611,0.034193877,0.08348829
Tk2,-2.7784584,-0.2843901,0.005461752272209929,0.02285227087422622,0.12029881504379186,0.15057371277080486,0.06764826,0.08180034
Zcchc24,-2.7805574,-1.0405742,0.005426566615914681,0.02271212538467718,0.0844925296239052,0.10981318089557185,0.052576613,0.105301924
Cul7,-2.7840352,-0.77324677,0.005368720400075789,0.022486546161885956,0.04482225656877898,0.07269789983844911,0.02342413,0.039708123
Gm29260,-2.7862806,-1.0313001,0.005331667435530848,0.02233861179170331,0.028851107676455434,0.05670850420446543,0.028332673,0.057076056
Rhebl1,-2.7893481,-0.7797535,0.005281425703032867,0.02214605315862877,0.027563111798042245,0.055672921585684106,0.014262747,0.024363093
Gm10509,-2.789967,-0.33595213,0.005271341817519957,0.02210721939078527,0.07779495105615662,0.10695497286773539,0.042091828,0.05284167
Rgs22,-2.7901871,-0.7185032,0.005267758310594543,0.02209563937022719,0.03503348789283874,0.06312911644090966,0.01890904,0.030927159
Sat1,-2.7902129,-0.8957501,0.005267340957797788,0.02209563937022719,0.08990211231324059,0.1166480261795286,0.051095918,0.09306999
Zpbp,-2.793665,-0.5157434,0.005211443988910675,0.021886761485156274,0.05770221535291087,0.0860362039683526,0.029709151,0.0422098
Hint3,-2.798436,-0.25143415,0.005135074099044048,0.021582893952966302,0.145801133436373,0.17654612484984053,0.08268324,0.097679086
Brd8dc,-2.8011487,-0.53423715,0.005092106514754931,0.021419051667417813,0.05358062854198867,0.08201814340748105,0.025531242,0.036765523
Grip1os3,-2.8011913,-1.9873122,0.005091431935718745,0.021419051667417813,0.012622359608449252,0.04051199204672549,0.0050051394,0.019699695
Csrp1,-2.802103,-0.9518376,0.005077065752881619,0.021365819386049978,0.08938691396187533,0.11507394059898099,0.058640387,0.110486984
Gm31218,-2.8027582,-1.7996371,0.005066764277419499,0.02132914869720538,0.01313755795981453,0.041091918313243034,0.0073269806,0.02527906
Cntfr,-2.8032756,-0.37276098,0.005058644002405413,0.021298302153656135,0.12339000515198352,0.15243776148461124,0.07230381,0.09266003
Phka1,-2.8044767,-0.4984669,0.005039831541340992,0.021225748199973738,0.23055126223596084,0.2552504038772213,0.15671784,0.21485999
Mageb18,-2.8057797,-1.5422521,0.00501950057456122,0.021146751401451863,0.0190623390005152,0.047015450892672214,0.011494077,0.033115078
Gm43256,-2.806282,-1.7603172,0.005011681555956444,0.021120433407865378,0.011591962905718702,0.03964210264694917,0.004505503,0.015182016
Shd,-2.8079643,-0.9324015,0.004985576293937079,0.021021914493514787,0.027820710973724884,0.05588003810944037,0.014740967,0.027946603
1700029J07Rik,-2.8090246,-0.45086625,0.00496918690869072,0.020964366813710104,0.07650695517774343,0.105090924153929,0.03799512,0.051579848
Gm49066,-2.811329,-0.30238485,0.004933734334672327,0.02082592045998072,0.08217413704276147,0.11151153639037323,0.04348619,0.053360134
Spata1,-2.8117297,-0.35995084,0.004927591362672318,0.02080687276726175,0.09994848016486348,0.12965494387142207,0.05826527,0.07417756
Gulp1,-2.8121593,-1.3261931,0.004921013780436319,0.02078397363727191,0.0517774343122102,0.07870427902738081,0.034005377,0.083174564
Elf1,-2.8124242,-0.647976,0.004916959930391536,0.020773382598996942,0.16228748068006182,0.18694337434240504,0.11092317,0.16874626
Nfe2l3,-2.8191106,-0.8901702,0.00481569230255853,0.020384003177338957,0.05486862442040186,0.08284660950250611,0.031929534,0.05839427
Rit1,-2.819787,-0.34704223,0.004805551619726852,0.020344284232245238,0.10741885625965997,0.13690402220289136,0.059050664,0.07452411
Gm17753,-2.8214512,-0.6237371,0.0047806905922340775,0.02025179823637548,0.03632148377125193,0.06478604863095978,0.019629247,0.030087544
Cfap46,-2.8232949,-0.7707034,0.004753283023534685,0.02014204618236508,0.03529108706852138,0.06375046601217846,0.018279925,0.030989042
Rsad1,-2.8233707,-0.76579255,0.004752157997156761,0.020140455107823686,0.04250386398763524,0.07087527442939398,0.020101102,0.033941194
Gm43258,-2.824634,-1.6333042,0.004733464054375871,0.020064391724417045,0.012364760432766615,0.04055341535147674,0.0053790314,0.016593505
Fancd2,-2.8266401,-0.47597206,0.004703915070634726,0.019945431268416455,0.05692941782586296,0.08570481753034256,0.029023737,0.0401427
Lancl3,-2.8291464,-1.2577469,0.0046672331907524345,0.019802393152616123,0.02498712004121587,0.05318752330060892,0.012208811,0.028949771
Gm17135,-2.838166,-0.6406722,0.004537358524963511,0.019281800342522467,0.04301906233900051,0.07166231721966779,0.020459775,0.031718068
Dcbld2,-2.8387527,-0.2579816,0.00452902402456214,0.019252472004427257,0.2431736218444101,0.2736837744915289,0.15076393,0.17779787
Iqank1,-2.8405867,-0.79770964,0.004503062362795411,0.01916029860464176,0.02833590932509016,0.05695704403297295,0.013845566,0.023946662
Krcc1,-2.8442388,-0.34373444,0.004451767134028899,0.018957049586585818,0.17156105100463678,0.20185576405285613,0.10664009,0.1334898
Arg2,-2.8457928,-0.8114596,0.004430101059135674,0.018873761766128993,0.03142709943328181,0.06006379188931693,0.016396299,0.028599579
Ankrd34b,-2.8490527,-0.88371456,0.004384963136953403,0.018687384534486588,0.034518289541473464,0.0631705397456609,0.01710943,0.03134418
Rgs10,-2.8518698,-1.030555,0.004346288411032054,0.01853432306053504,0.06439979392065945,0.09216685307153805,0.04247098,0.08491916
Ifit1bl2,-2.8552153,-1.3360434,0.004300767592041729,0.018360601397864832,0.01777434312210201,0.04635267801665217,0.007670381,0.019252416
Gm56506,-2.858147,-1.1163058,0.00426123096557273,0.01819470459954541,0.029881504379185988,0.05840685969926681,0.012299673,0.026475672
Prkra,-2.8597212,-0.5910825,0.00424013596732703,0.018116147788531926,0.07727975270479134,0.10616793007746159,0.041067965,0.061237767
Cfh,-2.8604436,-1.0756581,0.004230486640516796,0.01807779517027454,0.07779495105615662,0.10459384449691396,0.06810151,0.13848865
Cldnd1,-2.8616674,-0.29193732,0.004214188164888643,0.01801961107424536,0.18238021638330756,0.21440702539248582,0.11079921,0.13404983
Gm30400,-2.8625515,-1.1689422,0.004202451701187255,0.01797228668007346,0.026532715095311694,0.05501014870966406,0.010295458,0.023001984
Thsd7b,-2.8625588,-0.30145088,0.004202352486569815,0.01797228668007346,0.6040700669757857,0.5467876227165404,0.74666345,0.8619947
Mocs1,-2.8629467,-0.44273642,0.004197210411081829,0.01795558728638254,0.07805255023183925,0.10736920591524791,0.040193718,0.054245025
Rbms2,-2.86539,-0.7545697,0.004164959025165601,0.01782329176719218,0.05255023183925812,0.0812725239219585,0.027751597,0.04638366
Chrna4,-2.8723724,-0.6965034,0.0040740256380118805,0.017459181641687277,0.05229263266357548,0.08110683070295348,0.027521782,0.04422779
Tox3,-2.8764508,-0.3133296,0.004021747794185853,0.01725165441088344,0.3029366306027821,0.3222318876599975,0.24557008,0.2970412
Arsg,-2.8778403,-0.50515825,0.004004077808601591,0.017181343135918997,0.14013395157135497,0.16925562321361998,0.08581488,0.119713604
Magt1,-2.8780048,-0.43151093,0.004001989271039636,0.017175124055715543,0.160741885625966,0.19054720185576404,0.093482,0.12412275
Ptp4a3,-2.8789368,-0.4022793,0.00399018191074838,0.017129922981595935,0.09299330242143225,0.12302721511122157,0.050337374,0.066001646
Idh1,-2.8794498,-0.5560111,0.003983695952081047,0.017107545186577866,0.09994848016486348,0.1289093243858995,0.05832492,0.0846161
Gm35842,-2.880415,-1.6461202,0.003971520179721314,0.017057983892121438,0.014940752189592994,0.04366016320782072,0.0059748413,0.018582968
Kdm1b,-2.884826,-0.38368988,0.003916301992786977,0.016836965527389773,0.09891808346213292,0.12919928751915827,0.05240308,0.0678381
Hexa,-2.885139,-0.28478485,0.00391240836437306,0.016822917706945772,0.22849046883049975,0.261256783066153,0.13945128,0.16746098
Npc2,-2.8860455,-0.5621607,0.0039011592382798064,0.016777232511616263,0.09119010819165378,0.12012758377863386,0.06366827,0.09263561
Rbm43,-2.8862526,-0.71001184,0.003898589868179169,0.016771551354142534,0.03838227717671303,0.06760283335404499,0.020683246,0.03361495
Tcta,-2.8878558,-0.396463,0.0038787754345020803,0.01669700351250735,0.07547655847501288,0.10550515720144153,0.0406135,0.053122748
Tjap1,-2.8881617,-0.26717344,0.0038750078827745247,0.01668345806924395,0.14657393096342092,0.17882440661115945,0.08221847,0.09814886
Rnf43,-2.8890016,-1.215114,0.003864670818215924,0.016649623999593053,0.05564142194744977,0.08355080568327741,0.028298497,0.0645097
Rasgrp2,-2.8893886,-1.539274,0.0038599184127474893,0.016634484001688057,0.0190623390005152,0.04788534029244853,0.009225555,0.026581513
Chml,-2.890206,-1.2818197,0.003849892806379718,0.016596601910383927,0.02601751674394642,0.05480303218590779,0.011483908,0.027696434
2810001G20Rik,-2.8957489,-0.47132128,0.003782549822824211,0.016319382424419805,0.09015971148892324,0.11983762064537509,0.047464665,0.065217085
Gm43507,-2.9033127,-1.8018459,0.003692378228387671,0.015940585314392148,0.011591962905718702,0.04055341535147674,0.0050338926,0.017442714
Arrdc3,-2.9067414,-0.41079572,0.0036521509041985154,0.015774520944512798,0.19088098918083463,0.22086906093368128,0.12076053,0.15754825
Mak,-2.907159,-0.45640916,0.003647275229723008,0.01575696351295875,0.04894384337970119,0.07866285572262956,0.025101095,0.0342832
Nbn,-2.9073772,-0.38931265,0.0036447337499762077,0.015750079746198246,0.10329726944873777,0.1333416179942836,0.055160493,0.071648076
Fli1,-2.909115,-1.0898649,0.0036245341641006797,0.015675395620374257,0.0729005667181865,0.10057578393604241,0.06459081,0.1328001
4933424G05Rik,-2.9117508,-0.316606,0.0035940936089295227,0.015551255277284425,0.09659969088098919,0.12696242906259061,0.050462298,0.06246597
Polr1b,-2.9181035,-0.35127208,0.0035216737296207604,0.015252639122325893,0.07315816589386914,0.10343399196387888,0.03892081,0.049389593
Sycp2,-2.9196992,-0.29289642,0.0035036933414202692,0.015177211040458268,0.10844925296239052,0.13963796031647405,0.061815783,0.075218774
Mei1,-2.920393,-0.8005798,0.003495903433319072,0.01514835111325326,0.03606388459556929,0.06544882150697982,0.019037828,0.032929603
Bid,-2.9217546,-0.70937175,0.0034806575070157365,0.015087153930232754,0.04611025244719217,0.07563895447578808,0.02463291,0.039967798
Naaa,-2.9242961,-1.0997778,0.003452361820989162,0.014971749859583407,0.032199896960329724,0.061389337641357025,0.016678885,0.035411768
4933436I20Rik,-2.92636,-0.9643934,0.003429539172883559,0.014875176364064767,0.02241112828438949,0.05177913093906632,0.013738553,0.026634397
Gm29088,-2.9287903,-0.74172646,0.003402838728513829,0.01476651754443905,0.03760947964966512,0.0671471770017812,0.018199714,0.03024958
Myom1,-2.9306521,-0.8703771,0.003382512996002351,0.014680685543948179,0.04044307058217414,0.06992253842011516,0.020669637,0.037469406
Mettl27,-2.9318974,-0.7650907,0.0033689814752653345,0.014636141025121995,0.0285935085007728,0.057992626651754274,0.01583585,0.026765471
Gm26658,-2.9365294,-0.83702856,0.003319073554021057,0.014426319378283049,0.030139103554868624,0.059608135537053145,0.013710308,0.024361154
Tmcc3,-2.9366095,-0.4526036,0.003318215854386632,0.014424924770646951,0.4853168469860896,0.48593678803694956,0.43841282,0.5613361
Casz1,-2.938918,-1.4606299,0.003293600566514397,0.014320234178356286,0.014940752189592994,0.04432293608384077,0.007770522,0.02124278
Cpm,-2.940126,-1.0288416,0.003280789500724772,0.014269150839183332,0.062081401339515715,0.0907998840147467,0.03401716,0.068221204
Gaa,-2.9413571,-0.33196297,0.003267775759463513,0.014219455005147303,0.243946419371458,0.2760863261671016,0.16086347,0.19858718
Gm43948,-2.943343,-0.86999077,0.003246885643324192,0.014140002793536634,0.027563111798042245,0.05716416055672922,0.013908473,0.02527531
