names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Mutant (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,23.001122,1.6899594,4.542377158835573e-117,2.397693783291357e-113,0.9887179487179487,1.1291687,2.0481172
Hivep3,17.975536,0.9491885,3.029229028055221e-72,7.994892712294743e-69,0.9733333333333334,1.2956371,1.8120514
Gm11867,17.33879,2.8337085,2.3972451026104813e-67,3.615388078322693e-64,0.68,0.08000365,0.4661117
Gm28307,16.264921,3.7403424,1.7509497298752176e-59,1.8484776298292672e-56,0.598974358974359,0.035940792,0.3981514
Hexb,14.9363785,1.2820098,1.910806562251179e-50,1.0086192438842849e-47,0.8666666666666667,0.5123867,0.9660388
Rbfox1,14.925533,0.7047441,2.248320686729775e-50,1.130262928086011e-47,1.0,3.73076,4.209942
Fgf12,14.046818,0.7565841,8.057444707705072e-45,3.150460880712683e-42,0.9958974358974358,2.324445,2.808124
Ctnna2,13.545577,0.66742927,8.415021677057715e-42,2.6128642307264206e-39,0.9907692307692307,2.4414148,2.8712726
Kctd16,13.157668,1.374275,1.5375862028322358e-39,3.9590969617804666e-37,0.9466666666666667,1.3129867,2.0849478
Erbb4,13.047219,1.6472836,6.590935402212586e-39,1.5462334453590727e-36,0.8902564102564102,0.9727025,1.8169585
Tafa1,13.029921,1.6382295,8.269323470920006e-39,1.8978097365761413e-36,0.8676923076923077,0.8376341,1.6254286
Xkr4,12.922287,0.7062498,3.3697542192551363e-38,7.114899058535294e-36,0.9928205128205129,2.384694,2.8379216
Tenm4,12.488867,0.8195548,8.586803045547735e-36,1.5364555890143634e-33,0.9671794871794872,1.5445572,2.0155833
Dab1,12.299546,0.685104,9.108487897189785e-35,1.476888293924979e-32,0.9887179487179487,2.58113,3.0269797
Celf2,12.298448,0.44377878,9.233174898081712e-35,1.476888293924979e-32,1.0,3.902206,4.204447
Opcml,11.888367,0.680545,1.3604118899091867e-32,2.0227983551790543e-30,0.9969230769230769,3.3346474,3.7928784
Kcnma1,11.797276,0.46773267,4.03153526959685e-32,5.911238589046381e-30,0.9897435897435898,2.592976,2.8962548
Nlgn1,11.695408,0.72659606,1.345399358381482e-31,1.8937841368577742e-29,0.9989743589743589,2.9346504,3.4170332
Syt1,11.440257,0.45107502,2.631061210111745e-30,3.306680142279725e-28,0.9989743589743589,3.3795278,3.683004
Grin2a,11.436138,0.68638575,2.7589551899316526e-30,3.426622345895113e-28,0.9856410256410256,2.1915772,2.6241183
