names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Immune (for_DEGs),mean_expr_Rest (for_DEGs)
Gm53065,-2.2975972,-1.531392,0.021584725225741345,0.0499897920027297,0.003937007874015748,0.04650646128781427,0.007264479,0.020856492
Galk1,-2.2983596,-0.7523873,0.02154132944798836,0.049897889850642,0.00984251968503937,0.05272707075943274,0.016092265,0.026961217
Gm26673,-2.298889,-2.7053025,0.021511244431461504,0.04983249744576003,0.001968503937007874,0.04446995223460584,0.0033882898,0.021894274
Bfsp2,-2.3001275,-1.6591681,0.021441001836321992,0.04967834089350452,0.006889763779527559,0.04957973858629244,0.011806334,0.036823075
Cenpu,-2.3016088,-1.2709793,0.02135724200104619,0.04948853851053045,0.004921259842519685,0.04761728440774614,0.008460805,0.020297287
9330185C12Rik,-2.301682,-1.6709402,0.02135311723507044,0.04948324796087475,0.00984251968503937,0.05261598844743955,0.018166577,0.05673474
Prokr2,-2.304775,-1.9691905,0.021179174188297397,0.04908438937722538,0.001968503937007874,0.04458103454659903,0.005448789,0.021167262
Tmem167b,-2.307086,-0.37445542,0.021050023585327912,0.04881033256280298,0.012795275590551181,0.056022512681897285,0.02351244,0.030375445
Gm4107,-2.3075838,-0.77912486,0.0210222965213096,0.04875024661496409,0.007874015748031496,0.05083867145554856,0.0151609015,0.025877962
Gm16046,-2.3084924,-0.26598176,0.020971765684184174,0.04863726427878722,0.011811023622047244,0.055022771873958605,0.02207011,0.026479617
A030001D20Rik,-2.3096006,-2.2016509,0.02091028331319238,0.04849886168541038,0.002952755905511811,0.0456918576665309,0.0044971737,0.020521807
Tmem17,-2.3096814,-1.6347805,0.020905796115255122,0.0484926399876472,0.003937007874015748,0.046728625911800645,0.007544387,0.0232447
Stard4,-2.3101416,-1.1919092,0.02088031163031608,0.04843770815044402,0.005905511811023622,0.048802162402340137,0.01088498,0.024695616
Enpp6,-2.3134165,-0.5346912,0.02069974768172359,0.048027132389941524,0.0265748031496063,0.07042618580368053,0.05015785,0.07186782
4930565N06Rik,-2.313452,-0.81171644,0.020697794890746978,0.04802674859364174,0.006889763779527559,0.049912985522272,0.012652323,0.022103593
4930556N13Rik,-2.3155913,-1.2474629,0.020580597121454217,0.047763054469984,0.004921259842519685,0.047876476469063574,0.009507697,0.022427758
Elof1,-2.3157651,-0.32620895,0.02057109959659657,0.04774513657774465,0.01673228346456693,0.06031769541230052,0.032381725,0.04043339
Gm15879,-2.317914,-0.8605831,0.02045399101751327,0.04747743077406544,0.006889763779527559,0.04998704039693413,0.012263069,0.022156745
Gla,-2.3188226,-1.1967262,0.02040465335459105,0.047367000919037706,0.006889763779527559,0.04998704039693413,0.010973241,0.024976725
Stac3,-2.3223898,-3.2680676,0.02021195184981556,0.04693183081615487,0.000984251968503937,0.043877513237308846,0.0018609689,0.017785342
Slco2a1,-2.3224216,-0.9106807,0.020210251758918878,0.04693183081615487,0.007874015748031496,0.051097863516865995,0.013763572,0.02571986
Cgn,-2.3232076,-1.7936901,0.020168002133908985,0.046845973144721165,0.002952755905511811,0.04595104972784834,0.0059174513,0.020367818
Gapdhs,-2.3232353,-1.9720896,0.020166517370446335,0.046845973144721165,0.002952755905511811,0.04595104972784834,0.00497968,0.019396463
Brme1,-2.323733,-0.93782824,0.020139807933929485,0.046788573334314826,0.006889763779527559,0.050098122708927315,0.012256316,0.023348471
Gm43166,-2.3238752,-24.061043,0.02013218233859527,0.04677490181046735,0.0,0.042877772429370166,0.0,0.017350916
Gm31305,-2.3238752,-24.16202,0.02013218233859527,0.04677490181046735,0.0,0.042877772429370166,0.0,0.01859723
9530080O11Rik,-2.324835,-2.1499884,0.020080775443350702,0.046667569292755,0.001968503937007874,0.04495130891990965,0.0042572347,0.018757872
Rab38,-2.3291965,-3.2199152,0.019848663045589344,0.046140113853705825,0.001968503937007874,0.045025363794571775,0.002583073,0.023812639
Adam4,-2.3294513,-1.1040227,0.01983517485166316,0.04611673862284236,0.004921259842519685,0.04813566853038101,0.009399477,0.020096445
Plcd4,-2.3296409,-2.3339005,0.019825142320418373,0.04609910233392842,0.002952755905511811,0.046062132039841525,0.006566405,0.032674834
Adi1,-2.3336623,-2.2627642,0.01961340998891106,0.045624822647566454,0.002952755905511811,0.04613618691450365,0.0050166086,0.023849038
Marveld2,-2.3344347,-0.36314964,0.019572975076535454,0.04553470478844222,0.00984251968503937,0.05343059206872292,0.018343052,0.02353205
Gm26779,-2.3350646,-2.852807,0.01954003993511122,0.04546202035296895,0.001968503937007874,0.04513644610656496,0.002870374,0.020552848
