names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Immune (for_DEGs),mean_expr_Rest (for_DEGs)
Dhx37,-2.3369095,-0.50984335,0.01944388736691301,0.045242228398766245,0.010826771653543307,0.054504387751323734,0.017929005,0.025433071
Maob,-2.338148,-3.5532315,0.019379571684613937,0.045100388980216226,0.001968503937007874,0.045173473543896024,0.0026969207,0.03120961
Clp1,-2.3394792,-0.6569652,0.01931064227908667,0.04494776143789491,0.008858267716535433,0.052467878698115304,0.016173262,0.025383813
Smim11,-2.339669,-0.8395378,0.019300841892943458,0.04492884186635976,0.00984251968503937,0.053467619506053984,0.017978273,0.031946883
Nanp,-2.3402812,-1.5141959,0.019269224487044413,0.04485912857103477,0.004921259842519685,0.04832080571703632,0.009207705,0.02607925
A430005L14Rik,-2.344374,-0.7935733,0.01905905785748481,0.04438139220301732,0.007874015748031496,0.051505165327507686,0.016582858,0.028571643
A230051N06Rik,-2.3464952,-3.3267272,0.018950910829683365,0.04413720845918281,0.000984251968503937,0.04432184248528159,0.0020696856,0.020574242
Snhg17,-2.3469574,-0.6014446,0.018927419389943516,0.04408631752841386,0.008858267716535433,0.05261598844743955,0.015458952,0.023362076
Tpmt,-2.3481128,-0.85222256,0.01886880216643499,0.04395740542848173,0.008858267716535433,0.05261598844743955,0.015912237,0.028544525
Tfip11,-2.34817,-0.5779118,0.018865900490128006,0.0439544564440943,0.00984251968503937,0.053652756692709296,0.019969387,0.029663326
Ccdc142,-2.348251,-0.39503673,0.018861798786073913,0.04394871083782571,0.010826771653543307,0.05472655237531011,0.017980477,0.023577603
Gm47802,-2.3497958,-1.4720385,0.01878371544819408,0.04377436548941673,0.004921259842519685,0.04850594290369164,0.007988157,0.022005089
Plekhb1,-2.3502204,-1.3238788,0.018762297138586268,0.04372824391654203,0.00984251968503937,0.05361572925537823,0.017848885,0.044096977
Ntn5,-2.3517888,-2.0407155,0.01868338384035142,0.04354810234127712,0.003937007874015748,0.04750620209575295,0.0061072223,0.024892617
Gm40418,-2.3524702,-3.511337,0.018649185910223687,0.043472163217464256,0.000984251968503937,0.04443292479727478,0.0018333038,0.020708395
Ankrd34a,-2.3526974,-1.3189476,0.01863779877660392,0.04344938861073637,0.005905511811023622,0.04957973858629244,0.011500826,0.028449805
Tmem101,-2.3544455,-0.6452746,0.018550370717237735,0.043253077158293816,0.010826771653543307,0.05480060724997223,0.021718431,0.033763517
Stk32b,-2.3553243,-3.2391734,0.018506545464908014,0.04315838193387245,0.001968503937007874,0.04550672047987559,0.0030237145,0.028193539
Scel,-2.3564343,-1.6090804,0.018451327111472383,0.04303334428307117,0.004921259842519685,0.048617025215684825,0.009753614,0.02946142
Mkks,-2.3594801,-0.67856115,0.018300560478858415,0.04268912753424131,0.008858267716535433,0.052838153071425926,0.015810242,0.025186215
Ruvbl2,-2.359966,-0.6228467,0.018276608232253896,0.04263695634664544,0.00984251968503937,0.05387492131669567,0.01871462,0.028675094
Dynlt1f,-2.3613605,-1.3061397,0.018208019579385032,0.04248063611166761,0.003937007874015748,0.04769133928240826,0.008287263,0.020368952
BC028777,-2.3615856,-1.1049837,0.01819696551813006,0.042458532778061366,0.005905511811023622,0.049764875772947754,0.010594525,0.022651102
Vamp9,-2.3625891,-3.8644114,0.018147778473570148,0.04235112103394388,0.000984251968503937,0.04461806198393009,0.0014384687,0.020749293
Rasd2,-2.3632765,-2.7776952,0.01811415064458904,0.04227631614871081,0.001968503937007874,0.04565483022919984,0.0037423433,0.025386453
Penk,-2.3642364,-0.76069325,0.018067278966635857,0.042170585982757594,0.012795275590551181,0.057022253489835965,0.025037162,0.042059053
Snhg10,-2.3658028,-1.3785399,0.017991027095682503,0.041999904262466456,0.004921259842519685,0.048802162402340137,0.008947474,0.023099417
Tnni3k,-2.367869,-0.38547558,0.01789087893060541,0.04177336781937499,0.012795275590551181,0.057170363239160214,0.023942847,0.031163054
Znhit3,-2.3696306,-0.2735431,0.017805861514555238,0.04157847387643167,0.017716535433070866,0.06239123190284,0.031441726,0.037882995
Znrd2,-2.3697355,-0.7996783,0.017800821191528517,0.04157031682742667,0.010826771653543307,0.05505979931128967,0.02377624,0.041030154
Car8,-2.3700316,-25.049536,0.01778656290187341,0.041540629741272365,0.0,0.0437294034879846,0.0,0.0341372
Star,-2.370403,-0.47954747,0.017768706644437336,0.041509750263956806,0.00984251968503937,0.05409708594068204,0.018196832,0.025281915
Gm45321,-2.3710468,-2.890463,0.017737780368917096,0.04144110586147312,0.001968503937007874,0.04580293997852409,0.003431042,0.02516583
Gm29502,-2.3745983,-3.779276,0.01756805762700846,0.04105885956664498,0.000984251968503937,0.044840226607916464,0.0017847747,0.024231141
Gatd1,-2.3779128,-0.26643485,0.01741094828609422,0.040698754279891405,0.014763779527559055,0.05942903691635502,0.02747189,0.032953158
Eme2,-2.3785646,-0.42501235,0.017380196120725295,0.04063040453835816,0.008858267716535433,0.05320842744473655,0.017315226,0.023178859
Oat,-2.3808873,-1.4023113,0.01727099355776599,0.04037863020074586,0.005905511811023622,0.050098122708927315,0.011908263,0.031173643
Gm57443,-2.3811343,-1.5353826,0.017259421600996125,0.04035508687946101,0.002952755905511811,0.04702484541044914,0.0069174767,0.019921137
Polr2d,-2.3818967,-0.5773827,0.017223730312136334,0.04027513997799176,0.010826771653543307,0.0553189913726071,0.019290535,0.028649252
Grem1,-2.3820724,-24.265656,0.017215510163910378,0.040259421941189893,0.0,0.04395156811197097,0.0,0.019968575
H2ax,-2.3822877,-0.4450178,0.01720544747965637,0.04024289465340935,0.014763779527559055,0.05946606435368608,0.028694136,0.03886302
Fancg,-2.3832812,-0.82189673,0.01715907823412934,0.040137932632633,0.005905511811023622,0.05017217758358944,0.01298968,0.022848975
Mrpl36,-2.3846817,-0.32514903,0.017093904982280566,0.03998896281332743,0.018700787401574805,0.06368719220942719,0.036686223,0.045751
Ubn2,-2.3851519,-0.34561118,0.017072076102051182,0.03994137438938748,0.48720472440944884,0.7962380123671641,1.0422328,1.2036967
Doc2g,-2.385529,-1.7733728,0.01705457566102237,0.03990390526050776,0.003937007874015748,0.04813566853038101,0.006418498,0.021773588
Gm48508,-2.3856397,-2.8381834,0.017049447626676897,0.03989538080020972,0.003937007874015748,0.048061613655718885,0.005816349,0.04086842
Ndufaf8,-2.3875852,-0.6462372,0.016959470095890418,0.03969174823417607,0.012795275590551181,0.05746658273780872,0.02612596,0.0405929
Gm5113,-2.388002,-1.6235282,0.016940250006032078,0.039650219308543726,0.004921259842519685,0.04920946421298182,0.007984494,0.024400767
Lingo3,-2.3892858,-2.8578453,0.016881161297977527,0.03951535883584425,0.001968503937007874,0.04613618691450365,0.0033997246,0.024387816
Neb,-2.3907237,-0.48826793,0.016815196782638542,0.03936437859814407,0.00984251968503937,0.05446736031399267,0.021180475,0.02958598
Gm48748,-2.3941133,-24.125704,0.016660603545497945,0.03900927302784331,0.0,0.044173732735957344,0.0,0.018139096
Itga1,-2.39437,-2.09955,0.016648942952750583,0.03898536794251923,0.005905511811023622,0.050283259895582626,0.010234069,0.043141805
Npas1,-2.395883,-2.0054693,0.01658038056195563,0.03882820513332297,0.005905511811023622,0.05035731477024475,0.009095779,0.036030922
4930422M22Rik,-2.39612,-24.195633,0.016569662212993146,0.03880648685288293,0.0,0.044210760173288406,0.0,0.019031473
Fam241b,-2.3966534,-1.4516493,0.016545568174033243,0.03875681430008484,0.005905511811023622,0.05039434220757581,0.010126793,0.027459092
Zfp689,-2.3977418,-1.4895809,0.016496493940172947,0.03864523035505206,0.004921259842519685,0.04939460139963713,0.008275923,0.023067698
Mlc1,-2.398273,-3.6676595,0.01647258221652836,0.03859257861697769,0.001968503937007874,0.0462842966638279,0.003721343,0.04629064
Ftsj3,-2.3987944,-0.66015685,0.016449144555757692,0.038541028445518766,0.012795275590551181,0.05768874736179509,0.020651475,0.03244193
Gm45605,-2.399395,-2.206086,0.016422192026320285,0.038484589198257986,0.002952755905511811,0.0473580923464287,0.0045183375,0.020680474
Cyp2j9,-2.4000409,-2.3203704,0.01639324364235771,0.038420100887060764,0.004921259842519685,0.04939460139963713,0.009120974,0.044747707
Oscar,-2.4014945,-0.91703653,0.016328251599261184,0.038271120069098746,0.005905511811023622,0.050505424519569,0.011835413,0.02223183
Gm45902,-2.401765,-0.37327245,0.016316178919845697,0.038246159607105805,0.010826771653543307,0.05572629318324879,0.018412463,0.023785233
Jag1,-2.402172,-3.5708623,0.016298040602869577,0.03820697530964104,0.001968503937007874,0.04635835153849002,0.002663348,0.031199718
Daxx,-2.4043171,-0.33707467,0.016202710827247647,0.03798681091773355,0.011811023622047244,0.05680008886584959,0.022941455,0.028893007
Slc16a4,-2.4045107,-0.5204657,0.01619413247855787,0.03797001219012652,0.00984251968503937,0.05472655237531011,0.018578414,0.026542883
D5Ertd615e,-2.407505,-1.6636974,0.01606193822812296,0.03766334585824801,0.003937007874015748,0.0485429703410227,0.0073149204,0.02299426
Abi3bp,-2.408244,-0.812253,0.016029471906897304,0.03759049660833745,0.012795275590551181,0.057873884548450404,0.023974592,0.041724235
Kifc5b,-2.4082854,-0.5095053,0.016027650643522857,0.03758950622252415,0.010826771653543307,0.055837375495241974,0.0192592,0.027306158
Catsperd,-2.410618,-3.3902154,0.015925518617470002,0.03735975949462362,0.000984251968503937,0.04550672047987559,0.0019551266,0.020311333
AI854703,-2.4109302,-2.10372,0.0159118983849084,0.03733106693464496,0.001968503937007874,0.046543488725145334,0.005369918,0.022879122
Rprm,-2.412222,-2.5600908,0.01585562985456041,0.037205551846304974,0.002952755905511811,0.047580256970415076,0.005574441,0.032435022
Ech1,-2.4133418,-0.48620212,0.01580698828338923,0.037094652853682845,0.01673228346456693,0.06213203984152257,0.02945938,0.04102593
Dazl,-2.4141812,-24.236158,0.015770614655020724,0.03701252648968529,0.0,0.044544007109267966,0.0,0.01956837
Gm45609,-2.4146435,-3.614395,0.015750619205773763,0.03697851796060647,0.000984251968503937,0.045580775354537716,0.0016081486,0.019519622
Ndufaf3,-2.4175787,-0.5777873,0.015624159240108512,0.03668803275205066,0.01673228346456693,0.06216906727885363,0.029807743,0.044169564
Nkd1,-2.4198225,-3.2988577,0.015528087942182803,0.0364656286494015,0.001968503937007874,0.04669159847446958,0.0035222617,0.03413566
Rbm15b,-2.4227931,-0.9972367,0.015401694866842088,0.03617513470909501,0.00984251968503937,0.055022771873958605,0.015557882,0.030819247
Mcts2,-2.423196,-0.5335345,0.015384621057007728,0.03613819108329379,0.00984251968503937,0.05505979931128967,0.02025639,0.029189305
Col8a1,-2.423994,-2.692245,0.015350857379675002,0.036062033379250506,0.002952755905511811,0.04780242159440145,0.0056057265,0.035688125
Ankub1,-2.4256256,-2.9245105,0.015282028659269795,0.03590348081442506,0.002952755905511811,0.04780242159440145,0.005501474,0.041029815
Myo5c,-2.4286337,-3.3841968,0.01515583255821304,0.035619454284893236,0.000984251968503937,0.04583996741585515,0.0018843713,0.019501999
Smim26,-2.431095,-0.4901246,0.015053272180235451,0.03538460532612427,0.018700787401574805,0.06450179583071056,0.036166444,0.050434478
Lsmem1,-2.4312313,-1.9072876,0.01504761057897549,0.03537439162354081,0.002952755905511811,0.0479505313437257,0.0053825933,0.020042522
Dbr1,-2.4316618,-1.0338057,0.015029735522973002,0.035335461851630466,0.006889763779527559,0.05209760432480468,0.012594475,0.025618257
Gm26621,-2.4327362,-0.6786578,0.014985211426547611,0.03524311868983233,0.00984251968503937,0.05524493649794498,0.016537996,0.026341664
5830418P13Rik,-2.4329417,-2.2834277,0.014976712709341467,0.03522621415441222,0.001968503937007874,0.04695079053578702,0.005001105,0.024114903
9630013A20Rik,-2.4335976,-1.7894573,0.014949610595451138,0.03516554641510742,0.007874015748031496,0.0530603176954123,0.0150485,0.05108636
A230083G16Rik,-2.4351974,-1.0114653,0.014883669195061141,0.035019631459833,0.005905511811023622,0.05113489095419706,0.01122741,0.022506336
Fbxl12os,-2.4354107,-0.38505882,0.014874896399985725,0.035008186587336114,0.010826771653543307,0.056355759617876845,0.019778753,0.025752002
Slc35f2,-2.4362562,-24.325455,0.014840174927650128,0.03492952875840565,0.0,0.04495130891990965,0.0,0.020804934
Uqcc6,-2.4377177,-0.3579866,0.01478031093849066,0.0347916736677393,0.012795275590551181,0.0584663235457474,0.023667414,0.030233158
Timm10,-2.4384208,-0.7748287,0.014751587399858464,0.03472710298179402,0.012795275590551181,0.058392268671085275,0.0256786,0.043542817
Mterf1b,-2.439274,-1.0927927,0.014716797949943848,0.03464823980679849,0.005905511811023622,0.05120894582885918,0.010561412,0.02239284
Gm49890,-2.4393017,-1.2854865,0.014715671724828,0.03464823980679849,0.004921259842519685,0.05017217758358944,0.008543499,0.020699488
Vcpkmt,-2.4393966,-1.4354516,0.014711810958262874,0.03464256948983642,0.003937007874015748,0.0491354093383197,0.007979094,0.021435743
Evc,-2.4402697,-24.307348,0.014676301673421741,0.03456198299428941,0.0,0.045025363794571775,0.0,0.020548074
E130006D01Rik,-2.4406865,-3.3860316,0.01465937706511161,0.03452817862373326,0.000984251968503937,0.046062132039841525,0.0018310455,0.018978706
Eif3g,-2.4424484,-0.3127436,0.014588018439912361,0.03436914120828103,0.021653543307086614,0.0679083200651683,0.03916328,0.04841723
Pcdhb7,-2.4433825,-2.9500287,0.014550303560377764,0.034283291535193834,0.001968503937007874,0.04713592772244233,0.0033197459,0.025371844
Gm12224,-2.4442832,-24.233522,0.014514025601533743,0.03420381230601751,0.0,0.0450994186692339,0.0,0.019532999
Fuz,-2.444475,-0.5543335,0.014506318874857928,0.03418864908055719,0.010826771653543307,0.056503869367201094,0.020563422,0.030053604
Nbl1,-2.4444888,-0.75809056,0.01450576285894424,0.03418864908055719,0.00984251968503937,0.05543007368460029,0.0205131,0.034450755
Sag,-2.4450655,-2.3758821,0.014482585787754439,0.03413870340529536,0.001968503937007874,0.04717295515977339,0.004140101,0.021305284
Catsper3,-2.4458516,-1.8379217,0.014451047713176617,0.03407033886575903,0.003937007874015748,0.04924649165031288,0.0059774094,0.021206457
Pusl1,-2.4461715,-1.3877698,0.014438227960890119,0.034043101553976614,0.005905511811023622,0.051320028140852375,0.009877845,0.025644178
Cenpb,-2.4471354,-1.0809683,0.01439967102610474,0.03395516985269279,0.00984251968503937,0.05546710112193135,0.015123659,0.031727888
Rcn1,-2.447406,-1.3543736,0.014388862979300473,0.0339326617740744,0.007874015748031496,0.05339356463139186,0.013247298,0.03352841
Slc25a35,-2.4493377,-0.9405797,0.014311915356821704,0.03375712479264389,0.006889763779527559,0.05243085126078424,0.013050777,0.024899952
Gm17354,-2.4496262,-0.25674328,0.014300459481843985,0.03373306525126397,0.013779527559055118,0.05976228385233458,0.0240217,0.02863421
Trpv6,-2.4550323,-2.7582495,0.014087193199177426,0.03323583117586245,0.001968503937007874,0.0473580923464287,0.0032898388,0.022049978
Rfk,-2.455378,-0.37215,0.014073653216829388,0.03320680206675498,0.017716535433070866,0.06398341170807569,0.030941585,0.039867703
Igfn1,-2.4554472,-2.4128523,0.01407094659904137,0.033203331440787,0.002952755905511811,0.04839486059169845,0.0051974836,0.027371986
Rsph1,-2.4567487,-3.204405,0.014020070539229806,0.033086184383374746,0.000984251968503937,0.04635835153849002,0.0022146944,0.020230953
Adra1d,-2.4570982,-2.388092,0.014006433491752315,0.033056905395115035,0.001968503937007874,0.047395119783759765,0.0038439825,0.019960096
Gm11520,-2.4591012,-0.9231618,0.01392853482500576,0.03287883077816962,0.006889763779527559,0.05261598844743955,0.012713988,0.023973363
Nup43,-2.4593067,-1.516642,0.01392056688465409,0.03286290917155644,0.003937007874015748,0.04950568371163032,0.008161536,0.023177011
A430090L17Rik,-2.4631345,-1.108548,0.013772821775455751,0.03252555116070452,0.005905511811023622,0.051653275076831935,0.010143316,0.02174503
Mfsd13b,-2.463502,-2.4873574,0.013758714997722972,0.032497949366105505,0.002952755905511811,0.0485429703410227,0.0047111353,0.026135493
Zfp687,-2.4638495,-0.32073247,0.013745378400011629,0.032469302646884614,0.013779527559055118,0.06002147591365201,0.02466051,0.030706683
Zbtb48,-2.465086,-0.8895045,0.013698035021944182,0.03236031308595394,0.007874015748031496,0.05376383900470248,0.013064016,0.024068398
Mirt1,-2.4652045,-0.48826882,0.013693504890563651,0.03235245550069861,0.010826771653543307,0.05691117117784278,0.01924669,0.026895069
Pkhd1l1,-2.4663582,-24.264715,0.013649480686613267,0.032251279110912634,0.0,0.04550672047987559,0.0,0.019955674
Ubiad1,-2.4663818,-0.6840309,0.013648577392070338,0.032251279110912634,0.008858267716535433,0.054837634687303294,0.015474162,0.024745787
Gm43016,-2.4669507,-0.7679158,0.013626914158380002,0.0322036221139552,0.006889763779527559,0.0527640981967638,0.013383865,0.022684094
Adgrf4,-2.4687343,-2.8753853,0.013559187684926524,0.0320463869376353,0.000984251968503937,0.046580516162476396,0.002800534,0.020370211
Gm48860,-2.4687698,-3.6240656,0.013557840684028438,0.03204602209534167,0.000984251968503937,0.046580516162476396,0.0015809505,0.01932021
Gm38251,-2.4703717,-24.276955,0.013497273340935055,0.03190566857314374,0.0,0.045580775354537716,0.0,0.02012401
Gm49164,-2.4704468,-2.1935167,0.01349444128648949,0.031901780518033836,0.003937007874015748,0.04969082089828563,0.006745342,0.030489204
Ogfod2,-2.4734728,-0.90766525,0.013380701200928881,0.031641242741261906,0.007874015748031496,0.05391194875402673,0.013922723,0.025961854
Gm57450,-2.4737573,-0.50067735,0.013370053916092035,0.03161884780191806,0.00984251968503937,0.056022512681897285,0.017948713,0.025301715
Eva1c,-2.4751675,-2.7158823,0.013317371666229826,0.031499804284471425,0.001968503937007874,0.047728366719739325,0.004224078,0.027430996
Gm38134,-2.4758034,-0.63084567,0.013293673099901576,0.03144651784438378,0.00984251968503937,0.05605954011922835,0.01680946,0.025910392
4930563E22Rik,-2.477267,-1.2391704,0.01323927851284295,0.03132336124329401,0.004921259842519685,0.05087569889287962,0.009121721,0.021400873
Cldn14,-2.477516,-4.731981,0.013230048830910437,0.031304280740275046,0.000984251968503937,0.046728625911800645,0.0017140724,0.04458137
Gm27153,-2.4787703,-3.4744308,0.013183620687889181,0.031197171984463437,0.000984251968503937,0.04676565334913171,0.001744129,0.019217014
Slc7a10,-2.4793193,-2.1499162,0.01316334004749976,0.03115192417441594,0.005905511811023622,0.05187543970081831,0.011820209,0.05142432
Aox4,-2.4828036,-0.3505304,0.013035294510761996,0.030859767709618926,0.011811023622047244,0.05828118635909209,0.021608742,0.027470807
Nanos3,-2.4837518,-1.7952663,0.013000643409915425,0.030788585265681956,0.003937007874015748,0.049950012959603066,0.0068354015,0.02352662
Gm15832,-2.4849052,-0.822964,0.012958594457433048,0.030697120080333776,0.007874015748031496,0.054134113378013105,0.013322243,0.023448171
Stard10,-2.4856596,-1.2792059,0.012931154962908135,0.030640223443857282,0.005905511811023622,0.05206057688747362,0.010998828,0.026488166
Tmem276,-2.4903607,-0.4247511,0.01276135174041435,0.030245878209838015,0.01673228346456693,0.063576109897434,0.030523814,0.04076291
Neil1,-2.4914193,-1.3640136,0.012723383694950428,0.030158549742706247,0.004921259842519685,0.05113489095419706,0.009095456,0.023246229
Erich6,-2.4924464,-24.233395,0.01268664460792804,0.03007677259705545,0.0,0.0459880771651794,0.0,0.019531278
9330188P03Rik,-2.4954567,-4.6338725,0.012579511130077204,0.029825418165108485,0.000984251968503937,0.047061872847780205,0.0012571057,0.030752817
Etfb,-2.4970744,-0.27516615,0.012522268956928245,0.029692319702846977,0.02066929133858268,0.0679083200651683,0.039571937,0.04769191
Phex,-2.499411,-1.8338276,0.012439993008786492,0.029499833390353284,0.003937007874015748,0.050246232458251563,0.0066823326,0.023619898
Zfp623,-2.4994862,-2.1880252,0.012437358118167898,0.02949618822905308,0.002952755905511811,0.04920946421298182,0.0048807627,0.022050198
Gm38875,-2.5033376,-1.3115529,0.01230280834387456,0.02918224401482251,0.005905511811023622,0.05239382382345318,0.0105796065,0.02605644
Zfp580,-2.5043647,-0.9216024,0.012267146885797728,0.02910536307473598,0.00984251968503937,0.056540896804532156,0.017662045,0.033195857
4933436I20Rik,-2.509297,-2.0795774,0.012097175989380383,0.028717300011896006,0.002952755905511811,0.04939460139963713,0.0061046663,0.025553064
Oxld1,-2.512475,-0.67455006,0.011988760243554233,0.028462448113120892,0.00984251968503937,0.05672603399118747,0.018322414,0.029086774
Gsta3,-2.5125146,-24.41828,0.011987418064535996,0.02846177638897961,0.0,0.04635835153849002,0.0,0.02217232
Cdr1,-2.5133896,-2.0542228,0.011957722932481048,0.02839378006325254,0.002952755905511811,0.04946865627429926,0.0053096926,0.021869943
C030013E06Rik,-2.513909,-0.76743203,0.011940124410938564,0.028354497827832014,0.008858267716535433,0.05572629318324879,0.014355372,0.024314485
Fkbp1b,-2.5202374,-0.29219884,0.011727566939423393,0.027857118428421725,0.015748031496062992,0.06313178064946125,0.029097745,0.035515543
Gm13944,-2.5205417,-24.239727,0.011717435455403002,0.0278355132779311,0.0,0.04650646128781427,0.0,0.019616349
Acr,-2.5208716,-3.4998143,0.011706457491779123,0.027811893262962423,0.000984251968503937,0.047543229533084014,0.0017623135,0.019756885
1700093J21Rik,-2.5226157,-0.81658787,0.011648563851259645,0.02767679818581189,0.007874015748031496,0.054837634687303294,0.013939514,0.024422048
Gm16973,-2.5227184,-0.8525729,0.01164516241977669,0.02767116326666074,0.007874015748031496,0.054837634687303294,0.014130225,0.025371742
Twist2,-2.523133,-0.99570215,0.011631434833022727,0.02764098823413113,0.005905511811023622,0.0527640981967638,0.011554533,0.022909556
Egfl7,-2.5247073,-0.92183495,0.011579465929547695,0.027519923007867198,0.012795275590551181,0.05998444847632095,0.02236011,0.041946694
4732491K20Rik,-2.5256317,-0.40026718,0.011549045791093936,0.027450053994400182,0.013779527559055118,0.06116932647091495,0.02343967,0.030820101
Kcnmb4os2,-2.5271072,-4.231802,0.011500637491837934,0.027337414137091766,0.000984251968503937,0.0476543118450772,0.001265803,0.023519233
Gm36736,-2.5271468,-2.7387252,0.011499343898486565,0.02733675754687552,0.001968503937007874,0.04869108009034695,0.0032242707,0.021327049
Rgs3,-2.5281699,-0.27170545,0.011465884784407345,0.027259628752170004,0.028543307086614175,0.07690598733661644,0.047654275,0.057252016
Spdya,-2.5290213,-0.78862214,0.011438111139272783,0.027198411178076077,0.008858267716535433,0.05598548524456622,0.016462794,0.02827021
Ccdc18,-2.529349,-1.0632863,0.011427430036447205,0.02717541774310438,0.008858267716535433,0.05598548524456622,0.014669837,0.030414082
Gm50240,-2.5298567,-0.5737801,0.011410911093923504,0.027138536120881976,0.00984251968503937,0.05705928092716703,0.017777545,0.026346866
Mroh5,-2.5325825,-24.179201,0.011322572141336336,0.026935592159159572,0.0,0.046728625911800645,0.0,0.01881795
Zfpl1,-2.5327444,-0.7303883,0.01131734217857596,0.02692553429593909,0.00984251968503937,0.05709630836449809,0.018023325,0.02972705
1700003L19Rik,-2.5329084,-3.7302353,0.01131205062016605,0.02691532809385121,0.000984251968503937,0.04776539415707039,0.0015219606,0.020012168
Cetn2,-2.5332243,-0.30636522,0.011301856224254302,0.026893453484388336,0.024606299212598427,0.07272188691820639,0.044880074,0.055209942
