names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Immune (for_DEGs),mean_expr_Rest (for_DEGs)
Rap1gds1,23.757042,1.6753436,9.292212945304557e-125,3.634377901606018e-123,0.6978346456692913,0.6983374680638353,1.6657335,0.85144067
Vsir,23.550823,5.454221,1.2311983017754672e-122,4.69252459130593e-121,0.4655511811023622,0.05224571407412893,0.9936926,0.038069393
Pik3ap1,23.130674,5.8469853,2.275508058654123e-118,8.066345849081304e-117,0.4498031496062992,0.038434479949642684,0.93177676,0.026386596
Fgd2,23.014212,5.6403303,3.3591926704141766e-117,1.1676779696510857e-115,0.45177165354330706,0.045173473543896024,0.9467985,0.031136269
0610040J01Rik,22.945084,3.9899879,1.649791281538824e-116,5.6979295289136505e-115,0.514763779527559,0.17465842189062095,1.1430231,0.126143
Rrbp1,22.87241,3.2994604,8.746613999644517e-116,2.9825065757671086e-114,0.562992125984252,0.2809271670307698,1.2237813,0.2181465
Nek7,22.871958,3.1919754,8.837746355385941e-116,3.009762288583273e-114,0.5600393700787402,0.27703928611100825,1.2099313,0.22913067
C1qb,22.791399,4.7047396,5.580319458961273e-115,1.8766355927695798e-113,0.47244094488188976,0.08434850224015995,1.0936018,0.07336123
Camk1d,22.542849,0.7277977,1.578301552174172e-112,5.1156770454668276e-111,0.9084645669291339,0.9552708557040768,2.772762,2.3084686
Vis1,22.52108,5.8446083,2.5800329048374506e-112,8.282614594143643e-111,0.43996062992125984,0.0402858518161958,0.9558136,0.027475845
Chn2,22.451616,3.1101336,1.2340236951075857e-111,3.9427130425137727e-110,0.5600393700787402,0.2820009627133706,1.2714638,0.2601953
Ptprj,22.237247,1.5005972,1.4987047985700291e-109,4.639423725527268e-108,0.6958661417322834,0.712407894249639,1.7237061,0.9660479
Wasf2,22.18487,3.3498573,4.808221525187517e-109,1.4816159676810615e-107,0.5531496062992126,0.29932980338430776,1.2169005,0.2095424
Zeb2,22.122736,1.0527029,1.909870133162091e-108,5.805227429645406e-107,0.9025590551181102,0.8569259821527752,2.7023392,2.0422227
Zswim6,21.950626,1.4381381,8.54149578440203e-107,2.5416388895557313e-105,0.6988188976377953,0.7122227570629837,1.6921543,0.9689944
Unc93b1,21.851267,5.1999187,7.56063085149527e-106,2.217840076197357e-104,0.43996062992125984,0.06083607953493539,0.91599536,0.0399793
Skap2,21.700191,3.2417245,2.0430846090928388e-104,5.80313778502374e-103,0.5570866141732284,0.33154367386233197,1.2751781,0.24112387
Nckap1l,21.434555,5.669817,6.36385788223626e-102,1.7395408066702776e-100,0.4202755905511811,0.03950827563224349,0.8524491,0.02608466
Myo1f,21.381517,5.6100965,1.9856692513729652e-101,5.389387149938543e-100,0.421259842519685,0.04306290961602548,0.8863822,0.028783849
Cyfip1,21.332827,1.7580417,5.630055873262032e-101,1.515827668482473e-99,0.6535433070866141,0.6472025771096382,1.5191313,0.7202507
Dip2b,21.270382,1.497399,2.135391941403883e-100,5.697912757251472e-99,0.6811023622047244,0.7175176806013256,1.5754981,0.8576737
Dennd4a,21.236126,1.5808955,4.4295731192377513e-100,1.1726367459499347e-98,0.6702755905511811,0.7035583367275151,1.6070443,0.84720004
Itpr2,21.15656,3.021366,2.4011321742189228e-99,6.28222215396908e-98,0.5226377952755905,0.21487021883215462,1.1140193,0.22479145
Itga6,20.948244,3.7245286,1.9467811811171823e-97,4.986654941527044e-96,0.484251968503937,0.17191839152812233,1.0592656,0.13325584
Mgat4a,20.909418,2.833687,4.395654771307868e-97,1.120600035152205e-95,0.5757874015748031,0.4257785018698856,1.2806998,0.3108562
Jmjd1c,20.877287,0.9676433,8.614630976432019e-97,2.187855712067376e-95,0.7244094488188977,0.7994223719776354,1.7450697,1.2286896
Pros1,20.86923,4.253829,1.0196235504457742e-96,2.5797819962785266e-95,0.4566929133858268,0.12444921686970045,0.96192724,0.08134399
Cttnbp2nl,20.741707,3.4517777,1.4566209933441003e-95,3.6307426800701274e-94,0.5206692913385826,0.2735957344392195,1.1309649,0.17546543
Gpr34,20.680052,4.927096,5.238463870651223e-95,1.2937272445257202e-93,0.421259842519685,0.06183582034287407,0.8859231,0.045782465
Csf3r,20.342945,5.5698338,5.361266011581447e-92,1.2681093110140272e-90,0.4005905511811024,0.03932313844558818,0.8226984,0.026522113
Etv6,20.336617,2.4129543,6.0996461975209665e-92,1.4414907064853857e-90,0.5875984251968503,0.46228755507831304,1.3045435,0.40836224
Ccr5,20.325584,5.464977,7.637366623481972e-92,1.8001407120435141e-90,0.4045275590551181,0.046247269226496836,0.8594991,0.030369412
Ifitm10,20.232038,4.279133,5.114334417166119e-91,1.1908333257301007e-89,0.4478346456692913,0.12755952160550968,0.94664943,0.07809672
Eeig2,20.160244,3.6713688,2.187963836180924e-90,5.0464024273117106e-89,0.4911417322834646,0.2235346391676232,1.0770901,0.14146833
C1qc,19.979471,4.616142,8.309990696425972e-89,1.8685309624515972e-87,0.41732283464566927,0.07364757285148295,0.95445967,0.063096784
Hk2,19.925222,5.5041547,2.459528575089568e-88,5.475354831206023e-87,0.3937007874015748,0.03991557744288518,0.8216989,0.0276917
Pld1,19.857792,3.6982472,9.436762208219214e-88,2.0733098980772715e-86,0.44881889763779526,0.13244714333320992,0.94781196,0.11487033
Cd180,19.770763,5.509487,5.316516906243521e-87,1.1520549134738984e-85,0.39173228346456695,0.041470729810789794,0.82323563,0.027665613
Cyth4,19.455471,5.2289786,2.6193673483782695e-84,5.430740790966365e-83,0.390748031496063,0.04898729958899545,0.7785016,0.030931992
Cflar,19.27542,4.0014987,8.639686217059973e-83,1.7402426435712254e-81,0.43700787401574803,0.13763098455955863,0.8952233,0.08654346
Cd84,19.028492,5.5004773,9.906207921298631e-81,1.9232645003272704e-79,0.375,0.03565742214981301,0.75766224,0.024725763
Camk2d,18.718376,1.5883608,3.506782595039092e-78,6.4939523314059545e-77,0.640748031496063,0.5566704928351909,1.5043337,0.772097
Sall1,18.608263,4.5582566,2.754016678752451e-77,5.020381828906266e-76,0.38779527559055116,0.06757507312918873,0.7900565,0.049821645
8030442B05Rik,18.527214,5.590967,1.2457013934435177e-76,2.2509748784012994e-75,0.36515748031496065,0.03454659902988114,0.7652514,0.02356922
Rbm47,18.40494,5.3749056,1.1991695704939732e-75,2.136716602067179e-74,0.36515748031496065,0.03750879401636613,0.7578956,0.026955983
Il6ra,18.396633,4.237773,1.3978649136859904e-75,2.487458955678315e-74,0.41141732283464566,0.11771022327544711,0.83826536,0.067246474
Blnk,18.287262,4.7845097,1.0453579416524027e-74,1.8382701500130928e-73,0.3809055118110236,0.06690857925722961,0.76884276,0.041132994
Itga9,18.23941,3.9308684,2.51151292227519e-74,4.373580830948436e-73,0.4124015748031496,0.12078350057392528,0.86875474,0.08685809
Abca1,17.932638,2.97479,6.559137175315261e-72,1.087926024078525e-70,0.47736220472440943,0.2509719702299404,1.0263151,0.20521712
Rgs10,17.780409,4.406255,1.002471162744339e-70,1.627577047911806e-69,0.3799212598425197,0.07735031658458918,0.7684514,0.053103153
Asap1,17.656376,1.1294286,9.089150632218277e-70,1.4519945153846916e-68,0.6732283464566929,0.7014107453623135,1.590397,1.0243512
Tns3,17.647148,2.7740874,1.0702673576068773e-69,1.7077246970841325e-68,0.484251968503937,0.26693079571962824,1.0481905,0.23965797
Smap2,17.638432,2.200578,1.2488006576703681e-69,1.9890500101720684e-68,0.5698818897637795,0.5203836042507498,1.2476914,0.43179858
Lcp2,17.623585,5.3642726,1.6237900125840247e-69,2.574114314934085e-68,0.3543307086614173,0.04306290961602548,0.69748116,0.024192762
Phf14,17.450312,0.7944831,3.423611611675447e-68,5.329805562324407e-67,0.687992125984252,0.7966453141778057,1.6389652,1.2215881
Anxa3,17.443226,5.0427814,3.875638540017305e-68,6.016083626242923e-67,0.3494094488188976,0.03869367201096012,0.7074223,0.030732185
Maml2,17.402512,1.631497,7.896343851486474e-68,1.2200963731422745e-66,0.640748031496063,0.537157033361721,1.5704423,0.80168194
Naaladl2,17.115847,0.8041029,1.1305864218808624e-65,1.6830391776143365e-64,0.7864173228346457,0.8653312104269264,2.110393,1.6395915
2610203C22Rik,16.993889,4.311693,9.114134518153146e-65,1.3316845813092715e-63,0.3809055118110236,0.10515792202021698,0.7920233,0.05904495
Marcks,16.90109,2.1972895,4.4166657791633945e-64,6.356497562191774e-63,0.5590551181102362,0.4687303291739179,1.2558429,0.43662238
Tmem135,16.877249,1.2838104,6.615632754485394e-64,9.485701820332046e-63,0.6190944881889764,0.7040767208501499,1.4109238,0.8211393
Ttc28,16.59798,2.1169295,7.2075890975771685e-62,9.972601392991685e-61,0.5482283464566929,0.46206539045432665,1.237402,0.4472743
Gm5086,16.535782,5.055551,2.0273304780305698e-61,2.7821435109643214e-60,0.3405511811023622,0.051690302514163,0.6760878,0.028638352
Hpgd,16.33373,5.1760864,5.680255249780368e-60,7.5934556498307706e-59,0.33366141732283466,0.04676565334913171,0.7088918,0.028137691
F11r,16.098757,5.1791115,2.6028181859513388e-58,3.3721178715772653e-57,0.32381889763779526,0.03736068426704188,0.6468318,0.024793146
Lims1,15.986228,1.8711109,1.593951184917787e-57,2.026950702259391e-56,0.5649606299212598,0.5637427333654238,1.2727506,0.5322283
Cd33,15.972629,5.574305,1.9825194094246835e-57,2.512749836379304e-56,0.3139763779527559,0.026474617691709557,0.6125402,0.017581597
Wdfy4,15.969619,5.3299356,2.0805489683114162e-57,2.6307929778130705e-56,0.32086614173228345,0.03717554708038657,0.6370425,0.02190703
Ppm1h,15.744351,1.2146332,7.509755554872164e-56,9.214024281251829e-55,0.6072834645669292,0.6763801977265154,1.3661977,0.8146386
Tmem119,15.643239,5.1279407,3.694501646126903e-55,4.453623114913857e-54,0.3139763779527559,0.03436146184322583,0.6214616,0.024342723
Fgf13,15.633037,1.6708202,4.336343413180544e-55,5.222660130531655e-54,0.6131889763779528,0.6387973488354871,1.6474327,0.8403243
Aim2,15.584703,4.2879934,9.2491153167157e-55,1.106024604184027e-53,0.34744094488188976,0.08875476728255638,0.699137,0.05050784
Lrrk1,15.557416,4.604624,1.4170455679005337e-54,1.6825459306004127e-53,0.3218503937007874,0.0473580923464287,0.6227791,0.034900714
Akap13,15.552046,1.7967346,1.5410349562247728e-54,1.8289580067915038e-53,0.5462598425196851,0.5033139556411301,1.2014879,0.51235056
Plcg2,15.518037,4.4054275,2.6194283523155725e-54,3.0897295797506335e-53,0.3375984251968504,0.07512867034472544,0.6645521,0.0435649
Hck,15.506267,5.0889907,3.146497296000877e-54,3.706548984811204e-53,0.31791338582677164,0.04495130891990965,0.6394339,0.025967574
Slc16a6,15.476724,3.4444766,4.9820778594910995e-54,5.838134848867242e-53,0.406496062992126,0.1973192135372311,0.82871515,0.11201459
Dapp1,15.442355,4.881253,8.494102970490281e-54,9.91470663844804e-53,0.31496062992125984,0.04176694930943829,0.6201664,0.028737865
Irf8,15.339751,5.256104,4.147791693631513e-53,4.771025805131796e-52,0.30708661417322836,0.0329173917873144,0.59939843,0.02125625
Casp8,15.283857,5.3882146,9.79660723195697e-53,1.1139857652250688e-51,0.3031496062992126,0.028955455992890733,0.5971585,0.019318743
Nrip1,15.271346,2.073468,1.1869650084390241e-52,1.3474334506445533e-51,0.530511811023622,0.49076165438589997,1.1582254,0.4180242
Cd86,15.260426,5.529222,1.4032987540096706e-52,1.5896558819662667e-51,0.3021653543307087,0.02828896212093161,0.6202813,0.01843951
Ptgs1,15.156678,4.690106,6.84442948455681e-52,7.650158912231344e-51,0.31791338582677164,0.05372681156737142,0.6306694,0.033478864
Nfia,15.02403,0.9351738,5.1103876125176816e-51,5.613904952917011e-50,0.718503937007874,0.7390676491280038,1.809348,1.3003472
Il10ra,14.988877,5.432265,8.680795115632903e-51,9.470278715268214e-50,0.297244094488189,0.027881660310289925,0.5772265,0.017927863
Pla2g4a,14.936576,3.8118079,1.9051530231810678e-50,2.0633398521916682e-49,0.33661417322834647,0.08534824304809864,0.6896733,0.06832623
Vav1,14.852836,5.4624057,6.668698375332243e-50,7.147504002599815e-49,0.2933070866141732,0.02569704150775725,0.5626139,0.016984474
Retreg1,14.801603,2.2672973,1.4303258373729697e-49,1.521490706659212e-48,0.5019685039370079,0.41911356315029435,1.069095,0.3345507
Gnaq,14.624027,0.46033165,1.973726456949773e-48,2.0555825541953642e-47,0.6978346456692913,0.8298959529010997,1.6551852,1.4054588
Pld4,14.552541,5.175532,5.627367647322076e-48,5.804505515683078e-47,0.29133858267716534,0.030214388862146852,0.578826,0.021459807
Cmtm7,14.494549,5.2555923,1.3116149238541351e-47,1.3405512743994145e-46,0.2903543307086614,0.03069574554745066,0.5788276,0.020313127
Kansl1,14.394847,0.40746486,5.574835436997364e-47,5.606131294615239e-46,0.719488188976378,0.8410041841004184,1.7332114,1.5068456
Lhfpl2,14.291417,3.372232,2.4751961834790907e-46,2.4478660820788798e-45,0.36811023622047245,0.15736660865701485,0.7757629,0.10724599
Pmepa1,14.234846,3.003973,5.568560213279297e-46,5.460847187256011e-45,0.41437007874015747,0.24841707705409707,0.8622956,0.15751983
Abi3,14.211042,5.690218,7.825160106102966e-46,7.640336193713179e-45,0.2795275590551181,0.02314214833191395,0.54020935,0.013778869
P3h2,14.131348,2.550888,2.4344124615056847e-45,2.3453805249429097e-44,0.4478346456692913,0.3263968600733143,0.97037107,0.24661234
Otulinl,14.100933,3.31622,3.747798088301549e-45,3.5939805364975953e-44,0.3887795275590551,0.20498389306476097,0.7793066,0.11195624
Abhd12,14.00453,1.7917318,1.4624422544959276e-44,1.3836557527572386e-43,0.5492125984251969,0.5835524123375421,1.2403067,0.5362299
Chd7,13.95822,2.1748016,2.803507353756023e-44,2.6330039355268906e-43,0.45866141732283466,0.319065427481764,0.9791107,0.31342745
Bin2,13.924813,5.6179957,4.477124065548471e-44,4.182904159989131e-43,0.27460629921259844,0.023364312955900322,0.53212243,0.014203631
Pan3,13.870148,0.79091805,9.607925243241456e-44,8.90223969951372e-43,0.6171259842519685,0.7535824045617803,1.395512,1.0135403
