names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Gm16599,-3.4953444,-1.4842551,0.00047345049334783024,0.045791373116061455,0.1952662721893491,0.24678984,0.095354825
Yes1,-3.5004873,-0.88617367,0.0004644081843757897,0.045791373116061455,0.24260355029585798,0.25688735,0.14710228
Crebzf,-3.5313456,-0.7506992,0.00041345101152617873,0.04228581752700002,0.4556213017751479,0.41765028,0.26856562
Myl6,-3.5364888,-0.4643063,0.00040548377951106246,0.041917920104352795,0.46153846153846156,0.56125426,0.4354734
Stxbp5l,-3.5467749,-0.48275462,0.00038997773185887565,0.04073056083981721,0.8165680473372781,2.169617,1.8793888
Nlgn1,-3.5487034,-0.25676087,0.00038713275228526625,0.04073056083981721,0.9349112426035503,3.8787863,3.7048352
Cop1,-3.5577037,-0.46354893,0.0003741107962511695,0.03989596291390103,0.7692307692307693,1.0039008,0.81261873
Il1rapl1,-3.5596325,-0.40077272,0.0003713741778039627,0.03989596291390103,0.9171597633136095,3.5919785,3.322965
Stag1,-3.5647755,-0.46059158,0.0003641677441508594,0.0397681340907008,0.8165680473372781,1.645186,1.3959944
Usp50,-3.5647755,-0.9577147,0.0003641677441508594,0.0397681340907008,0.2781065088757396,0.26995906,0.14804442
Adgrl3,-3.5718472,-0.55622953,0.0003544722123775965,0.0397681340907008,0.8757396449704142,2.76686,2.4104521
Cst3,-3.5750616,-0.67215025,0.0003501454342979874,0.0397681340907008,0.7041420118343196,1.0215139,0.7492634
Gm28376,-3.5840619,-1.3652921,0.0003382918020867532,0.03894584371523746,0.22485207100591717,0.25379717,0.1062881
Gm48091,-3.5924194,-1.2065953,0.0003276220081530129,0.03815101798388705,0.16568047337278108,0.19439319,0.08890118
Rpl18a,-3.604634,-0.8882966,0.000312592970047826,0.03719046478004363,0.34911242603550297,0.52679527,0.31820825
Nme7,-3.6149201,-0.5847114,0.00030044011069679533,0.036671792306858235,0.6035502958579881,0.70554507,0.5208268
Las1l,-3.6277778,-0.7501683,0.00028587105725638853,0.035319020500786245,0.4437869822485207,0.44761503,0.2894254
Gm43948,-3.665065,-2.21042,0.0002472758138195366,0.03131439087257157,0.08875739644970414,0.1578928,0.03629045
Ralyl,-3.665065,-0.4623783,0.0002472758138195366,0.03131439087257157,0.8698224852071006,2.5099282,2.2196772
C1qtnf4,-3.676637,-0.60602117,0.00023632912924954221,0.030695518056757846,0.591715976331361,0.7084349,0.5171547
Zbtb20,-3.6882086,-0.8527469,0.00022583840373362077,0.029713881405523532,0.6745562130177515,1.5629325,1.1278822
Rps28,-3.7164955,-0.88105327,0.00020200528307687523,0.027655615173673282,0.4437869822485207,0.56712306,0.34669715
Cdh2,-3.734496,-0.5895785,0.0001880913964730569,0.026103478598199174,0.8224852071005917,1.7252446,1.4026849
Atp5md,-3.7492824,-0.8891802,0.00017734131341145824,0.024953400641270603,0.5266272189349113,0.69113404,0.43031985
Calm1,-3.777569,-0.5674433,0.0001583665454692876,0.022597344678159898,0.9053254437869822,1.6009517,1.300392
4930532I03Rik,-3.7846408,-2.2428045,0.00015393071924729815,0.022278173095633968,0.08875739644970414,0.15856105,0.035658635
U2af1,-3.8039272,-1.1934553,0.00014242001217112815,0.021218487401554402,0.28994082840236685,0.35296103,0.1698096
Rpl37,-3.8148563,-0.9457458,0.00013626223295697807,0.020604069881897683,0.5562130177514792,0.80342853,0.4948312
Atp6v0b,-3.8347855,-0.49721137,0.00012567389014843362,0.01929094213778456,0.8284023668639053,1.3740103,1.1284386
Rps21,-3.8399286,-0.70455766,0.00012307009419021555,0.019181894219093443,0.6923076923076923,0.83545005,0.5885144
Psma3,-3.8605008,-0.84604496,0.0001131548696088673,0.017912062250116167,0.621301775147929,0.71359915,0.45697996
Ly6h,-3.8643582,-0.53691196,0.00011138172270900372,0.017911241789919315,0.7100591715976331,0.98120093,0.7652001
