names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_2 (for_DEGs),mean_expr_Rest (for_DEGs)
Ube3a,29.581406,1.1136675,2.5921870739592074e-192,6.810712318120421e-188,0.9914236706689536,0.9821096654275093,1.7725141,1.1810344
Fth1,28.370497,2.1275337,4.676999852661056e-177,4.096116470960553e-173,0.9382504288164666,0.6326672862453532,0.96593875,0.31655696
Tmsb4x,28.139734,1.8667464,3.200312140766209e-174,2.1021250296622843e-170,0.967409948542024,0.7815985130111525,1.2350464,0.5120005
Calm1,26.537836,1.1879219,3.548516670974723e-155,1.8646745402637974e-151,0.9948542024013722,0.9558550185873605,1.481266,0.9129728
ENSMUSG00000095041,26.222403,1.5369209,1.475959661371725e-151,6.463227357146784e-148,0.9725557461406518,0.8942843866171004,1.520069,0.80252624
Nrgn,25.126898,1.2696848,2.5282514905506175e-139,9.48961138038956e-136,0.9828473413379074,0.9147304832713755,1.3095142,0.752189
Ubb,24.58275,1.9691685,1.9319442811751394e-133,6.344988005449452e-130,0.8936535162950258,0.4900092936802974,0.66631216,0.2166224
Calm2,24.03912,0.8317235,1.0848989315016093e-127,3.167181614030365e-124,0.9931389365351629,0.9888475836431226,1.6050152,1.1740388
Atp6v0c,23.863987,1.3629178,7.249030466118205e-126,1.904610264667897e-122,0.9656946826758147,0.8399163568773235,1.049095,0.5430467
Nrg3os,23.81638,1.8126163,2.259691225443796e-125,5.397375205210027e-122,0.8542024013722127,0.5780669144981413,0.6517291,0.2323606
Ppia,23.809326,1.7031697,2.673760616827722e-125,5.854198870544298e-122,0.9210977701543739,0.637314126394052,0.74695724,0.29346573
Ddx5,23.344551,0.8018038,1.5655105373028444e-120,3.164017219776533e-117,0.9777015437392796,0.9760687732342007,1.4938182,1.0923799
Atp1b1,23.058989,0.8319218,1.1951612860122914e-117,2.242976259191925e-114,0.9965694682675815,0.9902416356877324,1.7366766,1.2887535
Mt3,22.939829,1.7326559,1.861564478285882e-116,3.2607163401655506e-113,0.8833619210977701,0.5945631970260223,0.708118,0.2700075
Rplp1,22.247997,1.3777328,1.1794069527604535e-109,1.822808133931068e-106,0.934819897084048,0.7846189591078067,0.9130274,0.4536834
Rpl37,21.742903,1.7049447,8.0634490560891e-105,1.1150476868404474e-101,0.8542024013722127,0.520910780669145,0.56688106,0.2102319
Actb,21.63097,1.2688961,9.18310820108814e-104,1.206384924376949e-100,0.9605488850771869,0.8654739776951673,1.0167587,0.5493415
Gria2,21.511219,0.4006311,1.2225123872497014e-102,1.5295376410761264e-99,1.0,1.0,3.2447278,2.9794285
Rps29,21.156294,1.4604114,2.4147238987068264e-99,2.643518988109298e-96,0.8953687821612349,0.6466078066914498,0.66001976,0.29245102
5330438D12Rik,21.135305,1.5008852,3.767408540569864e-99,3.9593956797973045e-96,0.8456260720411664,0.5906133828996283,0.5514092,0.23107128
Cox4i1,21.048443,1.4363098,2.3631311537980882e-98,2.3880349205727294e-95,0.9056603773584906,0.641728624535316,0.64869744,0.29071337
Rps21,20.916399,1.5941778,3.797289649526739e-97,3.6951847500616867e-94,0.855917667238422,0.5443773234200744,0.5958829,0.23887126
Gm20642,20.811176,1.8408812,3.4283284172463763e-96,3.2169964583832605e-93,0.7821612349914236,0.42355947955390333,0.4470983,0.14615576
Cox7c,20.775158,1.523878,7.262496030746937e-96,6.579821403856725e-93,0.8644939965694682,0.5727230483271375,0.5887064,0.24590342
Dynll1,20.66579,1.443702,7.039507171040635e-95,5.966322948771667e-92,0.8679245283018868,0.6342936802973977,0.6096149,0.26903537
Eif1,20.610739,1.6968248,2.1984897802347985e-94,1.8050975151840344e-91,0.8113207547169812,0.49465613382899626,0.53879917,0.19903731
Cox8a,20.576206,1.4946425,4.484274455303156e-94,3.5702977890495494e-91,0.8662092624356775,0.5678438661710037,0.5880158,0.25001234
Pcsk1n,20.390816,1.3632824,2.0175445185247055e-92,1.5590871964622973e-89,0.8936535162950258,0.6979553903345725,0.73903656,0.35431343
Rpl41,20.372705,1.3283325,2.9208998227111273e-92,2.192677769768919e-89,0.8850771869639794,0.6758828996282528,0.6588066,0.315789
Dalrd3,20.36085,1.494469,3.720711333218838e-92,2.715499154694215e-89,0.8250428816466552,0.5950278810408922,0.57310593,0.2426468
Fau,20.165888,1.6082525,1.9521335701067507e-90,1.3497462479206516e-87,0.8250428816466552,0.5090613382899628,0.5324402,0.20750816
Malat1,20.153532,0.5569494,2.5058077963770866e-90,1.6881434369746557e-87,1.0,1.0,5.4725857,5.0885143
Cnksr2,20.137236,0.4999345,3.4823727804077863e-90,2.2873965608108543e-87,1.0,0.9995353159851301,3.0484378,2.7213616
Gapdh,20.130339,1.8903975,4.002497216519422e-90,2.564917362605641e-87,0.7667238421955404,0.37941449814126393,0.45149145,0.14316803
Rps23,20.100061,1.7098063,7.370372766749549e-90,4.610694620799468e-87,0.8044596912521441,0.4591078066914498,0.50225073,0.18186334
Aldoa,19.71001,1.4440178,1.7693273296295185e-86,1.0565296876974083e-83,0.8456260720411664,0.5931691449814126,0.5636998,0.24552251
Hspa8,19.704973,1.174597,1.9544315878736147e-86,1.1411274564398078e-83,0.9399656946826758,0.7713754646840149,0.76189995,0.4095021
Rpl13,19.567362,1.4686271,2.934887159717291e-85,1.676330983356785e-82,0.8319039451114922,0.5762081784386617,0.5680439,0.2440017
Rpl21,19.533596,1.7508574,5.688946441389324e-85,3.113987058355481e-82,0.7735849056603774,0.4391263940520446,0.481174,0.16857351
Rpl9,19.4772,1.753233,1.7140309071073095e-84,9.190703684354581e-82,0.7735849056603774,0.4142657992565056,0.46515578,0.1618521
Ndufa4,19.352192,1.6541448,1.9535364105188995e-83,1.0265443129994713e-80,0.8027444253859348,0.48141263940520446,0.5053169,0.18971725
Rpl37a,19.20227,1.3781655,3.54256501095356e-82,1.8250461391724282e-79,0.8610634648370498,0.620817843866171,0.59191346,0.27050745
Gm20275,19.08987,1.4711562,3.0653229736586183e-81,1.548813380959741e-78,0.8130360205831904,0.5576208178438662,0.5166684,0.21831962
Cck,18.904009,1.1487863,1.0570637877180877e-79,5.2402441431141575e-77,0.9142367066895368,0.7818308550185874,0.8148051,0.44960624
Rpl38,18.892748,1.4242806,1.3085145064797717e-79,6.366650026527688e-77,0.855917667238422,0.6159386617100372,0.58993244,0.26199812
Gm15738,18.836306,1.6215909,3.806240465013171e-79,1.8182756723228376e-76,0.7615780445969125,0.4565520446096654,0.42647088,0.15942496
Atp5md,18.813456,1.5431474,5.859042812678282e-79,2.7489373367912357e-76,0.8044596912521441,0.5111524163568774,0.48089504,0.19218418
Rps8,18.766804,1.2411886,1.411259559987497e-78,6.505163803352895e-76,0.8816466552315609,0.6909851301115242,0.65590566,0.33080998
4930509J09Rik,18.732021,1.589072,2.714144121788764e-78,1.22950728717031e-75,0.7564322469982847,0.4486524163568773,0.43033758,0.16445364
Gpm6a,18.716053,0.4028107,3.66310073621275e-78,1.6312594702246405e-75,0.9982847341337907,0.9993029739776952,2.3553329,2.1062212
Chn1,18.579473,0.59255594,4.71111569233426e-77,2.062997561673172e-74,0.9914236706689536,0.9816449814126395,1.5025706,1.1989379
Nrn1,18.57797,1.2297833,4.844767060242608e-77,2.086744421980562e-74,0.8644939965694682,0.6775092936802974,0.6310987,0.31850958
Rpl27a,18.57242,1.351582,5.3726790301083755e-77,2.2768027231785077e-74,0.8370497427101201,0.5824814126394052,0.5276025,0.24081905
Hectd2os,18.564224,1.7950008,6.2584673923926174e-77,2.6100789248845023e-74,0.7272727272727273,0.38638475836431224,0.4058418,0.13474807
Cst3,18.544909,1.3915555,8.9651892152753e-77,3.680490335033488e-74,0.8713550600343053,0.6282527881040892,0.6938738,0.32331973
Rps27,18.54178,1.6685797,9.502157622897228e-77,3.840918298215412e-74,0.7598627787307033,0.40195167286245354,0.42766398,0.15518382
C1ql3,18.465929,1.3035516,3.8828200136113567e-76,1.5226449707108176e-73,0.9056603773584906,0.7651022304832714,0.96402663,0.5051375
Ly6h,18.367744,1.0559074,2.381039864253347e-75,9.066585709187311e-73,0.9090909090909091,0.7997211895910781,0.7926557,0.45846555
Cox6c,18.317276,1.4578623,6.025487673123208e-75,2.2297699031498474e-72,0.8198970840480274,0.5520446096654275,0.51733184,0.22045846
Gls,18.315462,0.3700796,6.229687950202118e-75,2.2733169611612564e-72,0.9948542024013722,0.9995353159851301,2.117543,1.8956051
Eef1a1,18.281351,1.1888558,1.165034670653663e-74,4.193167251610184e-72,0.8713550600343053,0.7144516728624535,0.6617425,0.34467256
Rps2,18.039062,1.7223161,9.616018461885333e-73,3.36868358756767e-70,0.7238421955403087,0.3854553903345725,0.3906991,0.1352891
Rpl19,17.988329,1.426758,2.4050358102203306e-72,8.314461957595916e-70,0.7941680960548885,0.5116171003717472,0.46249944,0.19780928
Atp6v0b,17.683107,0.6109337,5.6590178517583274e-70,1.8585629379637287e-67,0.9691252144082333,0.9611988847583643,1.2739803,0.9880812
Rps16,17.67388,1.4072646,6.665163768682551e-70,2.1619816402267326e-67,0.8044596912521441,0.5269516728624535,0.48415086,0.21091731
Bex2,17.577477,1.6224294,3.6652610646634326e-69,1.1744032830849637e-66,0.7392795883361921,0.41775092936802977,0.40033415,0.14833446
Rps28,17.524382,1.7108575,9.335227975432756e-69,2.9551057810424125e-66,0.7307032590051458,0.39893122676579923,0.40024346,0.14006868
Gm36975,17.439709,1.4322901,4.121727657379893e-68,1.274050264352933e-65,0.758147512864494,0.5155669144981413,0.44950476,0.19086511
Rnasek,17.363388,1.6638,1.5622848782881553e-67,4.772961964202674e-65,0.7204116638078902,0.3756970260223048,0.39192516,0.14101052
Glp2r,16.991806,1.3509526,9.443489695945216e-65,2.8195255485370976e-62,0.7650085763293311,0.533457249070632,0.44637722,0.1993213
Rplp2,16.974056,1.4390143,1.2779292225354477e-64,3.772619369988354e-62,0.7632933104631218,0.4586431226765799,0.40403768,0.16857801
Pebp1,16.868599,1.6189567,7.659238354669399e-64,2.235986983673153e-61,0.7101200686106347,0.37035315985130113,0.35972393,0.13186182
Calm3,16.83635,1.1876651,1.321410222142327e-63,3.815245294128297e-61,0.8387650085763293,0.654275092936803,0.56990176,0.29057968
C1qtnf4,16.828342,1.0413384,1.5127908788545137e-63,4.3203334294590756e-61,0.8644939965694682,0.7200278810408922,0.6044544,0.338898
Rpl36,16.826042,1.6035503,1.5726748048992213e-63,4.443059981066897e-61,0.7272727272727273,0.42588289962825276,0.4041909,0.1517802
Sorbs2os,16.716145,1.4103309,9.99829850829127e-63,2.7652136316509985e-60,0.7564322469982847,0.5046468401486989,0.43277708,0.18543199
Tubb2a,16.647236,1.4617829,3.16905014068097e-62,8.583878700644515e-60,0.7564322469982847,0.49605018587360594,0.4403986,0.18305603
Rps15,16.571947,1.1428332,1.1116712959157337e-61,2.980413431519387e-59,0.8456260720411664,0.6586895910780669,0.553395,0.2887339
4930419G24Rik,16.511297,1.46004,3.0427383138694693e-61,8.075243076626913e-59,0.7512864493996569,0.49697955390334575,0.46744978,0.19606538
Gm48678,16.395174,1.3230027,2.070501533560163e-60,5.386173989382151e-58,0.7684391080617495,0.5227695167286245,0.43114838,0.19511361
Slc25a4,16.367725,1.1823884,3.251390869303982e-60,8.375200362754198e-58,0.8250428816466552,0.6180297397769516,0.51129055,0.25780705
Prnp,16.345266,0.81813985,4.7010542565200797e-60,1.1891736587317314e-57,0.9142367066895368,0.8763940520446096,0.8652058,0.57669467
Rpl17,16.345188,1.1800369,4.7070891568889424e-60,1.1891736587317314e-57,0.8250428816466552,0.6101301115241635,0.51410276,0.25977725
Aplp1,16.324202,0.8922235,6.640468478558515e-60,1.6459591396759095e-57,0.9056603773584906,0.8171468401486989,0.712403,0.44451457
Rps7,16.302414,1.5818466,9.486866911135101e-60,2.329513469375361e-57,0.7135506003430532,0.4205390334572491,0.39770964,0.15113689
Pigk,16.27894,0.7166326,1.3926063481400522e-59,3.3879017769473823e-57,0.9519725557461407,0.9182156133828996,1.0050886,0.719809
Mrfap1,16.256763,1.5741171,2.0003070786589063e-59,4.777824380425828e-57,0.6998284734133791,0.42193308550185876,0.39400318,0.15030012
Dok6,16.237652,0.39685425,2.7318458300143885e-59,6.408617619446255e-57,0.9965694682675815,0.9993029739776952,2.4629073,2.2144468
Rnf112,16.22417,0.8282821,3.402858276254882e-59,7.91209719914343e-57,0.9142367066895368,0.8350371747211895,0.8780176,0.583293
Rpl29,16.220558,1.6317798,3.609047747521577e-59,8.317905308629992e-57,0.6723842195540308,0.3222583643122677,0.29839206,0.10633658
Rpl23,16.198223,1.566579,5.190450979862547e-59,1.1858600786513787e-56,0.7015437392795884,0.40148698884758366,0.37636825,0.14347795
Rpl28,16.152931,1.5788352,1.0828989253012558e-58,2.4527660658073444e-56,0.6895368782161235,0.38452602230483274,0.35787323,0.13456449
Wasf1,16.107672,0.5081179,2.2535310042419427e-58,5.017735051309559e-56,0.9862778730703259,0.9862918215613383,1.5652792,1.2976494
Kcnj3,16.059345,0.39813444,4.9171832922247206e-58,1.0856644858816162e-55,0.9965694682675815,0.9981412639405205,2.3418555,2.0959888
H3f3b,16.058407,1.1927949,4.992132043147432e-58,1.0930273108471302e-55,0.7890222984562607,0.5492565055762082,0.43248114,0.2124437
Rps25,16.053621,1.5207534,5.3924414514013955e-58,1.1613197270009856e-55,0.7066895368782161,0.40636617100371747,0.37395486,0.14672591
Rpl26,16.031757,1.461952,7.668414046014055e-58,1.638048054024173e-55,0.7289879931389366,0.42936802973977695,0.3840613,0.15697818
Epha7,15.982132,0.67545646,1.7022231313239555e-57,3.6067911735810975e-55,0.9982847341337907,0.9848977695167286,2.0737107,1.6779019
Rps10,15.9445505,1.4376248,3.1086964228166334e-57,6.534231185046738e-55,0.7221269296740995,0.4481877323420074,0.39823237,0.16601971
Cadm2,15.895552,0.38891467,6.802703358488573e-57,1.4185256193724505e-54,1.0,1.0,3.9827619,3.718935
Gm43376,15.875064,1.3420447,9.431500877500611e-57,1.951206724846071e-54,0.7392795883361921,0.495817843866171,0.40275127,0.17867057
Rpl34,15.838185,1.523848,1.6964532797031328e-56,3.482235427415634e-54,0.6963979416809606,0.39312267657992567,0.36407173,0.14213048
Arglu1,15.826002,0.552684,2.0589356044479992e-56,4.193525121803622e-54,0.9588336192109777,0.9551579925650557,1.0948533,0.8568927
Uqcrq,15.778505,1.5021294,4.374256296366068e-56,8.77322213211619e-54,0.7101200686106347,0.40264869888475835,0.3527183,0.13916005
Rpl30,15.74793,1.2374685,7.096677394986031e-56,1.4125613778474467e-53,0.7958833619210978,0.5532063197026023,0.47003356,0.2267292
Uqcr11,15.731602,1.618122,9.185719815134972e-56,1.814628589645536e-53,0.6689536878216124,0.3408457249070632,0.32127345,0.116381556
Uba52,15.714649,1.698376,1.200446209327655e-55,2.353770425662299e-53,0.6449399656946827,0.3129646840148699,0.30305126,0.10352542
Rpl35a,15.704702,1.2051817,1.4043602564980001e-55,2.7331971392021076e-53,0.79073756432247,0.5817843866171004,0.4812663,0.2375104
Diaph2,15.676582,0.5267537,2.1871067910225044e-55,4.225297340244506e-53,0.9948542024013722,0.9902416356877324,1.742412,1.4516261
Selenow,15.666511,0.95799327,2.562693971630149e-55,4.914760686905878e-53,0.8730703259005146,0.7646375464684015,0.65229595,0.387682
Cox5b,15.66013,1.7701503,2.8332087272307545e-55,5.394183050671076e-53,0.6363636363636364,0.2908921933085502,0.30206826,0.09838755
Cfl1,15.650902,1.3974186,3.275443831294089e-55,6.191295771469128e-53,0.7307032590051458,0.4528345724907063,0.38744977,0.16520698
Rps26,15.633542,1.35276,4.302094284181179e-55,8.073801801612594e-53,0.7427101200686106,0.483271375464684,0.40005806,0.17613925
Snca,15.616667,0.5688417,5.606060798515468e-55,1.0446357547531587e-52,0.9862778730703259,0.9681691449814126,1.3830521,1.1031817
Rpl6,15.596429,1.0029486,7.698100396232525e-55,1.414404823850443e-52,0.8421955403087479,0.6863382899628253,0.5492685,0.31133422
