names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Mir99ahg,16.122593,1.0388157,1.7702063071938557e-58,4.66449361945581e-55,0.8833976833976834,0.7876106194690266,1.6717263,2.290348
Ralyl,12.705801,0.87258714,5.4904585837094295e-37,5.7869433472297386e-34,0.8293436293436294,0.7393403057119872,1.4903567,1.9873277
Cadm2,12.375075,0.46564513,3.565605920564353e-35,3.1317905335623567e-32,0.9969111969111969,0.9911504424778761,3.3080459,3.620662
Brinp3,12.018503,1.1931707,2.8407226129633347e-33,2.1386583100452535e-30,0.7783783783783784,0.5510860820595334,1.2822517,1.9395847
Dpp10,11.900756,0.6678905,1.1727975488361547e-32,7.725803852958169e-30,0.9042471042471042,0.8640386162510056,1.9777374,2.3880384
Il1rapl1,11.8504715,0.45445117,2.1398402869599562e-32,1.2529953680309966e-29,0.983011583011583,0.9774738535800482,3.0733795,3.3758004
Naaladl2,11.787426,0.5502442,4.531826902288414e-32,2.388272777505994e-29,0.9351351351351351,0.9235720032180209,2.2785635,2.6269445
Adgrl3,11.082977,0.8821336,1.517405248936338e-28,6.663938051578752e-26,0.8671814671814672,0.7747385358004827,1.885806,2.4253304
Grik2,10.891565,0.4307019,1.2644857738054534e-27,4.442560018636493e-25,0.9783783783783784,0.9686242960579243,2.7764409,3.0587804
Pcdh7,10.266906,0.8754456,9.933940329360337e-25,2.7553613439857354e-22,0.8038610038610039,0.6830249396621078,1.612203,2.1239007
Nlgn1,10.246939,0.52361596,1.2215124870999668e-24,2.926077639553102e-22,0.9791505791505791,0.9734513274336283,3.0474558,3.3958411
Meis2,10.030736,1.3193768,1.1168147719421904e-23,2.5589625426675408e-21,0.4810810810810811,0.3258246178600161,0.49136516,0.949169
Tenm2,9.708978,0.41840446,2.7609194401774805e-22,5.82001817989413e-20,0.9243243243243243,0.9275945293644409,2.274982,2.538776
