names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6 IT CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Atp1b3,-3.00458,-0.6381157,0.002659478752299096,0.04976336634698935,0.3270440251572327,0.4508857842431226,0.24632457,0.3609527
Stam2,-3.0047228,-0.7506068,0.0026582286216954047,0.04976336634698935,0.2578616352201258,0.382327524125018,0.16932406,0.2703541
Mtrex,-3.0055711,-0.46578422,0.0026508250870817124,0.04967062070424381,0.29559748427672955,0.42053147054587353,0.22887814,0.30394584
Tbcel,-3.0057735,-0.6694102,0.0026490630750768815,0.04967062070424381,0.2830188679245283,0.4164986317153968,0.19442509,0.29365808
Dcaf8,-3.0060644,-0.45250252,0.002646529375469701,0.04965938849083161,0.42138364779874216,0.5408685006481349,0.3561912,0.46091133
Synrg,-3.0069275,-0.37368014,0.002639027188083794,0.04955322190343225,0.3270440251572327,0.46006769408036874,0.2843269,0.35494196
Ube2d3,-3.0070064,-0.4697229,0.0026383422446395748,0.04955322190343225,0.4591194968553459,0.5883983868644678,0.42499164,0.55007595
B3gat1,-3.007391,-0.49451768,0.002635005471827878,0.04954695383346052,0.3710691823899371,0.4906020452254069,0.30225036,0.40358478
Mtx2,-3.0107596,-0.5930219,0.0026059516811839725,0.04903495915505136,0.3018867924528302,0.439075327668155,0.22516325,0.3227449
Zfp236,-3.0109766,-0.69107795,0.0026040900670697012,0.049034267766056676,0.36477987421383645,0.48505689183350137,0.25278896,0.3814076
Rab11fip2,-3.0123968,-0.4645218,0.0025919349511660233,0.04887388921953056,0.41509433962264153,0.5514186950885784,0.37661576,0.48923832
Commd10,-3.0153067,-0.42656925,0.0025671956896615713,0.04847543793479017,0.3836477987421384,0.5254212876278266,0.36787835,0.46853277
Atad1,-3.0154989,-0.5836711,0.0025655680157887946,0.04847543793479017,0.389937106918239,0.5078136252340487,0.29536304,0.41539073
Hnrnpdl,-3.0157802,-0.3143847,0.0025631908053807837,0.048467935918776676,0.41509433962264153,0.5520668299006193,0.40406305,0.48188606
Vwc2l,-3.0183053,-1.4122895,0.002541927752779417,0.04809971740646686,0.18867924528301888,0.31135676220653896,0.15102212,0.36039722
Parn,-3.0186949,-0.9036229,0.0025386613343180084,0.048071761841525645,0.20754716981132076,0.34138700849776754,0.1272499,0.2262292
Gabra4,-3.0195775,-0.4402462,0.0025312744082442245,0.047965686424204734,0.48427672955974843,0.6139276969609678,0.5595691,0.7018674
Larp1,-3.0197947,-0.51566386,0.002529461640346488,0.04796516180388859,0.37735849056603776,0.4985597004176869,0.29612073,0.4005888
Ccpg1,-3.0200117,-0.31598714,0.002527650059959269,0.047964658976769464,0.3333333333333333,0.4638484804839407,0.29562014,0.35640344
Cpd,-3.0201497,-0.4990572,0.002526497854050146,0.047964658976769464,0.44654088050314467,0.5688463200345671,0.40053847,0.5284069
Fndc3a,-3.02157,-0.46321493,0.002514674446013818,0.04778592812191746,0.4339622641509434,0.577668154976235,0.428797,0.5528046
Edem3,-3.021802,-0.6142457,0.002512749742492502,0.047783146200122806,0.3522012578616352,0.4787195736713236,0.25495455,0.36778978
Ptk2b,-3.0221865,-0.3961882,0.002509558527405933,0.04775625894574888,0.4968553459119497,0.6044577272072591,0.61745894,0.7533769
Numbl,-3.0235379,-0.8189377,0.0024983777262186455,0.047577186040747704,0.14465408805031446,0.28474722742330405,0.09872191,0.16808954
Cacng7,-3.0235624,-0.5605296,0.0024981741210521016,0.047577186040747704,0.27044025157232704,0.40616448221230017,0.20292911,0.2865402
Safb2,-3.0260532,-0.54546577,0.002477688018092052,0.04725016113991018,0.27044025157232704,0.40256373325651734,0.20080933,0.28109434
Setdb1,-3.0265808,-0.6659072,0.0024733671809994253,0.047201261472623976,0.3836477987421384,0.49056603773584906,0.26172176,0.38841692
Mipol1,-3.026788,-0.8525592,0.002471673036557503,0.047201261472623976,0.2138364779874214,0.3503168659081089,0.14656298,0.2507793
5330438D12Rik,-3.0270987,-0.831319,0.0024691338106316834,0.047187500349696536,0.1949685534591195,0.3354457727207259,0.13188696,0.2238206
Btaf1,-3.0271184,-0.45050618,0.0024689726705517025,0.047187500349696536,0.5283018867924528,0.6483148494886937,0.5546305,0.6996239
Bcr,-3.030837,-0.6717762,0.002438769056530553,0.04670685997788736,0.3270440251572327,0.45549474290652453,0.23210655,0.34796768
Zc3h6,-3.0342844,-0.543058,0.002411071057957878,0.04620932904944949,0.34591194968553457,0.468385424168227,0.2664322,0.3679976
Micu3,-3.0351179,-0.40424955,0.0024044177704714404,0.046114707703474374,0.5408805031446541,0.6486389168947141,0.5563581,0.68562883
Ttyh3,-3.03531,-1.8392292,0.0024028847849751405,0.046114707703474374,0.09433962264150944,0.23048394065965722,0.04083078,0.13899979
Tox2,-3.0399115,-1.7174582,0.0023664767290968174,0.045484427547089756,0.08176100628930817,0.21680109462768254,0.04561779,0.1427934
