names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Microglia NN (for_DEGs),mean_expr_Rest (for_DEGs)
Slc35f2,-2.334336,-24.323246,0.019578134482027516,0.04607325919881585,0.0,0.044925925925925925,0.0,0.02077341
Sag,-2.3349664,-2.24994,0.019545172687324062,0.04599971884982022,0.0021482277121374865,0.047185185185185184,0.0045180907,0.021310806
Ndufaf8,-2.3379638,-0.8345232,0.019389131269678166,0.04564446795306223,0.011815252416756176,0.05737037037037037,0.022900905,0.040479206
Ankrd34a,-2.3398385,-1.8667591,0.019292079028147217,0.045419974019654405,0.004296455424274973,0.04951851851851852,0.00783975,0.028300652
Gm15832,-2.3398654,-0.68999976,0.01929069107338541,0.045419974019654405,0.008592910848549946,0.05407407407407407,0.014538559,0.023351379
Igfn1,-2.3400474,-2.2868416,0.019281297981832618,0.04540254813529423,0.00322234156820623,0.048407407407407406,0.0056720125,0.027379083
Evc,-2.3401093,-24.307726,0.01927809670525959,0.04539898847242113,0.0,0.045037037037037035,0.0,0.0205534
Fbxl12os,-2.3422673,-0.4324124,0.019166981251262656,0.045141273224772335,0.010741138560687433,0.056407407407407406,0.01921217,0.025840482
Trpv6,-2.3425899,-2.6271772,0.01915042595971408,0.04511019071951585,0.0021482277121374865,0.04733333333333333,0.0035901999,0.021977412
Gm26621,-2.3427675,-0.74377966,0.019141304670535222,0.04509265794294945,0.00966702470461869,0.05525925925925926,0.015845621,0.02639435
Gm12224,-2.3439581,-24.2339,0.01908031108591283,0.04495685363718675,0.0,0.04511111111111111,0.0,0.019538064
Mrps18b,-2.3445327,-0.35807404,0.019050934051804764,0.04489157221538139,0.013963480128893663,0.05985185185185185,0.024843125,0.031731755
Gstm1,-2.3475053,-0.48784858,0.01889960705170027,0.04453889155228787,0.01933404940923738,0.06551851851851852,0.037878666,0.052723475
Mfsd13b,-2.347774,-2.3613784,0.018885978539065457,0.04451067830406884,0.00322234156820623,0.04855555555555555,0.00514126,0.026142268
Ech1,-2.3482845,-0.522693,0.018860108041603704,0.044457505314316303,0.01611170784103115,0.06214814814814815,0.028698025,0.0409748
Rsph1,-2.3491175,-3.0711274,0.01881796481752872,0.04436205603149647,0.0010741138560687433,0.04633333333333333,0.0024168952,0.020132843
4930563E22Rik,-2.349225,-1.1100919,0.018812532986184856,0.04435314217239511,0.0053705692803437165,0.05085185185185185,0.009954531,0.021365244
Stard10,-2.3524022,-1.1506741,0.018652598715006845,0.043991514743459484,0.00644468313641246,0.052037037037037034,0.012003018,0.026456317
9630013A20Rik,-2.3534253,-1.9360962,0.01860134479952126,0.043878336824083604,0.007518796992481203,0.05307407407407407,0.01361684,0.05113388
Naa38,-2.3546407,-0.46453482,0.01854062152804589,0.04373893770488086,0.024704618689581095,0.07125925925925926,0.04355738,0.0596188
Ntn5,-2.356127,-2.6824474,0.01846660556668738,0.043571978536783455,0.0021482277121374865,0.047592592592592596,0.0039346735,0.02499321
Eme2,-2.358188,-0.732634,0.018364399439224337,0.04333462834214086,0.007518796992481203,0.05329629629629629,0.01411714,0.023349654
Dbr1,-2.3582788,-1.2653053,0.018359900268769505,0.043327816636381224,0.00644468313641246,0.052148148148148145,0.0107832365,0.025727002
Eva1c,-2.3599882,-2.5841303,0.01827551563209678,0.04313246421031537,0.0021482277121374865,0.04766666666666667,0.0046097348,0.027329411
Adgrf4,-2.3606105,-2.7462041,0.018244886872154094,0.04306395908773546,0.0010741138560687433,0.04655555555555556,0.0030562219,0.020329034
Gm48860,-2.36257,-3.498292,0.018148715027616225,0.042844488911619044,0.0010741138560687433,0.046592592592592595,0.0017252907,0.019325221
Catsperd,-2.3651268,-24.28968,0.01802389269504908,0.04255355388067558,0.0,0.04551851851851852,0.0,0.020300508
Pkhd1l1,-2.3651268,-24.265093,0.01802389269504908,0.04255355388067558,0.0,0.04551851851851852,0.0,0.019960847
Gm38251,-2.3651268,-24.270805,0.01802389269504908,0.04255355388067558,0.0,0.04551851851851852,0.0,0.020039264
A230083G16Rik,-2.3664477,-1.1457785,0.01795970796039894,0.042420653383959166,0.0053705692803437165,0.05118518518518519,0.010268394,0.022580585
Cldn14,-2.37102,-4.606203,0.017739065924323755,0.04191423684370201,0.0010741138560687433,0.04674074074074074,0.0018705667,0.04459293
Ankub1,-2.3720412,-3.7848172,0.017690116267477945,0.0418022534611848,0.0021482277121374865,0.047851851851851854,0.0030426465,0.04114255
Slc25a35,-2.3733227,-1.1818526,0.017628849025819838,0.04166114101352498,0.00644468313641246,0.052444444444444446,0.011087752,0.024979943
Spdya,-2.3753693,-0.6548848,0.01753140464346951,0.041438145915730626,0.00966702470461869,0.05588888888888889,0.017965842,0.028142918
Phex,-2.3753693,-1.706104,0.01753140464346951,0.041438145915730626,0.004296455424274973,0.050222222222222224,0.0072924276,0.023599917
Gm16973,-2.3799477,-0.72597146,0.01731509360714781,0.04094195658713302,0.008592910848549946,0.05485185185185185,0.01542031,0.025378319
Zfp623,-2.3822691,-2.0620341,0.017206321283385766,0.040698402542656296,0.00322234156820623,0.04922222222222222,0.0053263744,0.022055915
9330188P03Rik,-2.3824387,-4.49862,0.017198402401979274,0.04068325315090968,0.0010741138560687433,0.04696296296296296,0.001371879,0.030561907
Aox4,-2.3828893,-0.42655104,0.017177365311547826,0.04063706690625903,0.011815252416756176,0.058333333333333334,0.020593412,0.027580967
Itga1,-2.3833728,-2.7756195,0.017154809337256893,0.0405872789374036,0.004296455424274973,0.0502962962962963,0.006418139,0.043146487
Timm10,-2.3862379,-0.90886116,0.017021740566557364,0.040275992340911976,0.011815252416756176,0.0582962962962963,0.023362486,0.04342431
Gm43016,-2.3882635,-0.94374615,0.016928198987626937,0.04006171453210638,0.00644468313641246,0.05274074074074074,0.011878496,0.022724545
Erich6,-2.3901446,-24.233772,0.01684174322600102,0.03986062190457565,0.0,0.046,0.0,0.01953634
4933436I20Rik,-2.3916576,-1.9535064,0.016772480113646307,0.03970018857061983,0.00322234156820623,0.04940740740740741,0.0066620205,0.02555969
Med30,-2.392807,-0.36053768,0.016720037660107566,0.03957954470329401,0.01611170784103115,0.06307407407407407,0.028053038,0.035876095
Znrd2,-2.393028,-1.2591131,0.01670996185243147,0.039559178411879614,0.008592910848549946,0.05503703703703704,0.017344471,0.04102276
Cyp2j9,-2.3950725,-2.9326499,0.016617083335706124,0.03934276405237673,0.00322234156820623,0.049444444444444444,0.005991624,0.044862468
Cdr1,-2.395589,-1.9282035,0.016593677352597282,0.03929427253584991,0.00322234156820623,0.04948148148148148,0.0057944655,0.021875612
Nup43,-2.3992767,-1.7772685,0.016427491120613587,0.03891102665822348,0.00322234156820623,0.049555555555555554,0.0068401406,0.02325428
Dohh,-2.3996613,-0.7414009,0.016410248981002656,0.038873612811385114,0.011815252416756176,0.05859259259259259,0.023852725,0.039563272
Mkks,-2.4003599,-1.225474,0.016378957182694158,0.03880632920368504,0.00644468313641246,0.05296296296296296,0.010945982,0.02541025
Rgs3,-2.4005625,-0.26382053,0.016369894221300987,0.03878827669544599,0.02900107411385607,0.07692592592592593,0.04794446,0.057293862
Gm15243,-2.4014575,-1.0738662,0.016329903446493238,0.03870034447056565,0.00644468313641246,0.053,0.0108871395,0.022781882
Etfb,-2.4021335,-0.3309101,0.01629975947620878,0.03863231340969656,0.02040816326530612,0.06777777777777778,0.037846696,0.04737596
Slc7a10,-2.4033077,-2.3846474,0.01624751551894687,0.03851188620272604,0.0053705692803437165,0.051814814814814814,0.010031441,0.051310204
Tmem170,-2.405143,-1.2773134,0.016166133189773734,0.03833250960194319,0.0053705692803437165,0.051925925925925924,0.010493566,0.025247574
Polr2d,-2.4066439,-1.0752678,0.01609986405211352,0.03818548389798661,0.008592910848549946,0.05533333333333333,0.013713488,0.028679678
Adra1d,-2.4068215,-3.3138828,0.016092029829184354,0.03817364187429889,0.0010741138560687433,0.04744444444444444,0.0020334432,0.020039802
Gm49164,-2.4093807,-2.334462,0.015979624217874296,0.037917034858202255,0.00322234156820623,0.04974074074074074,0.0061296686,0.030539574
Gsta3,-2.4093888,-24.418657,0.01597926215504126,0.037917034858202255,0.0,0.04637037037037037,0.0,0.022178069
Mief2,-2.4094055,-0.68090576,0.015978538051013208,0.037917034858202255,0.00966702470461869,0.05655555555555555,0.017781327,0.02835516
Coch,-2.4098353,-1.7528836,0.015959721469833876,0.037879844174051436,0.0053705692803437165,0.052,0.008400789,0.028035868
Kcnu1,-2.4099262,-1.5166577,0.0159557435367474,0.037873748130070904,0.004296455424274973,0.050888888888888886,0.008365659,0.02375253
Aurkaip1,-2.411547,-0.4047403,0.015885010013742644,0.03770918094083089,0.02577873254564984,0.07355555555555555,0.045013044,0.059166666
Fuz,-2.411675,-0.7768327,0.015879428074714357,0.03769926067923439,0.00966702470461869,0.05659259259259259,0.017750438,0.030223131
Gm36736,-2.4117413,-2.610244,0.01587654774886331,0.037695753115839635,0.0021482277121374865,0.048666666666666664,0.0035186454,0.021294583
Acr,-2.4125266,-3.3740287,0.015842378985551766,0.03761795010089925,0.0010741138560687433,0.04755555555555555,0.0019232122,0.019762008
Nbl1,-2.4148996,-1.0730063,0.015739545849412954,0.037380378024900664,0.008592910848549946,0.05548148148148148,0.016579863,0.03456729
Zfp661,-2.415069,-1.0274966,0.01573222314319921,0.03736628974257604,0.00644468313641246,0.053259259259259256,0.01128177,0.02286452
Gm13944,-2.415162,-24.23787,0.01572820585858938,0.037360050514524096,0.0,0.046481481481481485,0.0,0.019591352
Kcnmb4os2,-2.4165988,-4.0999007,0.015666275619684117,0.03721623427644879,0.0010741138560687433,0.04762962962962963,0.0013813704,0.023426436
Kctd10,-2.4169047,-1.5094743,0.015653115337724427,0.03719154736268948,0.00644468313641246,0.053259259259259256,0.0098426575,0.027771797
Ndufaf3,-2.4176984,-0.83629405,0.015619015086011679,0.03711380751336521,0.015037593984962405,0.062296296296296294,0.025130581,0.044436138
Oxld1,-2.419067,-0.6960121,0.015560381119660863,0.036984293735982963,0.00966702470461869,0.05674074074074074,0.018035434,0.029056568
Tmem250-ps,-2.4194574,-0.58775455,0.015543676791865758,0.03694785875773469,0.010741138560687433,0.057888888888888886,0.019903848,0.029765852
Nanos3,-2.4209106,-2.4411263,0.015481682188078341,0.036803751251319565,0.00322234156820623,0.049962962962962966,0.0043883775,0.023603376
AI854703,-2.4209354,-24.475368,0.015480625850351664,0.036803751251319565,0.0,0.046592592592592595,0.0,0.023057038
1700003L19Rik,-2.4221468,-3.6030664,0.015429118478302523,0.03668528568374381,0.0010741138560687433,0.04774074074074074,0.0016609151,0.019998144
Neil1,-2.4233766,-1.6614585,0.015376974427546543,0.036564540076829695,0.004296455424274973,0.05114814814814815,0.0074260356,0.023304997
Gm42701,-2.424404,-2.1678894,0.015333537774574224,0.03646448004273028,0.00322234156820623,0.05003703703703704,0.0047255936,0.021062085
Mroh5,-2.4247844,-24.174149,0.015317484017519714,0.03643275166422544,0.0,0.04666666666666667,0.0,0.01875278
Ddx51,-2.4270952,-0.90314656,0.015220257714057113,0.03620790834676535,0.007518796992481203,0.05462962962962963,0.012856034,0.02390967
Adamtsl3,-2.4285505,-3.5570915,0.015159313903829023,0.03606931414113927,0.0021482277121374865,0.048962962962962965,0.003373563,0.039004557
Iqank1,-2.4286208,-0.67428803,0.015156376042336134,0.0360663399448182,0.007518796992481203,0.05466666666666667,0.014368672,0.022832531
Eef1akmt2,-2.4299479,-1.1250554,0.015100996344760882,0.03594647163215139,0.007518796992481203,0.05466666666666667,0.0127184065,0.027534671
Gm29260,-2.431089,-2.0663006,0.015053522727793004,0.035839815319493,0.007518796992481203,0.05455555555555556,0.013295796,0.05454134
Gm27153,-2.432482,-24.215107,0.014995735037043243,0.03570539658354913,0.0,0.046814814814814816,0.0,0.019287627
Tacr1,-2.4329348,-2.6601357,0.014977000434241109,0.03566394910209665,0.0021482277121374865,0.049074074074074076,0.005024345,0.03134212
Gm56590,-2.4331725,-0.34134954,0.01496717088800905,0.035643701299371014,0.011815252416756176,0.059333333333333335,0.020071361,0.025361812
Gm50240,-2.4356778,-0.5670064,0.014863921094860948,0.03540095371555696,0.00966702470461869,0.057074074074074076,0.017885117,0.026383074
Etnk2,-2.4356778,-1.8388251,0.014863921094860948,0.03540095371555696,0.00322234156820623,0.05025925925925926,0.0063879793,0.022665322
1700093J21Rik,-2.436736,-0.94415224,0.014820492922171372,0.03530378056903766,0.007518796992481203,0.054814814814814816,0.012719497,0.024330972
Gm43560,-2.4370089,-1.713736,0.014809314741659642,0.035280280796914136,0.004296455424274973,0.05140740740740741,0.00694405,0.02259908
Penk,-2.4378605,-1.2115455,0.01477447303958193,0.03520039817109119,0.00966702470461869,0.05703703703703704,0.018337328,0.04196535
Gm36899,-2.4382553,-24.270775,0.01475834521978922,0.03516509142996687,0.0,0.046925925925925926,0.0,0.02003884
Gm9831,-2.4382553,-24.209726,0.01475834521978922,0.03516509142996687,0.0,0.046925925925925926,0.0,0.019216506
Ppp1r14b,-2.4385965,-0.35459208,0.014744425303547852,0.035138155911869695,0.01611170784103115,0.06396296296296296,0.031043276,0.039523732
Ubiad1,-2.4387121,-1.0000054,0.014739703599099433,0.03513001913320931,0.007518796992481203,0.05485185185185185,0.012490368,0.02482676
Zfpl1,-2.4387453,-0.8441864,0.014738354785484615,0.03512992043697078,0.00966702470461869,0.05711111111111111,0.01670774,0.029798146
Id4,-2.4396443,-2.6308177,0.014701725574943581,0.03504883029001278,0.004296455424274973,0.05140740740740741,0.00674632,0.041071333
Ccdc18,-2.440155,-1.1073934,0.014680962655842943,0.03500243713952972,0.008592910848549946,0.056,0.014219536,0.030389236
Rfk,-2.441139,-0.53289795,0.014641022794769717,0.0349134081021887,0.01611170784103115,0.06396296296296296,0.027672816,0.03979464
4921515G04Rik,-2.441726,-4.4893417,0.014617238779897509,0.034859785747390265,0.0010741138560687433,0.04811111111111111,0.0009598859,0.02134088
Gorasp1,-2.443177,-1.1003208,0.014558594809949392,0.03472609343482824,0.007518796992481203,0.05492592592592593,0.012483053,0.026575424
Ackr4,-2.443613,-0.9696561,0.014541008796144205,0.034690305100985065,0.00644468313641246,0.053814814814814815,0.0124712,0.024279043
Slc37a4,-2.4438426,-0.26575962,0.014531764906570823,0.03467133040663808,0.013963480128893663,0.061814814814814815,0.025439369,0.03050717
Gm16153,-2.4473236,-0.29464084,0.014392158517756663,0.03434739314078706,0.011815252416756176,0.05959259259259259,0.0214747,0.026276996
Gm28198,-2.4487374,-0.34805828,0.014335792454133797,0.03421895205139692,0.011815252416756176,0.05962962962962963,0.022093007,0.02803721
Gm5535,-2.4491012,-3.8253963,0.014321320440841986,0.034187444940069665,0.0010741138560687433,0.04825925925925926,0.0024535472,0.03423198
1700010K24Rik,-2.4503849,-0.28948712,0.01427036016119959,0.03406882074912776,0.01288936627282492,0.060814814814814815,0.022175448,0.027036848
Twist2,-2.450858,-1.231258,0.014251608457011077,0.03402707652744692,0.0053705692803437165,0.052814814814814814,0.009865842,0.023010097
Kbtbd7,-2.4509988,-0.29346707,0.014246044452906873,0.03401983775769709,0.01611170784103115,0.06422222222222222,0.029186754,0.035654623
Ctu2,-2.4551866,-1.8938303,0.014081146636758735,0.03363203645597398,0.00322234156820623,0.05062962962962963,0.0064346795,0.023706455
Steap2,-2.4565508,-1.578547,0.014027793643986902,0.033507584248726824,0.00644468313641246,0.054037037037037036,0.009784645,0.02894418
Arhgap20os,-2.459424,-24.352287,0.013916012260872567,0.03324353213457022,0.0,0.04733333333333333,0.0,0.021191401
Fkbp1b,-2.459972,-0.38652417,0.013894790898640487,0.033195788338798785,0.015037593984962405,0.06322222222222222,0.02740385,0.035674762
Gm26512,-2.4621341,-2.517889,0.013811305281784897,0.03300513811113129,0.004296455424274973,0.05185185185185185,0.0073418203,0.04133822
Nudt11,-2.4630332,-0.94288963,0.013776716730626979,0.03292540945939224,0.008592910848549946,0.05644444444444444,0.016135577,0.030791264
Usp9x,-2.4633908,-0.29302105,0.013762982098915221,0.03289551049616189,0.47798066595059074,0.7895185185185185,0.9816318,1.1133844
Ntsr1,-2.464443,-3.152282,0.013722642215249797,0.03280492849855535,0.0010741138560687433,0.04855555555555555,0.0024535472,0.021605227
Zfp59,-2.4644697,-0.56121993,0.013721613292561446,0.03280492849855535,0.010741138560687433,0.058777777777777776,0.017719308,0.026036259
Fgfr3,-2.4654186,-2.1025689,0.013685328053566037,0.032724460692295045,0.007518796992481203,0.05522222222222222,0.012690257,0.05339721
Coprs,-2.4666877,-0.35678133,0.01363692215360619,0.03261161429934125,0.018259935553168637,0.06677777777777778,0.031753447,0.04048417
Gltp,-2.4667497,-0.45566398,0.013634560924690953,0.0326088697860655,0.017185821697099892,0.06562962962962963,0.030464012,0.041546512
Gm43061,-2.467405,-2.2452786,0.013609632667740783,0.03255214792435418,0.0021482277121374865,0.04974074074074074,0.004428795,0.020826386
Meak7,-2.4686928,-2.201631,0.013560758465212267,0.032438135846190125,0.00322234156820623,0.050888888888888886,0.0049122544,0.022399176
Gm49127,-2.4693046,-2.5925133,0.013537591722944426,0.03238560270615355,0.0021482277121374865,0.049777777777777775,0.0038580783,0.023047248
Zfp78,-2.4693315,-1.6171657,0.013536575066752267,0.03238560270615355,0.004296455424274973,0.052037037037037034,0.007926325,0.02411913
Yrdc,-2.470022,-0.46930078,0.013510477943497036,0.03232649531093191,0.01288936627282492,0.061148148148148146,0.024004295,0.033081263
Impdh2,-2.470826,-0.48904145,0.013480139436913905,0.03225677679845726,0.017185821697099892,0.06566666666666666,0.030348515,0.04233834
4732491K20Rik,-2.4713242,-0.5818014,0.013461373816546246,0.03221761062176874,0.01288936627282492,0.06118518518518518,0.020779599,0.030942855
Zfp580,-2.4742262,-1.2971218,0.013352508746439699,0.031962753676332716,0.008592910848549946,0.05662962962962963,0.013724849,0.033395823
Mcm6,-2.4784741,-0.32855666,0.013194568729138881,0.03159031112465132,0.017185821697099892,0.06592592592592593,0.03131437,0.03916819
Smim26,-2.4792266,-0.7766978,0.013166765836724513,0.03152936440894641,0.01611170784103115,0.06462962962962963,0.029938966,0.050756928
Il33,-2.4795904,-2.7394624,0.013153341268517181,0.03150283268429064,0.00322234156820623,0.05107407407407408,0.006760312,0.044303715
Zfp275,-2.4798114,-0.6786818,0.013145185658338096,0.03148610613652564,0.010741138560687433,0.05907407407407408,0.018919155,0.030113714
Rsph14,-2.4805927,-24.263193,0.01311641004030116,0.031419981972264616,0.0,0.04774074074074074,0.0,0.019934842
Kcnab3,-2.482941,-2.778134,0.013030265917858355,0.031216409166623927,0.0021482277121374865,0.05003703703703704,0.0036528145,0.024792952
Riiad1,-2.4831724,-1.1337714,0.013021799996033695,0.031198909130042387,0.007518796992481203,0.05570370370370371,0.012657131,0.027566792
C030013E06Rik,-2.486238,-1.0485611,0.012910159956157581,0.03093694800873577,0.007518796992481203,0.05577777777777778,0.0118778935,0.024415027
Kbtbd4,-2.4868953,-0.5515319,0.01288633150855353,0.030885356135477063,0.01288936627282492,0.061481481481481484,0.021589458,0.031485554
Thop1,-2.48704,-0.8634291,0.012881091481308726,0.03087555112424313,0.00966702470461869,0.05803703703703704,0.017735805,0.032036953
Rhebl1,-2.487199,-1.2337072,0.012875329628882307,0.030864493454194626,0.0053705692803437165,0.05351851851851852,0.010040613,0.023454295
Spag6,-2.487507,-1.7938924,0.012864186545722054,0.030840532876833655,0.00322234156820623,0.05125925925925926,0.0063999924,0.022018887
Mypn,-2.487561,-2.0720673,0.012862242989741047,0.03083862488929615,0.00322234156820623,0.05125925925925926,0.0066161146,0.027529847
Pawr,-2.487594,-3.6048787,0.012861047084432984,0.03083850929490579,0.0010741138560687433,0.049,0.002490025,0.029882466
Gm56637,-2.4890203,-0.5167772,0.012809567185873358,0.030720552506642015,0.011815252416756176,0.06040740740740741,0.020458268,0.029143402
Qpct,-2.4916558,-1.105614,0.012714920883698513,0.030496288864141664,0.00966702470461869,0.05811111111111111,0.017428156,0.03713434
Pdlim1,-2.4918852,-2.3832858,0.012706710450450055,0.03047931706870139,0.00322234156820623,0.051333333333333335,0.00523109,0.026995646
Gm33680,-2.4938138,-2.6986995,0.012637883714417517,0.030316930221087286,0.004296455424274973,0.052444444444444446,0.0067564324,0.043071322
Gm34354,-2.4952133,-3.6147084,0.012588148733731713,0.03020031754244385,0.0010741138560687433,0.04914814814814815,0.0017733847,0.021510208
Amotl1,-2.4964576,-0.2560187,0.01254406916971383,0.030099940935007195,0.021482277121374866,0.07088888888888889,0.03837255,0.04565591
Phf2os1,-2.4972367,-1.0396287,0.012516534168968823,0.030039234826741004,0.00644468313641246,0.05485185185185185,0.011852463,0.024214482
5430400D12Rik,-2.4998434,-0.90270287,0.012424822827563312,0.02982445858286816,0.008592910848549946,0.057185185185185186,0.012778784,0.023759563
Gm12002,-2.5017617,-24.371536,0.012357710917693495,0.029666013790621303,0.0,0.04814814814814815,0.0,0.02147298
Hapln4,-2.504974,-1.493781,0.012246046245722283,0.029408460329123042,0.007518796992481203,0.056074074074074075,0.012313411,0.034297213
H2bc4,-2.5051062,-0.90825236,0.012241466671564555,0.029400090227470466,0.01611170784103115,0.0651111111111111,0.027926002,0.051785126
Alkbh6,-2.5064042,-0.33379257,0.01219661003282062,0.029294977347089482,0.017185821697099892,0.06644444444444444,0.029635206,0.037207957
4930558N01Rik,-2.5098913,-0.5864799,0.012076831720092373,0.02901246922833098,0.010741138560687433,0.059666666666666666,0.018302036,0.027357336
Zfp454,-2.5133083,-24.444859,0.011960479903675587,0.028738093088774303,0.0,0.04837037037037037,0.0,0.02257997
Uqcc6,-2.5135398,-0.94808686,0.011952632486687527,0.0287218060201479,0.00966702470461869,0.058555555555555555,0.015932221,0.03051409
Pigz,-2.5145981,-0.74658453,0.01191681668262423,0.028640864424160382,0.013963480128893663,0.06311111111111112,0.024314696,0.040465757
Zfp93,-2.5162807,-1.4036299,0.01186007103264614,0.02851468402355063,0.0053705692803437165,0.05407407407407407,0.009600401,0.025201485
Scrg1,-2.52039,-2.7841985,0.011722489408201107,0.02819146964990278,0.004296455424274973,0.05296296296296296,0.0070652347,0.04768625
Trappc5,-2.5206628,-0.3222178,0.011713404533721168,0.028172142841128515,0.022556390977443608,0.0724074074074074,0.039190214,0.04876194
1700034H15Rik,-2.5228188,-1.5773675,0.011641839630039886,0.028005034096613406,0.004296455424274973,0.05307407407407407,0.007190518,0.02130702
