names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ProS (for_DEGs),mean_expr_Rest (for_DEGs)
Arhgap24,-2.634661,-1.9123996,0.008422137097165777,0.04996750359921493,0.08196721311475409,0.15849602313810557,0.03941352,0.14091678
A730060N03Rik,-2.6416845,-3.7039933,0.00824948584423264,0.04904014663706511,0.01092896174863388,0.09085321764280549,0.0030935442,0.039583776
Csrp1,-2.6574357,-2.6726663,0.007873763775334896,0.04706741549349247,0.03278688524590164,0.11254519161243673,0.017117558,0.10443405
Dusp10,-2.6607392,-5.0207477,0.007796930793079261,0.04666002904455228,0.00819672131147541,0.08857556037599422,0.002146267,0.0674252
Scg2,-2.6608758,-1.3055483,0.007793769134419928,0.04665149847223512,0.18032786885245902,0.2519884309472162,0.095810406,0.22197317
mt-Cytb,-2.6667907,-1.1904511,0.007657936579778066,0.04593052587023139,0.24863387978142076,0.31080983369486626,0.14583047,0.30624276
Lonrf3,-2.6683872,-2.9501853,0.007621637039114976,0.04578434769528714,0.01639344262295082,0.09743311641359363,0.00805978,0.06066373
Elovl7,-2.6746564,-1.4991894,0.007480587696977436,0.04505525161482756,0.12021857923497267,0.19696312364425161,0.06554967,0.17521809
Aspa,-2.674858,-2.0679467,0.007476090982777088,0.04504093379085658,0.08196721311475409,0.15809833694866232,0.048749704,0.19017969
St3gal1,-2.674949,-1.2164338,0.00747406100331675,0.04503880223348757,0.11202185792349727,0.18973246565437454,0.053491294,0.12016537
Col26a1,-2.6875396,-1.7720344,0.007198059170915819,0.04353181407213776,0.05737704918032787,0.13749096167751265,0.02817125,0.09311033
Camk1,-2.6893702,-1.2885416,0.007158698725320523,0.04334254951540389,0.10655737704918032,0.18684020245842373,0.049841177,0.11763878
Bmp1,-2.7024875,-1.1200464,0.006882279611419151,0.04183865456082185,0.12568306010928962,0.20574837310195226,0.06052713,0.12717971
Dgka,-2.706383,-1.8930995,0.006802057140914424,0.04139779736724135,0.04644808743169399,0.1281995661605206,0.01926441,0.06975743
Atp2b4,-2.708308,-0.69617295,0.006762725720181691,0.04119574701910724,0.42896174863387976,0.4462762111352133,0.29347897,0.43994775
Sox10,-2.7092931,-3.0193613,0.006742674127452059,0.04108291469492898,0.030054644808743168,0.11099060014461316,0.014252062,0.110095106
Gm5468-1,-2.7202122,-0.8324699,0.006524003404714359,0.03992256239687425,0.1366120218579235,0.21890817064352855,0.07315583,0.12676859
Gpc4,-2.7219942,-0.7718416,0.006488929741943958,0.03972602920164824,0.2540983606557377,0.3209327548806941,0.16218221,0.26285467
Ddr1,-2.7308776,-1.148145,0.0063165914057164586,0.03877697305725411,0.16120218579234974,0.23908170643528562,0.0856398,0.18079302
Mink1,-2.7337132,-0.6803072,0.006262458181929501,0.03847102225616043,0.4644808743169399,0.47415039768618944,0.2545459,0.38152656
Hs3st1,-2.7397418,-1.070924,0.006148748597311344,0.03785037223591199,0.14754098360655737,0.22631959508315258,0.077395916,0.15619053
Glcci1,-2.742226,-0.5175831,0.0061024343865417035,0.03759972757770593,0.5300546448087432,0.5324295010845987,0.36622664,0.4905125
Lrp4,-2.7476628,-3.0004609,0.006002171095482522,0.037041418772534536,0.02185792349726776,0.10480838756326825,0.010948465,0.084430404
Tuba1a,-2.748908,-1.1168776,0.005979414055812005,0.036909454555402836,0.3743169398907104,0.4123644251626898,0.2105207,0.41091016
Eef1a1,-2.7502024,-0.8089555,0.0059558481482199326,0.036772435602635475,0.5355191256830601,0.5505422993492408,0.3820185,0.59612614
Calcrl,-2.7507746,-2.451996,0.005945453757578487,0.03671669557943782,0.04371584699453552,0.12584960231381057,0.02001317,0.10490916
Grk5,-2.7606206,-0.8840388,0.005769164678024778,0.03578426936715738,0.2185792349726776,0.2925162689804772,0.11957019,0.21058972
Crlf1,-2.7653909,-2.6049955,0.005685463227804884,0.03533527301146749,0.02185792349726776,0.10585683297180043,0.010187269,0.060431752
Nrg2,-2.7667859,-0.54581845,0.0056611939621259155,0.035212102259797075,0.5491803278688525,0.5196312364425163,0.38252956,0.5189563
