names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_COAp Grxcr2 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Adamtsl1,-3.4621181,-2.400851,0.0005359419805206989,0.0387499210080273,0.17857142857142858,0.41155156950672644,0.114143744,0.4938177
Usp3,-3.4660249,-1.347459,0.0005282142748925752,0.03835977720638783,0.21428571428571427,0.4894708520179372,0.19056915,0.42801902
Dlg2,-3.4665143,-0.7516598,0.0005272536126902676,0.03835977720638783,0.8571428571428571,0.9556591928251121,3.2168972,3.7215004
Mrtfa,-3.4666636,-1.0094162,0.0005269608536021897,0.03835977720638783,0.42857142857142855,0.6410403587443946,0.41086861,0.7045354
Fars2,-3.4688618,-1.0081103,0.0005226682839083572,0.038267293701955196,0.42857142857142855,0.6812914798206278,0.473202,0.796188
Raver2,-3.471931,-1.9161267,0.000516729379741517,0.037935842714903176,0.17857142857142858,0.42256502242152466,0.1258106,0.4094461
Nt5dc3,-3.4759789,-1.9476753,0.0005089926076233629,0.037470222922848656,0.14285714285714285,0.4050941704035874,0.08975794,0.30914354
Gm10754,-3.4765263,-2.9853792,0.0005079545702044337,0.037470222922848656,0.05357142857142857,0.32143497757847533,0.048522558,0.33199286
Meg3,-3.47714,-0.98193085,0.0005067930570440511,0.037470222922848656,0.7321428571428571,0.9142600896860986,2.6078281,3.2513804
Slc35f4,-3.4787576,-1.1784284,0.0005037441611252303,0.0373911757166711,0.375,0.5935784753363229,0.43095794,0.7971951
Ubr3,-3.479529,-0.9603307,0.0005022961028236333,0.037386970312662124,0.5357142857142857,0.7933632286995516,0.8002271,1.2195258
Amy1,-3.481362,-1.2423373,0.0004988705723473998,0.03723514521937398,0.26785714285714285,0.5175964125560538,0.21861131,0.45620984
Otud7b,-3.4822414,-1.167301,0.0004972352982817607,0.03721646926136744,0.25,0.5219372197309418,0.24423604,0.48324096
Dab2ip,-3.4823077,-1.8685731,0.0004971120844326748,0.03721646926136744,0.03571428571428571,0.31289686098654707,0.057473242,0.19558614
Lrfn5,-3.4883711,-1.0148774,0.0004859728055997322,0.036577280914467235,0.6428571428571429,0.8589775784753363,1.6801287,2.2847297
Tcf20,-3.488529,-0.91366243,0.0004856864040025263,0.036577280914467235,0.5178571428571429,0.7336681614349776,0.6634488,1.0201359
Ankrd44,-3.4923778,-2.720407,0.0004787408474399717,0.036235962171019834,0.08928571428571429,0.3532556053811659,0.060013514,0.34191036
E130307A14Rik,-3.4925685,-0.8842533,0.00047839898510331424,0.036235962171019834,0.4642857142857143,0.6786726457399103,0.5073157,0.79739755
Gm28307,-3.492892,-4.5655117,0.0004778198258401481,0.036235962171019834,0.017857142857142856,0.2878206278026906,0.012446778,0.2597178
Snd1,-3.4933398,-1.0281445,0.0004770189926327643,0.036235962171019834,0.48214285714285715,0.6654349775784754,0.44381258,0.7604749
Hs2st1,-3.5048115,-0.89551663,0.00045693046130922083,0.03497926351959762,0.42857142857142855,0.6376322869955157,0.42273667,0.68246704
Usp24,-3.5059729,-1.1189104,0.0004549415285278572,0.03492651106155292,0.4107142857142857,0.6442690582959641,0.36905405,0.6777452
Schip1,-3.5167313,-0.9168124,0.0004368957890598821,0.03363722020641556,0.6607142857142857,0.833829596412556,1.45698,1.976422
Trpc5,-3.5209286,-1.2708483,0.000430038544673508,0.03320441291775046,0.32142857142857145,0.5631210762331839,0.36523703,0.7245502
Phf21a,-3.5225875,-0.96679336,0.0004273559845253242,0.03318802111039151,0.5178571428571429,0.7740269058295964,0.738781,1.1432706
Txndc16,-3.5259967,-1.5563897,0.000421892296190236,0.03285868405400476,0.26785714285714285,0.5073004484304933,0.16937208,0.43361467
Ndst1,-3.5262787,-2.6952345,0.00042144324583472174,0.03285868405400476,0.03571428571428571,0.3087713004484305,0.032751057,0.1952597
Gng12,-3.5267265,-1.6262828,0.0004207309654735894,0.03285868405400476,0.08928571428571429,0.376609865470852,0.11133852,0.3101175
Arhgef25,-3.5276392,-1.9505191,0.00041928350002079463,0.03285868405400476,0.14285714285714285,0.4095067264573991,0.08982635,0.3098803
Mapk10,-3.5338933,-0.8275413,0.0004094862794693367,0.03226655815056034,0.6607142857142857,0.8124843049327354,1.3315803,1.7827208
Sdk1,-3.5377254,-1.7482675,0.00040358929981707523,0.03189542495907298,0.21428571428571427,0.464932735426009,0.21361002,0.58781
Fgfr2,-3.5407698,-0.9464333,0.00039896154471369866,0.031622704148840955,0.39285714285714285,0.6421165919282511,0.4244449,0.7025743
Rph3a,-3.5452821,-1.5453695,0.00039219300637445136,0.0311781836724305,0.14285714285714285,0.42173991031390134,0.14801058,0.38227913
Prkag2,-3.5500433,-0.9637258,0.00038516764019617093,0.030710547454216953,0.4642857142857143,0.6644304932735426,0.5616244,0.90406215
Thsd7a,-3.5523577,-1.3224496,0.0003817955109504606,0.030623419042504107,0.32142857142857145,0.5795874439461883,0.42998937,0.85168344
Chn2,-3.5565798,-4.471885,0.00037571447302526477,0.03022589188679301,0.017857142857142856,0.2930582959641256,0.015483047,0.2973261
Csrnp3,-3.5673714,-0.85223716,0.000360580335613565,0.029183113307037625,0.5714285714285714,0.7193542600896861,0.71979254,1.0656784
Dennd2b,-3.57088,-3.1032767,0.00035578381050728057,0.028969427237365543,0.05357142857142857,0.327390134529148,0.029900799,0.23177671
Bmt2,-3.572622,-1.1352158,0.00035342478408482736,0.028864814432703074,0.2857142857142857,0.5451838565022421,0.24905202,0.48316196
Galnt1,-3.5734515,-1.3106833,0.0003523065871838622,0.02886121340740969,0.14285714285714285,0.428304932735426,0.15060039,0.33873674
Tead1,-3.575807,-1.7743812,0.0003491489241906865,0.02869000487157109,0.17857142857142858,0.4449865470852018,0.14905904,0.43817937
Rps6ka5,-3.5760312,-1.4645803,0.00034885010584704814,0.02869000487157109,0.2857142857142857,0.5332017937219731,0.22869931,0.53601074
Ppp1r12a,-3.57667,-0.79648453,0.0003479992335345398,0.02869000487157109,0.6071428571428571,0.7771838565022422,0.79576737,1.1353545
Hs3st4,-3.5770762,-1.5420786,0.0003474587804776461,0.02869000487157109,0.4107142857142857,0.6055964125560538,0.5433036,1.1319325
Sorcs1,-3.5786607,-1.7779896,0.0003453596022695169,0.02869000487157109,0.21428571428571427,0.4655067264573991,0.24161264,0.6612862
Tex2,-3.5819454,-1.7206647,0.0003410451197707643,0.028547920150281736,0.17857142857142858,0.44921973094170403,0.11760428,0.34452635
Luzp1,-3.5905306,-1.068109,0.00033000556814565533,0.027710155050230494,0.26785714285714285,0.5400896860986547,0.276117,0.5108746
Slc44a5,-3.5927536,-1.1921865,0.0003272020201091792,0.02756087235214309,0.39285714285714285,0.6100089686098654,0.43898773,0.8150727
Fam168a,-3.593218,-0.92679155,0.00032661902651835213,0.02756087235214309,0.5535714285714286,0.7695067264573991,0.7370168,1.1221839
Ppp1r12b,-3.5941553,-0.99480045,0.0003254455875221551,0.02756087235214309,0.5,0.6940986547085202,0.5154852,0.8518801
Ell2,-3.597382,-1.4264557,0.0003214361507670032,0.027387191455804132,0.08928571428571429,0.37524663677130043,0.12021259,0.2951568
Esyt2,-3.5978963,-0.8233138,0.00032080140251927275,0.027387191455804132,0.5535714285714286,0.7157309417040358,0.6597362,0.9757627
Plxna2,-3.6013386,-0.98779744,0.0003165828002814917,0.027177571385187484,0.48214285714285715,0.6582959641255606,0.49680138,0.82245076
Dkk3,-3.6041672,-2.0652766,0.00031315535708869045,0.02696950142619587,0.08928571428571429,0.3642690582959641,0.0808997,0.3020655
Setbp1,-3.612545,-0.8128375,0.0003032064139533749,0.026196644189476478,0.6071428571428571,0.7784753363228699,1.0288374,1.4250754
Bcas3,-3.612769,-0.92081594,0.0003029445593515778,0.026196644189476478,0.5535714285714286,0.7632645739910314,0.707244,1.0807666
Brd9,-3.613076,-1.2333167,0.0003025860655024069,0.026196644189476478,0.2857142857142857,0.544645739910314,0.24198733,0.49693283
Hipk2,-3.6148262,-1.3142637,0.0003005492627536803,0.026196644189476478,0.32142857142857145,0.5688968609865471,0.28916278,0.6064069
Ccbe1,-3.6281312,-2.6219978,0.00028548034537930226,0.025068159739679255,0.03571428571428571,0.31946188340807175,0.05749292,0.31064105
Phf8,-3.632237,-1.5951598,0.0002809748813272676,0.024753426430372722,0.17857142857142858,0.46299551569506725,0.13178682,0.35458803
Rnf146,-3.638989,-2.5258543,0.00027371048473215874,0.024192765541951003,0.08928571428571429,0.36609865470852015,0.04619079,0.24079423
Nf1,-3.640623,-0.8471739,0.0002719790442997711,0.02411906574367937,0.6071428571428571,0.7973811659192825,0.8509627,1.2278932
Rapgef6,-3.6415188,-0.9500461,0.00027103419023711715,0.02411486321745476,0.5,0.7174887892376681,0.6075708,0.9612753
Tbc1d24,-3.649938,-2.1023843,0.00026230341270720866,0.023415590363597,0.16071428571428573,0.4184035874439462,0.07804895,0.29905486
Tfdp2,-3.6511161,-1.280881,0.00026110320309023104,0.023386143556781692,0.32142857142857145,0.5779013452914799,0.27347806,0.56773317
Fbn2,-3.6591704,-3.6610894,0.0002530330976344662,0.02273912820547862,0.05357142857142857,0.32721076233183854,0.025583524,0.28353298
Opcml,-3.6600661,-0.91406596,0.00025215009642800466,0.02273581574167948,0.7857142857142857,0.9262780269058296,2.519922,3.1150165
Khdrbs3,-3.6689167,-1.106922,0.00024358033012794578,0.022037048722349843,0.5714285714285714,0.6750134529147982,0.690872,1.1455193
Srrm4,-3.6689916,-1.2734023,0.00024350922138503963,0.022037048722349843,0.35714285714285715,0.5697937219730942,0.29123822,0.5973266
Cwc27,-3.6707084,-1.2247555,0.00024187908521213587,0.022031494981864717,0.35714285714285715,0.5960538116591928,0.29591325,0.59045523
Cntnap5c,-3.6845112,-1.6435629,0.00022914203907154783,0.02094233533963432,0.25,0.5088430493273542,0.30933303,0.7573583
Mef2a,-3.6856308,-0.88592213,0.0002281367813946683,0.020921622239162926,0.5535714285714286,0.7503856502242152,0.6846432,1.035546
Hdac8,-3.6891396,-1.0487514,0.0002250137122639361,0.020705885097712203,0.44642857142857145,0.6628161434977579,0.45270485,0.78137535
Trim2,-3.6892142,-0.85960287,0.00022494770206952998,0.020705885097712203,0.6071428571428571,0.7954798206278026,0.9187692,1.3172278
Phactr3,-3.6924908,-1.0010037,0.00022206842885035696,0.020575788562789972,0.375,0.6288430493273542,0.391185,0.6719904
Dnajc1,-3.6956677,-1.0038937,0.00021930969355755023,0.020390489501354237,0.5,0.7530403587443946,0.6964176,1.104772
Mmp16,-3.6989357,-0.97463685,0.00021650532316742089,0.020199645949682637,0.6071428571428571,0.7890941704035874,1.0972518,1.5937703
Fbxl17,-3.699027,-0.87086487,0.00021642751384318653,0.020199645949682637,0.625,0.8187264573991031,1.0685567,1.5029858
Pex5l,-3.701756,-1.1214286,0.00021411240803485588,0.02011608532830971,0.625,0.7808789237668161,1.114503,1.6966809
Zfhx4,-3.7025774,-4.565343,0.0002134203297611079,0.02011608532830971,0.03571428571428571,0.31433183856502245,0.013664822,0.28197572
Acbd6,-3.7030666,-1.2112672,0.00021300887864933953,0.02011608532830971,0.35714285714285715,0.6034798206278027,0.2993916,0.5923131
Oxct1,-3.703523,-0.97337097,0.00021262599348795085,0.02011608532830971,0.44642857142857145,0.7125739910313902,0.5360089,0.87229633
Ip6k1,-3.7059948,-1.0617392,0.00021056266507416533,0.02011608532830971,0.35714285714285715,0.6298116591928251,0.34958547,0.6278372
Astn2,-3.7081597,-1.3145347,0.00020877098323920207,0.020106366737051466,0.42857142857142855,0.6354439461883408,0.55441755,1.0448055
Msra,-3.7100842,-1.017397,0.00020719040726162557,0.020025921737841294,0.5714285714285714,0.7419192825112108,0.8990713,1.3737123
Mtmr1,-3.712133,-1.2955598,0.00020551999579422053,0.01993618154148269,0.19642857142857142,0.4897937219730942,0.1773272,0.38951874
Mdga2,-3.714978,-0.9830932,0.00020322132698378107,0.01978462701468912,0.7321428571428571,0.913219730941704,2.130897,2.751859
Ophn1,-3.7225761,-1.3557541,0.00019720041768815131,0.019268273539202276,0.35714285714285715,0.6054170403587444,0.299671,0.6388287
Rcan2,-3.7281337,-2.788617,0.00019290305154313827,0.01891717151446761,0.08928571428571429,0.368,0.056667775,0.33851576
Kmt2a,-3.7354913,-0.9337776,0.000187349127553209,0.01843982072291108,0.5,0.7413811659192825,0.6283722,0.9823189
Fhod3,-3.7444413,-2.3083367,0.00018079560913109981,0.017860213299090634,0.08928571428571429,0.38123766816143495,0.0882227,0.37626496
Safb,-3.7531261,-1.4826818,0.00017464298751300035,0.017380211386941926,0.14285714285714285,0.44007174887892375,0.12902758,0.3256183
Crtac1,-3.753234,-1.8007472,0.00017456784643670297,0.017380211386941926,0.19642857142857142,0.4685560538116592,0.14180076,0.42577618
Tmem178,-3.7546108,-1.3622843,0.00017361102170635855,0.017380211386941926,0.23214285714285715,0.5073721973094171,0.21650659,0.48333392
Gnaq,-3.7562697,-0.73574835,0.00017246477192314774,0.017356286223127265,0.6785714285714286,0.8271569506726457,1.0572035,1.4177651
Sh3d19,-3.7742696,-1.6073852,0.0001604771450759452,0.016210604842821982,0.30357142857142855,0.5431390134529148,0.22004418,0.5595937
Klf12,-3.7757046,-1.1033788,0.000159555991447255,0.016210604842821982,0.5,0.7174170403587444,0.64635885,1.082531
Dennd1b,-3.781146,-1.2096318,0.0001561080724195549,0.016010014908066566,0.375,0.6278026905829597,0.36020538,0.69458604
Map3k3,-3.7818925,-1.0470091,0.00015564054228120867,0.016010014908066566,0.32142857142857145,0.5974170403587444,0.3247609,0.5837893
Nfkb1,-3.7871432,-1.607728,0.00015238928890512303,0.01574884689569483,0.21428571428571427,0.4972914798206278,0.15944135,0.42318293
Gpc5,-3.7874086,-1.4204247,0.00015222663829009395,0.01574884689569483,0.3392857142857143,0.6146367713004485,0.6189705,1.1920807
Tnrc6b,-3.7917302,-0.85038817,0.000149601365492075,0.01558057632082192,0.625,0.8064932735426009,0.881489,1.267031
Fto,-3.7919292,-0.9872727,0.00014948146463399415,0.01558057632082192,0.5,0.7426726457399103,0.593435,0.95787907
Tenm4,-3.7936795,-0.9393185,0.00014843122352026615,0.015579480374959187,0.625,0.7486995515695067,1.0990037,1.5764008
Nol4,-3.8028452,-0.97741455,0.00014304366942928168,0.015072876068881563,0.5714285714285714,0.7321255605381166,0.71787775,1.120875
Slc44a1,-3.815586,-0.96437335,0.00013586001286046033,0.014429085160318454,0.5357142857142857,0.710457399103139,0.5748418,0.92259043
Orc3,-3.8181825,-1.876277,0.00013443846467622178,0.014334768039087616,0.14285714285714285,0.4410403587443946,0.10170078,0.3314712
Cnot4,-3.8239558,-1.0405253,0.00013132751936398556,0.014058846395658534,0.5,0.7466905829596413,0.6151489,1.0109774
Arhgap23,-3.8254156,-1.5328667,0.00013055165870379343,0.014031692277483718,0.14285714285714285,0.4577578475336323,0.16569355,0.4196708
Kif13a,-3.8287833,-2.03175,0.0001287783322591099,0.013896681878724027,0.17857142857142858,0.45460089686098654,0.11873007,0.41573513
Tmcc3,-3.8345814,-1.9490665,0.00012577831599366166,0.013627674801410037,0.21428571428571427,0.4872825112107623,0.17211112,0.5453311
Pcsk5,-3.8402882,-1.8448137,0.00012288993229728592,0.013368633525619726,0.17857142857142858,0.46364125560538116,0.19438004,0.5713781
Mcu,-3.8426273,-1.2758665,0.00012172419503900963,0.01329564683210646,0.3392857142857143,0.6218834080717489,0.35355362,0.7065467
P4ha1,-3.8493214,-1.3795437,0.00011844554215526264,0.013043572613573392,0.19642857142857142,0.48297757847533634,0.17472751,0.40329725
Grm3,-3.851088,-1.6427501,0.00011759416636703331,0.013003108025852613,0.35714285714285715,0.5780807174887892,0.39379305,0.9190642
Chd7,-3.8575084,-5.0493917,0.00011454877070139042,0.012718700284075872,0.03571428571428571,0.3254170403587444,0.012102419,0.33875558
Hivep3,-3.8595738,-0.957818,0.00011358497076090339,0.012664017279441801,0.5892857142857143,0.7826726457399104,0.8948413,1.3377666
Mast2,-3.8646336,-1.1800601,0.00011125607558705473,0.012456044795934004,0.375,0.6461345291479821,0.3914402,0.7350553
Arhgap5,-3.866193,-1.1411308,0.00011054744725493685,0.012428493337824907,0.4642857142857143,0.6926995515695067,0.47853503,0.8559305
Prkcb,-3.869121,-1.1662788,0.00010922837321397916,0.01233179154730933,0.5178571428571429,0.7987443946188341,0.94137585,1.5060786
Slc8a1,-3.8717008,-0.856665,0.00010807856073670264,0.012253463826983967,0.75,0.8772735426008968,1.7452266,2.257611
Fbn1,-3.871734,-4.8342447,0.00010806384681038878,0.012253463826983967,0.017857142857142856,0.31508520179372196,0.008729001,0.22322373
Ntrk2,-3.873277,-1.0078756,0.00010738173277514909,0.012253463826983967,0.5535714285714286,0.7816322869955157,0.90053713,1.3706341
Plcxd3,-3.8781044,-2.4464126,0.0001052735259926126,0.012088460014621797,0.10714285714285714,0.3935067264573991,0.09727001,0.44264585
Pvt1,-3.8873863,-1.3595705,0.00010132939785221198,0.011685497511969681,0.23214285714285715,0.5357847533632287,0.23584701,0.5202996
Gapvd1,-3.8997622,-1.1069958,9.628718384445307e-05,0.011200158570997636,0.42857142857142855,0.6854887892376682,0.44364253,0.78969127
Mtmr3,-3.9005668,-1.0909058,9.59677125528531e-05,0.011200158570997636,0.42857142857142855,0.6848430493273543,0.43690142,0.7733777
Lmbrd1,-3.9054441,-1.1255414,9.405244468541548e-05,0.011084163108320675,0.30357142857142855,0.601542600896861,0.3089933,0.5821845
Rev3l,-3.9068296,-1.0065991,9.351509972607057e-05,0.011069386474182891,0.5535714285714286,0.7437847533632287,0.639299,1.0290862
Chd6,-3.9090858,-1.0560745,9.264610523961834e-05,0.011015047999064356,0.4642857142857143,0.7229058295964126,0.5315297,0.89961934
Dip2a,-3.9094672,-2.1721256,9.249989900754873e-05,0.011015047999064356,0.16071428571428573,0.4451659192825112,0.09659082,0.37640664
Ssh2,-3.9156635,-0.99651575,9.015592721558057e-05,0.0108146864476904,0.6071428571428571,0.8145650224215246,0.91020477,1.3768767
Arhgef12,-3.9214864,-0.99129814,8.800439255201347e-05,0.010603937344720189,0.5,0.7287533632286995,0.5723086,0.9303618
Hexb,-3.9217353,-1.0431807,8.791353623376385e-05,0.010603937344720189,0.375,0.6799282511210762,0.52056557,0.8785725
Agbl4,-3.9316974,-1.1616249,8.434818930395034e-05,0.010301981120896116,0.6071428571428571,0.7533991031390135,1.0263506,1.6106985
Vxn,-3.9343684,-1.9621823,8.341577252618382e-05,0.010234620126842738,0.07142857142857142,0.38389237668161436,0.08998607,0.31253874
Camta1,-3.9379103,-0.9541481,8.219432348417394e-05,0.010131015926696118,0.5892857142857143,0.7737040358744395,0.798365,1.2141329
U2surp,-3.9440567,-1.0103354,8.011469207439917e-05,0.009920192516309243,0.2857142857142857,0.601542600896861,0.3239965,0.57142425
Neto1,-3.9492245,-1.182584,7.840481849414424e-05,0.00975341422656322,0.5178571428571429,0.692304932735426,0.64258605,1.1138328
Adam23,-3.9613514,-1.0564047,7.452673296743684e-05,0.009314108441093153,0.4642857142857143,0.6705291479820628,0.51058257,0.86947507
Asap2,-3.9693146,-1.6979277,7.20796862223448e-05,0.009050379293431797,0.14285714285714285,0.4505829596412556,0.13754836,0.3909621
Zswim6,-3.9697044,-1.0737028,7.196185622019392e-05,0.009050379293431797,0.44642857142857145,0.7140807174887892,0.59564066,0.99832696
Etv1,-3.971554,-1.7730666,7.140526926694947e-05,0.009050281062277982,0.17857142857142858,0.46640358744394617,0.17674746,0.50727713
Camk4,-3.9778664,-1.3382498,6.953638899678058e-05,0.008855179015845944,0.42857142857142855,0.627085201793722,0.4455139,0.88343596
Dscam,-3.9790277,-1.0592481,6.919765325245253e-05,0.00885400448996857,0.6071428571428571,0.7570941704035874,1.0097959,1.5339413
Grik3,-3.9793513,-3.6707761,6.910356954277642e-05,0.00885400448996857,0.07142857142857142,0.3625829596412556,0.03343624,0.3597875
Bach2,-3.9809854,-1.3673404,6.863017304077515e-05,0.00885400448996857,0.4107142857142857,0.6177578475336323,0.3581221,0.7471764
Nell1,-3.98179,-1.8209099,6.839820830070232e-05,0.00885400448996857,0.21428571428571427,0.5050044843049327,0.28872707,0.78051907
Tle4,-3.9958332,-1.6240699,6.44671302509327e-05,0.008408892183701755,0.3392857142857143,0.5838923766816143,0.28283128,0.69693506
Grb14,-4.0002627,-1.7480129,6.327223641018472e-05,0.00829329264556909,0.23214285714285715,0.5176681614349776,0.19142829,0.53571284
Cdkal1,-4.001656,-1.0477362,6.290067088996688e-05,0.00828500503339907,0.39285714285714285,0.6705650224215247,0.43218353,0.75028956
Parp8,-4.003813,-1.4549259,6.232969847415439e-05,0.008250241369460731,0.35714285714285715,0.5926457399103139,0.30287692,0.6779196
Nbas,-4.004617,-1.3452545,6.211794132840401e-05,0.008250241369460731,0.3392857142857143,0.6281255605381166,0.31317312,0.65978616
Osbp2,-4.013783,-1.4205586,5.975323804269414e-05,0.007987907991080555,0.2857142857142857,0.5631569506726457,0.253208,0.5717427
Clasp2,-4.015575,-0.9429275,5.9301069725024765e-05,0.007967098717557077,0.6071428571428571,0.8318565022421525,0.9750072,1.4289411
C130071C03Rik,-4.016222,-1.1007917,5.9138584488446075e-05,0.007967098717557077,0.5357142857142857,0.777542600896861,0.8558141,1.3615983
Depdc5,-4.023488,-1.3425055,5.734247141772657e-05,0.0077817788232036,0.26785714285714285,0.5590313901345292,0.22882654,0.50201327
Sox2ot,-4.034421,-2.3754668,5.4737159991679086e-05,0.007465926339981812,0.17857142857142858,0.46733632286995513,0.21283825,0.8023407
Rsrc1,-4.041206,-1.1833025,5.31770348673078e-05,0.007290137382064085,0.39285714285714285,0.6571121076233184,0.37602577,0.71130925
Chchd3,-4.055025,-1.1808697,5.01289112866636e-05,0.00694311260965284,0.4107142857142857,0.6821165919282511,0.4338,0.80258495
9330159F19Rik,-4.0725274,-1.1804124,4.6505755699026064e-05,0.00647466142814938,0.39285714285714285,0.6562152466367713,0.39316353,0.7379505
Asap1,-4.084447,-1.1714283,4.4181919081109114e-05,0.006183167529736468,0.48214285714285715,0.7024215246636771,0.60000956,1.0479294
Arhgap39,-4.0992947,-1.1278733,4.144110584711017e-05,0.005829960806868326,0.375,0.6828340807174887,0.48490244,0.8602311
Arid1b,-4.1108828,-0.9630634,3.941495633305655e-05,0.005574104614048576,0.5892857142857143,0.7862600896860986,0.81389004,1.2383198
Rb1,-4.1140428,-1.4512239,3.887890558058247e-05,0.005527387264287042,0.35714285714285715,0.608,0.27733338,0.6280391
Reps1,-4.1162825,-1.7276956,3.850322436246366e-05,0.0055030938224436094,0.19642857142857142,0.500304932735426,0.1429355,0.41138333
Nr3c1,-4.1250005,-1.1812161,3.7073405974540744e-05,0.005327071756876523,0.35714285714285715,0.6259013452914798,0.360843,0.6858152
2610035D17Rik,-4.1344814,-1.6190087,3.5575700407464886e-05,0.00516713010783017,0.21428571428571427,0.5122511210762332,0.18085396,0.4755649
Enpp2,-4.137965,-3.202907,3.503993899675067e-05,0.005116973700232013,0.125,0.4202690582959641,0.070872,0.5165779
Enox2,-4.143556,-2.113997,3.419615231096916e-05,0.005021041598883832,0.125,0.44566816143497756,0.10831873,0.40228465
