names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
B3galt1,8.893998,1.373046,5.894865399263197e-19,2.879909695967311e-16,0.8666666666666667,0.8520030071957899,2.7538197,1.8985565
Kcnb2,8.606027,2.044366,7.563663083469453e-18,3.3872604508804035e-15,0.7777777777777778,0.7705939211685103,2.9490542,1.6836241
Ebf3,8.550716,6.643805,1.2232687690518525e-17,5.301489003939239e-15,0.5333333333333333,0.01893817348655712,1.0471079,0.018325698
Cacna2d1,8.257492,1.3416001,1.4876533221570343e-16,5.329765968847935e-14,0.8777777777777778,0.8260480435327391,2.7274525,1.8931228
Rbms3,8.115666,2.6108143,4.831274358242767e-16,1.5989428455360771e-13,0.7111111111111111,0.5101134858411198,1.9135867,0.6656699
Astn2,7.975276,2.0191765,1.5204076297443249e-15,4.590264383284271e-13,0.7555555555555555,0.6335517130276017,2.1288326,1.0391508
Fndc3b,7.622382,2.5028205,2.4903672956674334e-14,6.139098094915957e-12,0.6777777777777778,0.5353166505566892,1.5326462,0.4950123
Gria4,7.4436088,1.4233948,9.797141622708471e-14,2.2891234382797965e-11,0.8555555555555555,0.7909998926001504,2.551342,1.687963
Nrxn1,7.3543916,0.56966513,1.9179852336492915e-13,4.122901058252517e-11,0.9333333333333333,0.9668492464110551,4.0061374,3.6200488
Dync1i1,7.3450537,1.5372915,2.056765335843053e-13,4.386133696357368e-11,0.7444444444444445,0.7167149965990047,2.0154169,1.1758146
Trp73,7.151637,7.549692,8.57490219484958e-13,1.5673987889497157e-10,0.4444444444444444,0.01460637955106863,0.8601371,0.0072508845
Ank3,7.02142,0.69119656,2.1962420641210736e-12,3.642779275489706e-10,0.9,0.8914187520137472,2.8903277,2.4448032
Kcnq5,6.9321117,1.4384313,4.146038562124616e-12,6.223690288507734e-10,0.8111111111111111,0.7811907063330111,2.704156,1.8154874
Gm29683,6.8841558,4.881314,5.8131232363955766e-12,8.26447732073805e-10,0.4666666666666667,0.07947588873375577,1.0392392,0.060145944
Ntrk2,6.862582,1.0114465,6.7626707392900305e-12,9.395367973982881e-10,0.8111111111111111,0.7798303082375685,1.9299016,1.3663847
Fmn1,6.762546,2.1829653,1.3558752991923519e-11,1.7946979945467237e-09,0.6444444444444445,0.5288010596785164,1.5049307,0.5718967
Rbms1,6.7352433,2.6289797,1.6365587268945116e-11,2.114150624598823e-09,0.6,0.395410446425375,1.2907258,0.3549008
Ctnna2,6.5164423,0.6938916,7.199443739696383e-11,8.410828403723557e-09,0.9,0.8856191601331758,2.918943,2.4707718
Slc2a13,6.354068,1.3436993,2.0969442364830606e-10,2.2096035935019543e-08,0.7222222222222222,0.6615114738839366,1.612689,0.9487407
Ncoa1,6.2571898,1.0088568,3.9197631716617623e-10,3.90089023787228e-08,0.7666666666666667,0.7856299001181398,1.7539732,1.2161419
Nfib,6.1639924,0.92520726,7.093343049251886e-10,6.617990546298547e-08,0.7777777777777778,0.8168116564636809,2.2542734,1.7031257
Lsamp,6.1354628,0.4745961,8.491173122603858e-10,7.78695637557562e-08,0.9333333333333333,0.9728994379407869,4.394558,4.070396
Dnm3,6.11079,1.2303815,9.913939484699847e-10,8.705475619408003e-08,0.7777777777777778,0.7265599828160241,1.7665473,1.1208171
Nrg1,6.0356483,1.1884278,1.5832587169887795e-09,1.2852616835495016e-07,0.8555555555555555,0.8481724125586224,3.0284579,2.2647603
Gpm6a,6.0328684,0.62491256,1.610746874388097e-09,1.3036376058677158e-07,0.8888888888888888,0.8915977517631475,2.3795874,1.9953978
Vmn2r1,5.9532375,5.5221157,2.6288967501117985e-09,1.9786682262045944e-07,0.3888888888888889,0.04099094261268034,0.62723196,0.018806731
Epha3,5.9002304,1.4809153,3.629941796641913e-09,2.604474304676184e-07,0.6888888888888889,0.5928113700640819,1.579245,0.867003
Cep112,5.872301,1.9764853,4.2978693086653484e-09,3.031069509812019e-07,0.6111111111111112,0.488275516414277,1.3202257,0.5290626
Tenm4,5.7794886,0.94641316,7.492800707786239e-09,4.910525732151615e-07,0.7777777777777778,0.746894354347904,2.1215901,1.5709424
Pcbp3,5.765354,2.1335578,8.148644193615444e-09,5.263318977943437e-07,0.5777777777777777,0.47889592954569865,1.1166269,0.38404924
Sgip1,5.654949,0.56562275,1.5589256317157048e-08,9.471657642225302e-07,0.7888888888888889,0.8135180610747145,1.8988049,1.57616
Cntn5,5.644893,1.2082648,1.6528386213587118e-08,9.891263642741332e-07,0.8444444444444444,0.765796727884581,2.5537386,1.8133222
Kcnc2,5.5991817,1.4186906,2.1536579275584073e-08,1.2498658426240692e-06,0.7222222222222222,0.6022625568324205,1.7741727,1.0406743
Gpr158,5.579442,1.0650264,2.4129120371359506e-08,1.3736217465644703e-06,0.7444444444444445,0.7514767479325529,1.9790376,1.3814018
Srgap3,5.5370326,0.996341,3.0763906512668266e-08,1.6939060819577795e-06,0.7333333333333333,0.7493645508896287,1.6717529,1.1525446
Hs6st3,5.5053315,1.2017617,3.68473758468355e-08,1.9801779780089396e-06,0.8555555555555555,0.793326889342355,2.7292826,1.9777284
Lingo2,5.367056,0.86004585,8.003228562016145e-08,3.974986163796189e-06,0.8888888888888888,0.8827909640926502,3.1891568,2.6260474
Plekha7,5.3484907,2.8493931,8.869072436249159e-08,4.325081240689925e-06,0.4888888888888889,0.29731858375398273,0.9785445,0.20735003
Elavl4,5.300228,1.3901738,1.1565820089088546e-07,5.442044696305902e-06,0.6444444444444445,0.5378942469480543,1.1369857,0.5921172
Ralgapa2,5.2055163,0.99372923,1.934578145834405e-07,8.411345433425641e-06,0.6888888888888889,0.7056528120860631,1.4703089,0.98678225
Plekha5,5.1159015,0.6924297,3.122461574897261e-07,1.2597679056680091e-05,0.7111111111111111,0.760677335051731,1.6310558,1.2649357
Slc17a6,5.0676713,3.7997646,4.027121799474241e-07,1.557707829771531e-05,0.37777777777777777,0.10321125550424229,0.6595056,0.06490203
A230057D06Rik,5.06711,0.6708269,4.0390081920149846e-07,1.5593125017161297e-05,0.7777777777777778,0.7874198976121434,1.9491261,1.5650742
Edil3,4.987577,0.911439,6.11412768371585e-07,2.2081533717936143e-05,0.7555555555555555,0.7575985393620449,1.9732481,1.4570024
Pou6f2,4.9833417,2.9050686,6.249539201826101e-07,2.2540284342693604e-05,0.4222222222222222,0.17667275265814628,0.73777133,0.13600403
Angpt1,4.958767,2.6018543,7.09420872522597e-07,2.5181160957308034e-05,0.4444444444444444,0.20588551176028352,0.8805215,0.20914175
Adcy8,4.944443,1.4736394,7.636180031542515e-07,2.6786443531011408e-05,0.6222222222222222,0.5560448215372499,1.3229684,0.6890585
Kcnq1ot1,4.943275,0.6173507,7.682094761323157e-07,2.6912371086930016e-05,0.7777777777777778,0.802026277163212,1.9546795,1.5996689
Chd7,4.9042654,1.9288478,9.377755885838211e-07,3.193666674936283e-05,0.5222222222222223,0.323488347116314,0.92376286,0.3356736
Snhg11,4.893779,0.7888556,9.89179053661851e-07,3.339100649735419e-05,0.8666666666666667,0.8273368417284216,2.6920514,2.193374
Bcl11a,4.7619505,0.951038,1.917308664421619e-06,5.827837535408247e-05,0.6888888888888889,0.6782658504278094,1.5524569,1.0735602
Ttc3,4.726556,0.55213785,2.28359957210602e-06,6.713382987143189e-05,0.9222222222222223,0.8949629470518742,2.2301426,1.8963364
Eln,4.644641,4.3622036,3.406683784442716e-06,9.525243838499041e-05,0.32222222222222224,0.05441592381770666,0.50078285,0.031116648
Ubr5,4.6314855,0.79689366,3.630514208888342e-06,0.00010067277274801831,0.7111111111111111,0.7549851430207998,1.4461907,1.0539197
Ralgps2,4.439772,1.522376,9.005419969806359e-06,0.00021263236782838036,0.5777777777777777,0.5640640103103856,1.1033705,0.53133816
Mdga2,4.41769,0.40293622,9.976150308778601e-06,0.00023128486522595428,0.9,0.9119321232950274,3.0105264,2.7469718
Agbl4,4.3491325,0.6852295,1.3667710376180166e-05,0.00030326290487858054,0.7666666666666667,0.752013747180754,2.0028398,1.6067241
Lhx1,4.348219,8.706036,1.3724755248803289e-05,0.00030370075799489863,0.26666666666666666,0.0020763970930440696,0.39448217,0.0011573664
Plcb1,4.2920213,0.27600583,1.7705410353681577e-05,0.00037401287437376096,0.8111111111111111,0.8709053807324669,2.4297416,2.2568247
Entrep2,4.2717657,0.80899847,1.939311161323456e-05,0.0003999178120089122,0.7222222222222222,0.6843160419575413,1.5336672,1.1232586
B130024G19Rik,4.2502446,2.517823,2.1353709945623242e-05,0.0004333641890021877,0.4,0.21465649948090074,0.6916411,0.1604855
Tshz2,4.2082987,1.3591955,2.5730068955257864e-05,0.0005085048497099355,0.5777777777777777,0.39609064547309636,1.100889,0.57788336
Erc2,4.186079,0.5857948,2.838143451095461e-05,0.0005494302199635088,0.8777777777777778,0.8465256148641392,2.6711872,2.2992024
Cacna1a,4.181198,0.63497967,2.89977066333415e-05,0.000558543639597051,0.7666666666666667,0.7513693480829127,1.6856381,1.3430531
Nalf1,4.09296,0.46220043,4.2590130324133975e-05,0.0007614083844374451,0.8888888888888888,0.8995453406365231,3.1529894,2.8486147
Col11a1,3.907772,2.5237687,9.315112735751386e-05,0.001456948996413521,0.37777777777777777,0.19929832098235062,0.6982809,0.16184482
Ccser1,3.9077656,0.44148013,9.31536425693498e-05,0.001456948996413521,0.8666666666666667,0.8613467941144882,2.5355709,2.257526
Rcan2,3.8737676,1.7845681,0.00010716564120946544,0.0016332238349310115,0.4666666666666667,0.36623348727311783,0.8646728,0.33567816
Mtss1,3.773183,1.5918202,0.0001611779235239151,0.002290243683282707,0.5111111111111111,0.4516879676368453,0.92095894,0.40647084
Rora,3.7552445,0.5377786,0.00017317240544061454,0.002423511736556934,0.7444444444444445,0.80098807861669,1.9461694,1.6359296
Mgat4c,3.7178075,0.8379901,0.00020095933127532684,0.002723034408153319,0.7666666666666667,0.7346507714889199,2.0016582,1.5219235
ENSMUSG00000121513,3.7119215,0.5448964,0.0002056918343093721,0.002772714494028681,0.7888888888888889,0.7921454909963126,1.9303721,1.6171368
Nxn,3.700913,2.9171224,0.00021482522969212462,0.0028761105739050267,0.3111111111111111,0.10951204668313465,0.55468726,0.09363087
Ttc28,3.6100123,1.2555047,0.0003061824828315588,0.0038643134399642953,0.5333333333333333,0.46496974904235133,0.89607847,0.47456738
Nfia,3.593705,0.7429111,0.00032600891288926063,0.004063014605442687,0.7333333333333333,0.7383381663265671,1.7184194,1.3175138
Eya2,3.5734105,4.1197963,0.0003523615429972503,0.004317352786290978,0.25555555555555554,0.04743493359109297,0.46910143,0.033849485
Rtn1,3.5646534,0.420535,0.0003643373594108395,0.004435770207235731,0.8222222222222222,0.905094332867934,2.1036427,1.8526012
Dcc,3.5169713,0.6527436,0.0004365008876429948,0.00515211866914487,0.8777777777777778,0.8449504170694161,2.5916417,2.1811478
Daam1,3.4934337,0.96409595,0.00047685122987609297,0.005534769998605018,0.6,0.634697311423764,1.082015,0.6930906
App,3.4524534,0.32897297,0.0005555132581874062,0.006255926759218611,0.8333333333333334,0.8986861418394014,2.004621,1.8105074
Mid1,3.4278,2.5535004,0.0006084934730780521,0.0067146692491200245,0.34444444444444444,0.18752013747180754,0.6126383,0.13452084
Eml5,3.3766007,0.55655515,0.0007338748545513737,0.007809591026453629,0.6333333333333333,0.7177889950954068,1.344513,1.0744869
Pknox2,3.3454218,1.1691566,0.0008215752233979175,0.008556483043682962,0.5444444444444444,0.5605556152221387,1.0358037,0.59230596
Lrig3,3.3384721,3.4850774,0.0008424048431408509,0.008709279774988327,0.25555555555555554,0.06537070848100812,0.42246315,0.045881376
Sema6a,3.3161745,1.5204804,0.00091258861021925,0.009316586609647131,0.4666666666666667,0.38767765725127984,0.8783278,0.39904088
Cit,3.2770407,1.3472444,0.0010490120384097413,0.010458980880174305,0.4777777777777778,0.4338237926466903,0.8823862,0.4426355
Naaladl2,3.2398648,0.46178088,0.001195863471979716,0.011617082968942505,0.7888888888888889,0.8627071922099309,1.922168,1.6558071
Gm10125,3.2153094,1.7219892,0.0013030402143926732,0.012468906894847268,0.43333333333333335,0.384169262163033,0.7414854,0.2875489
Epb41,3.212386,1.5494044,0.001316374231962233,0.012569643074920114,0.43333333333333335,0.35778469910142124,0.7082249,0.30160812
Zbtb20,3.1797974,0.74242693,0.001473780382267196,0.013759721637081153,0.8777777777777778,0.8675759853936205,2.78142,2.307655
Slc35f1,3.1362526,0.7683541,0.001711217492205896,0.015502499668095894,0.6222222222222222,0.654065084308882,1.4154676,1.0405542
Slc22a15,3.1288462,2.504044,0.0017549418586655541,0.015734163410858672,0.34444444444444444,0.22514588479576128,0.55950713,0.12414311
Dock11,3.105739,1.6568902,0.0018980401512950868,0.01677091051144327,0.4111111111111111,0.3220921490709913,0.71667683,0.28684875
Cxxc4,3.098111,1.831604,0.0019475853575971125,0.017090665760494582,0.4,0.3170085561880213,0.6263754,0.2188612
Chsy3,3.0748084,0.657765,0.0021063793490219375,0.018169635026715716,0.6888888888888889,0.7029678158450579,1.5974518,1.2521012
Faf1,3.034957,0.45554018,0.0024057009847051453,0.020238317300885177,0.7111111111111111,0.7832671034260552,1.4742625,1.2400916
Gfra1,3.0218275,1.6151292,0.0025125368655189205,0.020940404955488025,0.3888888888888889,0.27655461282354205,0.6043413,0.23977014
Kcnip1,2.9969,1.9488803,0.0027274017533869513,0.022275162648482488,0.35555555555555557,0.2310170765760928,0.69858307,0.23257147
Nr2f2,2.9600503,2.575823,0.003075887744908274,0.02460527052863511,0.3,0.15945297676583253,0.51480097,0.10699686
Hsp90aa1,2.9582493,0.7731172,0.0030939179476835873,0.024715311035241792,0.7,0.7955822861847993,1.5049406,1.1152413
Kctd8,2.9494724,1.8525727,0.003183169358953537,0.02525295561708932,0.37777777777777777,0.269895822145849,0.8134218,0.2983828
Nkain3,2.8799887,0.688654,0.003976894679938074,0.030349094021566613,0.6555555555555556,0.6691010632585115,1.5585436,1.2023106
Insyn2a,2.8781877,2.954875,0.003999671828639986,0.03048827859164721,0.2777777777777778,0.13654100884258763,0.46029064,0.07268177
Hdgfl3,2.8490055,1.1343405,0.004385612667916278,0.03285235918230008,0.5111111111111111,0.587799377080872,0.97104096,0.5581332
Slc24a3,2.8158948,0.62330157,0.004864156879832847,0.03564942573872835,0.6555555555555556,0.7288511796083486,1.5142283,1.1945158
Fkbp9,2.8136046,3.279751,0.004898946182451767,0.03583846553838251,0.23333333333333334,0.07689829234239072,0.39299193,0.04837941
Kcnmb2,2.794276,1.5425053,0.00520160819853711,0.03768326025739881,0.37777777777777777,0.25679304048974333,0.75797266,0.328779
Kmt2a,2.789682,0.5103501,0.005275984804024537,0.03811443873029333,0.6222222222222222,0.7396627644721298,1.214397,0.97932005
Diablo,2.7820275,2.8682773,0.005402046744049528,0.038837973907173876,0.2777777777777778,0.14545519636272508,0.43810743,0.072591625
Ptprn2,2.753126,0.44356176,0.005902918796613803,0.041630296080055876,0.7888888888888889,0.7627179321948949,1.8437654,1.5916992
Frmd4b,2.7425807,0.9700988,0.006095847544074904,0.042688408524704895,0.5444444444444444,0.5675366054487524,1.1344987,0.7308755
Marchf3,2.742137,1.6790073,0.006104088959218087,0.04272970131555554,0.3888888888888889,0.3198009522786668,0.67249376,0.26200336
Focad,2.7075908,0.50108236,0.006777352936510132,0.04651630202805594,0.6333333333333333,0.6943042279740809,1.229179,0.99650854
Ankrd12,2.7009413,0.42890447,0.0069143543790164295,0.04713056878847576,0.6222222222222222,0.757670139261805,1.2543471,1.051235
Bmper,2.680797,2.1681015,0.007344705909005295,0.04949893347754509,0.3111111111111111,0.2007661189274335,0.5408999,0.14812495
