names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Glra2,-3.1250808,-2.106243,0.0017775616955798253,0.015894536692256208,0.03333333333333333,0.22783088103676655,0.04262139,0.17183419
Castor2,-3.1258314,-0.45058468,0.0017730321365922964,0.015859312087295276,0.14444444444444443,0.3769376722872588,0.19370395,0.25626266
Ppp1r1a,-3.1258836,-0.44370377,0.0017727174319106627,0.015859312087295276,0.08888888888888889,0.3016503776894712,0.16455975,0.21775739
Mob1b,-3.1260858,-0.41653413,0.0017714984362243163,0.015856150226964485,0.16666666666666666,0.4124512225682884,0.22661807,0.2922865
Clint1,-3.126301,-0.34097382,0.0017702016424498046,0.0158498227699521,0.23333333333333334,0.5113306841370422,0.3505342,0.42641518
Ube2k,-3.1280107,-0.59759814,0.0017599368132241754,0.015763167390444532,0.3888888888888889,0.7246267855225003,0.6724347,0.89656156
Kif17,-3.1282785,-2.4458923,0.001758335445831253,0.01575407583510696,0.022222222222222223,0.21630329717538396,0.02120927,0.1104636
Rheb,-3.1287155,-0.28807077,0.001755721460173112,0.01573590247993713,0.2,0.4516879676368453,0.30110982,0.35698134
Syngr3,-3.129427,-0.61646587,0.001751476489911865,0.015710080089480386,0.05555555555555555,0.25937063688110834,0.11286316,0.1682012
Zc3h14,-3.1297793,-0.37386376,0.0017493769744993865,0.015699986407748334,0.23333333333333334,0.5135144810797265,0.33238754,0.41272628
Zfp131,-3.1301186,-0.6989846,0.0017473574061728785,0.015687101070452805,0.1111111111111111,0.3287867396985644,0.13491887,0.21065335
Mbd1,-3.1303275,-2.3608978,0.0017461156606399116,0.015681192446990115,0.022222222222222223,0.21641069702502416,0.02414712,0.11827294
Asap2,-3.1305428,-0.49116266,0.001744835960405804,0.015674938902074206,0.2,0.44950417069416104,0.2921035,0.3898982
Dcbld1,-3.1305559,-3.552667,0.0017447584305384236,0.015674938902074206,0.011111111111111112,0.2036301149178391,0.010754343,0.119449615
Actb,-3.1307385,-0.49513644,0.0017436733449378036,0.015674938902074206,0.37777777777777777,0.6837432427594602,0.6669219,0.84865075
Brd8,-3.1311235,-0.300558,0.0017413889455328124,0.01565967903830879,0.15555555555555556,0.39720044391937853,0.23003577,0.27653474
Snf8,-3.1311953,-1.0526441,0.0017409633450414046,0.01565967903830879,0.06666666666666667,0.27082662084273085,0.08774717,0.1741557
Atxn7l1,-3.1316,-0.54127,0.0017385662941875443,0.015644767690830313,0.3111111111111111,0.6192317330755737,0.4788942,0.63866186
Ank1,-3.1318674,-1.1950855,0.0017369828150525146,0.01563575485442582,0.07777777777777778,0.2821036050549529,0.08848863,0.19213702
Rmnd5b,-3.1318674,-1.7355177,0.0017369828150525146,0.01563575485442582,0.03333333333333333,0.23001467797945083,0.03985911,0.12699485
Ndufaf5,-3.131926,-0.3882461,0.001736635399626681,0.01563575485442582,0.12222222222222222,0.3490853112805642,0.17435671,0.22258444
Elapor2,-3.1320698,-0.45211607,0.001735786430895082,0.01563575485442582,0.2111111111111111,0.4708051408728028,0.31693986,0.4122235
Tgfbrap1,-3.1320894,-0.7382189,0.001735670692004997,0.01563575485442582,0.07777777777777778,0.2860415995417606,0.10724038,0.17297277
Htr1f,-3.1331139,-1.0674299,0.0017296235841588927,0.015595632787365588,0.14444444444444443,0.35588730175777755,0.20641373,0.39235437
Ppp2r5c,-3.1335511,-0.5220755,0.0017270488742840802,0.015577644596177656,0.32222222222222224,0.6348047112734042,0.50249255,0.6613912
Txndc16,-3.1338577,-0.38811377,0.001725244838465227,0.01556659798843541,0.24444444444444444,0.5063544911037124,0.34611243,0.4325743
Hnrnpk,-3.1338708,-0.33475,0.001725168109438248,0.01556659798843541,0.2,0.4543371639279705,0.3096394,0.37687138
Shroom4,-3.1341448,-1.1058457,0.0017235575246129823,0.015561824827402834,0.05555555555555555,0.2584040382343465,0.08609285,0.17689312
Cstpp1,-3.1342688,-0.594087,0.0017228293810725819,0.015560479149384967,0.36666666666666664,0.6936956288261197,0.6315323,0.84549254
Dtd1,-3.134693,-0.28893474,0.0017203405025021294,0.01554845250663714,0.24444444444444444,0.5365338488526116,0.41275075,0.48505762
Becn1,-3.1347778,-0.46263152,0.0017198431237587166,0.01554845250663714,0.12222222222222222,0.34704471413740023,0.1679272,0.2247241
Ipo11,-3.135176,-0.44590265,0.001717511035336264,0.015533329356945612,0.3,0.5909855726201984,0.44847405,0.57147646
Tnpo2,-3.1351955,-1.0896173,0.0017173964175297006,0.015533329356945612,0.06666666666666667,0.2717932194894927,0.0778941,0.15905246
Ppp1cc,-3.135215,-0.4894893,0.0017172818067577446,0.015533329356945612,0.13333333333333333,0.356639100705259,0.18517533,0.25122878
Skic3,-3.1355674,-0.31293422,0.0017152200153392127,0.015528289020271107,0.2222222222222222,0.49296530984856624,0.3250787,0.390141
Ctnnbl1,-3.1357567,-0.31186286,0.0017141136968278354,0.015523503550308035,0.13333333333333333,0.36523108867647586,0.19561356,0.2375933
Alg13,-3.1370487,-0.934155,0.0017065777313578056,0.015470898664502105,0.06666666666666667,0.27172161958973257,0.08945704,0.16450608
Hlf,-3.1371074,-0.6678351,0.0017062359126035318,0.015470898664502105,0.12222222222222222,0.3384169262163033,0.17103924,0.2595525
Cep164,-3.1377208,-0.61159164,0.0017026695671666168,0.015445891718354825,0.07777777777777778,0.28972899437940786,0.114286594,0.16973713
Sap30bp,-3.1377993,-0.94774306,0.0017022147828619186,0.015445891718354825,0.05555555555555555,0.2581176386353059,0.07935463,0.14781694
Uhmk1,-3.1381254,-0.480441,0.0017003210506398234,0.015435008996855423,0.1,0.3177961550853829,0.15145509,0.20550644
Nelfa,-3.1384192,-1.6803963,0.0016986183486742312,0.015424763443351332,0.03333333333333333,0.2312676762252533,0.04185267,0.12838551
Zup1,-3.1394892,-0.43482053,0.0016924262106025928,0.015373729641275074,0.2,0.44567357605699354,0.2579299,0.3348624
Fbxo16,-3.1402788,-26.586979,0.0016878709394684672,0.015342723999836844,0.0,0.19142233200873518,0.0,0.09604087
Mast1,-3.1411402,-0.4446522,0.0016829144177653926,0.015302846160865007,0.15555555555555556,0.3948018472774138,0.2031125,0.2673578
Rchy1,-3.1429543,-0.3724055,0.001672519447779837,0.015213472431226886,0.12222222222222222,0.3423907206529911,0.1729424,0.21865366
Sertad2,-3.1430914,-0.27252856,0.0016717366208189599,0.015211501185711296,0.16666666666666666,0.41205742311960764,0.27338988,0.3219272
Ogdh,-3.1433785,-0.29238406,0.0016700975048981703,0.015201734402646962,0.2777777777777778,0.5842551820427452,0.46850353,0.5491974
Txndc15,-3.143398,-0.6426389,0.0016699858008551443,0.015201734402646962,0.06666666666666667,0.273977016432177,0.120372795,0.18207347
Atp6v0a1,-3.1435025,-0.6554425,0.0016693901620392086,0.015201734402646962,0.45555555555555555,0.7423119607632549,0.7405016,1.0035217
Swt1,-3.143509,-0.3158429,0.001669352941103742,0.015201734402646962,0.16666666666666666,0.4122006229191279,0.24750683,0.2997768
Trip11,-3.1435351,-0.3754174,0.0016692040649968001,0.015201734402646962,0.2777777777777778,0.5711166004367594,0.42661795,0.5248501
Rnf14,-3.143685,-0.33759916,0.00166834826440566,0.015201734402646962,0.2,0.4579171589159775,0.2901091,0.35439
Zcwpw2,-3.1437047,-0.91114956,0.001668236668007212,0.015201734402646962,0.08888888888888889,0.2995381806465471,0.10458264,0.1884067
Numa1,-3.144279,-0.39027056,0.001664966227448822,0.015191050095602666,0.2,0.45129416818816454,0.27062294,0.34168774
Bltp2,-3.145284,-0.45634422,0.0016592571469848563,0.015149248909100608,0.18888888888888888,0.4409837826227043,0.2478067,0.32630634
Zfp523,-3.1454144,-0.42624992,0.0016585170309079157,0.01514763855217393,0.08888888888888889,0.3036193749328751,0.13614644,0.17896886
Mapkbp1,-3.1454601,-0.36130697,0.001658258062050605,0.01514763855217393,0.1111111111111111,0.33369133283213404,0.16215672,0.20387532
Snapc1,-3.1455255,-0.7717765,0.001657888171080152,0.01514763855217393,0.07777777777777778,0.28650699889020154,0.105776004,0.1743701
B230219D22Rik,-3.1456037,-0.34071892,0.0016574444021245477,0.01514763855217393,0.14444444444444443,0.37303547775033113,0.22060925,0.27200308
Dzank1,-3.1457145,-0.30670723,0.0016568159165251575,0.01514763855217393,0.23333333333333334,0.5057816919056314,0.36371952,0.43345925
Kcna2,-3.146837,-0.26263976,0.001650469442213473,0.015099800446808314,0.15555555555555556,0.39551784627501524,0.25266093,0.29627672
Trappc12,-3.1476593,-0.50509673,0.0016458344846707004,0.015062524728576878,0.12222222222222222,0.3471879139369205,0.16239491,0.22333834
Usp16,-3.1493363,-0.38187313,0.0016364177507761442,0.014981446324822826,0.15555555555555556,0.40135323810546664,0.2186569,0.27646965
P2ry12,-3.149617,-2.0045934,0.0016348470388007298,0.01497216766618119,0.044444444444444446,0.24139906204131314,0.063325115,0.23295668
Kras,-3.150785,-0.3193424,0.0016283233913860352,0.014917507509902068,0.2,0.45863315791357895,0.29419124,0.35542345
Gm32014,-3.1516006,-1.4225668,0.0016237819874663224,0.014886053225254207,0.05555555555555555,0.25686464038950346,0.060072474,0.15355055
Atl3,-3.1522467,-0.33156863,0.0016201934710093123,0.014858224766559801,0.16666666666666666,0.4087638277306412,0.2376933,0.29091385
Shisal1,-3.153095,-1.8883078,0.0016154923627704483,0.014820170634223948,0.022222222222222223,0.21873769376722874,0.038642358,0.13615032
Xrcc6,-3.1531472,-1.1875625,0.0016152034742842882,0.014820170634223948,0.05555555555555555,0.2598718361794293,0.06960905,0.15202995
Clmp,-3.1537998,-0.6707184,0.0016115963779045233,0.014794531832693728,0.1,0.31772455518562276,0.15578225,0.23771195
Pou2f2,-3.153989,-0.43310598,0.0016105517076955146,0.014789994663629008,0.14444444444444443,0.376508072888698,0.21663822,0.2826125
Ccnh,-3.1545959,-0.4539325,0.0016072057614936594,0.014764314123533205,0.23333333333333334,0.504063294311388,0.31345406,0.4083072
Trappc6b,-3.1546612,-0.55498487,0.001606846363581637,0.014764314123533205,0.1,0.31879855368202487,0.15394437,0.21873832
Zmpste24,-3.1547458,-0.65933156,0.0016063792568901695,0.014764314123533205,0.06666666666666667,0.2752300146779795,0.110125415,0.16878468
Snap25,-3.155033,-0.70608413,0.0016047992076718845,0.014757342474381773,0.6777777777777778,0.8532202054917123,1.4580551,1.8530976
Ddx10,-3.1555486,-0.35396484,0.0016019658907457347,0.014736331216822284,0.25555555555555554,0.5517130276017613,0.40588868,0.49460348
Eya3,-3.1560967,-0.36490425,0.0015989583015610315,0.014713701905118122,0.23333333333333334,0.5102566856406401,0.33596733,0.41489136
Smchd1,-3.1569645,-0.38017556,0.0015942069140344587,0.01467500506341415,0.26666666666666666,0.5723695986825619,0.4220859,0.5208578
Med12l,-3.1571343,-0.6646065,0.0015932795915107308,0.014671495073301349,0.37777777777777777,0.6979916228117281,0.67606336,0.9287874
Fam227a,-3.1576107,-0.981478,0.0015906786088932903,0.014652565725390027,0.06666666666666667,0.27476461532953855,0.08166355,0.15530203
4930447C04Rik,-3.1578717,-3.09752,0.0015892550712231454,0.014644473170015746,0.022222222222222223,0.21644649697490423,0.019464426,0.15549584
Rubcn,-3.160149,-0.49707225,0.0015768843706912073,0.014535465880093563,0.17777777777777778,0.4208642107901049,0.2232154,0.30229756
Map2k2,-3.1604493,-0.6386267,0.001575260477861421,0.01452548010986149,0.1111111111111111,0.3309705366412487,0.14483961,0.21723899
5730455P16Rik,-3.1604493,-1.0877177,0.001575260477861421,0.01452548010986149,0.07777777777777778,0.28614899939140087,0.08556205,0.1738342
Tmem259,-3.16165,-1.3348801,0.001568780291733526,0.014475661551813134,0.07777777777777778,0.2828912039523145,0.07528095,0.18001086
Airn,-3.163836,-2.5381284,0.0015570451138541923,0.014372312679238114,0.03333333333333333,0.22947767873124977,0.031760696,0.17179804
Iffo1,-3.1638424,-0.95077926,0.001557010204805777,0.014372312679238114,0.07777777777777778,0.28783159703576416,0.09962383,0.18438853
Snph,-3.16411,-0.40430802,0.001555579554203122,0.01436865679664417,0.24444444444444444,0.5381806465470949,0.37553757,0.47199923
Lrrtm1,-3.164495,-0.9191149,0.001553522937346787,0.014354594678991806,0.05555555555555555,0.25965703648014893,0.091534264,0.16657844
B3galt2,-3.1669812,-0.66211534,0.001540302250658331,0.014237331088816427,0.1111111111111111,0.3329395338846526,0.15926938,0.24153933
Carnmt1,-3.1670008,-0.450566,0.0015401985631649708,0.014237331088816427,0.13333333333333333,0.3653742884759961,0.18290687,0.2423774
Slc20a1,-3.1673598,-0.69035196,0.0015382987646615387,0.014233501310762928,0.1111111111111111,0.33233093473669134,0.1420778,0.22022234
Ywhaz,-3.1675034,-0.56895447,0.0015375394497419616,0.014231376167608167,0.4,0.7236959868256184,0.68723387,0.9025833
Srcap,-3.1675947,-0.53256464,0.0015370564290829313,0.014231376167608167,0.28888888888888886,0.5868327784341102,0.4072657,0.5464777
Jade3,-3.1677055,-0.85452414,0.001536470091882129,0.014231282788305,0.1,0.3150395589446175,0.11174135,0.19372891
Pgk1,-3.168358,-0.84846306,0.0015330252174009437,0.01420427158329771,0.06666666666666667,0.27440661583073783,0.12266044,0.2110525
Nptxr,-3.1693761,-0.30163494,0.0015276654154887468,0.014159492830004354,0.16666666666666666,0.4065800307879569,0.29166853,0.34883198
Styx,-3.1697743,-0.48842025,0.0015255742936783599,0.014149872720447888,0.13333333333333333,0.36451508967887447,0.17557308,0.2384334
Mri1,-3.1698656,-1.2823073,0.0015250947362217063,0.014149872720447888,0.044444444444444446,0.2478072530698457,0.05833363,0.13636796
Etnk1,-3.1701918,-0.72105455,0.001523383164277951,0.014139311096424367,0.43333333333333335,0.7429205599112161,0.7301083,1.0197555
Gnao1,-3.1712883,-0.7082374,0.0015176452340235202,0.014095792408645691,0.4777777777777778,0.775033114953639,0.8207173,1.12441
Snapc4,-3.1713011,-1.8336853,0.001517577045401253,0.014095792408645691,0.022222222222222223,0.2202054917123116,0.032932058,0.11273865
Marcks,-3.1735656,-0.48751855,0.0015057889499314446,0.013995347313959846,0.2222222222222222,0.47280993806608673,0.35359025,0.4666874
Pcgf6,-3.1742704,-0.48345715,0.0015021372817411714,0.01396623832539283,0.1111111111111111,0.33140013603980956,0.15429223,0.20964976
Gtf3c1,-3.17444,-0.4525648,0.0015012593957368246,0.013962907567825712,0.18888888888888888,0.43772598718361794,0.24254954,0.31891719
Zmat3,-3.1753404,-0.916459,0.0014966077541119533,0.013924463418624716,0.07777777777777778,0.2897647943292879,0.09622169,0.17449188
Cs,-3.176091,-0.31399485,0.0014927415336753141,0.013893302739818389,0.13333333333333333,0.3685246840654423,0.21086042,0.2560489
Ndufaf4,-3.1763127,-0.26327354,0.0014916002409352171,0.013887490808707307,0.1111111111111111,0.3335123330827337,0.18184185,0.21458592
Tbk1,-3.1768284,-0.27257183,0.0014889515172295527,0.013867635101545261,0.16666666666666666,0.4122006229191279,0.2509595,0.29608244
Rsrc2,-3.1770372,-0.5062065,0.0014878798502552908,0.013862458937711396,0.28888888888888886,0.606665950667669,0.43767157,0.5765489
Amer2,-3.177233,-1.2936957,0.0014868758079605836,0.013857909455393991,0.06666666666666667,0.27283141803601474,0.07316057,0.17065461
Lin28b,-3.1778789,-0.816891,0.001483566895990561,0.01383186762500568,0.08888888888888889,0.2996455804961873,0.1345297,0.22607428
Erlin1,-3.1786554,-0.54500884,0.001479598496959903,0.013804448476844651,0.08888888888888889,0.3056957720259192,0.12941211,0.18363532
Dnajc24,-3.1791775,-0.3930803,0.0014769361662777447,0.013784395549803057,0.12222222222222222,0.3488705115812838,0.1817027,0.2324319
Klhl7,-3.1806066,-0.443793,0.0014696706018638018,0.013726120636802347,0.3,0.6183009343786918,0.5030193,0.6361326
Srsf5,-3.1807632,-0.48259383,0.001468876381387427,0.013723473006912436,0.28888888888888886,0.5825725843983819,0.413358,0.53955114
Cachd1,-3.1811287,-0.81796616,0.0014670247381823028,0.01371094077042034,0.12222222222222222,0.3428919199513121,0.1749389,0.29044577
Bzw1,-3.1815593,-1.1187788,0.0014648452060019215,0.013695334267665843,0.07777777777777778,0.28600579959188055,0.09626052,0.1983872
Prkg2,-3.18184,-2.3699796,0.001463426813611858,0.013686835531413376,0.011111111111111112,0.20735330970536642,0.030539386,0.14868176
Cplx2,-3.1818595,-0.26039374,0.0014633279032514608,0.013686835531413376,0.26666666666666666,0.5494218308094369,0.52020204,0.597377
Tfcp2,-3.1818726,-0.4650767,0.0014632619664339522,0.013686835531413376,0.12222222222222222,0.35126910822324847,0.17220727,0.23064223
Cmtm4,-3.1820357,-0.59009624,0.0014624379872080575,0.013686835531413376,0.08888888888888889,0.304585973579637,0.13222116,0.19292934
Afg3l1,-3.182101,-0.9552473,0.001462108515264186,0.013686835531413376,0.06666666666666667,0.27633981312426165,0.08893023,0.16579176
Hmgcr,-3.1835365,-0.39349797,0.0014548774169087875,0.013630598393423683,0.1111111111111111,0.3369491282712204,0.1846966,0.23622833
Enc1,-3.1841109,-0.2707008,0.0014519942176468071,0.013608330878329161,0.2,0.44932517094476065,0.35367337,0.41334146
C2cd2l,-3.1850896,-1.8895884,0.0014470918092631916,0.013567116857956021,0.03333333333333333,0.23406007231589876,0.040090244,0.14112088
Shc2,-3.185481,-2.850841,0.0014451351211751454,0.013553501119014365,0.011111111111111112,0.20749650950488668,0.015072493,0.1039632
Gm43445,-3.1855006,-26.669735,0.001445037350814458,0.013553501119014365,0.0,0.19417892814950058,0.0,0.101432815
Lmbrd1,-3.1856508,-0.5112826,0.0014442879805760193,0.013553501119014365,0.3,0.600544159238177,0.4403984,0.5814718
Cibar1,-3.1873019,-0.45175016,0.0014360685156882803,0.01348258595965901,0.15555555555555556,0.39394264848029215,0.20390674,0.26953188
Tmem229b,-3.1884632,-3.247477,0.0014303115147339238,0.013433229780112034,0.022222222222222223,0.21830809436866788,0.013310372,0.119784646
Sqstm1,-3.189899,-0.59476763,0.0014232255191914077,0.0133713530421934,0.13333333333333333,0.36179429348798914,0.18248256,0.264161
Cux2,-3.1903753,-1.1135404,0.0014208814174152965,0.01335399919060826,0.1,0.30966956646260696,0.14211318,0.28549576
Npy1r,-3.1911128,-3.095095,0.001417259894637401,0.013324623292129798,0.011111111111111112,0.20767550925428704,0.015175553,0.12280629
Timp2,-3.1918957,-0.37114957,0.0014134233482769071,0.01329320453909713,0.15555555555555556,0.3934772491318512,0.26081315,0.3259951
Btbd8,-3.1919348,-0.3297871,0.0014132317725425534,0.01329320453909713,0.2,0.4580603587154978,0.29358146,0.35687608
Ddx1,-3.1923916,-0.49461845,0.0014109984905405154,0.013279695075594974,0.12222222222222222,0.3481187126338023,0.1775934,0.24201633
Clstn3,-3.192555,-0.41901037,0.0014102016787157288,0.013276846218322227,0.2,0.46074535495650304,0.29306504,0.37520635
Arcn1,-3.1938403,-0.2697767,0.0014039373018716332,0.013222500981875494,0.13333333333333333,0.3687752837146028,0.2120548,0.25059277
Tsen2,-3.1940491,-0.45981213,0.0014029221639106169,0.013217573122117209,0.05555555555555555,0.2643826298643182,0.11462374,0.1544706
Abcb10,-3.1941798,-2.1762779,0.0014022880464196889,0.013216232833145226,0.03333333333333333,0.23287867396985645,0.033933535,0.14497174
Tra2b,-3.1944733,-0.38478908,0.0014008622482314741,0.01320742758244902,0.2777777777777778,0.5767729925178104,0.4211044,0.5209955
Rnf220,-3.194728,-0.54497397,0.001399627637869623,0.013200419315393742,0.16666666666666666,0.39827444241578064,0.341632,0.46634904
Fam104a,-3.195113,-1.2194369,0.0013977618009059687,0.013187450698856523,0.044444444444444446,0.24762825332044536,0.06954892,0.15504761
Sh3pxd2a,-3.195276,-0.45195717,0.0013969718840741462,0.013184627511440923,0.13333333333333333,0.3633336913328321,0.19121698,0.2532817
Igsf8,-3.1957784,-0.5910572,0.0013945415258920333,0.01316631440643673,0.1111111111111111,0.33358393298249384,0.17764008,0.25683197
Wdr43,-3.1972075,-0.6010126,0.0013876505066393974,0.013105859090826224,0.16666666666666666,0.40289263595030966,0.19442382,0.28180322
Mapk8ip2,-3.1974032,-0.6708982,0.0013867089806828454,0.013105859090826224,0.08888888888888889,0.3044069738302366,0.13275172,0.20377325
Mvb12b,-3.1987736,-0.49697444,0.0013801347767496764,0.013048635274899299,0.23333333333333334,0.49887230157877777,0.305183,0.40788752
Golga2,-3.1994262,-2.0838556,0.001377014316976848,0.013023715134518797,0.03333333333333333,0.23366627286721797,0.033019643,0.13306096
Minpp1,-3.200046,-0.5831277,0.0013740559084913498,0.013000310655338932,0.07777777777777778,0.29069559302616976,0.12227779,0.17802411
Mettl8,-3.200255,-1.1328541,0.0013730607125481994,0.012995470710169115,0.05555555555555555,0.26191243332259334,0.074561395,0.15679626
Nol4,-3.2002616,-0.75557834,0.001373029623389728,0.012995470710169115,0.43333333333333335,0.7313929760498336,0.79859376,1.1196607
Lrpap1,-3.2003658,-0.8954722,0.0013725322851425338,0.012995470710169115,0.1111111111111111,0.3259227437081588,0.13607965,0.23993765
Nfyc,-3.2015927,-0.38162357,0.0013667009933782139,0.01295352934464642,0.23333333333333334,0.5193140729602979,0.35433558,0.44083026
Grhl1,-3.2016644,-4.07246,0.0013663605094292864,0.01295352934464642,0.011111111111111112,0.20728170980560628,0.007269461,0.1157793
Osbp,-3.2023692,-0.5165569,0.001363021728724902,0.012927777568245011,0.12222222222222222,0.3482619124333226,0.16381563,0.22684176
Med15,-3.2029696,-0.32365996,0.0013601835195475739,0.012905413548814729,0.18888888888888888,0.4411985823219847,0.26210114,0.31846973
Mcc,-3.2032175,-1.0410646,0.0013590128074223373,0.012898860521172097,0.1,0.315325958543658,0.14569199,0.27970257
Gm28175,-3.2038178,-1.7870895,0.001356182299880756,0.012876543603461452,0.044444444444444446,0.2446926574302796,0.059233654,0.19111776
Plxna4,-3.20434,-0.79790944,0.0013537254104119087,0.01285775955382396,0.5222222222222223,0.7458561558013819,0.99551594,1.3778187
Orc6,-3.206004,-1.6442213,0.0013459214508282431,0.012788157490719551,0.03333333333333333,0.23588586975978235,0.04426324,0.1323128
Anxa11,-3.206056,-26.868376,0.001345677293525012,0.012788157490719551,0.0,0.19543192639530305,0.0,0.11557119
Numb,-3.2064738,-0.64958215,0.0013437255055801268,0.012776328497854922,0.34444444444444444,0.6549958830057638,0.5537625,0.7703459
Clns1a,-3.2069044,-0.33600527,0.0013417154598892832,0.012761732533530986,0.1,0.32187734937171086,0.16609429,0.20544387
Kdm4b,-3.207596,-0.38100633,0.0013384930091058034,0.012735590352221295,0.12222222222222222,0.3538825045644936,0.17514919,0.22256902
Hsf2,-3.2078443,-0.6777156,0.001337339530686932,0.012729122631795205,0.12222222222222222,0.3477965130848817,0.14498037,0.22279598
Cspp1,-3.2096777,-0.64192873,0.0013288382852735198,0.01265268771272129,0.36666666666666664,0.6829914438119786,0.59033716,0.8133747
Hspa14,-3.2100823,-0.51326287,0.001326969292785388,0.012639370754038773,0.07777777777777778,0.29384598861561595,0.12840636,0.17861316
Gm14399,-3.2103565,-1.6645722,0.0013257045794925536,0.01263180214573224,0.03333333333333333,0.2362796692084631,0.040474292,0.123052426
Pnpla8,-3.2104414,-0.39076632,0.0013253133460795572,0.01263180214573224,0.25555555555555554,0.5464862349192711,0.3865317,0.48159888
Carmil3,-3.210663,-1.8430972,0.001324290623850193,0.012627284976172706,0.03333333333333333,0.2350982708624208,0.037685946,0.12908737
Dgcr2,-3.2115834,-0.36563024,0.0013200571018776336,0.012595857360600858,0.13333333333333333,0.3722836788028497,0.20047241,0.25154346
Gpr45,-3.2115898,-0.30100405,0.0013200271215487076,0.012595857360600858,0.23333333333333334,0.5086098879461569,0.37481108,0.4448217
Fam185a,-3.21266,-0.7527159,0.0013151188397759242,0.012562119880831526,0.06666666666666667,0.27859520996670606,0.09881155,0.161266
Gstz1,-3.2128296,-0.53957033,0.0013143422459840624,0.01255916648278512,0.13333333333333333,0.3687394837647227,0.17201471,0.2412367
Nopchap1,-3.2132733,-0.3717961,0.0013123131548373982,0.01254423851671323,0.17777777777777778,0.4324991945011277,0.26043898,0.325667
Hook3,-3.2144938,-0.61751795,0.0013067480502619447,0.012495487583821515,0.35555555555555557,0.6774782515304478,0.5517316,0.7559302
Ext2,-3.2150092,-0.2961867,0.0013044035674074149,0.012477509382782925,0.18888888888888888,0.4569505602692156,0.2825375,0.337113
Arhgap10,-3.2157726,-0.5229699,0.0013009384898714836,0.012453230218328025,0.1,0.3238105466652347,0.17536975,0.24328826
Ints10,-3.2163143,-0.4184357,0.0012984855110167528,0.012434178788674323,0.2111111111111111,0.482654924283106,0.28867075,0.36966878
Ythdc1,-3.2187483,-0.49797532,0.001287514492110763,0.01233791526498438,0.2777777777777778,0.5680020047971933,0.39047378,0.51557165
Pfkl,-3.2189114,-1.0709587,0.0012867822373603037,0.012335297437699379,0.03333333333333333,0.23674506855690403,0.07082222,0.14339057
Eif2b3,-3.2191594,-0.56551254,0.0012856699463317035,0.012329033354008876,0.08888888888888889,0.307163569971002,0.13511792,0.19400416
Zfp949,-3.219727,-0.36847252,0.0012831267263517735,0.012309037892564139,0.12222222222222222,0.35194930727096985,0.18164258,0.22884373
Lrig2,-3.2204907,-0.38780028,0.0012797138555650735,0.012280682606797688,0.25555555555555554,0.5560806214871299,0.40238488,0.49966112
Zhx2,-3.220745,-1.132275,0.0012785780953916345,0.012274166996489182,0.1111111111111111,0.3255647442093581,0.11652326,0.2397259
Slc35a1,-3.2207778,-1.9814956,0.0012784325524264747,0.012274166996489182,0.022222222222222223,0.2231052876525973,0.031979382,0.12073705
Cdc14b,-3.2210388,-0.6416022,0.0012772687591590917,0.012270365233680657,0.14444444444444443,0.37292807790069094,0.18528111,0.27578208
Ttc17,-3.221241,-0.35882387,0.001276367492135921,0.012266092458402074,0.2777777777777778,0.57655819281853,0.43291914,0.52752435
Nsd3,-3.2228398,-0.73687994,0.0012692652028098005,0.012202202504293146,0.43333333333333335,0.7401639637704507,0.6971433,0.98578626
Gm43376,-3.2235577,-1.1288489,0.0012660883029592402,0.012176017430391834,0.044444444444444446,0.25160204775713313,0.06788457,0.14289422
St8sia1,-3.2236295,-0.5621398,0.0012657710170657997,0.012176017430391834,0.14444444444444443,0.38266566426807,0.19485469,0.27584004
Septin6,-3.224308,-0.49881715,0.0012627748490466502,0.01215720537222626,0.1,0.32420434611391546,0.16040657,0.21982229
Bbs4,-3.2253194,-0.8095793,0.0012583215561758078,0.012118673911987081,0.07777777777777778,0.29348798911681523,0.10365731,0.17515491
Cab39l,-3.2256653,-0.38390097,0.0012568021471338958,0.012108380671741765,0.13333333333333333,0.3726058783517703,0.20806836,0.263757
Setd4,-3.225861,-0.8524732,0.0012559428552526323,0.012104442080573253,0.06666666666666667,0.27970500841298823,0.08945473,0.15611736
Atp6ap2,-3.2266507,-0.3369017,0.0012524825479907264,0.012075423776286624,0.17777777777777778,0.4279168009164787,0.2902685,0.35443673
Vps39,-3.227747,-0.75204545,0.0012476927490078686,0.012033562155721978,0.07777777777777778,0.29345218916693516,0.10734498,0.17466535
Wdr70,-3.228269,-0.52224904,0.0012454178422389045,0.01201593444199618,0.23333333333333334,0.511223284287402,0.31579527,0.4274419
A830036E02Rik,-3.228543,-2.7879796,0.0012442250500136942,0.012008738180268666,0.022222222222222223,0.22235348870511581,0.023016497,0.14911796
Nr4a1,-3.2290847,-4.1615434,0.0012418709670123209,0.011990324428178607,0.011111111111111112,0.20874950775068915,0.006860531,0.11617849
Nup98,-3.2291305,-0.5818676,0.0012416726180741252,0.011990324428178607,0.3,0.5957111660043676,0.4060646,0.559466
Zkscan2,-3.22977,-0.5104909,0.0012388988029179916,0.011970230433083939,0.1111111111111111,0.33773672716858194,0.15159257,0.20959331
