names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Prdx2,-3.0082142,-0.8439793,0.0026278791733816346,0.04999391076620105,0.20652173913043478,0.11955502,0.06835902
Rnf187,-3.008874,-0.6261166,0.002622178343313986,0.04997266804277231,0.2891304347826087,0.17814814,0.11897835
Rab3a,-3.0104136,-0.8316749,0.0026089203471615463,0.04980707654011912,0.22826086956521738,0.14621074,0.0847656
Cbx6,-3.0130534,-0.42990905,0.0025863348581742244,0.04946251980518811,0.5195652173913043,0.32048666,0.24720593
Armcx5,-3.0161328,-0.80671763,0.002560211158011845,0.0490489663154431,0.18478260869565216,0.104401566,0.061011624
Pfdn1,-3.0192122,-0.40078446,0.0025343289745487787,0.0488104596317248,0.49130434782608695,0.3137298,0.24618325
Cox7a2,-3.0192122,-1.042608,0.0025343289745487787,0.0488104596317248,0.20652173913043478,0.15631604,0.07893677
Lancl1,-3.0198722,-0.41679844,0.0025288140228671907,0.0488104596317248,0.5891304347826087,0.3791678,0.29667598
Pura,-3.020312,-0.33282015,0.0025251434891397583,0.0488104596317248,0.85,0.77458113,0.6568505
Qki,-3.0205321,-0.3163246,0.002523310050330239,0.0488104596317248,0.9173913043478261,1.3194964,1.1637021
Gnptg,-3.0225117,-0.50951767,0.002506863813080461,0.0488104596317248,0.3760869565217391,0.21816029,0.1580712
Eif3c,-3.0249312,-0.62071687,0.002486896044211248,0.0486708326354521,0.3847826086956522,0.24592757,0.16663371
Eif4g2,-3.0282307,-0.56285906,0.002459901748261418,0.04822911683057144,0.6173913043478261,0.43768296,0.31607088
Dnajb11,-3.0291107,-0.370116,0.0024527486925997708,0.048175519816270454,0.22826086956521738,0.11486741,0.09000601
Clu,-3.0361495,-0.8266329,0.0023962058587302165,0.04723515382643416,0.21956521739130436,0.1458067,0.084807925
Cops8,-3.0425284,-0.61959815,0.0023459972041236046,0.04665049583952754,0.2782608695652174,0.15642756,0.1045458
Vma21,-3.0425284,-0.86300814,0.0023459972041236046,0.04665049583952754,0.14782608695652175,0.09700125,0.054492068
Hnrnpa0,-3.045388,-1.3948935,0.002323804141660596,0.046480346694022304,0.11521739130434783,0.10203071,0.040035702
Atf4,-3.0495672,-0.74426556,0.002291713852982253,0.04592274395470504,0.20217391304347826,0.11535552,0.07045209
Calb1,-3.050447,-0.4874942,0.0022850099422432476,0.04587273182392936,0.4,0.30293962,0.22504231
Plxna3,-3.050667,-1.1418794,0.002283336773861922,0.04587273182392936,0.11521739130434783,0.07206036,0.033300214
U2surp,-3.0535264,-0.28164276,0.0022616874768411725,0.04560579650398878,0.7869565217391304,0.6170699,0.53187835
Cdk5,-3.061665,-0.7431271,0.0022010954739898115,0.04468182823456785,0.18043478260869567,0.1070855,0.06534628
Glp2r,-3.062325,-0.48976576,0.00219624840801564,0.04466661174585539,0.34347826086956523,0.199646,0.1461433
Rpl23a,-3.062325,-0.9696756,0.00219624840801564,0.04466661174585539,0.18695652173913044,0.13533166,0.07138754
Tmem131l,-3.0651846,-0.46283868,0.0021753573005404334,0.044407434331818846,0.5413043478260869,0.379965,0.28921357
Hnrnph2,-3.0671642,-0.53344095,0.002161001108415652,0.04419713523984807,0.3869565217391304,0.2170291,0.15483195
Atp5pb,-3.0779424,-0.4134885,0.0020843520507387915,0.04270962726523227,0.5021739130434782,0.30063322,0.23374142
Tmed7,-3.080802,-0.9538317,0.002064439427443026,0.04246123433689891,0.20869565217391303,0.13675322,0.072930105
