names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 (for_DEGs),mean_expr_Rest (for_DEGs)
Npnt,-3.4151597,-2.7062266,0.0006374463009664719,0.00806411586957114,0.024390243902439025,0.1417138325101842,0.016664159,0.10405691
Kif6,-3.4268603,-1.6947678,0.0006106028753317101,0.007746411359850354,0.059233449477351915,0.17794441039691408,0.036852315,0.11468996
4930578G10Rik,-3.4275718,-0.52975607,0.0006090053137535215,0.007729793472157356,0.5121951219512195,0.5660982731893723,0.46498102,0.617689
Tmem163,-3.4377582,-1.379255,0.0005865514213122993,0.007473037785994064,0.12195121951219512,0.2368866938245791,0.09090654,0.22119045
Plekha2,-3.442613,-2.8006825,0.0005761232566366292,0.007350632433915587,0.0313588850174216,0.14849129384620932,0.017054783,0.11319635
Nrep,-3.4437864,-1.00218,0.0005736288898089652,0.007325764386486166,0.13937282229965156,0.2621219222033959,0.094467424,0.18102577
Mfsd6,-3.4561691,-0.56485265,0.0005479115673969845,0.007024038080132145,0.3519163763066202,0.46995205306608023,0.2637499,0.36910424
Slc12a2,-3.4580832,-0.72119987,0.0005440335114442566,0.006980983979229787,0.4146341463414634,0.5226936803778074,0.35321155,0.52967507
Crhr1,-3.4646356,-2.2223449,0.0005309502476044852,0.006822875730814212,0.027874564459930314,0.14791448862612205,0.016226843,0.07356695
Gm41361,-3.4691129,-0.609046,0.0005221801207396659,0.006716601170069326,0.16376306620209058,0.29975846281408847,0.116541736,0.17271543
Chrm3,-3.484165,-0.51905864,0.0004936750567689212,0.006374362698405052,0.7456445993031359,0.658459209055842,1.0352796,1.2815443
Hpcal1,-3.4842274,-1.8621669,0.000493560085495592,0.006374362698405052,0.05574912891986063,0.17639424636792964,0.032925032,0.114838585
Tmem178,-3.487245,-0.6359734,0.00048802389250192043,0.006307456465380761,0.41114982578397213,0.5064710335628537,0.33649862,0.4834449
Slc39a10,-3.4930754,-0.7427197,0.0004774918617608214,0.006180253528667279,0.3867595818815331,0.48736436064746386,0.27881166,0.43052924
Arhgap21,-3.4961262,-0.25343478,0.00047206562978590927,0.006118863228339306,0.8013937282229965,0.7106240311474818,0.83429074,0.93744093
Gm43376,-3.5156517,-0.9649728,0.00043867604489745634,0.005710864983718339,0.1254355400696864,0.25220808248314647,0.075986095,0.14332768
Syne2,-3.517511,-2.0606575,0.0004356146644763023,0.005676511170939981,0.05226480836236934,0.17264501243736255,0.029467782,0.117571324
Ncdn,-3.5237994,-0.9185466,0.00042540631185128863,0.005554260252402393,0.34494773519163763,0.45661343235156276,0.25683725,0.44052315
Islr2,-3.5260985,-2.0982153,0.000421730250303035,0.005514302591553552,0.041811846689895474,0.16359638054724396,0.023959907,0.098786205
Hpcal4,-3.5265825,-0.9299347,0.0004209601320294493,0.005506912730102874,0.1602787456445993,0.29034932766141536,0.11106057,0.20195155
Rai14,-3.5279574,-2.0384717,0.0004187794548875773,0.005486398806840176,0.059233449477351915,0.17859331626951225,0.03545698,0.13825998
Diras2,-3.5350893,-0.9155976,0.00040763727516386617,0.005345638645023467,0.18118466898954705,0.3068243267601572,0.11374466,0.20476831
Spidr,-3.5367138,-2.0323792,0.00040513851109545197,0.005318061452435171,0.041811846689895474,0.1642452864198421,0.028710281,0.11256938
Smad3,-3.5379274,-0.7065405,0.00040328083617097935,0.005296263962812422,0.24738675958188153,0.3722196185875482,0.18608281,0.28799936
Ctxnd1,-3.545481,-1.3621653,0.00039189717250458906,0.005159371398921268,0.13588850174216027,0.2518115288943365,0.09788827,0.23457433
Stac,-3.5534563,-1.9741913,0.0003802043423444305,0.005015262974371551,0.041811846689895474,0.1642452864198421,0.031244278,0.11751564
Rbpj,-3.5553226,-0.6880042,0.0003775154417054235,0.004984896489103798,0.28222996515679444,0.4120912794260788,0.21020973,0.3198236
Tnpo1,-3.5557296,-0.40090322,0.00037693142631038673,0.004981872811096947,0.6376306620209059,0.6670391867046397,0.6077958,0.74398303
Stard13,-3.5572882,-0.9099443,0.00037470312927176137,0.0049548588009509,0.2264808362369338,0.3468401889037096,0.19307084,0.33658847
Crtc1,-3.5661616,-0.6328479,0.0003622478563288193,0.0048019733100914536,0.2578397212543554,0.39788745088143046,0.18205649,0.26974526
Rhbdl3,-3.5674782,-1.2009033,0.0003604334720735204,0.004780280056572307,0.11846689895470383,0.24092433036518981,0.07212608,0.15865353
Doc2b,-3.5778294,-1.4753885,0.00034645937344466725,0.004608595724979311,0.06620209059233449,0.19088647752262158,0.042280607,0.11340516
Gm32647,-3.5783906,-1.0645262,0.00034571668028222734,0.004600994155118102,0.2961672473867596,0.3911099895454054,0.29762304,0.5452393
Gm11149,-3.5798132,-1.0360861,0.00034383992106392167,0.0045782847765052405,0.1254355400696864,0.2526406863982119,0.080335334,0.15831779
Msrb2,-3.5872567,-1.2902677,0.00033417520216875784,0.004458434797554381,0.0627177700348432,0.19128303111143155,0.042288806,0.10042924
Lama2,-3.5981765,-1.5764838,0.00032045615586519575,0.004292451100746665,0.10104529616724739,0.22329572082627347,0.104061104,0.28297865
Itm2c,-3.6052938,-0.7523016,0.0003118000831788311,0.004184849268239357,0.4355400696864111,0.5416561519881755,0.35110882,0.53565234
Utp4,-3.6077797,-0.90079975,0.00030882841994097623,0.004149109821907016,0.10801393728222997,0.24045567612386892,0.07334943,0.13286747
Galnt9,-3.608931,-0.7465521,0.0003074611662580629,0.004132807172263206,0.2613240418118467,0.38682000072100653,0.19786283,0.31268352
Slc22a23,-3.613269,-0.5503574,0.00030236075313436986,0.004068319197155993,0.45993031358885017,0.5757958109520891,0.44371632,0.597669
Rmst,-3.614765,-1.5285107,0.0003006201460479201,0.004048954047271987,0.13588850174216027,0.25134287465301564,0.12808394,0.3323307
Ttc26,-3.615282,-0.95033616,0.00030002079779436265,0.00404290814279565,0.1289198606271777,0.26179746926709685,0.08035183,0.1498623
Foxk1,-3.6169431,-0.8523117,0.0002981027967032732,0.004027160456217673,0.14982578397212543,0.2806157395724431,0.09377753,0.16339195
Kcnk2,-3.6245553,-0.7731107,0.00028945901575114273,0.003920243827234478,0.2613240418118467,0.3855582393020657,0.20652871,0.33076844
B3galt5,-3.629784,-1.4717396,0.0002836582655324101,0.003847500047882816,0.10104529616724739,0.22502613648653522,0.055200715,0.14618252
Susd1,-3.6426473,-0.8433803,0.00026984846895002713,0.0036694475509550756,0.14634146341463414,0.2797865820685677,0.10356578,0.17880395
Inpp4b,-3.6447923,-0.6499244,0.00026760776024862247,0.0036408205153825243,0.554006968641115,0.5909369479793792,0.6606533,0.90371364
Zfp423,-3.6451187,-1.6658883,0.00026726839859441965,0.003638045526966594,0.0627177700348432,0.18912001153610442,0.03748511,0.114400476
Extl1,-3.648969,-2.5024002,0.0002632950310110182,0.00359251883574622,0.03832752613240418,0.16258697141209127,0.015408604,0.08432781
Prrt1,-3.6493428,-0.68431,0.000262912012212056,0.0035896574025091185,0.27177700348432055,0.4101085114820289,0.1971787,0.3002888
Mok,-3.6568084,-1.0344739,0.0002553750793466766,0.0035009838683904082,0.11149825783972125,0.24319550091928333,0.06776736,0.1342022
Cap2,-3.6577728,-0.42870933,0.00025441640872216986,0.003491403933791984,0.6376306620209059,0.632178521215617,0.6447727,0.79701275
Cdc40,-3.6657994,-0.63027716,0.0002465671446413942,0.003397568808468852,0.3902439024390244,0.5001622264681496,0.30128226,0.43451542
Pde2a,-3.6706543,-0.57645416,0.00024193042994146203,0.003337099924295218,0.397212543554007,0.5075164930242618,0.3203851,0.44670737
Fbxw7,-3.6763415,-0.38979936,0.00023660281341099265,0.003265288955497367,0.7073170731707317,0.6909045026857493,0.715731,0.86291486
Ywhah,-3.6784132,-0.7345081,0.000234689567552023,0.003240549167586258,0.46689895470383275,0.5781390821586936,0.39938068,0.597064
Mical2,-3.6785707,-0.27312633,0.00023454455376355237,0.00324021190726306,0.7909407665505227,0.6887414831104222,0.9001686,1.0167935
Bcl6,-3.6802795,-1.383924,0.00023297839278839743,0.0032202311801565013,0.10452961672473868,0.2304336854248531,0.06301744,0.15679353
Add2,-3.683422,-0.5295519,0.00023012372457143954,0.003182777362285907,0.5818815331010453,0.6028335556436786,0.4849406,0.6422993
Shisa4,-3.68417,-1.0813789,0.00022944905424855067,0.0031763503800404723,0.1602787456445993,0.2906737805977144,0.10606811,0.21251263
St8sia1,-3.6882365,-0.6642005,0.00022581372185089612,0.003130864141451795,0.24738675958188153,0.3832510184217167,0.18315057,0.27650645
Dtx4,-3.6952658,-1.1151518,0.00021965693681365883,0.0030565416324096393,0.11149825783972125,0.24521431918958866,0.0716544,0.149206
Ppargc1a,-3.695867,-0.6019239,0.00021913760578980653,0.003050895060918187,0.3519163763066202,0.47622480983452903,0.29791012,0.42312172
Zfp46,-3.6979206,-1.6529812,0.0002173729558987873,0.003029466454875734,0.04529616724738676,0.17506038429647788,0.028649736,0.0874628
Trabd2b,-3.7087193,-2.0256608,0.00020831030105147947,0.002914501176092214,0.041811846689895474,0.17012148959948087,0.030710243,0.11954644
Plp1,-3.7102776,-0.8520751,0.00020703213472132565,0.002900392836267998,0.6411149825783972,0.7190598074912578,0.83905673,1.2155716
Zbbx,-3.7170062,-2.7674885,0.0002015975607110421,0.0028272058748985917,0.027874564459930314,0.15483615126716896,0.012967588,0.08514423
Gm44643,-3.7173142,-0.690982,0.00020135202128235545,0.0028252369774709614,0.156794425087108,0.29626158116730955,0.11586968,0.18092582
Tmsb4x,-3.7176404,-0.75945663,0.0002010921729644694,0.0028230651450132146,0.6759581881533101,0.7217635819604168,0.7711081,1.0876768
Calb1,-3.725832,-1.0014439,0.0001946719711189528,0.002741528230590284,0.21602787456445993,0.33970222430513,0.16596286,0.30852795
Zdhhc14,-3.7324727,-0.4096648,0.00018960929804492252,0.0026786550149669125,0.7177700348432056,0.6848480478748332,0.757737,0.9185424
Junos,-3.7328246,-1.6154263,0.00018934441306390424,0.002676320031050556,0.05574912891986063,0.18547892858430368,0.03496811,0.10349341
Disc1,-3.7331326,-1.4707197,0.00018911292404916774,0.0026744548785269146,0.07665505226480836,0.20743357727387432,0.050255325,0.13352253
Wdr66,-3.7360258,-2.0411756,0.00018695152652639923,0.002646674140023365,0.0313588850174216,0.16121705901438407,0.021549636,0.08586273
Fth1,-3.7360551,-0.9049492,0.00018692973060401277,0.002646674140023365,0.4878048780487805,0.5808789069541079,0.46048304,0.73960197
Pms1,-3.7399418,-1.249594,0.00018406280250289769,0.002614042020746755,0.09407665505226481,0.2262518475792206,0.057603665,0.13189512
Ywhaz,-3.744771,-0.4558075,0.00018055835289146387,0.0025669856837003354,0.6968641114982579,0.7228450917480803,0.7278626,0.903595
Katnal2,-3.754323,-1.4236509,0.00017381058885513253,0.0024762940204334097,0.04878048780487805,0.18068423519232849,0.03572316,0.09309361
Nt5dc1,-3.7552252,-0.9211259,0.00017318577843211831,0.0024700116064071227,0.1672473867595819,0.3022098849994592,0.11215024,0.20272326
Lifr,-3.7555807,-0.88706213,0.0001729399912755413,0.0024678160199542195,0.2264808362369338,0.35963805472439525,0.15158448,0.26444235
Slc30a3,-3.758052,-1.7933123,0.00017124118871423427,0.0024448728696872873,0.05574912891986063,0.18663253902447818,0.034166347,0.11374855
Actn1,-3.760861,-0.6554251,0.00016932956144409178,0.0024188651334411198,0.3344947735191638,0.4522873932009085,0.23720495,0.3518194
Sec14l2,-3.7628558,-1.7002553,0.00016798416645032703,0.0024009226343193017,0.06968641114982578,0.1992501532138866,0.035349037,0.110578634
Slc1a3,-3.76382,-1.3133883,0.00016733733930897752,0.002394224870730685,0.1951219512195122,0.31580085799776486,0.18013112,0.39912847
Miat,-3.7688324,-0.44732994,0.00016401288361945834,0.002350413964189251,0.5853658536585366,0.6015357438984823,0.5380152,0.67886865
Tesc,-3.7692432,-1.6474612,0.0001637432790981426,0.002347802513002717,0.059233449477351915,0.19243664155160603,0.039514117,0.11891036
Dop1b,-3.7728624,-0.6626211,0.00016138535197910434,0.0023152292619746575,0.39372822299651566,0.5088143047694582,0.28922713,0.4258646
Rogdi,-3.7756052,-0.974223,0.00015961971376869078,0.002292347252252657,0.156794425087108,0.2953963733371787,0.10600157,0.19859384
Rab3ip,-3.7844787,-0.77849025,0.00015403108948215414,0.0022132702536820756,0.1986062717770035,0.33826021125491185,0.13652648,0.22388563
Osbpl1a,-3.7855458,-0.6612778,0.00015337161353784593,0.0022061537771744756,0.46689895470383275,0.5626734921951043,0.389066,0.560848
Rin1,-3.7885451,-3.1154459,0.0001515320363243689,0.0021808601050004248,0.017421602787456445,0.1478063376473557,0.008856386,0.0742672
Ddn,-3.7888165,-1.3219817,0.0001513666483259613,0.0021796472885951663,0.13588850174216027,0.26691661559537116,0.08162399,0.19278952
Gm42722,-3.793598,-3.8871903,0.00014847997914437097,0.0021403739482882232,0.010452961672473868,0.14056022207000973,0.0047766445,0.06844996
Plxnd1,-3.8032894,-2.8110955,0.0001427874173300743,0.0020627408084188687,0.020905923344947737,0.1519881754929882,0.012810537,0.08662257
Serpine2,-3.8042977,-1.5089924,0.00014220706843669526,0.0020554620381355577,0.13240418118466898,0.26096831176322144,0.09027644,0.23814364
Ypel2,-3.8049505,-0.79043245,0.00014183260952457035,0.002051152969819809,0.33797909407665505,0.4673924799019431,0.2854357,0.4519382
Ccdc30,-3.811833,-0.56519306,0.0001379400839093538,0.00199916399926879,0.42857142857142855,0.529831644976387,0.3496145,0.48195672
Vcl,-3.8188438,-0.7925032,0.00013407858909189922,0.0019505639896585448,0.2787456445993031,0.4079094415804463,0.20467733,0.33175
Emx2os,-3.823046,-2.4668987,0.0001318131741935246,0.0019196856317506804,0.027874564459930314,0.1600634485742096,0.019330462,0.10247434
Mov10,-3.8327043,-1.3983071,0.00012674225087797787,0.0018528641355229952,0.05574912891986063,0.1911027794801543,0.03732694,0.095537685
Gng12,-3.83592,-0.88576376,0.00012509507385575136,0.0018317736427814928,0.24738675958188153,0.37632935578066984,0.17989218,0.31054497
Sema3a,-3.8494287,-1.4876689,0.0001183937092589352,0.0017383819496107043,0.09407665505226481,0.22473773387649157,0.06892407,0.18240854
Tecpr2,-3.8547966,-0.6025737,0.00011582582192852518,0.0017081448052796223,0.34146341463414637,0.48087530192148237,0.2645954,0.37839222
Gm28905,-3.8587568,-1.0859389,0.00011396524455810598,0.0016825528138880812,0.16376306620209058,0.2960813295360323,0.1317912,0.26161972
Gm47591,-3.861243,-0.7133599,0.00011281165742627771,0.0016673538146557106,0.20209059233449478,0.3472006921662641,0.13667136,0.21521157
Klf13,-3.8651407,-0.75532913,0.00011102515693236514,0.0016445677876365224,0.34843205574912894,0.47838782940985614,0.26616564,0.41525906
Cerkl,-3.872445,-2.205565,0.00010774899869786036,0.001598683376593875,0.03832752613240418,0.1719961065647644,0.020679008,0.0920103
Ly6e,-3.876449,-1.1939404,0.00010599195861451057,0.0015743526412227195,0.17073170731707318,0.3041926529435091,0.10423823,0.22421913
Adam11,-3.8904085,-0.891335,0.00010007556935245247,0.0014905934304325931,0.15331010452961671,0.2966581347561195,0.1033483,0.18395068
Col11a1,-3.8990695,-2.0542235,9.656303724550389e-05,0.0014438780249230324,0.06968641114982578,0.20119687083168103,0.04223419,0.16480534
Spns2,-3.912116,-0.9033869,9.149094893241226e-05,0.0013726196526040856,0.17073170731707318,0.3124121273297523,0.11148487,0.19933869
Foxp2,-3.917385,-2.3614516,8.951466448953232e-05,0.0013459759568179817,0.07317073170731707,0.2034319910595191,0.047186047,0.22177881
Agfg2,-3.9196403,-0.6308466,8.868124691498232e-05,0.0013341909880210385,0.21254355400696864,0.36601896247161037,0.16689739,0.2478387
Slitrk3,-3.9217377,-0.89196503,8.791268499479828e-05,0.0013248535310208804,0.18815331010452963,0.33332131655791486,0.1225609,0.2166921
Nova1,-3.925661,-0.7260408,8.649185687960793e-05,0.0013049052186159826,0.37630662020905925,0.5012797865820686,0.30558124,0.4644858
Gpc6,-3.9384472,-0.79669833,8.20106351095128e-05,0.0012473477739998043,0.4738675958188153,0.551966545297235,0.64305246,0.9428797
Ptprf,-3.9422643,-1.0838952,8.071594778266175e-05,0.0012301971168009764,0.13588850174216027,0.2761815494430225,0.08468638,0.17171092
Atp9b,-3.9428034,-0.30147073,8.053468884213847e-05,0.0012281311516391944,0.7770034843205574,0.7244673564295757,0.8423543,0.9666075
Rnf19a,-3.943588,-0.71459043,8.027150293906114e-05,0.0012248127677300246,0.3623693379790941,0.4825336169292332,0.2586873,0.39505976
Slc22a15,-3.9440024,-1.1959718,8.013285915098721e-05,0.0012233920030608103,0.08710801393728224,0.22693680377807418,0.057070162,0.1262362
Ryr1,-3.9446075,-2.947763,7.993082120663458e-05,0.001221001231280427,0.017421602787456445,0.1533580878906954,0.010781123,0.08031835
Bicc1,-3.9505146,-0.947717,7.798333825111607e-05,0.0011932871861090484,0.21602787456445993,0.3513825300118966,0.16354331,0.2946864
Igfbp5,-3.9532537,-1.6960458,7.709561861194259e-05,0.0011817223457517953,0.10801393728222997,0.24027542449259165,0.064316876,0.19494374
Prkab2,-3.956165,-0.85705596,7.616252479269019e-05,0.0011694211663883344,0.1602787456445993,0.3067882764339017,0.107129365,0.18633245
Prss12,-3.9619915,-2.2685015,7.43271381271015e-05,0.0011431998863624597,0.041811846689895474,0.17776415876563684,0.023451217,0.108252004
Pantr1,-3.9755368,-1.0080291,7.022069049901479e-05,0.0010831400423125875,0.24041811846689895,0.36901113955081294,0.16980885,0.3164315
Gm44257,-3.98063,-0.8866018,6.87328780888954e-05,0.0010607997899187934,0.1986062717770035,0.3406755831140272,0.1402999,0.24566206
Slc9a2,-3.9815502,-2.3855577,6.846722413296243e-05,0.0010583232366396002,0.0313588850174216,0.16885972818054004,0.02035481,0.10206288
Gm2762,-3.984337,-2.2640767,6.766876530181255e-05,0.0010473846334445296,0.027874564459930314,0.16579545044882657,0.018790308,0.08719743
Ctxn1,-3.9940724,-0.87863415,6.494801760201884e-05,0.0010087590942001424,0.21602787456445993,0.3645408990951368,0.16654542,0.28757572
Immp2l,-3.999855,-0.47267306,6.338132572819373e-05,0.0009849949232600148,0.6445993031358885,0.669058004974945,0.73961115,0.92412496
Parp8,-4.013598,-0.61894363,5.980014468412943e-05,0.000933660597131062,0.5470383275261324,0.5913335015681892,0.48952475,0.67797834
Sh3bp5,-4.015941,-0.70361376,5.9209035425587724e-05,0.0009265851962059068,0.3205574912891986,0.45300839972601753,0.23444709,0.35787472
Ndst4,-4.018328,-1.1320701,5.861251818168445e-05,0.0009183197455054585,0.2613240418118467,0.37614910414939257,0.23052296,0.44994378
Onecut2,-4.019637,-1.2580882,5.8287816728045985e-05,0.0009137652482395541,0.10452961672473868,0.24521431918958866,0.070469216,0.16095176
Actr3,-4.022347,-0.6457551,5.762108077915862e-05,0.0009038403038739007,0.43205574912891986,0.5632502974151916,0.3612145,0.5192072
Gm44644,-4.0241256,-1.8330573,5.7187440000303655e-05,0.0008975622154253265,0.041811846689895474,0.1819820469375248,0.026224371,0.09045396
Syngap1,-4.0287604,-0.8204208,5.607177076900518e-05,0.0008810809827854791,0.25435540069686413,0.39676989076751146,0.16245186,0.271167
Baz2b,-4.0304103,-0.4156933,5.567957895345867e-05,0.0008759427906788258,0.7735191637630662,0.755470637009265,0.8525325,1.0278035
Myo1b,-4.03158,-1.5945625,5.5403134066159654e-05,0.0008726155992718112,0.10801393728222997,0.24391650744439236,0.063263394,0.18001081
Wipf1,-4.0346236,-1.8368452,5.468993733370176e-05,0.0008634069425126711,0.09059233449477352,0.22654025018926421,0.073937766,0.24226893
Ssbp3,-4.035379,-0.6787031,5.4514279148131924e-05,0.0008611666291609743,0.3588850174216028,0.48822956847759474,0.27132094,0.40475282
Gpr26,-4.0384517,-1.1988071,5.380520331193944e-05,0.0008509392660340275,0.10452961672473868,0.24759364072244855,0.06409177,0.14144707
Fbxo34,-4.045224,-0.6168219,5.227309329825698e-05,0.0008271955341131714,0.5017421602787456,0.571325570496413,0.39942974,0.56127477
Synj2,-4.0484657,-1.0249742,5.15545200535219e-05,0.0008163052173471617,0.1986062717770035,0.3424420491005444,0.13603511,0.2596943
Cdh12,-4.0505705,-0.4978814,5.1092958725089705e-05,0.0008099515049812155,0.710801393728223,0.6837665380871697,1.0317581,1.2670381
Shtn1,-4.052767,-0.5203455,5.0615472027839784e-05,0.0008028558048335626,0.5888501742160279,0.6565845920905584,0.604966,0.7848951
Hs6st2,-4.057702,-0.78962916,4.9557905971748834e-05,0.0007884078942930084,0.32752613240418116,0.4459785861062043,0.28293785,0.44807735
Calm1,-4.0621023,-0.63881725,4.863274615035326e-05,0.0007746069289033742,0.8292682926829268,0.8366559717365443,1.0378492,1.3451357
Gm20063,-4.064108,-3.327452,4.8216482088321744e-05,0.0007688883523520505,0.020905923344947737,0.1595947943328887,0.009934241,0.0955107
Gm4876,-4.0676394,-1.5822153,4.749184014336797e-05,0.0007582327656876396,0.09059233449477352,0.23093838999242944,0.07564986,0.21131907
Thsd7a,-4.0705285,-0.7221855,4.690657676648867e-05,0.0007493339582137638,0.5156794425087108,0.5789321893363135,0.59713376,0.85340637
Tom1l1,-4.0711703,-1.655189,4.677753205624719e-05,0.000748162075209144,0.06620209059233449,0.2083708857565161,0.040396232,0.12207484
Prdm8,-4.073323,-2.4681554,4.634713318805462e-05,0.0007417197550702964,0.027874564459930314,0.1689678791593064,0.018650373,0.09909186
Dagla,-4.0752296,-0.7505948,4.596899913694172e-05,0.0007365456212341228,0.2613240418118467,0.4105771657233498,0.187117,0.29728776
Gm19410,-4.0776753,-2.0112357,4.5488251456149863e-05,0.0007292776352188227,0.0627177700348432,0.20101661920040376,0.034555048,0.13254943
Car7,-4.078383,-2.3667703,4.535003645220991e-05,0.0007279303939491518,0.027874564459930314,0.16940048307437183,0.016243055,0.08108526
Zmiz1,-4.085566,-0.99739957,4.3969475003109456e-05,0.0007078848372280114,0.26480836236933797,0.39795955153394136,0.17904025,0.33033258
Atp1a2,-4.104036,-1.6255835,4.0600468822470806e-05,0.000656003967083458,0.18466898954703834,0.3163776632178521,0.15753834,0.4229741
Acvr1c,-4.105462,-2.0243664,4.035073911530553e-05,0.000652753979547417,0.04529616724738676,0.1878221997909081,0.030271962,0.11781265
St18,-4.108993,-1.2070146,3.9738769634242735e-05,0.0006436291380784221,0.2857142857142857,0.40253794296838386,0.3279575,0.63976544
Rilpl1,-4.1174965,-1.0246412,3.8301029320748125e-05,0.0006214665808263901,0.15331010452961671,0.29990266411911026,0.10268422,0.19885835
Mark2,-4.119631,-0.4984522,3.794802830137716e-05,0.0006161108884942624,0.5958188153310104,0.6539529182739103,0.5512917,0.71247244
Pcdh20,-4.131632,-1.6606933,3.60196744558475e-05,0.0005865749409870439,0.06968641114982578,0.21428313926241033,0.04854012,0.14605011
Cdh11,-4.1365676,-0.34517854,3.525396802260452e-05,0.0005755006809036352,0.7979094076655052,0.7260535707848156,1.0411983,1.2023664
Gfra2,-4.141287,-1.7300279,3.453630087725978e-05,0.0005648146102081378,0.07665505226480836,0.21860917841306463,0.045396734,0.14329223
Mindy3,-4.148327,-0.66667175,3.349139440891729e-05,0.0005487279071753705,0.39372822299651566,0.5177908360070659,0.3058608,0.44977796
Sorcs2,-4.1667123,-0.7698917,3.090242629265876e-05,0.0005078582229258354,0.3310104529616725,0.4597137604095317,0.2586514,0.4076816
Gm10855,-4.168564,-2.0927331,3.0652482082681524e-05,0.0005046765891921891,0.03484320557491289,0.18035978225602942,0.020779198,0.08577579
Frmd4b,-4.1754355,-0.84734595,2.9741655581503674e-05,0.0004902811567331311,0.4843205574912892,0.5682612927646995,0.47191963,0.73478544
Arhgef9,-4.1873417,-0.41212615,2.8224094738061406e-05,0.00046698363646041256,0.7142857142857143,0.6906161000757057,0.7291674,0.88717353
Camk4,-4.192288,-0.5638037,2.761550634940962e-05,0.00045775981222001013,0.6062717770034843,0.6256534121633801,0.67300594,0.8834427
Bmp1,-4.193058,-1.7348824,2.7521896585749894e-05,0.0004564897291722837,0.059233449477351915,0.20620786618118894,0.0399445,0.12720285
Baalc,-4.2014585,-0.82202464,2.652006615931393e-05,0.0004409617436267112,0.2508710801393728,0.40553012004758643,0.18339033,0.3044257
Map3k5,-4.206706,-0.7654073,2.5912005610519524e-05,0.00043138512438330834,0.32752613240418116,0.4635711453188651,0.26502427,0.4159712
Vwa3a,-4.2163496,-2.9490356,2.4828884924958926e-05,0.00041438020989667475,0.020905923344947737,0.16572334979631564,0.013258491,0.09809563
Il1rapl2,-4.219712,-1.1081532,2.4461465458601138e-05,0.0004090103154154403,0.43205574912891986,0.5034788564836512,0.45401096,0.8058935
Cfap44,-4.2234263,-2.7151744,2.4061595900654412e-05,0.0004028255961685882,0.024390243902439025,0.1697970366631818,0.014045079,0.08881738
Rorb,-4.233176,-2.2567449,2.3041362971551685e-05,0.0003867091961558987,0.10801393728222997,0.24323155124553877,0.07608394,0.32049155
Vipr1,-4.2475357,-2.2573872,2.1613487600904824e-05,0.0003636533574429008,0.0313588850174216,0.17866541692202315,0.019300202,0.08908671
Mink1,-4.2495484,-0.7847504,2.142017147843186e-05,0.0003608526693576577,0.3240418118466899,0.47557590396193083,0.23859538,0.38132983
Arpc2,-4.2579784,-0.7334064,2.0628371996450394e-05,0.0003481685650405917,0.5121951219512195,0.596813151159018,0.4038642,0.6028341
Foxn2,-4.2604938,-1.0820725,2.0397557184198375e-05,0.000344489227868894,0.1602787456445993,0.31115036591081147,0.10525045,0.21104786
Ap1ar,-4.2669916,-0.9960904,1.9812667310393035e-05,0.00033545454986153803,0.18118466898954705,0.3323840080752731,0.10985822,0.2083236
Rapgefl1,-4.270611,-0.7383661,1.9493846752498872e-05,0.0003306816049492706,0.3588850174216028,0.4917264501243736,0.26098236,0.40379134
Inf2,-4.274901,-2.0428038,1.912224159197381e-05,0.0003249934418572652,0.0627177700348432,0.21002920076426693,0.036061678,0.1408938
Tamalin,-4.276822,-2.1105554,1.8958009774122704e-05,0.0003226103373215181,0.04878048780487805,0.19651032841847219,0.025906594,0.107365735
Mcc,-4.2804046,-1.3152393,1.865538009458277e-05,0.00031806476087654765,0.17770034843205576,0.3160171599552976,0.12249393,0.2808641
Traip,-4.2879434,-1.0991448,1.8033488863642084e-05,0.0003084403855926561,0.11846689895470383,0.2713868560510473,0.0805231,0.16520739
Tmem44,-4.291427,-1.2440034,1.7752854898081436e-05,0.00030402754054266934,0.13937282229965156,0.28688849634089186,0.1028088,0.22830218
Lyzl4,-4.302897,-2.44763,1.6857943140229287e-05,0.00028943957327665234,0.027874564459930314,0.17743970582933777,0.018181106,0.09539057
Kcnv1,-4.310641,-2.0203776,1.627819959197688e-05,0.000280022549959295,0.041811846689895474,0.1920761382890515,0.027551876,0.10735465
2610035D17Rik,-4.312621,-0.7479273,1.6133049063207455e-05,0.000277881428415631,0.3693379790940767,0.5117704315224053,0.3094035,0.47559014
Mapk1,-4.3159065,-0.42473862,1.589492478334907e-05,0.0002746602115296396,0.7212543554006968,0.709037816792242,0.7251012,0.8876874
Sort1,-4.3176484,-0.54724485,1.577004968855416e-05,0.00027267775748484577,0.6236933797909407,0.6740690003244529,0.5945663,0.78249776
Tpm1,-4.351104,-0.85538876,1.354537691265804e-05,0.0002364940075653811,0.30662020905923343,0.4535491546198493,0.2176225,0.36454555
Mas1,-4.352446,-3.0395157,1.3462699861668651e-05,0.00023535637298831272,0.020905923344947737,0.17084249612458993,0.011979026,0.094478674
Fmnl2,-4.3552914,-0.48870057,1.328899593113035e-05,0.00023247091189418782,0.7003484320557491,0.7170770395472079,0.78512615,0.9834076
Nell1,-4.366809,-0.9491918,1.2607495338171794e-05,0.00022135478265943452,0.43902439024390244,0.5042719636612711,0.47896415,0.78220177
