names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-TE NN (for_DEGs),mean_expr_Rest (for_DEGs)
A330049N07Rik,-2.439285,-1.2725549,0.01471635316305885,0.03917459971184776,0.025870646766169153,0.07152937681051771,0.029371955,0.069537036
Enpp6,-2.4420862,-1.2612096,0.014602660541626645,0.038887362611844195,0.024875621890547265,0.0706751838371834,0.030987773,0.07272933
Gipc2,-2.4422574,-1.7807642,0.014595731568369965,0.03887276313233234,0.006965174129353234,0.05251429844759712,0.007256076,0.024715194
Ddx51,-2.4428034,-1.1434548,0.014573674862520621,0.03882171543134025,0.008955223880597015,0.0547054891183243,0.010940877,0.024011534
Gm12064,-2.4435067,-1.4782841,0.014545302062199957,0.038749976840304665,0.004975124378109453,0.050545940726435416,0.007258659,0.020094192
Iah1,-2.4439828,-0.4431156,0.014526119810054411,0.03870654891869913,0.022885572139303482,0.06944960261457328,0.026420029,0.03575097
Cavin2,-2.4450645,-1.155986,0.014482621262190357,0.03859829729369717,0.012935323383084577,0.058827898685285596,0.01496213,0.03303989
Prss35,-2.4453852,-1.179692,0.014469745999241876,0.038567808253112706,0.008955223880597015,0.0547054891183243,0.011520211,0.025908899
Arhgap45,-2.4453933,-1.6598406,0.01446942624547725,0.038567808253112706,0.020895522388059702,0.06640421897051177,0.025495544,0.078438655
Hck,-2.4514496,-2.3420646,0.014228207895770638,0.037954129470798875,0.010945273631840797,0.05659956918963084,0.0099914465,0.049659625
1700093J21Rik,-2.453418,-1.1295427,0.014150579474418602,0.03776579961041198,0.008955223880597015,0.054891183242962195,0.011234663,0.024418302
Gm13944,-2.454725,-4.116029,0.014099243397217293,0.03764000696306295,0.0009950248756218905,0.04657208645918443,0.0011409882,0.019602606
Ulk3,-2.454759,-1.0976577,0.014097915229203655,0.03764000696306295,0.009950248756218905,0.05596820916586199,0.012179507,0.025886387
Nherf2,-2.4556015,-0.7060497,0.014064902819129706,0.037555792382988694,0.01990049751243781,0.06644135779543935,0.023469113,0.03800721
A430090L17Rik,-2.4556792,-1.6910776,0.014061862559617232,0.03755140598061171,0.005970149253731343,0.051808660773973114,0.006845588,0.021937674
Ntsr1,-2.457036,-3.3827763,0.014008868359892377,0.03741732533104455,0.0029850746268656717,0.04861472183020129,0.0020980844,0.021671128
Acr,-2.460612,-3.5796118,0.01387002847044283,0.037072283398070116,0.001990049751243781,0.04764911238208423,0.0016729708,0.019820375
Pkhd1l1,-2.4606996,-24.26909,0.013866640462434611,0.03706691496474513,0.0,0.04564361583599495,0.0,0.020015705
Sars2,-2.4637277,-0.6522495,0.013750047919842044,0.03676256593096077,0.012935323383084577,0.05927356458441655,0.017064637,0.02668984
1700003L19Rik,-2.4684236,-3.394826,0.013570964641744777,0.03631266878347761,0.001990049751243781,0.04783480650672213,0.0019225058,0.020038778
Hhip,-2.4720116,-0.69706297,0.01343551786962875,0.035971738257963785,0.042786069651741296,0.08995023397459705,0.05253671,0.08383513
Podn,-2.4736989,-1.334479,0.01337223208473086,0.03580943553086687,0.006965174129353234,0.053145658471365965,0.009098903,0.022789076
Gm9831,-2.4789066,-4.53229,0.013178578510962883,0.03531901103027854,0.0009950248756218905,0.04701775235831538,0.0008390846,0.019237997
Lancl3,-2.4794724,-2.2633758,0.01315768894407747,0.03526654383315328,0.004975124378109453,0.05110302310034911,0.005790393,0.027499516
Il18bp,-2.4797595,-1.1530749,0.013147108241947454,0.035241699766672796,0.007960199004975124,0.05437123969397608,0.010318154,0.022803077
Gm16153,-2.4815564,-0.6978391,0.013081002901786013,0.035071497502593314,0.012935323383084577,0.05968209165861992,0.016407099,0.026479343
Sertad4,-2.4828873,-1.9187919,0.013032236473165275,0.034951212100404326,0.006965174129353234,0.05333135259600386,0.0070808907,0.026513701
9130019P16Rik,-2.4843714,-1.781897,0.012978038499410656,0.03480933264914796,0.007960199004975124,0.0543341008690485,0.0090036765,0.03062763
Myadml2os,-2.485501,-1.9585246,0.012936923554269394,0.034709449416197566,0.004975124378109453,0.051288717224987,0.006399781,0.024647174
Gm56530,-2.4870667,-0.4391004,0.012880118832445773,0.034567398424672185,0.01691542288557214,0.0640273341751467,0.02125786,0.028712839
Gm37573,-2.4920416,-0.46682933,0.012701120470852789,0.034100630201020624,0.014925373134328358,0.06191042115427468,0.01838435,0.025320169
Zfp619,-2.4953268,-0.5598269,0.012584121805890419,0.03380339427414531,0.020895522388059702,0.06826116021689074,0.023197,0.034009255
Top1mt,-2.4964066,-0.7062418,0.012545875106027587,0.03370739567032909,0.01791044776119403,0.06514149892297408,0.018747728,0.030409247
Gm13601,-2.4967213,-4.0189924,0.012534745091053533,0.03368086005966084,0.0009950248756218905,0.0473520017826636,0.0014564956,0.023355119
Fhad1,-2.4968448,-0.88144886,0.012530380005850628,0.03367249832555319,0.014925373134328358,0.06198469880412984,0.018717116,0.034213826
Spink8,-2.4969084,-0.32435513,0.012528127585311424,0.033669812784288655,0.030845771144278607,0.07892000297110599,0.041233234,0.051365443
Plxnb3,-2.4977553,-1.3109536,0.012498246606776443,0.033596227123257605,0.024875621890547265,0.07164079328530046,0.02580135,0.06283158
Lrtm1,-2.497813,-1.9100548,0.012496209971392376,0.0335941132497562,0.003980099502487562,0.05050880190150784,0.0058733467,0.021896873
Fancb,-2.4986339,-2.5019228,0.01246730743234397,0.03352312125558716,0.0029850746268656717,0.049468914803535616,0.0041450053,0.0232552
Arhgap20os,-2.5007057,-4.1282005,0.012394612730974437,0.03333766207019851,0.0009950248756218905,0.04742627943251875,0.0012247565,0.021203928
Zfp414,-2.504461,-0.43653986,0.01226380999360271,0.033002360994301934,0.020895522388059702,0.0685211319913838,0.02606773,0.03511879
Gm47204,-2.5064871,-1.122592,0.012193748103698453,0.032817108528283,0.008955223880597015,0.055893931516006835,0.011678906,0.025256809
0610040B10Rik,-2.5069733,-0.29707798,0.012176991607003751,0.03277857788821787,0.026865671641791045,0.07490900987892743,0.029927036,0.036645964
Cstf1,-2.5074952,-0.6726061,0.012159021696442153,0.032736764827996055,0.01890547263681592,0.06625566367080146,0.021623477,0.034248795
Gm45902,-2.5076466,-1.337987,0.012153813449636921,0.032726021384080976,0.008955223880597015,0.055893931516006835,0.009582238,0.024048679
Igfn1,-2.508587,-4.141503,0.012121511739780511,0.032647980190564675,0.001990049751243781,0.04857758300527371,0.0015838592,0.027591329
Rnf43,-2.5123622,-0.700412,0.011992590482748276,0.03230809166547485,0.03383084577114428,0.08166827601574686,0.03766966,0.06051126
Gm26760,-2.513163,-1.2231658,0.011965398287816677,0.03224130084172023,0.011940298507462687,0.05901359280992349,0.012883361,0.029822722
Cyb561d1,-2.515267,-1.0883541,0.011894228261112916,0.032052744296069004,0.012935323383084577,0.060164896382678454,0.013407855,0.028297111
Plrg1,-2.5170999,-0.34910226,0.011832530293618491,0.03189607634325129,0.025870646766169153,0.07409195573052069,0.03174329,0.040260702
Dnah7a,-2.518592,-0.9935584,0.01178250986657358,0.031770801817845674,0.010945273631840797,0.05815939983658917,0.013447355,0.026598815
Gm47962,-2.5213752,-0.74882627,0.01168971498664633,0.031536409808352095,0.013930348258706468,0.06139047760528857,0.016027998,0.026788825
Plk4,-2.5219967,-0.7518375,0.011669079355028407,0.031483900217854535,0.015920398009950248,0.06354452945108817,0.018047925,0.030206604
Fcor,-2.5243137,-0.68040264,0.011592443179967831,0.03128655566951945,0.013930348258706468,0.061501894080071305,0.021432461,0.034128994
Zfp791,-2.5274155,-1.6115239,0.011490543561936751,0.031030241759722663,0.007960199004975124,0.055151155017455246,0.008116588,0.024598127
Gm39436,-2.5279715,-3.8412187,0.011472368315937119,0.03098427345956683,0.001990049751243781,0.04894897125454951,0.0019689114,0.02785566
Ly86,-2.5304756,-1.1917127,0.01139079805947621,0.030767063114005403,0.03283582089552239,0.08025700066849885,0.04516138,0.10031961
Gm48677,-2.5309517,-0.9905054,0.01137534706241112,0.030731507698269336,0.008955223880597015,0.05633959741513778,0.012417309,0.024522414
Ciao2a,-2.5310376,-0.2895573,0.011372569151649725,0.030727092318233094,0.025870646766169153,0.07431478868008616,0.032578837,0.03967803
1700030F04Rik,-2.5320735,-2.239725,0.011339023458590143,0.030642618961311187,0.003980099502487562,0.051140161925276685,0.004549188,0.0213065
Cfap70,-2.535811,-1.9069914,0.01121872993261214,0.030338896265024982,0.003980099502487562,0.051214439575131845,0.006283843,0.023365159
Syt6,-2.540142,-2.4682837,0.011080746713064643,0.02997479756166787,0.007960199004975124,0.055225432667310406,0.0075208573,0.04092718
Gm30085,-2.5410943,-0.9859486,0.011050611130278207,0.029896286857689833,0.013930348258706468,0.0616875882047092,0.014121347,0.027777985
Fbxl12os,-2.5426822,-0.9309254,0.011000526037173598,0.02976977889201879,0.008955223880597015,0.05659956918963084,0.013754956,0.02606239
Ankrd12,-2.545282,-0.25053066,0.010918952612450693,0.0295579545332007,0.5791044776119403,0.765542598232192,0.9476106,1.0574731
Tubg1,-2.5497048,-0.8568797,0.010781418533540152,0.02920624216112752,0.01791044776119403,0.06606996954616356,0.020105675,0.03612193
Arl16,-2.5502307,-0.26498893,0.010765166021519798,0.02916515537388959,0.023880597014925373,0.07268068038327267,0.03128243,0.03747298
Cabyr,-2.5511034,-0.97111684,0.010738249668281978,0.029103971009354124,0.013930348258706468,0.06191042115427468,0.014333361,0.027907753
Gm16267,-2.5519958,-1.0540265,0.010710780702446635,0.0290353790834081,0.011940298507462687,0.059904924608185396,0.01356396,0.027960373
Gm38875,-2.5524201,-2.1635194,0.010697742608177012,0.029002960738746475,0.004975124378109453,0.0525514372725247,0.0059118234,0.026217096
Tmem159,-2.5530298,-1.7926829,0.010679036524635576,0.028955167650550746,0.008955223880597015,0.05659956918963084,0.009117857,0.031240935
Pdlim1,-2.5550518,-3.6360826,0.010617196641448145,0.02879330578882839,0.003980099502487562,0.05143727252469732,0.0022126972,0.027168121
Gm47715,-2.5566735,-3.3219438,0.010567833215221182,0.028668114941241107,0.001990049751243781,0.04950605362846319,0.0021691646,0.02148304
Wnt5a,-2.556855,-0.40851796,0.01056232740548769,0.028658965705892582,0.024875621890547265,0.07364628983138974,0.031594627,0.041723073
Fn3krp,-2.5594747,-0.31367046,0.01048304977269739,0.028449605837024432,0.01990049751243781,0.06859540964123895,0.025675328,0.031812727
Nat9,-2.5640469,-1.0260564,0.010345958095205488,0.028091743534576743,0.010945273631840797,0.05905073163485108,0.01445381,0.029217213
Cdr1,-2.5645907,-2.6383126,0.010329757103712573,0.028053423628133907,0.001990049751243781,0.04965460892817351,0.0035668258,0.022002952
Asphd1,-2.565009,-1.2879095,0.010317310170330486,0.028029630486582826,0.008955223880597015,0.056970957438906636,0.012289273,0.02974553
Gm14329,-2.5680373,-1.9315565,0.01022761534377438,0.027798505390169693,0.003980099502487562,0.051808660773973114,0.0057762144,0.021857446
Ethe1,-2.569894,-0.3294623,0.010172962169485607,0.027655553773176675,0.022885572139303482,0.07190076505979351,0.028760439,0.036007386
Sstr2,-2.5723405,-0.9805146,0.010101348394190697,0.027471986978937653,0.010945273631840797,0.05919928693456139,0.015611314,0.030573303
Gm26724,-2.5746257,-0.37737295,0.010034864163623322,0.027293936641012113,0.020895522388059702,0.0699324073386318,0.025635736,0.033174288
Gm19500,-2.57612,-1.8809994,0.009991602475373751,0.02718177164253242,0.014925373134328358,0.06291316942731932,0.015566383,0.05617639
Twist2,-2.5761716,-2.1687999,0.009990105720683701,0.02718045167221254,0.004975124378109453,0.05295996434672807,0.00521083,0.02321997
Gm12089,-2.576604,-0.7722992,0.009977621362933061,0.027149234027545453,0.012935323383084577,0.06146475525514373,0.015288402,0.025972828
Gm36736,-2.5766816,-3.9847858,0.00997537910423845,0.027147133321605645,0.0009950248756218905,0.04883755477976677,0.001366844,0.02142375
Kdm8,-2.577616,-0.29779497,0.00994844963900787,0.02708082684633183,0.024875621890547265,0.07416623338037584,0.02823735,0.034600325
Gm49127,-2.5784388,-3.0530126,0.009924789275532617,0.02701915783521392,0.001990049751243781,0.04991458070266657,0.0028165404,0.023138866
Gm42917,-2.5798013,-1.0502433,0.009885713836574193,0.026915506210228854,0.011940298507462687,0.06035059050731635,0.013396215,0.0275457
Gm16701,-2.5803552,-2.2208571,0.009869871514031915,0.026877819761025396,0.004975124378109453,0.053071380821510805,0.004697526,0.021712564
Nprl2,-2.5836644,-0.5156121,0.009775686950895743,0.026634831511921375,0.027860696517412936,0.07736017232414766,0.029166225,0.041439448
Slc25a1,-2.5838616,-0.44369075,0.009770098678272917,0.026622305190669635,0.01990049751243781,0.06881824259080442,0.025800537,0.034930144
Abca6,-2.5934541,-0.48888704,0.009501718580443973,0.02591991657426696,0.025870646766169153,0.07528039812820322,0.030461468,0.04249059
1700080N15Rik,-2.5936036,-1.7445514,0.009497590725323786,0.025911286708239428,0.004975124378109453,0.05333135259600386,0.0067892605,0.022570914
Lamc2,-2.5950441,-1.4098862,0.009457880146858649,0.025813432152980386,0.009950248756218905,0.058567926910792545,0.010688319,0.02815289
6820408C15Rik,-2.5954623,-0.40680456,0.009446373740805711,0.025784646730541393,0.015920398009950248,0.06503008244819133,0.021250043,0.028075775
Slc29a1,-2.595558,-1.4223166,0.009443745458912871,0.025780091484404025,0.009950248756218905,0.058567926910792545,0.010892145,0.028929679
Cacng5,-2.5960321,-1.320368,0.009430723193718052,0.025747158323024186,0.010945273631840797,0.059570675183837185,0.013162741,0.032552935
Grip1os2,-2.5980005,-1.4674515,0.009376835471594739,0.025605240764405554,0.007960199004975124,0.05656243036470326,0.009322883,0.025571639
Gm38115,-2.5983093,-0.93476737,0.009368406399762426,0.0255874242693247,0.011940298507462687,0.06075911758151972,0.014103981,0.026789872
Lrrc55,-2.5987318,-1.4340746,0.009356888550373406,0.0255585641301752,0.010945273631840797,0.05960781400876476,0.011134278,0.029805247
Gm39214,-2.6003473,-0.59139544,0.009312943858938614,0.02544370121908292,0.01791044776119403,0.06710985664413578,0.020693298,0.031017417
1700037C18Rik,-2.6011243,-0.5016096,0.009291877036805113,0.02539389096612626,0.01990049751243781,0.06933818613979054,0.024444982,0.034435727
Gm16263,-2.602752,-1.2022144,0.009247882537258837,0.025283944218166966,0.007960199004975124,0.056673846839486,0.010764516,0.024597144
Gm16168,-2.6058917,-0.2705422,0.009163541594751681,0.025061003832160575,0.1482587064676617,0.20519200772487559,0.20106389,0.23794383
Gm16172,-2.606123,-1.4194194,0.009157360971253,0.025046649969214994,0.006965174129353234,0.055671098566441354,0.009138998,0.024260165
C1qtnf12,-2.6061268,-1.5296326,0.009157254441417698,0.025046649969214994,0.005970149253731343,0.05459407264354156,0.009250564,0.026477756
Ado,-2.611512,-1.0347639,0.009014286365195086,0.02467038853460908,0.01791044776119403,0.06718413429399094,0.020393277,0.041343704
Slc35e1,-2.6139126,-0.34089282,0.00895119589168719,0.024510204179112892,0.029850746268656716,0.0801455841937161,0.032614704,0.041131224
Abcb6,-2.6145003,-0.67216307,0.00893581072244229,0.024473064326982402,0.01691542288557214,0.06629280249572904,0.020037238,0.03174147
Gm57036,-2.6172097,-1.2267971,0.008865187482973423,0.024292024032989586,0.009950248756218905,0.05901359280992349,0.010875337,0.025270304
Gm12689,-2.6188653,-1.106822,0.008822280418315346,0.024184316959817726,0.011940298507462687,0.06113050583079551,0.012920087,0.027621608
Wdr74,-2.620467,-0.5174005,0.008780944131777753,0.02407591518580288,0.020895522388059702,0.07071232266211097,0.026372956,0.03753831
Kcnj11,-2.62075,-1.0052226,0.008773661452135985,0.02405840220623471,0.014925373134328358,0.06428730594963976,0.016282821,0.032420006
Gas2l3,-2.6292229,-1.1899165,0.008558026514786437,0.023495879478115007,0.008955223880597015,0.05819653866151675,0.011281932,0.025554968
Cmtm6,-2.6296692,-0.6360935,0.008546801788205487,0.023467460049977663,0.024875621890547265,0.07490900987892743,0.02798114,0.0431553
Rgs22,-2.6298583,-1.0021013,0.008542045277818162,0.02345734662216629,0.011940298507462687,0.06120478348065067,0.015036569,0.029893234
Ptprc,-2.6331973,-1.4480804,0.008458518720430802,0.02323692853675244,0.025870646766169153,0.07509470400356533,0.03248966,0.08627146
Lhx6,-2.6336336,-1.713498,0.008447658580379859,0.023209466876769613,0.004975124378109453,0.054074129094555445,0.009533382,0.03093135
Birc6,-2.633803,-0.2862484,0.008443446817901651,0.02320026751171054,0.6358208955223881,0.7981133476936789,1.084321,1.2199488
A230001M10Rik,-2.637614,-1.4756963,0.008349152796723184,0.022959956570254014,0.022885572139303482,0.07219787565921414,0.027772836,0.07540779
Gm37184,-2.6395009,-2.8766546,0.00830282355766219,0.022844242166125645,0.0029850746268656717,0.052068632548466165,0.0032370999,0.02353413
4930595D18Rik,-2.64068,-1.027495,0.008273978630907784,0.022769541766949217,0.011940298507462687,0.06153903290499889,0.012746684,0.025814114
Gm31087,-2.6421545,-2.2634883,0.008238048578967814,0.0226753088831044,0.003980099502487562,0.05310851964643839,0.005374189,0.025544655
Gm26954,-2.6423895,-1.1793215,0.00823233211712666,0.022661895706095003,0.010945273631840797,0.06053628463195424,0.011964132,0.026893051
Gm56590,-2.6473262,-1.2445853,0.00811310353424165,0.022365763000417885,0.009950248756218905,0.0595335363589096,0.010934254,0.025717396
Pcdhb21,-2.6483424,-0.9216917,0.008088757626745872,0.022305512872604842,0.012935323383084577,0.06269033647775385,0.015106677,0.02842644
Aox4,-2.6486251,-1.0846642,0.008081990612501208,0.02228913966518603,0.008955223880597015,0.058567926910792545,0.0132398065,0.027874637
Wdr53,-2.6499262,-0.5251675,0.00805093707427315,0.022208056584100147,0.01990049751243781,0.07015524028819728,0.024881123,0.035613876
Surf2,-2.6563094,-0.5669941,0.007900112893208017,0.021805447708320432,0.015920398009950248,0.06614424719601872,0.022048937,0.032493148
1700019A02Rik,-2.656325,-0.37189576,0.007899739492470425,0.021805447708320432,0.022885572139303482,0.073534873356607,0.026379047,0.03400531
Pno1,-2.6565144,-0.444877,0.007895306567002472,0.021796659555672088,0.01890547263681592,0.06930104731486296,0.027282568,0.03695683
Pcdhb20,-2.6570723,-0.6346047,0.00788225406076911,0.021765097791888396,0.020895522388059702,0.07126940503602466,0.023161372,0.0357319
2700099C18Rik,-2.6595905,-1.7769977,0.007823571575013713,0.02161638747769856,0.005970149253731343,0.05555968209165862,0.0079676835,0.027046219
Mypn,-2.660716,-3.3995202,0.007797467685776897,0.021550910997410532,0.001990049751243781,0.05143727252469732,0.0026615043,0.027734928
1700008O03Rik,-2.6612718,-1.2274097,0.007784606250532274,0.0215175774047734,0.008955223880597015,0.05879075986035802,0.010993766,0.02555419
Srd5a1,-2.6624534,-0.4251685,0.007757333052712415,0.02144660347014946,0.020895522388059702,0.07145509916066256,0.025819477,0.034517363
Gm15489,-2.6647325,-1.0832676,0.0077049601155606195,0.02130400064880776,0.011940298507462687,0.06198469880412984,0.0137382,0.028888442
Gm49890,-2.6649616,-4.682017,0.007699712921803199,0.021291683257059994,0.0009950248756218905,0.050471663076580256,0.0008284954,0.021053204
9430021M05Rik,-2.6655872,-0.75503707,0.0076854021076970995,0.021256485294268764,0.008955223880597015,0.058902176335140756,0.014887034,0.024997352
Alas2,-2.6709104,-1.4905273,0.007564584731019275,0.020933099044540465,0.006965174129353234,0.05685954096412389,0.008357806,0.023309369
Masp2,-2.6731994,-1.1348875,0.007513157082350224,0.020795069097934746,0.009950248756218905,0.059979202258040556,0.012348861,0.026920786
