names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Snrnp27,-2.697169,-0.77025527,0.006993175166472921,0.04968552586307359,0.19029850746268656,0.2701494,0.167082
Lamp1,-2.6992974,-0.539383,0.00694860399504303,0.04945317309537883,0.2947761194029851,0.3628472,0.26311076
A330015K06Rik,-2.6998296,-0.74886316,0.0069375011470807785,0.049442703849847565,0.22388059701492538,0.29306966,0.18452215
Manf,-2.7037315,-0.6830384,0.006856565996624111,0.04896539932807655,0.27238805970149255,0.33678484,0.2226742
Bax,-2.7042637,-0.9957544,0.006845595366567429,0.048928980947661196,0.11940298507462686,0.1994614,0.10498847
Rnf187,-2.710294,-0.56882334,0.00672235931381558,0.048130706633452786,0.31716417910447764,0.39594012,0.28329504
Ociad1,-2.7104714,-0.39962068,0.006718765105691102,0.048130706633452786,0.5447761194029851,0.662372,0.53772634
Dgat2,-2.7106488,-0.64253676,0.00671517262502775,0.048130706633452786,0.2947761194029851,0.38321465,0.26170927
Wbp4,-2.7108262,-0.65505916,0.006711581871108231,0.048130706633452786,0.2574626865671642,0.3308956,0.22240369
Tm2d1,-2.7173886,-0.7320996,0.006579931343132771,0.04747805005512426,0.2126865671641791,0.2867804,0.1822818
Atp5g1,-2.7184527,-0.556519,0.006558802812199795,0.047366605404569405,0.3805970149253731,0.47643647,0.34711927
Abi1,-2.727321,-0.32440463,0.006385090850330598,0.046192141620360415,0.753731343283582,1.0963199,0.95234084
Bola2,-2.7282078,-0.9962075,0.006367949394291876,0.046108158342335795,0.13432835820895522,0.22955495,0.121650755
Snx3,-2.7335286,-0.487027,0.006265967498115556,0.045448714646906044,0.3805970149253731,0.4608987,0.34907073
Stum,-2.7368987,-0.53256685,0.00620214178259753,0.045024956111644435,0.3656716417910448,0.431635,0.3171132
Ywhaq,-2.7370758,-0.41711947,0.0061987988070645855,0.045024956111644435,0.5,0.6029872,0.48229212
Ndfip2,-2.7480724,-0.5179793,0.005994676064421124,0.04369463550086434,0.332089552238806,0.42674398,0.31605357
Grcc10,-2.75428,-0.5796975,0.005882138861517287,0.04303928469875774,0.3283582089552239,0.4299023,0.30702925
Cnih1,-2.759069,-0.95995367,0.0057966294379057344,0.04248822316227475,0.16417910447761194,0.24121578,0.1312361
Rbx1,-2.7611973,-0.6195027,0.005758986283222573,0.04230966036518081,0.27238805970149255,0.34435833,0.23710383
Swi5,-2.7640352,-0.7913312,0.0057091383305065005,0.042068929130363544,0.19402985074626866,0.2632111,0.16039935
Cct2,-2.7661636,-0.775539,0.005672008100146656,0.041832314607630296,0.21641791044776118,0.29405528,0.18207432
Brip1os,-2.766341,-0.7908945,0.005668923768062768,0.041832314607630296,0.17537313432835822,0.25155643,0.15299457
Higd2a,-2.7679372,-0.87896335,0.005641232784732324,0.041753138568347406,0.1791044776119403,0.26282257,0.15139097
Dbpht2,-2.7753866,-0.901248,0.005513614805658699,0.04101296554493108,0.19029850746268656,0.2631811,0.14945035
Cdip1,-2.777692,-0.4038493,0.005474645419743016,0.040810102797977005,0.5261194029850746,0.6441499,0.5209082
Septin3,-2.7798204,-0.37955582,0.005438894526164759,0.04061626073571425,0.5746268656716418,0.7387835,0.6100149
Atp5a1,-2.7808847,-0.43298358,0.005421098232671406,0.04051967055702556,0.5261194029850746,0.657069,0.5236822
Uqcrc1,-2.7831905,-0.8091919,0.005382719821949821,0.040327149798736577,0.20149253731343283,0.2669712,0.16095856
Ndufs2,-2.7835453,-0.87679464,0.005376837275023776,0.040327149798736577,0.19402985074626866,0.26705337,0.15417951
Mmd,-2.7987986,-0.38619456,0.005129314184701238,0.03868570535321278,0.5559701492537313,0.6776288,0.5547933
Tceal3,-2.7998626,-0.59212774,0.005112435613442126,0.038593331886256056,0.26865671641791045,0.34453055,0.24126606
Serf2,-2.8003948,-0.5521981,0.005104015166937854,0.03856469845989127,0.34328358208955223,0.4305564,0.31260592
Tro,-2.8062477,-0.5396972,0.005012214165842661,0.038043527193199214,0.3246268656716418,0.39401263,0.2868375
Klf7,-2.8066025,-0.46933058,0.005006698749606812,0.0380363057239956,0.43656716417910446,0.5556309,0.4296358
Rprml,-2.8094404,-0.90716016,0.004962772598284365,0.03773699528658932,0.1791044776119403,0.2524532,0.14248313
Snrpg,-2.811214,-0.94394237,0.004935496041179224,0.03759819379084795,0.16044776119402984,0.24283482,0.13354619
Zfp536,-2.8117461,-0.37780422,0.00492733955546947,0.03757040059952659,0.667910447761194,0.9307111,0.7804058
Hspa2,-2.8119233,-0.95119065,0.004924623437426853,0.03757040059952659,0.14925373134328357,0.22539254,0.12288728
1700109K24Rik,-2.8126328,-1.5377727,0.004913772502158083,0.03757007342475731,0.08208955223880597,0.16764252,0.06096415
Islr2,-2.8163574,-0.732667,0.0048571590967372725,0.03717131672379103,0.24253731343283583,0.31510204,0.20122719
H2aj,-2.8202596,-0.57120883,0.004798483354938049,0.03678984386389485,0.23880597014925373,0.32054675,0.22660457
Tceal9,-2.8250482,-0.88799644,0.00472734924952639,0.03637832746588452,0.17537313432835822,0.2656364,0.1522159
Cd47,-2.8257577,-0.3744874,0.004716892431084788,0.03633140621133144,0.6716417910447762,0.9460691,0.7954145
Tmem106b,-2.82629,-0.51849145,0.004709063562628894,0.036304658400508054,0.3843283582089552,0.4693493,0.34933934
Rab10os,-2.833207,-1.7390523,0.004608353232006895,0.03569332326723556,0.06343283582089553,0.14781451,0.04661664
B3galt2,-2.8349807,-0.6146611,0.004582846232018649,0.03556186266074807,0.3208955223880597,0.41356567,0.28856382
Smdt1,-2.8378184,-0.89889824,0.004542300898708817,0.03528008917971975,0.20522388059701493,0.29485068,0.16882233
Hmgn1,-2.8403015,-0.8742324,0.0045070905831804476,0.035071982185084824,0.19029850746268656,0.27665368,0.16030605
Krtcap2,-2.8431394,-1.307337,0.004467153139675698,0.034826243466844965,0.10074626865671642,0.1955595,0.083674274
Plk2,-2.8452678,-0.938436,0.004437410792079162,0.03462676174268515,0.16417910447761194,0.25266847,0.13975693
Eif4h,-2.8459773,-0.63997835,0.004427536627338458,0.034582090208283706,0.2873134328358209,0.37730172,0.25783852
Ndufs7,-2.8461545,-0.67685103,0.004425071199518995,0.034582090208283706,0.23507462686567165,0.32591677,0.21593077
Erg28,-2.8473961,-0.8072257,0.0044078480128212786,0.03452538095756817,0.21641791044776118,0.28470802,0.17246516
Uqcrc2,-2.8555548,-0.528984,0.004296170448484399,0.03371401555336062,0.40298507462686567,0.4961461,0.3682454
Cck,-2.8557322,-0.33596674,0.004293771427099622,0.03371401555336062,0.7313432835820896,0.97872144,0.83983034
Tspyl1,-2.8567963,-1.033883,0.004279402790792104,0.03364579514949188,0.1455223880597015,0.24090564,0.12490335
Tmem132a,-2.8578606,-0.42554656,0.004265077770971393,0.0335965577913758,0.47388059701492535,0.59666866,0.47474355
Lrpap1,-2.859989,-0.5805256,0.0042365581161419785,0.03349855345344142,0.34701492537313433,0.4304537,0.30729452
Bbip1,-2.8603437,-0.6500573,0.004231821691997571,0.03349287937427138,0.2574626865671642,0.33954912,0.22924586
Cacybp,-2.8633587,-1.0791584,0.004191755590387338,0.0332705629431315,0.1455223880597015,0.22530904,0.11297929
Nsmaf,-2.8699212,-0.56246287,0.004105739956109105,0.03271246347439128,0.3694029850746269,0.4578134,0.33157462
Eno2,-2.8713403,-0.5065589,0.004087353900195555,0.0325971362719902,0.4141791044776119,0.5007235,0.37670523
Commd3,-2.8720496,-0.7044887,0.004078188922286075,0.0325971362719902,0.2462686567164179,0.3182882,0.2070002
Bri3,-2.8784347,-0.7989501,0.003996539620890551,0.0320133475084843,0.20149253731343283,0.28095743,0.17096804
Psma4,-2.8816273,-0.800001,0.003956274067206487,0.03179516690077036,0.21641791044776118,0.29467317,0.17966978
Atp6v1f,-2.8857067,-0.6613337,0.0039053598339706353,0.03144663657614616,0.29850746268656714,0.38592008,0.26066235
Hcfc1r1,-2.888899,-0.9850257,0.0038659298473776925,0.031219631151207062,0.13432835820895522,0.21927512,0.11677446
Mtch2,-2.8912048,-0.49220467,0.0038376779293149204,0.031021540119214885,0.44029850746268656,0.57520926,0.44003144
Dlat,-2.8931558,-0.5784623,0.0038139191181346646,0.03088940906757463,0.31716417910447764,0.40972987,0.29202145
Dpysl2,-2.893688,-0.3548483,0.003807462679640929,0.030867114758878895,0.667910447761194,0.8750125,0.7390171
Arpc1a,-2.901492,-0.44122383,0.003713902461473724,0.030137938767207415,0.4925373134328358,0.6284823,0.49729732
Gpr22,-2.9139075,-0.50270575,0.003569356859718508,0.02913518126238398,0.4141791044776119,0.51859283,0.39183506
Gm12394,-2.9158585,-1.0521575,0.003547113669306998,0.029010446830230147,0.1455223880597015,0.22861528,0.11677726
Snw1,-2.916568,-0.91070455,0.003539056553697522,0.028972983613472638,0.1791044776119403,0.2706344,0.15299584
Tmem167,-2.9298701,-0.48245078,0.0033910362107278636,0.027843247074094597,0.47388059701492535,0.5828997,0.4487339
Plekha2,-2.9321759,-0.561252,0.003365960146919401,0.02766460736136715,0.332089552238806,0.4548405,0.329527
Chmp4b,-2.932708,-0.7049481,0.003360197394362462,0.02766030176256412,0.23880597014925373,0.3273393,0.21315609
Ap1ar,-2.935546,-0.8276799,0.0033296141686066216,0.027517217452763032,0.2126865671641791,0.29538032,0.1769883
Rpl36a,-2.9383836,-0.5574264,0.003299284659388638,0.027305102632914507,0.35447761194029853,0.44756332,0.32467586
Gpx4,-2.93998,-0.5304764,0.003282335107354343,0.027191829805855956,0.43283582089552236,0.51632637,0.38384327
Rpl10,-2.940512,-0.49579087,0.0032767029080562997,0.027172181130090747,0.43283582089552236,0.5506376,0.419228
Dek,-2.9445913,-0.6682673,0.00323381434957939,0.026843235846010595,0.30970149253731344,0.40722343,0.27481875
Nedd8,-2.9453008,-0.61236316,0.003226407897343194,0.026808458042331184,0.30223880597014924,0.39296013,0.27373692
Gde1,-2.9472518,-0.62779003,0.003206119783689644,0.02666646933859231,0.332089552238806,0.41952914,0.29067707
Rab14,-2.9538143,-0.34040466,0.0031387282179271268,0.026184345313518192,0.6828358208955224,0.8659321,0.73608977
Pianp,-2.9539917,-1.2283419,0.003136924879847423,0.026184345313518192,0.11940298507462686,0.2019385,0.09121809
Stmn4,-2.960022,-0.60765433,0.00307617054990763,0.02579155469107665,0.2798507462686567,0.35914484,0.24964827
Cfl2,-2.9617956,-0.6841007,0.003058506944120002,0.025669281845212586,0.26119402985074625,0.33198348,0.21917965
