names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LA-BLA-BMA-PA Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Trmt61b,-2.6693912,-0.5809688,0.00759888750661251,0.04256454186005381,0.1609375,0.21871679308196842,0.08495395,0.12454488
Pop1,-2.6694434,-0.6261983,0.007597709293360429,0.04256454186005381,0.1625,0.220622183137298,0.07489893,0.113369405
Arl6ip6,-2.6696987,-0.62478095,0.007591932809076185,0.04254332316577207,0.140625,0.19907661866549412,0.07491489,0.1132876
Mospd2,-2.6710725,-0.4713162,0.007560930662775659,0.042404969089706104,0.2,0.25612839397603604,0.10963006,0.148965
Wdr11,-2.6719751,-0.41628012,0.0075406228589723874,0.042299903177575794,0.24375,0.29903631233740063,0.13912492,0.18165028
Rlim,-2.672139,-0.25073454,0.007536945916903207,0.04228810540555213,0.2953125,0.3500054963174673,0.19874847,0.23238905
Naa50,-2.672191,-0.26716697,0.007535776317970815,0.04228810540555213,0.24375,0.30075849181048697,0.15921165,0.18871543
Fyb2,-2.6725678,-0.44344935,0.0075273155003423246,0.04226054481700758,0.078125,0.14008281118317395,0.06695451,0.08999202
Gls,-2.673443,-0.41471562,0.007507699216447498,0.04216803468769738,0.63125,0.8079953098090946,1.3248172,1.5435485
Hapln1,-2.67814,-1.28503,0.007403229962423851,0.041607360194588765,0.028125,0.09010296434722069,0.030327108,0.072353475
Dcun1d3,-2.680218,-0.4670853,0.0073574250888887496,0.041374896576676555,0.221875,0.2803488329485911,0.1222741,0.16533574
Zfp2,-2.6803343,-0.5979767,0.007354863626252599,0.04137014562223307,0.14375,0.20244769337876956,0.074356176,0.110498734
Inip,-2.6803591,-1.0401318,0.007354318737430163,0.04137014562223307,0.071875,0.13158184016708804,0.035002694,0.07069586
Pot1a,-2.6821024,-0.39903286,0.007316103696847971,0.04116936258310051,0.2453125,0.30090506027628156,0.1471883,0.189874
Prxl2c,-2.6833103,-0.57369745,0.00728973496620922,0.0410467683449375,0.1234375,0.18225788721556557,0.071213566,0.104228884
Stx3,-2.6836424,-0.2580057,0.00728249448041646,0.04101459373062047,0.2390625,0.30105162874207614,0.14632107,0.1726277
Plekhm1,-2.6840813,-0.83374393,0.00727294044687303,0.04096937312525751,0.1390625,0.19669488109633212,0.060515244,0.10542879
Ppp1r37,-2.6845849,-0.3093138,0.0072619968441095415,0.040916304298851625,0.2015625,0.26418965959473817,0.12494596,0.1526446
Chchd7,-2.6857576,-0.4080054,0.007236555018104939,0.0407815086695637,0.1671875,0.22619178483749222,0.09454879,0.12360967
Zfp715,-2.6870198,-0.6183963,0.0072092661981847115,0.040644771872686364,0.1203125,0.18097541313986296,0.06557223,0.09897458
Patl1,-2.6876473,-0.56606644,0.007195736600103772,0.04057700785829765,0.153125,0.2128906965666337,0.081839874,0.11890108
Stat2,-2.6892245,-0.85177714,0.00716182603494439,0.04040274313645932,0.153125,0.20984940090139606,0.065464154,0.11519997
2610316D01Rik,-2.6897502,-0.32049307,0.007150554432154617,0.04034762654178802,0.2375,0.298999670220952,0.18317923,0.22397311
Zcchc9,-2.690328,-0.5598115,0.007138184673685628,0.040286289053125986,0.1203125,0.1811586237221062,0.06982444,0.101296864
Rbl2,-2.6908338,-0.3515364,0.007127370274588872,0.04024215996600189,0.2765625,0.33054853248323623,0.17112255,0.21360411
Noct,-2.6910024,-0.29014885,0.0071237687447898304,0.0402302787247799,0.203125,0.2630903961012788,0.12529047,0.15118533
Adamts10,-2.6916347,-0.84049803,0.007110277554612486,0.040162530563892684,0.1265625,0.18526254076435456,0.057101775,0.100049965
Cdc25b,-2.6919372,-1.3912623,0.0071038310620989975,0.04013455438153912,0.0796875,0.13843391594298488,0.026344467,0.06767914
Slc9a2,-2.6943278,-0.65968114,0.007053077465876562,0.03986457541188541,0.1109375,0.16935986222564214,0.06603008,0.1024039
Ampd3,-2.6944194,-1.0996258,0.007051135959147782,0.03986457541188541,0.078125,0.138214063244293,0.038770597,0.08131893
Zdhhc1,-2.6952724,-0.36268672,0.007033108153046337,0.03977680826612399,0.221875,0.28174123337363965,0.12906112,0.16308258
Oxa1l,-2.6968496,-0.63434345,0.006999886644461416,0.03962227809915278,0.128125,0.18724121505258143,0.06743019,0.10280643
Rpe,-2.6969464,-0.44046992,0.006997854069964958,0.03961911901811176,0.2390625,0.29540874280898466,0.13028176,0.17297159
Ipp,-2.6989574,-1.0838163,0.006955706886282789,0.039388797478275776,0.071875,0.13275438789344474,0.034997553,0.07278145
Akap1,-2.699788,-0.6830636,0.006938363782900727,0.03929886906546006,0.15625,0.21336704408046608,0.07383913,0.11603817
Caprin2,-2.7022629,-0.77538496,0.00688692685715809,0.039023982423415836,0.1125,0.17291414752116083,0.055864047,0.09380065
P2rx7,-2.7051122,-1.8789638,0.006828131840196083,0.03869898809240008,0.0484375,0.10941335971565717,0.022443136,0.08017945
Foxn2,-2.706109,-0.30180362,0.006807668011887333,0.038591147569496345,0.2578125,0.3117511267450808,0.17471328,0.21133411
Abca2,-2.7063,-0.2627785,0.006803754618428957,0.038577102046251546,0.2125,0.2714814407680188,0.16054723,0.18974948
Arhgap42,-2.7089782,-0.5447634,0.006749078092374597,0.03828324431963383,0.221875,0.2774174636326994,0.13371265,0.1895454
Gm30092,-2.7098088,-0.5333957,0.00673219867329397,0.03820362795172312,0.178125,0.23601187204572935,0.12895767,0.18166623
Alkbh5,-2.7128341,-0.4775412,0.006671047606290137,0.03788861745529824,0.1515625,0.21113187497709868,0.08657665,0.11859942
Dnajb12,-2.71306,-0.42148137,0.006666506413342572,0.037870830301588776,0.1140625,0.17580887472060386,0.076608285,0.10132294
Dnttip1,-2.7133873,-0.34634042,0.006659924127864463,0.037849441902647656,0.228125,0.2861382873474772,0.13333608,0.16664514
Pex2,-2.7150016,-1.120715,0.006627546882778781,0.03767340485302853,0.1125,0.17042248360265289,0.04746468,0.100481264
Slc45a4,-2.7174118,-0.27202132,0.006579468194441173,0.03741593870574272,0.178125,0.24062877871825877,0.11366357,0.13571288
Cyp2j6,-2.7182748,-1.7427676,0.006562331234348327,0.037326384476490164,0.05625,0.11699827782052691,0.02576372,0.08373947
Plek,-2.7191775,-1.118224,0.006544449330231579,0.0372404391154855,0.1125,0.1721813051921879,0.05130396,0.1082055
Unk,-2.7212307,-0.28450862,0.00650393603279668,0.037025585000264156,0.23125,0.291231541533839,0.15423936,0.18492243
Rab43,-2.722783,-0.7887508,0.006473456316717969,0.03685987947239073,0.1671875,0.22337034187094645,0.07498805,0.12621747
Exosc1,-2.7228029,-0.57208,0.00647306763251906,0.03685987947239073,0.1671875,0.22465281594664907,0.08476677,0.12355759
Pnpla7,-2.7229664,-1.11742,0.0064698617888510395,0.036855032068354346,0.1125,0.16990949397237184,0.06364057,0.13327308
Litaf,-2.7239385,-1.398807,0.006450850437490268,0.03675452740783789,0.0765625,0.1370415155179363,0.046869066,0.11914028
Pik3r4,-2.7241344,-0.36464924,0.006447025158556878,0.03674052301387557,0.153125,0.21358689677915796,0.095256746,0.12104984
Gm19744,-2.7252378,-0.9957456,0.006425515799981523,0.03662571267405675,0.06875,0.1297130922282071,0.036123876,0.0707864
Gm11266,-2.7256,-1.1126587,0.006418472876605271,0.03660886567488508,0.0828125,0.14246454875233594,0.041791044,0.08827224
Gnpat,-2.727544,-0.48565212,0.006380771998070549,0.03642475963207046,0.2171875,0.2743395258510132,0.117290795,0.16063158
Katna1,-2.7286203,-0.54222953,0.006359987665348443,0.036313826725013314,0.1171875,0.179729581180609,0.06729365,0.0965521
Acad8,-2.7290468,-0.5273697,0.006351767428076544,0.03627459953080058,0.146875,0.20889670587373127,0.07985569,0.11316439
Tmem120b,-2.7307878,-0.40491036,0.006318316448747595,0.03609890771376736,0.21875,0.28397640247700706,0.1251747,0.16258785
Mcmdc2,-2.7330294,-0.7694123,0.006275473561793657,0.035872894998032756,0.0953125,0.1570847532153457,0.047512878,0.079683445
Mideas,-2.7340088,-0.5081073,0.0062568357274397045,0.03578569093152509,0.190625,0.24883661280275549,0.11002256,0.1530684
Sgsm3,-2.7343388,-0.28912142,0.006250571426364143,0.03575747375482319,0.271875,0.3320875013740794,0.17361768,0.20837289
Npr3,-2.7349412,-0.48121127,0.006239140704414361,0.03569968286363157,0.1875,0.2472610017954637,0.11945113,0.16306329
Lin54,-2.7373815,-0.49584758,0.0061930454895100994,0.0354510294638126,0.159375,0.22003590927411967,0.091596246,0.12686603
Bsdc1,-2.74062,-0.34921157,0.006132339892326,0.0351259801549349,0.20625,0.2653988494375435,0.12525252,0.15698476
Elk3,-2.7415745,-1.5250443,0.006114546851016347,0.03503152961339216,0.0453125,0.10739804331098164,0.028738847,0.08057403
Fancc,-2.74246,-0.55957735,0.006098089411144129,0.03494469236029916,0.225,0.28339012861382873,0.121822335,0.17474334
Pknox1,-2.742874,-0.9139183,0.006090404538395721,0.034915547247000855,0.134375,0.19306731156791615,0.062584944,0.114834875
Prkaa1,-2.7429733,-0.42164627,0.006088565145694938,0.03491245101682095,0.2078125,0.2673775237257704,0.120250806,0.15799043
Gm28403,-2.743623,-1.1683056,0.006076529490823903,0.034850874582377435,0.0640625,0.12689164926166135,0.030711215,0.067746066
Tyw1,-2.7463036,-0.33243382,0.006027097232020756,0.03459690293193713,0.21875,0.27749074786559674,0.13160102,0.16305526
Gm14399,-2.7468367,-0.58760524,0.006017308955243908,0.03454809650158201,0.1796875,0.23769740940236708,0.0842407,0.12405491
Msmo1,-2.7487361,-0.40338284,0.005982551676332263,0.034370571636315565,0.1953125,0.2558352570444469,0.14454111,0.18704137
Egfr,-2.7495346,-1.3020382,0.0059679949972240715,0.034301609748750975,0.0578125,0.12029606830090506,0.057356853,0.13589652
Cpsf3,-2.7522748,-0.37671417,0.005918283549407485,0.03406579220540947,0.2203125,0.2796892748525155,0.1300523,0.16579355
Prpf40b,-2.7527583,-0.385699,0.005909549781614448,0.034023913141628497,0.234375,0.2957385218570225,0.13451728,0.17236772
Tmem104,-2.7533758,-0.96954143,0.0058984143193406245,0.03396707946006914,0.1046875,0.16470631343666411,0.04524451,0.0867586
Slco4c1,-2.753924,-1.0251524,0.005888546882821504,0.03391752513213587,0.10625,0.16664834560844236,0.042322777,0.08432553
Stat3,-2.7541544,-0.5610208,0.005884398972438276,0.03390090059807385,0.1953125,0.25088857132387965,0.12149228,0.1744421
Erich1,-2.7548141,-0.90950227,0.005872549591359448,0.03384714876015194,0.0640625,0.1274046388919424,0.036590707,0.06766317
Cep44,-2.7549727,-0.6201351,0.0058697018243309244,0.033837993567854954,0.2,0.25843684731230077,0.09652056,0.14474906
Sox2,-2.755754,-1.2758619,0.00585570360362665,0.03376453987756397,0.06875,0.13022608185848814,0.04454304,0.104626864
Prr14,-2.755935,-0.2601959,0.005852463869638137,0.03375310242051443,0.2453125,0.3039829980579678,0.15735865,0.18572983
Gm10516,-2.7576087,-1.1136994,0.005822583881887218,0.03358798387855508,0.096875,0.15719467956469166,0.03661927,0.07762085
Rhobtb1,-2.7596,-1.09674,0.0057872169339108995,0.03340548206534605,0.096875,0.15785423766076728,0.047373675,0.09871971
Cflar,-2.7598803,-1.1201422,0.005782255592903101,0.03338401542357248,0.0890625,0.1502326774394489,0.055666316,0.11727812
Slc36a1,-2.7643166,-0.99124545,0.005704217677653572,0.03296888126447655,0.1015625,0.16309406031292367,0.046919625,0.09120575
Ttc5,-2.7659235,-0.39249292,0.005676186476928717,0.03281392655659953,0.2390625,0.2969843538162764,0.1362237,0.17526959
Trmt2b,-2.7683535,-1.2401911,0.005634029613837688,0.03259827211968533,0.059375,0.12198160565754278,0.03193005,0.07385003
Zfp641,-2.7699952,-0.79245496,0.005605712284940224,0.0324550742391344,0.1703125,0.22813381700927046,0.07768045,0.13094734
Fbxo32,-2.7700646,-1.1347853,0.005604517408588111,0.0324550742391344,0.0671875,0.12905353413213147,0.04449784,0.09523521
Lmf1,-2.7715278,-0.7074192,0.005579393033065457,0.032323909184663394,0.1578125,0.2179106665200982,0.07751982,0.12364697
Ifrd1,-2.7717385,-0.25972956,0.005575781806930721,0.0323099540979574,0.2828125,0.3419075885823165,0.19051215,0.2241566
Arvcf,-2.7726312,-0.7573557,0.005560510572494891,0.03222841222669062,0.121875,0.18181818181818182,0.059816606,0.09911988
3110082I17Rik,-2.773447,-0.3942876,0.005546587378829738,0.03216158887983493,0.234375,0.29244073137664434,0.13659252,0.17593564
Carmil3,-2.7741413,-0.4320272,0.005534762641889272,0.03209995082831098,0.175,0.23648821955956176,0.097795054,0.12980397
3010001F23Rik,-2.7754507,-0.81687385,0.005512526447072643,0.03198479499737463,0.15625,0.21366018101205525,0.06807746,0.11698334
Mid1,-2.7765815,-0.9584374,0.005493387379870774,0.03188063043134508,0.13125,0.18976952108753803,0.07311529,0.13749947
Chtop,-2.7768443,-0.25193763,0.005488946986412672,0.031861742390345324,0.228125,0.2876406141218717,0.15696403,0.1843042
Leng9,-2.7768989,-0.55461204,0.005488025801381178,0.031861742390345324,0.1734375,0.2318346707705837,0.09434037,0.13567643
Dcaf12,-2.7772856,-0.45474926,0.005481497763905933,0.0318322552228555,0.184375,0.2435235059177018,0.10741837,0.14446366
Schip1,-2.7795422,-0.32942203,0.005443557043873164,0.03163243463859687,0.7125,0.8363196658238979,1.7862955,1.9798156
Zfand4,-2.7822626,-0.42995524,0.0053981349589205556,0.0313888522714121,0.2109375,0.2742295995016672,0.123091914,0.16251574
Plekha2,-2.786208,-0.95959544,0.005332866391302534,0.03102947594939348,0.0875,0.14917005606243816,0.060092993,0.11372999
Nacc1,-2.7865624,-0.4691721,0.005327035064602274,0.031002496722313734,0.11875,0.18214796086621962,0.07372863,0.10067808
Eif4e2,-2.7893422,-0.4400382,0.005281521500200156,0.030770703102857372,0.190625,0.2515481294199553,0.110050514,0.14654233
Tm6sf1,-2.7895803,-0.82697064,0.0052776401929105895,0.030754758617112892,0.09375,0.15616870030412958,0.056802414,0.098651744
Lgmn,-2.789843,-0.32067013,0.005273357575938025,0.030736468126996687,0.25,0.30885639954563776,0.21239409,0.2589248
Snhg20,-2.7906194,-0.39585337,0.005260730049184825,0.030676175438714464,0.2671875,0.3217910666520098,0.16067915,0.20647831
Thap4,-2.7917228,-0.55542666,0.0052428241973721534,0.03057839943203598,0.1484375,0.21021582206588252,0.078190744,0.11290108
Rnf41,-2.7937562,-0.30306977,0.005209973288185037,0.03039339606025444,0.2484375,0.3068410831409622,0.15865175,0.19237188
Ano5,-2.7941084,-1.9292665,0.005204303401068906,0.030366912570406406,0.0421875,0.10490637939247371,0.015398957,0.057421893
Gm39469,-2.7941754,-0.37058374,0.005203225954966258,0.030366912570406406,0.2890625,0.3415045253013814,0.16884884,0.21334621
Prpsap2,-2.796097,-0.25328827,0.005172385053267631,0.03020690858102613,0.1921875,0.2559085412773442,0.13618779,0.16032965
Rbm24,-2.7964368,-0.66875017,0.005166950391055444,0.030181729784273865,0.2015625,0.25499248836612803,0.09750352,0.15083876
Gm46123,-2.799259,-0.7776743,0.005122006063093806,0.02994523562126427,0.175,0.22989263859880546,0.08286183,0.1381147
Gm15723,-2.8004863,-1.679435,0.0051025669736954275,0.029844574354200293,0.0328125,0.09684511377377157,0.0143713625,0.045321465
Siah3,-2.801141,-1.029349,0.005092226748247238,0.029790579735554816,0.109375,0.1702759151368583,0.049160007,0.09789584
Sema7a,-2.803529,-0.52293473,0.005054668787566745,0.029583739996061523,0.1234375,0.18463962478472756,0.07308324,0.103408314
Itgb8,-2.80434,-0.47637138,0.005041972530717811,0.029515860980476597,0.2328125,0.28928950936206077,0.18338504,0.24687918
Rfwd3,-2.8044217,-0.35610428,0.005040692860038978,0.029514799988940365,0.203125,0.2653988494375435,0.12986635,0.16339412
Nxf1,-2.8044317,-0.33327305,0.005040537768396232,0.029514799988940365,0.196875,0.2579238576820197,0.12316457,0.15283437
Gm16638,-2.8047018,-0.9027973,0.005036313181328969,0.02950201333819695,0.0734375,0.13652852588765527,0.039160542,0.07201408
Cradd,-2.8049028,-0.5685446,0.005033175882878665,0.02949006453836671,0.1640625,0.22600857425524898,0.10703156,0.15489613
Srpr,-2.8059418,-0.34467566,0.005016975333986933,0.02940155446548067,0.2171875,0.276941116118867,0.14523149,0.181062
Usp50,-2.806232,-0.42451975,0.0050124599816694536,0.029381500808782334,0.1875,0.24872668645340956,0.11389798,0.15006635
Ubl7,-2.8075016,-0.39461458,0.004992743683429006,0.02927870422822728,0.1359375,0.19860027115166173,0.08691024,0.11276017
Zfp287,-2.8082256,-0.5856759,0.004981530659879951,0.02921932521959709,0.1859375,0.24462276941116118,0.09407584,0.1380542
Tbc1d31,-2.8086596,-0.9599538,0.004974821444534468,0.029186343278305927,0.1140625,0.17566230625480928,0.054560415,0.1035329
Clmn,-2.8092918,-0.35644662,0.004965059787360998,0.029135434917316013,0.31875,0.3786596313803085,0.26711962,0.3307516
Nsrp1,-2.809468,-0.34652674,0.004962344920452047,0.029125864572421688,0.175,0.23725770400498333,0.117183484,0.14676346
Bcl2l13,-2.8099194,-0.3261813,0.004955391814439082,0.02909140879483901,0.25,0.3105419369022755,0.15500279,0.19078165
Adam9,-2.811246,-0.35180935,0.004935003727064288,0.028978048545939123,0.2296875,0.28870323549888244,0.14106275,0.17675115
B3gntl1,-2.8126917,-0.7070438,0.00491287283728512,0.028860711223841536,0.1796875,0.23886995712872375,0.08501299,0.13527343
Cfap20dc,-2.8133712,-0.8036856,0.004902502740954542,0.028806089798698566,0.128125,0.18954966838884613,0.0590805,0.10096292
Tsc2,-2.8139193,-0.4059056,0.0048941529692365674,0.028763318084730222,0.1203125,0.18313729801033307,0.07580517,0.09924834
Plekhh1,-2.8153524,-1.7896094,0.004872375890058453,0.02864159706100867,0.0734375,0.1347330621816716,0.040002953,0.13199471
Xxylt1,-2.817557,-0.56349415,0.004839052452783348,0.028451934224570798,0.1015625,0.16551243999853432,0.060358554,0.087962806
6030458C11Rik,-2.8184474,-0.42329296,0.0048256541820085345,0.02837936701041132,0.1953125,0.2565314572569712,0.11015598,0.14510481
Trap1,-2.818554,-0.44931173,0.0048240516282651155,0.0283761530760691,0.171875,0.23432633468909164,0.09834755,0.13199966
Slc35b3,-2.8201733,-0.54653126,0.0047997742835575955,0.02823953032607677,0.184375,0.24634494888424754,0.09641402,0.13787441
Sh3pxd2b,-2.823315,-1.133025,0.004752984670929422,0.027982624475870636,0.0796875,0.14206148547140082,0.03953986,0.08475952
Taf1d,-2.8235283,-0.3663624,0.004749823749921583,0.027970143361909477,0.296875,0.35418269759261295,0.18386826,0.23128207
Mtf1,-2.8250756,-0.5696563,0.004726945622733619,0.027847627468285976,0.2046875,0.26136821662819243,0.10728266,0.15536208
Rnf149,-2.8251772,-0.3287299,0.004725445910448873,0.02784489728371957,0.2359375,0.2937598475687956,0.14190039,0.17519478
Tspan2,-2.825775,-0.47296298,0.004716639231624579,0.02779909983631332,0.1984375,0.26041552160052767,0.20367375,0.2727239
Prim2,-2.8260999,-0.39829406,0.004711858434042186,0.02777701538453566,0.171875,0.23315378696273498,0.11142294,0.14439759
Gm56518,-2.826256,-1.7161938,0.0047095608342730645,0.027769563225129964,0.053125,0.11622879337510535,0.017059837,0.054993868
Sp1,-2.8294277,-0.44036293,0.004663134674805026,0.027507887752362473,0.203125,0.2626140485874464,0.124857426,0.16590089
Polk,-2.82945,-0.6700454,0.0046628094590053445,0.027507887752362473,0.1609375,0.22201458356234657,0.08544041,0.13271372
Cep57l1,-2.8307147,-0.4761328,0.004644414082578815,0.02740948965492922,0.1734375,0.2369279249569455,0.100070335,0.13662846
Pccb,-2.8341193,-0.56741416,0.004595216974084955,0.02713106572042688,0.1953125,0.2564215309076252,0.107924595,0.15604503
Kctd12,-2.8377051,-0.3451236,0.004543914848286711,0.026845864550014056,0.15,0.2125975596350445,0.120145895,0.15028287
