names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Oligo (for_DEGs),mean_expr_Rest (for_DEGs)
Fcer1g,-2.2709634,-1.2351882,0.023149198793934768,0.04988123268588831,0.013002364066193853,0.04048964218455744,0.01556859,0.036271274
Gm35315,-2.2712052,-1.3336062,0.023134561884492057,0.04985369138153032,0.005516154452324665,0.03295668549905838,0.0055306894,0.013880938
Aanat,-2.272427,-1.8616091,0.023060721624925406,0.04970254191559682,0.002364066193853428,0.029739485247959826,0.0032656656,0.011817156
Gm47557,-2.2725263,-0.9627682,0.023054745654840017,0.049693647982155566,0.00591016548463357,0.03338826114249843,0.0072786836,0.014137839
Col6a4,-2.2725494,-1.4708947,0.023053348868784747,0.049693647982155566,0.0035460992907801418,0.030955743879472693,0.0048671705,0.013433734
Ankdd1a,-2.273154,-3.7948887,0.023016903237567072,0.04962004091731605,0.001182033096926714,0.028523226616446955,0.0009415698,0.012989996
Lgi4,-2.2738717,-2.561771,0.02297369872711476,0.049530874171353094,0.004728132387706856,0.03209353421217828,0.004041405,0.023628686
Psme1,-2.2753034,-0.48426372,0.02288773232626474,0.04935345217933822,0.019700551615445233,0.047630257376020085,0.025943395,0.036106583
Borcs6,-2.2753537,-0.3868528,0.02288472510083057,0.04935092804649418,0.014972419227738377,0.042804456999372256,0.019948354,0.026004054
Spata17,-2.2785733,-0.57952607,0.022692439467347187,0.04895590915195656,0.011426319936958234,0.039155681104833646,0.0141867595,0.021126458
Gpr139,-2.2811487,-2.0704882,0.022539653770918332,0.048634103976919266,0.0031520882584712374,0.030641870684243566,0.00378547,0.01580464
Gm48784,-2.2821674,-2.0676079,0.022479458359572442,0.04850811485076385,0.002364066193853428,0.029857187696170746,0.0030455755,0.01270519
C1qtnf7,-2.2841458,-2.9704335,0.02236296282027926,0.04826448280971114,0.0027580772261623326,0.030249529190207156,0.0030160556,0.023398785
Cd37,-2.2856572,-2.9324017,0.022274316679402304,0.04807702539766567,0.004334121355397951,0.03181889516635279,0.0042305766,0.031851135
Metrnl,-2.2861886,-1.6758105,0.022243231160407585,0.04801378705656747,0.005516154452324665,0.03311362209667294,0.006117544,0.019415688
Myl1,-2.286919,-1.6210002,0.02220054078721657,0.04792933721296073,0.004334121355397951,0.031936597614563716,0.00499692,0.015290909
Cfap52,-2.2870748,-0.6157675,0.02219145574724172,0.047913572995450786,0.009062253743104806,0.036840866290018835,0.013011078,0.019869383
Gm2237,-2.287934,-0.9758257,0.02214135849518909,0.047813091920415565,0.007486209613869189,0.03519303201506591,0.0083515225,0.016359726
Pttg1,-2.2881064,-0.3538549,0.022131320899904734,0.04779525740077481,0.014578408195429472,0.04256905210295041,0.018686503,0.0238194
4930538E20Rik,-2.289811,-3.6045494,0.022032281423717753,0.04759284523316151,0.0007880220646178094,0.02832705586942875,0.0009737507,0.01178084
5830444B04Rik,-2.289897,-1.6923343,0.0220272836468504,0.047585874866608,0.00512214342001576,0.03276051475204018,0.0052699423,0.016932162
4933423P22Rik,-2.2912426,-1.1123526,0.021949386441576603,0.047421404975891555,0.006698187549251379,0.03440834902699309,0.007117482,0.015324714
Gm10135,-2.2913225,-0.38889125,0.02194477674102444,0.04741525820451324,0.011426319936958234,0.03935185185185185,0.013475618,0.017608287
Gm19466,-2.2914343,-0.7267816,0.02193830971046122,0.047405097058310655,0.006698187549251379,0.034447583176396734,0.008940204,0.014752507
Gm20752,-2.291937,-0.70893097,0.02190926570730956,0.04734614521114748,0.008668242710795903,0.03648775894538606,0.012022297,0.01957728
1810009A15Rik,-2.2944007,-0.5679218,0.02176749962840779,0.047051139491216906,0.01773049645390071,0.045825486503452605,0.020405026,0.030101242
Pnoc,-2.2951055,-1.5926088,0.021727078775477807,0.04696754679783497,0.005516154452324665,0.03323132454488387,0.0073035955,0.021867035
Cdhr3,-2.295121,-23.59447,0.021726194378719504,0.04696754679783497,0.0,0.027581607030759573,0.0,0.012586549
Slc7a2,-2.2952895,-0.3941374,0.0217165417518941,0.04695232353342409,0.0338849487785658,0.06230382925298179,0.043212857,0.05641184
Gm26781,-2.296864,-0.58330834,0.021626532540789025,0.046765244597698465,0.008274231678486997,0.0361346516007533,0.010098892,0.015093181
Lsm2,-2.2983716,-0.4491495,0.021540651771064387,0.04658328475561369,0.013790386130811664,0.04186283741368487,0.018031284,0.024536703
Tha1,-2.2989247,-1.1739553,0.02150921714872708,0.04652279359142692,0.00591016548463357,0.033702134337727556,0.0065070265,0.014622205
Cmah,-2.3024273,-0.95856136,0.02131108132343742,0.046101662922531476,0.008274231678486997,0.03617388575015694,0.010069829,0.019477352
Gm28154,-2.3028955,-3.7097714,0.02128471612006403,0.04604833511643482,0.0007880220646178094,0.028483992467043313,0.000984505,0.012805631
Gm43577,-2.3032932,-1.3751378,0.021262356969245017,0.0460036662987047,0.004334121355397951,0.03213276836158192,0.0049221697,0.012718009
4930527B05Rik,-2.3041267,-2.207808,0.021215534303296524,0.045906056267480885,0.0027580772261623326,0.030524168236032642,0.002657801,0.012219684
Btbd6,-2.306159,-0.9863575,0.02110174423742695,0.04567087133787049,0.009456264775413711,0.03742937853107345,0.011876808,0.023394544
Ctsz,-2.306348,-0.43363497,0.02109118452689456,0.04565169391313492,0.03152088258471237,0.06002824858757062,0.039700232,0.05325543
Sephs2,-2.3064203,-0.47764805,0.021087162991206745,0.045646666363789994,0.015366430260047281,0.043549905838041435,0.019575825,0.027155265
Pigbos1,-2.3066015,-0.464502,0.02107704029747945,0.04562842997045382,0.01773049645390071,0.04602165725047081,0.021061841,0.02894714
Lrrc39,-2.3085325,-1.0123763,0.02096954243445105,0.04539937194534684,0.008668242710795903,0.03664469554300063,0.009787539,0.019646393
D130020L05Rik,-2.3085647,-0.7359267,0.020967756049551117,0.045399162373202136,0.007486209613869189,0.0354676710608914,0.010338362,0.017159443
A830011K09Rik,-2.3093183,-1.9848077,0.02092592115678699,0.04531588503246828,0.001970055161544523,0.029778719397363464,0.0032489763,0.012798447
6820445E23Rik,-2.311172,-0.9426493,0.020823356538556072,0.0450974119602645,0.006698187549251379,0.03468298807281858,0.008418024,0.01611761
Gm48604,-2.3120468,-0.86253715,0.020775109220694272,0.04500380399548977,0.006304176516942475,0.03429064657878217,0.0077816346,0.01410409
H2-T22,-2.3126333,-0.57200986,0.02074280974692285,0.04493745851002314,0.009456264775413711,0.03754708097928437,0.012258155,0.018168988
9630015K15Rik,-2.3141654,-2.075336,0.020658655026022817,0.044762362756973886,0.0027580772261623326,0.030641870684243566,0.0028877284,0.012114038
mt-Nd3,-2.3149064,-0.5837403,0.02061806241777721,0.04468161441774931,0.022458628841607566,0.05092592592592592,0.027381059,0.040761653
Zfp992,-2.3186302,-1.1884134,0.02041509376545403,0.044248896465092336,0.007880220646178092,0.03593848085373509,0.008723274,0.01977075
Gm13327,-2.319137,-2.1802783,0.0203876055754392,0.04419288172088184,0.001970055161544523,0.029896421845574388,0.0027054637,0.012204101
4930519K11Rik,-2.320327,-1.8235807,0.020323197957258936,0.044056823647563345,0.0027580772261623326,0.03072033898305085,0.0034229925,0.012063687
Tmem129,-2.3244922,-0.5256524,0.020099132665951994,0.04358164095659539,0.010638297872340425,0.0389202762084118,0.013754909,0.019742006
ENSMUSG00000121346,-2.3248832,-0.42969665,0.02007820739473088,0.04353978151048493,0.009850275807722617,0.038096359070935344,0.01162946,0.015632909
Gm33934,-2.3254247,-1.7415808,0.020049260045900383,0.04348051795265079,0.0031520882584712374,0.031191148775894538,0.0039465707,0.013136808
Trmt12,-2.3282213,-0.6272422,0.019900357940443057,0.0431610798175563,0.009850275807722617,0.038135593220338986,0.012386254,0.019067956
Pik3r6,-2.3285635,-3.760067,0.019882205462372172,0.0431251905694172,0.0015760441292356187,0.02958254865034526,0.0015978033,0.021433905
Plaat1,-2.3288915,-1.045142,0.019864817223810508,0.043090953322337,0.006304176516942475,0.034486817325800376,0.0076050903,0.015630666
