names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Oligo (for_DEGs),mean_expr_Rest (for_DEGs)
Daam1,34.21564,1.7787691,1.415353056186517e-256,9.7016675050336e-255,0.6871552403467297,0.6292765222849969,1.3823042,0.62575316
Pard3,34.13596,1.6235393,2.1604206192781537e-255,1.4659217686869695e-253,0.7013396375098503,0.5999293785310734,1.3318157,0.64437
Cdh10,34.036022,1.2663401,6.5346598597605474e-254,4.378710983335808e-252,0.8687943262411347,0.7425847457627118,2.0946283,1.3764687
Tulp4,33.933483,1.5470977,2.1377589520117657e-252,1.404439683143182e-250,0.706855791962175,0.6745527306967984,1.3981464,0.71437776
Septin4,33.864082,3.2979777,2.251923999758308e-251,1.468669851298683e-249,0.5358550039401103,0.23771971123666039,1.0433297,0.17138104
Nkain2,33.751213,0.97407407,1.0261307234871842e-249,6.596203956961875e-248,0.9483845547675335,0.9277699309478971,3.814593,3.160459
Zdhhc14,33.10045,1.3038721,2.9278889264039126e-240,1.7679185494937782e-238,0.7360126083530338,0.6801239799121155,1.4754459,0.86127716
Ypel2,33.0717,2.635686,7.585851114351131e-240,4.5702201668747735e-238,0.6012608353033885,0.45260514752040176,1.3160996,0.36401364
Elmo1,33.068417,1.677128,8.457661765633906e-240,5.084057531153984e-238,0.7123719464144996,0.5576349654739485,1.4831154,0.7252639
Pak1,32.884796,2.040256,3.6254967905969594e-237,2.1363398851609713e-235,0.6627265563435776,0.605657564344005,1.4660122,0.5933594
Ppp2r3a,32.679768,1.7248418,3.027633748638908e-234,1.7345952841349135e-232,0.6674546887312844,0.5963590709353421,1.2956988,0.58933204
Scd2,32.5428,2.0136466,2.647303555693098e-232,1.4975378219257588e-230,0.6666666666666666,0.5311519146264909,1.3251572,0.5212862
Sec14l5,32.407787,4.54569,2.1321594199007408e-230,1.188612523085745e-228,0.4397163120567376,0.08431418706842436,0.8043209,0.051534813
Abhd17b,32.250195,2.077259,3.495985716355692e-228,1.905418584147615e-226,0.6217494089834515,0.5013731952291274,1.1334988,0.40490907
Mal,32.078594,3.0796497,8.769035945093792e-226,4.712479916893404e-224,0.5354609929078015,0.24870527306967985,1.2078414,0.24492806
Map4k4,32.06669,1.5320345,1.2851070332652392e-225,6.892380435895603e-224,0.6784869976359338,0.6299435028248588,1.248692,0.62033916
Abtb2,32.045376,3.739963,2.546320918820151e-225,1.3629410973844114e-223,0.46138691883372734,0.12009573132454489,0.82111627,0.0910095
Slc44a1,31.967243,1.2698594,3.111931802112958e-224,1.6492624757943822e-222,0.7210401891252955,0.7069601381042059,1.463105,0.8656422
Fgfr2,31.90261,1.705499,2.4564451538525954e-223,1.291676737456345e-221,0.669424743892829,0.637123352165725,1.3593444,0.63511294
Srgap1,31.813704,2.1578505,4.1844609171189416e-222,2.1874798607584817e-220,0.5996847911741529,0.43977558066541117,1.1022483,0.37199703
Otud7b,31.79366,2.0865757,7.920672365244864e-222,4.132591581633583e-220,0.6174152876280535,0.5103185812931575,1.1572974,0.41446966
Gpm6b,31.579874,0.9202762,6.976864511432944e-219,3.5776402561489166e-217,0.8699763593380615,0.8272128060263654,1.9881161,1.4655468
Elovl7,31.549889,3.6593652,1.7993557349796019e-218,9.209274018838457e-217,0.47557131599684793,0.16811833019460137,0.8711487,0.1043455
Malat1,31.545795,0.7358155,2.047724495032405e-218,1.0460524178996334e-216,1.0,0.9930555555555556,5.4450345,4.93789
Plekhh1,31.190477,4.1996036,1.4344243728784731e-213,7.111251457425198e-212,0.4373522458628842,0.10267576898932831,0.7923553,0.06370395
Ninj2,30.936747,4.204773,3.830361974647469e-210,1.8511119830715376e-208,0.4314420803782506,0.09420119271814187,0.7993552,0.0642725
Ttll7,30.636269,1.6130897,4.0268783087537396e-206,1.8949600727883184e-204,0.6773049645390071,0.66325329566855,1.4468817,0.7238528
Nfia,30.609043,1.1606466,9.27755253533334e-206,4.350573064998374e-204,0.8486997635933806,0.727283427495292,1.8955536,1.2613256
Nckap5,29.65726,1.7908092,2.733941071354081e-193,1.1460373882571632e-191,0.648936170212766,0.5652463904582549,1.4020654,0.6341443
Nfasc,29.622484,1.3227223,7.67281673715968e-193,3.2063543659017205e-191,0.7092198581560284,0.7226145637162587,1.5591795,0.9167502
Rab31,29.559347,2.5510838,4.980329146072486e-192,2.0715393832038343e-190,0.5260047281323877,0.2904504080351538,0.89925826,0.22213227
Cldn11,29.501802,3.0467052,2.7296846443687374e-191,1.1232255190534145e-189,0.48108747044917255,0.19801475204017577,0.92253304,0.16841026
Fign,29.42651,3.2141888,2.5157776270230385e-190,1.0211320972524025e-188,0.45429472025216705,0.15332705586942874,0.81393135,0.1270036
Dlg1,29.311651,0.93403417,7.368205598407744e-189,2.9461857801966683e-187,0.7899921197793538,0.7715395480225988,1.6675403,1.178692
Plxdc2,28.985884,1.2804238,9.911665507173734e-185,3.8823097985095954e-183,0.7533490937746257,0.6808694287507847,1.7430817,1.0787548
Tmcc1,28.883112,0.8079092,1.9459069388115386e-183,7.501652718201727e-182,0.8108747044917257,0.809989014438167,1.7380604,1.3020625
Tmtc2,28.752089,1.6552109,8.529251098463835e-182,3.2324538366110474e-180,0.6386918833727344,0.5058851224105462,1.2173307,0.56249285
Prkd3,28.664055,3.4891672,1.0710847622269118e-180,4.036472308700859e-179,0.42040977147360126,0.11075800376647835,0.64651984,0.07783147
Gm10863,28.312462,4.290725,2.4275933171894404e-176,8.850669258192709e-175,0.3877068557919622,0.07003295668549905,0.6481433,0.045543287
Opalin,28.218748,3.8350825,3.4434668176899406e-175,1.2469805039262627e-173,0.40543735224586286,0.09679064657878217,0.7729396,0.07854226
Pstpip2,28.028416,3.130738,7.321947705537816e-173,2.5886938795763304e-171,0.46178092986603625,0.21406151914626492,0.8152963,0.1343886
Klhl2,27.879652,1.3628387,4.7093880921308685e-171,1.6348999746195923e-169,0.6745468873128447,0.686087570621469,1.46742,0.83198756
Kif13b,27.877157,2.081239,5.049141732424141e-171,1.7505863012933763e-169,0.5858944050433412,0.5128295668549906,1.1579599,0.41605562
Prickle2,27.74083,0.87865096,2.2481238882189115e-169,7.71482616557371e-168,0.8451536643026005,0.8068502824858758,2.1334498,1.6191111
Cobll1,27.70347,2.6277843,6.341552200185994e-169,2.1679072216157463e-167,0.4724192277383767,0.21202134337727557,0.77979225,0.17486061
Nbas,27.489212,1.5408024,2.3627235547415293e-166,7.916007720187642e-165,0.628053585500394,0.6257846829880728,1.2237601,0.60149765
Gm54109,27.430956,4.2208266,1.1724550972917042e-165,3.908668543948895e-164,0.37706855791962174,0.06909133709981168,0.60907453,0.043998394
Syt11,27.283773,0.8616501,6.6086291232902066e-164,2.1868702529902443e-162,0.7616233254531127,0.7952762084118016,1.4768814,1.0507163
C030029H02Rik,27.164232,4.556644,1.7194208880859874e-162,5.606897968794961e-161,0.36958234830575254,0.06430477087256749,0.67235,0.039935265
Limch1,27.096144,1.0833778,1.0932693970953585e-161,3.5392950240906364e-160,0.7257683215130024,0.730657564344005,1.5825416,1.0385352
Rffl,27.048107,2.7265701,4.020401684431193e-161,1.2922032686682554e-159,0.4905437352245863,0.2860169491525424,0.9096194,0.20221904
Frmd4b,26.989252,1.6485407,1.9761185832163224e-160,6.283823234440542e-159,0.6300236406619385,0.5611660389202762,1.3804282,0.66753304
Ppfibp2,26.948519,3.710713,5.936847531989777e-160,1.8811685517047794e-158,0.3963750985027581,0.10781544256120527,0.67761105,0.07141088
Ccp110,26.91609,3.1010704,1.4235838126705853e-159,4.484372455622347e-158,0.46059889676910953,0.23450251098556182,0.84444374,0.14376706
Dleu2,26.89322,1.2221051,2.636189207449029e-159,8.2847256145211e-158,0.6808510638297872,0.6517576898932831,1.2938006,0.7582299
Usp54,26.81737,2.2426298,2.027010792828731e-158,6.325874564844135e-157,0.5386130811662726,0.40862366603892025,0.957255,0.29195318
Vmp1,26.729347,1.6164411,2.146646801754761e-157,6.668254284757275e-156,0.6162332545311269,0.5969083490269931,1.1851765,0.5543149
Kif1b,26.69841,0.64126456,4.9112818772689374e-157,1.522100854004802e-155,0.8565799842395587,0.8606795354676711,1.9248568,1.5588565
Atp8a1,26.696001,0.77381563,5.237859818879837e-157,1.6195775987721658e-155,0.8053585500394012,0.815677966101695,1.7789289,1.3557327
Stard13,26.428667,2.1716623,6.418671395678531e-154,1.9286109440237276e-152,0.5173364854215918,0.3285075329566855,0.8965555,0.27921292
Pde1c,26.031693,2.0966158,2.1686359517950217e-149,6.333831307036111e-148,0.5208825847123719,0.3161487758945386,0.8997188,0.29349223
Car2,25.979704,2.9503148,8.398922496493693e-149,2.4371387416931485e-147,0.4499605988967691,0.21763182674199624,0.8742568,0.16615476
Mbnl2,25.846216,0.72098273,2.6834718613436734e-147,7.670732863223884e-146,0.7919621749408984,0.8100282485875706,1.7070284,1.3184692
Picalm,25.287367,1.1501751,4.399104511305543e-141,1.1855961706998992e-139,0.6635145784081954,0.6903248587570622,1.2544919,0.75572467
Myo6,25.25619,1.7158767,9.684578816183092e-141,2.5918788126577658e-139,0.5839243498817966,0.5242859384808537,1.1078665,0.4807734
Samd4,25.246778,2.2318277,1.2287053682270723e-140,3.285105795448899e-139,0.4996059889676911,0.3333333333333333,0.87127674,0.25921065
Tmem178b,25.234676,0.8462833,1.6684064592754518e-140,4.4518452393973575e-139,0.8620961386918834,0.7764045825486503,1.9966326,1.5128951
St6gal1,25.001783,2.2791119,5.846314280452217e-138,1.5236708507832305e-136,0.48778565799842394,0.30610483364720653,0.8064326,0.22749446
Cpeb2,24.99383,1.3257864,7.134774586861255e-138,1.857668538265135e-136,0.6130811662726556,0.5930241682360327,1.0789347,0.57354265
Megf10,24.959162,3.224163,1.6983234991945875e-137,4.396334530188686e-136,0.3810086682427108,0.11028719397363465,0.6326275,0.09024553
Tns3,24.92196,2.4532437,4.301428508422445e-137,1.1124098558355252e-135,0.46926713947990545,0.2554143126177024,0.8324299,0.21283334
Slain1,24.84633,2.023639,2.8330926504158314e-136,7.270792695002233e-135,0.5464933018124507,0.4889752040175769,1.0455861,0.37416002
Fmnl2,24.641466,0.92757237,4.543118725590479e-134,1.1366256997822735e-132,0.7005516154452325,0.71853421217828,1.3801113,0.9416718
Ube2e2,24.625439,0.7075458,6.74669715244727e-134,1.681667462766773e-132,0.8940110323089047,0.8309792843691148,2.1894429,1.7674916
Clic4,24.616882,3.4213765,8.332048114821132e-134,2.0710650586979077e-132,0.36958234830575254,0.1022834274952919,0.61999834,0.07711963
Psd3,24.477793,0.76134866,2.546834428405146e-132,6.284062542814166e-131,0.764381402679275,0.7816227244193346,1.5799508,1.186032
Map4,24.456417,1.0164515,4.300419030292913e-132,1.0581708731132835e-130,0.6729708431836091,0.7149639045825487,1.2842467,0.8290601
Neo1,24.133886,1.0224692,1.1024322055777347e-128,2.6567133061770163e-127,0.6552403467297084,0.6747881355932204,1.2041752,0.7649883
Ttyh2,24.0025,3.5768502,2.6185115603982785e-127,6.254169389146822e-126,0.3644602048857368,0.11060106716886378,0.59917444,0.06650854
4930420G21Rik,23.830574,4.488806,1.6104213024602792e-125,3.7660592164584598e-124,0.32821118991331755,0.059243565599497804,0.65480995,0.040362485
Fryl,23.731075,1.0187608,1.7232620180905377e-124,3.967784955106491e-123,0.6469661150512215,0.6767106089139987,1.1788437,0.74705064
Arhgef10,23.643835,2.9323232,1.365924709921433e-123,3.1209521220738864e-122,0.4148936170212766,0.2091572504708098,0.6788489,0.11981101
Slc9a9,23.432217,0.8961642,2.0070593501603223e-121,4.5016431334564155e-120,0.6962174940898345,0.6842435655994978,1.3121723,0.89951205
Ephb1,23.419882,1.8857434,2.680895330375607e-121,6.0029714605993795e-120,0.5275807722616234,0.4145480225988701,1.0457479,0.40507048
Meis1,23.149885,3.3307703,1.4576032561805603e-118,3.186802237068483e-117,0.3565799842395587,0.10942404268675456,0.57033557,0.0736372
Lpar1,23.095207,3.1792567,5.173052203267568e-118,1.1255053660064741e-116,0.37037037037037035,0.13253295668549905,0.65704554,0.09764031
Myo1d,23.015047,2.1373255,3.2951207075106936e-117,7.077529449305542e-116,0.5090622537431048,0.4314579409918393,1.0000124,0.32971674
Litaf,22.982927,3.4399593,6.906995826426006e-117,1.474114200604184e-115,0.3557919621749409,0.11334745762711865,0.58502704,0.07069923
Pik3r1,22.871738,1.5239367,8.882532748542617e-116,1.873419583621194e-114,0.5669818754925138,0.4990583804143126,0.97329605,0.452731
Serinc5,22.739466,1.9034818,1.8244007070615986e-114,3.808985780788279e-113,0.5106382978723404,0.4304378531073446,0.85106593,0.30656543
Grm3,22.621695,1.4097953,2.651004931779342e-113,5.471006337704372e-112,0.6245074862096138,0.5716023226616447,1.5251334,0.855823
Sema6d,22.52514,0.9504917,2.35415476153032e-112,4.821352015420709e-111,0.7403467297084318,0.7009573132454489,1.6155989,1.1268108
Kazn,22.39553,1.3551446,4.350964318889768e-111,8.816773095668783e-110,0.6055949566587865,0.57015065913371,1.182512,0.6336238
Bin1,22.293047,1.3864082,4.315995003262553e-110,8.693462199225248e-109,0.5941686367218282,0.6251569365976145,1.1614152,0.60944843
Tmem163,22.285189,2.472977,5.143866100527261e-110,1.0345485188710143e-108,0.4144996059889677,0.21790646578782172,0.71063495,0.17098612
Arhgef28,21.923918,1.2478203,1.536452335041173e-106,2.9786777952782335e-105,0.5839243498817966,0.5616368487131199,1.039017,0.57046217
Luzp2,21.812426,1.3933591,1.7684716543351343e-105,3.3845322900274254e-104,0.6268715524034673,0.5512790332705587,1.5470039,0.8785919
Aatk,21.677042,2.0336773,3.379063468944282e-104,6.380564680993174e-103,0.49724192277383766,0.4221594475831764,0.8829391,0.29737544
Tubb4a,21.543694,2.085722,6.067130297558013e-103,1.1212090171621995e-101,0.4747832939322301,0.33937539234149405,0.8336722,0.26747802
Pllp,21.492687,3.5079987,1.8225268517470494e-102,3.338193354222441e-101,0.31560283687943264,0.07529033270558694,0.45697948,0.04966587
Rnf13,21.465837,1.4898444,3.24838539282853e-102,5.929627412045014e-101,0.5638297872340425,0.5584981167608286,1.0062867,0.48112836
E130308A19Rik,21.445868,1.8772831,4.990670375773634e-102,9.079168110835311e-101,0.4858156028368794,0.38645637162586316,0.7981613,0.2870378
Rere,21.295124,0.45727366,1.2597462058330406e-100,2.2551219554119786e-99,0.8542159180457053,0.8518126177024482,1.9006752,1.6379625
Csmd3,21.182621,0.62140536,1.3812697377738397e-99,2.441757753551518e-98,0.9657210401891253,0.8927730696798494,2.9253232,2.5230691
Tmcc3,21.112198,1.3586123,6.144748685679419e-99,1.0749309712513411e-97,0.5618597320724981,0.4782250470809793,0.98089045,0.50077045
Wscd1,21.031498,2.4620461,3.378159785031238e-98,5.818663681012139e-97,0.40425531914893614,0.22842121782799749,0.61557394,0.14357753
Hhip,20.965559,3.9055252,1.3532075324174932e-97,2.305687152571848e-96,0.30181245074862095,0.06677652228499686,0.49378344,0.04172451
Cntn2,20.952293,2.7130525,1.7880958655845248e-97,3.031301950047709e-96,0.4081954294720252,0.24831293157564344,0.71724254,0.14837319
A230001M10Rik,20.939295,4.5514965,2.349104171795613e-97,3.979850510475921e-96,0.2876280535855004,0.04861111111111111,0.52278835,0.0288644
Bcas3,20.850664,0.62606674,1.5032178404865494e-96,2.5292087272306565e-95,0.7096138691883372,0.7663214061519146,1.3535925,1.0509728
Ddr1,20.750237,2.6292875,1.2199043335383014e-95,2.0283929110256285e-94,0.3947990543735225,0.22245762711864406,0.6356095,0.1341376
Ankib1,20.731705,1.0556643,1.793224756328742e-95,2.9761549847160776e-94,0.6008668242710796,0.6569758317639673,1.1051158,0.6788284
App,20.714289,0.4034843,2.574841179855909e-95,4.252365242945806e-94,0.8609141055949566,0.9021500313873195,2.027555,1.7894782
Kank1,20.673683,2.9335938,5.9775911265934724e-95,9.841781468845992e-94,0.3321513002364066,0.10781544256120527,0.5467274,0.09096709
Dennd5a,20.562878,1.2706313,5.902556493923623e-94,9.594778765379779e-93,0.5626477541371159,0.5749764595103578,0.94374716,0.5011144
Ywhaq,20.44952,1.3398381,6.066899952837791e-93,9.726587215557962e-92,0.5756501182033097,0.5973006905210295,1.0634928,0.559178
Chn2,20.401937,2.0222552,1.6072185950665883e-92,2.5599267130669374e-91,0.4389282899921198,0.277424670433145,0.7671947,0.24999116
Mir100hg,20.336395,0.72540575,6.127236949526667e-92,9.690338836596913e-91,0.7576832151300237,0.7258317639673572,1.5943569,1.2161077
Plxnb3,20.183681,4.244909,1.362153155454976e-90,2.1181166254094445e-89,0.2797478329393223,0.04884651600753296,0.41153085,0.026498092
Trim59,20.106993,3.6608999,6.409397135196615e-90,9.87502872836772e-89,0.3033884948778566,0.0836864406779661,0.4947754,0.0493699
