names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SMC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Lrfn5,-3.7471676,-2.5081196,0.00017884252523137984,0.017345639091868228,0.4,0.8587906576873477,0.936135,2.2842412
Cpsf6,-3.749554,-2.3905168,0.000177149353794589,0.017246388175581908,0.13333333333333333,0.7126737354921908,0.23224348,0.8632201
Gabra2,-3.7502587,-2.4204972,0.00017665224698455544,0.017246388175581908,0.3333333333333333,0.7699527152887233,0.46662143,1.4310794
5330434G04Rik,-3.7513156,-3.3573608,0.0001759090457265787,0.017246388175581908,0.13333333333333333,0.6465467832067632,0.1243571,0.85744476
Plcl2,-3.751764,-3.503736,0.0001755946373944099,0.017246388175581908,0.06666666666666667,0.6513468978363662,0.109683916,0.839386
Usp29,-3.7540863,-29.720476,0.00017397488829167855,0.017186416354402215,0.0,0.5597865023642355,0.0,0.6337242
Svop,-3.754807,-29.361204,0.00017347507153575603,0.017186416354402215,0.0,0.5598939676171372,0.0,0.5244982
Grin2b,-3.7555919,-1.8834739,0.00017293236264566888,0.017186416354402215,0.6666666666666666,0.8858360796675742,1.3782551,2.4807892
Gpr158,-3.7574656,-2.9334283,0.00017164295823026142,0.01714515348567704,0.2,0.7531881358360797,0.33111697,1.3859372
Khdrbs3,-3.763087,-3.33396,0.0001678287881505269,0.016826714692554694,0.13333333333333333,0.6750967187276115,0.19268538,1.1451193
Ncam1,-3.764096,-2.1926906,0.00016715268974636075,0.01682169578084162,0.4,0.8558890958590056,0.71245795,1.7491786
Mctp1,-3.768308,-2.9676642,0.00016435782544191484,0.016602611915880645,0.2,0.7434446195730048,0.35722047,1.4721677
Klhdc10,-3.7731607,-3.084351,0.0001611924061605011,0.016344301711444017,0.13333333333333333,0.6802550508668864,0.13474976,0.7990764
Arfgef3,-3.7740254,-3.2033007,0.00016063432978571655,0.016344301711444017,0.13333333333333333,0.6688637340593209,0.12979619,0.8226647
Ncoa7,-3.7749543,-3.3596668,0.00016003693984917056,0.016344301711444017,0.06666666666666667,0.6633113626594068,0.109683916,0.78389364
Prkca,-3.7774048,-2.7270148,0.0001584710822820439,0.016252358705795878,0.2,0.7609614557959593,0.3295526,1.2765952
Kcnq3,-3.7778692,-2.1079726,0.0001581759159120427,0.016252358705795878,0.4666666666666667,0.8129746382003152,0.7372492,1.7403922
Cdh12,-3.780736,-3.4490051,0.00015636544882678444,0.01615976773067576,0.13333333333333333,0.6858074222668004,0.2099813,1.2674267
Dync1i1,-3.7810562,-2.9257512,0.00015616437775824922,0.01615976773067576,0.2,0.7184768591488752,0.26008636,1.1808468
Camk4,-3.7846918,-3.9314492,0.000153899211934367,0.016028185366962953,0.06666666666666667,0.6269881071786789,0.0888755,0.8829843
Atp8a2,-3.7872863,-3.7136965,0.00015230161238676264,0.015923518773666583,0.06666666666666667,0.64060037254621,0.08583824,0.77746683
Tafa1,-3.7876387,-2.7380416,0.00015208586234441565,0.015923518773666583,0.4,0.7916248746238717,0.63599724,1.9359202
Rundc3b,-3.7898808,-29.37658,0.00015071963410622044,0.01588171203307507,0.0,0.5651239432583465,0.0,0.5288626
Ehmt1,-3.7899928,-2.9988613,0.00015065162691255615,0.01588171203307507,0.13333333333333333,0.6922195156899269,0.14258577,0.79978144
Uvrag,-3.7950857,-4.3196325,0.00014759244600469847,0.015675134482791495,0.06666666666666667,0.606533887376415,0.040920693,0.60653317
Stxbp5l,-3.8009315,-3.032357,0.0001441532404299066,0.015384541275568398,0.2,0.7956727324831637,0.4412756,1.7116618
Megf9,-3.80375,-3.8640058,0.00014252198565589693,0.015318263018295803,0.06666666666666667,0.6308926780341023,0.06609111,0.6905677
Hace1,-3.8064728,-4.0093217,0.00014096286055547745,0.015211534390062967,0.06666666666666667,0.6217581315374695,0.058265984,0.6760901
6820431F20Rik,-3.8072734,-2.6741316,0.00014050736047734402,0.015211534390062967,0.06666666666666667,0.6786788938243301,0.16499825,0.76312643
Ggnbp2,-3.8075938,-3.4686902,0.0001403255489116069,0.015211534390062967,0.06666666666666667,0.659156039547213,0.0888755,0.70753187
Tom1l2,-3.8124144,-2.7833955,0.00013761590739484538,0.015031461104469495,0.13333333333333333,0.715181258059894,0.18960172,0.8908938
Adcy2,-3.8124464,-3.1405764,0.00013759806908864464,0.015031461104469495,0.13333333333333333,0.6999928356498065,0.217975,1.1467246
Rbfox3,-3.8139198,-3.0223513,0.00013677985762865363,0.015031461104469495,0.13333333333333333,0.7204470554520706,0.23800534,1.1579156
Shisa6,-3.816242,-4.36925,0.00013549958381617235,0.014983019823623666,0.06666666666666667,0.6181401346897837,0.08583824,1.0481484
Lrpprc,-3.8177476,-29.369328,0.00013467565408771277,0.014953449691474555,0.0,0.5692792663705402,0.0,0.5268016
Srrm4,-3.82039,-29.605265,0.00013324079770781188,0.014855519644850228,0.0,0.5696733056311792,0.0,0.59703326
Khdrbs2,-3.8212228,-3.1008291,0.0001327915937937896,0.014855519644850228,0.2,0.7138200315231409,0.2642156,1.2793779
Slc38a9,-3.826636,-29.379684,0.00012990636899195773,0.014604954538970311,0.0,0.5706046711563261,0.0,0.5297456
Ano4,-3.8285258,-3.9721322,0.0001289130891391405,0.014554179433481956,0.13333333333333333,0.6426063906003725,0.099186674,0.96942943
Smyd3,-3.8309922,-2.9355712,0.00012762753818479656,0.014469839455803728,0.13333333333333333,0.7282920189138845,0.2187392,1.0545279
Cntn4,-3.8407617,-4.14633,0.0001226531812570663,0.014084149488792183,0.13333333333333333,0.6517767588479725,0.12979619,1.2396096
Pcdh15,-3.8427956,-3.1261675,0.00012164078852096732,0.014027845440164772,0.26666666666666666,0.7431938673162344,0.38078317,1.6186417
Klhl2,-3.8445573,-3.232125,0.00012077028506845595,0.01398748948185091,0.13333333333333333,0.6871686488035536,0.14258577,0.8920148
Mapk1,-3.8450696,-2.967482,0.00012051815266237192,0.01398748948185091,0.13333333333333333,0.7112050437025362,0.1679499,0.8880631
Acvr2a,-3.8470237,-3.805262,0.00011956144350918744,0.013967895596051593,0.06666666666666667,0.6456512394325835,0.08583824,0.81226283
Rufy3,-3.8538141,-2.2016716,0.00011629188263393232,0.013645252778924723,0.06666666666666667,0.6870970053016191,0.23146701,0.7875903
Dgki,-3.856889,-2.933253,0.00011483923008887513,0.013533904002140678,0.2,0.7795887662988967,0.39653957,1.5512463
Lrrfip1,-3.8594515,-4.0207295,0.00011364177694087034,0.013511303302660115,0.06666666666666667,0.6267731766728758,0.058265984,0.67998374
Immp2l,-3.8648489,-3.5708632,0.00011115805957426239,0.01327474249226858,0.06666666666666667,0.6706906433586474,0.12038566,0.9243534
Hs6st3,-3.8677795,-2.9788961,0.00010983087871617769,0.01323388211257262,0.3333333333333333,0.7947055452070497,0.58476424,1.9829562
Ccdc85a,-3.8685484,-3.3022518,0.00010948524866183975,0.01323388211257262,0.13333333333333333,0.6939747814873191,0.18649565,1.1060569
Pde10a,-3.8689327,-3.093876,0.0001093128186912456,0.01323388211257262,0.2,0.7457372116349047,0.31846905,1.4355316
Scn8a,-3.8704062,-2.7026207,0.00010865420771459175,0.01323388211257262,0.26666666666666666,0.758991259492764,0.33614472,1.2811981
Ubn2,-3.8750505,-2.442056,0.00010660256732916121,0.0130795022106601,0.26666666666666666,0.7868605817452357,0.35553247,1.1999866
Atxn10,-3.8756592,-3.1793754,0.00010633645658540724,0.0130795022106601,0.13333333333333333,0.6909299326551082,0.12675895,0.7994351
Mmp16,-3.8822734,-2.7820697,0.00010348439570640189,0.012873267188106568,0.26666666666666666,0.7890098868032669,0.4510495,1.5933884
Frmpd4,-3.8877668,-2.808549,0.00010117076980861969,0.012643993417477262,0.3333333333333333,0.8338587190141854,0.72533214,2.1358302
Bcl11a,-3.8893523,-3.6557734,0.00010051212297170024,0.012642047203674915,0.06666666666666667,0.6803983378707551,0.14312893,1.0782139
Sntg1,-3.890105,-2.9226153,0.00010020085094894633,0.012642047203674915,0.26666666666666666,0.814837369250609,0.56454843,1.9098736
Cntn1,-3.892011,-2.3681867,9.94168004040804e-05,0.012642047203674915,0.4,0.829954148158762,0.66410106,1.7693918
Cacna2d3,-3.8925073,-3.2661612,9.921350487580027e-05,0.012642047203674915,0.13333333333333333,0.7467043989110188,0.31916523,1.5297928
Tanc2,-3.8949256,-2.510984,9.822885805245765e-05,0.012642047203674915,0.3333333333333333,0.8535248602951713,0.68685645,1.8914001
Fmnl2,-3.9074817,-3.1024885,9.326310059345524e-05,0.012164949091971564,0.13333333333333333,0.7189067201604814,0.17814888,0.9839047
B830012L14Rik,-3.9123983,-4.8403015,9.138397802107906e-05,0.011977987753299484,0.06666666666666667,0.614378850838229,0.040920693,0.7868931
Tle4,-3.9145606,-29.90695,9.056902493220366e-05,0.011929361274158393,0.0,0.5837154320103166,0.0,0.69647866
Arglu1,-3.9163864,-3.6262574,8.988619331910775e-05,0.011897743913716381,0.06666666666666667,0.6685771600515833,0.08431979,0.73542804
A330076H08Rik,-3.9180999,-3.8090982,8.924971671482407e-05,0.011885392985047292,0.06666666666666667,0.6582246740220662,0.0888755,0.8341233
Lrrc4c,-3.9211748,-2.322676,8.811828831965172e-05,0.011838692035745208,0.5333333333333333,0.9155323112193724,1.2688813,2.624012
St7,-3.9215913,-3.5591178,8.796611991291933e-05,0.011838692035745208,0.06666666666666667,0.6820103166642786,0.109774016,0.8618748
Pdss2,-3.9232087,-4.426105,8.737735627075465e-05,0.011838692035745208,0.06666666666666667,0.6221879925490758,0.040920693,0.6407731
Pcnx,-3.9242978,-3.9015205,8.698306021089405e-05,0.011838692035745208,0.06666666666666667,0.647299039977074,0.06609111,0.7036216
Fnip1,-3.9279172,-3.6466725,8.568464960342003e-05,0.011838692035745208,0.06666666666666667,0.670618999856713,0.08431979,0.74282193
Phactr1,-3.9313447,-2.163138,8.447208002299673e-05,0.011760439327554,0.5333333333333333,0.8901346897836366,1.1709688,2.394807
Epha5,-3.9321613,-2.3028808,8.418550542520841e-05,0.011760439327554,0.4666666666666667,0.853489038544204,0.8366585,2.0092041
Dcaf6,-3.9367578,-2.9140003,8.258987775686294e-05,0.011618795891763912,0.2,0.7194798681759564,0.19301577,0.9572996
Edil3,-3.9373343,-3.0302522,8.239175895251847e-05,0.011618795891763912,0.2,0.7591345464966327,0.34020546,1.4610744
Rims2,-3.951396,-2.828385,7.769667105127884e-05,0.011104838038020546,0.26666666666666666,0.8097506806132684,0.5062901,1.737237
Rims1,-3.968148,-2.4809554,7.243335180135747e-05,0.010407936700013236,0.4,0.8445694225533744,0.87492955,2.175719
Dis3l2,-3.976332,-3.445038,6.998644588206172e-05,0.010110407531456981,0.13333333333333333,0.6725533744089411,0.099186674,0.7587551
Lrba,-3.9770846,-2.8473833,6.976535858729116e-05,0.010110407531456981,0.2,0.7640421263791374,0.2524201,1.1205381
Pias2,-3.978558,-3.1928558,6.933450315160963e-05,0.010110407531456981,0.06666666666666667,0.7025361799684768,0.1366495,0.8497021
Pcdh17,-3.980656,-4.264911,6.872534501926034e-05,0.010090983719494675,0.06666666666666667,0.6478363662415819,0.06609111,0.83877397
Dpp6,-3.9810083,-2.7367725,6.862354157822507e-05,0.010090983719494675,0.3333333333333333,0.8219300759421121,0.582166,1.8350344
Grin1,-3.988936,-3.291194,6.637033645873216e-05,0.009907616336922963,0.06666666666666667,0.7063332855709987,0.16906062,1.0307257
Reps2,-3.9895926,-3.6712444,6.618688109585777e-05,0.009907616336922963,0.06666666666666667,0.6872044705545207,0.108201005,0.8984423
Entrep2,-4.0055118,-3.6830049,6.188332388962292e-05,0.009501253650961444,0.13333333333333333,0.686488035535177,0.15069471,1.1278286
Meg3,-4.009964,-2.201868,6.0727966150513674e-05,0.009377933623358061,0.7333333333333333,0.9139919759277834,1.8552175,3.2508392
Myt1l,-4.014929,-2.2617934,5.946371159337181e-05,0.009235779945167055,0.4,0.8038400917036824,0.6848868,1.7434379
Epha6,-4.023209,-2.4141393,5.7410536914333856e-05,0.008968727481907853,0.5333333333333333,0.8860868319243445,1.1739215,2.5580604
Vmp1,-4.026508,-29.654749,5.661130273451504e-05,0.008895588915066779,0.0,0.6004083679610259,0.0,0.61259663
Plxna4,-4.028398,-3.2757013,5.6158248432211435e-05,0.008895588915066779,0.13333333333333333,0.7469909729187563,0.26780656,1.3798028
Kcnd3,-4.031345,-4.951325,5.545863792182709e-05,0.008870080958092226,0.06666666666666667,0.6320389740650523,0.040920693,0.8295475
Shtn1,-4.0347238,-4.1257257,5.4666531106293765e-05,0.008795746651653375,0.06666666666666667,0.6579381000143287,0.06609111,0.7851467
Kctd16,-4.0366616,-3.0216296,5.421713791077088e-05,0.008775990937725384,0.26666666666666666,0.8048072789797965,0.5674161,1.9743361
Msra,-4.040762,-3.1563544,5.3277865505382504e-05,0.008676219673512897,0.2,0.7418684625304485,0.28571472,1.3733448
B3galt1,-4.044205,-2.5969627,5.250095639695473e-05,0.008601833526744962,0.3333333333333333,0.8537397908009744,0.66534156,1.9048322
Miat,-4.0464473,-29.857376,5.200084660061122e-05,0.008572164099131432,0.0,0.6033815732913025,0.0,0.6793883
Nyap2,-4.051492,-30.26572,5.089205593991204e-05,0.00844117001916936,0.0,0.6041338300616134,0.0,0.8289412
Dscaml1,-4.0585227,-3.2957888,4.938411201133054e-05,0.008345604338015419,0.13333333333333333,0.7387519701963032,0.2232949,1.2403929
Ophn1,-4.058939,-29.735088,4.9296145012582614e-05,0.008345604338015419,0.0,0.6052443043415963,0.0,0.6384917
Stau2,-4.066098,-3.2052922,4.780682250521048e-05,0.008234418722532087,0.13333333333333333,0.7413669580169079,0.20274061,1.1226528
Stox2,-4.067876,-3.0030544,4.7443658461104793e-05,0.008224587760321844,0.13333333333333333,0.7482447342026078,0.2138847,1.0688021
Dlgap2,-4.0831065,-3.0300395,4.443766071304826e-05,0.007753506125711732,0.26666666666666666,0.8134403209628887,0.6456548,2.129497
Zfp385b,-4.084051,-4.362399,4.425724863109224e-05,0.007753506125711732,0.13333333333333333,0.6670010030090271,0.099186674,1.1457437
Zfp638,-4.096303,-2.9239223,4.198002299156087e-05,0.007470219985319475,0.2,0.7792305487892248,0.23799722,1.1116072
Syt1,-4.0976963,-1.3678683,4.1728201715765054e-05,0.007470219985319475,0.9333333333333333,0.9509242011749535,2.256168,3.1379907
Cacna1d,-4.1061845,-3.5213652,4.022480802637369e-05,0.007253963702474235,0.13333333333333333,0.7273248316377705,0.16658187,1.1253586
Otud7a,-4.1089234,-2.8691025,3.9750819680417356e-05,0.007216922464951448,0.26666666666666666,0.7699168935377562,0.3788531,1.4736776
Braf,-4.1339393,-2.9469712,3.565977693873766e-05,0.006608125560992282,0.13333333333333333,0.7612480298036968,0.2306262,1.0986829
Lrrc7,-4.1382794,-2.4747436,3.4992006139124846e-05,0.006529411145543643,0.4666666666666667,0.8636265940679181,1.0805047,2.469641
Slc9a9,-4.1404257,-3.9013944,3.4666221256571e-05,0.006513855700447991,0.13333333333333333,0.6873477575583895,0.099186674,0.939284
Plcb1,-4.1428437,-2.534804,3.4302557837070256e-05,0.006490913585085055,0.4666666666666667,0.8721879925490758,0.9095806,2.2613027
Rgs7,-4.1469436,-2.916157,3.369428086047841e-05,0.0064210306859649275,0.26666666666666666,0.8082819888236137,0.5143949,1.8045459
Map7,-4.1554317,-4.023244,3.246736443462368e-05,0.00623141487398813,0.06666666666666667,0.6969121650666285,0.09382907,0.9553261
Trank1,-4.158395,-29.995995,3.204918468783501e-05,0.006211495194537718,0.0,0.6200745092420118,0.0,0.7279185
Phf20l1,-4.166082,-2.967042,3.098791036813601e-05,0.006077701836436604,0.2,0.7757916606963748,0.262482,1.208062
Lingo2,-4.1664505,-2.9002297,3.093790548825568e-05,0.006077701836436604,0.4666666666666667,0.8832927353489038,1.0017861,2.6292913
Lrrtm4,-4.1706624,-2.5786767,3.0371535121603775e-05,0.006045060360870322,0.6,0.9206548216076802,1.4664582,3.0405402
Grip1,-4.1748586,-3.3078997,2.9817124826078574e-05,0.0059790010751994875,0.2,0.7809499928356498,0.35199684,1.6444601
Dtnb,-4.17678,-3.6993353,2.9566420602957862e-05,0.0059733061774547205,0.06666666666666667,0.7277905144003439,0.1344194,1.0539346
Kcnj3,-4.1855726,-3.0281045,2.8444781606153105e-05,0.005790236983010105,0.26666666666666666,0.7852844247026795,0.42019063,1.6601619
Ppp2r2b,-4.194638,-2.933032,2.7330824742278538e-05,0.005605948555916216,0.26666666666666666,0.7697736065338874,0.4072572,1.5767357
Cmip,-4.1957107,-3.6493366,2.7201740606465182e-05,0.005605948555916216,0.13333333333333333,0.695085255767302,0.099186674,0.8365401
Nrcam,-4.196287,-2.310273,2.713262160537796e-05,0.005605948555916216,0.4,0.8247241725175527,0.6963096,1.7902869
Rian,-4.204839,-3.63734,2.6126765305560962e-05,0.005484579560628306,0.2,0.7621077518269093,0.26824728,1.5745482
Eml5,-4.207818,-3.9213817,2.578481492198706e-05,0.005455417141368444,0.06666666666666667,0.7194798681759564,0.12040455,1.0779611
Pde4dip,-4.2105727,-3.413419,2.547239445001881e-05,0.005432089197396869,0.13333333333333333,0.7524358790657687,0.18960172,1.1707339
Rtl4,-4.218212,-30.544605,2.462470125639781e-05,0.005293325782075273,0.0,0.6289941252328414,0.0,0.9424222
Ssh2,-4.2288146,-2.8494494,2.3492605466668712e-05,0.005090696039430551,0.2,0.8144791517409371,0.3441814,1.3764951
Cdh2,-4.2364535,-3.3804884,2.2707768643725357e-05,0.004960632060625207,0.13333333333333333,0.7655108181687921,0.22016095,1.2711014
Srgap2,-4.2444134,-3.9615102,2.1916600714981625e-05,0.004827041485340625,0.06666666666666667,0.7220232124946268,0.11038693,1.0361025
Nav3,-4.246255,-2.644326,2.1737308530401113e-05,0.004827041485340625,0.5333333333333333,0.8983378707551225,1.1684289,2.6987002
Gm26871,-4.251012,-3.1894042,2.1280703408890125e-05,0.004765104171640648,0.26666666666666666,0.800114629603095,0.49084118,1.9140887
Nbea,-4.255352,-2.0343194,2.087204963702225e-05,0.004752813336837186,0.6,0.907436595500788,1.3524146,2.5449893
Nrxn3,-4.255864,-2.4968095,2.0824291495271577e-05,0.004752813336837186,0.6666666666666666,0.9294311505946411,1.5635185,3.105064
Pak5,-4.2589073,-3.6722915,2.0542863298396228e-05,0.004752813336837186,0.06666666666666667,0.7419042842814156,0.16453509,1.1878629
Nol4,-4.2633114,-3.9068885,2.014193925550457e-05,0.0047062078938731105,0.06666666666666667,0.7321607680183407,0.12907852,1.1205996
Ank3,-4.277117,-2.50309,1.8932948282173333e-05,0.004462529125806995,0.5333333333333333,0.8924631035965038,1.0529714,2.4492097
Oxr1,-4.280576,-2.6914575,1.8641011494367995e-05,0.004432601582775823,0.4,0.8562114916177103,0.7155007,2.047914
Gabbr2,-4.281649,-4.040738,1.8551331786598557e-05,0.004432601582775823,0.06666666666666667,0.7275039403926064,0.12040455,1.133299
Egfem1,-4.2965755,-3.441824,1.7345691790703248e-05,0.0042370794401472385,0.26666666666666666,0.7736781773893108,0.40979058,1.8723997
Csmd2,-4.297857,-3.6015139,1.7245757940390214e-05,0.0042370794401472385,0.13333333333333333,0.7259636051010173,0.17471375,1.1991521
Kcnb2,-4.3121743,-3.687541,1.6165678741198478e-05,0.004021960997925954,0.13333333333333333,0.7721378420977217,0.29513246,1.6906931
Eml6,-4.320198,-3.0769305,1.5588913716659833e-05,0.003954224563442901,0.26666666666666666,0.7746453646654249,0.3134203,1.4124589
Ncam2,-4.3226805,-2.8581839,1.54144835820405e-05,0.003954224563442901,0.3333333333333333,0.8601877059750681,0.68023694,2.0875382
Rbm26,-4.3236256,-4.0255046,1.5348577821752776e-05,0.003954224563442901,0.06666666666666667,0.7180469981372689,0.08431979,0.8890182
Tenm4,-4.3434043,-3.5837939,1.4029149564667279e-05,0.0037382681502950432,0.2,0.7487462387161484,0.27759054,1.5761416
Rnf150,-4.3464313,-5.209017,1.3837031193123662e-05,0.0037382681502950432,0.06666666666666667,0.6735922051869896,0.040920693,0.9341312
Kcnd2,-4.346463,-2.7739184,1.3835011675962945e-05,0.0037382681502950432,0.4666666666666667,0.9130606104026365,1.2287756,2.8640056
Nktr,-4.353366,-3.4461308,1.3406302679477241e-05,0.00371368405152117,0.13333333333333333,0.7447700243587907,0.15496661,1.0391757
Gria2,-4.3591957,-2.1455495,1.3054137019644468e-05,0.0036537985595609048,0.6,0.9216578306347615,1.38839,2.6610236
Ppfia2,-4.3619184,-2.5659878,1.2892704164608773e-05,0.003646599588453029,0.4666666666666667,0.8465754406075369,0.76686406,2.0576632
Ralgps1,-4.368725,-4.456538,1.2497413339470137e-05,0.0035723988982081126,0.06666666666666667,0.6927926637054019,0.058265984,0.8403964
Samd12,-4.3743463,-3.5854952,1.2179695870930482e-05,0.003565808633504718,0.13333333333333333,0.7513254047857859,0.22016095,1.3753347
Lsamp,-4.37654,-1.8050735,1.2057790328751863e-05,0.003565808633504718,0.9333333333333333,0.9729545780197736,2.863726,4.0733337
Mdga2,-4.4017806,-2.2548876,1.0736612171693522e-05,0.0032414917871169094,0.6,0.9130247886516693,1.4041935,2.7513366
Chsy3,-4.406281,-4.755014,1.0516058585491819e-05,0.0032109828885473314,0.06666666666666667,0.704470554520705,0.0888755,1.2555387
Ube2e2,-4.4088435,-3.1745303,1.0392416528439252e-05,0.0032097038174616404,0.26666666666666666,0.8384797248889526,0.44829586,1.8094429
Focad,-4.4112296,-4.6513066,1.0278524196035287e-05,0.0032097038174616404,0.06666666666666667,0.6959807995414816,0.06609111,0.99951094
Cplane1,-4.432658,-4.419111,9.307835398421964e-06,0.003048099803963126,0.06666666666666667,0.7043272675168363,0.06609111,0.90085286
Atrnl1,-4.433027,-3.7075462,9.291941071551357e-06,0.003048099803963126,0.13333333333333333,0.7507164350193437,0.20839338,1.3930024
Prkn,-4.4337792,-2.9344292,9.259541959069479e-06,0.003048099803963126,0.26666666666666666,0.8334288580025792,0.44623807,1.6676064
Dcc,-4.4338756,-3.3972952,9.25541367928243e-06,0.003048099803963126,0.26666666666666666,0.8462172230978651,0.55903155,2.1850836
Adgrb3,-4.4474726,-2.2832854,8.688660027509642e-06,0.003032003830379014,0.7333333333333333,0.9362014615274394,1.7857764,3.225457
Asic2,-4.4484816,-3.5992968,8.647953034589553e-06,0.003032003830379014,0.2,0.7923054878922482,0.3599444,1.8327234
Kcnip4,-4.4640803,-2.6317987,8.041336721581212e-06,0.002880942902785162,0.7333333333333333,0.9529660409800831,1.9964114,3.6997063
Pclo,-4.470054,-2.7050037,7.81998003528114e-06,0.0028394981560541112,0.3333333333333333,0.8333213927496776,0.534756,1.7245919
Gm20754,-4.493837,-4.2851195,6.995118447902987e-06,0.0025747785300705927,0.2,0.7454506376271672,0.18502493,1.6019216
Galnt17,-4.4954066,-4.7376747,6.943716764847963e-06,0.0025747785300705927,0.13333333333333333,0.7190858289153174,0.099186674,1.3302447
Adam23,-4.4963994,-30.36729,6.911384127237767e-06,0.0025747785300705927,0.0,0.6704757128528442,0.0,0.86922246
Ralyl,-4.5170593,-2.8237913,6.270435157114742e-06,0.002477744009877546,0.4666666666666667,0.8562114916177103,0.7897645,2.253043
Mapk10,-4.533635,-3.1141262,5.797712174088446e-06,0.002325142180862038,0.26666666666666666,0.8124731336867747,0.451775,1.7825308
Pak3,-4.5444617,-3.9858832,5.5075841470598545e-06,0.002276750554330743,0.13333333333333333,0.7437311935807422,0.12979619,1.1618857
Nrxn1,-4.5513163,-2.1128907,5.3311357057799716e-06,0.00223824400647356,0.8,0.966900702106319,2.2440665,3.6235776
Hivep3,-4.5766525,-4.1847405,4.724752251040552e-06,0.0020151443331025342,0.06666666666666667,0.7826694368820748,0.14366071,1.33752
5730522E02Rik,-4.5798717,-4.3233457,4.65261392943618e-06,0.0020151443331025342,0.13333333333333333,0.749426851984525,0.17867054,1.5925733
Macrod2,-4.5867743,-2.8285027,4.501469338561745e-06,0.0019828603463467884,0.4666666666666667,0.8882361369823757,0.9758908,2.5451818
Scn1a,-4.589849,-30.590248,4.435663095924355e-06,0.0019828603463467884,0.0,0.6844103739790801,0.0,0.96184516
Ptprd,-4.5943656,-2.7047186,4.340678686607614e-06,0.0019768480730363827,0.6666666666666666,0.9656111190715002,1.9192492,3.6613858
Erc2,-4.5949583,-2.9606273,4.328361775064403e-06,0.0019768480730363827,0.4,0.8476142713855853,0.76878446,2.3033755
Gabrb3,-4.6492343,-3.2812936,3.331696239170482e-06,0.0016276850535729246,0.26666666666666666,0.8227897979653246,0.49239558,1.9720726
Grik2,-4.649891,-2.479174,3.3211066635107033e-06,0.0016276850535729246,0.6,0.9170726465109614,1.2281026,2.6716628
Mycbp2,-4.671816,-2.834693,2.985484076356692e-06,0.001542691483302006,0.3333333333333333,0.8809284997850695,0.5902365,1.9078617
Cdr1os,-4.6756916,-3.6275246,2.929644820325352e-06,0.001542691483302006,0.2,0.7709199025648373,0.26465052,1.5569974
Pacsin1,-4.679215,-30.4549,2.8797525014144264e-06,0.001542691483302006,0.0,0.6977360653388738,0.0,0.90493053
Ank2,-4.683363,-2.2360191,2.822060232441781e-06,0.001542691483302006,0.6,0.9340879782203754,1.3818866,2.7113655
Csrnp3,-4.6850605,-5.5092134,2.7987699793250347e-06,0.001542691483302006,0.06666666666666667,0.7194082246740221,0.040920693,1.0655353
Ctnna2,-4.689785,-2.6085014,2.7349196559142976e-06,0.001542691483302006,0.4666666666666667,0.8868032669436882,1.0242467,2.475369
Nfasc,-4.694846,-5.3108096,2.668075404643506e-06,0.001542691483302006,0.06666666666666667,0.7235277260352486,0.040920693,0.9775601
Nos1ap,-4.697953,-30.706083,2.6278179218511946e-06,0.001542691483302006,0.0,0.7005301619143144,0.0,1.0122116
Dlgap1,-4.7380714,-2.3437448,2.1576157499575358e-06,0.0013482589581711392,0.6666666666666666,0.9192219515689927,1.5091331,2.9382405
Adam22,-4.739401,-4.514553,2.143510524406781e-06,0.0013482589581711392,0.06666666666666667,0.7566270239289297,0.0888755,1.1392506
Dscam,-4.7430205,-4.5515666,2.1055509641134755e-06,0.0013482589581711392,0.13333333333333333,0.7571285284424702,0.14410423,1.5336362
Nalf1,-4.746432,-2.67966,2.070366524059592e-06,0.0013482589581711392,0.6,0.900343888809285,1.2669106,2.8528435
A230057D06Rik,-4.7537346,-4.0172696,1.9969308726565446e-06,0.0013482589581711392,0.13333333333333333,0.7892964608110045,0.21102591,1.5695235
Sfpq,-4.829071,-4.2064004,1.3717147824120328e-06,0.0009699467421950348,0.13333333333333333,0.7642570568849405,0.099186674,1.0732821
Cadps,-4.8459353,-3.7177508,1.2601662842248253e-06,0.0009151531907330015,0.26666666666666666,0.8297033959019917,0.39743263,2.0042393
Tmem132b,-4.8483377,-30.863153,1.2450043355631084e-06,0.0009151531907330015,0.0,0.7229545780197736,0.0,1.0828723
Anks1b,-4.8494425,-3.0359337,1.238088913687661e-06,0.0009151531907330015,0.5333333333333333,0.9037111334002006,1.0431354,2.7773015
Unc79,-4.850548,-6.0359435,1.231210451966669e-06,0.0009151531907330015,0.06666666666666667,0.7409729187562688,0.040920693,1.3192703
Nkain2,-4.8579626,-2.9083953,1.1859969555913137e-06,0.0009151531907330015,0.6,0.9303983378707551,1.4375911,3.2230384
Grid1,-4.866435,-4.2393737,1.1362931715448412e-06,0.0009151531907330015,0.13333333333333333,0.7846038114343029,0.17586514,1.5329214
Cadm2,-4.8961916,-2.081262,9.771184715855875e-07,0.0008590274063262622,0.8,0.9632468835076659,2.1212332,3.4678383
Grm5,-4.9259,-2.5626616,8.397291827509002e-07,0.0008356860422413587,0.6,0.9193294168218943,1.3403682,2.8714786
Celf2,-4.9336195,-3.0327387,8.071963402629741e-07,0.0008342063716486967,0.6,0.9668290586043846,1.7695212,3.7096112
