names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Mutant (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Naaladl2,11.554062,1.2282648,7.041178581685865e-31,4.279628341948669e-27,1.0,1.3318707,2.019182
Hivep3,11.1384535,1.0114475,8.152308903830424e-29,3.303315567832088e-25,1.0,1.2878178,1.8392091
Gm11867,9.515364,2.3323197,1.810790082233326e-21,1.4674642826418875e-18,0.8367346938775511,0.097799234,0.4170118
Gm28307,9.424372,3.7877157,4.326872720667328e-21,3.093968517201885e-18,0.7306122448979592,0.02938376,0.3448878
Hexb,8.721033,1.2167262,2.7567490826499112e-18,1.155553167196287e-15,0.9714285714285714,0.56253546,1.0134289
Frmd4a,7.8510814,0.38184887,4.124645270543907e-15,1.089982345841994e-12,1.0,2.573591,2.820375
Hecw2,7.3672285,0.5341204,1.7421146983558652e-13,3.20865852624453e-11,0.9918367346938776,1.5530701,1.8555794
Atxn1,7.3014445,0.47465253,2.8469473923814843e-13,4.8742947185618767e-11,0.9877551020408163,1.7957321,2.0770772
Auts2,7.015559,0.4462794,2.290309405963118e-12,3.480125142360958e-10,1.0,2.822804,3.116201
Nalf1,6.879072,0.37515175,6.0243628920732845e-12,8.615547684240335e-10,1.0,3.1908672,3.4414387
Dlg2,6.781933,0.2913363,1.18578690651782e-11,1.5840028171022658e-09,1.0,4.054249,4.25301
Tenm4,6.5821204,0.543167,4.6378529319046874e-11,5.527229435316998e-09,0.9877551020408163,2.0161088,2.3499253
Camk1d,6.5200253,0.5381091,7.029563952587171e-11,8.061450887514119e-09,1.0,1.9743938,2.303195
Anks1b,6.4191966,0.28085184,1.3699523692681184e-10,1.4608018421774779e-08,1.0,3.0806115,3.2671263
Grid1,6.3810787,0.43998986,1.7584483615944859e-10,1.826982759277143e-08,1.0,1.816285,2.0775735
Tmem178b,6.3503385,0.34357178,2.1484175986892655e-10,2.1583606884022075e-08,0.9959183673469387,1.8895156,2.0951085
Nrg3,6.339272,0.2906698,2.308535110659351e-10,2.281508358144315e-08,1.0,3.9833474,4.181422
Rbfox1,6.2495103,0.46613494,4.1174205101104864e-10,3.8207147878551966e-08,1.0,3.709236,4.02555
Ctnna2,6.224918,0.37285465,4.818083761214094e-10,4.403656105362295e-08,1.0,2.8613458,3.106678
Celf2,6.183111,0.3555537,6.285048706203215e-10,5.496478566374552e-08,1.0,3.8094988,4.0510964
Kcnma1,6.174504,0.44195127,6.637162408088339e-10,5.72208129310084e-08,1.0,2.4576275,2.741109
Hivep2,6.1622076,0.42217058,7.173772753331955e-10,6.141153633063609e-08,1.0,2.0136786,2.2718506
Erc2,6.12286,0.35796827,9.191047995135528e-10,7.705267546818447e-08,1.0,2.6050436,2.8367963
Gm37529,6.112408,1.7317994,9.813874457485862e-10,8.171058760630009e-08,0.6612244897959184,0.098813325,0.2963667
Nedd4l,5.7970123,0.44987196,6.750670470983815e-09,4.884592276504717e-07,0.9918367346938776,1.2598264,1.4926087
Zbtb16,5.7588944,0.7954251,8.466665762657494e-09,6.018759591278625e-07,0.9591836734693877,0.7848595,1.1213498
Plcb1,5.728154,0.37969902,1.0152935415135384e-08,7.01244789240828e-07,1.0,2.3749082,2.6163347
Foxp1,5.7084804,0.5081699,1.1398941719866434e-08,7.828561330321829e-07,0.9918367346938776,1.4910157,1.7740711
Ext1,5.706021,0.5496941,1.1564773624049453e-08,7.897830796289053e-07,0.9755102040816327,1.6303104,1.9472619
Ntm,5.64577,0.55700475,1.6444362298359786e-08,1.0747186456928042e-06,0.9959183673469387,2.4947703,2.8540726
Nav2,5.6439257,0.40532765,1.6621599828856884e-08,1.0804928744362794e-06,1.0,1.8692038,2.111643
Flrt2,5.632244,0.68393993,1.7787957059298298e-08,1.1440762222901064e-06,0.9959183673469387,1.0507951,1.3832914
Cacna1c,5.6181035,0.42673337,1.9306468479438298e-08,1.228740475581424e-06,0.9959183673469387,1.8404707,2.0947638
Dab1,5.521579,0.38002375,3.359667167638519e-08,2.0019663769516585e-06,1.0,2.8781736,3.1284773
Frmpd4,5.4600983,0.6136567,4.758709758212195e-08,2.703125038356423e-06,1.0,2.511426,2.9082615
Slc35f4,5.4502616,0.75938433,5.029583552910762e-08,2.843703147403871e-06,0.9836734693877551,1.0231557,1.3903978
Egfem1,5.3826327,0.67281663,7.340423476619036e-08,3.965786123634711e-06,0.9959183673469387,2.2145576,2.6393669
Tspan5,5.3512774,0.6061528,8.733545791509104e-08,4.556437023243977e-06,1.0,1.1617664,1.4683557
Arhgap15,5.3260703,1.0553542,1.0036021391585926e-07,5.1475897061653385e-06,0.8448979591836735,0.31392807,0.568962
Dpp6,5.324841,0.34904546,1.0104146917865725e-07,5.160756719898141e-06,1.0,2.1747236,2.3919406
Msra,5.2719674,0.48493028,1.3496900499652747e-07,6.696666223419543e-06,0.9918367346938776,1.5819808,1.8576334
Ffar1,5.219709,4.5070353,1.7920457888160253e-07,8.443452949165737e-06,0.3836734693877551,0.004950589,0.10692047
Rims1,5.1631465,0.34764344,2.4283270182689047e-07,1.1050705318594207e-05,1.0,2.5373163,2.7612062
Negr1,5.160073,0.42580098,2.4685403175424126e-07,1.1155232750946308e-05,1.0,2.9050498,3.1861012
Kcnj6,5.1274877,0.5621745,2.936338551602147e-07,1.3122842438704302e-05,0.963265306122449,0.8247467,1.0618917
Gabrb3,5.10474,0.26115415,3.3124955046996116e-07,1.448442278961456e-05,0.9918367346938776,2.2014744,2.3640025
Apba1,5.075229,0.4304791,3.8702893942578293e-07,1.662446568077674e-05,0.9877551020408163,1.4745779,1.712102
Cdh23,5.0690813,2.189386,3.997405555083724e-07,1.7110021805492166e-05,0.5142857142857142,0.05315541,0.22234902
Zeb2,5.0555553,0.41164786,4.291397801336609e-07,1.8050599194826235e-05,1.0,2.2172594,2.4751842
ENSMUSG00000121513,5.0518665,0.5155132,4.3751307393915623e-07,1.8339341126911666e-05,0.9877551020408163,1.7690177,2.073758
Pbx1,5.044489,0.49625677,4.5473501677436655e-07,1.885283547013556e-05,0.9877551020408163,1.8324174,2.1286993
Lncpint,5.018667,0.33270887,5.20312217397134e-07,2.0805642482498557e-05,1.0,1.5297893,1.7147738
Sec61a1,4.9953046,1.0011274,5.874302012749314e-07,2.3184420541227486e-05,0.8040816326530612,0.21031538,0.3842418
Grin2a,4.9762454,0.5201082,6.482943423181827e-07,2.509766250070009e-05,0.9877551020408163,2.300715,2.6304324
Shb,4.859432,1.4532269,1.1772290452379116e-06,4.284549782608399e-05,0.6204081632653061,0.103320844,0.26085925
Mlip,4.85021,0.671798,1.2333078513588206e-06,4.4486914662070693e-05,0.9591836734693877,0.8377246,1.1277381
Kcnh1,4.821929,0.753714,1.4217658175224792e-06,5.009560950087901e-05,0.9102040816326531,0.59886646,0.8682414
Kalrn,4.8108625,0.28517607,1.5028042146680041e-06,5.219453723858359e-05,1.0,2.5446177,2.7281065
Rgs7,4.78627,0.39392713,1.6990929958533373e-06,5.818077311998075e-05,1.0,2.0678027,2.310168
Sgip1,4.7752037,0.25395924,1.7952548158235287e-06,6.061977094764115e-05,0.9918367346938776,1.8381698,1.9881837
Fat3,4.7432337,0.5928653,2.103333779423574e-06,6.96679166830326e-05,0.9755102040816327,1.3975427,1.7215087
Cmss1,4.7315526,0.4856815,2.2280930834857763e-06,7.26131354500083e-05,0.9795918367346939,1.1386604,1.379305
Opcml,4.7124934,0.37376767,2.447040446110307e-06,7.890245003426231e-05,1.0,3.3144653,3.5652094
Kcnh7,4.705116,0.5197246,2.5372203363199825e-06,8.095131340762653e-05,0.9918367346938776,2.2665951,2.5949805
